1951:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1983:Q4,548,983,18864,12,236,12664,2992,-424,1424,124,-328,2196,3936,-1888,4396,1428,-24,-952,89140,77800,28868,28916,-48,2004,56576,-14096,4112,-160,496,11340,748,10592,69841,ND
1984:Q1,516,941,14296,-8,-388,-4916,-2640,-3796,-828,-180,-48,2212,17728,14732,6068,-3072,8,4512,-36804,-37124,-50652,-39988,-10664,-372,-15420,19700,7688,112,1820,320,680,-360,-51525,ND
1984:Q2,534,989,18616,0,400,-3676,2640,240,-460,-16,-200,3076,17376,12796,5212,-632,0,1876,24028,40912,-2640,400,-3040,760,45916,-7508,5412,760,-1788,-16884,640,-17524,4957,ND
1984:Q3,552,1021,32872,16,400,9724,4264,-236,-288,628,260,3900,9384,-2056,10868,572,-16,9100,46104,22816,-13384,11216,-24600,-3036,4180,13824,12920,728,7584,23288,2268,21020,12763,ND
1984:Q4,573,1047,21828,24,800,-2500,1772,228,-736,-636,-376,3292,25736,16620,4280,4836,-284,-3720,24164,24468,-4864,-6548,1684,-1488,35236,-6344,3056,-68,-1060,-304,1492,-1796,1862,ND
1985:Q1,560,1123,8000,-40,600,-2672,4248,140,-20,-64,-8,4200,6304,5104,1852,-652,260,-700,33296,25556,-17412,-16884,-528,1104,24140,8980,3668,256,4820,7740,660,7080,24733,ND
1985:Q2,581,1141,12156,0,600,1920,3824,1108,-3260,36,48,5892,12672,14756,-1792,-292,20,-6880,19032,20044,22472,17888,4584,1012,-19596,23524,-2184,284,-5468,-1012,336,-1348,6316,ND
1985:Q3,600,1128,44748,36,400,10252,8716,420,1728,472,-64,6160,18316,15252,2700,364,44,6984,53848,53844,7428,5504,1924,4612,23876,-1688,1272,796,17548,4,2360,-2356,8572,ND
1985:Q4,621,1153,26896,-136,1256,-8224,7008,-364,1396,1484,-284,4776,42580,37804,3688,1088,20,-15608,-32240,-39112,6576,39164,-32588,1716,-36952,13248,3224,-412,-26512,6872,1424,5448,-59668,ND
1986:Q1,611,1177,18080,0,-648,-68,-1164,-1432,-2500,2016,0,752,11684,3464,6496,1724,36,8240,28148,15696,17956,29784,-11828,-2036,-10152,-2008,6268,484,5184,12452,800,11652,9502,ND
1986:Q2,633,1164,31896,0,2856,12964,16000,836,5396,1980,0,7788,2808,6808,-5652,1652,-76,-2656,-8464,17720,-1372,7816,-9188,4900,2960,18268,-3060,336,-4312,-26184,740,-26924,-40891,ND
1986:Q3,654,1159,70992,0,-2404,1488,15620,264,3204,1200,0,10952,46328,34160,10544,1624,20,9940,83604,58916,-19088,-29712,10624,-1540,49800,8844,12904,584,7412,24688,2224,22464,12107,ND
1986:Q4,677,1175,73412,0,2564,12940,10728,-276,2312,844,0,7848,49356,47288,-4660,6728,48,-2224,94592,84096,24044,5468,18576,2372,68580,-3416,-4816,92,-2760,10496,1004,9492,20682,ND
1987:Q1,670,1165,49736,0,-1488,2160,11660,2688,5272,-20,0,3720,32244,17968,15532,-1256,32,5128,25912,23260,2424,-4668,7092,-3116,-7876,14068,9812,1024,6924,2652,572,2080,-24319,ND
1987:Q2,693,1191,14116,0,2248,-18596,5388,-1940,-4100,1332,0,10096,27188,7736,13788,5664,20,-2132,15768,3356,-60700,-73308,12608,376,48100,2820,15548,-440,-2348,12412,-1824,14236,1154,ND
1987:Q3,716,1224,52956,0,-380,10640,2376,524,1304,2492,0,-1944,29460,19456,4172,5832,-36,10896,87072,77656,33968,36492,-2524,1472,42416,-11040,500,2012,8328,9416,1712,7704,33608,ND
1987:Q4,742,1226,36964,0,-2044,10984,5456,3488,-4008,1168,0,4808,24284,21144,-7604,10744,-376,-1340,51092,44048,27600,31248,-3648,-1156,29648,-14448,500,1408,496,7044,2172,4872,13644,ND
1988:Q1,804,1438,26972,0,-240,-12708,3040,-2400,4036,604,0,800,23204,6040,9012,8152,-4,13680,23400,372,-30956,-27976,-2980,2112,-40520,53000,5084,236,11416,23028,4436,18592,-4206,ND
1988:Q2,830,1478,40436,0,-3360,6088,1260,-508,-448,1192,0,1024,37952,31964,-1628,7616,32,-1536,47748,29940,748,1696,-948,3216,10488,18632,-2404,140,-880,17808,908,16900,6664,ND
1988:Q3,857,1493,6252,0,284,-6684,-1648,-192,-248,1272,0,-2480,10136,6080,-4312,8368,0,4164,-5552,-15600,-32336,-44436,12100,-1056,31052,-15988,-3204,184,5748,10048,-580,10628,-12440,ND
1988:Q4,884,1525,45612,0,-1148,19752,-1828,1232,-2872,1292,0,-1480,26076,17760,-116,8432,-32,2792,103380,93820,39436,43128,-3692,-212,65012,-15780,2644,1136,1584,9560,4488,5072,57127,ND
1989:Q1,940,1599,8902,0,-216,-23188,-3100,252,-1656,2700,0,-4396,24290,20454,-2364,6200,4,11112,-7456,-24212,-65156,-60300,-4856,-872,36048,2426,-8006,2772,8576,16756,1208,15548,-17017,ND
1989:Q2,968,1629,6363,0,1452,-176,1940,808,-1624,1524,0,1232,5247,-6090,3573,7764,4,-2104,3155,8711,-10128,-10336,208,348,-15068,26319,5651,256,1332,-5556,44,-5600,-3869,ND
1989:Q3,996,1681,75771,0,-1864,25768,6996,1300,104,-3172,0,8764,29895,13415,7027,9452,0,14976,1385,7889,-10524,-16220,5696,2876,4488,-9750,5443,-48,15404,-6504,2320,-8824,-75071,ND
1989:Q4,1023,1659,27421,0,472,2592,9252,-912,2464,148,0,7552,22989,9913,3988,9088,0,-7884,75588,63656,4724,-6112,10836,-3444,65140,3001,1015,156,-6936,11932,2612,9320,47532,ND
1990:Q1,763,1160,3013,0,1344,-9552,18484,188,10004,2720,0,5572,-9247,-21214,-10321,22288,0,1984,-29192,-20084,-10992,-3816,-7176,2416,-67412,60542,-5058,476,-56,-9108,2220,-11328,-32603,ND
1990:Q2,783,1141,23787,0,-1352,5036,10472,4084,1228,1168,0,3992,14063,10228,-7300,11136,4,-4436,21499,28559,-33580,-58064,24484,-1592,-7452,72856,-2813,696,444,-7060,2540,-9600,-2647,ND
1990:Q3,801,1157,35371,0,1140,7888,10136,-536,4912,1388,0,4372,2103,-598,-8423,11124,-4,14108,26536,2452,20408,77392,-56984,2468,-1520,-31150,-1338,-124,13708,24084,752,23332,-9192,ND
1990:Q4,819,1145,56528,0,-432,-14420,22380,4352,3824,2448,0,11756,50200,30288,3080,16832,0,-1200,42474,53486,12796,-15572,28368,-1872,81036,-39667,5669,-1616,-2860,-11012,-1240,-9772,-14380,ND
1991:Q1,903,1144,37217,0,-2740,-11832,12468,-3264,13384,3156,0,-808,19869,21398,-15909,14380,-16,19468,-3898,-2314,-58408,-11256,-47152,-1836,54384,11348,-22986,-568,15752,-1584,2360,-3944,-41356,ND
1991:Q2,917,1131,26188,0,-404,28716,-9724,-664,-8988,2872,0,-2944,21280,12090,-1086,10276,0,-13680,-68062,-50270,-76184,-52624,-23560,-952,-16448,54490,-2112,752,-9816,-17792,-1400,-16392,-94463,ND
1991:Q3,927,1122,89867,0,1632,13376,13812,-2120,7556,1360,0,7016,43547,40904,-749,3392,32,17468,150502,141586,63404,52020,11384,2056,75500,-1601,-6353,-580,9160,8916,1572,7344,60440,ND
1991:Q4,936,1112,94160,0,444,4188,47912,1856,25724,8604,0,11728,44828,42504,-4688,7012,60,-3272,60598,45630,5088,8092,-3004,1540,50296,-11861,-6929,4384,3112,14968,3916,11052,-33739,ND
1992:Q1,1132,1542,-37930,0,-608,-8176,-8408,4616,-8724,2276,0,-6576,-22978,-11726,-10888,-364,-64,2304,9284,5024,39564,58192,-18628,-3636,-28424,7175,-5639,8,-4024,4260,2440,1820,46804,ND
1992:Q2,1140,1601,60676,0,-1204,14412,28028,896,19744,7248,0,140,17896,18438,-1274,732,0,1544,67956,51188,-17780,2744,-20524,288,15496,54303,-5391,660,3612,16768,1328,15440,6819,ND
1992:Q3,1151,1633,63726,0,2948,36820,7172,-5188,6976,908,0,4476,-6466,3139,-6110,-3496,4,23248,29965,28317,48800,48280,520,1160,17220,-50695,-7305,-308,19444,1648,1016,632,-34243,ND
1992:Q4,1166,1682,8064,0,-2300,-720,15788,484,16996,1300,0,-2992,9652,13309,3991,-7648,-36,-14320,9539,2635,3956,-1216,5172,-316,57808,-42947,3330,-3780,-15416,6904,9312,-2408,959,ND
1993:Q1,1460,1356,-27352,0,2088,-7144,20156,-4852,8888,11808,0,4312,-49172,-38571,-5121,-5480,0,6720,-47844,-11304,54172,67676,-13504,80,-56840,-6266,-6642,532,3660,-36540,-120,-36420,-20388,ND
1993:Q2,1483,1395,25606,0,-1280,28864,628,-116,-560,3808,0,-2504,-9994,-1138,-3912,-4944,616,6772,7794,20378,-26492,-27904,1412,776,46540,2034,-5560,1736,1344,-12584,3176,-15760,-17724,ND
1993:Q3,1504,1408,-12326,0,2512,2236,8100,-2032,1016,4132,0,4984,-28190,-18601,-4797,-4792,-556,3572,8870,-14590,17680,53764,-36084,2632,-26764,-5656,-6938,664,3792,23460,-584,24044,21292,ND
1993:Q4,1528,1471,33036,0,-2004,30740,31784,3472,16744,9840,0,1728,-7340,5834,-2210,-10964,-60,-20084,23275,20439,20656,-21260,41916,-3380,58264,-42408,-1373,2276,-13596,2836,952,1884,-9703,ND
1994:Q1,1667,1557,-6773,0,-1468,-43588,20680,-2532,12428,14432,0,-3648,-5501,6868,-6273,-6096,-4,23108,32819,34767,44404,60064,-15660,1832,-34936,11880,-7321,12,18896,-1948,1696,-3644,39702,ND
1994:Q2,1692,1581,66464,0,584,44052,7440,572,1368,-1180,0,6680,-15460,-9926,-1446,-4088,0,29848,24104,11704,-30320,-40820,10500,-800,12612,7210,-1374,104,24272,12400,680,11720,-42249,ND
1994:Q3,1722,1611,2805,0,-460,-5864,-5932,-340,-8884,-3296,0,6588,10857,13449,1768,-4360,0,4204,36904,54688,-21732,-15060,-6672,384,58524,5300,1784,652,9776,-17784,2872,-20656,34210,ND
1994:Q4,1753,1681,54553,0,1228,43348,-19044,1360,-18740,-3760,0,2096,33569,40781,-2560,-4652,0,-4548,53349,35873,15308,19704,-4396,268,17208,26,-3440,980,5524,17476,6772,10704,-1132,ND
1995:Q1,1805,1662,57889,0,-2132,-80176,115648,-3920,82344,32840,0,4384,33593,41025,-1692,-5740,8,-9052,1459,-29249,-42964,-42664,-300,-2532,16780,-4148,-1774,268,5120,30708,6092,24616,-56287,ND
1995:Q2,1832,1678,104715,0,1364,15196,51544,2508,26868,19480,0,2688,50327,55496,-497,-4672,16,-13732,88212,79396,-16156,-16192,36,-808,43080,14997,-1301,212,39372,8816,716,8100,-16349,ND
1995:Q3,1856,1688,38442,0,-1148,24772,524,-1192,-4088,220,0,5584,6354,15251,-5581,-3316,-24,7964,74010,68034,49572,34272,15300,820,14428,21303,-4694,1776,-15172,5976,9664,-3688,35735,ND
1995:Q4,1874,1716,19334,0,1500,12700,16124,904,13356,4492,0,-2628,11290,22068,-3954,-6824,20,-22300,12487,8103,53340,73392,-20052,2084,-40980,3847,-4564,992,-6616,4384,6764,-2380,-6688,ND
1996:Q1,1841,2114,-3019,0,-1576,-25196,23992,920,22008,7292,0,-6228,20433,30187,-2078,-7676,0,-20672,6578,-534,38680,6140,32540,-380,-3168,-5199,-2107,980,-29340,7112,-724,7836,9324,ND
1996:Q2,1856,2162,48600,0,528,5232,21128,-1964,17040,5576,0,476,35720,43060,-3765,-3576,0,-14008,4992,11348,-29276,-15668,-13608,652,20000,37463,-4442,-908,-12140,-6356,-6988,632,-43914,ND
1996:Q3,1872,2232,7037,0,252,-38844,16896,-340,-724,11528,0,6432,29873,30879,-678,-328,-8,-1132,68910,40086,-50288,-42676,-7612,-2956,85824,9374,-124,64,-1808,28824,2504,26320,61513,ND
1996:Q4,1890,2289,164242,0,1880,61736,70932,3440,35428,25340,0,6724,30730,26682,4069,-20,-8,-1028,218800,192272,48164,37484,10680,40,81156,25978,3821,-1848,34960,26528,6380,20148,54158,ND
1997:Q1,1942,2619,104816,0,-1864,-4140,72716,-224,53092,20200,0,-352,31860,38360,-669,-5832,0,6244,115530,52426,-50412,-79084,28672,12,52992,6905,229,1984,40716,63104,3544,59560,10038,ND
1997:Q2,1966,2667,63701,0,1464,50316,-24548,-228,-32892,10780,0,-2208,44177,51815,2314,-9952,0,-7708,16487,26083,-75704,-57532,-18172,3424,69140,31532,1900,2604,-6812,-9596,10684,-20280,-47915,ND
1997:Q3,1995,2797,-45291,0,-1716,-26440,31956,-232,18976,11412,0,1800,-43615,-37063,-3888,-2664,-12,-5464,54938,14226,-20860,7656,-28516,-2408,57688,-10103,-4087,576,-6580,40712,6284,34428,99427,ND
1997:Q4,2022,2800,127486,0,9280,52968,31084,-184,18260,7504,0,5504,22510,36452,-7886,-6056,0,11644,116484,132284,44036,51116,-7080,2248,6780,59554,-7754,4528,22892,-15800,568,-16368,-11780,ND
1998:Q1,2055,3087,-25113,0,-8136,-28964,43288,-372,18424,20196,0,5040,-23361,-8039,-6762,-8560,0,-7940,-6945,-41377,-124888,-130812,5924,-2056,42748,57272,-6858,384,-7980,34432,-484,34916,17135,ND
1998:Q2,2095,3178,109636,0,3268,51748,17868,344,16504,12868,0,-11848,18924,27873,-5224,-3724,0,17828,46318,79230,66292,70088,-3796,2156,-35072,29057,-5959,764,21992,-32912,36,-32948,-64401,ND
1998:Q3,2143,3209,738,0,-3684,66168,-82952,-512,-69812,-18316,0,5688,3386,5670,-1540,-744,0,17820,81245,24925,-24884,5492,-30376,-2076,-25364,93326,-1337,2768,-17508,56320,15628,40692,79441,ND
1998:Q4,2201,3300,-97041,0,904,-60600,17596,144,-6228,6212,0,17468,-52189,-37271,-5142,-9776,0,-2752,-109149,-112101,132096,138264,-6168,1044,-106256,-129395,-5082,4148,-8656,2952,-1412,4364,-13207,ND
1999:Q1,2241,3210,-94020,0,-1820,-1756,-7912,-152,4756,10332,0,-22848,-74816,-65596,-1084,-8136,0,-7716,-64496,-57300,-45044,-74364,29320,1192,-25032,36847,-1128,2952,-27088,-7196,-4120,-3076,28554,ND
1999:Q2,2310,3289,-104241,0,2660,-11652,-35440,24,-11292,-21400,0,-2772,-49757,-43496,-1400,-4860,0,-10052,-54117,-101729,-63756,-58288,-5468,-4068,-228,-34531,-10,5244,-4380,47612,52880,-5268,49145,ND
1999:Q3,2384,3368,42968,0,-2860,-17000,49044,664,37336,20196,0,-9152,7208,8667,-355,-1104,0,6576,111189,56089,-6756,-4876,-1880,1132,24068,-22532,-671,2696,58152,55100,-924,56024,67237,ND
1999:Q4,2463,3375,30828,0,3772,-30376,32408,876,8032,10528,0,12972,4432,7773,383,-3724,0,20592,82572,108680,-44960,-33460,-11500,3960,203200,-63013,197,7476,1820,-26108,11684,-37792,50832,ND
2000:Q1,2560,3253,18936,0,-3916,79540,-18716,524,-19056,-2640,0,2456,-21428,-24348,72,2848,0,-16544,-95271,-184623,-324080,-333952,9872,-3552,82388,47967,-82,752,11984,89352,3208,86144,-114901,ND
2000:Q2,2625,3372,27186,0,640,33156,-29088,72,-21536,-5000,0,-2624,32410,29738,464,2208,0,-9932,103522,103034,51956,50024,1932,4284,3360,53727,467,424,-11184,488,588,-100,75589,ND
2000:Q3,2667,3418,103417,0,-740,51184,31040,-360,27392,1396,0,2612,12865,13781,-116,-800,0,9068,107812,88720,-42988,-41912,-1076,-5128,23276,76000,-180,7980,29760,19092,-2424,21516,3644,ND
2000:Q4,2688,3435,119313,0,180,24000,46452,-504,11304,7656,0,27996,45921,45940,-515,496,0,2760,234586,136518,21344,-25940,47284,2804,9364,102374,-369,-10500,11500,98068,23076,74992,114526,ND
2001:Q1,2698,3549,63659,0,316,60708,13244,76,15544,10452,0,-12828,-8581,-8059,-454,-68,0,-2028,70440,60716,-124836,-87596,-37240,-2020,116060,30558,-454,3720,37688,9724,-4864,14588,5930,ND
2001:Q2,2750,3478,-145258,0,-384,-123204,20028,0,17108,-73644,0,76564,-36006,-33749,-768,-1488,0,-5692,-187894,-169434,-6844,-41368,34524,-652,13612,-144724,-1686,2600,-31740,-18460,13552,-32012,-43365,ND
2001:Q3,2761,3435,31749,0,672,-36900,33668,0,25608,-2536,0,10596,1893,-1557,-1149,4600,0,32416,-45739,22425,109476,94716,14760,1724,-88944,-18410,-1281,1540,18320,-68164,-244,-67920,-78162,ND
2001:Q4,2785,3302,-4523,0,-4,50028,13240,0,-19056,-22356,0,54652,-37315,-37214,-13,-88,0,-30472,85725,79197,-26072,-50640,24568,2368,98360,74800,-71,708,-70896,6528,8700,-2172,89731,ND
2002:Q1,2753,3325,-73156,0,-256,-58284,-58132,0,-39100,3996,0,-23028,44332,42586,206,1540,0,-816,-49697,-26913,38968,8288,30680,-4004,149568,-139276,-198,988,-72960,-22784,3256,-26040,22887,145564
2002:Q2,2773,3279,81023,0,1668,44316,61820,0,46636,14308,0,876,-35645,-36483,-526,1364,0,8864,138934,47654,-118196,-99508,-18688,-2552,-21392,76998,-204,-3856,116856,91280,6496,84784,57405,-23944
2002:Q3,2815,3259,64128,0,-152,32332,73592,0,37048,24916,0,11628,-42508,-44581,380,1692,0,864,99046,122394,157240,175132,-17892,348,-186168,110972,370,-2800,42432,-23348,3652,-27000,34474,-185820
2002:Q4,2860,3192,34602,0,1160,51684,13772,0,6892,288,0,6592,-40022,-38311,-1604,-108,0,8008,-10827,-46887,-52872,-33844,-19028,3604,-133244,136682,-1704,7176,-6528,36060,-6488,42548,-45760,-129640
2003:Q1,2817,3311,73260,0,-424,79972,34228,0,15232,3116,0,15880,-37224,-37252,-16,44,0,-3292,89372,72972,-78344,-99684,21340,-1972,31588,135765,-148,-388,-13528,16400,15672,728,15618,29616
2003:Q2,2851,3392,39224,0,76,1592,27268,0,-40,12352,0,14956,-28628,-30325,-475,2172,0,38916,82648,87724,-20064,-19080,-984,6592,-32272,4813,-413,-876,129944,-5076,372,-5448,42883,-25680
2003:Q3,2880,3475,-119410,0,5116,52868,-74348,0,-18500,-33696,0,-22152,-55710,-74283,-11,18584,0,-47336,-184336,-174600,-13576,-15556,1980,-2052,8808,-73924,-100,-3580,-90176,-9736,2996,-12732,-65522,6756
2003:Q4,2914,3532,-72791,0,-6280,-31100,-41132,0,-25840,-6956,0,-8336,20793,47079,462,-26748,0,-15072,-38252,-84856,-31456,-22104,-9352,1820,32824,-67574,410,2948,-23828,46604,-472,47076,33921,34644
2004:Q1,2949,3676,143865,0,1040,120412,44084,0,12512,-11200,0,42772,-15451,-16559,-12,1120,0,-6220,181219,84087,-253248,-261320,8072,-2056,199892,135663,144,1164,2528,97132,120,97012,36627,197836
2004:Q2,2997,3788,-32435,0,-992,-13268,-34928,0,-12208,12224,0,-34944,-2003,8889,-16,-10876,0,18756,-139140,-56048,-76544,-104892,28348,-1832,55092,19556,4,-2052,-50272,-83092,6796,-89888,-107496,53260
2004:Q3,3039,3929,11224,0,744,18276,11544,0,3588,-13396,0,21352,-17284,-19576,120,2172,0,-2056,174845,73377,26324,41488,-15164,744,30960,-30427,144,4964,40668,101468,43140,58328,162732,31704
2004:Q4,3093,4036,-79837,0,-1356,-172612,47604,0,-26640,6676,0,67568,52083,46751,292,5040,0,-5556,-19056,-86656,-10212,-16336,6124,-132,22944,-114600,288,16620,-1564,67600,852,66748,59838,22812
2005:Q1,3061,3521,285352,0,-88,56244,155036,0,17792,-3664,0,140908,76380,72644,-44,3780,0,-2220,209052,183704,76040,22156,53884,10292,73992,-35284,-76,1916,56824,25348,19816,5532,-76760,84284
2005:Q2,3102,3611,235305,0,1800,73712,71948,0,-19284,27972,0,63260,74997,72013,364,2620,0,12848,164841,87769,-19020,52220,-71240,-11908,87484,43401,348,-6080,-6456,77072,14568,62504,-70973,75576
2005:Q3,3128,3701,173634,0,-1004,20392,91524,0,708,-27136,0,117952,53690,41154,-96,12632,0,9032,227674,208662,-86064,-127628,41564,2060,126100,70730,-88,4500,91424,19012,-1084,20096,53467,128160
2005:Q4,3170,3773,85696,0,20,4812,-4472,0,1256,-752,0,-4976,91300,94424,-20,-3104,0,-5964,35109,32085,22048,23932,-1884,1724,21572,89409,-44,-3236,-99388,3024,7020,-3996,-51190,23296
2006:Q1,2934,3862,154395,0,124,29464,-5748,0,-15200,-26616,0,36068,114439,111563,192,2684,0,16116,193996,71692,-84196,-79320,-4876,-1300,227340,-130496,232,-228,60340,122304,25812,96492,38673,226040
2006:Q2,2970,3967,248021,0,-80,64280,84216,0,11796,29552,0,42868,90641,84369,-312,6584,0,8964,124384,112292,-52472,-45120,-7352,1408,54448,7352,-316,1348,100524,12092,3788,8304,-124634,55856
2006:Q3,3012,4058,159886,0,-952,62496,14212,0,11540,908,0,1764,79134,78882,-312,564,0,4996,294802,292754,-109744,-162136,52392,-4128,249476,211518,-228,3260,-57400,2048,14752,-12704,133870,245348
2006:Q4,3050,4132,137198,0,-256,80716,32768,0,-12328,12776,0,32320,40666,35018,-828,6476,0,-16696,50239,104803,-100984,-93040,-7944,4004,87400,140951,-804,3144,-28908,-54564,3304,-57868,-88042,91404
2007:Q1,3205,3825,235279,0,540,4660,106556,0,17820,-2824,0,91560,108759,98059,-276,10976,0,14764,208993,52561,-323260,-366900,43640,4768,370660,-66743,-380,-7604,75120,156432,21440,134992,-26907,375428
2007:Q2,3241,3933,274668,0,1028,56664,111648,0,-31956,8532,0,135072,91408,81992,132,9284,0,13920,202345,144577,-61020,-7528,-53492,9400,171204,2825,148,-4080,26100,57768,19160,38608,-73016,180604
2007:Q3,3273,4025,321779,0,-836,37176,49456,0,27480,6156,0,15820,202819,182507,-604,20916,0,33164,300600,316724,13744,48880,-35136,-12060,364892,-67036,-636,1852,15968,-16124,45680,-61804,-21931,352832
2007:Q4,3307,4099,91125,0,764,-29816,64348,0,1088,-3720,0,66980,84281,68249,936,15096,0,-28452,-73545,-77993,-290604,-314168,23564,8168,197508,45119,948,-21252,-17880,4448,-58416,62864,-165462,205676
2008:Q1,2263,2847,25144,0,548,-164236,79868,0,28616,-8884,0,60136,45932,43072,-580,3440,4,63028,-11612,-47744,-333436,-291992,-41444,12236,207568,332,-568,-740,66864,36132,38416,-2284,-37340,219804
2008:Q2,2292,2871,-336905,0,-1700,-153416,-108268,0,-10132,-1172,0,-96964,2323,-2305,-148,4776,0,-75844,-362482,-372338,-139316,-108804,-30512,-3116,70908,-193438,-148,-3204,-104024,9856,22460,-12604,-26156,67792
2008:Q3,2319,2865,177285,0,133600,-3248,-70072,0,-16820,-36896,0,-16356,73129,70433,0,2696,-4,43880,-110820,57108,343284,398200,-54916,-7072,-183956,-129480,0,-10876,45208,-167928,10756,-178684,-288651,-191028
2008:Q4,2332,2748,733789,0,819456,-389220,221680,0,18756,20796,0,182128,100781,91013,0,9768,0,-18908,729502,347718,1054652,1002840,51812,4788,-574320,-304130,0,-3492,170220,381784,45688,336096,-4702,-569532
2009:Q1,2363,2608,-321416,0,-101324,99456,-197948,0,23092,-21852,0,-199188,-125680,-125968,0,288,0,4080,-384193,-363353,-231168,-229168,-2000,992,-160632,131087,0,6324,-109956,-20840,8356,-29196,-63022,-159640
2009:Q2,2350,2488,-675309,0,-272628,-17288,-252524,0,-32220,-25824,0,-194480,-131001,-126485,0,-4516,0,-1868,-675741,-491673,-719308,-747496,28188,4760,209852,162755,0,4320,-154052,-184068,-4560,-179508,-569,214612
2009:Q3,2335,2445,108737,0,335748,-55600,13940,0,88128,-16680,0,-57508,-154415,-144031,0,-10384,0,-30936,392154,481306,211940,231212,-19272,-588,242284,-9970,0,8428,29212,-89152,9000,-98152,283307,241696
2009:Q4,2333,2447,-92344,0,218744,-26192,-183996,0,8840,-12844,0,-179992,-111836,-101028,0,-10808,0,10936,370667,332559,136500,105456,31044,5188,318048,-29781,0,9040,-106436,38108,25440,12668,462897,323236
2010:Q1,2346,2049,180723,0,189376,21896,-31040,0,2304,-2156,0,-31188,1715,1443,0,272,0,-1224,474431,513683,286896,244340,42556,980,-237560,108447,297120,3368,54432,-39252,16360,-55612,294005,-236580
2010:Q2,2340,2103,-125069,0,-129528,33220,53044,0,-13560,-3008,0,69612,-79281,-72613,0,-6668,0,-2524,-240638,-97218,13952,1708,12244,232,-292272,112818,15600,1012,51440,-143420,11704,-155124,-115332,-292040
2010:Q3,2337,2160,627947,0,63936,83592,494508,0,51520,-2004,0,444992,-11365,-7773,0,-3592,0,-2724,324468,205132,-158732,-164896,6164,8432,294572,9804,5556,472,45028,119336,12680,106656,-303302,303004
2010:Q4,2346,2204,-505822,0,142956,-57648,-559384,0,-26364,-11940,0,-521080,22858,22686,0,172,200,-54804,-49789,-34285,6876,52988,-46112,13284,72396,-11813,34412,-2576,-146864,-15504,6448,-21952,456174,85680
2011:Q1,2970,2518,1248492,0,1160292,7124,-14780,0,20808,19608,0,-55196,41860,47936,0,-6076,-24,54020,1361553,1264073,1080940,1057360,23580,-4444,131316,11337,31128,11552,2244,97480,28008,69472,113513,126872
2011:Q2,3002,2603,226423,0,146652,580,19608,0,-10032,-3412,0,33052,38859,42091,0,-3232,-176,20900,249961,303005,179940,246064,-66124,9812,114764,-19687,-39484,6900,50760,-53044,9056,-62100,23937,124576
2011:Q3,3033,2739,643698,0,339836,134672,88680,0,-21956,6464,0,104172,92434,89874,0,2560,12,-11936,232894,340630,678088,671672,6416,60048,-613624,183930,-99112,13720,117580,-107736,25408,-133144,-410510,-553576
2011:Q4,3061,2823,-300737,0,-205992,-15696,-84888,0,9332,-6472,0,-87748,8719,12343,0,-3624,0,-2880,-142331,-131783,19964,40624,-20660,29512,-231992,41981,-7212,10936,5028,-10548,-1384,-9164,158643,-202480
2012:Q1,3266,3058,-17827,104,-127308,129284,-31596,0,49908,-5604,0,-75900,-11075,-6739,0,-4336,0,22764,88221,49341,19944,35964,-16020,4372,-62468,96993,27916,156,-37572,38880,-26820,65700,106256,-58096
2012:Q2,3292,3141,91456,56,34552,83124,-7148,0,-48524,11440,0,29936,-1840,-644,0,-1196,0,-17288,12081,112701,184280,178480,5800,20992,-78100,22057,-21996,6056,-20588,-100620,2388,-103008,-79224,-57108
2012:Q3,3331,3137,73558,-72,-68904,38292,83652,0,68728,-8296,0,23220,-14210,-13222,0,-988,0,34800,-50388,-6904,-19224,-221432,202208,22216,-8264,-82652,20212,6800,54008,-43484,-1180,-42304,-123752,13952
2012:Q4,3366,3186,-213611,40,-127208,-18052,-25856,0,-1844,7080,0,-31092,-1059,205,0,-1264,0,-41476,-52637,-89141,-222680,-215928,-6752,17236,149992,46091,10636,-632,-89784,36504,4184,32320,161153,167228
2013:Q1,2726,2459,404857,-32,410144,1876,-62516,0,14656,-16608,0,-60564,19709,24497,0,-4788,0,35676,459591,383467,251120,156128,94992,39912,64452,8519,22640,956,-4132,76124,8468,67656,55001,104364
2013:Q2,2761,2446,886179,8,873232,9332,-35016,0,-33292,-1028,0,-696,-19273,-20157,0,884,0,57896,796095,791011,876600,922624,-46024,2640,28588,-42709,-44896,-892,-28320,5084,8456,-3372,-89769,31228
2013:Q3,2790,2491,159555,4,15680,72776,27832,0,10348,-212,0,17696,58171,54979,0,3192,0,-14908,-91444,-6536,-345884,-311880,-34004,58068,283640,60884,-17440,288,-46092,-84908,8704,-93612,-250701,341704
