1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2003:Q4,1379646,57395,628789,479686,138452,106923,3011,28518,0,75324,5940,69384,0,1379646,0,1109180,242240,18493,9733
2004:Q1,1362384,55903,594848,492506,146928,110604,3028,33296,0,72199,6769,65430,0,1362384,0,1094758,238825,18983,9818
2004:Q2,1380967,55819,598516,500461,153781,119173,4179,30429,0,72390,7010,65380,0,1380967,0,1113996,237263,19537,10171
2004:Q3,1392166,34888,610150,507173,168269,131173,3812,33284,0,71686,6700,64986,0,1392166,0,1126137,233380,19565,13084
2004:Q4,1429012,33548,634957,512637,175060,136948,7955,30157,0,72810,6925,65885,0,1429012,0,1147018,247116,20284,14594
2005:Q1,1442716,21341,631156,548791,167020,129272,6612,31136,0,74408,6723,67685,0,1442716,0,1142745,264698,20519,14754
2005:Q2,1500628,29066,637640,590192,169943,129889,7704,32350,0,73787,6023,67764,0,1500628,0,1184780,276500,22217,17131
2005:Q3,1524499,29901,610741,631127,178506,134823,10331,33352,0,74224,3513,70711,0,1524499,0,1194498,290411,21857,17733
2005:Q4,1595085,35739,613221,670528,190479,142103,10997,37379,0,85118,3338,81780,0,1595085,0,1232529,317175,25911,19470
2006:Q1,1648251,48300,624188,696844,192699,137421,10905,44373,0,86220,2881,83339,0,1648251,0,1259897,342402,26393,19559
2006:Q2,1697976,59074,621143,727836,195755,136939,13618,45198,0,94168,3213,90955,0,1697976,0,1297972,355289,23028,21687
2006:Q3,1741496,66521,630038,757485,192188,131487,14929,45772,0,95264,3108,92156,0,1741496,0,1313383,381424,24476,22213
2006:Q4,1790240,86920,631317,785821,187071,129240,9371,48460,0,99111,2617,96494,0,1790240,0,1347487,394633,25617,22503
2007:Q1,1813760,77551,630617,819380,203140,138132,15120,49888,0,83072,2613,80459,0,1813760,0,1348762,416180,24692,24126
2007:Q2,1872898,78000,634189,856399,217870,153453,13804,50613,0,86440,2720,83720,0,1872898,0,1393127,429833,23615,26323
2007:Q3,2010498,93326,691947,891437,242588,176736,9763,56089,0,91200,2657,88543,0,2010498,0,1482549,476910,24173,26866
2007:Q4,2108594,100201,739935,926670,242107,182006,7648,52453,0,99681,2847,96834,0,2108594,0,1557555,502335,21397,27307
2008:Q1,2224933,105697,779258,953763,284349,183388,6953,94008,0,101866,2880,98986,0,2224933,39743,1620518,514968,21418,28286
2008:Q2,2233565,87782,782296,986528,275680,197585,5788,43479,28828,101279,4145,97134,0,2233565,30283,1643606,507605,21052,31019
2008:Q3,2581529,120404,808580,1016786,534571,180873,6421,257206,90071,101188,3896,97292,0,2581529,289805,1711605,527368,20883,31868
2008:Q4,2789992,118885,805495,1046270,709985,174924,4843,85291,444927,109357,4561,104796,0,2789992,490411,1694882,552888,19718,32093
2009:Q1,2582868,104896,744194,1031778,592018,167193,2707,58456,363662,109982,4686,105296,0,2582868,388763,1618110,523716,19723,32556
2009:Q2,2352337,119697,679157,1003381,442772,177464,2464,39092,223752,107330,4818,102512,0,2352337,253934,1556233,487692,18619,35859
2009:Q3,2157325,137468,607064,974612,335115,161685,2387,29859,141184,103066,4519,98547,0,2157325,183920,1468589,452721,19722,32373
2009:Q4,2033257,148616,567270,944299,273805,144501,2003,32001,95300,99267,4523,94744,0,2033257,142832,1409128,428510,19408,33379
2010:Q1,2028481,216151,518416,937120,249893,125896,1952,31840,90205,106901,4117,92843,9941,2028481,137426,1407053,430344,18418,35240
2010:Q2,1992132,224652,482788,935111,237548,120009,1849,30716,84974,112033,4976,93097,13960,1992132,127451,1402122,408999,15732,37828
2010:Q3,1972088,211097,475135,931505,205234,94994,1858,32083,76299,149117,5131,98465,45521,1972088,105998,1403395,406884,15863,39948
2010:Q4,1994374,213516,498880,927538,205136,91538,1997,38247,73354,149304,6599,101158,41547,1994374,98057,1428904,414446,16059,36908
2011:Q1,1981481,205326,512937,920398,183017,93798,762,38545,49912,159803,6742,108814,44247,1981481,69120,1430396,427659,16039,38267
2011:Q2,2005070,189559,536514,917499,180718,89444,430,48335,42509,180780,5563,112742,62475,2005070,55264,1459499,435194,15956,39157
2011:Q3,2071970,198079,588217,913984,195843,98338,470,66003,31032,175847,5898,122511,47438,2071970,42335,1516564,457279,16633,39159
2011:Q4,2142707,209424,643093,910331,193307,102080,516,69234,21477,186552,5369,129584,51599,2142707,30490,1589133,462507,17109,43468
2012:Q1,2157232,202936,645784,923241,187123,97548,357,77312,11906,198148,6064,137660,54424,2157232,18962,1617292,461597,17148,42233
2012:Q2,2214111,203076,679354,942629,178948,103475,504,74969,0,210104,5106,144718,60280,2214111,4526,1690853,458939,17219,42574
2012:Q3,2249359,203578,684910,958637,190909,115846,435,74628,0,211325,5133,155232,50960,2249359,1467,1730857,454557,17734,44744
2012:Q4,2329582,205724,728460,974774,191681,118522,3060,70099,0,228943,6363,159849,62731,2329582,556,1809689,457407,18318,43612
2013:Q1,2329493,205433,705338,974038,201118,118690,2296,80132,0,243566,6417,162490,74659,2329493,382,1804183,463581,18367,42980
2013:Q2,2379237,210187,726923,982764,199682,127504,1265,70913,0,259681,6377,167161,86143,2379237,258,1858586,456769,18681,44943
2013:Q3,2410910,201086,738570,989732,207540,126688,1394,79458,0,273982,6580,166813,100589,2410910,101,1878368,468802,18789,44850
2013:Q4,2493198,215964,781713,996503,209575,128647,2125,78803,0,289443,7153,176883,105407,2493198,97,1942462,483244,18742,48653
2014:Q1,2553281,218618,796713,1012116,213868,125178,1373,87317,0,311966,6445,189996,115525,2553281,82,1980926,505831,18586,47856
2014:Q2,2641354,226955,831547,1035409,212989,122965,2455,87569,0,334454,8357,197644,128453,2641354,49,2059960,514975,17501,48869
2014:Q3,2693432,227500,841186,1057761,222356,130227,2638,89491,0,344629,8106,198522,138001,2693432,14,2103001,521762,16793,51862
2014:Q4,2821388,235770,888929,1081736,234407,139144,3097,92166,0,380546,9114,206644,164788,2821388,0,2195306,554067,16589,55426
2015:Q1,2885204,244135,912324,1091951,238759,142181,2772,93806,0,398035,9204,215323,173508,2885204,0,2246684,580362,15028,43130
2015:Q2,2971991,254284,951074,1110366,249626,149634,3514,96478,0,406641,8511,226290,171840,2971991,0,2320371,591088,14893,45639
2015:Q3,3002111,261131,947943,1127440,245061,150371,3425,91265,0,420536,8851,224539,187146,3002111,0,2337188,603810,14485,46628
2015:Q4,3107207,280613,988295,1144804,252990,155767,3289,93934,0,440505,9524,227432,203549,3107207,0,2423569,621749,14457,47432
2016:Q1,3187647,288500,1017060,1171374,252999,157269,2503,93227,0,457714,8234,238896,210584,3187647,0,2492508,634422,13688,47029
2016:Q2,3249985,290474,1011342,1202694,261002,154774,3844,102384,0,484473,9100,242025,233348,3249985,0,2544134,649504,13386,42961
2016:Q3,3274780,293039,1001503,1233647,269066,157601,4697,106768,0,477525,9021,237224,231280,3274780,0,2562447,646592,13154,52587
2016:Q4,3269245,291257,975013,1263030,265361,155998,3341,106022,0,474584,7303,229403,237878,3269245,0,2569922,632915,13020,53388
2017:Q1,3269264,286703,958475,1291102,266186,154709,2840,108637,0,466798,5944,219902,240952,3269264,0,2571672,630147,12780,54665
2017:Q2,3319086,298603,946473,1326045,271573,153589,4511,113473,0,476392,4154,212868,259370,3319086,0,2621612,626462,12964,58048
2017:Q3,3340331,295294,922709,1358817,277187,153973,2536,120678,0,486324,3958,212642,269724,3340331,0,2638935,631296,12422,57678
2017:Q4,3374580,299147,927749,1390361,270002,144741,5107,120154,0,487321,4181,199515,283625,3374580,0,2674462,629772,12589,57757
2018:Q1,3404268,303118,931201,1405473,272640,146517,3438,122685,0,491836,4507,206455,280874,3404268,0,2713807,622318,12526,55617
2018:Q2,3477608,319179,952370,1427812,273125,144914,2884,125327,0,505122,4228,198374,302520,3477608,0,2770467,634273,12729,60139
2018:Q3,3494367,316198,941598,1448779,261522,143210,2381,115931,0,526270,4192,201994,320084,3494367,0,2788926,631872,12832,60737
2018:Q4,3663760,339030,1034697,1467868,276652,147069,5274,124309,0,545513,4290,200156,341067,3663760,0,2927845,661869,13064,60982
2019:Q1,3677531,324827,1059723,1469953,276415,150105,4527,121783,0,546613,3843,201015,341755,3677531,0,2928862,672923,14196,61550
2019:Q2,3750037,339072,1069772,1477100,275284,148940,2974,123370,0,588809,3698,200326,384785,3750037,0,2985860,683745,15873,64559
2019:Q3,3773430,336950,1055078,1481031,279908,152146,2021,125741,0,620463,3031,195648,421784,3773430,0,3008813,680006,15411,69200
2019:Q4,3803082,350162,1059172,1484515,276587,152656,1888,122043,0,632646,3405,195319,433922,3803082,0,3026569,687390,18090,71033
2020:Q1,4450701,383924,1524705,1478639,347522,159636,3272,184614,0,715911,3073,229251,483587,4450701,58716,3458483,843666,20095,69741
2020:Q2,4479540,375773,1542909,1566393,308731,166468,2673,124450,15140,685734,2651,222992,460091,4479540,30948,3572756,777686,21741,76409
2020:Q3,4272494,364722,1325894,1581367,315466,174485,2275,118748,19958,685045,2331,202802,479912,4272494,31702,3427025,716003,20200,77564
2020:Q4,4216776,370694,1207523,1586139,353447,177929,2607,132254,40657,698973,2530,186469,509974,4216776,52219,3362713,704474,18654,78716
2021:Q1,4241391,370337,1212097,1586416,355922,175343,2264,139412,38903,716619,3367,189019,524233,4241391,58723,3394813,688216,17955,81684
2021:Q2,4192194,370783,1141020,1528705,511588,320647,2093,151993,36855,640098,2997,186939,450162,4192194,86161,3320767,685658,17603,82005
2021:Q3,4141421,383966,1076378,1487261,502911,313586,2221,165349,21755,690905,2979,192342,495584,4141421,65060,3263455,712760,16263,83883
2021:Q4,4344827,423036,1122755,1555842,494762,299343,3110,171295,21014,748432,3490,198767,546175,4344827,42154,3421452,778807,15785,86629
2022:Q1,4492967,437627,1270606,1572604,442534,252622,2820,168311,18781,769596,3283,204980,561333,4492967,34083,3453281,802408,15894,187301
2022:Q2,4699303,457783,1392599,1597963,436649,238290,3484,177225,17650,814309,2824,208500,602985,4699303,28421,3609713,840299,16269,204601
2022:Q3,4781311,471582,1416812,1608125,435404,236942,4054,177763,16645,849388,3065,210368,635955,4781311,26090,3658644,864402,16812,215363
2022:Q4,4903725,494411,1474660,1633647,440372,241150,3368,180583,15271,860635,3579,214598,642458,4903725,22933,3702905,936895,17165,223827
2023:Q1,4927935,472876,1491420,1643257,424383,228535,4493,176976,14379,895999,2818,212392,680789,4927935,20873,3725228,935400,17291,229143
2023:Q2,4918606,467503,1485423,1637458,418199,237558,4529,162796,13316,910023,2833,205680,701510,4918606,17712,3732238,912240,18055,238361
2023:Q3,4913324,467324,1472609,1618555,425967,236838,4691,172399,12039,928869,3068,207701,718100,4913324,15281,3703540,931762,19272,243469
2023:Q4,4965618,473583,1482577,1623246,427109,235273,4867,179535,7434,959103,3296,206217,749590,4965618,9489,3716397,971048,20894,247790
2024:Q1,4957544,475967,1492514,1614466,442843,253308,4474,178991,6070,931754,2894,205615,723245,4957544,7953,3711869,969752,20617,247353
