1951:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2007:Q2,1173,13155,230916,-8312,6348,3560,59842,8342,-17452,7116,5300,56536,39519,17436,22083,-316,-50,4732,548,43478,7380,8900,-512,65800,0,120,2812,62868,235604,238504,2208,12908,1508,69740,70536,12412,-4104,73296,-80,17316,6840,59864,-10644,-2900,-19128,8380,7848,-7294,40320,229056,40236,4692,528
2007:Q3,11528,13347,222096,27548,3800,436,75671,14711,-14168,9504,4296,61328,26519,14028,12491,56,7560,6384,1000,48880,7364,8908,-528,8497,0,1864,2816,3817,214408,238744,3100,24688,-296,50188,15904,12412,1396,131352,4,11344,25820,29032,65152,-24336,-24228,-1916,1808,-9507,-16756,146856,40228,4680,532
2007:Q4,14997,13599,220328,-19820,11804,-528,-17811,24417,-21960,-6212,4196,-18252,51459,8132,43327,564,-14180,5496,600,67308,7372,8900,-552,119715,0,0,2808,116907,162492,186640,4180,13540,-1652,74104,90708,12380,2488,-9108,-412,1068,11528,11016,-32308,-24148,-23320,-8360,7532,-56438,-67236,207044,40220,4680,516
2008:Q1,-37225,13226,297240,20884,52476,1424,68167,13343,28816,4928,6132,14948,44933,20240,24693,60,27266,7280,448,22,21180,13216,3664,36220,0,5344,3468,27408,246636,258408,4796,11936,-192,59608,148444,16976,-2156,18996,-16,-4932,37540,-75388,61792,-11772,-24888,15832,-2716,-101055,9700,154648,16452,82228,1724
2008:Q2,-10800,13342,175644,37224,10264,680,71449,-5695,57772,-35200,10424,44148,37554,16700,20854,-88,-38087,3100,732,30127,21180,13220,3704,-15415,0,1568,3468,-20451,154296,170464,8816,5260,-3924,65412,37968,17020,-8032,47944,-1724,18920,-1484,-4384,36616,-16168,-11132,-3968,-1068,-45490,-17364,102964,16440,82236,1720
2008:Q3,-89927,13345,190576,9752,9828,2168,-19603,-29831,-2092,41280,2356,-31316,43714,33672,10042,-696,50763,7120,1068,-17175,21172,13216,3656,65593,0,-724,3460,62857,76000,92800,-8364,35256,-4160,129952,294036,16968,-9248,-361640,116,-47752,9484,-91012,-232476,-16800,-5516,10084,-21368,-217848,-149044,314912,16448,82204,1716
2008:Q4,-44021,12850,470372,38036,77016,18224,3318,5470,14020,17732,3152,-37056,22772,11680,11092,-484,26734,2188,1396,-17098,21176,13208,3608,260278,0,6500,3464,250314,242260,223176,-35092,44116,912,110924,171408,16924,2776,-88792,-52,-30888,796,-127440,68792,19084,6760,35468,-23144,-284983,-261156,157792,16432,82208,1716
2009:Q1,1561,13114,-153032,-52432,11496,19364,-83370,28290,31088,-1656,11424,-152516,-33372,-22080,-11292,472,-15493,-2812,116,10429,7760,-6332,2416,-11274,0,-1972,1736,-11038,-26264,-33420,1344,1756,816,86876,-61780,1228,-1160,-62500,36,-42456,11676,47332,-79088,7156,-5800,5880,7076,115215,-38536,19568,79936,37484,1628
2009:Q2,14118,12927,20076,-20036,-28716,-7216,96553,16053,23524,16672,27544,12760,-30220,-16140,-14080,784,6483,7528,72,70137,7760,-6332,2532,-79254,0,-6616,1732,-74370,44604,4868,-9588,-8164,5212,16732,-55344,1348,1592,53080,-40,-27460,7232,154868,-81520,39736,1456,21608,16672,25719,19576,70792,79924,37464,1636
2009:Q3,23116,12924,97444,-7448,-33972,3376,100761,-9263,9584,2960,19084,78396,-35225,-17944,-17281,524,-7679,4432,-308,54583,7756,-6336,2600,14380,0,-1528,1724,14184,176908,136176,13924,-10864,4084,13608,-93392,1412,352,207052,12,-32920,24136,151084,64740,40732,-528,13344,27916,89656,-11528,36684,79920,37460,1624
2009:Q4,14005,13179,28628,-56032,-35692,-5568,167528,17392,23908,15584,30868,79776,-16383,4780,-21163,-68,29980,-4268,-1028,35388,7760,-6336,2496,-89149,0,-9420,1732,-81461,-7188,4372,-7448,2224,-2416,55336,6740,1312,5816,-57192,1532,-27532,-2744,102800,-131248,-11560,-4300,-4160,-3100,-34990,-1116,124020,79916,37464,1624
2010:Q1,23245,11252,210664,-12008,-29704,5228,154240,-51680,29268,1156,48640,126856,-18557,-3896,-14661,244,58026,2800,8,29114,-6496,-8988,-1884,38641,0,10008,3180,25453,141660,134728,-13484,-1952,2404,12592,72688,-5964,-1916,70360,108,-8380,4672,22616,51344,6932,-6776,2876,10832,-57011,13984,90360,15176,-16776,1784
2010:Q2,17157,11293,246916,41532,-14604,-1284,121470,9386,15132,6692,25640,64620,-14680,116,-14796,256,40111,3736,36,29589,-6492,-9000,-2088,58334,0,3584,3184,51566,269968,266540,2864,-5028,1316,21352,172096,-6180,184,79936,248,-27104,19024,-63012,150780,3428,-13144,1752,14820,28916,-772,107336,15152,-16776,1776
2010:Q3,20517,11545,177396,7264,-21528,132,214043,24775,27468,3808,49176,108816,-747,3068,-3815,392,36503,932,208,29801,-6492,-8988,-1796,-72328,0,-11600,3176,-63904,196024,165476,4620,-924,1968,63148,88636,-5880,5040,8868,44,-8728,25776,54768,-62992,30548,8072,7008,15468,27600,-4108,215904,15172,-16780,1780
2010:Q4,4109,11775,22620,-31844,-17156,384,80470,-19814,12960,9344,22176,55804,169,164,5,560,50040,-1464,-256,21388,-6496,-9000,-1840,-62335,0,8612,3176,-74123,155396,102604,-2912,-452,736,9724,65864,-5920,-752,36316,-1300,-12304,6028,42604,1288,52792,-3072,7100,48764,125110,3440,112436,15148,-16792,1772
2011:Q1,91,11893,182188,-18516,-5868,-13472,145480,5848,12004,-884,11164,117348,4562,-4104,8666,452,17935,-320,220,6545,-2924,196,1012,46886,0,1496,3552,41838,162736,181716,10284,3376,752,79424,25908,-10860,40,72792,248,-500,11560,47324,14160,-18980,-7304,-18660,6984,-31254,14480,134132,35968,-6508,2652
2011:Q2,5835,12255,149436,5476,-5184,1232,45824,-11312,6976,-7016,7640,49536,29132,10620,18512,440,11947,3900,-832,2449,-2920,200,936,56836,0,1924,3548,51364,198328,186688,-980,200,5244,85468,58312,-10932,-644,50020,-3180,-9344,10516,19024,33004,11640,-7740,4708,14672,42472,1988,151624,35964,-6516,2656
2011:Q3,6155,12771,399180,39636,5784,1428,89061,15761,18600,-4260,7608,51352,33837,16452,17385,-112,-2065,5508,4,2037,-3576,188,832,226618,0,-5000,3552,228066,418596,429504,-4088,1260,792,150196,154564,-11040,-4716,142536,532,-20384,26552,-7072,142908,-10908,-11988,-27208,28288,12800,-5848,286056,35956,-7164,2644
2011:Q4,20577,13138,125288,-15092,43392,-10460,21987,-61293,24152,-9712,8792,60048,26481,8784,17697,660,61519,2824,-2364,7617,-2456,196,968,-9984,0,-280,3544,-13248,112824,123960,2384,1320,8832,106684,18712,-10900,1940,-5012,-2332,1424,10116,31868,-46088,-11136,-7328,4048,-7856,-5025,-181528,152968,35952,-6064,2648
2012:Q1,7339,14070,131348,-5876,-22516,11600,134817,13921,6368,-6416,14676,106268,17259,-7772,25031,1520,-15830,6652,-120,10634,12940,4500,10416,-34648,0,7344,3860,-45852,114904,130796,8400,5056,-1424,17492,158272,10524,3428,-70952,200,-5012,8628,12532,-87300,-15892,-9572,-4024,-2296,-23175,-1700,167692,25016,7912,2684
2012:Q2,23977,14404,-27560,16084,9776,860,-171348,23004,-19208,-48724,972,-127392,20839,4632,16207,8,-309,4380,176,8181,11628,4492,10416,57256,1472,7484,3852,44448,9284,-13108,2988,14188,500,-33384,-29168,10520,728,20520,8,9824,-6912,-13104,30704,22392,-8964,5324,26032,46417,26520,-86388,25024,6576,2688
2012:Q3,21727,14404,145572,-13328,-9540,2032,123972,12976,4820,-4772,11812,99136,13500,5216,8284,408,2382,2180,16,-86,12320,4496,10416,-3196,-11732,1640,3856,3040,-51332,210112,6328,-284,1492,41540,45988,10524,1828,102696,-44744,4452,27676,6456,108856,-261444,-6740,6064,-260768,-189581,25544,100984,24992,7288,2676
2012:Q4,6714,14678,187449,9632,-3524,-5248,89679,26039,10700,-10828,9396,54372,10618,6760,3858,764,5713,7708,76,-20709,11992,4492,10424,65833,0,-13804,3852,75785,189028,189520,-8276,-5192,-3212,47312,82424,10528,-1148,67084,80,-11948,-1700,684,79968,-492,-6380,4252,1636,-6385,-5088,95688,25012,6932,2676
2013:Q1,-8522,16411,109964,2336,-42708,-14952,123106,-1098,-16372,-52,13816,126812,-2474,-12424,9950,-2012,-11920,-212,-424,-9236,20844,5828,-4380,46169,4,3988,3964,38213,103412,97324,32612,3796,-1556,30180,29500,-6824,-760,10376,-860,4040,5736,-2412,3872,6088,-5540,9904,1724,-31485,812,35248,79768,15952,-5084
2013:Q2,-3917,16217,146439,-41968,-916,3000,112221,3185,-8424,1052,12944,103464,25355,7188,18167,752,-5390,3548,28,-23622,20584,5820,-4384,51411,-4,7608,3956,39851,120564,122996,2332,4948,-2684,48544,58468,-6820,-7604,25812,1288,-27596,11284,-14808,55644,-2432,-9044,8516,-1904,-46009,4836,52444,79752,15664,-5076
2013:Q3,5345,16535,91381,33676,8444,820,86159,15787,-7660,-6352,11096,73288,30120,-1724,31844,-1004,-39361,4468,488,-21347,20792,5816,-4368,-33322,-4,-4020,3960,-33258,104784,105792,-1536,-3692,-2124,62112,74480,-6816,2508,-19140,172,-4800,26720,-9948,-31284,-1008,-10564,8108,1448,2213,-16196,107252,79740,15884,-5088
2013:Q4,18738,16897,218530,-27964,-12008,-12652,194838,24966,-16432,-3288,22420,167172,35503,12680,22823,-228,18247,6300,3208,-27011,20804,5820,-4380,18052,-132,4436,3956,9792,100616,133808,-6684,2712,-6672,60572,79796,-6820,564,10340,12,-7732,6400,5564,6096,-33192,-7948,-17016,-8228,-116073,19140,121100,79748,15880,-5092
2014:Q1,27068,16533,164429,25252,-3688,-872,75111,-12453,9188,-3024,4620,76780,31740,12952,18788,3372,-36556,-4248,120,-38308,2912,-7144,2896,113843,0,3920,4692,105231,138128,156224,128,1516,88,61060,28348,2872,536,61676,-12,-12260,23888,-18904,68964,-18096,-14900,-4132,936,-15766,6440,61836,-4148,-21680,10196
2014:Q2,27571,16934,86650,-4872,-4076,-840,113781,-11055,10088,3644,8680,102424,24862,7696,17166,-132,-36378,-1832,284,-28522,2952,-7148,2888,25683,0,5496,4696,15491,112984,116196,9316,2428,-32,72464,11412,2864,-1164,18908,-20,15688,22180,-12068,-6872,-3212,-12112,6540,2360,36971,9580,91072,-4132,-21640,10192
2014:Q3,31372,17342,149754,12856,10064,132,80450,-9666,13256,-5164,8404,73620,40486,16808,23678,784,-5405,3184,104,-35759,2808,-7148,2904,44294,0,-2636,4680,42250,95740,107080,-2688,1340,3224,76536,8836,2884,-1572,18520,-36,11884,11252,-5164,584,-11340,-16640,5564,-264,-39984,12056,79208,-4160,-21808,10196
2014:Q4,11994,17462,205304,-10432,15700,1688,33419,-2317,25348,-50820,10912,50296,42264,13356,28908,-272,-20308,2384,-152,-33400,2860,-7148,2892,175809,0,-1880,4692,172997,182644,199516,-2640,2156,-3596,93276,43912,2864,172,63372,68,15284,3164,-11560,56416,-16872,-14736,-2228,92,-28128,-35552,130876,-4152,-21740,10184
2015:Q1,21964,19337,276704,172,-7432,-708,61678,-4430,6512,-17872,10172,67296,53340,21844,31496,-24,-23565,10944,484,-25411,16928,5164,14836,170299,0,4440,3844,162015,235416,227808,1032,8904,3148,85844,-48,15936,4412,108580,-16,12176,13720,-7620,90320,7608,-21544,28012,1140,-38661,76,93756,10432,-61176,-7520
2015:Q2,-1176,19436,32495,-32968,-3728,-1056,95113,-11307,4780,-1352,9964,93028,26503,-11104,37607,-1024,-11808,2900,1404,-33108,16932,5164,14852,-46681,0,3460,3840,-53981,48292,48000,1256,8864,-1280,58336,94532,15932,348,-129988,324,-3280,-496,-5776,-120760,292,-3800,4228,-136,-4815,-13624,146368,10424,-61168,-7512
2015:Q3,3689,19604,311663,45484,45200,1748,140209,4209,17188,-9816,12432,116196,29821,-7568,37389,-2852,107103,-772,100,-47171,16924,5160,14832,-44123,0,-880,3844,-47087,274592,282060,-170,4112,-3124,82172,116148,15936,-5252,72238,72,-15788,17576,-9464,79842,-7468,-8168,-156,856,-52986,-992,182216,10404,-61192,-7520
2015:Q4,9166,19754,28897,28228,-22580,-1964,108992,-19572,1700,21480,1832,103552,68741,-296,69037,212,40114,-5016,-184,-17226,16928,5156,14852,-207356,0,-124,3836,-211068,64880,71856,-4147,3652,-2236,50996,143080,15944,3676,-139110,12,18412,-796,-4188,-152550,-6976,-7604,844,-216,25395,-3660,207592,10424,-61188,-7528
2016:Q1,16750,20182,331965,-2672,-2652,576,199354,13426,27708,15956,13528,128736,53947,22348,31599,-1440,-34051,-35340,396,-42517,43800,-3132,24740,130955,0,4736,-5304,131523,369984,353240,260,12408,8480,94524,29736,19616,4420,183796,-20,-3388,23480,19436,144288,16744,-7772,21008,3508,34587,8164,129976,38696,17376,12240
2016:Q2,19782,20490,299321,46780,-26052,-452,177695,4475,22480,11552,10444,128744,22014,-10380,32394,-176,-21980,1932,320,-51448,43792,-3128,24740,85283,0,3280,-5296,87299,282340,290644,176,18780,2080,122156,-10084,19612,-1300,139224,-4,6988,22980,6084,103176,-8304,-5916,-5436,3048,-17689,9456,125652,38688,17388,12248
2016:Q3,15863,20836,113411,-22676,-8328,-304,154499,-585,26908,10088,9892,108196,35832,2184,33648,-28,-26090,-2312,724,-40230,43800,-3140,24736,-43072,0,-3860,-5312,-33900,128204,139968,232,9420,2748,77332,37304,19620,-5108,-1580,48,1468,9392,5036,-17524,-11764,-4408,-8828,1472,9820,4904,98384,38672,17360,12240
2016:Q4,15396,21205,-66654,-51872,-17984,-1260,66683,-8081,7828,10000,3372,53564,21642,-26312,47954,-72,-26104,-9128,0,-43216,43792,-3128,24736,-70744,0,-5448,-5304,-59992,-110608,-89308,268,1228,1288,44696,-93088,19612,6312,-69624,56,21624,10944,104040,-206288,-21300,-6824,-11372,-3104,-49763,-28912,57356,38684,17368,12232
2017:Q1,27221,20874,177410,4460,6780,16,127033,-2367,6356,8664,7344,107036,45362,-8048,53410,436,-1338,4632,1140,-75298,34208,7820,11088,11071,0,5496,3904,1671,135984,154064,200,12032,-736,49064,30184,37512,-1792,27600,-68,10232,27884,-13972,3524,-18080,-17172,-2412,1504,-35079,13096,82128,18020,36176,3384
2017:Q2,25173,21264,131877,33428,3420,-520,52079,-8609,2132,4500,4472,49584,54016,548,53468,-844,4681,6812,-276,-71953,34204,7820,11096,-2087,0,1688,3904,-7679,154428,158568,2452,160,704,28744,5932,37520,-5428,88484,32,15128,9036,-484,64772,-4140,-13344,6680,2524,26460,-872,35260,18028,36148,3380
2017:Q3,20476,21640,159266,1676,7248,-272,108396,-12380,5864,9332,8184,97396,45537,13016,32521,316,-6397,-4284,20,-68695,34204,7812,11092,22613,0,228,3904,18481,75568,87348,-2324,3400,-72,52272,-39204,37520,2332,33424,4,29592,11872,14788,-22832,-11780,-15048,1724,1544,-84862,2760,42664,18008,36164,3372
2017:Q4,10585,22165,-26462,32612,-2192,-1012,57052,-11500,-17052,6252,5936,73416,30625,-1532,32157,-764,-18802,6160,680,-88774,34200,7816,11096,-95158,0,-288,3896,-98766,110832,116056,-1348,11232,920,51628,1320,37520,5632,9152,4,-7132,23460,30616,-37796,-5224,-18992,9208,4560,125714,-10040,93104,18012,36136,3376
2018:Q1,337,22219,174605,-21580,-6996,-296,128685,-10803,2284,22036,7156,108012,60812,-5112,65924,2732,-36737,4796,1384,-92611,-36152,100136,-752,71184,0,9736,4508,56940,151356,162376,-2472,16536,-4640,46512,54348,15208,-844,37728,12,10788,40492,-12320,-1244,-11020,-20028,11680,-2672,-45131,15588,102860,68772,81180,300
2018:Q2,2879,22707,161742,28264,10472,-52,85854,-8134,-7876,-11616,-3288,116768,61151,-1216,62367,-1184,-38016,-41412,24,-82132,-36148,100144,-736,75513,0,-596,4508,71601,62832,53956,368,3956,-5628,43624,29372,15216,-3044,-29908,-52,5716,7320,5108,-48000,8876,-108,9508,-524,-118738,-26612,52072,68780,81176,300
2018:Q3,4039,23043,88779,-44704,-16196,888,101690,-954,4740,9064,-2608,91448,62078,-5708,67786,-284,-53598,-2908,292,-86494,-36156,100128,-744,64787,0,3388,4500,56899,72956,69560,10808,-740,-2556,30800,-26772,15212,-1092,43900,80,3228,29072,31396,-19876,3396,-6688,9348,736,-34827,3060,19524,68756,81156,292
2018:Q4,43399,23396,104250,35992,39608,112,46611,-301,-118012,-13436,-12096,190456,62690,7208,55482,-140,-48681,-7868,272,-89491,-36156,100140,-752,1912,0,-4932,4504,2340,64744,122308,2220,6036,-3800,48324,132132,15196,-6400,-71400,-32,-7384,28736,-43388,-49332,-57564,-24340,8316,-41540,-19503,-17664,113380,68768,81160,292
2019:Q1,50116,24584,119458,-5436,-11624,4728,152585,145,-23180,11200,1260,163160,62488,-228,62716,-3104,-19072,7824,368,-69548,6732,7692,6508,-20684,0,5840,3296,-29820,77272,86300,-2040,4576,1472,27336,-27324,13436,2752,66092,76,13516,22980,20256,9264,-9028,-23544,12824,1692,-16654,10452,40124,19528,15332,920
2019:Q2,56984,25104,240262,27940,18696,5460,160248,708,-18548,-372,-3784,182244,32560,-3632,36192,212,6729,-5404,12,-99738,6732,7688,6492,72636,0,-2780,3300,72116,205748,206100,-1532,160,1828,35140,59880,13428,-3260,100456,20,-1828,13804,-5868,94328,-352,-13952,11956,1644,-2634,-240,86944,19552,15320,936
2019:Q3,60144,25442,367680,38396,21856,4152,182954,-9358,7028,1268,-932,184948,68196,8632,59564,-2080,9713,-3008,1204,-91655,6732,7688,6504,117027,0,3496,3296,110235,344200,348392,-9852,16176,2496,66716,111536,13436,-832,148716,48,4224,12356,-19464,151552,-4192,-20608,15496,920,11222,992,179852,19520,15320,916
2019:Q4,44118,25663,-95007,-44120,-13544,2732,10381,-9543,8420,-17908,-260,29672,45368,-7604,52972,884,-7659,-7404,672,-89024,6724,7688,6508,-14214,0,-484,3292,-17022,-74880,-61524,-13336,10672,-428,10628,-35652,13436,3704,-50548,-44,8208,26144,-3700,-81156,-13356,-11916,-1564,124,38582,-2792,2320,19524,15304,920
2020:Q1,34594,30677,1028108,199872,121004,13140,218493,37249,-7904,-20832,-8456,218436,43967,18152,25815,-1528,-9399,5700,3216,-154334,5604,91616,22464,468293,0,10084,8804,449405,945680,988816,32204,77204,-332,181580,138312,88124,10348,461376,-632,25408,8724,6836,421040,-43136,-22612,2528,-23052,-78511,6508,415948,112436,87668,-21528
2020:Q2,15018,29404,29308,19644,-15336,-4480,74853,-16619,5508,-42400,-4044,132408,7255,-10876,18131,1124,-12155,-4984,3868,-62754,5608,91604,22452,-97392,0,-3812,8804,-102384,45292,37584,-16548,2344,384,-8424,-66512,88120,4996,33224,0,17680,22280,21172,-27908,7708,3996,3712,0,1598,2696,-28696,112424,87664,-21520
2020:Q3,8884,30403,161758,-67672,-47844,8764,309906,21850,28208,4632,-1412,256628,5879,596,5283,-1228,-6010,-9912,1156,-99402,5592,91608,22460,-51538,0,-1640,8800,-58698,192260,207688,16972,-18800,-244,79152,75468,88116,-14000,-18976,0,32280,29424,28240,-108920,-15428,-8236,-7192,0,8983,-1032,203428,112416,87644,-21532
2020:Q4,-2027,31440,271996,-18264,-26496,-9904,88344,-21728,-1048,-30720,-2124,143964,41307,-3272,44579,-128,24138,500,1940,-88226,5608,91608,22452,139117,0,-4360,8800,134677,425792,442012,-28432,1236,12,84816,166220,88120,3080,126960,0,17244,14972,24512,70232,-16220,-31752,15532,0,120329,5384,280672,112420,87652,-21536
2021:Q1,-1031,32761,131715,-37984,-12012,-2176,133971,-7873,-8316,-59216,-340,209716,19990,3700,16290,256,-57062,748,3120,-115102,22200,88516,10096,77155,0,8504,4116,64535,-23124,3984,-7168,34340,-312,7436,-122616,66804,5012,20488,0,44444,14596,2464,-41016,-27108,-23424,-3684,0,-188631,16624,-76300,40160,139848,-3124
2021:Q2,-5593,33758,90595,61076,24192,2528,26338,5930,12368,-42452,-1380,51872,47738,2940,44798,-596,-104291,-512,552,-211611,22192,88520,10096,124373,0,-3320,4120,123573,17176,23992,3768,-14720,-1276,62000,-133256,66812,-9708,50372,0,61720,5052,12136,-28536,-6816,-20824,14008,0,-112770,12392,-47604,40180,139852,-3116
2021:Q3,-4173,34197,322295,-23876,-8528,4804,309732,16636,13532,-30712,4384,305892,69245,7728,61517,-588,-65075,1676,244,-127618,22200,88512,10100,41468,0,-88,4116,37440,288976,324552,8548,-5724,-552,90596,114772,66800,-256,50368,0,42868,25976,2916,-21392,-35576,-29704,-5872,0,-71689,11860,213008,40152,139836,-3124
2021:Q4,-3959,34995,269712,-33088,-12652,1336,236836,13768,-28100,-39932,1856,289244,69503,1908,67595,-1708,-87007,-1816,1340,-101332,22188,88512,10100,77500,0,784,4112,72604,221356,247536,1000,13708,-1244,31928,15432,66812,2956,116944,0,12916,22328,13160,68540,-26180,-24432,-1748,0,-87310,-15368,60648,40160,139824,-3128
2022:Q1,6796,36800,383614,-33384,3664,-7660,241701,-24323,-16852,-13900,5944,290832,90299,-4460,94759,-844,15555,3908,2228,-125285,-5632,104480,-3944,98529,0,7036,-4856,96349,236468,264888,11520,45700,-4720,76796,60888,16324,-3672,62052,0,58032,7596,2612,-6188,-28420,-35384,6964,0,-177150,9252,228960,75004,120636,8492
2022:Q2,22041,37787,369020,14720,22968,-7464,154539,-27177,-13524,-27028,11548,210720,85886,216,85670,664,21990,-4472,-2200,-105480,-5632,104480,-3952,92974,0,-3212,-4852,101038,210140,251044,5956,29516,-6868,83076,97508,16304,-4088,29640,0,8400,-9912,-1008,32160,-40904,-30192,-10712,0,-174626,-26096,198916,75012,120632,8496
2022:Q3,18419,38761,487003,4976,7684,-1432,246976,-2040,18712,7704,6068,216532,61110,12816,48294,-1120,-17137,4316,-2448,-73403,-5636,104480,-3936,162574,0,52,-4864,167386,401044,423728,30840,12448,-3568,81164,191872,16332,256,94384,0,-3028,6636,6516,84260,-22684,-32700,10016,0,-106301,-24752,278432,74988,120608,8484
2022:Q4,16828,39200,118121,-1720,6980,-4956,124336,-10808,-9260,-31788,-3460,179652,48086,-2672,50758,472,-33423,3692,-1664,-48935,-5636,104480,-3920,-69670,0,-9768,-4856,-55046,12780,17152,14876,676,-3840,45312,95492,16344,2928,-154636,0,9876,5920,26584,-197016,-4372,-23608,19236,0,-127713,-9500,170308,75004,120624,8492
2023:Q1,17118,40109,372248,9896,9240,632,190300,644,-8040,-10688,-5436,213820,52617,4548,48069,376,-62452,23968,-1116,-129151,45600,90684,8152,133502,0,4084,-236,129654,425420,438296,-2116,13172,-1292,98948,218784,93312,1920,15568,0,8260,24508,21320,-38520,-12876,-23232,10356,0,30181,7096,349688,35360,182328,-8072
2023:Q2,17622,40496,426506,50804,40600,2188,84083,4615,8028,4404,-12088,79124,59360,-1044,60404,-448,-55152,3372,2400,-113728,45600,90684,8156,208587,0,64,-240,208763,387128,408184,8816,-13936,-804,43684,216028,93320,-3260,64336,0,10096,7572,11112,35556,-21056,-27176,6120,0,-62252,-8548,254164,35348,182324,-8064
2023:Q3,17906,40800,253500,-49060,-12920,1104,84557,8177,-8364,-2440,-5260,92444,50728,5024,45704,140,-59784,17300,1440,-112999,45592,90676,8148,188577,0,2756,-244,186065,190100,210244,-92,10980,-1032,-6668,4460,93304,3568,105724,0,15936,5496,4920,79372,-20144,-22692,2548,0,-86294,-4052,11796,35352,182304,-8076
2023:Q4,18567,41476,171877,88136,71160,0,-8600,7220,4500,1264,-16436,-5148,15975,-10852,26827,376,-82845,-13364,396,-84970,45596,90676,8156,41185,0,2740,-240,38685,161124,179764,-7952,-628,-1152,-36084,17828,93316,2276,112160,0,4720,17924,22844,66672,-18640,-22848,4208,0,-33662,904,9696,35340,182312,-8076
2024:Q1,18856,42109,340002,13952,-26880,328,310589,-2091,20220,25240,-5716,272936,64029,14708,49321,427,-19294,-6756,1988,-135706,15684,34832,17344,69465,0,6368,5724,57373,349932,391320,2184,20660,-4696,95728,62688,49680,2300,162776,0,56776,37280,19884,48836,-41388,-44692,3304,0,-13323,8288,254852,45532,55820,156
