1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2007:Q2,244695,4892,796,25724,1820,324132,18768,74184,72388,-288,159080,6704,89976,-4820,-204529,-217705,13176,244896
2007:Q3,247380,-10524,-1860,-42048,-2632,-73660,-23208,-23264,-42664,-256,15732,7176,-69032,-44772,484732,459440,25292,247596
2007:Q4,250063,460,-340,-2924,-68,64272,928,-66424,-106760,140,236388,31228,79440,-64064,142059,155395,-13336,250292
2008:Q1,253489,8012,704,23244,1700,-38140,18236,-26564,-42388,-124,12700,-6076,314024,-25980,-23999,-10699,-13300,253692
2008:Q2,256465,-84,-412,-5036,-192,69052,-104,1552,-22416,-212,90232,-33940,274428,-67376,20025,27737,-7712,256672
2008:Q3,259442,-988,-1344,-29084,-1856,-117576,-16856,-10444,-69096,24,-21204,-6452,176308,29212,211222,241678,-30456,259648
2008:Q4,262427,15380,500,23704,1788,-250924,19784,-27932,-86020,-212,-156544,-9280,261728,17388,202143,255843,-53700,262628
2009:Q1,262621,10408,-56,7452,684,-117692,8864,23520,-43636,-436,-106004,-1860,291704,-25704,97685,134349,-36664,262748
2009:Q2,264475,236,-1208,-24592,-1588,-18736,-14652,42776,-33148,-352,-13360,-3008,-549132,-105348,967851,977035,-9184,264580
2009:Q3,266322,8812,-24,6140,596,-21588,8036,-5176,-8852,372,-15968,96,-42420,-41912,356622,361082,-4460,266416
2009:Q4,268166,-2152,-648,-16292,-1028,37304,-9180,20956,9708,788,15032,-2860,15756,18496,219590,184534,35056,268252
2010:Q1,262478,2340,-396,-6992,-364,51804,-2240,29564,22268,680,1532,1244,-116316,-11128,342286,334250,8036,262588
2010:Q2,261307,4504,-268,-2604,-40,-57592,1204,-20556,-14852,624,-24012,812,292096,26248,-1849,-10225,8376,261424
2010:Q3,260134,-10388,-652,-4220,-168,-28680,-156,-29456,-38560,316,39176,1168,-209448,-48872,561394,559298,2096,260256
2010:Q4,258965,4324,-120,18836,1604,93808,19732,34000,7924,940,31212,-2652,-236080,816,378429,350569,27860,259092
2011:Q1,254557,9464,64,26260,2224,55200,27300,19952,4008,584,3356,-1240,-161548,3592,320541,291489,29052,254648
2011:Q2,252063,1048,-236,12692,1216,23884,16300,30008,20700,228,-43352,564,6780,2148,203967,188103,15864,252168
2011:Q3,249573,-4888,648,-23504,-1852,-297556,-21420,-95868,-124008,-1620,-54640,8892,614344,-213180,166669,157437,9232,249692
2011:Q4,247083,-5400,636,-24556,-1936,-38228,-22376,-39188,-93936,-1396,118668,-3168,-175480,-89116,584331,580335,3996,247212
2012:Q1,246034,8392,988,3596,280,280320,3276,170392,87400,-1376,20628,-6140,-200,-172708,131506,160954,-29448,246296
2012:Q2,244167,5540,912,-2236,-176,21056,-2040,23180,-28448,-1384,29748,-2404,146516,-61888,136847,114595,22252,244440
2012:Q3,242315,6108,2068,7528,596,-58256,6860,-33208,-41356,1360,8088,-912,-225780,54812,456151,443383,12768,242584
2012:Q4,240458,3708,1940,3812,300,58960,3476,21072,-7436,1432,40416,400,23860,52564,94914,104418,-9504,240732
2013:Q1,236714,3040,1904,2780,220,70956,2532,51932,13644,1444,1404,-4156,-324616,44496,442090,438298,3792,236536
2013:Q2,233933,-6484,1392,-11944,-944,87308,-10884,7324,-15660,1752,104776,-1632,-67404,58672,174969,176077,-1108,233744
2013:Q3,231144,4184,492,7060,560,32412,6436,-14020,-904,184,40716,-5988,-213944,26784,379584,378920,664,230956
2013:Q4,228352,15088,1732,23196,1828,102232,21136,-12376,-396,96,93772,-4216,-314340,18920,383912,388376,-4464,228164
2014:Q1,230265,-3516,-380,-4328,-340,25912,-3944,5156,11144,-240,13796,3772,-183988,46076,347057,337729,9328,230124
2014:Q2,229372,-5376,-600,-7084,-560,150892,-6456,49468,35296,-132,72716,8480,-99180,33260,149540,143088,6452,229236
2014:Q3,228483,2648,-1736,-7112,-560,51188,-6484,3768,1940,-236,52200,-7268,95204,37804,58315,71887,-13572,228344
2014:Q4,227597,15220,-300,11836,932,-8384,10788,-10708,-3112,-48,-5304,1960,-157852,59368,304817,290481,14336,227456
2015:Q1,230910,1712,-1844,-8524,-672,-75404,-7768,-98824,-54256,-24,85468,2272,60412,42664,210294,202574,7720,230844
2015:Q2,231732,18808,108,17244,1360,115136,15716,53264,24596,172,21388,1840,31964,33044,12228,24532,-12304,231664
2015:Q3,232555,-9412,-868,-9948,-784,-80736,-9068,-67964,-31516,180,27632,932,250764,45592,37015,40127,-3112,232488
2015:Q4,233376,-248,-276,1384,108,58020,1264,24736,17604,176,14240,-5584,-252680,-380,433032,423360,9672,233308
2016:Q1,232855,-7104,-720,-7096,-560,-16044,-6464,-32404,-11100,172,33752,1616,52608,-14540,224695,233411,-8716,232880
2016:Q2,233177,14048,652,19080,1508,-41252,17384,44956,33856,-4,-137444,3040,-127428,84320,279209,222633,56576,233204
2016:Q3,233491,-8484,504,8576,676,11828,7816,82352,-11016,184,-67508,35992,-158148,-9328,351875,304183,47692,233524
2016:Q4,233811,9044,1524,30996,2444,66724,28248,97420,-12636,548,-46856,-14584,-140968,15860,262771,218843,43928,233844
2017:Q1,230159,-22500,-316,-9356,-740,49676,-8528,82688,-9960,44,-14568,-16572,-141108,9652,361423,296439,64984,230240
2017:Q2,228909,-18324,-72,-4012,-316,25088,-3656,87100,-6132,-56,-52168,-8488,8268,9128,217637,162101,55536,228992
2017:Q3,227661,2572,-244,7488,592,46172,6824,16788,10036,1308,11216,-16456,-21504,15740,193301,161925,31376,227744
2017:Q4,226402,-3352,-784,-3876,-304,89188,-3532,96864,40676,1364,-46184,10988,-93176,3540,224178,202838,21340,226496
2018:Q1,228273,1668,-328,5756,452,175528,5244,63868,25072,1652,79692,2156,15448,60348,-32755,-67783,35028,227992
2018:Q2,228126,-1232,-596,192,16,-67468,172,34404,17800,1344,-121188,7940,-97404,47584,339094,299446,39648,227844
2018:Q3,227981,-1448,-108,-2896,-228,1716,-2640,-6864,-7220,-2680,21120,12464,-179024,-61872,459377,478901,-19524,227692
2018:Q4,227832,-5600,-424,-11216,-884,117776,-10220,119832,15300,2568,-9704,-848,-68044,57984,139088,182244,-43156,227540
2019:Q1,228847,5276,420,10820,824,-35600,9864,7548,4144,-4000,-53156,1300,84480,-89116,250443,259823,-9380,228644
2019:Q2,229198,20504,7228,-20604,-1448,-181048,-10352,80080,4272,0,-255048,-2840,-380192,-152164,939762,259818,679944,228992
2019:Q3,229552,21512,236,1176,33228,-217384,-20852,-200472,119788,0,-115848,592,271768,331632,-213208,258340,-471548,229344
2019:Q4,229908,-30180,9504,18228,-19432,-127052,2940,-17176,-37324,0,-75492,-4532,-157120,-58816,599308,258344,340964,229696
2020:Q1,228352,-1720,-872,30108,-688,26028,16176,-122804,12044,0,120612,1800,30816,-10388,153268,258292,-105024,228228
2020:Q2,227989,-6192,-5924,-6004,-9748,-16084,-24280,-150560,50204,0,108552,-3940,-204008,-39980,519869,258301,261568,227852
2020:Q3,227616,5328,-1248,4568,-5048,140016,20,121416,52564,0,-33984,1156,269440,-972,-185624,264920,-450544,227476
2020:Q4,227240,27764,4,-27032,20220,192028,-6820,169276,-9324,0,38896,-2540,-211404,98084,130116,264920,-134804,227100
2021:Q1,237700,-14808,-128,6904,41748,179200,26340,44708,13084,0,95068,1468,-222048,-103372,348736,263552,85184,239352
2021:Q2,242320,2972,324,-8756,21348,234532,9812,181440,-15676,0,58956,-1280,-140820,-56756,190756,263508,-72752,244028
2021:Q3,246985,24908,-1564,30808,-35688,-11612,5916,-8336,27916,0,-37108,-1224,-17872,25356,233873,232901,972,248704
2021:Q4,251619,-14104,1928,-15096,51388,201844,4880,98240,12892,0,85832,-104,-66484,-386224,478471,232879,245592,253376
2022:Q1,270111,-2016,-8888,-7156,-29388,142588,12096,-25604,23416,0,132680,-184,-115512,19348,271319,233211,38108,271472
2022:Q2,280115,-904,6704,-15808,2704,31916,1988,12252,-22656,0,40332,1584,-260048,46284,467683,233187,234496,281512
2022:Q3,290112,-6544,-7000,3188,53472,17808,-37276,-43004,-33964,0,132052,2840,31668,4504,190176,233156,-42980,291556
2022:Q4,300134,2732,25540,4176,57512,-61452,-13476,-54164,-20548,0,26736,-5140,173760,-160128,263134,233154,29980,301596
2023:Q1,300068,-7424,-14744,-3152,23640,119692,244,117132,-37548,0,39864,540,-268836,223728,226624,233128,-6504,301596
2023:Q2,300044,19552,-10968,-24692,-146536,-23504,2388,11340,61524,0,-98756,-3588,178464,-99272,410588,233128,177460,301596
2023:Q3,300027,2072,11248,10076,148392,23264,6324,120004,-60236,0,-42828,-912,36984,-25704,94607,233123,-138516,301596
2023:Q4,299981,-20556,-1948,-3784,22112,89484,-5900,74980,19596,0,808,-2604,-99700,-24244,341221,233093,108128,301596
2024:Q1,299967,-1588,-4100,-5388,11900,72212,764,80840,-4164,0,-5228,-1640,-103240,8624,323187,233071,90116,301596
