1951:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2007:Q4,-8235,48900,186091,913617,21103,-8884,152756,86183,-2800,69462,-135592,-2115,157228,679153,324558,936,299598,54062,4098,-4,24220,12448,7468,16056,-80981,727526,534546,34320,-80182,470055,108599,33184,1540,31644,197499,-21252,-23720,-183958,-400,-183558,192980,10560,-58416,177972,62864,-243226,-2432,674120
2008:Q1,18769,58512,-29669,1239830,-15231,13852,-88728,6667,10128,-52073,-49684,46548,51748,776156,359692,-580,354154,62889,1825,4464,-540,-8064,684,4152,544593,1269499,1173435,-349342,302177,745194,-52048,-692,-1452,760,195822,-740,-62152,395216,87808,307408,96064,8648,38416,51284,-2284,-10075,-32,808222
2008:Q2,12509,51750,564735,-31365,-3853,37324,-113280,136667,-8852,-34574,296073,5660,-121640,193406,86757,-148,29212,77585,1756,-1984,-7604,7400,-2384,12056,-290868,-596100,-568688,-14257,-23194,204567,-130734,-2248,-288,-1960,11871,-3204,-81944,-529544,5176,-534720,-27412,8032,22460,-45300,-12604,-603976,-1816,-253543
2008:Q3,-443,46375,-40302,1683222,16328,731148,103584,261617,397168,-16634,-19319,66399,-165996,361111,349912,0,-46186,57385,-2824,-5584,16420,-2868,-11708,26320,189678,1723523,1813263,1181077,159864,364754,-28148,-29556,3420,-32976,314956,-10876,-45476,-93332,-36592,-56740,-89740,10420,10756,67768,-178684,-6516,-3492,240831
2008:Q4,20720,33378,53100,1574625,13669,2302756,-407828,40264,-337408,20968,345114,-36958,48548,-97232,-32409,0,-145808,80985,1647,6508,59564,-10912,18264,-16732,-335342,1521526,1204682,2101182,121806,55057,-463650,32828,-1560,34388,-491410,-3492,-187240,39600,184600,-145000,316844,21316,45688,-86256,336096,-65758,-1308,-2801474
2009:Q1,25340,35753,-229199,-516893,-12257,-128384,-242364,-46874,-44932,64741,63180,6913,-136776,-249535,-385517,0,166865,-30884,7517,17516,-1844,14988,70828,-1060,54577,-287694,-480502,-12874,12496,266641,-15017,-57548,592,-58140,-369309,6324,6740,-317955,-144296,-173659,192808,13632,8356,200016,-29196,218786,-1548,-321335
2009:Q2,33964,39988,-20921,-1242070,890,-576972,-361304,282100,21556,91238,238772,21234,-90700,-610267,-383133,0,-112076,-115058,4673,-16448,-23764,13524,-20352,2724,63125,-1221149,-1154389,-1112185,183054,186957,136619,-10072,1108,-11180,-315797,4320,-20580,-206706,-193412,-13294,-66760,16048,-4560,101260,-179508,14896,-4320,63183
2009:Q3,54240,39890,-237625,-364015,12456,879504,-335412,117176,-39156,172447,-6738,-16021,6644,-965295,-495433,0,-450174,-19687,5527,-8252,17548,-360,-49372,-2960,-34577,-126390,-304142,-317440,98324,215340,-141562,-28260,-788,-27472,-224417,8428,65552,19893,-22656,42549,177752,9052,9000,257852,-98152,251975,-3056,-2188807
2009:Q4,60784,43547,-538083,-505934,-12302,469512,-293632,70302,-208,51022,398358,1414,-380284,-760095,-372541,0,-298887,-88667,2158,32304,-14896,-8604,-23192,4320,28191,32149,-126223,-644801,144894,705698,-508969,-17500,-404,-17096,-211485,9040,-28928,425827,28332,397495,158372,7824,25440,112440,12668,555319,-1448,538892
2010:Q1,59930,37044,-199204,46658,20601,365648,-22072,80238,0,237031,38075,16993,-211860,-364301,-179855,0,-186726,2280,-7054,-3328,-7071,-372,-17756,2460,-334,245862,322602,-46315,56258,-26239,209691,680760,753132,-72372,-152705,3368,-28035,-374180,-107468,-266712,-76740,16388,16360,-53876,-55612,222090,2424,1911285
2010:Q2,54912,34433,-253241,-741437,7373,-351040,29992,24407,0,54159,-6999,6727,-29480,-453331,-118605,0,-215557,-119169,-3465,-8328,2682,-936,4212,2860,4137,-488196,-459444,-83396,87855,-260710,-32134,147548,78392,69156,-200536,1012,67777,-186859,-3716,-183143,-28752,10844,11704,103824,-155124,273720,-4512,-166002
2010:Q3,59497,32684,200272,445071,-3987,-106576,118960,774625,0,142125,219452,21205,391844,-242378,14837,0,-175436,-81779,2027,-4676,11771,-1084,-5344,6124,-104390,244799,28535,-352636,-14907,471295,56036,-166560,-78436,-88124,-147594,472,14940,167490,33276,134214,216264,16872,12680,80056,106656,-173459,-1168,1406410
2010:Q4,68215,31366,-385803,-607192,-32788,138712,-43640,-400222,0,-23598,285212,72432,-734268,-138929,77167,0,-90748,-125348,-827,9440,12635,-6952,-5252,6512,-145881,-221389,-165477,157995,196027,278162,-206757,-206268,-75628,-130640,-96433,-2576,22339,-307966,-30704,-277262,-55912,3540,6448,-43948,-21952,422652,176,-2699113
2011:Q1,56352,30779,-255975,1759715,35566,1721232,-172416,105282,0,-6302,169014,44650,-102080,-232201,111912,0,-302328,-41786,105,-9468,911,-2880,-1356,5360,309580,2015690,1800118,1282691,407689,395509,-147795,24348,41472,-17124,-44173,11552,15671,-145373,-17196,-128177,215572,6976,28008,111116,69472,281548,-228,257107
2011:Q2,57317,29964,-120695,799480,7828,711836,84424,-40923,0,-73871,-96,31548,1496,14604,131590,0,-132822,15836,842,16564,2149,-16436,-4360,3952,19000,920176,874100,-194624,376116,949096,-84775,-79836,-57524,-22312,-146191,6900,53496,-6081,79208,-85289,46076,8996,9056,90124,-62100,148048,172,620209
2011:Q3,60439,32802,80924,591212,-10735,45304,213016,317595,0,-22447,102794,58188,179060,289362,336203,0,-58913,12072,-1395,3496,-20895,-5188,4336,4112,-247796,510288,494484,122802,460621,-166561,164842,-248548,-167532,-81016,-39882,13720,27914,159575,-5064,164639,15804,16084,25408,107456,-133144,-53288,120,-514666
2011:Q4,59407,34885,-92514,35573,-343,-164956,-34944,169825,0,-84361,262804,52658,-61276,369163,283894,0,56911,28358,64,-6812,-6384,4248,392,7556,-302236,128086,149646,-396978,182202,438413,-40863,103008,52540,50468,-20531,10936,10332,-136873,11796,-148669,-21560,-6524,-1384,-4488,-9164,117036,-504,63963
2012:Q1,49272,36532,-293638,692793,2741,-1008,95512,255867,0,98513,285539,74315,-202500,164793,151379,0,-9301,22715,2691,-39928,-158,-2008,-3912,12400,205803,986431,807863,363588,100874,317707,4353,-4996,18876,-23872,-5985,156,39133,-6968,-24724,17756,178568,3460,-26820,136228,65700,306378,-420,33409
2012:Q2,47012,36690,77998,408991,14,-158280,112420,97484,0,110361,-101717,71944,16896,309684,257533,0,11996,40156,-2406,8112,-1294,-2272,-2608,4988,43149,330993,336489,-108652,124751,452066,105097,-253284,-110316,-142968,-6099,6056,4872,11682,-26112,37794,-5496,1248,2388,93876,-103008,-67677,-216,160543
2012:Q3,47444,38588,-124990,316646,7369,-263640,180964,284233,0,106986,21720,75795,79732,225796,184289,0,-9350,50857,1694,708,-4699,-1828,-780,5796,-118966,441636,341256,-202310,165411,392610,-156092,8172,23164,-14992,8667,6800,19121,98877,808,98069,100380,824,-1180,143040,-42304,133845,996,118219
2012:Q4,43320,42545,37910,555966,18244,144052,59136,98152,0,34536,-7642,51486,19772,417195,274511,0,76303,66380,-1355,-500,-808,-464,9780,6408,-193874,518056,459872,-581962,434591,925768,-82029,-23780,-17828,-5952,24793,-632,15122,-251999,8124,-260123,58184,2032,4184,19648,32320,-37135,1152,1126102
2013:Q1,51573,30116,-25138,1277594,-13141,1230912,-208976,102165,0,-41763,156276,53768,-66116,75732,41911,0,-44834,78655,-8654,-2120,9144,-2432,3352,4776,86837,1302732,1166260,802558,313484,22691,-81965,-36576,-2608,-33968,79504,956,-21990,87597,4588,83009,136472,-5564,8468,65912,67656,46595,1156,542828
2013:Q2,44375,28550,397093,1233883,1383,889088,-78504,75273,0,-113637,107628,65909,15372,182368,163937,0,-44269,62700,1873,-3956,-26596,-116,-9712,4748,198035,836790,909078,887032,-261626,464939,-32073,-290848,-160464,-130384,63107,-892,-52584,132023,-46304,178327,-72288,532,8456,-77904,-3372,-381268,2020,406585
2013:Q3,46766,29145,412094,955407,16904,783596,-8984,4094,0,-36569,-80203,49294,71572,252305,173618,0,-11728,90415,-1404,1272,30439,-2364,4604,4848,-129903,543313,573917,-303564,332367,804665,-37776,-191724,-93060,-98664,73966,288,16611,-120916,-14196,-106720,-30604,2600,8704,51704,-93612,-394473,1800,1223940
2013:Q4,41131,28402,-162013,415124,5039,19908,-95696,185553,0,81657,62511,50009,-8624,425971,277070,0,68347,80554,-2642,-1260,-416,940,-1560,8760,-129473,577137,450533,-163417,370555,322385,-219325,148460,106624,41836,84534,124,-17297,-75485,-10864,-64621,126604,4724,8948,93684,19248,174742,840,688158
2014:Q1,42238,29022,-49969,1743094,-2324,896392,38732,153744,0,194353,-912,41011,-80708,522310,274349,0,138474,109487,9503,-2456,-10285,-4472,8532,5100,128318,1793063,1702479,556132,183558,568520,251275,-55732,-20624,-35108,75095,1372,21321,100937,53928,47009,90584,-6768,620,95248,1484,63184,712,300794
2014:Q2,39677,32041,-61437,926729,-754,32988,113808,153995,0,191371,-41576,19112,-14912,627472,314894,0,169537,143041,-2586,-700,5953,5796,4664,5956,-19863,988165,854601,-232450,406350,592634,5122,-33384,-18280,-15104,72439,-2752,34523,12119,63832,-51713,133564,4356,5220,136192,-12204,69073,924,721566
2014:Q3,-300,31288,242721,916597,8076,196680,-63528,249040,0,230900,77936,37065,-96860,474066,264994,0,108495,100578,1437,1560,7083,400,-12852,4796,49838,673876,610152,84477,165401,164476,-61877,-13168,-9204,-3964,81520,2896,-1274,187702,59600,128102,63724,2740,-7632,40504,28112,-274309,1052,112069
2014:Q4,38475,33396,-50860,197649,3214,-530400,-46528,169089,0,152881,-12812,33565,-4544,717991,459339,0,182118,76534,-4226,4292,2077,2436,-3716,7076,-123657,248509,266553,-669999,39843,737554,-92972,-22308,-27868,5560,37099,-4636,27658,214314,83528,130786,-18044,1180,19732,59576,-98532,55939,84,722883
2015:Q1,35348,34349,7555,1393564,2059,282516,46708,251619,0,22729,180340,59170,-10620,658704,334992,-112,217059,106764,-1566,-1756,-2620,-4832,-3024,5520,160236,1386010,1439454,487382,241763,538872,-9425,-4868,9568,-14436,26744,-2100,12404,148682,80228,68454,-53444,12092,-9016,-28616,-27904,-6556,132,298376
2015:Q2,33222,40726,143023,128721,398,-766896,18524,217443,0,92385,128533,47349,-50824,654610,313738,756,208573,131543,-1383,3096,5569,2944,4360,8624,-18567,-14301,-221777,-494806,149549,182121,18149,145276,90084,55192,38845,832,-44097,-217646,17268,-234914,207476,2092,5172,148656,51556,-150527,-132,32037
2015:Q3,34132,45635,19799,361690,5759,-198832,-34676,33638,0,-48069,32837,42634,6236,579657,180902,-13120,255129,156746,-6865,3264,-9272,-4936,-2792,5656,-8912,341890,262462,69604,-144426,508649,-91850,36008,-3472,39480,577,-2244,4276,-118131,63736,-181867,79428,2104,1624,78772,-3072,-31303,-1416,25031
2015:Q4,36418,47762,-160025,268549,-14212,-867088,70256,309192,0,84603,220151,32227,-27788,790741,307648,-12828,337966,157955,2338,3444,-23593,6548,-2600,6644,-13121,428573,403377,-299293,163106,328011,67439,31920,34780,-2860,91766,352,-9375,29451,-8856,38307,25196,10928,7172,19000,-11904,148680,-1172,229856
2016:Q1,44676,49094,-87129,1679119,16268,629032,-67716,133492,0,57940,-17389,48489,44452,775575,342975,200,266477,165923,-2764,-29488,7422,-3248,4104,5524,210918,1766247,1560899,324813,135386,611799,26099,52048,42848,9200,107258,6988,21599,274909,42848,232061,205348,-34592,3524,149524,86892,82711,380,348356
2016:Q2,42074,49438,-65095,839842,12168,-353688,30384,296671,0,120371,80188,53237,42876,739537,222525,-1244,368400,149856,-3401,-1880,-27163,8788,-368,5692,133102,904937,811573,-274863,263449,465667,50828,25660,17848,7812,99662,3500,20954,156718,86080,70638,93364,4684,6388,131124,-48832,57731,960,96781
2016:Q3,47580,52106,326893,520253,-25232,-458192,80612,395063,0,170884,250012,45027,-70860,616985,156970,6760,316210,137045,836,812,-2688,1452,-8536,5956,-86815,193360,142560,-113918,226606,525909,21262,-206304,-113620,-92684,43903,6216,-2458,-358657,2892,-361549,50800,3148,5484,78164,-35996,-331420,2716,97070
2016:Q4,53159,50189,72358,-183562,4004,-661280,-110372,349310,40,138386,264901,42127,-96144,302228,-74318,-732,238437,138841,217,2776,18937,5076,-2944,5288,-96802,-255921,-198453,-504848,-199132,535105,31854,-92432,-33564,-58868,26942,4404,-36539,36193,-81300,117493,-57468,6912,7120,-46996,-24504,-69388,1152,127532
2017:Q1,22676,58931,147802,2071456,10080,1580548,-97924,241348,-40,5244,158483,22184,55476,291738,17509,-2060,186570,89719,-688,-3788,17655,-4756,1160,5572,30511,1923655,1769223,670591,501114,576074,28732,-20824,-10756,-10068,604,-1968,-15103,30002,-145196,175198,154432,-7856,14632,106228,41428,-184057,1744,604397
2017:Q2,63103,54662,-170011,34393,539,-679696,189756,-46073,0,-121595,136680,29077,-90236,543765,182470,4316,258143,98835,-4025,144,22018,8716,-5112,5388,-1027,204403,149103,-561963,202378,288959,151450,1392,6448,-5056,15405,-1744,26072,27156,-30820,57976,55300,2456,18748,118096,-84000,178451,3884,-92535
2017:Q3,66713,55771,-20832,969766,-1525,363912,-24100,102042,0,-63451,159527,13874,-7908,457634,133859,7560,194345,121870,3214,-4876,-103,2324,2264,8520,60461,990598,943046,241349,-65614,609422,134087,185140,113224,71916,93697,-4556,19320,-269799,40696,-310495,47552,3000,692,74416,-30556,31774,1208,277357
2017:Q4,67901,56603,221269,387013,-4278,-485552,248788,237651,0,30494,217786,16560,-27188,481383,87497,-10172,225162,178896,-4113,552,14806,2924,2344,6152,-113645,165744,140572,55843,96602,-120767,33804,-327240,-172208,-155032,2359,-3896,100290,303578,-32452,336030,25172,13732,7236,11352,-7148,-209971,872,251609
2018:Q1,54548,58338,-113896,1213157,-3026,632240,59312,1328,596,64905,3138,-33738,-33572,471174,134711,12136,203884,120444,7702,11608,1311,-1980,-13508,4872,42123,1327053,1115905,314393,276041,639761,-112132,91900,52776,39124,10146,-6240,-40214,-57750,-32776,-24974,211148,-27792,5888,54632,178420,110106,892,102308
2018:Q2,64938,61302,-483091,-191082,6130,-880584,59172,126847,1140,138508,49286,-35274,-26812,566340,285084,-756,188361,93651,547,-1872,3446,7340,252,3904,-82605,292009,152077,-263433,-237589,793144,-90790,-122696,-69140,-53556,-13485,-5820,15727,77018,-45352,122370,139932,3764,21212,66836,48120,486727,1460,-22037
2018:Q3,69387,64621,285753,186531,-1227,-469704,89132,-1927,-780,28967,-10100,-55555,35540,374904,109418,10792,145683,109011,1947,-4564,8704,-4052,-864,5120,189062,-99222,91966,-33170,-49955,305814,-74840,-30872,-33832,2960,-67231,-1528,-477,44224,-20172,64396,-191188,2672,9088,-157952,-44996,-280987,3020,280207
2018:Q4,61194,74546,-466958,459162,17602,-854156,637388,343132,-240,264956,167308,-35617,-53276,866202,627511,1108,142940,94643,-1352,4916,-17866,4380,1704,1668,-544456,926120,627140,118790,235174,381420,-27074,-129024,-68484,-60540,45206,-3492,46512,-40372,-18932,-21440,298980,444,15104,291488,-8056,453605,-584,478014
2019:Q1,75009,80426,-82736,988434,-16384,99340,91332,152942,368,35271,99376,-38501,56428,317576,71618,-2920,152512,96366,-14460,2440,6083,-10604,2288,5352,352529,1071170,881726,62553,-174287,746759,29547,-27236,-16616,-10620,-86592,-4332,824,334490,-53184,387674,189444,-6756,11344,123164,61692,77319,2356,-74962
2019:Q2,66817,88273,-278803,484138,3750,-637348,135816,263824,632,145918,167935,-62716,12056,656826,288749,7404,244570,116104,-207,1940,-2565,3308,1244,8224,49326,762941,645605,-577145,314179,791212,92449,41424,28388,13036,-90941,-4072,17095,61403,13140,48263,117336,1308,2016,178568,-64556,257347,-1248,623771
2019:Q3,68480,91767,-36218,875689,4020,23212,-90952,446181,28,264776,164336,-3852,20892,449283,130961,-2664,204047,116939,-5379,-2660,27929,-6784,1048,5828,23963,911908,939476,122766,340979,546995,167419,162620,108672,53948,-113390,-3388,20053,-304578,84372,-388950,-27568,6904,1124,-21124,-14472,12931,1700,735019
2019:Q4,69707,93412,-74883,745451,14134,486376,9140,10385,1092,60836,28905,-11428,-69020,423338,65960,5756,257627,93995,2110,1468,12917,-6744,1208,7288,-216170,820334,740274,18783,249541,651538,-8088,66196,38860,27336,-101785,-3820,20211,-152303,-13844,-138459,80060,3948,7492,65456,3164,51178,200,871049
2020:Q1,72858,86958,-517104,7357924,94244,3701732,-316440,757184,111988,-4122,482798,131347,35172,2627308,2371354,22396,256720,-23162,-5785,4560,9359,24508,13132,3604,444518,7875028,7845516,1977169,2140538,2323191,347475,159724,113720,46004,708349,-4292,-47056,240418,-155976,396394,29512,-9488,2612,25028,11360,503004,860,3017466
2020:Q2,77491,62160,125671,3370769,-31527,1251012,816020,1300135,-65056,893221,374161,53921,43888,-12208,233180,-8144,83975,-321219,3429,1392,7518,-39072,-3512,5268,72313,3245098,3154102,-1023409,2976576,3098230,-405665,20572,-16556,37128,-1144242,-3148,11202,-376013,-2708,-373305,90996,2980,1336,130364,-43684,-110340,-384,2361987
2020:Q3,81390,82682,550307,577262,1658,-175156,-112828,1192831,-32980,275519,759035,53789,137468,-685692,-799809,776,108635,4707,-2026,2256,8569,-10580,6920,7124,344186,26955,-63525,-251410,632707,58941,125360,118832,43512,75320,-278547,-812,-9253,-459344,10744,-470088,90480,4932,11392,115892,-41736,-551599,904,270845
2020:Q4,69728,85882,6770,1615245,-1275,1006744,109736,1119930,-7460,48126,1159806,50027,-130568,-452600,-358825,-2880,-98589,7694,-1790,3584,-10369,-10860,-6924,8220,-149150,1608475,1460667,-364675,4388560,-2301145,-71942,113444,52724,60720,-252896,-3448,255,-47485,-9804,-37681,147808,9140,18468,156464,-36264,-22924,-116,1412310
2021:Q1,64974,83453,470607,4283221,24958,2711080,-1039720,2185845,-8240,415331,1190573,75969,512212,34368,88308,-2212,-85797,34069,1266,4096,-2546,-5408,6204,8324,354753,3812613,3562845,-112405,1348438,1952441,186863,-69472,-28996,-40476,31640,-1004,-45406,271751,19912,251839,249768,-1356,-1988,83940,169172,-489087,-388,1334802
2021:Q2,58627,87289,-41212,512588,-24014,-644288,-103964,927464,-788,341496,421355,62290,103112,72645,-292445,-5336,134910,235515,-2266,3848,33893,-2440,9872,18756,223083,553800,431540,-406425,1947350,-420341,-249329,-228728,-127588,-101140,-246500,-7420,-7505,50439,32208,18231,122260,6428,-27956,213592,-69804,12549,556,996884
2021:Q3,59533,76605,493235,3057770,-1936,1390460,42480,1025790,-300,384766,482328,51760,107236,461900,-92629,10848,378940,164742,-378,-2364,-7613,-2888,-10872,9340,153850,2564534,2397022,591088,1379781,478289,137187,-155584,-87832,-67752,-42609,376,9935,-1440,40304,-41744,167512,15076,13300,103172,35964,-510308,-132,655092
2021:Q4,64181,71675,-6055,1633345,-33828,-859872,25680,1208613,1080,728003,329477,31249,118804,1509795,849226,4280,422163,234126,-9006,3968,20505,2960,9176,16968,-261614,1639400,1617724,154443,762180,1022519,-184301,-92656,-42916,-49740,-55995,-1652,7509,5678,3736,1942,21676,-10952,8664,92988,-69024,-1439,480,1341710
2022:Q1,67475,84957,205283,2445153,25313,-187464,-50896,1085352,816,370353,245598,55589,412996,986990,295472,-16700,376781,331437,-5506,2312,23024,4092,-416,8568,553784,2239869,2433129,610641,777349,348071,126559,240576,167164,73412,239392,-1208,-206375,298125,-59584,357709,-193260,-26628,-120,-261172,94660,-222765,-1716,322779
2022:Q2,84822,87796,607410,-262396,-4139,-2567996,-40960,-1723,-416,267295,-342690,54012,20076,2101389,869887,208,821802,409491,1326,-7752,-488,29928,-4896,7652,225263,-869806,-524674,-467775,993170,-1403435,-175700,245212,162976,82236,413129,-1640,-59281,-68354,23960,-92314,-345132,9028,7244,-254832,-106572,-610384,-3140,-876197
2022:Q3,90450,90560,453069,840522,-28678,-322448,157492,-532546,-1168,-231159,-411028,-7727,118536,1377094,357644,-2188,756623,265016,-9367,-908,30036,23288,4008,8848,133703,387453,531665,460694,410113,-1170478,-26346,29612,17816,11796,569663,1748,-73005,329662,-10008,339670,-144212,3944,12172,-204468,44140,-453179,-3016,-953429
2022:Q4,102056,94931,-463939,-398811,-7632,-759944,-55272,-596455,4,-171269,-411672,-82506,68988,1222695,444725,5696,543286,228988,-705,-1188,9856,28152,-13692,1072,-225698,65128,-172424,59647,-832428,-243662,-80140,332956,188612,144344,636580,420,43285,-89081,27344,-116425,237552,82880,22332,161056,-28716,471063,-2892,-723725
2023:Q1,144333,98666,143026,2222173,16499,1995700,260380,-634569,-196,-361701,-170981,-71663,-30028,663008,120375,12748,361963,167923,6977,-1316,-6272,40364,-3396,5332,-120534,2079146,1829506,2089648,-156639,-1573390,684930,-163300,-69696,-93604,999895,40,30644,-82322,7520,-89842,249640,-41024,12932,246876,30856,-97359,-2216,-2674855
2023:Q2,75741,107127,15363,-837922,-5739,-547424,-143944,-432147,-120,-165401,-196411,-67143,-3072,322281,4718,1424,218458,97681,-4999,5244,20654,-24744,1264,-14892,-13476,-853285,-901157,-768531,-216131,540361,77832,165872,106304,59568,-877617,3008,-12840,186888,56140,130748,47872,564,22696,36408,-11796,-46749,-1076,-536697
2023:Q3,87919,105407,141752,106532,-21881,79056,-78716,-490475,0,-50485,-266624,-45437,-127928,357562,3406,3776,249583,100797,4523,4668,-24303,-9536,-5364,-592,291589,-35220,-123312,-332488,-485765,226126,-59812,44224,32252,11972,-195833,1480,-6816,685571,124276,561295,88092,3664,2072,-10860,93216,-159240,-792,-121600
2023:Q4,91608,105231,-685501,280461,-662,272448,204996,-250533,0,176671,-169376,-75913,-181916,378256,172848,2324,182721,20363,859,1552,7105,-2328,92,2100,-333423,965963,872483,210291,-94417,202631,-118374,136620,124080,12540,-80578,1252,94728,520330,80808,439522,93480,2696,10332,167892,-87440,671878,172,-262827
2024:Q1,165084,107672,312457,1928404,-9893,843756,-86572,746444,60,511164,79400,-31383,187204,173752,-11209,-392,157210,28143,3806,43764,-20279,-6744,-2376,2368,240377,1615947,1546891,-48609,1247811,-27636,194299,-16124,2760,-18884,-70670,2857,-40323,305287,85816,219471,69056,-66068,-4116,95820,43420,-255046,480,536542
