date,FL154090005.A,FL144090005.A,FL314090005.A,FL214090005.A,FL384090005.A,FL794090005.A,FL264090005.A,FL894090005.A,FL907005015.A,FL154190005.A,FL144194005.A,FL314190005.A,FL214190005.A,FL384194005.A,FL794194005.A,FL264194005.A,FL894194005.A,FL154190005.A,FL144190005.A,FL314190005.A,FL214190005.A,FL384190005.A,FL794190005.A,FL264190005.A,FL894190005.A,FL313011005.A,FL313111303.A,FL313011005.A,FL313111303.A,FL713011005.A,FL263011005.A,FL263111005.A,FL893011005.A,FL893111005.A,FL903011005.A,FL713014003.A,FL713014003.A,FL713014003.A,FL713014003.A,FL713014003.A,FL313112003.A,FL313112003.A,FL713012003.A,FL713012003.A,FL313112003.A,FL903012005.A,FL153091003.A,FL103091003.A,FL383091005.A,FL793091005.A,FL263191005.A,FL893091005.A,FL263191005.A,FL903091005.A,FL794010005.A,FL794110005.A,FL264016005.A,FL894010005.A,FL794110005.A,FL904010005.A,FL153020005.A,FL143020005.A,FL313020005.A,FL213020005.A,FL383020005.A,FL793020005.A,FL793120005.A,FL263020005.A,FL893020005.A,FL793120005.A,FL903020005.A,FL153030005.A,FL143030005.A,FL313030003.A,FL213030000.A,FL383030005.A,FL793030005.A,FL703130005.A,FL263030005.A,FL703130005.A,FL703130005.A,FL153034005.A,FL143034005.A,FL213034003.A,FL383034005.A,FL793034005.A,FL634090005.A,FL263034003.A,FL634090005.A,FL634090005.A,FL102051003.A,FL212051003.A,FL382051005.A,FL792050005.A,FL792150005.A,FL262051005.A,FL262151003.A,FL892050005.A,FL892150005.A,FL902050005.A,FL154022005.A,FL163162003.A,FL144022005.A,FL104122005.A,FL314022005.A,FL314122005.A,FL214022005.A,FL213162005.A,FL384022005.A,FL384122005.A,FL794022005.A,FL794122005.A,FL264022005.A,FL264122005.A,FL894022005.A,FL894122005.A,FL904022005.A,FL103069100.A,FL103169100.A,FL213069103.A,FL383069105.A,FL103169100.A,FL793069175.A,FL793169175.A,FL263069103.A,FL263169105.A,FL893169175.A,FL893169175.A,FL153061105.A,FL143061105.A,FL313161105.A,FL213061103.A,FL383061105.A,FL313161105.A,FL793061105.A,FL263061105.A,FL893061105.A,FL313161105.A,FL903061103.A,FL153061705.A,FL103061703.A,FL313061703.A,FL313161705.A,FL213061703.A,FL383061705.A,FL313161705.A,FL793061705.A,FL423161705.A,FL263061705.A,FL893061705.A,FL893161705.A,FL903061703.A,FL153062005.A,FL163162003.A,FL143062005.A,FL103162000.A,FL213062003.A,FL213162005.A,FL383062005.A,FL383162005.A,FL793062005.A,FL263062003.A,FL893062005.A,FL383162005.A,FL903062003.A,FL153063005.A,FL123063003.A,FL103163005.A,FL313063763.A,FL213063003.A,FL383063005.A,FL103163005.A,FL793063005.A,FL793163005.A,FL263063005.A,FL263163005.A,FL893063005.A,FL893163005.A,FL903063003.A,FL154023005.A,FL154123005.A,FL144023005.A,FL144123005.A,FL314023005.A,FL314123005.A,FL214023005.A,FL213169203.A,FL384023005.A,FL384123005.A,FL794023005.A,FL794123005.A,FL263069005.A,FL264123005.A,FL894123005.A,FL894123005.A,FL153168005.A,FL143168005.A,FL383168005.A,FL793068005.A,FL793168005.A,FL263168005.A,FL793068005.A,FL793068005.A,FL153069005.A,FL153169005.A,FL143169005.A,FL313069005.A,FL313169005.A,FL213069200.A,FL213169203.A,FL383069005.A,FL383169005.A,FL793069005.A,FL793169005.A,FL263069005.A,FL263169005.A,FL893169005.A,FL893169005.A,FL153065005.A,FL153165005.A,FL143065005.A,FL143165005.A,FL313065005.A,FL313165403.A,FL213065005.A,FL383065005.A,FL383165005.A,FL793065005.A,FL893065005.A,FL893065005.A,FL163066223.A,FL153166000.A,FL143066005.A,FL313066220.A,FL383066005.A,FL153166000.A,FL793066005.A,FL153166000.A,FL153166000.A,FL103092305.A,FL103092305.A,FL793092305.A,FL263192305.A,FL263192305.A,FL263192305.A,FL143192305.A,FL143192305.A,FL793192305.A,FL263092305.A,FL263092305.A,FL263092305.A,FL153064105.A,LM103064103.A,LM103164105.A,FL313064105.A,FL213064103.A,FL383064105.A,FL103164105.A,FL793064105.A,FL793164105.A,FL263064105.A,FL263164100.A,FL893064105.A,FL893064105.A,FL103092105.A,FL103092105.A,FL793092105.A,FL263192101.A,FL263192101.A,FL263192101.A,FL143192105.A,FL143192105.A,FL793192105.A,FL263092101.A,FL263092101.A,FL263092101.A,FL153081115.A,FL143092405.A,FL112090205.A,FL313081115.A,FL383094905.A,FL112090205.A,FL793094905.A,FL793194905.A,FL313092803.A,FL893194905.A,FL893194905.A,FL153064205.A,FL103064203.A,FL213064203.A,FL383064205.A,FL793064205.A,FL653164205.A,FL263064203.A,FL653164205.A,FL653164205.A,FL153040005.A,FL313140003.A,FL153040005.A,FL313140003.A,FL793040005.A,FL543140005.A,FL543141905.A,FL263140005.A,FL893140005.A,FL893140005.A,FL153050005.A,FL153050005.A,FL543050005.A,FL583150005.A,FL543151905.A,FL263150005.A,FL893150005.A,FL893150005.A,FL163070005.A,FL163170005.A,FL143070005.A,FL143170005.A,FL313070000.A,FL313170005.A,FL213070003.A,FL213170003.A,FL383070005.A,FL383170005.A,FL793070005.A,FL793170005.A,FL263070005.A,FL263170005.A,FL893070005.A,FL893170005.A,FL903070005.A,FL143178005.A,FL313078000.A,FL213078005.A,FL383078005.A,FL143178005.A,FL793178005.A,FL893078005.A,FL893178005.A,FL903078005.A,FL153090005.A,FL543077073.A,FL143090005.A,FL143190005.A,FL313091105.A,FL313190005.A,FL213093003.A,FL223073045.A,FL383090005.A,FL383190005.A,FL793090005.A,FL793190005.A,FL263090005.A,FL263190005.A,FL893090005.A,FL893190005.A,FL903090005.A
1955,1179302,179455,40936,29841,1429534,636992,24506,2091032,106689,144426,956920,325320,81287,1507953,648630,41138,2197721,144426,365938,325320,81287,916971,594253,19423,1530647,1168,0,1168,0,21629,0,1044,22797,1044,-21753,0,0,0,0,0,2507,2507,4852,4852,2507,-2345,0,129,129,0,129,129,129,0,23379,22376,1390,24769,22376,-2393,70033,47206,5297,8156,130692,4859,145680,1532,137083,145680,8597,105783,1000,357,2356,109496,979,113274,2799,113274,113274,0,0,0,0,0,0,0,0,0,0,721,721,855,44,0,0,1576,44,-1532,43368,0,23017,54926,20,179800,14091,45697,80496,280423,204986,8664,6676,3071,292158,292158,0,217,362,0,217,362,2093,2387,439,0,2749,2749,18614,21281,178189,10936,50831,178189,121555,5803,178189,178189,0,605,300,20,1611,676,1601,1611,3131,3121,0,4732,4732,0,19174,0,1219,0,2479,45697,22872,45697,22825,0,45697,45697,0,4975,0,54564,0,0,4975,54564,55382,3156,434,3071,60791,60791,0,73853,141563,11290,81128,20938,60277,641,451,106722,283419,200797,11201,0,12899,307519,307519,1799,31399,33198,42972,8819,955,42972,42972,51128,6713,10008,17316,60277,0,451,68444,77449,23331,2382,0,11944,91775,91775,22725,90102,47,39721,3622,0,641,27035,129823,102788,129823,129823,0,42949,11243,0,11243,42949,31706,42949,42949,728,728,26,754,754,754,768,768,279,1047,1047,1047,265346,0,244222,0,0,265346,244222,26752,52012,6575,2439,298673,298673,17992,17992,649,18641,18641,18641,2957,2957,1072,4029,4029,4029,343803,171,343803,938,344912,343803,819,1293,635,345731,345731,7839,0,0,7839,0,7839,0,7839,7839,69254,5795,69254,5795,0,63459,0,0,69254,69254,187850,187850,0,187850,0,0,187850,187850,0,1381,65916,57031,2274,2283,2863,3384,71053,64079,1156,210,458,652,72667,64941,-7726,18430,9070,544,9614,18430,1260,9614,19690,10076,12173,1482,12006,153654,874,74658,469,31755,25522,261549,145254,32117,0,874,170776,294540,123765
1956,1261774,187321,41570,31483,1522148,678592,26301,2227041,124272,159599,1038627,328030,90056,1616312,688534,46467,2351313,159599,406186,328030,90056,983871,633395,21542,1638808,1776,0,1776,0,21890,0,1608,23666,1608,-22058,0,0,0,0,0,2526,2526,4910,4910,2526,-2384,0,138,138,0,138,138,138,0,24010,23107,1643,25653,23107,-2546,71871,47085,5009,7628,131593,4834,147602,1753,138180,147602,9422,115230,1000,330,2400,118960,1085,122702,2657,122702,122702,0,0,0,0,0,0,0,0,0,0,1292,1292,827,44,0,0,2119,44,-2075,49060,0,18765,58418,9,173993,15226,49862,83060,282273,206238,10905,7261,3381,296559,296559,0,305,378,0,305,378,2251,2849,671,0,3227,3227,20090,16718,172637,11988,48796,172637,117752,6089,172637,172637,0,959,400,9,1356,758,2126,1356,2827,3597,0,4953,4953,0,21900,0,1342,0,2480,49862,25722,49862,24140,0,49862,49862,0,6111,0,58040,0,0,6111,58040,59268,4459,501,3381,65880,65880,0,75344,156400,11762,90473,21590,61046,721,519,109417,308438,223351,11015,0,13315,332768,332768,1181,37026,38207,47961,8544,1210,47961,47961,51017,7034,10605,17946,61046,0,519,68963,79204,24817,2471,0,12105,93780,93780,24327,101605,54,42842,3644,0,721,28746,144447,115701,144447,144447,0,46580,11708,0,11708,46580,34872,46580,46580,846,846,29,875,875,875,843,843,283,1126,1126,1126,287754,0,268373,0,0,287754,268373,28903,52620,6961,2625,323618,323618,20894,20894,736,21630,21630,21630,3242,3242,1091,4333,4333,4333,360826,195,360826,970,361991,360826,933,1428,670,362924,362924,9046,0,0,9046,0,9046,0,9046,9046,72724,6098,72724,6098,0,66626,0,0,72724,72724,207371,207371,0,207371,0,0,207371,207371,0,1530,72860,62072,2350,2608,3127,4076,78337,70286,1291,230,567,788,80195,71304,-8891,16754,8099,556,8655,16754,1452,8655,18206,9551,12548,1669,13776,177626,1437,81759,533,35599,28294,296653,159555,33012,0,1437,187849,331102,143253
1957,1303897,192601,42333,31835,1570666,729234,25964,2325864,97797,172075,1020230,342531,98792,1633628,738715,51318,2423661,172075,397851,342531,98792,1011249,682613,24009,1717871,2080,0,2080,0,22752,0,1975,24832,1975,-22857,0,0,0,0,0,2562,2562,4990,4990,2562,-2428,0,131,131,0,131,131,131,0,23843,22140,1395,25238,22140,-3098,70971,47786,5145,7018,130920,4953,147124,2102,137975,147124,9149,127167,1000,301,2783,131251,1216,135000,2533,135000,135000,0,0,0,0,0,0,0,0,0,0,1820,1820,1132,30,0,0,2952,30,-2922,55721,0,18303,64494,13,173522,14989,54369,89026,292385,214061,14361,7475,3816,310562,310562,0,435,422,0,435,422,2677,3644,954,0,4066,4066,23231,15589,171843,11660,50480,171843,115433,5930,171843,171843,0,1463,800,13,1679,739,3015,1679,3685,5021,0,6700,6700,0,23851,0,1479,0,2590,54369,27920,54369,26449,0,54369,54369,0,7176,0,64072,0,0,7176,64072,65817,5696,591,3816,73584,73584,0,75453,168574,11844,96517,22182,59718,923,670,110402,325479,239815,10576,0,14162,350217,350217,1568,38703,40271,50144,8336,1537,50144,50144,49170,7160,11898,18257,59622,0,670,67427,79350,26788,2240,0,12625,94215,94215,26283,110629,72,45916,3925,96,923,31203,156641,125438,156641,156641,0,49217,11772,0,11772,49217,37445,49217,49217,955,955,33,988,988,988,898,898,280,1178,1178,1178,266362,0,245747,0,0,266362,245747,28922,53395,6091,2233,301375,301375,23569,23569,837,24406,24406,24406,3453,3453,1079,4532,4532,4532,373179,230,373179,1038,374447,373179,1030,1628,670,375477,375477,8714,0,0,8714,0,8714,0,8714,8714,75462,6185,75462,6185,0,69277,0,0,75462,75462,237957,237957,0,237957,0,0,237957,237957,0,1658,73814,63944,2261,2769,3238,4839,79313,73210,1451,250,658,876,81422,74336,-7086,14621,7252,524,7776,14621,1635,7776,16256,8480,12911,1843,14969,157377,2061,97775,540,38914,30481,295909,184199,35269,0,2061,214680,333239,118559
1958,1434510,207722,43828,32458,1718518,790552,29455,2538525,174256,184146,1204723,361562,109705,1860136,796245,56400,2712781,184146,489109,361562,109705,1144522,739042,26292,1909856,2041,0,2041,0,20499,0,1958,22540,1958,-20582,0,0,0,0,0,2600,2600,5078,5078,2600,-2478,0,149,149,0,149,149,149,0,23095,20864,1473,24568,20864,-3704,73698,50418,5453,6808,136377,5194,152969,2006,143577,152969,9392,141266,1900,327,3589,147082,1366,151862,3414,151862,151862,0,0,0,0,0,0,0,0,0,0,1417,1417,643,32,0,0,2060,32,-2028,54143,0,18860,70373,3,182694,14961,59819,87967,312886,236194,14064,7523,4734,331684,331684,0,210,658,0,210,658,3000,3395,843,0,4053,4053,20770,16092,181096,11627,48489,181096,126572,6035,181096,181096,0,833,600,3,1598,597,2033,1598,4680,5115,0,6713,6713,0,24616,0,1958,0,2737,59819,29311,59819,30508,0,59819,59819,0,7924,0,69715,0,0,7924,69715,71434,5554,645,4734,80003,80003,0,77911,180368,12010,101775,23626,60680,1135,850,114682,343673,255711,11606,0,15114,370393,370393,1239,38938,40177,51260,9092,1991,51260,51260,49024,8591,12344,19291,60148,0,850,68315,81933,29255,2514,0,13123,97570,97570,28887,121048,87,50493,4335,532,1135,34444,172073,137629,172073,172073,0,49490,11923,0,11923,49490,37567,49490,49490,1028,1028,38,1066,1066,1066,957,957,305,1262,1262,1262,333702,0,324670,0,0,333702,324670,40044,54286,8305,3095,382051,382051,25415,25415,928,26343,26343,26343,3678,3678,1175,4853,4853,4853,387266,252,387266,1028,388546,387266,1132,1742,670,389678,389678,13242,0,0,13242,0,13242,0,13242,13242,78535,6241,78535,6241,0,72294,0,0,78535,78535,261505,261505,0,261505,0,0,261505,261505,0,1809,81217,69251,1723,2832,3499,5685,86439,79577,1599,260,619,871,88657,80708,-7949,12026,7227,588,7815,12026,1698,7815,13724,5909,13242,1969,16473,234728,2400,106515,461,43351,32576,386563,199031,38341,0,2400,231607,427304,195697
1959,1516360,221727,45931,34609,1818627,841413,34574,2694614,216408,206698,1303466,378744,116442,2005350,845296,60375,2911021,206698,548674,378744,116442,1250558,787199,27349,2065106,2110,0,2110,0,19394,0,1997,21504,1997,-19507,0,0,0,0,0,2639,2639,5155,5155,2639,-2516,0,132,132,0,132,132,132,0,23229,21622,1415,24644,21622,-3022,75548,47933,6111,8479,138071,5364,154416,2140,145575,154416,8841,152525,1500,285,3179,157489,1584,161648,2575,161648,161648,0,0,0,0,0,0,0,0,0,0,576,576,612,133,0,0,1188,133,-1055,64358,0,25357,73109,2,191097,16102,65661,105819,329867,235466,17917,11706,5207,352991,352991,0,742,315,0,742,315,2866,4050,757,0,4365,4365,25512,21621,190148,12842,59975,190148,119813,10360,190148,190148,0,2267,1200,2,949,546,4015,949,4257,7323,0,8272,8272,0,28362,0,1794,0,2714,65661,32870,65661,32791,0,65661,65661,0,8217,0,72794,0,0,8217,72794,75739,6544,589,5207,84545,84545,0,76515,202312,13564,113788,25682,60083,1390,1035,117151,377218,289951,14407,0,15477,407102,407102,1424,43782,45206,59837,12492,2139,59837,59837,45714,9206,14194,20077,59236,0,1035,65791,83671,33133,1915,0,13338,98924,98924,30801,134469,21,55812,5605,847,1390,37817,191128,153311,191128,191128,0,57213,13543,0,13543,57213,43670,57213,57213,1118,1118,42,1160,1160,1160,1046,1046,317,1363,1363,1363,364772,0,362157,0,0,364772,362157,46685,54974,9363,3689,420820,420820,27634,27634,1033,28667,28667,28667,4019,4019,1222,5241,5241,5241,388616,289,388616,1029,389934,388616,1253,1901,670,391187,391187,15818,0,0,15818,0,15818,0,15818,15818,81956,6350,81956,6350,0,75606,0,0,81956,81956,282450,282450,0,282450,0,0,282450,282450,0,2199,85620,74132,1722,2903,3875,6581,91217,85815,1782,280,771,964,93770,87059,-6711,14150,6578,536,7114,14150,1387,7114,15537,8423,13801,2187,18580,272449,2412,115672,472,43165,35265,433473,209863,41198,0,2412,245128,477083,231955
1960,1577647,223266,47361,37237,1885511,899382,36920,2821813,218556,224545,1334897,387804,128227,2075473,899436,65461,3040370,224545,566957,387804,128227,1307533,840153,30027,2177713,1693,0,1693,0,17666,0,1555,19359,1555,-17804,0,0,0,0,0,2686,2686,5242,5242,2686,-2556,0,148,148,0,148,148,148,0,22320,21336,2203,24523,21336,-3187,77538,46287,7154,8466,139445,5498,156322,2122,147065,156322,9257,164461,3000,262,4557,172280,1798,176937,2859,176937,176937,0,0,0,0,0,0,0,0,0,0,-176,-176,1160,108,0,0,984,108,-876,69154,0,20038,76985,37,189038,17536,70971,106765,336994,247019,23616,12610,5784,366394,366394,0,788,769,0,788,769,4465,5775,1291,0,6544,6544,26502,15752,188350,13739,55993,188350,121706,10651,188350,188350,0,1033,1116,37,688,1050,3236,688,5513,8061,0,8749,8749,0,31007,0,2382,0,2747,70971,36136,70971,34835,0,70971,70971,0,10612,0,76216,0,0,10612,76216,80500,9780,668,5784,91780,91780,0,79315,219857,12849,123635,26678,61034,1582,1240,120424,405766,316071,14093,0,16636,436495,436495,2122,46509,48631,62903,12027,2245,62903,62903,45740,9901,16555,20878,59782,0,1240,66618,87478,37317,2066,0,14391,103935,103935,33575,146586,24,60571,5800,1252,1582,40981,208409,167428,208409,208409,0,61248,12825,0,12825,61248,48423,61248,61248,1192,1192,47,1239,1239,1239,1098,1098,331,1429,1429,1429,364813,0,365166,0,0,364813,365166,50943,55908,9302,3984,425058,425058,29478,29478,1148,30626,30626,30626,4220,4220,1276,5496,5496,5496,398553,331,398553,1194,400078,398553,1398,2099,824,401476,401476,17026,0,0,17026,0,17026,0,17026,17026,85184,6426,85184,6426,0,78758,0,0,85184,85184,307270,307270,0,307270,0,0,307270,307270,0,2309,90865,77549,1790,3359,4214,7501,96869,90718,1934,290,899,1725,99702,92733,-6969,12560,5613,535,6148,12560,2364,6148,14924,8776,14332,2379,19079,275131,2940,125261,523,48515,36874,451286,227138,41702,0,2940,264012,495928,231916
1961,1729607,236749,50836,39636,2056828,973955,41408,3072191,289157,242908,1509611,406454,140193,2299166,990081,72101,3361348,242908,651838,406454,140193,1441393,907848,32837,2382078,1911,0,1911,0,16842,0,1806,18753,1806,-16947,0,0,0,0,0,2740,2740,5429,5429,2740,-2689,0,236,236,0,236,236,236,0,23491,22210,2089,25580,22210,-3370,76926,49835,7055,8438,142254,6007,162367,3098,151359,162367,11008,182845,4100,284,5465,192694,2071,197676,2911,197676,197676,0,0,0,0,0,0,0,0,0,0,-55,-55,891,274,0,0,836,274,-562,69387,0,18828,81705,35,195201,18285,76349,106535,353255,265445,25568,13064,6221,385044,385044,0,1089,1094,0,1089,1094,4947,6302,1360,0,7396,7396,25449,14096,194206,14002,53547,194206,129624,11035,194206,194206,0,592,1248,35,995,1520,3395,995,6364,8764,0,9759,9759,0,32506,0,2395,0,2763,76349,37664,76349,38685,0,76349,76349,0,10840,0,80611,0,0,10840,80611,85825,10502,669,6221,97334,97334,0,82589,237897,12780,133003,28340,62975,1849,1466,125558,435341,343347,15372,0,18192,468905,468905,2992,48044,51036,67109,13346,2727,67109,67109,45755,11700,17234,22091,61501,0,1466,67846,91901,41546,2026,0,15465,109392,109392,36834,159770,33,67725,6249,1474,1849,44965,228969,184004,228969,228969,0,63435,12747,0,12747,63435,50688,63435,63435,1299,1299,51,1350,1350,1350,1125,1125,372,1497,1497,1497,443622,0,437674,0,0,443622,437674,65664,78518,11808,4902,521094,521094,32088,32088,1279,33367,33367,33367,4321,4321,1435,5756,5756,5756,415778,364,415778,1359,417501,415778,1552,2280,995,419053,419053,22875,0,0,22875,0,22875,0,22875,22875,88631,6519,88631,6519,0,82112,0,0,88631,88631,331988,331988,0,331988,0,0,331988,331988,0,2499,97157,80812,1776,3618,4521,8496,103454,95425,1993,300,1185,1831,106632,97556,-9076,13274,6875,625,7500,13274,1392,7500,14666,7166,14966,2512,20062,341919,3201,135401,508,53882,38737,533714,239893,45342,0,3201,278630,582257,303627
1962,1780274,248323,53841,43020,2125458,1036961,42256,3204675,291372,265044,1536111,425672,144678,2371505,1047464,77078,3496047,265044,674317,425672,144678,1509711,968954,35421,2514086,1209,0,1209,0,16011,0,1163,17220,1163,-16057,0,0,0,0,0,2760,2760,5411,5411,2760,-2651,0,790,790,0,790,790,790,0,24913,21822,1736,26649,21822,-4827,77148,52727,8098,8530,146503,6330,167739,3233,156066,167739,11673,208828,5000,269,6450,220547,2362,226318,3409,226318,226318,0,0,0,0,0,0,0,0,0,0,466,466,1660,671,0,0,2126,671,-1455,69232,0,17583,85841,0,201292,19597,81800,106412,368933,283651,28712,14797,7215,404860,404860,0,1304,1198,0,1304,1198,5985,7478,1387,0,8676,8676,26699,12307,199754,15157,54163,199754,133212,12379,199754,199754,0,235,1275,0,1538,1867,3377,1538,8225,10401,337,11939,11939,0,32087,0,2697,0,2573,81800,37357,81800,44443,0,81800,81800,0,10211,0,84643,0,0,10211,84643,91786,10833,694,7215,102691,102691,0,85161,259748,13759,146931,30323,64752,2100,1970,131343,473401,378744,17633,0,19053,510087,510087,3450,52799,56249,74085,14929,2907,74085,74085,46155,12308,18074,24002,63018,0,1970,70157,95370,44063,2704,0,16146,114220,114220,39006,174646,54,76058,6321,1734,2100,47481,252438,204957,252438,252438,0,69344,13705,0,13705,69344,55639,69344,69344,1392,1392,58,1450,1450,1450,1205,1205,354,1559,1559,1559,431479,0,424314,0,0,431479,424314,62008,74795,10336,4714,503823,503823,34401,34401,1425,35826,35826,35826,4632,4632,1364,5996,5996,5996,432848,400,432848,1475,434723,432848,1593,2351,1117,436316,436316,20909,168,0,21077,194,21271,0,21271,21271,92398,6644,92398,6644,0,85754,0,0,92398,92398,346726,346726,0,346726,0,0,346726,346726,0,2629,101234,83634,2005,4051,4844,9543,108083,99857,2201,320,1190,2304,111474,102481,-8993,14355,7016,652,7668,14355,1947,7668,16302,8634,15545,2667,20869,342351,3446,146173,381,51365,40241,542556,250400,49687,0,3446,290641,595689,305048
1963,1877103,263599,57473,46527,2244702,1122876,47404,3414982,309524,293999,1606515,442546,155390,2498450,1141823,84233,3724506,293999,697491,442546,155390,1589426,1050436,38757,2678619,1229,0,1229,0,15614,0,1247,16843,1247,-15596,0,0,0,0,0,2806,2806,5422,5422,2806,-2616,0,731,731,0,731,731,731,0,23939,20667,1853,25792,20667,-5125,81977,51445,7671,9466,150559,6222,172925,3499,160280,172925,12645,234936,5687,260,8093,248976,2616,255852,4260,255852,255852,0,0,0,0,0,0,0,0,0,0,-745,-745,1807,1022,0,0,1062,1022,-40,66655,0,21492,89382,29,203578,21050,87040,109226,380000,296263,33174,15893,8208,421382,421382,0,969,968,0,969,968,7303,8741,1437,0,9709,9709,24418,15128,202211,16314,55860,202211,133318,13033,202211,202211,0,0,1608,29,1367,2402,4039,1367,8705,12049,672,13416,13416,0,32094,0,3787,0,2334,87040,38215,87040,48825,0,87040,87040,0,10143,0,88414,0,0,10143,88414,98112,12384,751,8208,109006,109006,0,87856,288207,14958,162778,31848,67430,2297,2203,136959,520618,425755,20951,0,21145,562714,562714,3794,57354,61148,81834,17313,3373,81834,81834,47328,14502,20005,25926,65634,0,2203,73254,102344,50500,3638,0,17772,123754,123754,40528,192041,60,85419,5922,1796,2297,48807,279256,230449,279256,279256,0,77870,14898,0,14898,77870,62972,77870,77870,1519,1519,65,1584,1584,1584,1243,1243,374,1617,1617,1617,457587,12666,465779,0,0,470253,465779,75737,87551,12485,5145,558475,558475,37562,37562,1590,39152,39152,39152,4781,4781,1437,6218,6218,6218,438464,428,438464,1482,440374,438464,1668,2399,1179,442042,442042,24819,203,0,25022,193,25215,0,25215,25215,96635,6775,96635,6775,0,89860,0,0,96635,96635,371995,371995,0,371995,0,0,371995,371995,0,2939,107041,89609,2490,4381,5308,10685,114839,107614,2332,330,1579,1949,118750,109893,-8857,15744,8571,730,9301,15744,1548,9301,17292,7991,16178,2853,9868,338735,3893,157576,328,55462,30267,554626,263653,56523,0,3893,293920,615042,321122
1964,2043042,279009,60522,50717,2433291,1218034,56394,3707719,311422,323363,1732045,462165,167846,2685419,1240837,92885,4019141,323363,723009,462165,167846,1676383,1140827,43574,2860784,1034,0,1034,0,15638,0,1201,16672,1201,-15471,0,0,0,0,0,2830,2830,5249,5249,2830,-2419,0,1097,1097,0,1097,1097,1097,0,25144,20855,1779,26923,20855,-6068,84785,50857,8165,10728,154535,6300,181840,8253,169088,181840,12752,261041,6671,272,9812,277796,2960,286271,5515,286271,286271,0,0,0,0,0,0,0,0,0,309,-1758,-1449,2823,1914,0,0,1374,1914,540,69875,0,20855,93533,12,208989,22488,93160,113230,395682,313041,38822,16908,8675,443179,443179,0,1694,1125,0,1694,1125,8547,10736,1620,0,11861,11861,24486,14481,206767,17333,56300,206767,137146,13321,206767,206767,0,245,1000,12,2222,2932,4189,2222,9586,12561,1008,14783,14783,0,34854,0,3680,0,2223,93160,40757,93160,52403,0,93160,93160,0,10290,0,92408,0,0,10290,92408,105359,15525,959,8675,116608,116608,0,90360,317126,16144,180663,34633,69320,2524,2464,143661,569573,472395,22221,0,24262,616056,616056,5134,62741,67875,90007,17588,4544,90007,90007,48262,14765,22589,28760,67494,0,2464,77022,107312,54641,4633,0,19718,131663,131663,42098,209875,84,95333,5873,1826,2524,50579,307034,256455,307034,307034,0,87352,16060,0,16060,87352,71292,87352,87352,1658,1658,72,1730,1730,1730,1282,1282,399,1681,1681,1681,530699,13844,545955,0,0,544543,545955,88868,96021,13835,5270,647246,647246,40974,40974,1776,42750,42750,42750,4931,4931,1535,6466,6466,6466,458149,465,458149,1529,460143,458149,1751,2454,1291,461894,461894,28447,253,0,28700,416,29116,0,29116,29116,101051,6879,101051,6879,0,94172,0,0,101051,101051,401472,401472,0,401472,0,0,401472,401472,0,3198,115728,96002,2734,4476,5840,11933,124302,115609,2484,350,1957,2697,128743,118656,-10087,16211,8231,774,9005,16211,1759,9005,17970,8965,17163,3039,10154,335318,3912,169671,309,60289,31538,568317,279117,61636,0,3912,310655,633865,323210
1965,2224587,312965,63430,56894,2657876,1323763,59099,4040738,312216,352779,1879050,479092,182848,2893769,1353110,106076,4352955,352779,764942,479092,182848,1779661,1242952,46482,3069095,1396,0,1396,0,14313,0,1644,15709,1644,-14065,0,0,0,0,0,3064,3064,5419,5419,3064,-2355,0,781,781,0,781,781,781,0,25642,21657,1753,27395,21657,-5738,91520,51276,6750,10151,159697,6454,189131,8509,174660,189131,14471,288514,8993,250,12186,309943,3417,319441,6081,319441,319441,0,0,0,0,0,0,0,0,0,593,-708,-115,3635,2458,0,0,3520,2458,-1062,71438,0,19756,98057,45,209695,24791,100397,116030,408149,327243,43374,17385,9135,460658,460658,0,1370,797,0,1370,797,9374,11929,1982,0,12726,12726,24774,12548,207025,19524,56846,207025,137123,13056,207025,207025,0,1132,1238,45,2670,3100,5515,2670,10526,14715,1344,17385,17385,0,36531,0,4600,0,2167,100397,43298,100397,57099,0,100397,100397,0,9001,0,97260,0,0,9001,97260,113121,16730,1003,9135,123125,123125,0,92289,345859,17354,205734,37540,71557,2713,2777,149896,625927,528977,26776,0,26170,678873,678873,4707,75187,79894,105630,20753,4983,105630,105630,49678,15956,25589,31686,69712,0,2777,81364,114034,59880,6023,0,21187,141244,141244,42611,227707,88,104958,5854,1845,2713,51266,334510,283244,334510,334510,0,97489,17266,0,17266,97489,80223,97489,97489,2074,2074,81,2155,2155,2155,1368,1368,393,1761,1761,1761,601439,15148,623812,0,0,616587,623812,103737,106063,14599,5048,734923,734923,51270,51270,1985,53255,53255,53255,5256,5256,1515,6771,6771,6771,485039,524,485039,1519,487082,485039,1828,2580,1291,488910,488910,34410,330,0,34740,480,35220,0,35220,35220,105876,7013,105876,7013,0,98863,0,0,105876,105876,435522,435522,0,435522,0,0,435522,435522,0,3617,128822,107342,3122,5048,6603,13314,138547,129321,2649,370,2240,2669,143436,132360,-11076,18294,8880,851,9731,18294,1786,9731,20080,10349,18540,3303,16044,334147,3928,182715,307,66360,38819,586525,297903,67961,0,3928,336722,658414,321693
