1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2004:Q3,61760,5452,56308,0,61760,0,-32,1592,-292,20112,23632,0,2172,64,-3572,16148,-3704,5760,168,-288
2004:Q4,31948,3857,28091,0,31948,0,-76,1592,864,-17084,23704,0,4124,-148,-652,11564,-2628,10884,-440,244
2005:Q1,39168,1870,37298,0,39168,0,-112,1872,704,1444,24804,0,796,-68,-2820,9384,-4996,7932,-80,308
2005:Q2,76004,3344,72660,0,76004,0,112,1872,-680,14468,43180,0,1976,-12,-280,5544,-5056,15244,-96,-268
2005:Q3,66680,5766,60914,0,66680,0,448,1872,-448,24824,32024,0,1424,-16,-2488,7960,-4524,5352,-20,272
2005:Q4,77712,1454,76258,0,77712,0,168,1868,392,2712,23188,0,3436,-72,2092,19148,-3232,27336,296,380
2006:Q1,36000,2188,33812,0,36000,0,-396,-540,-1040,-11760,30468,0,2876,-84,940,13024,-11228,11968,0,1772
2006:Q2,35636,814,34822,0,35636,0,-40,-540,-176,11364,13752,0,5632,-60,1376,10524,-12784,8888,-1880,-420
2006:Q3,40228,6119,34109,0,40228,0,-88,-540,172,14020,13280,0,4116,-72,2620,9460,-12952,9152,-404,1464
2006:Q4,61780,821,60959,0,61780,0,108,-540,364,15068,7668,0,2948,-176,-1212,16608,-12900,24032,388,9424
2007:Q1,75772,2953,72819,0,75772,0,-576,2604,-388,18316,-84,0,3820,-28,1696,23644,-7124,32344,-1220,2768
2007:Q2,52632,276,52356,0,52632,0,-244,2604,284,-10372,3568,0,6116,148,2012,32444,-5092,20616,-208,756
2007:Q3,100972,-1635,102607,0,100972,0,-544,2608,-1084,17936,22080,0,5560,256,2152,27364,576,25460,44,-1436
2007:Q4,143420,7711,135709,0,143420,0,-224,2604,-184,1868,5492,0,22888,0,9368,85788,8840,6748,1176,-944
2008:Q1,54124,7618,46506,0,54124,0,700,-1040,-468,-2964,25672,0,-2508,936,-1820,46284,-1128,-10504,1808,-844
2008:Q2,52692,2463,50229,0,52692,0,12,-1040,16,-3480,22156,0,-2320,368,-10184,41440,10216,-5552,1676,-616
2008:Q3,22854,3327,19527,0,22854,0,-408,-1040,-236,-8172,9620,-4,-3240,1046,-1936,46208,-7800,-8904,84,-2364
2008:Q4,21287,3436,17850,0,21287,0,-108,-1040,396,-14548,2728,-620,-5168,-1166,-2784,36128,17308,-6500,-2900,-440
2009:Q1,4148,3343,805,0,4148,0,-112,-424,-276,-12212,8496,12,-5392,-344,-556,18980,4212,-6908,-700,-628
2009:Q2,39352,8212,31140,0,39352,0,-916,-420,-64,23708,188,332,-5156,380,-904,16772,14916,-8304,-356,-824
2009:Q3,12668,869,11799,0,12668,0,-56,-424,40,11496,-9444,996,-4576,576,28,15660,13432,-8880,-748,-5432
2009:Q4,-16536,-1391,-15145,0,-16536,0,-20,-424,1396,5296,-35904,-2768,-6852,684,-856,5344,19272,-460,-812,-432
2010:Q1,-14831,-1666,-13165,0,-14831,0,-220,1460,-752,8316,-4672,244,-2676,1090,372,-19256,7688,-5504,-660,-260
2010:Q2,-20130,-1095,-19036,0,-20130,0,136,1460,232,-8860,-16348,-288,-2368,1194,244,-1928,16032,-8652,-796,-188
2010:Q3,18105,3293,14811,0,18105,0,-92,1456,-1420,14812,-7036,-808,-24,-415,352,8496,14064,-10628,-268,-384
2010:Q4,11720,874,10846,0,11720,0,120,1460,152,11784,-20184,-1072,-616,-208,-796,20500,12196,-9940,-1184,-492
2011:Q1,-15700,-3237,-12463,0,-15700,0,-328,-2032,-264,-4048,-13468,32,580,-204,-372,-1624,17344,-9016,-2000,-300
2011:Q2,-12128,-50,-12078,0,-12128,0,12,-2032,-272,-8504,-5256,-1324,2772,-652,168,-5756,23196,-12864,-1576,-40
2011:Q3,2224,1055,1169,0,2224,0,-20,-2032,-236,-5384,-6528,-1140,3408,-788,2668,7112,15868,-9468,-1120,-116
2011:Q4,26992,2730,24262,0,26992,0,160,-2032,8,13876,-1372,220,2456,468,-952,11356,20556,-16244,-1208,-300
2012:Q1,8380,-2937,11317,0,8380,0,-208,-844,60,-5068,2104,-5564,4048,-448,-1840,8296,18856,-10488,-596,72
2012:Q2,21464,-987,22451,0,21464,0,136,-844,-476,-4184,8200,-468,3904,-248,-720,-3508,31760,-11456,-644,12
2012:Q3,41700,2045,39655,0,41700,0,136,-848,-724,9816,8384,52,3380,-312,-276,16556,20912,-14176,-1044,-156
2012:Q4,40632,2896,37736,0,40632,0,108,-844,-56,-8692,18580,-52,2108,-320,120,3552,36032,-9328,-936,360
2013:Q1,37284,20132,17152,0,37284,0,-156,352,-248,12068,10340,-532,8256,-356,-1244,-14144,29040,-6916,-428,1252
2013:Q2,39288,-532,39820,0,39288,0,980,348,-140,-3712,29504,-1588,11176,-368,-492,-15400,37348,-21940,-2168,5740
2013:Q3,59916,1372,58544,0,59916,0,-192,348,-564,576,39420,624,13900,-360,-1796,-25060,34752,-1696,-140,104
2013:Q4,64420,965,63455,0,64420,0,-588,348,1152,10880,42808,1648,12800,-284,-1264,-33188,33212,-4504,-636,2036
2014:Q1,50256,1029,49227,0,50256,0,-84,-132,-160,2572,37140,-572,10004,-372,1132,-18452,19672,-760,68,200
2014:Q2,54168,5508,48660,0,54168,0,-8,-132,-376,-6520,43616,608,12336,388,2544,-18380,22256,-1996,168,-336
2014:Q3,58808,2692,56116,0,58808,0,-104,-132,-1048,-13060,31896,-528,13468,436,-2180,8592,22472,-2632,-308,1936
2014:Q4,110548,9935,100613,0,110548,0,44,-132,-792,9552,38176,-388,15528,-588,588,17336,32784,-4224,324,2340
2015:Q1,97124,7980,89144,0,97124,0,392,2472,-296,9848,35688,644,7404,932,680,25432,14388,1300,40,-1800
2015:Q2,105952,8530,97422,0,105952,0,304,2468,-276,-3544,44148,792,10868,-208,552,22648,35516,-3996,-3076,-244
2015:Q3,75556,1690,73866,0,75556,0,524,2472,-728,-6500,60316,2208,10216,-208,280,-152,24100,-17900,-136,1064
2015:Q4,134232,1328,132904,0,134232,0,500,2468,92,14168,64048,1028,17960,-208,-1676,-14488,54708,-3904,-28,-436
2016:Q1,105016,5447,99569,0,105016,0,-248,-696,-244,2144,36168,900,10756,28,484,39644,36568,-20196,-276,-16
2016:Q2,102724,7400,95324,0,102724,0,-128,-696,-212,2404,57112,3032,13780,28,912,-17212,52280,-5080,-240,-3256
2016:Q3,131088,11706,119382,0,131088,0,-240,-696,-824,10132,39892,2192,13292,28,10800,42760,31176,-15904,-2568,1048
2016:Q4,134256,8477,125779,0,134256,0,-128,-696,244,3772,39844,2624,18084,24,-4376,39692,45352,-16424,5396,848
2017:Q1,105048,-2576,107624,0,105048,0,192,2948,-332,6920,32784,-568,16412,448,-4972,43580,31880,-16540,-8712,1008
2017:Q2,104204,618,103586,0,104204,0,268,2948,108,152,36048,3252,19088,444,-2548,6884,46744,-10188,-564,1568
2017:Q3,108124,638,107486,0,108124,0,264,2944,-1516,3224,10336,280,13988,448,-4936,27868,51360,924,-156,3096
2017:Q4,195360,8076,187284,0,195360,0,188,2948,308,12064,17940,2572,15672,444,3296,48444,83780,7824,-168,48
2018:Q1,97448,1656,95792,0,97448,0,196,368,-548,-7264,31188,8624,20996,-288,648,-5076,48288,320,1316,-1320
2018:Q2,119152,8506,110646,0,119152,0,1072,364,-212,10552,32348,-2064,22284,-288,2384,21136,36920,-4656,-3948,3260
2018:Q3,147928,4136,143792,0,147928,0,28,364,-276,7200,29336,5912,23596,-288,3736,34428,32284,10012,-144,1740
2018:Q4,138172,-6851,145023,0,138172,0,-2528,368,-184,-7608,17616,1644,22516,-288,-252,52752,54600,-3676,-136,3348
2019:Q1,101308,373,100935,0,101308,0,-172,600,-160,-844,23180,1704,25636,-64,392,20516,28692,-10992,-196,13016
2019:Q2,107108,4127,102981,0,107108,0,116,600,-14912,-5292,37996,2124,21824,-60,-856,36652,26880,924,-144,1256
2019:Q3,184208,6970,177238,0,184208,0,576,600,13704,512,29724,752,28480,-64,180,52912,46880,5672,-168,4448
2019:Q4,149752,11096,138656,0,149752,0,1556,600,28,2264,28060,3044,28196,-64,-1360,14540,49864,14344,-116,8796
2020:Q1,85216,6789,78427,0,85216,0,-640,920,-904,-5468,44468,4776,7980,116,540,18256,11492,26664,-236,-22748
2020:Q2,134084,8128,125956,0,134084,0,228,920,-180,6312,28592,1340,6468,120,-1180,81296,10472,848,-240,-912
2020:Q3,126652,2997,123655,0,126652,0,332,924,-552,5616,22396,1980,3960,116,344,19156,73040,-4124,-268,3732
2020:Q4,186524,12606,173918,0,186524,0,4016,920,-272,3600,3848,2368,15296,116,-760,102948,58044,-2364,-204,-1032
2021:Q1,125332,6795,118537,0,125332,0,2376,-616,56,3600,5936,116,14396,112,440,29380,62808,5924,-236,1040
2021:Q2,121656,4695,116961,0,121656,0,48,-612,-148,3600,40940,1644,28260,112,-384,-9480,50100,1788,-236,6024
2021:Q3,125836,6776,119060,0,125836,0,-200,-616,-220,3600,24708,-496,28868,116,-368,37672,18808,8800,-4,5168
2021:Q4,211192,13980,197212,0,211192,0,684,-616,-728,3600,64920,6172,33108,112,-32,44612,19260,33272,808,6020
2022:Q1,168308,6167,162141,0,168308,0,-1444,1580,-324,3600,70144,-132,22068,64,-56,25908,12096,26456,1216,7132
2022:Q2,176684,8902,167782,0,176684,0,-1904,1576,-316,3600,120612,13856,18864,88,476,19084,12816,-14816,1216,1532
2022:Q3,157064,1329,155735,0,157064,0,-2652,1008,-220,3600,113748,6568,10796,84,852,26688,3356,-132,-5728,-904
2022:Q4,161345,8475,152869,0,161345,0,-2008,1056,-424,3601,69412,3972,11656,88,-1540,105852,3432,-32192,328,-1888
2023:Q1,123953,7538,116415,0,123953,0,84,400,-308,3601,70920,-1540,9040,84,160,18208,-3196,28064,-284,-1280
2023:Q2,104690,4314,100375,0,104690,0,1052,656,100,3602,34080,4044,11196,104,-1076,49464,3940,-1388,556,-1640
2023:Q3,105347,7911,97435,0,105347,0,292,192,-540,3603,28048,-476,10044,72,-272,55632,9940,6292,-6044,-1436
2023:Q4,85068,4581,80486,0,85068,0,-984,64,-108,3604,25008,-2284,4600,84,-780,40664,21364,-1800,-4840,476
2024:Q1,101265,4159,97106,0,101265,0,156,296,-92,3605,36592,4828,15272,104,-496,34660,6152,496,628,-936
