1951:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2008:Q1,-15239,5144,192864,17398,93994,62110,20374,18972,17668,16899,-11803,33068,-45,-22237,3527,5049,-7884,2452,10481,215706,192937,136412,15566,147924,41555,106369,-56,-2348,-143,-104418,-106605,6877,-4690,22769,17189,8017,544,4419,-7400,2459
2008:Q2,-19481,5181,-541159,-6773,5799,-159148,-4581,-27543,-24461,-14073,-88490,-64693,-17,13128,1670,-331125,-249664,17763,-99224,-529182,-547346,-230246,4112,-68303,-50529,-17774,86,-4407,574,-249162,-231367,62855,-80650,18164,7461,8233,142,3510,-1182,-12685
2008:Q3,-25455,5172,113858,46329,84752,149342,51033,19264,97456,13377,-31788,78849,-1387,-11643,3526,-235910,-233253,11439,-14096,132647,117338,57987,-7555,195685,213727,-18042,1919,-4725,-79,-125894,-26954,7554,-106494,15309,10810,20460,1110,-23316,6245,-11839
2008:Q4,-40657,4957,-1872408,-41856,-490062,-124956,-88240,78706,-10674,-22215,-82533,-175788,-435,-13855,6422,-1031878,-829725,15833,-217986,-1822307,-1865613,-829560,20141,-415474,-171915,-243559,-831,-13195,-53,-626641,-585453,32702,-73890,43306,6921,9612,-2241,25132,3882,4487
2009:Q1,-11597,6476,-206576,-16914,64924,-108624,-15822,20945,-90970,-1269,-21508,-52333,0,-17416,0,-76213,-52520,-25217,1524,-143478,-212019,-134254,-15028,-107026,-26835,-80191,-1482,26627,196,18948,23193,-36935,32690,68541,-3603,-4091,2868,73367,0,45026
2009:Q2,6692,6274,46872,-11136,-47027,6657,11383,6343,-17069,-1012,7012,3750,0,-3081,0,97709,57685,4538,35486,14095,23861,-38146,15098,-7987,-19364,11377,138,6719,1819,46220,12212,20699,13309,-9766,5480,2081,-3131,-14196,0,-32359
2009:Q3,16992,6223,122875,-10095,42043,-74410,-11730,-47311,-37628,558,21701,24640,0,5150,0,135547,65427,12651,57469,100849,115649,23698,6888,17904,-9233,27137,-118,12397,1748,53132,29424,-47709,71417,-14800,1945,192,-568,-16369,0,-11257
2009:Q4,12499,6289,-145687,8788,-163274,-2886,-7994,5709,-11655,-5449,16503,32665,0,9893,0,-30873,-33609,-37743,40479,-182348,-149842,-148083,-11174,1273,2142,-869,64,3152,-529,5455,577,-24481,29359,-32506,-3195,3112,2081,-34504,0,-30452
2010:Q1,3830,5000,280430,-544,224950,25565,-3043,15478,5441,4918,2771,-21559,0,-18857,0,70875,53103,1417,16355,298294,273511,219026,-599,-1125,-161,-964,1986,-7849,-1335,63407,47641,5049,10717,24783,1366,7110,849,15458,0,16694
2010:Q2,-1561,5074,-50007,-4105,84235,-22983,-5404,-10385,4317,-5711,-5800,21536,0,-996,0,-127694,-119670,4209,-12233,-31294,-51821,385,8655,2311,-1124,3435,-34,-10222,-24,-52892,-30636,1649,-23905,20527,1805,-2098,-239,21059,0,12078
2010:Q3,1239,5206,-2677,3451,-74424,2813,1098,-644,-5873,2941,5291,10863,0,-8621,0,63241,26049,22850,14342,-35315,-661,-57559,-4792,14305,1367,12938,184,3082,2008,42111,17039,22095,2977,-34654,-1098,-168,934,-34322,0,-36604
2010:Q4,7675,5308,43788,7400,8680,31428,2051,2097,-3041,2960,27361,44647,0,5435,0,-53802,-38594,-24562,9354,27499,33590,34016,33607,14681,6164,8517,1965,-37001,-2720,-10958,-2752,-36592,28386,-6091,4761,9643,4618,-25113,0,-13922
2011:Q1,1041,4696,181754,-8162,59583,2552,3338,-18137,7976,-3362,12737,33464,0,7474,0,86843,82608,-2108,6343,168224,178112,80880,-1484,6331,298,6033,816,314,580,90675,105563,304,-15192,-9888,1597,5226,-1765,-14946,0,-17185
2011:Q2,1891,4845,62290,16649,17468,-15028,2651,-1930,2049,2141,-19939,470,0,122,0,42609,27593,6831,8185,68958,61106,-9650,-18173,56304,9790,46514,828,848,112,30837,11211,-47287,66913,7852,566,5555,320,1411,0,3714
2011:Q3,-9451,5075,-79149,5644,144296,-53615,-1487,16216,-11345,-5313,-51686,-50572,0,-12933,0,-111969,-97422,-13199,-1348,-34265,-73243,27548,-10854,26785,17668,9117,1054,-2930,-651,-114195,-89897,-13877,-10421,38978,635,3716,-1312,35939,0,30359
2011:Q4,504,5226,-133298,795,-66778,51319,1401,82396,-3185,-5496,-23797,-7775,0,-5764,0,-105095,-119319,-33874,48098,-175856,-123438,-28320,-7382,-58751,3231,-61982,501,-2042,-1156,-26288,-46196,40587,-20679,-52418,-7257,-466,1006,-45701,0,-47280
2012:Q1,6992,4244,162179,5518,-33005,74084,1564,1853,24009,3540,43118,4217,0,345,0,111020,80734,2831,27455,146368,153046,31855,6189,6687,-2983,9670,-195,3054,456,105000,85610,36910,-17520,-6678,-17657,1866,9608,-495,0,-13064
2012:Q2,2280,4352,-13750,-12186,25707,-20004,-9016,20477,-6538,-3911,-21016,-10739,0,1407,0,2065,5038,-7939,4966,7947,-14005,35103,4122,16968,-2343,19311,-181,-3836,-143,-66038,-35431,-29966,-641,21952,-772,2084,425,20215,0,19625
2012:Q3,4520,4349,72096,8308,32691,-14727,-1471,-25105,7572,-2706,6983,19978,0,8045,0,17801,191,147797,-130187,266828,64449,21223,-16308,7715,-341,8056,357,-492,830,51124,41781,119936,-110593,202379,194,3975,609,197601,0,194903
2012:Q4,2283,4427,16348,14701,29722,58230,-3286,58789,1359,-2337,3705,38982,0,-694,0,-124593,-108303,43980,-60270,4829,14776,42989,4332,2681,-4529,7210,130,1239,-596,-35999,-31089,81358,-86268,-9947,636,7925,-202,-18306,0,-13663
2013:Q1,4902,4729,-12994,-16556,-119648,-33780,24,-35340,-16596,4503,13629,7304,0,-22888,0,172574,142950,66426,-36802,-17464,-19119,-123216,-1059,-6473,10033,-16506,530,1153,1341,108605,89077,50656,-31128,1655,3180,1430,813,-3768,0,-4297
2013:Q2,-769,4679,-165628,10123,-39593,-69294,-559,-8747,-44146,-10690,-5152,8576,0,1526,0,-76966,-52961,4996,-29001,-162677,-165969,-83659,13962,47753,-9219,56972,393,257,16,-144691,-107999,25045,-61737,3292,-3571,2087,537,4239,0,-2497
2013:Q3,5494,4766,-106565,-4960,-65042,-16015,1554,17072,-33827,-460,-354,11049,0,-1454,0,-30143,-26316,4974,-8801,-108273,-105208,-91125,-6946,635,8545,-7910,601,-2313,162,-6222,-17084,-48405,59267,-3065,3184,2489,-2647,-6091,0,-980
2013:Q4,3116,4878,-49585,-5077,-92922,-24978,-2299,-23977,3525,477,-2704,30423,0,33508,0,9461,-5969,-17641,33071,-33337,-52308,-141313,16277,26347,-655,27002,414,1216,-876,45627,20781,-51090,75936,18971,2994,1568,4205,10204,0,14486
2014:Q1,3387,4986,52784,496,-47696,-30538,5696,-24858,-4238,-2335,-4803,-7913,0,-21915,0,160350,138536,-1673,23487,68208,48325,-55959,10327,55810,8514,47296,1257,239,798,35853,28962,-8046,14937,19883,716,-889,1610,18446,0,13825
2014:Q2,4731,5109,1227,2129,-42998,-26482,-1950,-11691,-17577,1026,3710,56092,0,7896,0,4590,-712,-186,5488,-9185,3807,-35483,-9346,1641,252,1389,837,2985,620,42553,42296,18771,-18514,-12992,2263,1604,1060,-17919,0,-10790
2014:Q3,2508,5234,-77502,2363,-9845,-45131,-11523,-24400,-3589,-2457,-3162,27355,0,10111,0,-62355,-56638,-26127,20410,-82352,-79596,-70833,10521,27726,1922,25804,1894,2098,271,-51273,-28574,-9147,-13552,-2756,733,-439,896,-3946,0,-7576
2014:Q4,800,5261,-100411,-4946,-67678,-1118,-37,-11452,27088,2574,-19291,-1581,0,2541,0,-27629,-44715,-9084,26170,-93919,-102912,-58590,-22,-20250,2675,-22925,902,-1956,-1363,-21633,-23639,-22798,24804,8993,697,5644,761,1891,0,2032
2015:Q1,5392,5694,-9887,5899,-13947,7685,852,14302,-11725,1710,2546,-15633,0,-27405,0,33514,35740,-1083,-1143,-18690,-10148,-12447,-16466,2387,1640,747,544,1262,824,13748,5042,-8522,17228,-8542,907,2811,297,-12557,0,-9105
2015:Q2,6732,5723,-104969,-3568,32407,-17812,-2058,-7671,-8224,-1288,1429,16456,0,1962,0,-134414,-114480,-5514,-14420,-91722,-104844,-54957,28382,-25385,2672,-28057,910,4434,-626,-57602,-55883,50241,-51960,13122,-1417,4529,41,9969,0,14257
2015:Q3,446,5770,-36703,1459,72427,-12130,-97,11985,-3021,-3230,-17767,-76018,0,-8265,0,-14176,-6352,-27485,19661,-5978,-41700,13420,-407,-4042,-5213,1171,-460,590,-169,-50632,-46284,-42581,38233,35722,1129,-3168,4252,33509,0,25401
2015:Q4,3182,5809,-185574,-9476,-110371,-5667,-65,5986,-7927,-2082,-1579,-17713,0,15326,0,-57673,-50454,861,-8080,-191232,-181578,-125426,-4090,-22135,2669,-24804,649,2106,-855,-31827,-23678,7966,-16115,-9654,609,2380,693,-13336,0,-8285
2016:Q1,-999,6563,3672,4809,-17976,-11774,804,23166,-6736,4706,-33714,-11518,0,-30588,0,70719,72021,411,-1713,17159,1173,-2216,-11834,39151,-707,39858,1850,-1023,850,-25605,-9986,19845,-35464,15986,16,6306,1233,8431,0,5925
2016:Q2,3693,6661,82034,3087,82112,20048,-3252,6236,7690,386,8988,-294,0,1746,0,-24665,-49592,-1986,26913,99711,80317,56867,-8454,13024,9157,3867,614,1623,-566,17209,10601,-28053,34661,19394,-252,4206,-245,15685,0,14709
2016:Q3,9518,6786,-922,10088,6859,-1781,-3437,7591,-14456,5531,2990,20625,0,11055,0,-47768,-61104,-727,14063,-77620,-4237,13147,14630,-22427,4384,-26811,-15677,4540,534,1016,-33359,132895,-98520,-73383,961,-134784,18246,42194,0,-73966
2016:Q4,7021,6910,-215369,-4859,-91584,8003,186,-8195,4090,-2899,14821,-34908,0,12415,0,-104436,-94141,6169,-16464,-226204,-206591,-122979,3502,-21829,-746,-21083,1852,5229,-756,-71610,-73505,-2691,4586,-19613,-2028,14246,-1897,-29934,0,-10725
2017:Q1,403,7485,92775,7748,-13766,26264,-2054,14321,9851,-1415,5561,6394,0,-16495,0,82630,79358,-21175,24447,73495,87939,46788,577,21044,2615,18429,-1450,-1402,632,21750,36146,-57951,43555,-14444,756,-7675,1777,-9302,0,-26363
2017:Q2,726,7639,155900,-6665,65754,23586,217,23784,3946,1182,-5543,8547,0,14513,0,50165,30257,-413,20321,142378,154248,82331,36101,2913,4836,-1923,913,-3109,162,34937,17488,-7807,25256,-11870,781,10635,-853,-22433,0,-20435
2017:Q3,2371,7763,-88205,-758,-61090,-41761,-196,-13244,-13853,-4013,-10455,3343,0,3097,0,8964,8236,7366,-6638,-109077,-95429,-90798,9703,-17931,7205,-25136,-195,2400,702,690,14207,14870,-28387,-13648,4441,1619,1359,-21067,0,-26264
2017:Q4,4974,7950,-57349,-567,5447,1469,-2433,-7517,-11629,9370,13678,34683,0,-27384,0,-70997,-48577,21050,-43470,-59991,-55864,41066,10146,-45605,-524,-45081,1829,10012,-2432,-70880,-40207,32658,-63331,-4127,3302,20792,-1331,-26890,0,-5618
2018:Q1,11307,8197,40122,5654,4714,-21229,6112,-20948,-4676,-354,-1363,5213,0,11154,0,34616,46847,1388,-13619,59170,35538,-1606,-10074,3933,2531,1402,-1551,-1670,296,46210,50341,-13299,9168,23632,-2953,-3399,5497,24487,0,22158
2018:Q2,14239,8368,45821,-9271,22388,34748,-2127,47734,-14096,-2648,5885,-11155,0,-1111,0,10222,4630,-17610,23202,40942,54499,64065,-8242,-4156,2642,-6798,-1230,-4861,528,8395,2041,-26652,33006,-13557,-590,67,2332,-15366,0,993
2018:Q3,12373,8493,43235,-2839,28686,-8531,3525,-16846,2903,-781,2668,3973,0,11115,0,10831,1410,-1539,10960,50133,38170,30724,8546,-4207,-9396,5189,-544,-4138,577,7212,-10765,17604,373,11963,-383,1839,2206,8301,0,10778
2018:Q4,8691,8588,105900,13740,150399,143877,-5369,121664,36230,-1510,-7138,-11345,0,-41053,0,-149718,-108999,-32268,-8451,115078,106059,212700,8105,6085,8378,-2293,-1475,-17112,35,-102279,-64448,-34865,-2966,9019,1663,-12043,-498,19897,0,9281
2019:Q1,410,9312,36043,-17452,5970,-16306,2468,-19297,8938,-4736,-3679,-29613,0,-8604,0,102048,65603,19839,16606,33793,37098,-6428,-2515,-10417,-2526,-7891,1836,-1876,661,55837,29999,40126,-14288,-3305,2180,19911,175,-25571,0,-11152
2019:Q2,-1736,9526,125424,10110,39688,2634,-1944,14908,22,1649,-12001,14318,0,15282,0,43392,10830,17648,14914,158981,117779,89705,24441,8927,1587,7340,1247,113,723,-7377,-5152,5043,-7268,41202,15869,13122,-9,12220,0,22295
2019:Q3,90,9695,102480,110,109211,-5318,1801,-44763,21493,1833,14318,14727,0,-6178,0,-10072,-7900,8271,-10443,128201,96695,88842,-22144,33578,2371,31207,1339,460,-272,-5108,-3800,-16265,14957,31506,1025,14772,2198,13511,0,16116
2019:Q4,-762,9771,-116093,6223,-70013,-33161,-5229,1932,-12410,-3906,-13548,10114,0,-22910,0,-6346,-19529,2907,10276,-120002,-121226,-120520,-9869,-8604,-3698,-4906,1359,293,-1643,17758,-462,-266,18486,1224,3031,16995,2881,-21683,0,-14442
2020:Q1,9179,11293,288142,36752,82923,38071,12166,862,25866,-2500,1677,137758,0,13326,0,-20688,-65763,-10099,55174,330602,275566,65920,82991,207999,62571,145428,-2570,4358,1331,-84463,-6698,48592,-126357,55036,7875,-35624,1334,81451,0,40347
2020:Q2,10845,10795,-220390,-23018,-200800,-9047,-7701,37568,-33572,-5282,-60,-75883,0,4561,0,83797,83254,11139,-10596,-250509,-226067,-135510,-77181,-80312,-60164,-20148,1942,-2328,2124,65198,25693,-33089,72594,-24442,-5430,27892,3644,-50548,0,-30069
2020:Q3,12198,11096,20030,-5031,-3141,-63111,-1982,-52690,-24566,1682,14445,67254,0,9416,0,14643,-6583,6425,14801,21362,21453,32800,-14288,-38082,-5702,-32380,696,-1078,-306,41711,24651,4160,12900,-91,186,11779,-1368,-10688,0,2434
2020:Q4,12443,11450,169055,4491,43066,-39947,-2816,5711,-28838,-3801,-10203,104000,0,-20535,0,77980,36913,12859,28208,179488,157537,61020,18447,41418,13506,27912,445,1813,-125,34519,5523,30040,-1044,21951,12966,18474,3249,-12738,0,11426
2021:Q1,8921,12077,28939,-1578,-84085,-183453,995,-107640,-71194,2140,-7754,115205,0,38643,0,144207,145234,7316,-8343,27035,17068,-200596,12458,27090,7158,19932,280,1141,789,175906,161035,-13119,27990,9967,1009,2683,3445,2830,0,-5060
2021:Q2,7911,12443,51177,-4244,-104612,26064,2464,16320,7552,1765,-2037,41870,0,-27931,0,120030,83216,5286,31528,52685,43738,-23101,8169,33146,12581,20565,175,-3770,671,28448,10944,40039,-22535,8947,457,16655,4196,-12361,0,-3024
2021:Q3,8497,12596,100603,4539,77822,-10171,2329,-18766,5198,1492,-424,-2684,0,-26011,0,57108,88070,24159,-55121,106979,94725,4174,10126,63368,13356,50012,789,1651,1095,13522,45028,8475,-39981,12254,-805,13264,1648,-1853,0,2278
2021:Q4,5201,12879,-16316,3528,44143,-6799,2320,5768,36297,592,-51776,21365,0,-18447,0,-60106,-125905,2736,63063,-39547,-19336,15659,3075,21481,5946,15535,353,4873,-2060,-62717,-82758,17943,2098,-20211,-5444,14834,6481,-36082,0,-30909
2022:Q1,12524,13484,161622,5968,69021,-46903,5918,-9585,-30147,-750,-12339,15434,0,16431,0,101671,154351,33352,-86032,169785,180113,-46809,43123,129651,-2984,132635,-261,-507,-372,55288,71832,44761,-61305,-10328,-7173,-5942,-11170,13957,0,7202
2022:Q2,6477,13846,-163020,3409,21086,41054,-6603,9690,37519,-446,894,-34240,0,-18664,0,-175665,-73264,29489,-131890,-111286,-160802,10081,-11592,-47156,8914,-56070,-914,-2668,545,-109098,-67848,-46602,5352,49516,32,-19493,-1043,70020,0,44365
2022:Q3,2350,14245,-35235,3148,-14970,78096,7774,42048,12078,5092,11104,-14417,0,23390,0,-110482,-87275,35962,-59169,2244,-39472,79804,-25649,-61801,538,-62339,-332,324,-229,-31589,-17766,-24555,10732,41716,900,-13479,3609,50686,0,25583
2022:Q4,4565,14405,-47969,-4358,131006,63538,-4400,43272,40141,-3229,-12246,-145348,0,-34817,0,-57990,-39959,7536,-25567,-69267,-57742,12665,12505,-64090,2820,-66910,509,442,-2839,-16934,-18975,-25150,27191,-11525,-677,13846,12261,-36955,0,-31138
2023:Q1,4857,14772,442080,-16138,199106,102368,9280,90556,-465,-1298,4295,-17806,0,53433,0,121117,72982,611,47524,413858,429950,392440,-6789,-36084,-3607,-32477,111,-919,505,80686,45889,15564,19233,-16092,2764,7397,8039,-34292,0,-38137
2023:Q2,4974,14902,-3322,4065,-22741,-9311,695,-3012,-22256,4662,10600,-5211,0,22042,0,7834,-5630,8249,5215,-4226,-5819,35887,-18117,-14541,-14180,-361,952,3690,640,-14330,-2041,-4524,-7765,1593,5429,16954,2283,-23073,0,-10833
2023:Q3,5110,15024,-67801,-6633,-33719,42846,-4252,175,35178,228,11517,-3029,0,-14642,0,-52624,-33797,9443,-28270,-36570,-70403,12849,9839,-51312,9603,-60915,234,-1359,256,-40910,-23364,60576,-78122,33833,4254,-2477,889,31167,0,21317
2023:Q4,5262,15293,145891,-1804,21599,-7635,-5087,7813,-2940,-2600,-4821,16023,0,2775,0,114933,30411,-306,84828,126985,145629,42733,15214,25436,7136,18300,-4878,-2984,-1295,71403,39597,-1003,32809,-18644,-17,23985,2857,-45469,0,-28937
2024:Q1,5404,15505,276392,-430,34595,98496,5349,38781,38266,2062,14038,36148,0,6296,0,101287,115236,28636,-42585,261827,268993,170733,21962,2732,-544,3276,2960,2810,1017,66779,55653,10147,979,-7166,-5604,13243,4799,-19604,0,-24666
