1951:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1981:Q3,220,866,-2115,419,4729,-2707,-2699,832,0,-300,-540,-1111,0,-241,-19,-3185,-2492,0,-693,1739,-1856,998,0,-1659,-885,-774,12,100,-40,-1267,-2028,6199,-5438,3595,112,47,-230,941,2725,3209
1981:Q4,227,902,27943,-295,13333,6906,3541,996,0,1238,1131,1955,-2,562,-17,5501,3776,0,1725,18281,27180,15461,0,8229,2159,6070,11,100,-10,3389,2268,517,604,-8899,594,196,-68,493,-10114,-10337
1982:Q1,106,1147,-18513,554,-12895,532,-2147,3727,0,-1131,83,-3773,23,-442,90,-2602,-2179,0,-423,-16827,-18330,-5199,0,-9447,-5192,-4255,-40,100,-61,-3683,-2072,3952,-5563,1503,161,180,1,882,279,646
1982:Q2,157,1136,6798,-123,6668,-2619,3584,-7407,0,558,646,-151,-19,621,135,2286,2307,0,-21,8852,6703,431,0,4046,977,3069,51,100,0,2075,1216,7299,-6440,2149,39,107,95,1375,533,1075
1982:Q3,248,1121,19419,1282,8653,-1104,1390,-4269,0,677,1098,1699,-24,-370,-164,9447,8490,0,957,19399,18804,8662,0,1851,1470,381,67,150,143,7931,7874,-8455,8512,595,139,154,245,-517,574,-893
1982:Q4,210,1105,19754,-53,-6415,18429,2048,14190,0,1520,671,4993,-4,1123,-201,1882,695,0,1187,20014,18412,16376,0,7059,1300,5759,71,150,237,-5481,2099,-1032,-6548,1602,360,172,462,508,100,-636
1983:Q1,726,1431,-8555,-552,5269,-17028,-8132,-5707,0,-1309,-1880,952,-14,-220,69,2969,1013,0,1956,-7928,-9300,-10578,46,-6181,-815,-5366,26,92,6,7289,-710,2784,5215,1372,145,111,177,1040,-101,-78
1983:Q2,636,1475,13147,61,4217,-127,639,-4363,0,502,3095,6015,-9,1774,46,1170,1860,0,-690,13290,12343,2618,28,4689,3780,909,28,529,-129,4580,2532,240,1808,947,14,34,231,268,400,-696
1983:Q3,514,1556,18896,-592,9469,6000,1254,5354,0,-207,-401,1023,-5,41,66,2894,2965,0,-71,19181,18597,18066,48,-1168,-2085,917,33,-138,-26,1782,3880,517,-2615,584,103,42,6,366,67,-757
1983:Q4,549,1656,19489,220,15869,507,1390,-4956,0,2858,1215,396,3,2701,64,-271,-1421,0,1150,21173,18850,10797,255,5805,3005,2800,8,2003,-8,-10,-4200,1006,3184,2323,692,3,234,757,637,577
1984:Q1,460,1844,-6696,85,2640,-6046,-957,-2129,0,-2776,-184,-2454,1,-1471,-187,736,418,0,318,-4362,-6818,1184,-249,-4533,-772,-3761,47,-1059,-76,-2132,-139,3157,-5150,2456,404,183,44,1056,769,950
1984:Q2,765,1939,9307,-201,12431,-4798,955,-5116,0,-326,-311,934,-17,-206,169,995,250,0,745,9272,9489,5597,209,-102,-47,-55,64,106,-144,3759,2677,3348,-2266,-217,222,80,-364,1414,-1569,-1209
1984:Q3,196,2018,13799,-37,-1599,12583,1496,8209,0,1574,1304,-2242,3,808,-106,4389,3389,0,1000,14959,13051,7694,178,2120,239,1881,12,594,165,2288,1482,-6662,7468,1908,118,31,499,-633,1893,-662
1984:Q4,443,2090,45221,416,17665,26844,4209,11649,0,6064,4922,1419,1,-130,-8,-986,-1325,0,339,45499,44586,32025,556,11071,3812,7259,139,738,-3,60,-1474,764,770,913,370,-11,145,674,-265,-1369
1985:Q1,829,2304,-26550,33,-2900,-27474,-6802,-13740,1220,-6497,-1655,-1220,-1,1224,2,3786,3203,0,583,-24507,-26916,-24503,-689,-6492,-2125,-4367,-60,-1266,54,6040,4485,1834,-279,2409,-61,-195,318,1063,1284,569
1985:Q2,813,2347,23244,-186,2190,7509,2119,-1907,1220,987,5090,6264,-5,391,2,7079,6547,0,532,24991,22487,6061,166,13366,4828,8538,4,1081,84,1725,4942,-2029,-1188,2504,1009,-29,268,639,617,213
1985:Q3,889,2328,12993,449,7441,5299,1310,71,1220,635,2063,2090,4,-970,34,-1354,-1825,0,471,17386,12014,9724,74,-1106,1440,-2546,4,419,58,2841,-617,-6423,9881,5372,-586,6,172,-88,5868,2955
1985:Q4,946,2380,89336,2075,26750,18739,621,-575,1220,13789,3684,11731,-2,1947,112,27984,24268,0,3716,90943,86882,35250,720,23873,3627,20246,88,2299,149,24503,21895,4273,-1665,4061,2091,-108,-6,1347,737,173
1986:Q1,947,2822,14061,-744,-6404,14471,1576,18601,1220,-11381,4455,2149,12,912,13,3652,-899,0,4551,13116,11811,14147,-352,2000,-624,2624,40,-1253,-119,-2652,-1755,-8443,7546,1305,463,70,567,-1108,1313,-2821
1986:Q2,852,2783,17682,-306,18646,-1137,2015,-2092,1220,-804,-1476,-6,6,-1729,-17,2225,2490,0,-265,27002,16106,17265,706,-5889,197,-6086,20,549,-11,3466,-1685,531,4620,10896,571,34,872,-344,9763,7389
1986:Q3,693,2770,14942,971,24899,-1515,-3031,-1334,1220,2473,-843,2679,3,1867,41,-14003,-1331,0,-12672,10437,14180,18793,-374,-2251,-5455,3204,12,-217,-5,-1778,-733,-217,-828,-3743,559,56,-21,507,-4844,-6582
1986:Q4,628,2816,19939,2254,8086,-3760,-2510,-7044,1220,6385,-1811,1908,-5,301,-57,11212,655,0,10557,18009,19158,5974,2075,10168,681,9487,-73,555,294,165,-54,2848,-2629,-1149,587,382,262,491,-2871,-4118
1987:Q1,1362,3084,2618,-1675,8761,-14880,-2557,-10246,1148,-4362,1137,-3862,3,-2838,27,17082,16593,0,489,4548,1002,-174,-445,-7190,-2377,-4813,315,1155,24,7317,12821,1365,-6869,3546,711,871,794,816,354,208
1987:Q2,1507,3167,-2785,-463,13280,-15049,1312,-11018,1292,-3876,-2759,3322,7,-1240,-12,-2630,-2128,0,-502,-2133,-2949,3784,388,-820,876,-1696,145,-363,-298,-5785,-5720,-2588,2523,816,771,459,-136,-945,667,-1008
1987:Q3,1546,3274,40102,-344,29921,-6026,1492,-9463,1220,-386,1111,2506,4,1792,-1,12250,10728,0,1522,39544,39214,23827,682,3160,2493,667,201,468,-108,10984,9240,8752,-7008,330,1072,139,222,783,-1886,-2287
1987:Q4,1262,3322,-81548,1103,-26360,920,-1724,5032,1220,267,-3875,-18306,1,-4816,1645,-35735,-26442,0,-9293,-73523,-79756,-38709,-774,-19126,-6137,-12989,-576,-2064,-194,-18313,-20716,3179,-776,6233,3625,530,-1401,255,3224,5965
1988:Q1,1100,3341,28428,2208,18080,2986,414,982,1220,-2280,2650,-1172,19,130,-383,6560,4613,0,1947,30977,26615,26290,250,3478,1628,1850,104,1472,65,-5044,2362,12376,-19782,4362,148,540,468,-406,3612,307
1988:Q2,1051,3442,15751,1295,6773,-8482,2817,-15550,1220,1369,1662,606,6,-994,-203,16750,17269,0,-519,16836,15010,-1513,1829,642,-1789,2431,-380,1113,30,13289,11910,1794,-415,1826,382,-1301,155,1025,1565,-1306
1988:Q3,971,3501,20415,-779,34420,-590,-3223,-53,1220,-408,1874,900,0,877,-88,-14325,-14151,0,-174,24415,19935,30747,184,-1049,-762,-287,407,-401,18,-9971,-7711,904,-3164,4480,425,1350,164,229,2312,1470
1988:Q4,928,3593,-16003,-782,-11837,-10175,615,-16090,1220,513,3567,1375,34,132,-56,5306,5691,0,-385,-16817,-15666,-23810,2006,881,891,-10,189,-464,36,5496,-1175,4199,2472,-1151,-135,-88,-86,-109,-733,-3480
1989:Q1,775,3524,50956,-578,35842,13856,563,11737,1220,-2589,2925,-4168,21,-167,27,6123,4747,0,1376,53231,50881,45689,2132,1916,542,1374,9,-85,-131,1351,7558,-2165,-4042,2350,-65,-441,71,447,2338,-475
1989:Q2,729,3626,85628,919,39724,30304,400,26914,1220,2126,-356,5303,3,-800,-252,10427,10321,0,106,86598,85242,69532,1216,8343,2426,5917,118,69,131,5833,4387,3124,-1678,1356,546,307,-461,91,873,-1927
1989:Q3,848,3770,-21543,-982,-37387,1853,-1534,3750,1220,-1231,-352,-347,9,-1050,-8,16369,15302,0,1067,-20778,-22457,-16456,-737,-7203,950,-8153,-54,-316,160,2149,17504,4452,-19807,1679,413,-15,287,589,405,-2158
1989:Q4,946,3789,-5197,1009,-32967,34155,3609,26501,1220,1311,1514,-1754,32,128,181,-5981,-6819,0,838,-8301,-4273,-2965,3655,9064,-1991,11055,385,-211,-97,-14104,-21986,2586,5296,-4028,194,1107,-687,-873,-3769,-5946
1990:Q1,1525,3240,-18730,387,9952,-30816,-714,-24492,1220,-935,-5895,-563,9,-3735,100,5936,8509,0,-2573,-16511,-18028,-18839,-1494,-5443,-898,-4545,1,-1910,39,9618,2490,-2500,9628,1517,281,37,-63,-250,1512,504
1990:Q2,1529,3226,-11308,-1419,-9365,-4845,-2613,-8219,1704,564,3719,-1955,-2,2612,23,3643,7171,0,-3528,-8766,-11597,-12557,-1464,735,-933,1668,32,-229,51,1835,-763,-2505,5103,2831,115,113,-228,-212,3043,845
1990:Q3,1647,3240,698,2153,11708,-17602,-334,-22134,4161,663,42,-3300,23,-2138,82,9772,5746,930,3096,-422,2049,6824,3487,2287,-685,2972,-7,-146,-8,-10388,-8125,-6748,4485,-2471,-556,69,-272,401,-2113,-2713
1990:Q4,1316,3253,26924,-631,-31756,56056,4243,40616,12528,505,-1836,2087,-27,-82,111,1166,257,-1010,1919,27476,28141,24681,977,6881,-2610,9491,-646,383,-24,-4111,-4061,-1187,1137,-665,-242,394,-701,-3115,2999,-1385
1991:Q1,847,3064,23839,-80,29099,-14855,-1071,-14092,1277,-1258,289,-1942,9,1897,51,9660,8546,632,482,25029,22029,13691,1132,-732,757,-1489,229,-329,-96,8134,7928,807,-601,3000,194,1088,480,-188,1426,-1027
1991:Q2,634,3055,40303,426,17492,9239,-2702,1136,3826,2513,4466,695,-18,-282,118,12633,10723,-72,1982,42605,39884,32304,1733,155,2396,-2241,142,695,37,4818,3250,-3297,4865,2721,475,255,182,-80,1889,-119
1991:Q3,-16,3039,56598,-1523,15427,23419,175,14583,5536,-714,3839,7497,3,804,177,10794,13858,-111,-2953,60099,56271,42610,58,11429,-84,11513,9,-267,82,2350,3332,-2348,1366,3828,82,289,458,-529,3528,447
1991:Q4,890,3039,-10152,1120,-40819,-294,-837,-3235,-623,1013,3388,10007,23,-48,98,19761,20746,39,-1024,-6562,-10541,-43400,788,26009,3182,22827,-37,583,163,5353,7829,-1566,-910,3979,212,-4,36,-119,3854,1441
1992:Q1,708,1489,11226,-215,17579,-15663,-385,-21106,3588,-1582,3822,-3839,49,-2207,150,15372,18995,18,-3641,17308,11865,20475,686,-17786,-779,-17007,11,-783,27,9235,3940,-217,5512,5443,-656,185,5,704,5205,5302
1992:Q2,582,1528,72622,337,41783,26911,3095,9776,8897,2254,2889,5105,16,549,247,-2326,1115,-53,-3388,74290,70384,44736,3418,8734,288,8446,43,430,31,12992,9775,-2984,6201,3906,776,111,-164,86,3097,722
1992:Q3,565,1554,90686,338,22965,10138,-473,5234,-4461,-756,10594,-492,-2,-1071,56,58754,50751,62,7941,97933,90518,71975,-398,1029,1080,-51,-18,122,71,17737,15815,2527,-605,7415,146,46,527,414,6282,6259
1992:Q4,779,1596,-35114,-284,6387,-22679,-995,-7230,-9072,1949,-7331,-2366,102,2096,539,-18909,-16709,162,-2362,-30230,-36015,-11664,-1012,1354,2655,-1301,-149,835,-91,-25288,-25975,-3820,4507,5785,674,-189,-159,867,4592,4067
1993:Q1,724,2747,95847,719,31932,18117,552,2662,7319,-1409,8993,6301,34,659,194,37891,36181,-598,2308,106161,94158,58867,-2371,13263,-2249,15512,729,712,203,22755,30031,-7606,330,12003,263,3405,986,1142,6207,8292
1993:Q2,800,2806,19076,-214,7617,13888,-485,3677,5100,4447,1149,-727,96,3482,599,-5665,-7674,75,1934,28196,18677,-2801,3431,16281,4816,11465,818,1830,-24,-858,-11481,2101,8522,9519,-90,3325,-359,509,6134,7114
1993:Q3,610,2836,93281,135,56725,34,-625,-18356,8400,-135,10750,8328,-34,1756,41,26296,27839,-870,-673,99363,88505,67180,3665,-1577,1290,-2867,842,506,380,17509,13412,-977,5074,10858,2364,3302,739,1214,3239,3856
1993:Q4,333,2947,3402,1274,-13139,-17201,226,-8639,-13000,2917,1295,8747,-41,2153,126,21483,18846,127,2510,7766,2671,-15249,7315,5889,3236,2653,2231,-368,-46,2899,-341,8488,-5248,5095,251,1984,-289,1551,1598,1749
1994:Q1,-771,2140,71805,2632,61444,-22314,-3496,-16517,-2200,-4054,3953,910,81,-1894,-27,30973,28923,828,1222,82648,71348,42791,-2476,6090,1608,4482,-32,2187,27,22761,19171,-751,4341,11300,519,258,16,521,9986,7933
1994:Q2,-2291,2177,7978,-732,8326,-14415,7304,-8294,-3300,-576,-9549,-930,4,-1629,105,17249,18443,-275,-919,10117,9175,16456,66,-6752,-4991,-1761,32,-2267,-75,1715,3055,-3737,2397,942,615,193,-630,673,91,-2329
1994:Q3,-1099,2217,33540,-722,28777,-5473,-6512,7401,-5300,-101,-961,-3535,10,-84,49,14518,12881,45,1592,39750,33586,34340,-1905,-3385,-3773,388,40,268,56,4172,1384,84,2704,6164,175,178,98,765,4948,2895
1994:Q4,-1430,2302,-113547,-1437,-101668,-2002,-957,3039,-5000,3053,-2137,2483,-168,252,-3959,-7048,-8268,164,1056,-107584,-112130,-117031,4836,2309,1984,325,-2194,-1108,-214,1272,3806,3474,-6008,4546,1129,2321,-582,641,1037,2232
1995:Q1,-2159,2095,93779,1968,50464,7777,5615,13448,0,-4617,-6669,-5201,-8,267,-150,38662,38833,10,-181,105017,91963,74541,-7385,2324,-2889,5213,-26,-128,-148,22785,26991,1829,-6035,13054,1118,503,306,2731,8396,6984
1995:Q2,-1243,2120,23348,-720,30306,36304,658,29107,-3000,864,8675,-1108,3,250,59,-41746,-43318,271,1301,27344,23264,39660,-26,6925,4656,2269,88,309,25,-23717,-24495,1969,-1191,4080,143,387,-178,941,2787,633
1995:Q3,-626,2139,44389,1518,16320,-1298,4650,-7977,4000,-2397,426,8610,7,1180,134,17918,15652,760,1506,52761,43312,18981,524,3209,923,2286,60,667,276,19595,18414,837,344,9449,-296,418,904,1101,7322,5608
1995:Q4,-522,2179,70751,-1039,6357,46975,-65,26380,8000,3418,9242,1583,8,6043,36,10788,5730,-244,5302,68652,69675,42284,1932,17669,-2208,19877,303,264,-231,7454,1481,-1473,7446,-1023,-30,207,105,-649,-656,-4800
1996:Q1,-1402,2101,98738,-825,52524,-27591,-5299,-13059,-4000,-3857,-1376,10859,-51,-8087,-977,72886,73391,720,-1225,112536,96652,50433,-7940,11939,1331,10608,248,1352,-54,40674,46993,1388,-7707,15884,432,643,694,2258,11857,10295
1996:Q2,-1131,2150,13276,2403,28594,-18335,3155,-19295,-1800,-64,-331,1083,7,2999,199,-3674,-3535,-533,394,22992,13004,23301,3289,-4842,-2063,-2779,145,1413,133,-10435,-10423,-1968,1956,9988,-589,692,-190,-1075,11150,6435
1996:Q3,-526,2221,45681,-27,6541,8535,-1849,10095,-1700,-935,2924,-2573,36,-3488,623,36034,37775,471,-2212,54033,44518,8040,1419,-2193,-1386,-807,70,1435,-117,35864,21987,-1246,15123,9515,224,739,463,1041,7048,5606
1996:Q4,930,2282,26941,351,-4595,20325,5614,-8851,8700,2963,11899,7816,674,6634,-657,-3607,7236,11113,-21956,50311,26487,-11126,1213,42600,5075,37525,224,-179,185,-6430,-3578,-757,-2095,23824,42,701,-135,1765,21451,22018
1997:Q1,1759,2271,150579,-891,52466,-4099,1540,-9922,-1393,-774,6450,7813,14,776,382,94118,94965,8118,-8965,166410,147225,75721,-714,-7449,1226,-8675,413,3381,-224,76097,79673,-7826,4250,19185,1726,1125,1061,1104,14169,15320
1997:Q2,2473,2317,68068,3318,5560,-5219,709,-5251,-63,1307,-1921,9906,12,-1426,242,55675,52667,4576,-1568,73823,66190,37212,8734,18182,375,17807,336,-1307,-151,3184,6770,6536,-10122,7633,64,1111,1217,3522,1719,5912
1997:Q3,2724,2425,141775,873,82406,3640,-1595,-14812,12647,-314,7714,17927,-26,3266,-420,34109,28313,2242,3554,153830,137661,87294,-1718,3991,1106,2885,131,7273,221,40469,31310,1209,7950,16169,1062,1285,1044,1432,11346,12354
1997:Q4,1742,2439,-45287,2731,-41518,17062,-82,37477,-15959,2154,-6528,4595,-564,-239,1051,-28405,-47280,2444,16431,-36099,-46762,-37445,1757,18304,436,17868,1383,-3691,235,-27305,-46298,13285,5708,10663,1372,119,-248,1634,7786,8491
1998:Q1,-2583,3075,305611,3245,55475,60241,821,37273,17451,-822,5518,8742,42,4622,525,172719,138306,4031,30382,327916,300683,80636,-258,28393,2929,25464,37,-406,-260,192541,117477,2514,72550,27233,2973,-370,835,926,22869,16648
1998:Q2,-2480,3170,17370,-2692,9651,-33079,3217,-61205,19054,2913,2942,11222,64,3227,194,28783,37853,2382,-11452,23444,15916,13456,5002,15717,1083,14634,112,1337,10,-19718,9405,17497,-46620,7528,728,-229,-307,3022,4314,425
1998:Q3,-3570,3216,3595,3699,-45271,36648,5121,67379,-25413,-595,-9844,-2609,2,-2676,387,13415,2752,1684,8979,10305,4971,-7309,-649,33169,-6052,39221,104,913,-302,-20955,-32318,6771,4592,5334,-59,-244,-256,-1355,7248,-76
1998:Q4,-2944,3313,-229005,-556,-111749,-56369,-5386,-22286,-10602,-1554,-16541,3553,247,-11135,1894,-54890,-49078,1382,-7194,-204059,-230618,-162222,3098,-7538,-736,-6802,79,-2850,471,-61656,-34712,-5684,-21260,26559,1572,-88,74,23947,1054,18689
1999:Q1,-1540,3540,90827,-919,20295,21933,770,32303,-18048,-755,7663,7898,272,5974,1805,33569,55360,3735,-25526,130298,88044,24006,-7777,-6683,-2005,-4678,656,497,25,77320,98666,5264,-26610,42254,1141,976,132,1845,38160,34391
1999:Q2,-3206,3652,7455,3182,-560,-52513,-16,-60370,1844,1949,4080,23213,223,2578,1951,29381,21185,-1923,10119,16003,1961,-25141,-4574,4059,3177,882,-263,12110,96,15674,5789,7819,2066,14042,4062,-1291,396,4966,5909,1690
1999:Q3,-2351,3755,6977,-907,21557,7916,559,-9593,22576,-1495,-4131,2038,192,-6766,1704,-18757,-19385,1558,-930,9779,4907,19078,4441,15132,-3589,18721,412,-1517,113,-32752,-41275,-18854,27377,4872,1193,138,363,1192,1986,-3304
1999:Q4,-2124,3783,38940,1977,4125,-12114,-3357,-20783,8656,-897,4267,42109,4310,5962,-6212,-1217,63398,2484,-67099,66377,35254,34112,-9314,47117,4720,42397,1538,837,682,-39718,41098,-34998,-45818,31123,1288,662,1626,7668,19879,21530
2000:Q1,-6257,4438,313786,-1594,1938,41022,4219,35084,-14760,-1276,17755,58992,-270,5157,2902,205639,188016,153,17470,310548,306580,46508,11107,61383,2871,58512,118,2907,243,184314,180209,-18667,22772,3968,2946,543,237,2707,-2465,-13932
2000:Q2,-7327,4589,-19017,-148,22919,-6533,8020,-17753,4726,-1009,-517,-17021,13,3671,2838,-24756,-18700,996,-7052,-9693,-20541,22924,-169,-18251,-2375,-15876,141,5639,-704,-30121,-44452,6314,8017,10848,-435,795,893,3006,6589,-2592
2000:Q3,-7574,4642,37889,-6188,-15986,49492,7204,29697,6666,832,5093,6311,301,7019,1922,-4982,-17024,6913,5129,47166,36120,30951,6341,21000,1251,19749,1184,-3493,53,-19916,-20806,-792,1682,11046,2646,-517,-344,13004,-3743,-2939
2000:Q4,-8045,4674,12622,9548,62898,-33850,-6220,-19813,-1171,-149,-6497,-38604,158,4309,-2405,10568,-32575,3343,39800,21969,12184,56461,-1644,46649,-2043,48692,1460,3,324,-91069,-67808,677,-23938,9785,1730,-377,49,7705,678,-3372
2001:Q1,-4846,4669,82641,625,54946,87698,5427,62523,10847,1321,7580,-38635,107,10752,122,-32974,20610,3937,-57521,121140,80227,69259,-5937,-13472,-995,-12477,951,-576,-888,30890,42192,-580,-10722,40913,376,374,1837,24790,13536,28984
2001:Q2,-2769,4573,166922,6112,29201,-21455,193,-53407,22267,1155,8337,2232,-209,5960,-132,145213,69488,4561,71164,172377,165405,51384,8906,7018,1193,5825,344,-2018,112,99659,12662,4218,82779,6972,1327,1507,1407,7964,-5233,-1887
2001:Q3,-1015,4507,148022,16661,5468,59615,5962,53503,-18241,2037,16354,66923,863,-8708,12437,-5237,21669,4556,-31462,140740,147750,55857,3151,93947,2424,91523,533,2815,127,-8680,9876,1132,-19688,-7010,788,1405,489,319,-10011,-12803
2001:Q4,859,4352,48823,-6607,21882,-44894,-2632,-34671,-17892,3394,6907,-64344,1072,10513,3223,127978,48470,5276,74232,54588,46021,-8665,-4721,-50918,-7455,-43463,39,3075,443,106768,33814,-30101,103055,8567,908,1998,890,-5263,10034,2272
2002:Q1,3736,3446,48861,-4066,39340,-10928,-514,-16541,8078,-5244,3293,-13996,534,626,3682,33669,56610,5948,-28889,64904,46741,47299,-3918,-14151,567,-14718,-96,-2864,21,20450,44071,19112,-42733,18163,1248,-963,-919,996,17801,16333
2002:Q2,2812,3406,-30655,2636,36834,47548,3162,947,22665,3472,17302,-18317,513,8620,2081,-110570,-84944,699,-26325,-35962,-30753,107042,4380,-33274,2320,-35594,-887,-5765,-279,-101970,-99898,-14985,12913,-5209,737,615,-116,-760,-5685,-5901
2002:Q3,1756,3395,494,-5230,63876,-28862,-6461,718,-18099,1917,-6937,-17615,54,25,2588,-14342,-34401,4604,15455,-6898,1906,21587,3809,-10780,-5010,-5770,-724,1185,-17,-13154,-34642,-11229,32717,-8804,-552,-329,-253,-3789,-3881,-9031
2002:Q4,1340,3318,-108438,3757,-33187,8067,-852,5869,-5764,1074,7740,-2878,913,426,-4976,-80560,-10960,2749,-72349,-79065,-108664,-50600,-5990,-8107,-3893,-4214,-3840,5651,-268,-45510,7220,-11183,-41547,29599,1397,2436,651,13175,11940,27394
2003:Q1,1386,2993,195146,-41,-29741,46082,3198,9350,34630,-1677,581,11594,-387,-4600,3370,168869,164210,653,4006,206949,193153,-9587,9608,17332,5068,12264,-200,-8917,287,184630,168377,-2324,18577,13796,517,1097,-629,4729,8082,10197
2003:Q2,3447,3059,392896,-597,94210,-56899,-4828,-39626,-30639,2580,15614,81279,482,9110,1414,263897,223950,2074,37873,395924,387904,97099,-4057,106263,6801,99462,8,6752,295,181544,162611,-6303,25236,8020,2497,577,757,8107,-3918,3416
2003:Q3,4183,3144,-55107,278,-60741,38882,4209,23177,-3167,2282,12381,-10892,198,-3716,2036,-21152,6315,-2923,-24544,-52724,-59842,503,2465,-18667,-4777,-13890,-391,-2785,56,-41023,-27873,3574,-16724,7118,4382,493,4,5367,-3128,3423
2003:Q4,4684,3193,65775,3305,15421,52527,3282,4100,24748,460,19937,-45759,1627,3390,2822,32442,17426,4052,10964,81637,65224,77522,-1649,-19450,-839,-18611,-375,-4250,-234,13660,11086,1457,1117,16413,1010,1290,349,4053,9711,17353
2004:Q1,6859,3375,268253,5800,89828,-24904,163,-8339,-10674,-97,-5957,21455,884,10685,10827,153678,144687,3702,5289,293366,266451,103183,12987,42443,4778,37665,-126,6381,169,101414,83751,-2381,20044,26915,830,-1630,-1497,21331,7881,28597
2004:Q2,1908,3466,155148,466,143434,-65853,437,-81798,-7427,6211,16724,14704,476,3312,4327,54282,72641,1714,-20073,163887,154690,46215,618,21157,-2867,24024,-491,-2522,114,89599,72611,-25271,42259,9197,5494,-1242,-215,12769,-7609,7181
2004:Q3,4830,3592,272502,-348,103358,120191,-80,63869,52630,2359,1413,-3172,33,-4944,1059,56325,47451,3470,5404,280405,269039,217829,8301,-9159,2855,-12014,-27,2159,299,49637,35617,-3497,17517,11366,3169,613,829,12419,-5664,9141
2004:Q4,6836,3683,116312,9801,-57677,-59106,-1861,-35605,-24895,-1871,5126,53414,1339,8110,14697,145734,136103,3209,6422,144102,115772,-69711,-6660,61323,-3127,64450,1394,1804,-138,127760,111791,-12374,28343,28330,594,-388,617,13683,13824,30944
2005:Q1,7601,3338,235818,-2049,74991,50078,2384,16390,3727,4686,22891,5454,126,8903,4864,93451,71942,4927,16582,247107,234502,192390,2789,-11535,979,-12514,-154,-1068,413,51667,72563,71145,-92041,12605,519,-696,280,4586,7916,15552
2005:Q2,-827,3426,97710,-1880,42168,10974,12077,-31267,15271,-4363,19256,-10608,-404,-5989,659,62790,61502,9851,-8563,118057,96840,105731,-1306,11176,1214,9962,-762,77,-1354,-16722,-49262,5176,27364,21217,20,-766,-151,7375,14739,16094
2005:Q3,4402,3502,150728,-1224,83470,-22940,1335,-13580,-19832,3007,6130,1650,745,-2953,-808,92788,80532,-1080,13336,144552,148223,124007,7000,-5490,1002,-6492,283,10178,540,11705,-1846,14222,-671,-3671,2008,-788,-187,-3669,-1035,-5277
2005:Q4,1258,3547,-84049,-1268,-73849,44820,-3565,19101,-19276,7718,40842,-18433,-1746,23129,-9106,-47596,-62408,3782,11030,-49032,-87103,-52280,-8359,1313,4027,-2714,-90,-2148,286,-25825,-15364,-19199,8738,38071,3984,-179,213,16507,17546,32728
2006:Q1,5139,4103,412563,6061,33755,24878,6452,1721,14718,-6929,8916,19622,-512,925,6435,321399,292000,2163,27236,418913,404637,131544,8775,35165,6994,28171,-362,-7177,486,236206,231175,1298,3733,14276,5176,-3866,446,7226,5294,7386
2006:Q2,5143,4185,32161,12132,6389,-25537,917,-50973,14147,2757,7615,7091,-337,3762,2165,26496,25024,7661,-6189,42340,31048,32151,1633,41554,825,40729,627,13036,246,-58199,-88319,5910,24210,11292,-649,-1511,-443,6753,7142,11138
2006:Q3,3997,4273,323238,-4875,78878,53245,6380,25742,15493,-323,5953,13303,161,-914,1757,181683,156167,6676,18840,330422,321093,229774,1242,9242,574,8668,657,-5610,457,85331,50761,-4445,39015,9329,1267,-1104,-196,9871,-509,6908
2006:Q4,6029,4351,54365,10702,-134210,47498,-9690,10001,13515,12513,21159,41405,356,2062,5545,81007,104983,15382,-39358,82103,56240,-6789,-5223,2453,2688,-235,1324,4951,-464,59988,47298,15258,-2568,25863,-192,958,-1795,16635,10257,29415
2007:Q1,-10706,5696,684695,1379,161787,89405,12823,7212,27400,-2251,44221,-10153,-2830,13881,9523,421703,377352,-10568,54919,687453,675956,324100,14864,42429,1428,41001,356,3373,743,290091,242994,-61666,108763,11497,4642,5364,2930,-5259,3820,-13644
2007:Q2,-8242,5798,305032,7966,43218,-85756,2746,-55933,-64489,6390,25530,64890,-1683,9633,15781,250983,175545,5388,70050,315800,301937,8840,9963,64451,725,63726,61,13821,-65,204866,127743,-1898,79021,13863,1624,1979,588,8531,1141,-3272
2007:Q3,-174,5886,-101879,-3530,-9899,130504,6155,84165,49733,-9073,-476,-35247,-1390,-4736,2678,-180259,-160959,9430,-28730,-67313,-99788,92200,-7342,4640,5476,-836,56,-3344,-14,-185984,-141705,27492,-71771,32475,2341,1501,608,5541,22484,28507
2007:Q4,-6888,5980,-247766,18685,-27710,81054,1086,28824,73540,7922,-30318,27743,-386,12259,2674,-362085,-295847,19069,-85307,-235786,-239587,-159644,-21470,108851,-3636,112487,-221,-16287,-1283,-149533,-122361,10627,-37799,3801,3905,280,1127,-35035,33524,-888
