1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2002:Q3,3532482,44076,57021,11479,1961467,55529,87514,324899,21574,1471951,369160,116646,252514,993,247663,12958,397,453317,65999,33125,18488,256339,0,20386,27355,208598,3410029,3252372,15277,4635,9136,965778,1367684,32653,9454,847755,0,43261,195255,355816,253423,157657,82767,56801,18089,0,2825135,129525,112942,454
2002:Q4,3627417,35372,53502,4930,2018056,57640,95034,345793,22000,1497589,374300,117482,256818,1155,264732,11642,495,488968,68247,34173,19750,252095,0,20368,28284,203443,3474832,3317484,14252,5277,11422,971633,1439877,35641,10364,829018,0,46323,196187,373699,212809,157348,85608,52153,19587,0,2924228,134608,116374,468
2003:Q1,3723740,44209,55789,12613,2082234,50264,95019,352968,23777,1560206,375094,117099,257995,1075,261734,11698,576,479132,71199,35292,20669,272426,0,21732,29140,221554,3558483,3403149,20213,6414,10914,990344,1447337,37085,8374,882468,0,52107,198906,369030,262425,155334,82412,52668,20254,0,2951115,140482,124744,490
2003:Q2,3907703,44901,51731,10130,2145195,47052,92715,359366,25564,1620498,378932,117563,261369,1144,293618,11995,768,554991,74152,36489,21596,282061,0,22073,29996,229992,3727218,3562718,20295,6793,10491,1024223,1501137,38541,8513,952725,0,58645,201400,413914,278766,164500,91302,51356,21842,0,3089339,148269,133392,513
2003:Q3,3992969,47391,52657,8855,2182956,47424,91036,360777,27001,1656718,381638,117189,264449,1162,303591,12174,1010,591417,77102,37641,22518,272857,0,22091,30851,219915,3804832,3633963,23446,7602,9861,1051833,1525803,39991,8839,966588,0,62627,208431,431442,264088,170869,97170,51498,22201,0,3166638,154970,141887,533
2003:Q4,4112850,47980,42215,2338,2210252,39437,84151,362561,28501,1695602,386099,117555,268544,1225,325777,17280,1147,668288,80054,38824,23447,267924,0,21995,31706,214223,3931683,3740051,15078,8248,8946,1077332,1583813,41446,8410,996778,0,67713,209717,475847,243501,191632,108180,60044,23408,0,3300007,162614,150562,553
2004:Q1,4251259,46487,45176,3996,2268393,38440,86076,367647,29922,1746308,387364,117695,269669,1224,338236,17099,1206,700447,85162,41076,25248,290145,0,21921,32579,235645,4064701,3863606,15731,8148,9091,1086173,1635516,45191,10179,1053577,0,75183,212771,474415,291208,201095,116513,59967,24615,0,3364336,175936,165302,592
2004:Q2,4327295,51253,47274,3800,2312510,35065,86110,371072,31245,1789018,390284,118741,271543,1303,341824,17968,1230,711405,90272,43316,27047,287809,0,22695,33450,231664,4146259,3927659,17975,8844,10481,1103209,1665347,48936,9503,1063364,0,79927,212990,481474,288973,218600,122232,72441,23927,0,3420051,188892,179973,627
2004:Q3,4395016,51441,50702,3350,2359056,34722,86957,374137,32582,1830658,395415,120065,275350,1358,341083,18800,1236,715869,95379,45549,28845,286933,0,23030,34322,229581,4204360,3983249,17276,8870,10805,1117506,1707164,52680,9227,1059721,0,83523,216418,470083,289697,221111,119606,76050,25455,0,3466342,201645,194589,665
2004:Q4,4541799,52072,45309,3942,2389522,28793,86542,375659,33817,1864711,402146,121093,281053,1213,366740,20013,1704,790280,100487,47839,30654,289878,0,23500,35193,231185,4351399,4110301,13846,11363,11592,1146600,1777609,56435,10317,1082539,0,86462,222383,508050,265644,241098,127957,87262,25879,0,3608582,216613,209846,700
2005:Q1,4576380,46282,48584,11131,2418521,23040,90057,383547,34823,1887054,403794,121437,282357,1220,363655,20370,1533,781173,102403,48889,31417,297408,0,23764,35241,238403,4395388,4157282,20440,8614,11571,1147332,1797273,58156,9622,1104274,0,93275,224337,503777,282885,238106,124527,87815,25764,0,3628935,211401,214099,783
2005:Q2,4624420,52186,44290,8933,2421864,22241,93522,382754,35269,1888078,408831,123199,285632,1216,368498,20967,1487,815910,104318,49967,32187,293766,0,24474,35288,234004,4474514,4221030,20385,9183,10763,1153488,1848746,59885,9775,1108805,900,95812,225795,509664,276634,253484,138717,89723,25044,0,3695679,207441,218720,868
2005:Q3,4702050,53882,45701,6201,2434406,24515,97764,382727,35797,1893603,411706,123717,287989,1372,376328,22350,1485,856430,106234,51050,32961,301944,0,23735,35334,242875,4578697,4305602,21198,9271,11448,1170155,1882730,61617,8957,1140226,917,98724,230899,522900,286786,273095,149718,90284,33093,0,3765232,203605,223355,950
2005:Q4,4718853,48374,41303,2922,2422801,25674,100671,379478,35991,1880987,418428,125836,292592,1273,380355,23261,1470,880111,108149,52120,33733,304553,0,23296,35381,245876,4611932,4337260,21394,9390,10965,1176270,1926029,63347,8614,1121251,1716,101399,230160,533151,254825,274672,159289,81472,33911,0,3826041,199307,227852,1031
2006:Q1,4846207,50624,43934,2171,2454790,27492,99470,387796,37350,1902682,423625,127805,295820,1212,400696,23807,1473,930924,113349,56924,34787,307891,0,23495,36575,247821,4746844,4466770,24599,10109,10947,1212343,1977057,66905,9037,1155773,1760,105633,237731,540639,270010,280074,164026,82548,33500,0,3921896,213233,239165,1162
2006:Q2,4867435,51335,51188,2035,2461985,28003,97229,391081,38340,1907332,434535,131146,303389,1133,392384,23402,1387,919128,118543,61694,35833,312853,0,23676,37768,251409,4767624,4497034,23999,10454,12504,1218189,1987074,70447,8339,1166028,1697,117027,242628,531772,272904,270590,149037,88478,33075,0,3934290,226549,250341,1292
2006:Q3,4973700,52010,56254,2261,2463559,29711,95195,393167,39211,1906275,442462,133921,308541,1153,408027,24864,1405,961410,123740,66552,36883,333120,0,23733,38962,270425,4878142,4599697,20843,11093,12890,1247890,2035855,74020,8853,1188253,1712,119134,246055,536249,285103,278445,149383,92176,36886,0,4013428,240562,262016,1422
2006:Q4,5103132,57301,58595,2859,2414999,30360,91557,388604,39222,1865256,448753,136313,312440,1120,462491,27319,1524,1042637,128936,71512,37940,347146,0,23897,40155,283094,5003981,4722354,21769,12238,12570,1285987,2099284,77633,11552,1201321,1700,123354,248314,547845,280108,281627,153442,91560,36625,0,4126878,255104,274331,1550
2007:Q1,5170125,60490,59928,2240,2431325,33792,87854,392238,40820,1876621,454723,139767,314956,1121,472748,29500,1587,1061279,130779,73780,37807,352818,0,24433,40859,287526,5076195,4791906,18291,13498,11929,1301916,2118636,80748,10170,1236718,1742,125838,252824,556772,299542,284289,156331,90217,37741,162876,4175275,265381,275762,1683
2007:Q2,5299097,58412,61515,3130,2441991,36596,84091,395289,42364,1883651,465259,144126,321133,1042,494561,32126,1724,1127523,132624,76185,37679,365326,0,24463,41562,299301,5222457,4919444,18843,16725,12308,1329717,2185354,83917,9144,1263436,1722,130167,254534,579235,297778,303013,166510,96800,39703,172956,4299398,276319,278079,1815
2007:Q3,5395708,65299,62465,3239,2459616,38690,80115,399553,44056,1897202,473930,147633,326297,1056,501506,34467,1974,1169797,134465,78518,37548,371828,0,24929,42266,304633,5316001,5018203,19618,22897,12230,1348224,2217583,87066,9493,1301092,1723,133003,260989,590810,314567,297798,162675,94968,40155,168767,4374598,286866,279948,1948
2007:Q4,5392253,60344,65416,3107,2450753,44459,75683,399505,45199,1885907,485117,149666,335451,1265,480323,34990,2124,1154930,136308,80619,37410,399547,0,24929,42968,331650,5305935,5021070,20663,26282,12653,1359948,2207899,90102,10115,1293408,1620,133270,263871,588726,305921,284865,156464,86363,42038,151958,4382402,296376,280272,2077
2008:Q1,5248553,65565,78535,3463,2401852,47218,87166,398522,46604,1822342,495278,154726,340552,1319,434788,32012,2236,1055533,141603,83558,38326,414485,0,26265,43835,344385,5216770,4958105,21862,29266,12779,1355413,2151855,94163,9576,1283191,1616,132037,273256,556603,319679,258665,141180,76126,41359,154383,4295303,298976,298286,2508
2008:Q2,5198365,74871,81101,3633,2346494,46850,99184,396584,47847,1756029,505114,158901,346213,1344,420941,30027,2419,1051558,146898,86790,39252,407923,0,26657,44702,336564,5210639,4977359,24066,30581,12115,1368171,2143703,98384,7568,1292771,1185,136767,272885,553490,328444,233280,126110,66078,41092,150042,4297809,302818,318309,2938
2008:Q3,4990870,77309,83558,4175,2259770,40678,109168,391137,48642,1670145,518147,167319,350828,1211,390104,24696,2686,920666,152191,89565,40165,426627,0,26476,45567,354584,5058326,4843597,21975,39395,11041,1376959,2104004,102355,5256,1182612,1214,124829,275256,513931,267382,214729,121992,56987,35750,112781,4222976,305206,334833,3367
2008:Q4,4756716,86818,102812,8731,2175153,40281,120032,383564,49065,1582211,522360,170239,352121,1107,320911,18595,3035,735922,157485,91997,41067,490723,0,28101,46433,416189,4814021,4656803,13202,50424,11274,1368100,1972909,106094,5950,1128850,1201,117107,275455,455987,279100,157218,80838,46416,29964,47492,4026053,306803,348492,3796
2009:Q1,4735229,73710,105686,13572,2279056,43840,132570,381699,55534,1665413,513200,164719,348481,1246,259263,16687,3064,684428,159425,90168,41671,494053,0,27608,46867,419578,4705200,4584203,13538,50863,11298,1380189,1912631,106244,5660,1103780,1210,106493,278374,460221,257482,120997,47046,42218,31733,37858,3968953,326171,355842,4203
2009:Q2,4928218,68701,98507,11768,2364036,49372,134572,386864,61718,1731510,505802,160684,345118,1449,291015,22094,3082,799194,161365,89054,42304,469847,0,25954,47300,396593,4873006,4711201,11141,48822,12636,1403273,1988201,106857,6058,1134213,1200,99628,280182,512307,240896,161805,71754,54150,35901,42752,4108186,348651,368241,4612
2009:Q3,5189635,66839,90014,12612,2468533,50335,135998,388901,68405,1824894,498845,156198,342647,1580,325714,27765,3005,927548,163304,88015,42955,472906,0,25572,47731,399603,5102648,4897299,14622,46106,13657,1428850,2074332,107522,6146,1206064,1203,91398,286216,566086,261161,205349,96111,66358,42880,39870,4264847,373036,380204,5018
2009:Q4,5309150,52831,81091,11220,2584049,53399,137207,393870,75395,1924178,481008,144841,336167,1548,351146,28196,2748,973116,165244,86591,43579,446783,0,23217,48164,375402,5152374,4944751,12760,46662,13053,1449336,2109872,107933,7600,1197535,1586,84515,285530,596447,229457,207623,97378,68140,42105,39591,4340967,394743,390072,5424
2010:Q1,5422953,49829,73665,12527,2634448,38255,143392,395549,83914,1973338,475219,143867,331352,1550,376003,33299,2750,1015290,163620,84497,43108,457148,0,25719,48959,382470,5262000,5024657,9389,46174,13906,1458943,2161605,106530,7121,1220989,1613,82420,286698,606930,243328,237343,118589,73941,44813,43087,4408353,400615,386098,5870
2010:Q2,5403552,60212,70014,12206,2706197,42156,150112,397265,93532,2023132,471682,143896,327786,1617,353785,33241,2759,941087,161997,81904,42585,464266,0,26615,49755,387896,5201039,4984091,10105,44917,14233,1449528,2126295,104787,7167,1227059,1675,75644,291454,579466,278820,216948,101696,66734,48518,42894,4330508,399688,381435,6314
