1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q4,66633,1085,0,0,39647,0,11034,0,1142,27471,21904,2590,19314,5,2221,121,0,0,0,0,0,1650,0,1086,0,564,63449,63221,0,0,59,51635,6575,0,133,4819,0,0,2631,0,2188,228,0,228,0,0,58547,0,0,0
1952:Q1,67779,1015,0,0,40192,0,10818,0,1133,28241,22516,2627,19889,5,2236,121,0,0,0,0,0,1694,0,1105,0,589,64520,64292,0,0,59,52288,6845,0,165,4935,0,0,2699,0,2236,228,0,228,0,0,59486,0,0,0
1952:Q2,68730,1077,0,0,40480,0,10363,0,1123,28994,23010,2661,20349,5,2301,123,0,0,0,0,0,1734,0,1123,0,611,65657,65428,0,0,59,52976,7129,0,148,5116,0,0,2767,0,2349,229,0,229,0,0,60473,0,0,0
1952:Q3,70039,1065,0,0,41317,0,10455,0,1163,29699,23509,2697,20812,5,2245,125,0,0,0,0,0,1773,0,1142,0,631,66847,66618,0,0,60,53707,7417,0,159,5275,0,0,2838,0,2437,229,0,229,0,0,61507,0,0,0
1952:Q4,71472,1146,0,0,41974,0,10252,0,1153,30569,23964,2713,21251,5,2446,130,0,0,0,0,0,1807,0,1162,0,645,68078,67837,0,0,63,54480,7700,0,149,5445,0,0,3560,0,1885,241,0,241,0,0,62579,0,0,0
1953:Q1,72555,990,0,0,42691,0,10120,0,1203,31368,24499,2758,21741,5,2396,132,0,0,0,0,0,1842,0,1184,0,658,69277,69035,0,0,63,55246,7980,0,139,5607,0,0,3652,0,1955,242,0,242,0,0,63642,0,0,0
1953:Q2,73669,948,0,0,43255,0,10090,0,1218,31947,25059,2806,22253,5,2395,134,0,0,0,0,0,1873,0,1207,0,666,70438,70194,0,0,63,55988,8259,0,125,5759,0,0,3752,0,2007,244,0,244,0,0,64682,0,0,0
1953:Q3,74822,1030,0,0,43746,0,9987,0,1258,32501,25586,2850,22736,5,2413,136,0,0,0,0,0,1906,0,1231,0,675,71579,71334,0,0,64,56701,8539,0,160,5870,0,0,3853,0,2017,245,0,245,0,0,65694,0,0,0
1953:Q4,76513,1215,0,0,44402,0,9829,0,1298,33275,26236,2914,23322,6,2573,139,0,0,0,0,0,1942,0,1254,0,688,72734,72482,0,0,65,57388,8825,0,231,5973,0,0,3951,0,2022,252,0,252,0,0,66683,0,0,0
1954:Q1,77851,1060,0,0,45097,0,9720,0,1463,33914,26789,2972,23817,6,2773,141,0,0,0,0,0,1985,0,1275,0,710,73908,73655,0,0,66,58093,9113,0,185,6198,0,0,4044,0,2154,253,0,253,0,0,67689,0,0,0
1954:Q2,79180,1101,0,0,45513,0,9399,0,1657,34457,27464,3032,24432,6,2920,144,0,0,0,0,0,2032,0,1294,0,738,75119,74864,0,0,66,58831,9401,0,140,6426,0,0,4134,0,2292,255,0,255,0,0,68725,0,0,0
1954:Q3,80504,1111,0,0,45899,0,9138,0,1791,34970,28167,3084,25083,6,3093,147,0,0,0,0,0,2081,0,1315,0,766,76335,76079,0,0,67,59600,9695,0,168,6549,0,0,4225,0,2324,256,0,256,0,0,69797,0,0,0
1954:Q4,82188,1240,0,0,46294,0,9070,0,1846,35378,29103,3127,25976,6,3268,149,0,0,0,0,0,2128,0,1341,0,787,77556,77273,0,0,73,60389,10000,0,183,6628,0,0,4325,0,2303,283,0,283,0,0,70903,0,0,0
1955:Q1,83468,1061,0,0,46861,0,9136,0,1984,35741,29956,3188,26768,6,3261,152,0,0,0,0,0,2171,0,1371,0,800,78770,78486,0,0,74,61170,10322,0,189,6731,0,0,4432,0,2299,284,0,284,0,0,72020,0,0,0
1955:Q2,84870,1089,0,0,47167,0,9086,0,1984,36097,30743,3225,27518,6,3499,155,0,0,0,0,0,2211,0,1405,0,806,80030,79744,0,0,74,61931,10663,0,156,6920,0,0,4548,0,2372,286,0,286,0,0,73139,0,0,0
1955:Q3,86384,1160,0,0,47656,0,9164,0,2016,36476,31544,3267,28277,6,3606,158,0,0,0,0,0,2254,0,1442,0,812,81325,81038,0,0,75,62688,11004,0,198,7073,0,0,4665,0,2408,287,0,287,0,0,74253,0,0,0
1955:Q4,87851,1265,0,0,47741,0,8576,0,2038,37127,32735,3290,29445,6,3633,161,0,0,0,0,0,2310,0,1482,0,828,82661,82351,0,0,80,63459,11325,0,222,7265,0,0,4775,0,2490,310,0,310,0,0,75359,0,0,0
1956:Q1,89198,1050,0,0,48058,0,8077,0,2193,37788,33742,3346,30396,7,3800,163,0,0,0,0,0,2378,0,1525,0,853,83960,83649,0,0,81,64251,11624,0,204,7489,0,0,4884,0,2605,311,0,311,0,0,76460,0,0,0
1956:Q2,90346,1086,0,0,48330,0,7954,0,2186,38190,34706,3414,31292,7,3591,166,0,0,0,0,0,2460,0,1573,0,887,85228,84916,0,0,81,65070,11895,0,154,7716,0,0,4988,0,2728,312,0,312,0,0,77557,0,0,0
1956:Q3,91670,1084,0,0,48852,0,7834,0,2251,38767,35562,3450,32112,7,3453,169,0,0,0,0,0,2543,0,1622,0,921,86472,86159,0,0,81,65875,12175,0,244,7784,0,0,5090,0,2694,313,0,313,0,0,78649,0,0,0
1956:Q4,93194,1281,0,0,49107,0,7555,0,2273,39279,36508,3519,32989,7,3503,172,0,0,0,0,0,2616,0,1669,0,947,87714,87397,0,0,82,66626,12500,0,262,7927,0,0,5200,0,2727,317,0,317,0,0,79738,0,0,0
1957:Q1,94264,1074,0,0,49675,0,7478,0,2289,39908,37274,3595,33679,7,3378,175,0,0,0,0,0,2681,0,1714,0,967,88937,88620,0,0,83,67324,12868,0,261,8084,0,0,5316,0,2768,317,0,317,0,0,80823,0,0,0
1957:Q2,95874,1142,0,0,50173,0,7348,0,2322,40503,37859,3678,34181,7,3773,178,0,0,0,0,0,2742,0,1760,0,982,90130,89812,0,0,83,67969,13279,0,185,8296,0,0,5438,0,2858,318,0,318,0,0,81905,0,0,0
1957:Q3,97013,1150,0,0,50844,0,7289,0,2348,41207,38461,3766,34695,7,3570,181,0,0,0,0,0,2800,0,1804,0,996,91339,91020,0,0,83,68606,13700,0,224,8407,0,0,5558,0,2849,319,0,319,0,0,82988,0,0,0
1957:Q4,98190,1292,0,0,51356,0,7029,0,2376,41951,39105,3869,35236,7,3391,185,0,0,0,0,0,2854,0,1843,0,1011,92598,92289,0,0,80,69277,14100,0,264,8568,0,0,5669,0,2899,309,0,309,0,0,84075,0,0,0
1958:Q1,99511,1170,0,0,52099,0,7087,0,2460,42552,39663,3970,35693,8,3479,187,0,0,0,0,0,2905,0,1877,0,1028,93906,93596,0,0,80,69991,14475,0,387,8663,0,0,5772,0,2891,310,0,310,0,0,85172,0,0,0
1958:Q2,100834,1210,0,0,52766,0,7075,0,2534,43157,40087,4058,36029,8,3626,191,0,0,0,0,0,2946,0,1903,0,1043,95258,94948,0,0,80,70755,14826,0,300,8987,0,0,5866,0,3121,310,0,310,0,0,86286,0,0,0
1958:Q3,102424,1217,0,0,53619,0,7295,0,2613,43711,40563,4125,36438,8,3831,194,0,0,0,0,0,2992,0,1931,0,1061,96578,96268,0,0,80,71533,15189,0,335,9131,0,0,5959,0,3172,310,0,310,0,0,87426,0,0,0
1958:Q4,104266,1366,0,0,54283,17,7183,50,2681,44352,41250,4188,37062,8,4109,198,0,0,0,0,0,3052,0,1969,0,1083,97840,97497,0,0,89,72294,15600,0,348,9166,0,0,6056,0,3110,343,0,343,0,0,88604,0,0,0
1959:Q1,105475,1218,0,0,55051,124,7212,61,2828,44826,41734,4273,37461,8,4133,202,0,0,0,0,0,3129,0,2017,0,1112,99098,98755,0,0,89,73063,16068,0,380,9155,0,0,6160,0,2995,343,0,343,0,0,89857,0,0,0
1959:Q2,107121,1206,0,0,55888,215,7228,74,2991,45380,42216,4367,37849,8,4375,205,0,0,0,0,0,3223,0,2074,0,1149,100417,100073,0,0,89,73834,16602,0,339,9209,0,0,6264,0,2945,344,0,344,0,0,91185,0,0,0
1959:Q3,108266,1158,0,0,56375,200,7183,82,3148,45762,42887,4474,38413,8,4309,209,0,0,0,0,0,3320,0,2133,0,1187,101860,101516,0,0,90,74667,17129,0,418,9212,0,0,6374,0,2838,344,0,344,0,0,92570,0,0,0
1959:Q4,109999,1309,0,0,56686,118,6868,72,3200,46428,43815,4618,39197,9,4561,212,0,0,0,0,0,3407,0,2187,0,1220,103469,103111,0,0,93,75606,17575,0,434,9403,0,0,6491,0,2912,358,0,358,0,0,93975,0,0,0
1960:Q1,111045,1127,0,0,57148,137,6828,73,3284,46826,44691,4786,39905,9,4368,216,0,0,0,0,0,3486,0,2238,0,1248,105013,104654,0,0,93,76524,17946,0,376,9715,0,0,6623,0,3092,359,0,359,0,0,95283,0,0,0
1960:Q2,112582,1188,0,0,57481,176,6574,100,3357,47274,45484,4966,40518,9,4642,220,0,0,0,0,0,3558,0,2288,0,1270,106420,106060,0,0,94,77383,18248,0,337,9998,0,0,6768,0,3230,360,0,360,0,0,96462,0,0,0
1960:Q3,113742,1183,0,0,58052,249,6577,105,3510,47611,46188,5112,41076,9,4456,224,0,0,0,0,0,3630,0,2336,0,1294,107685,107323,0,0,94,78133,18532,0,383,10181,0,0,6917,0,3264,362,0,362,0,0,97513,0,0,0
1960:Q4,115811,1330,0,0,58555,294,6427,101,3588,48145,47002,5231,41771,9,4981,228,0,0,0,0,0,3706,0,2379,0,1327,108859,108485,0,0,97,78758,18850,0,418,10362,0,0,7061,0,3301,374,0,374,0,0,98473,0,0,0
1961:Q1,117811,1232,0,0,59235,360,6543,91,3693,48548,47694,5373,42321,9,5621,232,0,0,0,0,0,3788,0,2417,0,1371,110103,109728,0,0,98,79425,19191,0,424,10590,0,0,7215,0,3375,375,0,375,0,0,99496,0,0,0
1961:Q2,119209,1270,0,0,59762,324,6408,81,3728,49221,48464,5523,42941,10,5593,235,0,0,0,0,0,3875,0,2448,0,1427,111511,111135,0,0,98,80196,19544,0,357,10940,0,0,7367,0,3573,376,0,376,0,0,100633,0,0,0
1961:Q3,120753,1309,0,0,60490,332,6428,103,3808,49819,49015,5634,43381,10,5729,239,0,0,0,0,0,3961,0,2478,0,1483,113029,112652,0,0,98,81095,19900,0,379,11180,0,0,7523,0,3657,377,0,377,0,0,101902,0,0,0
1961:Q4,122809,1392,0,0,60932,193,6134,110,3888,50607,49936,5733,44203,10,6258,244,0,0,0,0,0,4037,0,2512,0,1525,114616,114198,0,0,109,82112,20250,0,386,11341,0,0,7683,0,3658,418,0,418,0,0,103285,0,0,0
1962:Q1,124284,1219,0,0,61952,513,6307,121,4039,50972,50454,5848,44606,10,6290,248,0,4,0,0,0,4107,0,2549,0,1558,116137,115718,0,0,109,83115,20591,0,495,11408,0,0,7854,0,3554,419,0,419,0,0,104647,0,0,0
1962:Q2,124401,1213,0,0,62616,521,6279,115,4024,51677,51114,5995,45119,10,5017,253,0,11,0,0,0,4167,0,2587,0,1580,117615,117195,0,0,109,84072,20920,0,429,11665,0,0,8040,0,3625,420,0,420,0,0,105951,0,0,0
1962:Q3,126516,1289,0,0,63401,643,6331,142,4073,52212,51794,6124,45670,10,5520,258,0,18,0,0,0,4226,0,2626,0,1600,119109,118688,0,0,109,84951,21258,0,471,11899,0,0,8218,0,3681,421,0,421,0,0,107189,0,0,0
1962:Q4,129184,1457,0,0,63722,347,6170,105,4026,53074,53136,6234,46902,11,6280,261,0,22,0,0,0,4295,0,2667,0,1628,120660,120259,0,0,104,85754,21625,0,440,12336,0,0,8363,0,3973,401,0,401,0,0,108384,0,0,0
1963:Q1,130989,1230,0,0,64571,599,6022,100,4029,53821,53875,6348,47527,11,6642,266,0,22,0,0,0,4372,0,2711,0,1661,122241,121779,0,0,104,86678,22016,0,613,12368,0,0,8473,0,3895,462,60,402,0,0,109729,0,0,0
1963:Q2,132679,1246,0,0,65049,487,5746,118,3939,54759,54785,6472,48313,11,6843,271,0,17,0,0,0,4457,0,2758,0,1699,123827,123349,0,0,104,87667,22427,0,452,12699,0,0,8547,0,4152,478,76,402,0,0,111164,0,0,0
1963:Q3,134632,1350,0,0,65704,619,5841,121,3876,55247,55773,6567,49206,11,6960,276,0,14,0,0,0,4544,0,2806,0,1738,125489,125007,0,0,104,88729,22856,0,443,12875,0,0,8616,0,4259,482,80,402,0,0,112692,0,0,0
1963:Q4,136802,1466,0,0,66083,380,5813,139,3852,55899,57199,6655,50544,11,7118,281,0,17,0,0,0,4627,0,2853,0,1774,127283,126776,0,0,110,89860,23300,0,434,13072,0,0,8710,0,4362,507,85,422,0,0,114301,0,0,0
1964:Q1,138773,1294,0,0,66778,506,5788,121,3843,56520,58232,6777,51455,12,7433,285,0,33,0,0,0,4706,0,2898,0,1808,129012,128509,0,0,110,90916,23764,0,538,13181,0,0,8821,0,4360,503,81,422,0,0,115855,0,0,0
1964:Q2,140593,1279,0,0,67190,297,5715,136,3802,57240,59400,6911,52489,12,7581,290,0,60,0,0,0,4781,0,2941,0,1840,130797,130282,0,0,110,91979,24250,0,474,13469,0,0,8940,0,4529,515,92,423,0,0,117437,0,0,0
1964:Q3,142626,1314,0,0,67759,373,5840,139,3822,57585,60553,7029,53524,12,7747,296,0,87,0,0,0,4858,0,2986,0,1872,132602,132100,0,0,110,93062,24748,0,556,13624,0,0,9072,0,4552,502,78,424,0,0,119051,0,0,0
1964:Q4,144942,1488,0,0,67963,248,5594,129,3774,58218,62292,7140,55152,12,7834,301,0,104,0,0,0,4948,0,3039,0,1909,134493,133966,0,0,117,94172,25250,0,552,13875,0,0,9220,0,4655,527,77,450,0,0,120698,0,0,0
1965:Q1,147055,1286,0,0,68718,474,5639,136,3746,58723,63586,7269,56317,12,7985,307,0,113,0,0,0,5048,0,3097,0,1951,136421,135901,0,0,117,95239,25837,0,566,14142,0,0,9386,0,4756,520,69,451,0,0,122388,0,0,0
1965:Q2,148567,1279,0,0,69144,579,5358,151,3674,59382,64766,7419,57347,13,7778,311,0,116,0,0,0,5160,0,3160,0,2000,138444,137926,0,0,117,96438,26341,0,483,14547,0,0,9571,0,4976,518,68,450,0,0,124127,0,0,0
1965:Q3,151504,1296,0,0,69914,741,5298,179,3595,60101,65974,7561,58413,13,8597,317,0,117,0,0,0,5276,0,3228,0,2048,140470,139951,0,0,117,97677,26818,0,534,14805,0,0,9766,0,5039,519,70,449,0,0,125882,0,0,0
1965:Q4,154203,1503,0,0,70152,293,5119,167,3530,61043,67691,7678,60013,13,9006,323,0,120,0,0,0,5395,0,3303,0,2092,142416,141888,0,0,116,98863,27325,0,532,15052,0,0,9962,0,5090,528,80,448,0,0,127620,0,0,0
1966:Q1,156369,1073,0,0,71412,286,5171,191,3539,62225,69093,7861,61232,13,8977,329,0,124,0,0,0,5348,0,3385,0,1963,144115,143547,0,0,116,100007,27846,0,636,14942,0,0,10162,0,4780,568,121,447,0,0,129330,0,0,0
1966:Q2,157915,1097,0,0,71533,219,4921,232,3366,62795,70682,8173,62509,14,8799,334,0,128,0,0,0,5328,0,3475,0,1853,146207,145661,0,0,117,101120,28367,0,537,15520,0,0,10368,0,5152,546,98,448,0,0,131014,0,0,0
1966:Q3,159146,1159,0,0,71867,298,4852,241,3320,63156,72222,8657,63565,14,8109,340,0,133,0,0,0,5302,0,3568,0,1734,148479,147954,0,0,117,102251,28892,0,566,16128,0,0,10579,0,5549,525,75,450,0,0,132723,0,0,0
1966:Q4,162265,1547,0,0,72193,380,4921,236,3260,63396,73726,9117,64609,14,8692,346,0,140,0,0,0,5607,0,3659,0,1948,150336,149829,0,0,111,103448,29425,0,592,16253,0,0,10793,0,5460,507,79,428,0,0,134505,0,0,0
1967:Q1,166075,1308,0,0,73128,553,4855,237,3217,64266,74865,9396,65469,14,9935,354,0,150,0,0,0,6321,0,3736,0,2585,152530,151985,0,0,112,104689,29976,0,803,16405,0,0,11206,0,5199,545,116,429,0,0,136560,0,0,0
1967:Q2,168036,1384,0,0,73907,865,4690,242,3157,64953,75796,9670,66126,15,10051,362,0,163,0,0,0,6358,0,3807,0,2551,154788,154141,0,0,112,105902,30617,0,481,17029,0,0,11421,0,5608,647,217,430,0,0,138482,0,0,0
1967:Q3,170726,1431,0,0,75169,1138,4717,238,3129,65947,76507,9860,66647,15,10671,371,0,177,0,0,0,6385,0,3876,0,2509,157167,156551,0,0,112,107124,31276,0,512,17527,0,0,11637,0,5890,616,185,431,0,0,140433,0,0,0
1967:Q4,172609,1576,0,0,75730,480,4683,230,3145,67192,77575,10059,67516,15,10687,379,0,190,0,0,0,6457,0,3947,0,2510,159604,158921,0,0,118,108333,31939,0,481,18050,0,0,11861,0,6189,683,231,452,0,0,142381,0,0,0
1968:Q1,173853,1164,0,0,77153,676,4678,266,3175,68358,78309,10336,67973,16,10053,388,0,199,0,0,0,6571,0,4031,0,2540,161792,161164,0,0,118,109533,32612,0,643,18258,0,0,12101,0,6157,628,175,453,0,0,144333,0,0,0
1968:Q2,177196,1225,0,0,77814,670,4447,252,3173,69272,79118,10697,68421,16,11713,397,0,201,0,0,0,6712,0,4121,0,2591,164008,163372,0,0,118,110725,33300,0,553,18676,0,0,12345,0,6331,636,181,455,0,0,146290,0,0,0
1968:Q3,179975,1434,0,0,78704,801,4528,263,3169,69943,79949,11042,68907,16,12385,407,0,211,0,0,0,6869,0,4213,0,2656,166085,165449,0,0,119,111922,33797,0,629,18982,0,0,12595,0,6387,636,180,456,0,0,148064,0,0,0
1968:Q4,183022,1682,0,0,79362,526,4456,294,3194,70892,81281,11306,69975,17,12986,415,0,244,0,0,0,7035,0,4302,0,2733,174852,168092,0,0,124,113135,34696,0,643,19494,0,0,12850,0,6644,6760,6285,475,0,0,150263,0,0,0
1969:Q1,185017,1347,0,0,80683,854,4339,317,3230,71943,82107,11725,70382,17,12893,425,0,301,0,0,0,7244,0,4390,0,2854,177067,170296,0,0,124,114361,35300,0,806,19705,0,0,13107,0,6598,6771,6294,477,0,0,152181,0,0,0
1969:Q2,186543,1217,0,0,80849,698,4129,345,3224,72453,83219,12361,70858,18,12966,435,0,382,0,0,0,7457,0,4478,0,2979,178416,172595,0,0,125,115594,36003,0,636,20237,0,0,13369,0,6868,5821,5342,479,0,0,154209,0,0,0
1969:Q3,188610,1279,0,0,81478,1019,4088,382,3224,72765,84550,13182,71368,18,12751,445,0,470,0,0,0,7619,0,4568,0,3051,184314,174919,0,0,125,116841,36718,0,723,20512,0,0,13640,0,6872,9395,8913,482,0,0,156272,0,0,0
1969:Q4,191241,1634,0,0,81719,1365,4124,390,3221,72619,85852,13825,72027,18,13157,456,0,550,0,0,0,7855,0,4688,0,3167,185945,177404,0,0,117,118107,37561,0,698,20921,0,0,13927,0,6994,8541,8089,452,0,0,158495,0,0,0
1970:Q1,193637,1477,0,0,82608,1715,4080,448,3235,73130,87217,14544,72673,19,13164,466,0,634,0,0,0,8052,0,4792,0,3260,188721,179833,0,0,118,119379,38343,0,884,21109,0,0,14233,0,6876,8888,8434,454,0,0,160681,0,0,0
1970:Q2,192796,1381,0,0,82887,1655,4014,445,3229,73544,88418,15191,73227,19,10634,477,0,734,0,0,0,8246,0,4899,0,3347,189558,182240,0,0,118,120642,39123,0,686,21671,0,0,14560,0,7111,7318,6862,456,0,0,162876,0,0,0
1970:Q3,197496,1430,0,0,84143,2519,4147,488,3272,73717,89285,15703,73582,20,12875,487,0,817,0,0,0,8439,0,5008,0,3431,192673,184779,0,0,119,121947,39971,0,785,21957,0,0,14892,0,7065,7894,7437,457,0,0,165185,0,0,0
1970:Q4,200867,1758,0,0,84100,2142,4042,532,3306,74078,90439,16064,74375,20,14571,499,0,849,0,0,0,8631,0,5118,0,3513,195437,187611,0,0,121,123341,40960,0,823,22366,0,0,15212,0,7154,7826,7360,466,0,0,167711,0,0,0
1971:Q1,205572,1549,0,0,86101,3018,4004,539,3314,75226,90829,16296,74533,21,16889,510,0,831,0,0,0,8842,0,5206,0,3636,199467,190668,0,0,122,124823,42102,0,948,22673,0,0,15545,0,7128,8799,8332,467,0,0,170450,0,0,0
1971:Q2,207818,1482,0,0,87498,3679,3722,539,3339,76219,91040,16531,74509,21,17425,522,0,763,0,0,0,9067,0,5282,0,3785,202412,193958,0,0,122,126389,43385,0,815,23247,0,0,15864,0,7383,8454,7984,470,0,0,173397,0,0,0
1971:Q3,211379,1507,0,0,89247,4078,3751,613,3366,77439,91563,16812,74751,22,18539,534,0,677,0,0,0,9290,0,5356,0,3934,206953,197404,0,0,123,128000,44749,0,895,23637,0,0,16183,0,7454,9549,9077,472,0,0,176464,0,0,0
1971:Q4,215116,1763,0,0,90117,2770,3828,627,3363,79529,92561,17065,75496,22,20007,547,0,600,0,0,0,9499,0,5436,0,4063,210529,200931,0,0,137,129621,46131,0,796,24246,0,0,16511,0,7735,9598,9071,527,0,0,179566,0,0,0
1972:Q1,219621,1164,0,0,92829,3952,3990,716,3351,80820,92665,17267,75398,23,22123,559,0,526,0,0,0,9732,0,5556,0,4176,214849,204663,0,0,138,131260,47585,0,940,24740,0,0,16867,0,7873,10186,9657,529,0,0,182763,0,0,0
1972:Q2,222176,1328,0,0,94143,3564,3722,699,3351,82807,92926,17522,75404,23,22773,572,0,435,0,0,0,9976,0,5701,0,4275,218103,208701,0,0,138,132927,49169,0,739,25728,0,0,17238,0,8490,9402,8871,531,0,0,186119,0,0,0
1972:Q3,226751,1422,0,0,96936,4799,3875,750,3362,84150,93359,17771,75588,24,23848,585,0,357,0,0,0,10220,0,5849,0,4371,224124,212680,0,0,138,134620,50718,0,835,26369,0,0,17620,0,8749,11444,10911,533,0,0,189471,0,0,0
1972:Q4,232264,1981,0,0,97413,2981,3827,735,3367,86503,94951,18003,76948,24,26528,599,0,317,0,0,0,10451,0,5976,0,4475,229755,216227,0,0,156,136343,52063,0,811,26854,0,0,18012,0,8842,13528,12927,601,0,0,192657,0,0,0
1973:Q1,235243,1524,0,0,100836,5237,3824,764,3332,87679,95450,18284,77166,25,25801,613,0,321,0,0,0,10673,0,6087,0,4586,231149,220015,0,0,157,138104,53212,0,993,27549,0,0,18415,0,9134,11134,10532,602,0,0,195694,0,0,0
1973:Q2,236741,1501,0,0,101842,4479,3572,815,3374,89602,96695,18713,77982,25,24798,628,0,366,0,0,0,10886,0,6185,0,4701,232360,223342,0,0,158,139911,54172,0,786,28315,0,0,18832,0,9483,9018,8409,609,0,0,198596,0,0,0
1973:Q3,243498,1435,0,0,103134,4100,3466,909,3396,91263,98784,19597,79187,26,27955,642,0,425,0,0,0,11097,0,6278,0,4819,238087,226539,0,0,160,141728,55084,0,873,28694,0,0,19255,0,9439,11548,10933,615,0,0,201465,0,0,0
1973:Q4,244626,2070,0,0,103077,3004,3444,884,3412,92333,101568,20199,81369,27,25448,656,0,470,0,0,0,11310,0,6376,0,4934,239733,229933,0,0,183,143515,56089,0,847,29299,0,0,19681,0,9618,9800,9095,705,0,0,204396,0,0,0
1974:Q1,250251,1493,0,0,106234,4414,3596,932,3485,93807,102823,20643,82180,27,26889,672,0,512,0,0,0,11601,0,6530,0,5071,242016,233236,0,0,185,145264,57019,0,1024,29744,0,0,20095,0,9649,8780,8069,711,0,0,207233,0,0,0
1974:Q2,251210,1451,0,0,106953,3882,3349,937,3577,95208,104530,21305,83225,28,25073,687,0,560,0,0,0,11928,0,6715,0,5213,242974,236260,0,0,171,146969,57733,0,809,30578,0,0,20500,0,10078,6714,6055,659,0,0,209822,0,0,0
1974:Q3,248362,1502,0,0,107782,3874,3327,989,3618,95974,106602,22175,84427,28,18863,704,0,603,0,0,0,12278,0,6908,0,5370,244426,239577,0,0,158,148697,58695,0,885,31142,0,0,20915,0,10227,4849,4243,606,0,0,212686,0,0,0
1974:Q4,254866,1998,0,0,108467,4070,3372,1065,3667,96293,109096,22862,86234,29,21291,720,0,628,0,0,0,12637,0,7086,0,5551,249032,243759,0,0,123,150519,60372,0,835,31910,0,0,21351,0,10559,5273,4799,474,0,0,216353,0,0,0
1975:Q1,263970,1613,0,0,111577,4682,3585,1110,3696,98504,110572,23326,87246,30,25778,736,0,635,0,0,0,13029,0,7258,0,5771,255284,248693,0,0,131,152422,62694,0,990,32456,0,0,21814,0,10642,6591,6086,505,0,0,220745,0,0,0
1975:Q2,271378,1546,0,0,113551,4768,3712,1179,3783,100109,111675,23708,87967,30,29722,754,0,626,0,0,0,13474,0,7431,0,6043,261562,254264,0,0,139,154392,65593,0,757,33383,0,0,22309,0,11074,7298,6762,536,0,0,225786,0,0,0
1975:Q3,272395,1294,0,0,117518,6394,3821,1282,4165,101856,112430,24099,88331,31,25842,771,0,611,0,0,0,13898,0,7596,0,6302,266092,260356,0,0,147,156412,68877,0,812,34108,0,0,22803,0,11305,5736,5169,567,0,0,231256,0,0,0
1975:Q4,279488,1924,0,0,120829,4813,4736,1419,4508,105353,113635,24467,89168,32,27450,788,0,600,0,0,0,14230,0,7744,0,6486,272836,266848,0,0,155,158463,72349,0,745,35136,0,0,23261,0,11875,5988,5391,597,0,0,236927,0,0,0
1976:Q1,289429,1295,155,0,126227,5247,5072,1642,5014,109252,114190,24763,89427,33,31541,806,0,594,0,0,0,14588,0,7902,0,6686,280331,273663,0,0,167,160550,76120,0,938,35888,0,0,23818,0,12070,6668,6028,640,0,0,242944,0,0,0
1976:Q2,295337,1420,89,0,130501,6053,4956,1648,5196,112648,114842,25136,89706,33,32124,826,0,587,0,0,0,14915,0,8045,0,6870,287670,281096,0,0,178,162676,80343,0,735,37164,0,0,24394,0,12770,6574,5890,684,0,0,249452,0,0,0
1976:Q3,302565,1081,99,0,136153,6264,5419,2090,5406,116974,115696,25494,90202,34,32833,845,0,581,0,0,0,15243,0,8196,0,7047,295773,288646,0,0,189,164844,84666,0,863,38084,0,0,24972,0,13112,7127,6399,728,0,0,256099,0,0,0
1976:Q4,310851,1697,305,0,140700,5224,5368,2318,5594,122196,117389,25834,91555,35,33685,864,0,576,0,0,0,15600,0,8375,0,7225,303272,295812,0,0,201,167059,88740,0,878,38934,0,0,25543,0,13391,7460,6689,771,0,0,262542,0,0,0
1977:Q1,315973,956,490,0,146941,6724,5542,2547,5712,126416,118092,26248,91844,36,31835,884,0,578,0,0,0,16161,0,8582,0,7579,310082,302913,0,0,212,169307,92446,0,956,39992,0,0,26271,0,13721,7169,6354,815,0,0,268775,0,0,0
1977:Q2,324362,1119,329,0,152135,6985,5337,2685,5805,131323,119643,26709,92934,37,32878,904,0,584,0,0,0,16733,0,8818,0,7915,317391,309795,0,0,217,171572,95847,0,1060,41099,0,0,27088,0,14011,7596,6763,833,0,0,274791,0,0,0
1977:Q3,331055,1232,324,0,157493,7927,5719,3040,6030,134777,121311,27141,94170,37,31839,926,0,592,0,0,0,17301,0,9060,0,8241,324776,316864,0,0,221,173908,99313,0,1171,42251,0,0,27925,0,14326,7912,7060,852,0,0,280958,0,0,0
1977:Q4,339576,1883,396,0,161167,4896,5315,4002,6051,140903,124405,27556,96849,38,32299,947,0,600,0,0,0,17841,0,9284,0,8557,332260,324527,0,0,220,176369,103217,0,1268,43453,0,0,28714,0,14739,7733,6887,846,0,0,287646,0,0,0
1978:Q1,347418,1123,481,0,168776,7784,5075,4605,6002,145310,125929,28007,97922,40,31190,979,0,605,0,0,0,18295,0,9534,0,8761,340179,332625,0,0,225,178972,107458,0,1360,44610,0,0,29515,0,15095,7554,6690,864,0,0,294808,0,0,0
1978:Q2,358384,1285,429,0,173710,7462,4924,4895,5943,150486,128478,28616,99862,41,34051,1013,0,606,0,0,0,18771,0,9790,0,8981,347884,341152,0,0,238,181734,111959,0,1457,45764,0,0,30318,0,15446,6732,5819,913,0,0,302392,0,0,0
