1951:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1999:Q4,-9989,335612,-345601,-9989,60363,-7084,1204,32048,-34975,-82664,47689,-3624,8032,668,-4552,-12052,-3796,-8256,-10212,4,-10216,2284,-604,2888,-124,0,-124,-23864,9904,74411,-64508,-22048,0,-22048,-4800,0,11020,24,29228,31860,0,-73288,-14020,-59268,42247
2000:Q1,-205502,64880,-270382,-205502,-219373,9844,1984,23388,77633,82084,-4451,-9376,-19056,-1240,-1024,-4932,4048,-8980,-5992,8,-6000,-9356,-9920,564,-160,0,-160,-7696,-21384,-4513,-16871,-11232,0,-11232,152,0,-23168,16,30903,-31704,104,16166,19396,-3230,6484
2000:Q2,-420965,-493440,72475,-420965,-287491,8388,984,18872,23148,-16984,40132,-35928,-21536,-528,-2104,-8640,416,-9056,-7100,4,-7104,-5536,-7904,2368,-36,0,-36,-8056,-34344,-49074,14730,6736,0,6736,-160,0,-17968,296,54318,604,0,-104883,-26746,-78138,18970
2000:Q3,-295525,-55016,-240509,-295525,-255238,-3348,3984,23588,49253,-33744,82997,-26052,27392,-560,-1080,-6152,432,-6584,-5936,4,-5940,-7140,-17020,9880,56,0,56,-37660,-5512,26473,-31985,24584,0,24584,-36,0,33456,56,-163,112,0,-109129,-32781,-76348,14731
2000:Q4,-183259,122724,-305983,-183259,-3813,-20144,4980,18580,-15075,-22460,7385,-74148,11304,-1680,-1368,-6888,1636,-8524,-7540,4,-7544,-15276,-11848,-3428,252,0,252,-25656,8560,8623,-63,10024,0,10024,-3608,0,9996,120,23802,-1064,8260,-102877,8815,-111692,-31002
2001:Q1,-4839,260708,-265547,-4839,-144677,-7988,4668,21044,52458,22012,30446,-86717,15544,-2592,-828,-6416,-6100,-316,-3784,4,-3788,24072,17860,6212,1096,0,1096,-6860,18236,50226,-31990,-7760,0,-7760,-3728,0,-5484,-512,126799,-12,3012,5590,-30160,35750,138620
2001:Q2,-424352,-367952,-56400,-424352,-383481,-180,3668,31028,46178,-12472,58650,-1790,17108,-484,-5668,-104,-480,376,-4336,8,-4344,-23180,-4260,-18920,328,0,328,23144,30664,-16463,47127,3988,0,3988,408,0,1560,0,-21027,388,1988,-144553,-32532,-112020,52782
2001:Q3,269578,459248,-189670,269578,167453,3204,664,13936,15844,-24088,39932,-3299,25608,1512,-632,2276,3208,-932,-4096,4,-4100,-2624,-5364,2740,1352,0,1352,-65260,87532,66801,20731,-57112,0,-57112,-12,0,1200,0,57903,-344,-3184,27657,65474,-37818,-2881
2001:Q4,143654,305432,-161778,143654,-87547,-48,1668,31044,45408,27880,17528,-23249,-19056,-992,4280,4424,2952,1472,18204,480,17724,-27932,-9648,-18284,-344,0,-344,-46856,57656,58824,-1168,30044,0,30044,3584,0,4128,216,-51883,1432,10880,188593,43258,145336,50483
2002:Q1,13174,92656,-79482,13174,-97636,15248,8,18408,106957,41160,65797,35567,-39100,3328,860,10784,444,10340,32248,7696,24552,18560,-6148,24708,-68,0,-68,32744,-15893,6603,-22496,9344,0,9344,-7104,0,17744,2640,-170073,304,600,37705,-15827,53532,33513
2002:Q2,367110,-47756,414866,367110,-101046,17900,8,18156,64526,17076,47450,39592,46636,-3540,148,11036,2228,8808,26444,7916,18528,-11052,-10476,-576,332,0,332,-57416,-16041,-3869,-12172,-7860,0,-7860,-740,0,10344,44,203160,1840,3564,121076,124002,-2926,46705
2002:Q3,342362,183124,159238,342362,-31068,12848,8,14152,59775,22308,37467,5947,37048,-228,-3736,15320,10488,4832,35904,10216,25688,-7264,-11104,3840,1120,0,1120,-39224,-6761,390,-7151,32416,0,32416,-12,8396,17560,212,-106167,-1308,-136,297560,70942,226618,45332
2002:Q4,241049,82084,158965,241049,-237637,12012,8,29236,79666,97888,-18222,29758,6892,1732,3772,22268,8568,13700,37184,1396,35788,-18140,-23064,4924,812,0,812,-20888,53556,64264,-10708,12676,0,12676,-3260,-488,2816,140,37053,-488,5236,187135,23607,163528,37127
2003:Q1,179299,265108,-85809,179299,-43720,12684,2056,-440,61290,24096,37194,-29834,15232,524,176,6484,4644,1840,2024,5240,-3216,30880,25140,5740,984,0,984,19232,23726,12583,11144,34744,0,34744,324,-1800,-1892,1096,-46711,-532,-56,92828,12707,80121,-192697
2003:Q2,632748,-109056,741804,632748,-8792,8200,2056,-896,46513,25036,21477,-25894,-40,1404,4708,16184,15528,656,-7184,-2528,-4656,19176,24588,-5412,8,0,8,44492,21995,5954,16041,19224,0,19224,468,-1040,884,3900,86046,4804,616,395917,69892,326025,226777
2003:Q3,331469,-38232,369701,331469,12180,-4880,2056,48048,19231,10272,8959,35060,-18500,1460,2944,14064,11304,2760,-4356,4240,-8596,-12388,-11560,-828,3172,4552,-1380,-46868,-44248,-13124,-31124,-4088,0,-4088,1116,1976,-6040,1556,-32402,2564,236,359576,8000,351577,124595
2003:Q4,344948,42288,302660,344948,55211,-6660,2056,68968,22001,13200,8801,61205,-25840,572,-1936,19600,11744,7856,-25572,-16868,-8704,19164,19216,-52,348,428,-80,-5392,-46993,-51281,4288,15552,0,15552,568,1228,-42020,-1452,-18928,-1060,-2896,257223,-2594,259817,45325
2004:Q1,267139,224688,42451,267139,-108781,4940,5300,26760,47721,6824,40897,-1170,12512,1264,212,13760,6876,6884,6020,-1312,7332,-12084,-12356,272,-304,52,-356,1796,-31332,-13906,-17426,-72724,0,-72724,5144,3596,-1652,4888,-143801,-2328,-88,507489,38223,469267,-12278
2004:Q2,599026,-152724,751750,599026,-93308,-3668,5300,28044,57395,31024,26371,-2658,-12208,3616,3720,10384,3676,6708,-928,-7392,6464,3852,1224,2628,-168,208,-376,-9228,-46669,-5992,-40678,128320,0,128320,2508,2972,2700,3812,-97569,1048,-3128,614887,129153,485734,81873
2004:Q3,327262,58760,268502,327262,-153147,-8512,5300,73368,51389,18036,33353,-58690,3588,-1932,-5292,28404,24428,3976,2320,-3968,6288,-8960,-13300,4340,-2572,-2840,268,25072,-24422,-14933,-9489,13684,0,13684,852,1468,-2800,4140,139639,-3444,-1732,249541,60054,189487,41469
2004:Q4,270949,158960,111989,270949,294759,8536,5300,-55032,48111,16664,31447,-29797,-26640,2476,1408,24252,20304,3948,-2472,-7980,5508,-2344,-3332,988,-2276,-3796,1520,45284,-16352,-29285,12932,13440,0,13440,640,3216,-656,9024,-145761,1688,-1488,95634,-79606,175240,38372
2005:Q1,262670,218304,44366,262670,-440929,60864,5980,30256,30008,140,29868,46875,17792,792,-2444,6016,5508,508,14484,3604,10880,5368,3588,1780,16,-4,20,63148,15058,-2415,17474,22856,0,22856,736,9332,692,17680,69940,-1592,1140,288601,-106565,395165,146171
2005:Q2,254455,-542968,797423,254455,-59270,14796,5980,44880,32454,8040,24414,-25678,-19284,-2148,280,-8544,-2628,-5916,14544,-672,15216,3516,3304,212,228,-24,252,1772,-7069,-13451,6382,-8460,0,-8460,1440,2096,-1856,17880,-2273,3172,-436,246435,35108,211327,174914
2005:Q3,92030,-38800,130830,92030,-217969,-17780,5980,138328,37662,18972,18690,-23568,708,-648,-1964,8532,5524,3008,16972,1672,15300,5392,1668,3724,1464,1348,116,-42056,-27165,-41313,14148,48292,0,48292,-1024,4512,980,23548,-43173,116,364,174528,-105183,279711,128926
2005:Q4,283374,201512,81862,283374,-12332,14532,5980,23964,5460,6048,-588,-22093,1256,2400,-864,-3876,2104,-5980,13724,-552,14276,-1496,-2852,1356,380,60,320,23508,-39324,1900,-41224,30556,0,30556,-124,3340,1020,25668,-61918,-5156,7772,270997,-59120,330117,46633
2006:Q1,361010,313340,47670,361010,123396,-8428,156,-14944,112907,16400,96507,11051,-15200,396,1056,-1956,-12504,10548,-1820,416,-2236,7176,5932,1244,168,188,-20,-27620,38533,43460,-4927,6144,0,6144,-1648,1376,1464,22672,38194,6216,-28,61748,23523,38226,64240
2006:Q2,215605,-500932,716537,215605,-74714,-20520,156,72116,17585,0,17585,33808,11796,-1232,-1120,-8936,-16952,8016,-3016,-496,-2520,7176,5932,1244,-72,-28,-44,-3984,24843,-5431,30273,-18352,0,-18352,1660,7072,1292,21208,-84514,56,-192,233490,66494,166996,99261
2006:Q3,-34493,-21316,-13177,-34493,-212854,-344,156,40236,-10037,6596,-16633,-69344,11540,-1712,300,8436,3980,4456,-2936,1456,-4392,7176,5932,1244,-424,-688,264,4608,-52616,-54445,1829,6148,0,6148,80,1104,852,29272,95645,-1464,212,111473,-90912,202385,51439
2006:Q4,75890,129192,-53302,75890,-185636,2676,156,82044,18345,0,18345,33425,-12328,1556,-1880,14464,9772,4692,-20056,520,-20576,7176,5932,1244,564,192,372,16396,-34392,-9568,-24824,23376,0,23376,852,3932,1104,21676,-103361,972,10204,194625,-44693,239318,44944
2007:Q1,309502,158218,151284,309502,-196815,-25184,3008,87656,7944,0,7944,1574,17820,-2160,-1816,-31016,-14488,-16528,-16256,-3224,-13032,3088,788,2300,276,44,232,-45396,131225,81271,49954,26988,0,26988,-804,3244,1116,31628,54439,-7200,1620,264522,81348,183174,178071
2007:Q2,-18595,-159586,140991,-18595,-160671,-24192,3008,-13556,38484,0,38484,24144,-31956,56,1052,-43680,-29868,-13812,-17452,-2312,-15140,3088,788,2300,192,188,4,74184,27437,-2432,29870,7080,0,7080,-2056,8704,1244,38040,-135962,328,192,183697,-43521,227218,73691
2007:Q3,168889,47196,121693,168889,-241939,23396,3008,53492,-43560,-40000,-3560,-65539,27480,-3800,5148,-42904,-17660,-25244,-14168,-3424,-10744,3088,788,2300,4340,3976,364,-23264,150964,132785,18179,-29432,0,-29432,-676,5832,852,35040,381700,-508,-1124,-58537,38618,-97154,52151
2007:Q4,324716,189271,135445,324716,181501,-2596,3008,-24120,-156084,-156712,628,62402,1088,-1508,7480,-47880,-11664,-36216,-21960,-1476,-20484,3088,788,2300,-256,-376,120,-66424,79821,88384,-8563,18036,0,18036,-3336,10876,1988,5568,-43105,25824,19880,271426,121023,150403,-5377
2008:Q1,609329,472923,136406,609329,165362,-44320,-7532,-50656,-597508,-539424,-58084,-75817,28616,-1716,-3156,-2604,2696,-5300,28816,14740,14076,-1680,-15920,14240,1184,-768,1952,-26564,553752,473254,80499,-1344,0,-1344,-924,5532,676,-2952,158217,-3012,3108,483850,226705,257145,64371
2008:Q2,281469,-45127,326595,281469,228420,6232,-7532,45420,-449572,-284980,-164592,-26882,-10132,-792,3232,1176,-10260,11436,57772,16496,41276,-1680,-15920,14240,-160,112,-272,1552,-7069,5376,-12445,-45916,0,-45916,-824,6288,1708,-17832,-133090,22144,-2556,611560,176812,434749,57260
2008:Q3,1944449,1600797,343651,1944449,362750,-13168,-7532,-43052,-8856,-13268,4412,1486,-16820,-60,-1240,-23000,-12684,-10316,-2092,8988,-11080,-1680,-15920,14240,1864,1820,44,-10444,764306,711049,53257,74240,0,74240,-1828,15924,1380,-10528,159670,7344,26140,669645,435895,233749,31610
2008:Q4,2218218,1417966,800251,2218218,788479,19800,-7532,-165184,-2824,0,-2824,6436,18756,-8,-4216,-13848,-1564,-12284,14020,36092,-22072,-1680,-15920,14240,-2412,-2316,-96,-27932,325595,210581,115013,-16860,0,-16860,-6192,1864,572,-11320,172799,-42676,91252,1081329,981836,99493,2475
2009:Q1,1641388,395599,1245789,1641388,474237,42600,-5660,652,65608,0,65608,44573,23092,-1372,-1552,29268,7288,21980,31088,10636,20452,22804,7284,15520,-500,-424,-76,23520,-217476,-185619,-31858,146264,0,146264,324,18420,19592,-14100,107636,-10368,-31552,874291,425113,449178,4543
2009:Q2,1769931,215405,1554526,1769931,-71428,3140,-5660,188520,656572,0,656572,107118,-32220,-316,16656,35452,4,35448,23524,-10156,33680,22804,7284,15520,-7264,-7492,228,42776,-82454,-82958,504,122556,0,122556,1632,15708,37968,-18760,30235,26060,-4908,662220,21469,640751,90753
2009:Q3,1546804,-59806,1606610,1546804,764197,-4220,-5660,56168,450776,0,450776,82027,88128,-316,2608,34152,4640,29512,9584,-13344,22928,22804,7284,15520,6444,5636,808,-5176,-205450,-240897,35447,120996,0,120996,884,12204,12516,-15836,-98016,-11536,-6856,236382,-71776,308158,-7370
2009:Q4,944413,-844294,1788707,944413,523310,8516,-5660,77012,29712,0,29712,38726,8840,-772,4228,22192,8468,13724,23908,-13796,37704,22804,7284,15520,4876,532,4344,20956,-200168,-149934,-50233,43856,0,43856,2076,12444,13080,-14916,-97111,6600,-44964,444868,-405098,849966,32255
2010:Q1,1651388,-97072,1748460,1651388,145976,-2352,1916,53620,468,0,468,226899,2304,1632,6196,-616,-8588,7972,29268,-3968,33236,46016,17748,28268,916,524,392,29564,-133082,-49648,-83434,202340,0,202340,2488,18372,212412,-8248,61436,-100,-5888,759851,-43801,803653,1946
2010:Q2,1804540,254417,1550123,1804540,870943,10540,1916,-91144,1136,0,1136,59247,-13560,1520,6952,-3960,-1472,-2488,15132,-4064,19196,46016,17748,28268,-7420,-8164,744,-20556,16855,3210,13644,190512,0,190512,-528,22208,28856,-20220,35999,-3128,-3008,660233,61171,599063,194335
2010:Q3,1631372,39797,1591575,1631372,119980,7512,1916,55664,138720,0,138720,116017,51520,-664,-24748,16084,7156,8928,27468,-3904,31372,46016,17748,28268,1420,-480,1900,-29456,-135797,-214816,79018,54648,0,54648,460,-744,-6920,-10400,65106,48900,-3048,1091719,36000,1055719,54128
2010:Q4,1272596,-273071,1545667,1272596,-73334,11768,1916,131876,839296,0,839296,-30010,-26364,-224,33000,2548,1720,828,12960,-2644,15604,46016,17748,28268,4936,976,3960,34000,-37759,-81438,43679,71712,60384,11328,444,3268,-53160,-14756,-136357,9744,-8532,449608,-213997,663605,-29297
2011:Q1,775208,-591785,1366993,775208,-819970,-24812,2884,7760,1275812,0,1275812,-33270,20808,4,6156,8940,5208,3732,12004,-2500,14504,36492,32032,4460,16,304,-288,19952,-81379,-163899,82520,-56744,80184,-136928,552,6892,8720,-19256,-69837,-14268,-2860,490613,-141118,631730,8870
2011:Q2,1296920,-137613,1434533,1296920,-649455,27248,-2088,-59664,1116368,0,1116368,-66711,-10032,2096,776,-2076,-3780,1704,6976,-3504,10480,36492,32032,4460,-6308,-7512,1204,30008,243242,254961,-11720,-18088,-103844,85756,-88,15268,-15904,-8236,69425,-28568,3672,612567,-25718,638285,-615244
2011:Q3,1196404,-207734,1404138,1196404,659893,-42128,-9660,-119224,180488,0,180488,-487,-21956,-2608,2604,-13936,-6080,-7856,18600,8676,9924,36492,32032,4460,-2148,-3164,1016,-95868,89700,-12443,102143,-75412,-832,-74580,-1540,17884,8536,-8652,127478,45772,13744,388831,-57608,446439,834252
2011:Q4,1065160,-60745,1125905,1065160,360880,8488,896,96016,-4856,0,-4856,-74173,9332,384,-19904,8736,12644,-3908,24152,14628,9524,36492,32032,4460,3776,304,3472,-39188,213750,-54711,268461,274552,-8188,282740,-52,4952,54052,-4568,187114,25656,-30424,-70902,-25985,-44918,-11246
2012:Q1,1306876,338191,968685,1306876,-427249,-12208,8500,41276,54120,-4,54124,37285,49908,-1604,12924,5956,-11864,17820,6368,-14316,20684,50612,27796,22816,2700,756,1944,170392,153451,163667,-10215,264408,69060,195348,1132,-1716,26424,-9044,19355,12240,-6384,848030,-32061,880091,37900
2012:Q2,1268212,217179,1051033,1268212,495992,-4764,-124,-32428,59752,0,59752,159909,-48524,1824,-2848,-9300,-1612,-7688,-19208,3040,-22248,50612,27796,22816,-3820,-6152,2332,23180,71293,43437,27856,8604,-4544,13148,-460,21004,-119072,-5320,149974,-99112,-5320,576368,70319,506049,263805
2012:Q3,947128,75294,871834,947128,-145503,4064,4672,83364,532,-73688,74220,35994,68728,-1452,3716,1132,4304,-3172,4820,-7680,12500,50612,27796,22816,208,-1460,1668,-33208,21805,-59754,81560,291552,5916,285636,760,-17980,-17908,-7924,-48188,14016,3952,629363,193672,435691,85937
2012:Q4,965220,-202592,1167812,965220,710116,1712,6280,360,121240,0,121240,43928,-1844,-1980,-5568,-8420,-4348,-4072,10700,-3088,13788,50612,27796,22816,440,180,260,21072,-193026,-48873,-144153,-175100,-2552,-172548,-148,3064,-10748,-3264,102915,-6316,-6032,305227,-176007,481234,-151210
2013:Q1,1099148,372795,726353,1099148,-261152,-25696,4244,108840,564896,0,564896,-56647,14656,-128,356,3376,6624,-3248,-16372,-9328,-7044,2488,188,2300,-1688,304,-1992,51932,46429,-24290,70719,107368,5880,101488,2116,-2632,24220,-7720,-122160,4864,13308,644250,238459,405791,129638
2013:Q2,584184,-329507,913691,584184,-326427,22792,8836,65952,587324,0,587324,-85825,-33292,-420,5900,-7636,60,-7696,-8424,-3296,-5128,2488,188,2300,-7256,-5544,-1712,7324,192606,38718,153888,-115392,-17036,-98356,488,5592,10364,380,19707,37032,17456,184614,-72677,257291,-215820
2013:Q3,779748,-174038,953786,779748,-20633,1352,3928,44912,524840,0,524840,-46161,10348,796,-1552,6184,10912,-4728,-7660,1692,-9352,2488,188,2300,-1724,-28,-1696,-14020,23837,83771,-59934,-148768,2708,-151476,-228,-120,30280,-3024,109184,-5560,7668,263381,-110550,373931,-567870
2013:Q4,761892,-12917,774809,761892,-137941,8248,5836,120520,523924,0,523924,84397,-4368,2112,-484,16304,21524,-5220,-16432,-3572,-12860,2488,188,2300,41520,37688,3832,-12376,-114628,23972,-138601,-60280,-40192,-20088,-32,-26936,-90016,5588,-210699,-332,24948,600531,37996,562535,859844
2014:Q1,814732,-50188,864920,814732,-550988,-1144,-80,22432,416184,0,416184,195333,-5956,552,4424,1780,-6348,8128,9188,-1048,10236,14196,6332,7864,-3184,-104,-3080,5156,-140454,-112816,-27638,410628,31756,378872,264,8680,22896,328,-75804,-1644,1216,480729,2826,477903,61546
2014:Q2,442348,-468718,911066,442348,-477300,5620,32,-29104,309348,0,309348,195975,-5492,-1960,2848,14828,11976,2852,10088,388,9700,14196,6332,7864,-4668,-5476,808,49468,-22422,-130258,107836,33956,-55464,89420,324,15264,-4248,800,-9802,19504,-6276,331369,-133440,464809,223668
2014:Q3,806248,56939,749309,806248,-150059,3300,2644,-44016,197380,0,197380,229440,-20284,1752,19992,12808,7796,5012,13256,2644,10612,14196,6332,7864,304,332,-28,3768,-34473,83979,-118452,278140,1480,276660,-464,5772,2484,11568,-69226,4280,49180,274506,-27784,302291,79216
2014:Q4,523340,-73517,596857,523340,207731,-1460,-1600,50332,24316,0,24316,192389,-19592,352,-20268,-3832,416,-4248,25348,4792,20556,14196,6332,7864,1520,-304,1824,-10708,-53167,-161713,108546,50508,-19188,69696,-988,23184,-5680,8628,-134772,-35616,42200,170319,102854,67465,-6938
2015:Q1,279608,-229463,509071,279608,316477,-30104,2136,62820,-22752,0,-22752,23753,-5892,508,4360,36,-5048,5084,6512,-3752,10264,-13072,-8488,-4584,440,-140,580,-98824,28339,-127210,155550,79484,-1248,80732,-360,12096,28364,2424,81341,-14632,20900,-204747,102401,-307148,-306235
2015:Q2,958288,302385,655903,958288,511,-6520,10460,60776,-10160,0,-10160,75493,11664,1544,3684,-3072,-4852,1780,4780,-4368,9148,-13072,-8488,-4584,-4616,-5068,452,53264,162474,239400,-76926,126564,4448,122116,-4,2504,620,3852,-13087,-3856,-9028,503513,97869,405645,-385796
2015:Q3,498972,-211085,710057,498972,861373,-4084,1688,-40460,-11920,0,-11920,-33321,-13364,1376,-2760,-3492,-2232,-1260,17188,3616,13572,-13072,-8488,-4584,-1864,-1332,-532,-67964,-165172,-228367,63195,222056,39240,182816,-744,58356,25412,-1188,78235,15024,24080,-446411,-108994,-337417,-483961
2015:Q4,1015700,355515,660185,1015700,146647,25628,8408,149372,-17428,0,-17428,-6897,63820,868,26812,940,-4324,5264,1700,-5836,7536,-13072,-8488,-4584,12540,10940,1600,24736,156779,44573,112205,193184,4036,189148,-704,-16244,42400,-136,-48081,1860,-55828,318396,121083,197313,1320992
2016:Q1,747912,107551,640361,747912,304643,30864,-4436,-38484,-16772,0,-16772,32344,31028,80,-5512,3704,48,3656,27708,7328,20380,22088,7468,14620,124,-228,352,-32404,233465,135113,98352,4116,-2156,6272,-600,40600,8428,-4024,119794,-1764,13472,-20548,-18904,-1644,123702
2016:Q2,663088,236113,426975,663088,207664,-46000,-3820,-31140,-11684,0,-11684,108219,33640,1228,-22716,7952,5132,2820,22480,5756,16724,22088,7468,14620,-7088,-8044,956,44956,260008,126432,133575,216224,21008,195216,-6880,-5148,-6308,-9176,24805,-4580,4964,-136599,-73999,-62600,298712
2016:Q3,800740,471231,329509,800740,-25733,16576,3464,85464,-10292,0,-10292,132760,38380,-608,352,31412,25660,5752,26908,8064,18844,22088,7468,14620,1336,100,1236,82352,457218,300639,156579,150932,29100,121832,252,2796,55448,-15128,70008,-4840,-22484,-297922,74346,-372268,103762
2016:Q4,633164,403653,229511,633164,-66481,15180,12696,134772,-14268,0,-14268,110802,-1672,3524,25732,2168,3024,-856,7828,4108,3720,22088,7468,14620,452,340,112,97420,332050,263004,69045,1452,8948,-7496,-1672,12292,7836,-5288,-99415,9640,2380,23649,-204899,228548,-40
2017:Q1,-70928,-527103,456175,-70928,-286228,-10092,5920,42048,-9928,0,-9928,26492,-22672,3036,-1612,20144,17416,2728,6356,2564,3792,46940,34868,12072,316,124,192,82688,-325138,-213453,-111684,80824,-5508,86332,160,35592,22008,-18236,88399,13756,-94836,223134,-27551,250685,-464496
2017:Q2,964168,522676,441492,964168,301173,13340,4416,-14684,-9784,0,-9784,-131427,9504,1288,-960,26824,19336,7488,2132,-652,2784,46940,34868,12072,-5840,-6192,352,87100,-9410,171643,-181053,199328,4452,194876,-28,22780,-15784,-15352,84752,26536,2308,339016,74218,264798,-272129
2017:Q3,576408,229218,347190,576408,-339763,44,6548,24832,-10624,0,-10624,-34019,-27592,-1524,-316,37284,28516,8768,5864,792,5072,46940,34868,12072,1044,-304,1348,16788,-35413,82186,-117599,250748,32032,218716,108,36144,-21560,-2364,-2316,-18324,-736,644615,57910,586705,953129
2017:Q4,747820,322626,425194,747820,157682,117248,7404,87968,-56420,0,-56420,-33918,54124,4808,5480,51920,40648,11272,-17052,-4268,-12784,46940,34868,12072,2088,168,1920,96864,-9159,174893,-184052,218532,79036,139496,224,11776,10344,3264,-101459,27528,35568,26066,32518,-6452,-645836
2018:Q1,1553596,1064197,489399,1553596,447799,-11420,6220,1588,-129304,0,-129304,50613,5700,5036,3556,-31020,-35312,4292,2284,-7840,10124,26228,14268,11960,-524,-4,-520,63868,708085,707866,219,81532,37840,43692,-68,41088,24932,5364,-47802,19076,-7596,288361,20001,268360,775710
2018:Q2,1005728,163703,842025,1005728,541272,-24928,2432,77492,-198744,0,-198744,89628,44644,1936,2300,-20408,-25288,4880,-7876,-5372,-2504,26228,14268,11960,-4404,-4464,60,34404,-132046,-225428,93382,88828,-2444,91272,0,67540,43020,4152,179161,24080,19292,147726,179494,-31768,222961
2018:Q3,928288,210639,717649,928288,671487,-29224,4676,77652,-271516,400,-271916,-13097,28032,11908,2124,6352,-2072,8424,4740,-500,5240,26228,14268,11960,-564,-876,312,-6864,-24666,-43800,19134,114764,15948,98816,76,26984,20216,15876,-11423,8004,14984,251539,-121840,373379,101966
2018:Q4,1038896,108873,930023,1038896,681738,3208,-4540,-101388,-373520,-400,-373120,222232,39404,2316,1004,76716,12288,64428,-118012,-4088,-113924,26228,14268,11960,-244,-756,512,119832,204096,107646,96449,-6192,-23012,16820,-840,99228,-27180,7140,406480,-852,-11272,-206685,96485,-303170,17734
2019:Q1,936548,304980,631568,936548,172518,28284,-2628,133168,-197984,0,-197984,20879,1760,3568,9064,-3940,12308,-16248,-23180,2316,-25496,52092,34704,17388,1512,208,1304,7548,186227,93763,92464,48916,-130468,179384,268,36424,34896,15512,-34318,-4152,-10440,460554,33665,426889,-871697
2019:Q2,907480,-248212,1155692,907480,737555,-30048,-5116,-17032,-270724,20,-270744,142578,-6328,11388,-1720,-11356,-19580,8224,-18548,2916,-21464,52092,34704,17388,-4564,-6160,1596,80080,-174335,-213142,38807,6932,-21416,28348,-128,70032,47500,8916,48769,17828,6888,216820,-193904,410725,-157514
2019:Q3,1382008,369236,1012772,1382008,-21999,-5008,-3204,-12372,6292,23804,-17512,265416,1596,-2568,332,-25504,-29608,4104,7028,-376,7404,52092,34704,17388,1036,-640,1676,-200472,681913,495274,186639,176036,3256,172780,-844,36504,47712,10256,-119211,60560,-208,426625,244257,182368,1299288
2019:Q4,1024728,-117832,1142560,1024728,-375167,33608,6508,55592,858984,650020,208964,73484,-36492,11156,12688,12592,1604,10988,8420,-2296,10716,52092,34704,17388,3692,320,3372,-17176,16331,-236835,253166,152504,-43020,195524,-1104,27444,78068,15760,-84120,12464,20784,86616,-206494,293110,185563
2020:Q1,1542228,723827,818401,1542228,-1487531,90352,-22788,11716,4077884,625492,3452392,75530,-58744,-13216,-7692,3852,38180,-34328,-7904,23764,-31668,1280,-13512,14792,-4336,-1664,-2672,-122804,863942,584451,279491,-852532,-22180,-830352,-3032,79816,8912,-4036,51862,-28348,26616,-1136572,5816,-1142387,220634
2020:Q2,11992912,10349130,1643782,11992912,-184995,81844,3540,697100,4137308,2776,4134532,859665,6404,12176,14976,24308,63972,-39664,5508,-3312,8820,1280,-13512,14792,-2208,-5732,3524,-150560,5407081,5682967,-275885,-15944,19408,-35352,792,23592,255060,-5828,138786,6028,48628,628370,1269081,-640711,593907
2020:Q3,1539108,-351299,1890407,1539108,-121309,-64804,3624,61960,1000508,1176,999332,307067,-28456,-9352,6260,21784,26036,-4252,28208,19520,8688,1280,-13512,14792,2364,-1096,3460,121416,-489864,-289403,-200461,438108,-1276,439384,456,14496,103888,-4148,-146092,-92,-28004,319810,-71008,390817,156303
2020:Q4,2194752,-535102,2729854,2194752,476482,-77700,6544,242392,1001368,460,1000908,69018,-28492,-4152,11752,-46380,-70232,23852,-1048,-14336,13288,1280,-13512,14792,4260,400,3860,169276,-407839,-380246,-27593,435716,42792,392924,328,10200,-52244,3136,-78752,34776,-31744,456576,41139,415437,88817
2021:Q1,1137616,-1408780,2546396,1137616,-1915409,-31512,6648,149664,1017780,172,1017608,406891,-32140,9224,31356,48008,11484,36524,-8316,-12984,4668,71280,36908,34372,-600,500,-1100,44708,387750,-2767,390517,477340,-26044,503384,612,45592,-74780,-6976,-375712,104132,31548,750528,-297025,1047552,-60468
2021:Q2,2466144,-918981,3385125,2466144,-383037,-24384,-3116,809736,958936,92,958844,355500,-14020,-24,40,78548,28392,50156,12368,-4300,16668,71280,36908,34372,-5360,-4708,-652,181440,-569289,-748886,179597,423184,-22152,445336,344,62828,-67148,-4576,54195,4872,-38988,562816,-188589,751405,211325
2021:Q3,183420,-2407377,2590797,183420,324106,73560,-1312,330644,1001684,-8,1001692,348186,9188,11744,15648,-2648,-23260,20612,13532,-1904,15436,71280,36908,34372,-1204,-756,-448,-8336,-2593924,-2822826,228902,250324,-5280,255604,108,51096,-17676,5236,-6200,-8384,-1908,318677,13841,304836,-885401
