1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1987:Q3,319236,23512,953,0,9124,730,2007,6387,4060,0,0,183380,0,98207,89273,8934,296996,168549,0,153608,56919,96689,0,0,14941,4776,10165,128447,128411,36
1987:Q4,316922,17408,1100,0,9347,748,2056,6543,4566,0,0,185232,0,99269,91108,8161,267797,166655,0,150601,52492,98109,0,0,16054,5589,10465,101142,101106,36
1988:Q1,318206,18851,199,0,8345,668,1836,5841,6294,0,0,184641,0,99876,91711,8165,278717,168289,0,152703,53236,99467,0,0,15586,5037,10549,110428,110392,36
1988:Q2,328222,21296,-790,0,8227,658,1810,5759,5951,0,0,192311,0,101227,93344,7883,296736,171541,0,152835,52547,100288,0,0,18706,7411,11295,125195,125158,37
1988:Q3,336519,23314,-1269,0,8446,676,1858,5912,5906,0,0,198400,0,101722,94047,7675,307423,174480,0,153750,54893,98857,45,0,20685,9393,11292,132943,132881,62
1988:Q4,338504,20387,-1518,0,9492,759,2088,6645,4339,0,0,202202,0,103602,95880,7722,301655,172003,0,150137,51877,98260,45,0,21821,10311,11510,129652,129590,62
1989:Q1,349656,24960,-686,0,9437,755,2076,6606,5779,0,0,207931,0,102235,94006,8229,320140,179350,0,158026,58391,99635,45,0,21279,9601,11678,140790,140728,62
1989:Q2,354331,21064,194,0,9337,747,2054,6536,5085,0,0,212436,0,106215,97711,8504,338864,178888,0,157584,57392,100192,45,0,21259,9225,12034,159976,159915,61
1989:Q3,355947,18072,2250,0,8950,716,1969,6265,7152,0,0,211833,0,107690,99490,8200,353403,181650,0,161207,59403,101804,45,0,20398,8638,11760,171753,171692,61
1989:Q4,358601,16375,2566,0,10714,857,2357,7500,5857,0,0,210830,0,112259,102620,9639,331233,181345,0,161047,60043,101004,45,0,20253,8092,12161,149888,149849,39
1990:Q1,360393,16618,1688,0,11553,924,2542,8087,6361,0,0,215565,0,108608,98884,9724,317549,179854,0,158940,59527,99413,45,0,20869,8478,12391,137695,137635,60
1990:Q2,354962,15088,3009,0,9459,757,2081,6621,6078,0,0,219308,0,102020,92224,9796,303993,169172,0,148213,51008,97205,45,0,20914,8369,12545,134821,134760,61
1990:Q3,351753,13921,-7063,334,8921,735,2032,6154,4706,0,0,220791,0,110143,100517,9626,257218,160441,156,135337,43795,91542,45,0,24903,13273,11630,96777,96713,64
1990:Q4,340244,16459,-11557,445,8389,562,1464,6363,5652,0,0,218294,0,102562,93282,9280,251462,148460,200,124843,35569,89274,45,0,23372,12681,10691,103002,102940,62
1991:Q1,339141,14631,-10838,683,8139,533,1606,6000,4748,0,0,221342,0,100436,91663,8773,274560,143312,47,119572,30171,89401,132,0,23561,13754,9807,131248,131185,63
1991:Q2,341334,16142,-12133,1710,8062,919,2048,5095,3677,0,0,223575,0,100301,90913,9388,288040,140486,44,116344,27353,88991,146,0,23952,14025,9927,147554,147490,64
1991:Q3,341090,15414,-12167,1872,8584,1561,1801,5222,3409,0,0,226335,0,97643,88709,8934,308275,137348,37,114275,25948,88327,139,0,22897,12991,9906,170927,170857,70
1991:Q4,344536,18143,-15457,1424,8761,1055,2457,5249,3530,0,0,228794,0,99341,90035,9306,322714,137044,41,114541,25430,89111,139,0,22323,12355,9968,185670,185610,60
1992:Q1,354301,22462,3476,687,10694,4019,1807,4868,3303,0,0,234614,0,79065,69898,9167,352419,139356,38,117436,25649,91787,134,0,21748,12032,9716,213063,213009,54
1992:Q2,360667,18678,3537,1587,10665,3981,1633,5051,2929,0,0,244642,0,78629,68084,10545,366371,135133,45,113208,24752,88456,134,0,21746,12440,9306,231238,231184,54
1992:Q3,372701,16826,3765,1446,13554,5616,2366,5572,4399,0,0,251980,0,80731,70383,10348,372671,140307,142,115003,24965,90038,129,0,25033,12822,12211,232364,232312,52
1992:Q4,379447,13353,4083,1302,14059,6264,2242,5553,3877,0,0,259684,0,83089,72750,10339,418529,140028,104,113917,22436,91481,122,0,25885,13502,12383,278501,278453,48
1993:Q1,393675,19181,5119,835,13379,5605,2277,5497,3485,0,0,269686,0,81990,70949,11041,453302,145229,93,119093,23885,95208,122,0,25921,12894,13027,308073,308023,50
1993:Q2,403164,13294,5168,982,14894,5993,2504,6397,3955,0,0,279031,0,85840,73891,11949,442347,146093,253,120869,24898,95971,115,0,24856,11431,13425,296254,296204,50
1993:Q3,412266,14991,5982,354,15608,5719,2549,7340,3493,0,0,286718,0,85120,73739,11381,463926,147139,124,122287,25480,96807,105,0,24623,10589,14034,316787,316735,52
1993:Q4,426747,13342,5081,804,16169,5500,3222,7447,2012,0,0,298465,0,90874,79358,11516,463564,149331,22,126469,27950,98519,52,0,22788,10279,12509,314233,314182,51
1994:Q1,430509,14101,5744,449,17166,6050,3489,7627,1819,0,0,300753,0,90477,78732,11745,463796,151046,124,126970,29565,97405,49,0,23903,11546,12357,312750,312698,52
1994:Q2,439262,19894,5797,745,16531,4953,3842,7736,2293,0,0,306966,0,87036,75947,11089,479449,153395,21,130201,30660,99541,48,0,23125,10895,12230,326054,326002,52
1994:Q3,448643,16699,6304,654,17347,4958,4334,8055,2138,0,0,314674,0,90827,79417,11410,471385,156122,96,133818,32944,100874,48,0,22160,10153,12007,315263,315205,58
1994:Q4,458913,18683,6400,1029,16972,4702,4964,7306,1942,0,0,316908,0,96979,85047,11932,472788,164565,63,142559,33948,108611,48,0,21895,8738,13157,308223,308161,62
1995:Q1,476089,19879,6898,724,15951,4064,4206,7681,2589,0,0,331228,0,98820,86801,12019,516311,169373,135,147694,34444,113250,49,0,21495,8380,13115,346938,346873,65
1995:Q2,491475,19468,5743,912,17458,5762,3996,7700,2312,0,0,341368,0,104214,91979,12235,566395,174336,2038,152231,34341,117890,48,0,20019,7078,12941,392059,391987,72
1995:Q3,506743,23049,6654,470,15363,3119,4253,7991,2005,0,0,352463,0,106739,94873,11866,624704,180909,72,157789,36813,120976,45,0,23003,9343,13660,443795,443717,78
1995:Q4,514698,21409,6356,804,16178,3494,4794,7890,2356,0,0,354955,0,112640,99331,13309,654300,180180,258,157195,33112,124083,45,0,22682,8460,14222,474120,474039,81
1996:Q1,522423,22041,6928,533,15285,2872,4865,7548,1980,0,0,362023,0,113633,100434,13199,706225,185431,136,163111,34992,128119,45,0,22139,7966,14173,520794,520706,88
1996:Q2,536482,19539,7859,567,16555,2842,4943,8770,2069,0,0,372792,0,117101,103389,13712,710877,189765,137,167123,37521,129602,75,0,22430,7944,14486,521112,520993,119
1996:Q3,541585,20551,8734,334,17670,3396,4835,9439,2221,0,0,378361,0,113714,100275,13439,763340,190474,59,166220,34672,131548,75,0,24120,8968,15152,572866,572658,208
1996:Q4,563124,25330,12084,944,19873,4106,5029,10738,2564,0,0,384575,0,117754,102757,14997,904542,204427,752,165690,30740,134950,75,0,37910,20369,17541,700115,699891,224
1997:Q1,570298,19620,8157,551,20833,3649,4643,12541,2161,0,0,396904,0,122072,107003,15069,942181,211452,568,165783,32197,133586,80,0,45021,28455,16566,730729,730583,146
1997:Q2,593941,23256,7179,599,22195,2961,5327,13907,2152,0,0,412320,0,126240,110259,15981,1063842,224696,473,173877,33937,139940,80,0,50266,33298,16968,839146,838982,164
1997:Q3,611488,25096,6147,686,21214,2744,4451,14019,1886,0,0,424432,0,132027,116516,15511,1188738,234009,584,180176,34542,145634,81,0,53168,35514,17654,954729,954517,212
1997:Q4,628230,24888,3042,1526,25407,4042,5604,15761,2538,0,0,427120,0,143709,126378,17331,1302694,244205,1327,184907,37609,147298,95,0,57876,39129,18747,1058489,1058211,278
1998:Q1,661075,24328,7048,469,29069,2285,8754,18030,2716,0,0,441534,0,155911,137306,18605,1436728,262299,1388,197449,41826,155623,89,0,63373,44500,18873,1174429,1173958,471
1998:Q2,691188,23295,9425,4416,24856,1701,5893,17262,2461,0,0,456869,0,169866,149707,20159,1459320,279054,5046,209468,48001,161467,86,0,64454,45724,18730,1180266,1179821,445
1998:Q3,706597,21221,7845,329,26409,984,6528,18897,2473,0,0,467405,0,180915,159366,21549,1221720,288810,4756,217840,49965,167875,92,0,66122,46687,19435,932910,932477,433
1998:Q4,746290,24158,9265,5882,22693,928,6741,15024,4268,0,0,501107,0,178917,155029,23888,1420947,295857,6141,219936,45421,174515,107,0,69673,48000,21673,1125090,1124725,365
1999:Q1,761610,20917,14597,4158,21728,1164,6206,14358,3742,0,0,511649,0,184819,162520,22299,1443472,305721,4372,230366,46431,183935,119,0,70864,50757,20107,1137751,1137729,22
1999:Q2,776066,18687,16583,4482,21191,1174,4206,15811,4358,0,0,512361,0,198404,170249,28155,1529827,318110,4529,237352,48863,188489,131,0,76098,53973,22125,1211717,1208852,2865
1999:Q3,781408,19547,26128,5320,20786,896,4035,15855,1659,0,0,517342,0,190626,162943,27683,1354914,325283,5086,242036,45569,196467,129,0,78032,55696,22336,1029631,1026013,3618
1999:Q4,808390,33755,21567,6926,30353,8861,5409,16083,2700,0,0,530835,0,182254,152805,29449,1392342,351033,7354,253649,54501,199148,145,0,89885,59175,30710,1041309,1037814,3495
2000:Q1,811862,24371,21963,4805,20512,935,4819,14758,1984,0,0,549224,0,189003,156668,32335,1383683,344063,5441,261807,50776,211031,141,0,76674,55418,21256,1039620,1036003,3617
2000:Q2,830688,23098,29141,4286,19230,1086,5046,13098,4120,0,0,559673,0,191140,157729,33411,1369421,356147,5387,271142,52452,218690,144,0,79474,56594,22880,1013274,1009817,3457
2000:Q3,871007,27609,32197,4192,19827,1114,5158,13555,1872,0,0,586297,0,199013,164416,34597,1590471,372797,5184,242985,54141,188844,145,0,124483,100576,23907,1217674,1214106,3568
2000:Q4,905907,32151,35612,6022,19114,848,4878,13388,1754,0,0,604731,0,206523,171319,35204,1629393,384383,5848,250455,55721,194734,143,0,127937,103966,23971,1245010,1241626,3384
2001:Q1,963398,37335,24282,5091,19864,845,5340,13679,2830,0,0,643483,0,230513,189876,40637,1634489,409215,5644,273912,63357,210555,139,0,129520,106642,22878,1225274,1221822,3452
2001:Q2,988416,43035,20676,5071,19213,942,5142,13129,2757,0,0,662345,0,235319,195938,39381,1763145,416125,5743,261338,62655,198683,129,0,148915,124724,24191,1347020,1344020,3000
2001:Q3,1022415,38335,27235,5266,18879,856,5070,12953,2736,0,0,686833,0,243131,200596,42535,1620752,430605,6121,263257,62405,200852,128,0,161099,136370,24729,1190147,1187695,2452
2001:Q4,1013370,40994,26275,6165,22972,1214,6289,15469,2045,0,0,692204,0,222715,181039,41676,1723389,425259,4882,256532,50609,205923,136,0,163709,137248,26461,1298130,1296640,1490
2002:Q1,1029210,41583,28538,3981,25813,1290,10286,14237,2183,0,0,699052,0,228060,183059,45001,1798160,434472,4917,250053,56463,193590,133,0,179369,153039,26330,1363688,1362036,1652
2002:Q2,1045538,39820,32484,5301,26344,1750,11603,12991,2186,0,0,717599,0,221804,174333,47471,1721269,432633,6263,248923,43445,205478,127,0,177320,149169,28151,1288636,1287606,1030
2002:Q3,1063373,35614,35812,4096,25907,1423,11021,13463,2224,0,0,733009,0,226711,176798,49913,1515973,438877,5314,253248,46591,206657,115,0,180200,150922,29278,1077096,1075901,1195
2002:Q4,1099761,42359,33856,5510,25139,1301,10836,13002,2969,0,0,756681,0,233247,180590,52657,1586370,457592,6629,268115,48311,219804,115,0,182733,147630,35103,1128778,1127957,821
2003:Q1,1138999,32799,46729,6657,30602,1168,11659,17775,2707,0,0,773685,0,245820,189675,56145,1548798,476113,12773,323031,44555,278476,113,0,140196,107021,33175,1072685,1072041,644
2003:Q2,1190321,37392,42846,7770,36466,2369,11050,23047,6760,0,0,799108,0,259979,203511,56468,1777132,499671,16489,341903,39581,302322,197,0,141082,110108,30974,1277461,1276768,693
2003:Q3,1197168,35983,41257,6676,29575,3010,12313,14252,6943,0,0,807772,0,268962,207551,61411,1822597,500302,8801,346612,40898,305714,228,0,144661,106313,38348,1322295,1321017,1278
2003:Q4,1229896,37957,51161,6056,28819,2745,11750,14324,7953,0,0,820875,0,277075,214561,62514,1996329,519458,8086,362965,42278,320687,223,0,148184,111350,36834,1476871,1475589,1282
2004:Q1,1301769,42768,64221,9622,28841,2163,12639,14039,8195,0,0,862923,0,285199,220076,65123,2067509,555114,10770,390324,57089,333235,222,0,153798,115649,38149,1512395,1508584,3811
2004:Q2,1328668,39076,64431,1867,29023,2425,13013,13585,7484,0,0,902387,0,284400,217478,66922,2024803,551128,3248,379975,51710,328265,216,0,167689,129051,38638,1473675,1467353,6322
2004:Q3,1442483,33906,85397,2863,29355,1564,14462,13329,7895,0,0,997019,0,286048,221205,64843,2068964,578018,4064,401877,52081,349796,186,0,171891,133071,38820,1490946,1484408,6538
2004:Q4,1492112,36912,81465,2127,31294,1986,13650,15658,5466,0,0,1042207,0,292641,226233,66408,2197067,581450,2930,398781,53112,345669,186,0,179553,143732,35821,1615617,1607628,7989
2005:Q1,1506117,50807,70056,9583,30104,1588,13695,14821,4252,0,0,1060344,0,280971,213073,67898,2105602,607255,9964,407559,59810,347749,167,0,189565,153398,36167,1498347,1490139,8208
2005:Q2,1564210,55084,72792,10078,38732,2381,12918,23433,3585,0,0,1088667,0,295272,225520,69752,2172732,634603,12157,419616,57915,361701,739,0,202091,164261,37830,1538129,1529615,8514
2005:Q3,1582786,50693,75032,11175,27038,2410,11634,12994,3865,0,0,1098312,0,316671,243305,73366,2152418,646037,12609,429645,63307,366338,682,0,203101,163034,40067,1506381,1497955,8426
2005:Q4,1626912,54692,68939,8568,24314,1121,11284,11909,8215,0,0,1131949,0,330235,253788,76447,2247913,661143,9138,440011,57143,382868,1311,0,210683,169578,41105,1586770,1579465,7305
2006:Q1,1632839,60227,69226,10661,26423,2675,12030,11718,7774,0,0,1123102,15517,319909,257309,62600,2313583,681559,10603,455363,58712,396651,1307,0,214286,172073,42213,1632024,1624693,7331
2006:Q2,1710529,64572,75396,10965,28464,2689,13403,12372,4519,0,0,1175942,14798,335873,271154,64719,2368602,719600,10630,497206,74398,422808,1334,0,210430,167313,43117,1649002,1641168,7834
2006:Q3,1768282,68604,75586,13701,29981,2323,12832,14826,4608,0,0,1219349,15121,341332,279032,62300,2485907,741032,13032,508643,75138,433505,1322,0,218035,174756,43279,1744875,1737007,7868
2006:Q4,1859368,66722,84367,9719,31127,2566,11447,17114,5573,0,0,1276756,15160,369944,303939,66005,2613522,786644,10253,539047,81730,457317,1320,0,236024,187297,48727,1826878,1818596,8282
2007:Q1,1864856,68889,86532,10221,28611,766,12863,14982,3914,0,0,1281072,15129,370488,295813,74675,2541089,795947,10609,557771,86019,471752,1378,0,226189,180403,45786,1745142,1736870,8272
2007:Q2,1922199,77849,87207,8314,27105,848,11891,14366,4133,0,0,1303093,15597,398901,324199,74702,2550884,845216,8804,599130,90345,508785,1808,0,235474,187612,47862,1705668,1697969,7699
2007:Q3,2008363,96152,81817,6976,32090,721,13041,18328,4572,0,0,1357669,19773,409314,340808,68506,2530386,896744,7645,631243,102141,529102,1827,0,256029,206015,50014,1633642,1625981,7661
2007:Q4,2051998,107350,65758,6999,53618,7177,10034,36407,6276,0,0,1369010,20450,422537,356184,66353,2308146,959256,7735,659051,116712,542339,1763,0,290707,240933,49774,1348890,1342186,6704
2008:Q1,2113935,120641,61124,5164,55055,6424,13160,35471,5881,0,0,1385571,20163,460336,384491,75845,2208123,989034,5721,686088,115762,570326,1758,0,295467,249991,45476,1219089,1210682,8407
2008:Q2,2246883,150272,93180,5609,78243,11960,28573,37710,7045,0,0,1377489,16720,518325,437364,80961,2051449,1106626,5993,735379,130322,605057,1737,0,363517,310185,53332,944823,935988,8835
2008:Q3,2178727,117246,92883,5083,69857,13796,16803,39258,6359,0,0,1365773,17277,504249,433210,71039,2331609,1060450,4912,699194,115851,583343,1734,0,354610,306406,48204,1271159,1263615,7544
2008:Q4,2324364,172290,83665,326,65403,3127,26069,36207,8241,0,0,1363555,19289,611595,536671,74924,2169020,1127315,713,664312,77705,586607,1747,0,460543,408042,52501,1041705,1035655,6050
2009:Q1,3160511,153422,185688,28727,54596,565,21782,32249,16681,9886,132497,1525498,20974,1032542,902396,130146,2536757,1697428,696,1177700,56148,1121552,2747,0,516285,424985,91300,839329,832813,6516
2009:Q2,3183015,167658,176276,34627,59284,7080,22502,29702,15910,10948,166954,1532453,20630,998275,867525,130750,2757663,1704208,813,1178841,51880,1126961,4436,0,520118,426255,93863,1053455,1046244,7211
2009:Q3,3230741,188010,160598,39794,60005,4196,22467,33342,16194,11832,207875,1579194,21404,945835,817337,128498,3111923,1732954,621,1185725,55614,1130111,2254,0,544354,454549,89805,1378969,1370619,8350
2009:Q4,3192638,176711,121372,48455,61499,5846,24441,31212,14604,12368,225275,1563693,21352,947309,803523,143786,2910479,1680632,553,1157773,60786,1096987,2350,0,519956,417402,102554,1229847,1221500,8347
2010:Q1,3173849,178157,142948,52654,62280,5821,22669,33790,16998,10717,230289,1566972,22035,890799,751825,138974,3066553,1658854,1002,1147763,73973,1073790,2355,0,507734,409593,98141,1407699,1405843,1856
2010:Q2,3183253,167625,156305,59999,44749,5039,22212,17498,18406,9883,203095,1616274,24347,882570,745314,137256,2848957,1636244,1264,1099542,63721,1035821,2485,0,532953,436009,96944,1212713,1208305,4408
2010:Q3,3289621,176224,156262,69328,89837,17264,30227,42346,18484,9628,236548,1604415,24690,904205,769827,134378,2948026,1727502,2324,1174127,64386,1109741,3745,0,547306,444163,103143,1220524,1215723,4801
2010:Q4,3217929,184100,158380,49966,79399,19700,21178,38521,19320,10292,251992,1579088,25105,860287,722924,137363,3056402,1668405,795,1150286,64767,1085519,3534,0,513790,414422,99368,1387997,1384918,3079
2011:Q1,3278701,175987,168781,58917,79067,16133,22331,40603,27333,9641,254263,1603404,25149,876159,729149,147010,3109567,1694466,1118,1156677,73651,1083026,3044,0,533627,429049,104578,1415101,1412522,2579
2011:Q2,3315306,161925,190531,61956,81337,8991,31629,40717,24647,9489,240499,1640751,25024,879147,727245,151902,3012002,1704910,1313,1202500,76958,1125542,2975,0,498122,390980,107142,1307092,1304544,2548
2011:Q3,3320522,169885,188122,52887,85938,20434,43415,22089,25254,8425,186776,1720363,26492,856380,713479,142901,2641854,1676328,1188,1180693,71721,1108972,3712,0,490735,382914,107821,965526,963068,2458
2011:Q4,3263569,146409,201951,50646,78434,26848,33243,18343,22899,8279,184108,1681313,27552,861979,721903,140076,2663297,1611106,1216,1160753,75876,1084877,3687,0,445450,334185,111265,1052191,1048547,3644
2012:Q1,3976459,125789,253829,201,134905,31423,36247,67235,53066,9681,201642,1994193,33685,1169468,765195,404273,3811128,1940446,1138,1277137,87182,1189955,3287,0,658884,301126,357758,1870682,1865301,5381
2012:Q2,3924872,108300,285891,232,99464,7296,20074,72094,53043,9870,186978,2044090,34751,1102253,731221,371032,3580595,1849904,1052,1197205,87018,1110187,3177,0,648470,298555,349915,1730691,1725904,4787
2012:Q3,4129906,103623,284493,392,107404,10776,20946,75682,107899,9888,200656,2208749,36202,1070600,828062,242538,3572983,2118680,1171,1411584,116963,1294621,2677,0,703248,444023,259225,1454303,1450170,4133
2012:Q4,4202526,70459,299544,10267,100961,7953,22300,70708,105333,9899,206456,2168840,34876,1195891,950636,245255,3674112,2159512,49,1401424,116436,1284988,2679,0,755360,500838,254522,1514600,1510034,4566
2013:Q1,4286268,91325,296800,9785,103119,9094,24997,69028,105987,7985,203611,2191557,36114,1239985,995279,244706,3871049,2210198,31,1395481,117743,1277738,2695,0,811991,563670,248321,1660851,1656054,4797
2013:Q2,4241516,62782,296350,6793,111326,18072,24101,69153,110734,7907,183006,2190913,36401,1235304,991997,243307,3968228,2172882,30,1360256,110567,1249689,2912,0,809684,560072,249612,1795346,1791116,4230
2013:Q3,4265767,73404,313249,9491,113420,16541,28172,68707,100514,6722,185504,2213264,37530,1212669,950887,261782,4001290,2173278,30,1351609,109375,1242234,2798,0,818841,564348,254493,1828012,1823795,4217
2013:Q4,4157852,45830,348314,7419,72796,15908,26744,30144,75694,5956,180325,2252358,39933,1129227,952524,176703,4052776,2059244,30,1384368,96552,1287816,2696,0,672150,552966,119184,1993532,1988559,4973
2014:Q1,4203477,45480,357714,7246,68484,15650,24666,28168,73031,8914,207389,2273683,41116,1120420,948507,171913,4105934,2057646,25,1385594,89675,1295919,2994,0,669033,555096,113937,2048288,2041221,7067
2014:Q2,4268583,42412,359133,9075,75261,20667,26694,27900,64118,9895,241301,2269004,42429,1155955,985349,170606,4113382,2063911,25,1386748,91308,1295440,2594,0,674544,555264,119280,2049471,2042658,6813
2014:Q3,4240568,62656,350951,7418,80249,21681,26531,32037,63838,11198,254126,2253801,43630,1112701,961740,150961,4093753,2026871,25,1377040,81883,1295157,2524,0,647282,531973,115309,2066882,2059937,6945
2014:Q4,4248605,50075,389270,2429,71983,13125,26511,32347,64817,11707,272279,2248928,44963,1092154,947856,144298,4189736,2020125,25,1374162,76963,1297199,2524,0,643414,523673,119741,2169611,2162674,6937
2015:Q1,4219412,47650,366829,5465,66107,9612,29108,27387,62331,11197,266024,2244440,46013,1103356,964876,138480,4070095,2000936,42,1366209,69965,1296244,2524,0,632161,519667,112494,2069159,2062310,6849
2015:Q2,4258688,40405,348031,7761,67276,8409,28180,30687,55103,10414,250138,2306465,47013,1126082,1000701,125381,4194196,1987764,64,1371853,56274,1315579,2475,0,613372,498535,114837,2206432,2199503,6929
2015:Q3,4210972,37865,337343,4044,71453,12270,28761,30422,37677,8491,215786,2374852,48013,1075448,957477,117971,3903595,1914471,89,1343448,16009,1327439,10534,0,560400,455162,105238,1989124,1981936,7188
2015:Q4,3833946,36599,336333,2190,51248,9425,21932,19891,23923,8790,206914,2122374,49013,996562,890218,106344,3609551,1551071,95,1195119,5659,1189460,13505,0,342352,243614,98738,2058480,2045581,12899
2016:Q1,3901368,43390,326271,3048,48499,9195,19946,19358,23382,8411,214219,2165313,50013,1018822,909775,109047,3384395,1581984,80,1229652,5583,1224069,13487,0,338765,249584,89181,1802411,1790035,12376
2016:Q2,3914425,52770,342452,3284,50490,8232,21207,21051,22228,8098,215465,2166817,51013,1001808,895418,106390,3388165,1593361,73,1250487,4599,1245888,13644,0,329157,237546,91611,1794804,1783981,10823
2016:Q3,4144597,56771,343543,2372,49394,6944,20366,22084,24703,8020,235786,2225009,52013,1146986,1038324,108662,3710218,1733653,76,1281752,2834,1278918,124475,0,327350,346168,-18818,1976565,1917582,58983
2016:Q4,4074578,21211,354488,2163,54224,9033,23111,22080,22839,8322,245599,2177261,53013,1135458,1031091,104367,4184775,1708133,66,1261541,2202,1259339,123130,0,323396,336016,-12620,2476642,2422391,54251
2017:Q1,4048023,17380,368216,2480,50008,11727,21162,17119,104022,8701,256900,2158103,54013,1028200,939565,88635,4193299,1725266,44,1270686,3278,1267408,129082,0,325454,353841,-28387,2468033,2411287,56746
2017:Q2,4113095,21802,396156,9086,67241,18435,15475,33331,103731,7489,263593,2169807,55013,1019177,926836,92341,4238018,1795376,29,1319414,3300,1316114,131869,0,344064,371089,-27025,2442642,2387260,55382
2017:Q3,4139198,21098,388233,8873,54035,13819,25998,14218,114278,7610,273801,2171822,56013,1043435,939930,103505,4350539,1802494,65,1333598,4281,1329317,134174,0,334657,363427,-28770,2548045,2488266,59779
2017:Q4,4122111,24058,363751,5243,62302,20632,25280,16390,123080,6650,281950,2152785,57013,1045279,967209,78070,4550394,1820773,57,1325999,4428,1321571,130940,4123,359654,386493,-26839,2729621,2670725,58896
2018:Q1,4110792,24647,341832,4243,73655,25024,32012,16619,121099,8373,262443,2194249,58013,1022238,956426,65812,4468828,1800178,173,1312440,2981,1309459,119800,4123,363642,389316,-25674,2668650,2605045,63605
2018:Q2,4094383,35253,341557,3219,78242,30930,30291,17021,115058,8529,258565,2198642,59013,996305,925230,71075,4377288,1767610,172,1299662,3887,1295775,121282,3793,342701,366379,-23678,2609678,2546563,63115
2018:Q3,4068638,35412,352553,3715,89049,32541,39567,16941,105728,8041,249549,2170609,60013,993969,924545,69424,4405618,1787358,58,1298777,5046,1293731,119709,3793,365021,382494,-17473,2618260,2553224,65036
2018:Q4,4090605,25562,351136,1593,92224,32993,39341,19890,104269,8194,217156,2255671,61013,973787,905686,68101,3915192,1753751,12,1301256,5933,1295323,115763,3793,332927,350408,-17481,2161441,2097247,64194
2019:Q1,4189452,32444,352439,1375,95543,32485,41653,21405,107241,4660,259386,2252077,62013,1022274,954701,67573,4116196,1817942,7,1337470,6179,1331291,119115,3793,357557,375552,-17995,2298254,2232689,65565
2019:Q2,4309014,27831,370858,1203,105640,37746,41864,26030,112866,4898,281789,2299580,63013,1041336,974057,67279,4295836,1877155,7,1370958,6379,1364579,121532,3463,381195,394892,-13697,2418681,2355290,63391
2019:Q3,4320569,31265,353478,1116,123406,53560,41106,28740,125850,2985,295505,2298195,64013,1024756,969928,54828,4304327,1881685,7,1373507,3834,1369673,112181,3463,392527,395359,-2832,2422642,2359238,63404
2019:Q4,4300718,28254,358132,2000,126766,55810,43100,27856,117658,3916,337628,2283148,65013,978203,933900,44303,4555813,1858772,9,1350035,5860,1344175,97426,3463,407839,397344,10495,2697041,2617388,79653
2020:Q1,4382878,36264,397819,2048,121489,53359,41185,26945,128723,2088,269438,2360274,66014,998722,958173,40549,3570281,1958996,7,1432946,5414,1427532,98784,3463,423796,427197,-3401,1611285,1530497,80788
2020:Q2,4488050,47229,485423,21796,125110,54426,38688,31996,119037,3279,319642,2333653,67014,965867,922148,43719,3835100,2034202,11,1495107,4887,1490220,98577,3463,437044,429654,7390,1800898,1719822,81076
2020:Q3,4492739,43878,477093,36527,116148,53941,36473,25734,104602,2119,343869,2349415,68014,951074,911971,39103,3785961,2000426,25,1461288,3571,1457717,100063,3133,435917,435175,742,1785535,1702539,82996
2020:Q4,4606246,20936,493997,41370,122432,61639,33830,26963,106605,2013,404892,2370707,69015,974279,933327,40952,4423928,2030472,7,1479919,5152,1474767,105679,3133,441734,440212,1522,2393456,2312587,80869
2021:Q1,4597869,26467,413495,29438,145458,84232,30682,30544,121170,2386,422415,2393144,70015,973881,931199,42682,4897876,1993171,116,1442209,5516,1436693,106739,3133,440974,442638,-1664,2904705,2815155,89550
2021:Q2,4720815,20732,418178,15842,144104,86512,29122,28470,129590,1852,459402,2434217,71015,1025883,981237,44646,5143299,2072149,75,1524801,6522,1518279,107678,2803,436792,440463,-3671,3071150,2980871,90279
2021:Q3,4752829,18404,394277,30136,139092,83824,27157,28111,125062,630,463260,2457210,72015,1052743,1010032,42711,5237873,2091176,109,1517694,6482,1511212,97844,2803,472726,465780,6946,3146697,3053773,92924
2021:Q4,4797164,19152,397484,26112,146447,92611,24661,29175,130224,-1876,503440,2442866,73016,1060300,1020776,39524,5270396,2130088,41,1544945,8126,1536819,105832,2803,476467,473718,2749,3140308,3053342,86966
2022:Q1,4755502,21986,364222,17795,148866,99788,22395,26683,150519,-3967,467553,2400360,74016,1114152,1070574,43578,5087183,2162609,81,1531085,7476,1523609,101745,2803,526895,524670,2225,2924574,2839689,84885
2022:Q2,4691789,7877,404514,23782,166439,120585,21194,24660,145486,-2438,389829,2415171,75016,1066113,1024463,41650,4579821,2174194,33,1516639,8818,1507821,91708,2473,563341,550036,13305,2405627,2321599,84028
2022:Q3,4671876,12260,424175,29207,176426,130572,19609,26245,150378,-3814,344113,2423067,76016,1040048,994544,45504,4550263,2190950,34,1472616,9194,1463422,83248,2473,632579,606471,26108,2359313,2267410,91903
2022:Q4,4746682,10391,475903,6105,181748,133582,19235,28931,30628,-3396,379717,2434692,77017,1153878,1114865,39013,4838118,2248687,7,1541772,9544,1532228,70180,2473,634255,587663,46592,2589431,2493917,95514
