1951:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1999:Q2,16872,2130,3879,7477,5151,1997,-23,3177,0,-1765,-403,-1362,0,16872,0,31487,-15147,411,121
1999:Q3,27503,-5590,16129,14738,-801,2867,-79,-3589,0,3027,556,2470,0,27503,0,24073,3219,87,124
1999:Q4,46422,-1167,13380,16295,14602,9959,-77,4720,0,3312,-106,2918,500,46422,0,40393,5370,545,114
2000:Q1,20258,2477,15507,8621,-3781,-5773,-879,2871,0,-2566,-438,-2128,0,20258,0,23278,-4295,947,328
2000:Q2,47080,-2761,20480,24352,4175,7358,-808,-2375,0,834,179,655,0,47080,0,44880,1830,188,182
2000:Q3,11946,-5313,5403,5585,4385,3045,89,1251,0,1886,275,1611,0,11946,0,10023,1380,391,152
2000:Q4,30460,5713,9564,11866,-1944,-981,1080,-2043,0,5261,179,5082,0,30460,0,13154,17363,-416,359
2001:Q1,-9670,-11008,-13973,12072,4705,6498,-798,-995,0,-1466,45,-1511,0,-9670,0,-9440,-379,127,22
2001:Q2,-22272,-5646,-36024,13362,7765,6451,121,1193,0,-1729,-408,-1321,0,-22272,0,-9515,-13532,318,457
2001:Q3,-8449,7641,-26235,8822,1866,-693,135,2424,0,-543,570,-1113,0,-8449,0,-6583,-2185,157,162
2001:Q4,-35424,-13319,-32070,9260,1556,8285,726,-7455,0,-851,153,-1005,0,-35424,0,-35345,-4049,3927,43
2002:Q1,-12092,-2050,-14322,3824,-869,-1504,68,567,0,1325,-342,1668,0,-12092,0,-21590,9685,-271,84
2002:Q2,-33473,-10627,-46806,8333,14040,11406,314,2320,0,1587,212,1375,0,-33473,0,-23055,-11373,140,815
2002:Q3,-20230,-1255,-19919,6074,-3867,1045,98,-5010,0,-1263,579,-1842,0,-20230,0,-7539,-12924,46,187
2002:Q4,-19829,-6550,-21616,5450,2531,5859,565,-3893,0,356,-94,450,0,-19829,0,-11767,-4585,-4261,784
2003:Q1,-23905,1060,-24130,512,912,-4356,200,5068,0,-2259,-632,-1627,0,-23905,0,-13999,-9732,-187,13
2003:Q2,-10118,2983,-32098,4031,20057,14401,-1145,6801,0,-5091,107,-5198,0,-10118,0,-2364,-8883,206,923
2003:Q3,-22747,-6899,-15691,3063,-3440,366,971,-4777,0,220,-590,810,0,-22747,0,-2677,-20361,-40,331
2003:Q4,12542,33977,-19821,2764,-5496,-4599,-58,-839,0,1118,109,1009,0,12542,0,-4083,15281,358,986
2004:Q1,-17262,-1492,-33942,12821,8476,3681,17,4778,0,-3125,829,-3954,0,-17262,0,-14422,-3415,490,85
2004:Q2,18583,-84,3668,7955,6853,8569,1151,-2867,0,191,241,-50,0,18583,0,19238,-1562,554,353
2004:Q3,11199,-20931,11633,6713,14488,12000,-367,2855,0,-704,-310,-394,0,11199,0,12141,-3883,28,2913
2004:Q4,36846,-1340,24807,5464,6791,5775,4143,-3127,0,1124,225,899,0,36846,0,20881,13736,719,1510
2005:Q1,13704,-12207,-3800,36153,-8040,-7676,-1343,979,0,1598,-202,1800,0,13704,0,-4273,17582,235,160
2005:Q2,57912,7725,6484,41401,2923,617,1092,1214,0,-621,-700,79,0,57912,0,42035,11802,1698,2377
2005:Q3,23871,835,-26899,40935,8563,4934,2627,1002,0,437,-2510,2947,0,23871,0,9718,13911,-360,602
2005:Q4,70586,5838,2481,39400,11973,7280,666,4027,0,10894,-175,11069,0,70586,0,38031,26764,4054,1737
2006:Q1,53166,12561,10967,26316,2220,-4682,-92,6994,0,1102,-457,1559,0,53166,0,27368,25227,482,89
2006:Q2,49725,10774,-3046,30993,3056,-482,2713,825,0,7948,332,7616,0,49725,0,38075,12887,-3365,2128
2006:Q3,43520,7447,8895,29649,-3567,-5452,1311,574,0,1096,-105,1201,0,43520,0,15411,26135,1448,526
2006:Q4,48744,20399,1280,28335,-5117,-2247,-5558,2688,0,3847,-491,4338,0,48744,0,34104,13209,1141,290
2007:Q1,36519,-9369,-7203,33561,16069,8892,5749,1428,0,3461,-4,3465,0,36519,0,14275,21547,-925,1622
2007:Q2,59138,449,3572,37019,14730,15321,-1316,725,0,3368,107,3261,0,59138,0,44365,13653,-1077,2197
2007:Q3,137601,15326,57759,35038,24718,23283,-4041,5476,0,4760,-63,4823,0,137601,0,89422,47077,558,544
2007:Q4,98095,6875,47988,35232,-481,5270,-2115,-3636,0,8481,190,8291,0,98095,0,75006,25425,-2776,440
2008:Q1,116339,5496,39322,27094,42242,1382,-695,41555,0,2185,33,2152,0,116339,39743,62963,12633,21,979
2008:Q2,8632,-17915,3038,32765,-8669,14197,-1165,-50529,28828,-587,1265,-1852,0,8632,-9460,23088,-7363,-366,2733
2008:Q3,347965,32622,26285,30258,258891,-16712,633,213727,61243,-91,-249,158,0,347965,259522,67999,19763,-169,850
2008:Q4,208463,-1519,-3084,29483,175414,-5949,-1578,-171915,354856,8169,665,7504,0,208463,200606,-16723,25520,-1165,225
2009:Q1,-207124,-13989,-61301,-14492,-117967,-7731,-2136,-26835,-81265,625,125,500,0,-207124,-101648,-76772,-29172,5,463
2009:Q2,-230531,14801,-65037,-28397,-149246,10271,-243,-19364,-139910,-2652,132,-2784,0,-230531,-134829,-61877,-36024,-1104,3303
2009:Q3,-195012,17771,-72093,-28769,-107657,-15779,-77,-9233,-82568,-4264,-299,-3965,0,-195012,-70014,-87644,-34971,1103,-3486
2009:Q4,-124068,11148,-39794,-30313,-61310,-17184,-384,2142,-45884,-3799,4,-3803,0,-124068,-41088,-59461,-24211,-314,1006
2010:Q1,-62283,28842,-67179,-7178,-23912,-18605,-51,-161,-5095,7144,-406,-2391,9941,-62283,-5406,-59582,1834,-990,1861
2010:Q2,-36349,8501,-35628,-2009,-12345,-5887,-103,-1124,-5231,5132,859,254,4019,-36349,-9975,-4931,-21345,-2686,2588
2010:Q3,-20043,-13555,-7652,-3606,-32314,-25015,9,1367,-8675,37084,155,5368,31561,-20043,-21453,1273,-2115,131,2121
2010:Q4,22286,2419,23745,-3967,-12014,-15372,139,6164,-2945,12103,1468,2693,7942,22286,-7941,25509,7562,196,-3040
2011:Q1,-12893,-8190,14057,-7140,-22119,2260,-1235,298,-23442,10499,143,7656,2700,-12893,-28937,1492,13213,-20,1359
2011:Q2,23589,-15767,23577,-2899,3083,1028,-332,9790,-7403,15595,-1179,3928,12846,23589,-13856,29103,7535,-83,890
2011:Q3,66901,8520,51703,-3514,15125,8894,40,17668,-11477,-4933,335,9769,-15037,66901,-12929,57065,22085,677,3
2011:Q4,70736,11345,54875,-3653,-2536,3742,46,3231,-9555,10705,-529,7073,4161,70736,-11845,72569,5228,476,4308
2012:Q1,14643,-9452,21262,10464,-17245,-4532,-159,-2983,-9571,9614,663,6126,2825,14643,-11528,28277,-910,39,-1235
2012:Q2,56879,140,33571,19387,-8175,5927,147,-2343,-11906,11956,-958,7058,5856,56879,-14436,73561,-2658,71,341
2012:Q3,35248,502,5555,16009,11961,12371,-69,-341,0,1221,27,10514,-9320,35248,-3059,40004,-4382,515,2170
2012:Q4,80224,2146,43552,16136,772,2676,2625,-4529,0,17618,1230,4617,11771,80224,-911,78832,2850,584,-1131
2013:Q1,-88,-291,-23122,-735,9437,168,-764,10033,0,14623,54,2641,11928,-88,-174,-5506,6174,49,-631
2013:Q2,49741,4754,21582,8726,-1436,8814,-1031,-9219,0,16115,-40,4671,11484,49741,-124,54403,-6812,314,1960
2013:Q3,31695,-9101,11670,6967,7858,-816,129,8545,0,14301,203,-348,14446,31695,-157,19782,12033,108,-71
2013:Q4,82327,14878,43182,6771,2035,1959,731,-655,0,15461,573,10070,4818,82327,-4,64094,14442,-47,3842
2014:Q1,60191,2654,15108,15613,4293,-3469,-752,8514,0,22523,-708,13113,10118,60191,-15,38464,22587,-156,-689
2014:Q2,88073,8337,34835,23292,-879,-2213,1082,252,0,22488,1912,7648,12928,88073,-33,79034,9144,-1085,1013
2014:Q3,52077,545,9638,22352,9367,7262,183,1922,0,10175,-251,878,9548,52077,-35,43041,6787,-708,2992
2014:Q4,127956,8270,47742,23976,12051,8917,459,2675,0,35917,1008,8122,26787,127956,-14,92305,32305,-204,3564
2015:Q1,77316,8365,36895,10215,4352,3037,-325,1640,0,17489,90,8679,8720,77316,0,51378,26295,-1561,1204
2015:Q2,86787,10149,38750,18415,10867,7453,742,2672,0,8606,-693,10967,-1668,86787,0,73687,10726,-135,2509
2015:Q3,30121,6847,-3129,17073,-4565,737,-89,-5213,0,13895,340,-1751,15306,30121,0,16817,12722,-408,990
2015:Q4,90096,6182,38652,17364,5027,2494,-136,2669,0,22871,673,2893,19305,90096,0,71381,17939,-28,804
2016:Q1,80440,7887,28765,26570,9,1502,-786,-707,0,17209,-1290,11464,7035,80440,0,68939,12673,-769,-403
2016:Q2,62338,1974,-5718,31320,8003,-2495,1341,9157,0,26759,866,3129,22764,62338,0,51626,15082,-302,-4068
2016:Q3,24795,2565,-9839,30953,8064,2827,853,4384,0,-6948,-79,-4801,-2068,24795,0,18313,-2912,-232,9626
2016:Q4,-5535,-1782,-26490,29383,-3705,-1603,-1356,-746,0,-2941,-1718,-7821,6598,-5535,0,7475,-13677,-134,801
2017:Q1,19,-4554,-16538,28072,825,-1289,-501,2615,0,-7786,-1359,-9501,3074,19,0,1750,-2768,-240,1277
2017:Q2,49822,11900,-12002,34943,5387,-1120,1671,4836,0,9594,-1790,-7034,18418,49822,0,49940,-3685,184,3383
2017:Q3,21244,-3309,-23765,32772,5614,384,-1975,7205,0,9932,-196,-226,10354,21244,0,17323,4834,-542,-371
2017:Q4,34249,3853,5040,31544,-7185,-9232,2571,-524,0,997,223,-13127,13901,34249,0,35527,-1524,167,79
2018:Q1,29689,3971,3453,15112,2638,1776,-1669,2531,0,4515,326,6940,-2751,29689,0,39345,-7454,-63,-2139
2018:Q2,73340,16061,21169,22339,485,-1603,-554,2642,0,13286,-279,-8081,21646,73340,0,56660,11955,203,4522
2018:Q3,16759,-2981,-10772,20967,-11603,-1704,-503,-9396,0,21148,-36,3620,17564,16759,0,18459,-2401,103,598
2018:Q4,169393,22832,93100,19088,15130,3859,2893,8378,0,19243,98,-1838,20983,169393,0,138919,29997,232,245
2019:Q1,13771,-14203,25025,2086,-237,3036,-747,-2526,0,1100,-447,859,688,13771,0,1017,11054,1132,568
2019:Q2,72506,14245,10050,7146,-1131,-1165,-1553,1587,0,42196,-145,-689,43030,72506,0,56998,10822,1677,3009
2019:Q3,23393,-2122,-14695,3932,4624,3206,-953,2371,0,31654,-667,-4678,36999,23393,0,22953,-3739,-462,4641
2019:Q4,29652,13212,4094,3484,-3321,510,-133,-3698,0,12183,374,-329,12138,29652,0,17756,7384,2679,1833
2020:Q1,647619,33762,465533,-5876,70935,6980,1384,62571,0,83265,-332,33932,49665,647619,58716,431914,156276,2005,-1292
2020:Q2,28839,-8151,18204,87754,-38791,6832,-599,-60164,15140,-30177,-422,-6259,-23496,28839,-27768,114273,-65980,1646,6668
2020:Q3,-207046,-11051,-217015,14974,6735,8017,-398,-5702,4818,-689,-320,-20190,19821,-207046,754,-145731,-61683,-1541,1155
2020:Q4,-55718,5972,-118372,4773,37981,3444,332,13506,20699,13928,199,-16333,30062,-55718,20517,-64312,-11529,-1546,1152
2021:Q1,24615,-357,4574,277,2475,-2586,-343,7158,-1754,17646,837,2550,14259,24615,6504,32100,-16258,-699,2968
2021:Q2,-49197,446,-71077,-57711,51098,40736,-171,12581,-2048,28047,-370,-2080,30497,-49197,27438,-74046,-2558,-352,321
2021:Q3,-50774,13183,-63419,-41443,-8677,-7061,128,13356,-15100,49582,-18,5403,44197,-50774,-21101,-57312,27102,-1340,1877
2021:Q4,203406,39070,46377,68581,-8149,-14243,889,5946,-741,57527,511,6425,50591,203406,-22906,157997,66047,-478,2746
2022:Q1,61953,14591,61664,16762,-52228,-46721,-290,-2984,-2233,21164,-207,6213,15158,61953,-8071,31829,23601,109,14485
2022:Q2,206336,20156,121993,25359,-5885,-14332,664,8914,-1131,44713,-459,3520,41652,206336,-5662,156432,37891,375,17300
2022:Q3,82008,13799,24213,10162,-1245,-1348,570,538,-1005,35079,241,1868,32970,82008,-2331,48931,24103,543,10762
2022:Q4,122414,22829,57848,25522,4968,4208,-686,2820,-1374,11247,514,4230,6503,122414,-3157,44261,72493,353,8464
2023:Q1,24210,-21535,16760,9610,-15989,-12615,1125,-3607,-892,35364,-761,-2206,38331,24210,-2060,22323,-1495,126,5316
2023:Q2,-9329,-5373,-5997,-5799,-6184,9023,36,-14180,-1063,14024,15,-6712,20721,-9329,-3161,7010,-23160,764,9218
2023:Q3,-5282,-179,-12814,-18903,7768,-720,162,9603,-1277,18846,235,2021,16590,-5282,-2431,-28698,19522,1217,5108
2023:Q4,52294,6259,9968,4691,1142,-1565,176,7136,-4605,30234,228,-1484,31490,52294,-5792,12857,39286,1622,4321
2024:Q1,-8074,2384,9937,-8780,15734,18035,-393,-544,-1364,-27349,-402,-602,-26345,-8074,-1536,-4528,-1296,-277,-437
