date,FA893065505.Q,FA163165505.Q,FA103165505.Q,FA113165505.Q,FA893065505.Q,FA153065505.Q,FA103065505.Q,FA113065503.Q,FA313065505.Q,FA213065503.Q,FA763065505.Q,FA753065503.Q,FA743065505.Q,FA513065505.Q,FA543065505.Q,FA573065505.Q,FA223065545.Q,FA413065505.Q,FA673065505.Q,FA613065503.Q,FA643065573.Q
1952:Q4,944,260,819,-135,944,184,4,0,4,0,416,0,4,4,316,8,4,0,0,0,0
1953:Q1,1052,308,1103,-359,1052,268,4,0,0,0,408,0,4,8,356,12,4,0,0,-12,0
1953:Q2,1116,296,-300,1120,1116,260,4,0,4,0,448,0,4,16,356,12,4,0,0,8,0
1953:Q3,1092,252,226,614,1092,252,0,0,12,0,432,0,0,20,348,8,8,0,0,12,0
1953:Q4,1408,328,1487,-407,1408,384,0,0,28,0,516,0,0,20,448,12,4,0,0,-4,0
1954:Q1,1264,368,1061,-165,1264,420,0,0,-20,0,484,0,0,16,340,12,8,0,0,4,0
1954:Q2,1776,392,-592,1976,1776,532,0,0,16,0,764,0,0,8,436,12,4,0,0,4,0
1954:Q3,1832,300,-320,1852,1832,584,0,0,-28,0,760,0,0,0,488,12,8,0,0,8,0
1954:Q4,2124,60,1629,435,2124,680,4,0,0,0,712,0,4,-8,708,12,4,0,0,8,0
1955:Q1,1808,116,1117,575,1808,392,12,0,20,0,788,0,12,4,544,16,8,0,0,12,0
1955:Q2,1992,-584,675,1901,1992,536,16,0,40,0,836,0,16,8,496,20,8,0,0,16,0
1955:Q3,2224,-132,842,1514,2224,636,16,0,8,0,908,0,16,12,572,24,4,0,0,28,0
1955:Q4,2224,-384,3314,-706,2224,728,12,0,16,0,672,0,12,12,740,24,8,0,0,0,0
1956:Q1,2316,1084,819,413,2316,596,8,0,8,0,968,0,8,16,684,28,8,0,0,-8,0
1956:Q2,2512,524,326,1662,2512,712,4,0,20,0,920,0,4,12,796,36,8,0,0,0,0
1956:Q3,2468,872,291,1305,2468,708,4,0,-8,0,912,0,4,8,788,36,8,0,0,8,0
1956:Q4,2416,296,2034,86,2416,676,12,0,8,0,720,0,12,0,948,36,12,0,0,-8,0
1957:Q1,2072,68,1996,8,2072,660,16,0,4,0,460,0,16,0,888,36,16,0,0,-24,0
1957:Q2,1892,180,261,1451,1892,524,20,0,56,0,484,0,20,0,748,36,12,0,0,-8,0
1957:Q3,2736,800,382,1554,2736,896,20,0,0,0,932,0,20,0,816,32,20,0,0,0,0
1957:Q4,3124,532,2395,197,3124,960,16,0,16,0,916,0,16,0,1136,44,20,0,0,0,0
1958:Q1,2212,1288,1086,-162,2212,636,16,0,-4,0,692,0,16,0,784,36,24,0,0,12,0
1958:Q2,2736,1116,791,829,2736,836,16,0,4,0,1252,0,16,0,536,40,20,0,0,16,0
1958:Q3,2832,292,946,1594,2832,820,16,0,-4,0,1112,0,16,0,796,40,24,0,0,12,0
1958:Q4,4072,-232,3714,590,4072,1160,12,0,-4,0,1660,0,12,-4,1140,52,28,0,0,16,0
1959:Q1,2212,976,-20,1256,2212,676,4,0,-12,0,1136,0,4,0,308,56,24,0,0,16,0
1959:Q2,3216,648,-27,2595,3216,992,0,0,-4,0,1816,0,0,-8,340,64,24,0,0,-8,0
1959:Q3,3084,408,-93,2769,3084,952,0,0,-8,0,1192,0,0,-12,852,68,28,0,0,12,0
1959:Q4,3780,-36,3120,696,3780,1144,0,0,-4,0,1456,0,0,-36,1088,76,44,0,0,12,0
1960:Q1,2684,1756,-316,1244,2684,764,4,0,-4,0,1004,0,4,-4,792,76,44,0,0,4,0
1960:Q2,3076,532,296,2248,3076,832,4,0,-4,0,1224,0,4,0,880,88,56,0,0,-8,0
1960:Q3,3452,552,778,2122,3452,956,4,0,0,0,1420,0,4,8,904,88,60,0,0,8,0
1960:Q4,3504,512,1958,1034,3504,976,0,0,0,0,1260,0,0,8,1120,84,60,0,0,-4,0
1961:Q1,2856,484,-473,2845,2856,660,8,0,20,0,1240,0,8,16,772,72,56,4,0,0,0
1961:Q2,4208,500,983,2725,4208,1100,8,0,12,0,1768,0,8,12,1152,68,60,8,0,12,0
1961:Q3,3648,584,702,2362,3648,972,8,0,4,0,1560,0,8,4,940,64,52,4,0,32,0
1961:Q4,5272,572,3685,1015,5272,1744,12,0,8,0,2348,0,12,-8,984,76,56,0,0,40,0
1962:Q1,3884,564,1193,2127,3884,-128,20,0,4,0,2816,0,20,-4,1024,84,52,4,0,-8,0
1962:Q2,4840,664,1476,2700,4840,348,24,0,4,0,3364,0,24,-16,912,92,48,4,0,36,0
1962:Q3,4596,644,1759,2193,4596,144,24,0,8,0,3008,0,24,-24,1248,88,40,4,0,32,0
1962:Q4,5892,512,3994,1386,5892,232,16,0,8,0,3196,0,16,-40,2308,92,52,4,0,8,0
1963:Q1,3768,812,1375,1581,3768,-328,8,0,12,0,2684,0,8,-12,1252,92,48,4,0,0,0
1963:Q2,5376,428,2005,2943,5376,-40,0,0,8,0,3832,0,0,-12,1420,84,44,4,0,36,0
1963:Q3,5372,504,2250,2618,5372,-204,0,0,16,0,3680,0,0,-8,1676,96,52,12,0,52,0
1963:Q4,5876,640,4043,1193,5876,-172,16,0,16,0,3380,0,16,-20,2444,108,56,8,0,24,0
1964:Q1,2108,584,2001,-477,2108,-1064,20,0,16,0,2408,0,20,-4,532,144,40,12,0,-16,0
1964:Q2,3364,624,1695,1045,3364,-880,28,0,16,0,3152,0,28,0,776,156,40,12,0,36,0
1964:Q3,4704,604,2976,1124,4704,-676,28,0,40,0,4124,0,28,0,912,136,56,36,0,20,0
1964:Q4,5324,608,4787,-71,5324,-616,20,0,32,0,3784,0,20,0,1816,152,68,44,0,4,0
1965:Q1,3212,712,2652,-152,3212,-964,8,0,24,0,2460,0,8,16,1380,152,68,52,0,8,0
1965:Q2,4860,748,1362,2750,4860,-868,0,0,16,0,3900,0,0,24,1344,284,80,56,0,24,0
1965:Q3,4864,724,1808,2332,4864,-864,0,0,32,0,3680,0,0,28,1648,132,88,72,0,48,0
1965:Q4,4992,688,3583,721,4992,-856,8,0,32,0,3092,0,8,20,2440,96,88,72,0,-8,0
1966:Q1,5384,712,1974,2698,5384,100,20,0,-88,0,3176,0,20,-8,1844,140,104,84,0,-8,0
1966:Q2,7116,720,4239,2157,7116,740,28,0,60,0,3840,0,28,0,2104,112,120,88,0,-4,0
1966:Q3,6084,736,3626,1722,6084,504,32,0,40,0,2876,0,32,0,2240,148,120,92,0,0,0
1966:Q4,4604,624,3383,597,4604,108,24,0,40,0,1968,0,24,12,2040,232,104,96,0,-44,0
1967:Q1,3000,772,2055,173,3000,-404,4,0,32,0,1260,0,4,20,1804,96,88,100,0,-4,0
1967:Q2,5376,192,1114,4070,5376,128,-8,0,28,0,3388,0,-8,20,1584,-4,92,104,0,52,0
1967:Q3,5388,792,815,3781,5388,60,-8,0,88,0,3592,0,-8,20,1368,96,44,116,0,20,0
1967:Q4,5300,10188,-7061,2173,5300,80,4,0,76,0,3232,0,4,16,1724,28,40,108,0,-12,0
1968:Q1,5176,-8532,13364,344,5176,-532,356,0,104,0,3384,0,-24,12,1468,20,80,104,0,-20,224
1968:Q2,6424,648,763,5013,6424,-644,476,0,104,0,4724,0,-8,8,1304,-32,68,100,0,40,284
1968:Q3,7252,724,2057,4471,7252,132,316,0,68,0,4604,0,-4,8,1796,32,20,64,0,28,188
1968:Q4,8368,596,3843,3929,8368,-1052,620,0,72,0,5060,0,-12,4,3116,8,72,60,0,52,368
1969:Q1,5392,740,3383,1269,5392,688,276,0,76,0,2768,0,92,8,1276,16,32,56,0,-4,108
1969:Q2,5700,792,-2084,6992,5700,-568,608,400,80,0,3184,0,148,4,1432,-12,36,56,0,60,272
1969:Q3,5916,728,-1142,6330,5916,-228,388,400,84,0,3148,0,164,4,1692,68,16,68,0,-20,132
1969:Q4,7732,596,3126,4010,7732,-460,736,400,88,0,2776,0,140,12,3528,88,-68,64,0,80,348
1970:Q1,-404,1256,41439,-43099,-404,-2948,-364,400,96,368,1224,0,-168,32,1168,24,72,60,0,-256,-112
1970:Q2,9212,744,2562,5906,9212,3048,540,400,88,100,1664,0,32,48,1932,-8,200,60,0,808,300
1970:Q3,11216,872,2156,8188,11216,4352,564,400,56,192,3128,0,24,52,1400,108,168,48,0,412,312
1970:Q4,9784,672,3188,5924,9784,-124,1008,400,56,88,4856,0,24,48,2092,-108,420,40,0,404,580
1971:Q1,4788,1112,3679,-3,4788,-2596,568,400,56,256,3628,0,20,0,1616,8,-12,44,0,480,320
1971:Q2,9560,-280,2891,6949,9560,-2168,772,400,48,196,7504,0,-80,-20,1700,-120,52,44,0,732,500
1971:Q3,12948,940,2596,9412,12948,-1960,872,400,144,388,9356,0,84,-28,2600,-48,-32,144,0,560,468
1971:Q4,14624,524,6282,7818,14624,-2212,936,400,152,64,9376,0,76,-40,4024,532,44,140,0,628,504
1972:Q1,12204,856,11167,181,12204,-148,536,400,44,364,8108,0,-8,-32,1400,28,100,-332,0,1428,316
1972:Q2,17088,744,4160,12184,17088,636,1000,400,-24,356,11268,0,-152,-44,2000,-264,-4,144,0,1092,680
1972:Q3,16072,856,5718,9498,16072,460,1232,400,-28,24,11152,0,288,-44,2828,-220,160,160,0,-896,556
1972:Q4,23352,612,9899,12841,23352,1864,1532,400,-868,260,12012,0,-180,-48,6192,-236,328,1140,0,-48,1004
1973:Q1,16340,1104,8639,6597,16340,-1504,1392,268,-24,352,11048,80,152,-20,2796,-16,432,0,0,656,728
1973:Q2,23020,132,24108,-1220,23020,876,1936,236,-204,124,13616,-24,144,-12,4224,-148,628,412,0,160,1052
1973:Q3,20108,948,41423,-22263,20108,-2768,2444,156,272,132,12600,64,48,-8,5152,-140,232,-80,0,600,1404
1973:Q4,18684,264,43411,-24991,18684,-820,944,92,-452,164,9164,88,48,-20,7380,204,604,696,0,64,528
1974:Q1,14996,1164,7072,6760,14996,-100,932,304,216,272,8296,32,292,-8,3604,40,312,-24,0,452,376
1974:Q2,19688,124,1404,18160,19688,-152,216,264,588,208,12556,24,296,-8,4728,-52,444,-212,0,832,-44
1974:Q3,10672,988,-11120,20804,10672,-4048,1012,156,160,20,7136,64,584,-4,4640,-44,204,0,0,544,248
1974:Q4,13336,168,-2512,15680,13336,-104,20,76,420,864,3824,72,516,-16,6068,28,916,0,0,940,-288
1975:Q1,8528,848,-2065,9745,8528,3456,-1920,-112,284,224,2776,460,244,-24,4048,172,428,0,0,-220,-1288
1975:Q2,12108,68,3239,8801,12108,2764,-2168,-96,652,0,7620,532,60,84,3988,8,464,0,0,-416,-1384
1975:Q3,14400,1128,5804,7468,14400,3576,-2696,-64,332,-12,11052,-248,208,76,3108,112,332,0,0,404,-1780
1975:Q4,15688,44,5770,9874,15688,1680,-1804,-36,768,-36,11096,-404,216,120,4616,220,-24,0,0,552,-1276
1976:Q1,8912,752,-2525,10685,8912,-1052,504,4,320,8,6288,-80,-104,0,2764,104,132,0,0,472,-448
1976:Q2,12496,684,8217,3595,12496,-216,-788,120,148,-4,9488,-12,-108,96,2368,-32,300,-40,0,1632,-456
1976:Q3,15088,564,9663,4861,15088,0,-892,392,676,84,10956,-136,-80,-4,3428,0,340,40,0,752,-468
1976:Q4,16148,244,8131,7773,16148,-1272,-804,624,352,-76,10084,-156,-68,116,6112,280,212,0,0,1224,-480
1977:Q1,12844,600,2702,9542,12844,-444,-408,280,488,172,7932,8,-136,216,2772,-44,80,0,0,2184,-256
1977:Q2,11580,940,7725,2915,11580,-2028,-372,420,688,-28,8024,44,-136,164,3560,356,540,0,0,600,-252
1977:Q3,21788,600,14746,6442,21788,16,124,760,640,0,13664,-84,360,108,5400,-92,232,0,0,916,-256
1977:Q4,28664,900,20409,7355,28664,304,44,1044,512,4,14936,-104,280,-44,10552,-8,612,0,0,788,-256
1978:Q1,18584,1056,10914,6614,18584,-412,-628,752,2608,56,12372,48,-640,-36,4868,-24,-24,0,0,-308,-48
1978:Q2,21540,1304,15205,5031,21540,-44,-588,912,-1364,-12,17460,76,-704,-40,6372,196,-272,0,0,-404,-48
1978:Q3,22132,-72,10246,11958,22132,-76,72,1312,860,-16,12320,40,0,4,7632,-4,204,0,0,-144,-72
1978:Q4,22356,1040,4775,16541,22356,-1368,64,1636,164,136,9824,28,0,100,12316,12,488,0,0,-1020,-24
1979:Q1,18028,312,11385,6331,18028,-1400,172,1876,1128,16,8512,64,4,228,6492,88,140,0,0,728,-20
1979:Q2,26144,144,-2306,28306,26144,-1732,184,1780,672,180,16188,68,20,-80,8436,-104,72,0,0,480,-20
1979:Q3,30568,948,108,29512,30568,-620,188,1544,820,332,16320,1316,24,120,9576,188,-4,0,0,784,-20
1979:Q4,24260,432,-7453,31281,24260,-976,136,1364,744,264,10096,1564,36,768,10248,60,424,0,0,-448,-20
1980:Q1,17736,-196,-10712,28644,17736,512,-244,-200,1608,72,3208,1568,-260,496,10536,296,356,0,0,-176,-36
1980:Q2,19808,1248,-20754,39314,19808,352,240,104,1044,420,6384,1564,100,188,8684,120,276,0,0,368,-36
1980:Q3,19676,1820,-12949,30805,19676,-672,164,864,1056,-68,6192,1160,124,176,8764,896,192,0,0,864,-36
1980:Q4,24316,-304,2,24618,24316,-984,188,1484,1012,216,8204,996,116,516,11000,284,564,0,0,756,-36
1981:Q1,30432,772,1515,28145,30432,-2512,9500,3176,716,68,7144,1520,364,244,7800,508,156,0,0,1760,-12
1981:Q2,43832,1092,22035,20705,43832,-2844,15396,3324,984,532,13252,1984,572,368,7820,400,672,0,0,1384,-12
1981:Q3,41704,1132,21330,19242,41704,-3920,17684,3688,1032,804,13060,1492,524,408,5996,12,500,0,0,436,-12
1981:Q4,42800,184,-592,43208,42800,-4596,20160,3972,1208,524,9300,1956,220,368,8372,196,268,0,0,860,-8
1982:Q1,31064,3492,-3517,31089,31064,-10396,20292,2160,732,644,8552,1356,160,260,5640,0,360,0,0,1284,20
1982:Q2,36112,1528,-14892,49476,36112,-544,1944,1888,672,1060,16704,1584,32,168,6508,4868,696,0,0,508,24
1982:Q3,42556,664,-17446,59338,42556,-500,6536,1196,808,764,26236,900,-40,212,1948,2372,968,0,0,1136,20
1982:Q4,37232,1760,-6170,41642,37232,-408,8908,644,672,1128,13612,472,-72,396,7440,4136,160,0,0,120,24
1983:Q1,50832,6144,-15285,59973,50832,5296,2160,648,256,632,27120,124,-228,596,7236,7148,80,0,0,-196,-40
1983:Q2,55540,5124,17138,33278,55540,1004,3900,1116,396,272,37320,-204,-416,820,8240,1500,192,0,0,1440,-40
1983:Q3,55040,8972,16668,29400,55040,1388,-3592,2276,416,580,37236,-564,-400,824,11172,4020,20,0,0,1704,-40
1983:Q4,61796,9740,17206,34850,61796,-72,4748,3216,420,-12,36140,1428,-296,604,14488,-1484,956,0,0,1700,-40
1984:Q1,60260,13652,-7195,53803,60260,24,14964,3760,60,256,42376,-3072,-140,412,3756,-4468,220,0,0,1948,164
1984:Q2,85116,8052,23214,53850,85116,-592,14724,4012,280,148,54008,-632,-68,304,11112,-1516,848,0,0,2316,172
1984:Q3,88364,4384,16748,67232,88364,-1796,19704,4648,448,320,54832,572,52,360,9012,-2524,156,0,0,2416,164
1984:Q4,80476,1560,4182,74734,80476,-2716,12816,5148,396,332,49940,4836,-20,336,5496,1924,1144,0,0,728,116
1985:Q1,68278,6836,-4925,66367,68278,3156,72,3788,184,228,39056,-652,-4,820,16803,2524,376,0,-149,1996,80
1985:Q2,75621,504,7018,68099,75621,-2088,6400,3628,300,564,45472,-292,100,712,15610,3364,132,0,235,1368,116
1985:Q3,68685,2312,-3331,69704,68685,1520,2336,3236,348,948,42968,364,128,600,14355,-1020,104,0,1182,1492,124
1985:Q4,66468,3196,24520,38752,66468,1132,4200,2928,340,1176,25736,1088,84,568,19212,2804,84,0,988,3596,2532
1986:Q1,57769,6196,13257,38316,57769,-5020,-11308,780,72,2656,44132,1724,88,1136,19729,1748,588,0,-112,1332,224
1986:Q2,46555,12444,13364,20747,46555,-1608,-5056,760,364,-40,28500,1652,60,880,22673,-5852,-208,0,2086,2044,300
1986:Q3,56930,9464,20048,27418,56930,428,-8984,708,264,-240,36792,1624,68,928,20676,-1576,1304,0,1329,3508,100
1986:Q4,79470,-9468,13510,75428,79470,1780,-20612,-4332,-312,336,74076,6728,24,1092,22686,-4760,1476,528,-1096,2472,-616
1987:Q1,66193,11264,21355,33574,66193,3912,-20128,-3296,68,224,57888,-1256,60,384,16063,6160,-588,-20,1994,4500,228
1987:Q2,64510,3576,44801,16133,64510,-6000,-5496,-4296,360,208,49300,5664,0,1224,16886,-760,8,-4,3316,4124,-24
1987:Q3,53486,-956,38938,15505,53486,3196,-9780,-4096,-7844,756,44760,5832,44,472,17679,-1984,256,-8,1127,2748,328
1987:Q4,110263,11256,78713,20294,110263,0,18868,-2712,44,1024,46632,10744,104,504,31424,-936,-260,-244,1599,3000,472
1988:Q1,65109,8156,27595,29357,65109,-76,22364,700,148,768,-9332,8152,232,580,33111,3684,272,-20,482,3752,292
1988:Q2,89637,5248,3961,80429,89637,-88,23528,2100,-1408,1184,31868,7616,344,520,16135,3752,780,-68,1443,1896,36
1988:Q3,99206,5248,35928,58029,99206,-72,25104,2300,-3952,160,32276,8368,412,548,19380,8308,648,-12,2534,2684,520
1988:Q4,96500,-368,41646,55223,96500,-28,16828,1300,172,-596,37260,8432,436,672,19754,8016,364,0,1530,1556,804
1989:Q1,49109,8880,22571,17658,49109,12,-18308,-3500,-968,224,40112,6200,468,820,17245,420,104,-16,2436,4116,-256
1989:Q2,25675,6860,6625,12190,25675,40,-27208,-4096,-4864,504,27484,7764,512,992,15282,2548,-472,-32,3661,3624,-64
1989:Q3,40436,6200,5204,29032,40436,76,-25816,-4296,1924,180,25088,9452,556,972,19585,2920,488,-1,5008,4448,-148
1989:Q4,3430,6896,-32044,28578,3430,108,-27984,-4108,308,736,-5916,9088,588,760,20444,4904,-464,-1,3883,924,160
1990:Q1,52737,6916,63266,-17444,52737,152,-16704,-1752,8224,1084,-6172,22288,628,620,22294,12696,-156,-3,4707,4904,-72
1990:Q2,12708,6224,8358,-1874,12708,208,3564,-2328,9248,872,-32800,11136,644,548,11476,2536,36,-2,254,7344,-28
1990:Q3,16917,6952,18254,-8288,16917,220,-4940,-2396,16884,208,-16592,11124,716,388,4047,1268,688,-1,1335,3992,-24
1990:Q4,6305,9048,6566,-9309,6305,184,-5252,-2420,1576,504,-15688,16832,836,144,3367,840,2896,-2,824,2204,-540
1991:Q1,31670,8704,29598,-6632,31670,120,3520,-3572,15908,296,-3400,14380,636,-104,7010,-4408,1500,-1,3284,-3344,-156
1991:Q2,12477,8764,1136,2578,12477,32,-4,-2636,12828,844,-13924,10276,928,-372,4407,-5872,-400,-10,4477,1984,-80
1991:Q3,-46702,8772,-24669,-30805,-46702,96,7328,-6068,-505,-160,-45520,3392,828,-504,-3254,-4052,668,-2,923,320,-192
1991:Q4,-49025,8720,-28449,-29296,-49025,312,4628,-2604,2764,1224,-28288,7012,372,-516,-29559,-5156,1556,-5,1064,-1480,-348
1992:Q1,-37398,6656,-21206,-22848,-37398,80,496,-1328,5630,264,-35324,-364,4,-492,-9458,-2872,-648,-4,5878,884,-144
1992:Q2,-28256,6660,-24348,-10569,-28256,80,1692,-1308,-5235,888,-16528,732,-360,-484,-18309,-3416,3116,-0,7988,2384,504
1992:Q3,-46440,6656,-34191,-18905,-46440,80,1476,-1284,-11383,-1752,-24744,-3496,-368,-616,-17694,-1904,-1676,-2,14847,2368,-292
1992:Q4,-66177,6656,-70791,-2042,-66177,80,3228,-1524,-15223,72,-24524,-7648,24,-896,-15423,-2556,1416,-3,-2761,-800,360
1993:Q1,-30619,10064,-34346,-6337,-30619,112,-2644,-1792,-6194,52,-12664,-5480,-188,-1204,-7818,312,-2564,-6,10267,-608,-200
1993:Q2,-41102,10056,-36962,-14196,-41102,112,-2788,-568,-6192,1208,-13796,-4944,-8,-1584,-13295,-948,-5044,-2,9228,-2404,-76
1993:Q3,-21740,10064,-9464,-22340,-21740,116,-2920,-396,-2544,-1524,1156,-4792,140,-1600,-14338,1444,2368,-5,2060,-852,-52
1993:Q4,-51916,12948,-37399,-27465,-51916,112,-2904,-848,-2919,1104,-10501,-10964,436,-1280,-29609,-6988,-2416,-5,14369,580,-84
1994:Q1,-32214,-804,-13852,-17558,-32214,-104,3752,-1116,-4140,676,-12293,-6096,344,-676,-13228,-2356,-8,-3,2266,-352,1120
1994:Q2,-3074,-804,7766,-10035,-3074,-100,3484,1972,135,388,703,-4088,1780,-676,-13976,-1036,552,-8,5461,1444,892
1994:Q3,9109,-800,17459,-7550,9109,-104,3032,280,1142,800,-6059,-4360,888,-680,-339,-1084,-396,-4,12168,3228,596
1994:Q4,-34496,-808,-18654,-15033,-34496,-100,1696,996,-5618,480,3578,-4652,708,-676,-7473,-19596,52,0,-5571,1844,-164
1995:Q1,25665,-132,14383,11414,25665,72,1056,-848,-600,-496,28128,-5740,248,-980,473,124,72,-9,1849,2420,-104
1995:Q2,7716,-132,1233,6614,7716,72,1356,-388,-1180,300,12010,-4672,-976,-976,-3567,128,-88,-3,2747,2872,80
1995:Q3,25301,-132,13795,11638,25301,68,1020,-620,-1313,-1604,4570,-3316,216,-1024,14292,128,16,-3,9871,3148,-148
1995:Q4,-15471,-132,-23466,8128,-15471,72,264,-388,-1973,-224,18324,-6824,384,-936,-25022,124,4,-1,1514,-244,-544
1996:Q1,32321,3324,17672,11325,32321,28,8660,-436,-1632,260,20740,-7676,940,-980,-1197,120,-20,0,11574,2664,-724
1996:Q2,35939,3328,17146,15465,35939,28,1968,-612,748,-340,25680,-3576,-640,-16,-4751,120,4,0,9374,8452,-500
1996:Q3,16723,3328,9503,3892,16723,24,2732,-204,516,-816,14432,-328,-720,-112,-3436,132,0,-4,9575,-4556,-512
1996:Q4,29117,3328,8346,17443,29117,12,4444,-236,640,180,30176,-20,204,-580,-14884,196,0,-16,12365,-3624,260
1997:Q1,36080,3504,20447,12129,36080,36,21144,-760,512,560,10196,-5832,656,312,230,224,-4,0,9922,-1788,672
1997:Q2,65346,3504,29585,32257,65346,36,21364,-296,664,728,39064,-9952,220,-468,-4127,220,-12,0,15793,1308,804
1997:Q3,77309,3504,62623,11182,77309,32,20908,-416,444,-408,40660,-2664,460,-32,-2809,260,-4,0,20474,-128,532
1997:Q4,68400,3504,29024,35872,68400,36,22140,-320,496,-188,24816,-6056,588,-552,-1618,-504,-12,0,32810,-4492,1256
1998:Q1,68823,10144,-10943,69621,68823,32,-7032,2040,-4,40,22280,-8560,328,-108,5384,-8,1880,0,53175,-2280,1656
1998:Q2,72316,10144,-13484,75656,72316,28,-8588,2044,512,-144,19952,-3724,172,-172,1044,12,3208,0,59540,-2356,788
1998:Q3,93969,10144,16372,67454,93969,32,-8060,2040,276,9008,50256,-744,708,-1028,2787,12,1308,0,25910,10272,1192
1998:Q4,122252,10144,66464,45644,122252,28,-9932,2036,556,2344,67388,-9776,484,204,13257,-816,1460,0,49727,5200,92
1999:Q1,111108,3328,51967,55812,111108,160,-17300,-28,256,368,55872,-8136,1520,-192,21678,860,612,0,48730,5708,1000
1999:Q2,88321,3328,40983,44010,88321,164,-19140,-636,696,148,62332,-4860,1476,108,16385,864,1880,0,22592,6392,-80
1999:Q3,104759,3328,49038,52394,104759,160,-19308,-644,800,112,71956,-1104,1044,208,7874,860,-180,0,36825,6340,-184
1999:Q4,105900,3328,44781,57792,105900,160,-17860,-640,1148,872,90808,-3724,560,-280,12335,856,2932,0,12541,6920,-728
2000:Q1,127517,11248,43700,72569,127517,624,992,-172,-3384,128,91568,2848,420,2528,2850,-232,-2136,0,33747,-1396,-868
2000:Q2,114938,11248,30106,73585,114938,628,-208,-180,180,-248,76696,2208,1300,-2784,8259,-700,384,0,23795,4676,932
