1951:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1961:Q4,2499221,769614,1729607,259771,75881,69387,6494,0,4045,0,0,2449,82589,468445,443622,24823,0,4571,0,0,20252,842921,242908,2256313,3.0361859691831032,4.387181374593316,18.74363986154609,27.083896878287923
1962:Q1,2513600,779404,1734196,264379,75876,69362,6514,0,4101,0,0,2413,83005,458251,433425,24826,0,4573,0,0,20253,852685,244235,2269365,3.018617831071619,4.3752830420039,18.230865296878967,26.42441018980367
1962:Q2,2425750,786518,1639232,269120,75648,69118,6530,0,4195,0,0,2335,84263,349162,329923,19239,0,3569,0,0,15670,861039,251334,2174416,3.1185446548871054,4.614849688459099,14.393994474202982,21.30035906680397
1962:Q3,2471417,793692,1677725,276819,77076,70279,6797,0,4237,0,0,2560,84956,368392,348575,19817,0,3850,0,0,15967,870481,257549,2213868,3.118706401017734,4.594092996715446,14.906105126554014,21.957832628252138
1962:Q4,2583843,803569,1780274,285976,76171,69232,6939,0,4341,0,0,2598,85161,453883,431479,22404,0,4377,0,0,18027,879083,265044,2318799,2.947974210546284,4.278612594957005,17.566196113171294,25.495117177898212
1963:Q1,2621471,813441,1808030,294112,72519,65500,7019,0,4419,0,0,2600,85257,468185,444237,23948,0,4702,0,0,19246,887957,267954,2353517,2.766343239242122,4.010933819830616,17.85961537228532,25.894738689581775
1963:Q2,2663306,817641,1845665,300241,71593,64641,6952,0,4506,0,0,2446,87139,491157,465592,25565,0,4990,0,0,20575,895535,277471,2385835,2.688138903688218,3.8790007420816495,18.441638148280713,26.611395699914723
1963:Q3,2712598,830885,1881713,307676,72275,65002,7273,0,4596,0,0,2677,87304,511894,485481,26413,0,5254,0,0,21159,902563,284988,2427610,2.6644215604325083,3.8409176812192034,18.87100087641201,27.20363849508415
1963:Q4,2716266,839163,1877103,316913,74097,66655,7442,0,4663,0,0,2779,87856,484859,457587,27272,0,5534,0,0,21738,913377,293999,2422267,2.727887328962579,3.9473955869971253,17.850211610926266,25.83018946267549
1964:Q1,2767083,843874,1923209,320018,75843,68234,7609,0,4763,0,0,2846,89168,515853,486613,29240,0,5938,0,0,23302,922327,297963,2469120,2.740892711414694,3.9435537006336667,18.642488056113788,26.822521164923963
1964:Q2,2821047,860173,1960874,327819,76305,68446,7859,0,4826,0,0,3033,88453,531944,501922,30022,0,6227,0,0,23795,936353,307560,2513487,2.7048555785304558,3.8913896091193125,18.856265000503143,27.12790814865752
1964:Q3,2874215,869241,2004974,338206,77377,69385,7992,0,4883,0,0,3109,89905,550562,518877,31685,0,6528,0,0,25157,948924,314372,2559843,2.6921000646273487,3.8592394828757337,19.155206789244705,27.45980036738917
1964:Q4,2927146,884104,2043042,345826,78024,69875,8149,0,5025,0,0,3124,90360,562568,530699,31869,79,6741,0,0,25049,966265,323363,2603783,2.6655158255667666,3.8189884884440173,19.218989975933802,27.535796551500795
1965:Q1,2974919,895205,2079714,351233,79620,71018,8602,0,5140,0,0,3462,90861,577146,544164,32982,80,6991,0,0,25911,980853,326858,2648061,2.6763729644312355,3.8284077801967924,19.40040159920884,27.75123251072645
1965:Q2,2981606,903703,2077903,357787,79303,70757,8546,0,5183,0,0,3363,91268,553696,521171,32525,78,6914,0,0,25533,995849,336463,2645143,2.659752349914258,3.816507966692041,18.57038401875724,26.646848739282937
1965:Q3,3066237,912541,2153696,369367,80999,72069,8930,0,5198,0,0,3732,91547,602515,566815,35700,87,7722,0,0,27891,1009268,343379,2722858,2.641634498194324,3.7609198084624746,19.64997057241033,27.975847382368013
1965:Q4,3155520,930933,2224587,380034,80486,71438,9048,0,5276,0,0,3772,92289,639972,601439,38533,229,8151,0,0,30153,1031806,352779,2802741,2.550647780198227,3.6180288604356687,20.281037095649708,28.76813415842324
1966:Q1,3165808,935818,2229990,384058,87702,78025,9677,0,5470,0,0,4207,92113,620386,581368,39018,228,8153,0,0,30637,1045731,355957,2809851,2.770292209147,3.9328487842262922,19.596464918443605,27.820145822582624
1966:Q2,3207748,971316,2236432,388431,89068,79074,9994,0,5530,0,0,4464,93987,593399,555687,37712,224,7974,0,0,29514,1071546,365653,2842095,2.7766531866715685,3.982595471355387,18.498944448330978,26.533314545160085
1966:Q3,3182950,979816,2203134,393357,95020,84603,10417,0,5609,0,0,4808,94629,531096,497826,33270,206,7342,0,0,25722,1089032,369544,2813406,2.9852876529184336,4.312956551997234,16.68563792727487,24.10636420659191
1966:Q4,3278048,1005985,2272063,400488,96719,86024,10695,0,5720,0,0,4975,95730,568254,531716,36538,515,7894,0,0,28129,1110872,376015,2902033,2.9505089836521528,4.256884429102115,17.335145376070866,25.010501861368816
1967:Q1,3384486,1013799,2370687,410113,95107,84641,10466,0,5761,0,0,4705,96510,641827,599333,42494,588,9099,0,0,32807,1127129,375805,3008681,2.8100948905113223,4.011802088834022,18.963808520748607,27.07347957988152
1967:Q2,3432980,1028915,2404065,421794,90241,80255,9986,0,5747,0,0,4239,97376,649258,605033,44225,595,9364,0,0,34266,1145395,383139,3049841,2.6286618760217673,3.7537020576558473,18.912381257784833,27.006685450909977
1967:Q3,3525600,1047817,2477783,433251,94279,84437,9842,0,5816,0,0,4026,98440,689164,641200,47964,633,10104,0,0,37227,1162648,389200,3136400,2.674123070542201,3.8049695345542074,19.547438598858875,27.813756654119263
1967:Q4,3614513,1074444,2540069,445875,97326,87305,10021,0,5842,0,0,4179,100037,712951,663676,49275,1058,10221,0,0,37996,1183881,410854,3203659,2.6926493549531125,3.831634386061148,19.724664492600283,28.068156213634683
1968:Q1,3629083,1104944,2524139,450725,100894,90165,10729,0,5978,0,0,4751,100278,659729,614634,45095,996,9656,0,0,34443,1212513,402456,3226627,2.7801464746300115,3.9971580326372735,18.178944421926428,26.136793289152177
1968:Q2,3780133,1130409,2649724,458177,101717,91551,10166,0,5979,0,0,4187,103108,750787,697727,53060,1158,11195,0,0,40707,1235935,415170,3364963,2.69084297849615,3.838793693955337,19.86139354024771,28.334537869645253
1968:Q3,3849442,1152240,2697202,470260,102684,92165,10519,0,6015,0,0,4504,105564,760937,705275,55662,1225,11774,0,0,42663,1257757,422768,3426674,2.6674907768964156,3.8070381984491246,19.76747167527948,28.212101202504904
1968:Q4,4031431,1200814,2830617,484971,100541,90473,10068,0,6077,0,0,3991,105878,850281,791494,58787,1946,12291,0,0,44550,1288946,436130,3595301,2.4939229650305585,3.5519035050284855,21.091300061195003,30.038723594675314
1969:Q1,4048457,1233241,2815216,482576,112566,101511,11055,0,6077,0,0,4978,100691,801536,745190,56346,1938,12163,0,0,42245,1317848,434905,3613552,2.780466278507196,3.9984845457709586,19.798551891500768,28.471556867545488
1969:Q2,4067465,1259294,2808171,488918,110506,99897,10609,0,6033,0,0,4576,102168,761913,707585,54328,1960,12185,0,0,40183,1344666,446316,3621149,2.7168163946260075,3.9351434786053234,18.73189265762575,27.13200839754873
1969:Q3,4094792,1278066,2816726,486112,125839,114569,11270,0,6151,0,0,5119,99453,739328,686177,53151,1938,11951,0,0,39262,1365995,452164,3642628,3.073137494713864,4.4675480064298005,18.055317839756462,26.24776774850122
1969:Q4,4123681,1308558,2815123,492052,132804,121674,11130,0,6202,0,0,4928,103989,693174,638984,54190,2774,12285,0,0,39131,1393104,463762,3659919,3.220513238146508,4.717509489333963,16.8096010603242,24.623234450555042
1970:Q1,4144259,1318182,2826077,489065,141870,130275,11595,0,6247,0,0,5348,100337,672254,614908,57346,2787,15335,0,0,39224,1422551,456221,3688038,3.42327805900672,5.02001581277143,16.221323512268217,23.787521531130054
1970:Q2,4087290,1356658,2730632,503472,135696,122876,12820,0,6267,0,0,6553,101115,529633,485261,44372,2234,12530,0,0,29608,1460717,462779,3624511,3.3199558313772597,4.969406975627214,12.95803764046064,19.395969678979682
1970:Q3,4221919,1362718,2859201,525253,137160,124805,12355,0,6465,0,0,5890,103437,616893,564921,51972,2755,14978,0,0,34239,1476457,469717,3752202,3.2487695225016733,4.797159100242778,14.611668656941557,21.575706981332424
1970:Q4,4353923,1390677,2963246,541812,135733,123668,12065,0,6619,0,0,5446,105936,676233,617731,58502,4006,16772,0,0,37724,1503532,478718,3875205,3.1174916514237405,4.5805576846096985,15.531579438583593,22.8206851874132
1971:Q1,4520246,1426998,3093248,565757,131523,119817,11706,0,6483,0,0,5223,105053,745298,677526,67772,4615,19215,0,0,43942,1545617,481470,4038776,2.909648621269842,4.251947245727974,16.48800094301471,24.094356165458777
1971:Q2,4608094,1460893,3147201,586950,128605,117233,11372,0,6301,0,0,5071,105296,742227,673299,68928,4742,19734,0,0,44452,1584123,495120,4112974,2.7908570077376025,4.086339199781595,16.107030383721472,23.58371979165998
1971:Q3,4680983,1490696,3190287,602006,133240,122312,10928,0,6219,0,0,4709,103970,728851,658901,69950,5015,20825,0,0,44110,1622221,507864,4173119,2.8464014640283564,4.176413373237478,15.570469085572586,22.845939386404932
1971:Q4,4818070,1517841,3300229,622731,129362,117695,11667,0,6387,0,0,5280,105466,782708,707587,75121,6477,22163,0,0,46481,1659961,524058,4294012,2.684933186571518,3.919787533104903,16.24526845385148,23.716791567041557
1972:Q1,4984361,1570853,3413508,641738,130994,118766,12228,0,6644,0,0,5584,105057,828032,748641,79391,7123,24058,0,0,48210,1707687,531304,4453057,2.6281042671472625,3.8375243860165886,16.612609608435182,24.25752101416579
1972:Q2,5069295,1600621,3468674,660025,128596,116026,12570,0,7071,0,0,5499,106601,823946,744860,79086,7303,24271,0,0,47512,1749507,551242,4518053,2.53675707270518,3.70734447450309,16.253653793816884,23.753907786974107
1972:Q3,5209748,1649560,3560188,683906,130266,116679,13587,0,7690,0,0,5897,105819,843306,764315,78991,7617,24841,0,0,46533,1796891,566693,4643055,2.5004252872877815,3.658959962338431,16.18707302695163,23.687111314295255
1972:Q4,5474765,1714199,3760566,708033,128743,114853,13890,0,8125,0,0,5765,108660,967299,882122,85177,8727,26954,0,0,49496,1847831,585391,4889374,2.3515710683968454,3.423500384225421,17.6683138529537,25.722156594416223
1973:Q1,5512448,1758656,3753792,729042,135147,120345,14802,0,8656,0,0,6146,106699,888845,812281,76564,8486,25565,0,0,42513,1894059,597513,4914935,2.4516610827003973,3.600267325180932,16.124327324315594,23.67859457242512
1973:Q2,5571140,1819083,3752057,746664,136233,121039,15194,0,8978,0,0,6216,109114,813795,744351,69444,8169,23900,0,0,37375,1946251,616421,4954719,2.445339084448123,3.630895470878121,14.607332296010226,21.689301501172004
1973:Q3,5772751,1891184,3881567,760116,147424,131476,15948,0,9498,0,0,6450,108140,861817,785638,76179,9216,26195,0,0,40768,2004071,635514,5137237,2.5537948644634563,3.798059217531092,14.929049986255158,22.20280755447114
1973:Q4,5752560,1943148,3809412,778900,149235,133185,16050,0,9826,0,0,6224,111158,714391,647173,67218,7924,23389,0,0,35905,2055728,651927,5100633,2.594239897191278,3.9175391512767783,12.418664677289362,18.753317737704954
1974:Q1,5787595,1944362,3843233,796820,157528,140679,16849,0,10203,0,0,6646,110372,678229,612434,65795,8373,24216,0,0,33206,2100283,656176,5131419,2.721829430400298,4.09885297645447,11.718671017236298,17.647362117039613
1974:Q2,5791142,1962169,3828973,813250,157250,140069,17181,0,10653,0,0,6528,114019,597082,537817,59265,7823,22141,0,0,29301,2147372,676967,5114175,2.7153585773995825,4.106852333497693,10.310255958570385,15.593777961717167
1974:Q3,5769441,2002021,3767420,822760,147842,129895,17947,0,11448,0,0,6499,140979,439258,395668,43590,5921,16570,0,0,21099,2216581,695386,5074055,2.562494668910691,3.9242139797553226,7.613525824031855,11.659382099941945
1974:Q4,5921236,2064417,3856819,842908,157944,138999,18945,0,12250,0,0,6695,142474,440087,391408,48679,6146,18689,0,0,23844,2273405,708576,5212660,2.6674210546139583,4.095196139600402,7.432357052559146,11.410631949959251
1975:Q1,6173941,2142403,4031538,859589,156505,136306,20199,0,13389,0,0,6810,138099,547548,485182,62366,7419,25731,0,0,29216,2329798,707900,5466041,2.5349357530237646,3.88202793534674,8.868687532189371,13.581603679206825
1975:Q2,6421357,2216133,4205224,888178,156321,134888,21433,0,14439,0,0,6994,141633,630227,556835,73392,8536,30802,0,0,34054,2388864,721930,5699427,2.4343932117110185,3.7173068534611566,9.814549327145421,14.986770133074604
1975:Q3,6437153,2228768,4208385,905665,172858,150147,22711,0,15475,0,0,7236,141151,550054,486024,64030,7431,27970,0,0,28629,2438656,742013,5695140,2.685320040951482,4.1074702595223975,8.544992407559453,13.07043542171564
1975:Q4,6627791,2286518,4341273,927696,184342,160803,23539,0,16309,0,0,7230,146407,593701,523873,69828,9276,30240,0,0,30312,2489127,765731,5862060,2.78134194513791,4.246255191838355,8.957750595642073,13.675734851815296
1976:Q1,6837643,2335041,4502602,951673,182117,157990,24127,0,17158,0,0,6969,148556,690486,610222,80264,10644,34626,0,0,34994,2529771,775261,6062382,2.663443073992613,4.044699633962508,10.09829739411162,15.335255396459472
1976:Q2,7041462,2420317,4621145,980486,186259,161421,24838,0,17954,0,0,6884,149373,709414,629097,80317,10834,34596,0,0,34887,2595613,802013,6239449,2.64517550946318,4.030581730289757,10.074810713175857,15.351475866678918
1976:Q3,7182194,2471455,4710739,1002585,190726,165644,25082,0,18111,0,0,6971,150101,719234,640103,79131,11069,34586,0,0,33476,2648093,827173,6355021,2.655537823566897,4.048746317388085,10.014131129680012,15.267971773293759
1976:Q4,7378551,2543119,4835432,1029651,193658,167885,25773,0,18285,0,0,7488,156853,744565,664031,80534,12179,35140,0,0,33215,2710705,855307,6523244,2.624608379961907,4.004979762452255,10.090934720308658,15.398102683665721
1977:Q1,7504884,2630011,4874873,1064559,195484,168855,26629,0,18505,0,0,8124,152609,682547,608789,73758,11512,33238,0,0,29008,2779674,872087,6632797,2.6047549600302795,4.010029329635164,9.094701621549742,14.001324810327262
1977:Q2,7723432,2742979,4980453,1088395,193348,164767,28581,0,19425,0,0,9156,155173,698901,622067,76834,11881,34491,0,0,30462,2844637,910820,6812612,2.503389220436908,3.882127956497154,9.049097140050256,14.032876989985784
1977:Q3,7901583,2839343,5062240,1121835,197776,167565,30211,0,19751,0,0,10460,154647,665485,591498,73987,11506,33733,0,0,28748,2922497,949004,6952579,2.502992861558442,3.906888271517403,8.422174510880648,13.146060191615986
1977:Q4,8096726,2947334,5149392,1146108,203508,171973,31535,0,20633,0,0,10902,161926,632844,559025,73819,10940,34611,0,0,28268,3005005,986838,7109888,2.5134657954686,3.9520867140520415,7.816051503737931,12.28968914554503
1978:Q1,8293126,3042463,5250663,1176761,209715,177279,32436,0,20844,0,0,11592,162192,596540,525569,70971,10565,34181,0,0,26225,3105456,1009747,7283379,2.528776357751114,3.9940594724029466,7.193186426802825,11.361231805521243
1978:Q2,8590832,3172605,5418227,1203902,213590,180140,33450,0,21826,0,0,11624,165449,637418,559106,78312,11524,38367,0,0,28421,3197869,1060106,7530726,2.4862510976896472,3.9420580681471926,7.419742544362333,11.76432098421525
1978:Q3,8884785,3288652,5596133,1236176,220431,186829,33602,0,22287,0,0,11315,170569,681815,594913,86902,12586,43231,0,0,31085,3287143,1107675,7777110,2.480988711417383,3.938979225530793,7.673957094795067,12.183673966312998
1978:Q4,9109819,3407984,5701835,1259215,221652,187727,33925,0,22767,0,0,11158,186139,649635,567841,81794,11466,42086,0,0,28242,3385193,1150198,7959621,2.433111607988134,3.8873812725110266,7.131153509828339,11.393440610983744
1979:Q1,9452510,3561950,5890560,1281851,234957,199668,35289,0,23553,0,0,11736,182671,692063,602005,90058,12197,48762,0,0,29099,3499018,1177742,8274768,2.4856614657138096,3.988710684301992,7.321475603321034,11.748682741652697
1979:Q2,9776165,3717513,6058652,1312035,251996,214404,37592,0,25048,0,0,12544,184391,704993,613786,91207,12337,49791,0,0,29079,3605238,1225297,8550868,2.5776522865690654,4.159267373826523,7.211343578040346,11.636133477692386
1979:Q3,10108520,3845262,6263258,1353202,259421,219897,39524,0,26743,0,0,12781,190606,749488,652390,97098,13174,53555,0,0,30369,3710541,1275704,8832816,2.566358870192892,4.141948137416785,7.41442074541996,11.9664270469735
1979:Q4,10426924,3961948,6464976,1375945,297369,258430,38939,0,28158,0,0,10781,197359,781657,684612,97045,12811,55139,0,2828,26267,3812646,1321171,9105753,2.8519371696656917,4.599697288183843,7.496520992359379,12.090633568694882
1980:Q1,10653723,4113142,6540581,1406373,311905,269806,42099,0,30730,0,941,10428,194898,715082,625258,89824,11954,47770,0,2492,27608,3912323,1350185,9303538,2.9276575151880335,4.7687585584485666,6.712037460575167,10.933002210365935
1980:Q2,11017964,4223728,6794236,1445181,319110,272982,46128,0,32836,0,1036,12256,193876,816604,715648,100956,13310,54454,0,2587,30605,4019465,1368434,9649530,2.8962681958260466,4.696772296544508,7.4115650665262045,12.019064231918975
1980:Q3,11445755,4369625,7076130,1495267,327682,279196,48486,0,34667,0,1081,12738,201148,919076,806795,112281,14419,60124,0,2951,34787,4132956,1404433,10041322,2.8629140118645267,4.630809934376567,8.029846063933082,12.988406487332348
1980:Q4,11812320,4451130,7361190,1542602,343167,293025,50142,0,36425,0,1103,12614,206057,1019225,896643,122582,17582,63961,0,3299,37740,4250138,1446883,10365437,2.90516481009419,4.661846388092783,8.628493768851467,13.845931346558318
1981:Q1,12013331,4514682,7498649,1582832,342138,289918,52220,0,37916,0,1197,13107,198549,1023058,899135,123923,17894,64608,0,3466,37955,4352072,1456128,10557203,2.8479847912869154,4.562659740936833,8.516026386780611,13.643236742904785
1981:Q2,12337703,4715758,7621945,1621648,350031,295043,54988,0,39682,0,1272,14034,201473,1001435,879520,121915,17863,63034,0,3409,37609,4447358,1493528,10844175,2.8370875991337385,4.592416256560224,8.116871111923576,13.138843812289602
1981:Q3,12474924,4842006,7632918,1685555,372459,315671,56788,0,41214,0,1284,14290,200749,844404,734663,109741,16392,57553,0,2951,32845,4529752,1524516,10950408,2.985658481270362,4.879636092341093,6.768808741869868,11.062659592911153
1981:Q4,12821146,4916768,7904378,1776255,386970,326314,60655,0,43822,0,1398,15435,207001,913544,795965,117579,16759,62109,0,3214,35497,4620609,1555995,11265151,3.018213187689655,4.895635243330475,7.125290080460534,11.55744113077622
1982:Q1,12970782,5030489,7940293,1828668,405753,341919,63833,0,46629,0,1424,15780,207176,789364,674492,114872,15505,63968,0,2929,32470,4709332,1560063,11410719,3.1282059886590488,5.1100479794197495,6.08570571394955,9.941240538396206
1982:Q2,13135389,5075194,8060195,1881494,426487,359863,66624,0,48914,0,1472,16238,210879,761081,645931,115150,14966,65386,0,2892,31906,4780254,1584275,11551114,3.2468566017813076,5.291277018293664,5.794129739949986,9.442469839040402
1982:Q3,13364436,5096982,8267454,1943559,464301,394732,69569,0,50550,0,1593,17426,204357,819583,686458,133125,16739,76350,0,3354,36682,4835653,1594249,11770187,3.474153653291117,5.6160099376208255,6.132569539545815,9.913370251950141
1982:Q4,13719363,5148139,8571224,2004698,466545,393597,72948,0,52509,0,1750,18689,217282,987777,837851,149926,20262,80568,0,4203,44893,4894922,1628952,12090411,3.400629034043005,5.443150769414954,7.199875590803803,11.524340929120012
1983:Q1,14052960,5221901,8831059,2061775,487865,410364,77500,0,54464,0,1895,21141,208932,1087618,916878,170740,21955,91192,0,4738,52855,4984869,1622139,12430821,3.4716151063426,5.524418880732256,7.73942476741455,12.315830816900581
1983:Q2,14401786,5290283,9111503,2099980,523689,440976,82713,0,56382,0,2019,24312,211348,1220735,1022313,198422,24360,103363,0,5421,65278,5055752,1673239,12728547,3.6362780318332675,5.747558579709889,8.476271938409637,13.39772951272344
1983:Q3,14618899,5365336,9253563,2156105,570017,482702,87315,0,60029,0,2057,25229,212501,1186914,988741,198173,24327,101014,0,5490,67342,5128026,1731052,12887847,3.8991795441139137,6.159974497855425,8.11903917157725,12.82656355732666
1983:Q4,14784411,5444411,9340000,2200729,567431,476016,91415,0,62296,0,2164,26955,215849,1128722,930005,198717,24771,99766,0,5513,68667,5227269,1793652,12990759,3.8380372746807128,6.075280555392932,7.634538335690948,12.084812882408407
1984:Q1,15052139,5648683,9403456,2263701,572924,476061,96863,0,64207,0,2393,30263,211993,1067737,867350,200387,23606,105155,0,5250,66376,5287101,1826024,13226115,3.8062620886290794,6.0926946179159875,7.093588078968124,11.354726738223254
1984:Q2,15346851,5826507,9520344,2343155,626689,528482,98207,0,63429,0,2457,32321,213002,997258,805710,191548,22673,99837,0,4877,64161,5340240,1891030,13455821,4.083505241065179,6.582634599019011,6.498125685876986,10.475017036459153
1984:Q3,15735716,5993672,9742044,2394119,669016,562139,106877,0,67611,0,2692,36574,217863,1051005,839090,211915,24466,109989,0,5310,72150,5410040,1946767,13788949,4.251576465719947,6.867306309080224,6.679107655564298,10.78834604338127
1984:Q4,16088408,6150304,9938104,2503632,671682,557401,114281,0,71967,0,2849,39465,214585,1056894,835651,221243,23848,116578,0,5441,75376,5491311,2013847,14074561,4.174946097944049,6.758656911812295,6.569289856175392,10.634766353990239
1985:Q1,16565447,6324809,10240638,2548692,756236,630574,125662,0,72631,0,3416,49615,225828,1140721,882999,257722,25860,143816,0,5671,82375,5569160,2088085,14477362,4.565141239221771,7.3846577192586,6.886149208363592,11.139163553278696
1985:Q2,16979490,6521392,10458098,2591197,785819,644208,141611,0,74237,0,3880,63494,242922,1198737,934893,263844,27184,135656,0,5817,95187,5639423,2163678,14815812,4.6280471993820615,7.5139745119778665,7.059913708570871,11.462288385919583
1985:Q3,17277106,6732066,10545040,2628645,832508,676119,156389,0,75357,0,4162,76870,236561,1122510,865657,256853,25449,128524,0,5284,97596,5724817,2255688,15021418,4.8185594132185585,7.894778999269899,6.497092221815446,10.644905007998469
1985:Q4,17890656,6937161,10953495,2654047,900876,710160,190717,0,81155,0,5380,104182,253306,1330251,1014295,315956,33327,166673,0,5694,110262,5815014,2369161,15521495,5.035456082883406,8.224554266566585,7.435453870256116,12.144539212713449
1986:Q1,18410255,7076987,11333268,2707029,934515,710590,223925,0,85769,0,6519,131637,255697,1501638,1145443,356195,36439,177716,0,6702,135338,5934388,2393253,16017002,5.076058434420419,8.245770673562793,8.1565322283734,13.249826635293749
1986:Q2,18855533,7264499,11591034,2767522,976006,725203,250803,0,85700,0,7210,157893,250757,1559569,1189856,369713,38532,178610,0,6662,145909,6037180,2458951,16396582,5.176230746504459,8.420352297714436,8.27114802863091,13.454960514395706
1986:Q3,19127229,7464725,11662504,2837033,1006079,724451,281628,0,87754,0,7509,186365,254381,1410787,1069515,341272,35222,158061,0,5732,142257,6154223,2545440,16581789,5.259931331625725,8.626613351682886,7.375805930512443,12.096778818577166
1986:Q4,19784550,7644160,12140390,2934556,1073733,758333,315401,0,97154,0,7964,210283,269635,1587969,1230927,357042,38285,159076,0,5827,153854,6274496,2632598,17151952,5.427131361528339,8.844308389144603,8.026308591911228,13.080049787723055
1987:Q1,20416539,7820609,12595930,2923325,1138890,771169,367721,0,111135,0,9560,247026,273617,1882192,1449383,432809,47209,187197,0,7392,191011,6377907,2638075,17778464,5.578270921915944,9.041728891927105,9.218956801942928,14.942857605224669
1987:Q2,20799582,8009484,12790098,2966795,1190790,828690,362100,0,110476,0,9626,241998,275079,1889659,1421873,467786,49449,207452,0,8068,202817,6467774,2731360,18068222,5.7250681926975275,9.310251344320115,9.085083483494943,14.774393573749716
1987:Q3,21294417,8195217,13099200,3017089,1240367,884211,356156,0,113396,0,9722,233038,276956,1982852,1481749,501102,53345,229469,0,8742,209546,6581937,2809137,18485280,5.824845100106226,9.469027067153782,9.311604401069715,15.137198088022883
1987:Q4,21296658,8330141,12966517,3097550,1235761,891614,344147,0,111020,0,8369,224758,288410,1599770,1189960,409810,43188,195436,0,6145,165041,6745026,2877269,18419389,5.802603603292908,9.530397739150711,7.511836618351836,12.33770142144174
1988:Q1,21849203,8514062,13335141,3178215,1235634,894226,341408,0,104181,1,8663,228563,295867,1730805,1295822,434982,45906,208065,0,6610,174401,6894620,2922185,18927018,5.655282549353881,9.26600005436474,7.921592329584028,12.9792763342951
1988:Q2,22368853,8751511,13617342,3202312,1272541,926434,346107,0,105423,2,8957,231725,300460,1824772,1376542,448231,47150,213548,0,6979,180554,7017257,3007998,19360855,5.688896171242549,9.34500162424322,8.157648755996652,13.400357218708706
1988:Q3,22770911,8929484,13841427,3243284,1320451,973617,346834,0,104845,4,9045,232940,303954,1834912,1405668,429244,48598,201022,5,6714,172905,7138827,3089056,19681855,5.798848141588399,9.539843942611748,8.058138189954208,13.256663896548629
1988:Q4,23340095,9094409,14245686,3308036,1407963,1063083,344880,0,105029,7,9211,230633,307509,1949537,1525881,423656,46288,198810,7,6857,171694,7272642,3163638,20176457,6.032378624904138,9.883433446310313,8.352736140616992,13.685101163836642
1989:Q1,23818640,9256889,14561751,3341619,1443391,1100640,342751,0,102381,12,9504,230854,312964,2043750,1593387,450363,48684,216496,18,7322,177843,7420026,3208293,20610346,6.059923932182604,9.912211002761468,8.580465553058062,14.03505819803334
1989:Q2,24329827,9431993,14897834,3358176,1476712,1121750,354962,0,106468,17,9760,238717,323035,2166935,1675815,491119,53059,232862,27,8059,197112,7572977,3296740,21033087,6.069555977457528,9.912262814392147,8.906493912673772,14.545299317626077
1989:Q3,24955453,9674610,15280843,3415097,1513349,1148622,364727,0,113204,22,10285,241216,320107,2341190,1808312,532878,58433,250771,42,9146,214486,7691101,3381112,21574341,6.064200088589917,9.903567512176444,9.381476895302923,15.321079192517203
1989:Q4,25436731,9817681,15619050,3473737,1527729,1164669,363060,0,117914,30,10293,234823,341485,2422761,1886378,536383,51354,261044,55,9404,214526,7853339,3464612,21972119,6.005994302173293,9.781187788880468,9.524654608379322,15.51157571279625
1990:Q1,25550366,9869598,15680768,3502334,1535034,1162877,372157,0,120400,43,10340,241374,378576,2278498,1773060,505439,48982,247176,89,8594,200598,7986325,3532855,22017511,6.007876263885321,9.789280589957693,8.917674266813712,14.530528222168963
1990:Q2,25917776,9968788,15948988,3492120,1589150,1203834,385316,0,129418,58,10596,245244,387586,2369696,1831014,538682,56069,254273,123,9452,218765,8110436,3605963,22311813,6.131505455106918,9.963954155858394,9.143130562802712,14.857971575792291
1990:Q3,25853010,10074386,15778624,3529812,1636727,1251280,385447,0,129954,76,9819,245598,400623,1967695,1506352,461344,48281,227798,142,7117,178006,8243766,3669545,22183465,6.330895005707796,10.37306501507545,7.611087306375762,12.470638573735847
1990:Q4,26369586,10083770,16285816,3579399,1721179,1310346,410834,12697,133050,134,10373,254580,427160,2217433,1705347,512086,55779,252460,340,7967,195540,8340645,3736231,22633355,6.527138679149946,10.568579659608261,8.4090543373133535,13.615730413352367
1991:Q1,26902945,10111638,16791307,3639700,1733952,1283016,450937,13805,143283,186,11884,281779,436526,2564513,1997328,567185,54125,289431,449,9031,214149,8416615,3762152,23140793,6.445214208823523,10.326488844246775,9.532462925571854,15.272862758285566
1991:Q2,27056088,10181563,16874525,3573035,1801279,1325136,476143,15892,148023,223,12118,299887,439011,2546650,1967421,579229,66135,285971,474,8803,217846,8514551,3827516,23228572,6.657572926555459,10.674545087440439,9.41248294037305,15.091682004865396
1991:Q3,27430096,10251935,17178161,3554756,1847890,1340423,507467,17088,153710,287,12753,323629,452991,2721866,2093154,628712,71107,305359,669,9538,242039,8600658,3869727,23560370,6.736724589339681,10.757205052753124,9.922918959788836,15.84492175043227
