date,FU596330005.Q,FU595013005.Q,FU594090005.Q,FU593020005.Q,FU593030005.Q,FU593034005.Q,FU592051005.Q,FU594022005.Q,FU593069105.Q,FU593061105.Q,FU593061705.Q,FU593062045.Q,FU593063005.Q,FU594023005.Q,FU343069005.Q,FU593065005.Q,FU593064105.Q,FU593064205.Q,FU593090005.Q,FU593095005.Q,FU573074005.Q,FU593073005.Q,FU593093005.Q,FU594190005.Q,FU153050015.Q,FU594190045.Q,FU594090055.Q,FU893131573.Q,FU543150015.Q
1987:Q1,11,38,54066,512,-5720,236,754,15060,2471,7652,4114,-156,979,-4475,-3099,-1376,19809,3632,24258,8688,300,4360,10910,54093,76562,43638,10455,18302,4167
1987:Q2,12,38,50324,512,-1517,942,1560,7021,3700,975,8541,53,-6248,5158,6051,-893,5289,2494,28865,8182,450,19506,727,50351,73607,44302,6049,18302,4954
1987:Q3,13,41,65873,356,-3411,381,702,11082,2742,8865,3425,41,-3991,13531,13934,-403,764,2222,40246,8887,650,13177,17532,65901,91600,44969,20932,18302,7397
1987:Q4,13,43,55180,116,-4844,573,-437,15278,1346,6094,1857,161,5820,14026,14623,-597,6330,-1326,25464,7786,108,41102,-23532,55209,89961,45820,9389,18302,16450
1988:Q1,13,41,60568,208,937,715,-20,-2309,-2541,-4742,5917,-141,-802,-2117,-3643,1526,18615,-1029,45568,-66,-500,43997,2137,60597,95255,47858,12739,13813,20845
1988:Q2,14,42,57693,843,6375,1531,1346,9428,-392,462,-112,75,9395,9069,7225,1844,2298,-635,27438,2042,-700,19342,6754,57722,87137,49110,8612,13813,15602
1988:Q3,14,43,61640,741,506,683,-634,20817,-3028,15564,2450,-120,5951,16347,13684,2663,3738,-1636,21078,-2943,-1250,13712,11559,61669,89976,50111,11558,13813,14494
1988:Q4,14,44,64420,685,4921,298,358,6699,-1618,237,-1543,-89,9712,19853,17153,2700,5031,405,26170,2831,1212,13435,8692,64450,99226,51101,13349,13813,20963
1989:Q1,15,45,58689,-150,8582,1063,1125,13299,268,-7866,13377,-66,7586,-3575,-4068,493,-7605,699,45251,4200,1684,37935,1432,58719,85442,50404,8315,14235,12488
1989:Q2,15,45,59279,-142,7378,1433,479,22564,-502,5934,9631,-64,7565,10020,8392,1628,-2835,1191,19191,2404,1859,21185,-6257,59309,94100,51179,8130,14235,20556
1989:Q3,16,48,61143,-670,7523,359,1241,18479,247,7126,7316,-67,3857,15486,13502,1984,-1804,1294,19235,3186,1899,23914,-9764,61175,87870,51134,10041,14235,12460
1989:Q4,16,49,63736,-683,5925,1554,-1094,21082,-2164,6380,9376,-68,7558,20911,18692,2219,-7590,1366,22265,2514,1826,13407,4518,63768,96888,51549,12219,14235,18885
1990:Q1,16,45,63831,144,1015,1215,306,20523,306,-922,15526,211,5402,-4783,-4681,-102,-575,1647,44339,4256,1724,45922,-7563,63860,107000,53340,10520,24097,19043
1990:Q2,16,45,53600,128,-3249,-672,1090,24899,1090,10949,6848,7,6005,8632,7701,931,1279,3236,18257,227,1264,24619,-7853,53629,110417,54291,-662,24097,32691
1990:Q3,17,46,69905,548,-2319,-180,53,13016,53,5048,7902,-241,254,14813,14310,503,4426,305,39243,2879,1374,35963,-973,69934,104635,55238,14696,24097,10604
1990:Q4,17,44,63871,153,-989,646,-229,1896,-229,652,3581,228,-2336,19657,18620,1037,18005,2451,22281,2285,1689,34062,-15755,63899,103894,56041,7858,24097,15898
1991:Q1,17,41,68980,-693,4371,-1451,1173,17924,1173,1379,13990,-109,1491,-6461,-5452,-1009,14037,4182,35898,3655,2684,36351,-6792,69003,95016,56931,12072,23899,2114
1991:Q2,17,40,76619,189,-269,595,3644,5099,3644,1091,-370,123,611,7827,10078,-2251,10565,3783,45186,6235,3464,26858,8629,76641,112771,58034,18607,23899,12231
1991:Q3,17,38,75414,-1687,2265,1604,5787,11092,5787,-12071,2854,62,14460,14144,15178,-1034,7448,4881,29880,4579,3234,23483,-1416,75434,111091,58829,16605,23899,11758
1991:Q4,17,37,77995,678,256,-266,-236,516,-236,1655,-8132,70,7159,19550,21106,-1556,18992,4907,33598,6292,2690,30303,-5687,78015,112997,59398,18617,23899,11083
1992:Q1,16,38,75853,105,-5471,99,255,16961,255,-4176,8781,-65,12166,-7549,-5853,-1696,-10297,8693,73057,3361,2410,79392,-12106,75875,103627,59989,15886,20726,7026
1992:Q2,16,38,79277,467,-4599,90,1514,7321,1514,5240,-8209,-20,8796,10159,10435,-276,24348,9424,30553,1968,2376,22711,3498,79300,116114,60860,18440,20726,16088
1992:Q3,17,39,79685,1969,-3578,871,3055,30624,3055,22268,788,-156,4669,14757,16169,-1412,-2945,1754,33178,-6061,2470,39041,-2272,79707,119861,61486,18221,20726,19428
1992:Q4,17,40,51538,121,-5349,250,1175,12881,1175,6295,-8913,67,14257,20972,21701,-729,4899,8514,8075,-18866,2662,26572,-2293,51561,116105,61826,-10265,20726,43818
1993:Q1,17,43,93019,-645,1742,2613,1476,12986,1476,-8093,7703,15,11885,-8085,-7385,-700,50559,7778,24595,-2617,2654,24554,4,93045,137367,61896,31149,21673,22649
1993:Q2,17,43,83195,318,718,2400,1563,13112,1563,5288,-1966,157,8070,8831,10294,-1463,5320,11345,39588,1182,2854,40089,-4537,83221,122849,62212,21009,21673,17955
1993:Q3,17,43,65961,-652,-4396,255,-7171,39925,-7171,23298,445,605,22748,16545,15502,1043,-2906,7666,16695,-6489,3104,26575,-6495,65987,117556,62477,3510,21673,29896
1993:Q4,17,45,69300,1219,-2130,2408,816,422,816,-10681,3924,149,6214,18958,21324,-2366,16305,13525,17777,1065,3703,14633,-1624,69328,103410,62574,6754,21673,12409
1994:Q1,17,38,100534,-1014,1360,2927,-1231,5207,-1231,6658,10160,-655,-9725,-7801,-7472,-329,-3082,16545,87623,14578,3334,73005,-3294,100555,124965,63512,37043,21388,3022
1994:Q2,17,40,100295,496,77,1931,1124,19970,1124,4701,17380,129,-3364,10488,10168,320,26215,9915,30079,8846,3092,14115,4026,100317,119289,63807,36510,21388,-2416
1994:Q3,18,41,69291,1522,-4054,351,327,18430,327,2738,7441,259,7665,15682,15601,81,13281,10813,12939,-9887,2886,17289,2651,69314,109491,64768,4546,21388,18789
1994:Q4,18,42,60610,47,5333,1184,974,10329,974,825,9767,8,-1245,17959,22550,-4591,-14038,39335,-513,17021,2377,-16918,-2993,60633,76160,64755,-4122,21388,-5861
1995:Q1,19,44,62832,-1386,2792,1089,1766,28113,1766,10161,6400,-59,9845,-6919,-7313,394,-20246,19424,38199,-17962,1357,53661,1143,62857,120587,65674,-2817,30538,27192
1995:Q2,19,45,74106,-238,1123,2976,1809,5246,1809,-7658,3493,78,7524,11198,10840,358,-12724,16994,47722,1296,1359,43211,1856,74132,122351,66599,7533,30538,17681
1995:Q3,19,46,87699,673,4005,1371,-1801,1882,-1801,-7317,7603,243,3154,15660,15276,384,-17089,22089,60909,1772,1357,56025,1755,87726,129144,67083,20643,30538,10880
1995:Q4,19,47,82089,-714,2163,2158,2164,11316,2164,-2947,7740,456,3903,5590,5201,389,-20789,20055,60146,2814,1359,54503,1470,82116,119823,66830,15286,30538,7169
1996:Q1,20,43,82886,788,2619,3365,-4026,22191,-4026,6466,5959,441,13351,5382,4999,383,-28774,13368,67973,1009,1357,60901,4706,82910,122073,66888,16022,33188,5975
1996:Q2,20,44,79043,1332,2053,2010,2772,18665,2772,7339,1025,-974,8503,12859,12466,393,-29921,13506,55767,2392,1357,47383,4635,79067,116134,67369,11698,33188,3879
1996:Q3,20,46,79886,1527,789,3215,416,-23409,416,-11849,-10495,-801,-680,13914,13514,400,5232,12774,65428,4871,1358,55016,4183,79911,115727,67089,12822,33188,2628
1996:Q4,21,48,79250,278,1046,4879,2472,745,2472,-2559,-2949,65,3716,26713,26377,336,-15277,17021,41373,-3519,1356,36532,7004,79277,138388,66941,12336,33188,25923
1997:Q1,21,48,80397,-1573,4937,5943,-1115,30722,-1114,-701,11886,1490,19161,-9158,-9633,475,-37849,23488,65002,-5348,2425,67773,152,80425,121346,69114,11311,37942,2979
1997:Q2,21,48,89804,3747,291,3105,5302,25076,5302,3678,1119,8,14969,10793,10304,489,-38173,16394,63269,8295,1449,50240,3285,89832,140620,69773,20059,37942,12846
1997:Q3,22,50,87303,-1489,248,8805,-125,26298,-123,9277,4792,408,11944,16008,15481,527,-29516,16754,50320,4784,1449,42339,1748,87331,131993,70440,16891,37942,6720
1997:Q4,22,51,100968,-1467,5625,-896,-2463,20165,-2461,-3981,6862,-964,20709,26042,25863,179,-33416,28987,58391,6338,3064,44127,4862,100997,123761,70733,30264,37942,-15178
1998:Q1,23,56,112493,1025,6804,1028,8708,13690,8715,-9839,2506,577,11731,-9925,-11022,1097,-18282,17154,92291,5115,4357,80775,2044,112526,172042,71360,41166,47865,11651
1998:Q2,23,59,106461,603,8335,998,-712,9957,-697,-1250,2930,147,8827,13610,11557,2053,-18084,22882,68872,-5663,4500,68022,2013,106497,177376,73272,33225,47865,23014
1998:Q3,24,60,105825,-207,7172,1545,2743,12358,2774,-9464,4154,-76,14970,15772,14812,960,-27547,38273,55716,-5300,4547,54959,1510,105861,169919,72647,33214,47865,16193
1998:Q4,25,61,106229,2374,6952,1763,-670,12386,-617,705,-8408,1101,19605,28536,28050,486,9670,8268,36950,7499,-523,30044,-70,106265,148359,73093,33172,47865,-5771
1999:Q1,26,58,77123,-2642,-8798,5120,4672,35464,4334,795,15944,1284,13107,-9573,-10409,836,-81220,31180,102920,2264,-3114,98701,5069,77156,123965,74292,2864,54916,-8107
1999:Q2,26,58,86884,2278,-8941,3528,38,32224,603,9612,11248,-1295,12056,12803,11174,1629,-43200,16157,71997,671,-3966,69518,5774,86915,138707,75174,11741,54916,-3124
1999:Q3,27,59,97667,250,-11092,6360,-1239,30797,-1040,-1867,4013,-119,29810,15626,15286,340,-47341,38709,65597,7257,-5037,58281,5096,97698,139375,75836,21862,54916,-13239
1999:Q4,28,60,95567,739,-10633,1017,1316,43041,1584,-5426,28406,-78,18555,30035,27750,2285,-6608,-2654,39314,-10713,-6253,51209,5071,95599,159988,76223,19376,54916,9473
2000:Q1,29,58,97150,2221,-2131,-170,4080,5629,4419,-4303,-1265,-144,6922,-12364,-11190,-1174,35436,12501,51948,-1565,-2014,57121,-1594,97179,157518,75527,21652,57152,3187
2000:Q2,29,61,85512,2273,-8193,54,-1487,-27787,1386,-3407,5499,-64,-31201,11565,11035,530,5113,44901,59073,-7679,-6779,73376,155,85544,162209,76627,8917,57152,19513
2000:Q3,30,63,83057,911,-5359,3472,-4684,-27110,-1766,-11186,6760,-564,-20354,11784,14700,-2916,48934,44218,10891,-8588,-5291,25116,-346,83090,161908,77096,5994,57152,21666
2000:Q4,31,64,98605,-1386,-7186,963,-3550,-32175,-626,-10170,7273,-565,-28087,8549,8320,229,-8228,56784,84834,-10627,-5008,99819,650,98638,175171,77466,21172,57152,19381
2001:Q1,31,60,66096,-2822,-12157,-2320,-8753,-2859,-5856,4577,14380,236,-16196,7965,9914,-1949,39431,23796,23815,-20954,-2230,78470,-31471,66125,153993,80637,-14512,42466,45402
2001:Q2,32,61,103906,5119,-6615,554,1404,-8155,4235,73,15054,-164,-27353,11461,12983,-1522,57322,-5820,48636,8573,-6418,51093,-4612,103935,144325,83157,20778,42466,-2076
2001:Q3,32,61,98770,216,-8502,641,-3626,-45551,-894,-16633,-26081,-1064,-879,14962,14654,308,89973,46356,4301,-32246,-7136,46251,-2568,98799,199982,83399,15400,42466,58717
2001:Q4,32,56,114681,-1809,-8999,-916,-3768,-29233,-1162,-18783,1391,936,-11615,29260,29419,-159,32385,9987,87774,23754,-8799,76744,-3925,114705,124841,84743,29962,42466,-32330
2002:Q1,30,39,148677,684,-587,1182,-571,18099,1675,12809,-1838,-965,6418,-9752,-10289,537,13742,37290,88590,20711,4957,62914,8,148685,157310,84259,64426,43702,-35077
2002:Q2,31,38,64198,-1863,-1607,3775,452,-7150,-872,-17034,-2638,119,13275,9867,10033,-166,-11263,23918,48069,-21368,-2372,69794,2015,64205,134400,84659,-20454,43702,26493
2002:Q3,32,36,71921,883,-1897,498,158,-61930,-1209,-11342,-8516,-37,-40826,15198,14459,739,130387,46828,-58204,-31549,4354,-30009,-1000,71925,148810,85543,-13618,43702,33183
2002:Q4,32,36,86746,2493,562,7896,496,-55137,3806,-9554,-10280,20,-39129,18871,18515,356,-80682,9809,182438,13288,-5414,172412,2152,86749,152360,83121,3628,43702,21909
2003:Q1,30,36,164274,1961,-4284,3163,684,16255,2470,12774,20206,13,-19208,-21528,-19825,-1703,174321,23900,-30199,-1622,3537,-36620,4506,164280,221544,86280,78000,40092,17172
2003:Q2,31,37,124240,-1746,2305,-19169,-740,22215,-11560,15919,26505,-8,-8641,13831,11435,2396,-165777,-6193,279514,30212,-3553,247440,5415,124247,157553,88788,35459,40092,-6786
2003:Q3,31,38,110023,-159,-2137,-10700,-355,32815,-5218,-14021,27152,1863,23039,12664,10521,2143,-42277,17869,102303,14057,-1320,92294,-2728,110030,152864,89918,20112,40092,2742
2003:Q4,32,39,127394,4311,6095,7167,808,75405,5455,3530,41843,1815,22762,19722,26847,-7125,-114870,4493,124263,31737,1167,87300,4059,127401,170520,91556,35845,40092,3027
2004:Q1,32,92,116123,5019,-1675,10105,856,40410,4817,-2648,34552,1802,1887,-16248,-13162,-3086,-42216,25385,94487,-4502,-2277,101727,-461,116183,195118,89211,26972,43976,34959
2004:Q2,32,94,124985,-2833,-8530,-21889,-747,44464,-10264,-1386,36708,2124,17282,13271,10204,3067,41393,56217,3639,6262,3400,-20439,14416,125047,196754,89845,35202,43976,27731
2004:Q3,34,99,143795,1126,1847,4606,541,-43503,2828,3385,-21395,-1949,-26372,14637,17546,-2909,11238,-541,153844,-8290,-2983,174760,-9643,143860,231074,90596,53264,43976,43238
2004:Q4,34,101,140899,-3083,3727,-4461,-712,65883,-1905,10166,-15363,-1711,74696,32142,32857,-715,82601,15784,-50982,24379,-1256,-82866,8761,140966,201050,90176,50790,43976,16108
2005:Q1,36,86,122529,-498,-1779,1492,974,17093,1609,17133,-4209,-1615,4175,-11772,-9335,-2437,20238,21713,75068,598,-1151,77225,-1604,122579,199101,92765,29814,51605,24917
2005:Q2,36,88,125426,677,3562,3821,222,-42461,2282,1379,-35465,-1700,-8957,11205,11461,-256,-11723,16937,143186,2044,-1591,140409,2324,125478,203028,94059,31419,51605,25945
2005:Q3,37,90,128304,-1819,3664,-3762,-245,22072,-1775,-8800,10045,76,22526,13845,15947,-2102,-69449,-769,164767,6766,2320,158663,-2982,128357,177089,94171,34186,51605,-2873
2005:Q4,38,95,127140,2500,810,7569,616,54834,4343,5598,41159,75,3659,31350,29688,1662,-21043,17531,32973,6836,-1463,26401,1199,127197,200012,95010,32187,51605,21210
2006:Q1,39,67,149524,-340,311,-127,-967,16474,509,-5069,11699,86,9249,-6378,-12693,6315,66031,23787,50733,1050,495,2904,46284,149551,219825,93672,55879,61862,8412
2006:Q2,39,70,129569,-148,325,938,-934,39121,771,780,21610,91,15869,15875,9194,6681,-28109,13440,89061,-3537,496,90528,1574,129600,215295,93690,35910,61862,23833
2006:Q3,41,73,122075,193,124,4367,-706,10894,2854,2840,-10223,-141,15564,24271,16558,7713,-50171,9692,123411,320,495,114056,8540,122107,195604,93623,28484,61862,11635
2006:Q4,41,75,119457,423,157,4893,-657,38024,3341,6034,6418,-99,22330,35560,31036,4524,-75707,6137,110627,2264,496,96289,11578,119491,180561,93306,26185,61862,-792
2007:Q1,42,104,122885,-967,788,1999,79,-14121,1691,-10508,-33968,-93,28757,-9763,-11731,1968,-12339,7156,150053,7110,1134,135177,6632,122947,191577,95954,26993,73337,-4707
2007:Q2,43,109,135491,1513,1106,8778,515,90794,5791,19366,22516,-72,43193,-7280,-9510,2230,22007,14760,3298,14966,1136,-25242,12438,135558,226523,96658,38900,82862,8103
2007:Q3,44,116,123739,-2342,442,-6988,-598,-9201,-4704,-3959,-6443,-64,5969,22543,20195,2348,-20261,-143,140287,7258,1135,117520,14374,123811,210295,97557,26254,84928,1556
2007:Q4,44,120,124230,449,822,1426,43,25795,1330,-15898,-22266,35,62594,53845,45484,8361,18845,-1327,24332,2754,1136,14632,5810,124306,235100,98114,26192,89091,21703
2008:Q1,49,127,106401,620,-1020,7876,182,-16374,2967,-6765,-4226,-31,-8319,-10547,-7025,-3522,79604,6647,39413,-18847,3684,58536,-3960,106479,261346,97967,8512,113101,41766
2008:Q2,50,129,134185,-1404,-1299,25,-291,8843,-1619,-72,-131,-53,10718,-1502,8984,-10486,77368,4364,48081,-1096,3684,46234,-741,134264,210080,98566,35698,65902,9914
2008:Q3,50,130,104018,-1632,-1532,-5520,-706,-36987,-5806,-2565,-11470,6,-17152,22279,25894,-3615,47362,20897,59857,-22753,3684,87174,-8248,104097,265992,99025,5072,90547,71348
2008:Q4,51,127,96901,2632,-1071,9172,204,-73977,3354,-8006,-17264,-53,-52008,55437,59760,-4323,73556,18733,12215,-31860,3686,55906,-15517,96977,275257,98976,-1999,125619,52661
2009:Q1,62,114,127571,2162,753,-28,210,-16151,2814,11456,-26054,-109,-4258,-18735,-17658,-1077,51217,14416,93727,11833,-2152,85888,-1842,127624,178196,100125,27499,58988,-8416
2009:Q2,62,107,161413,-380,465,-9374,-358,7626,-3064,14579,-22998,-88,19197,5385,6749,-1364,-154840,365,312524,38717,-2151,268743,7215,161458,109759,99262,62196,-32219,-19480
2009:Q3,60,103,155734,1762,760,-1755,187,9971,2608,6018,-17209,93,18461,15736,16324,-588,-30675,13422,146326,37771,-2151,103039,7667,155776,77334,99717,56059,-49691,-28751
2009:Q4,60,100,149525,-1379,605,-7033,-218,25022,-1696,12159,-12144,197,26506,63909,65235,-1326,-13841,30424,52036,25700,-2151,11670,16817,149565,194854,100512,49053,48303,-3014
2010:Q1,75,129,146955,918,-197,-4676,-150,36533,-906,19124,10684,170,7461,-14252,-15256,1004,-17334,14494,131619,5654,3845,115843,6277,147009,185688,98257,48752,25179,13500
2010:Q2,74,131,118148,1458,-164,-3431,-69,6682,-45,4510,1323,156,738,10685,9788,897,83816,16842,2329,-15753,3846,8967,5269,118205,210032,97866,20339,51549,40278
2010:Q3,74,134,151008,-2263,-261,-3913,-101,17068,-385,4495,-4264,79,17143,21109,20123,986,-43271,963,161677,13692,3847,138255,5883,151068,168493,96967,54101,7626,9799
2010:Q4,75,136,151859,1596,-127,1756,342,47135,4587,21238,6288,235,14787,62647,62616,31,-45899,17009,67400,10651,3845,40943,11961,151920,207907,96193,55727,49154,6833
2011:Q1,97,151,122023,3722,456,10243,565,28394,7412,14115,-293,146,7014,-11603,-10140,-1463,-61355,11870,139731,11831,740,107858,19302,122076,183579,96715,25361,61914,-411
2011:Q2,98,157,110452,1617,382,7256,313,19530,4664,15048,4257,57,-4496,-82801,-81789,-1012,-18293,7634,174814,4756,740,154679,14639,110510,175669,96402,14108,53456,11703
2011:Q3,100,165,99645,133,603,-1252,-454,-59793,-4767,-15381,-32283,-405,-6957,115790,114720,1070,128460,-49496,-34346,-1768,740,-46299,12981,99710,255688,95454,4256,115576,40402
2011:Q4,101,170,116473,6,599,-2192,-475,7025,-5007,270,-24629,-349,36740,70799,72744,-1945,-70281,-11541,122533,7967,740,102155,11671,116542,134954,95595,20947,19070,-658
2012:Q1,142,277,122481,1591,-694,-3760,-9,102173,-340,55926,18450,-344,28481,-19260,-18023,-1237,-5037,-36958,84435,3133,-3080,83677,705,122617,143742,90806,31811,-1262,22387
2012:Q2,143,285,114438,880,-713,-4795,-122,35344,-1669,17493,-10534,-346,30400,11718,12020,-302,30060,-12917,54983,-3276,-3081,47713,13627,114579,151766,88752,25827,38565,-1378
2012:Q3,145,284,116034,1021,-425,-2391,70,16321,556,4403,-14096,414,25044,23202,23130,72,-63409,17026,124619,1614,-3080,114827,11258,116173,157614,86652,29521,36612,4829
2012:Q4,146,289,110686,453,-456,-3260,-3,46192,-291,18031,-5461,359,33554,35805,35406,399,-1843,14188,19610,171,-3080,16828,5691,110829,180719,84481,26348,53208,16682
2013:Q1,164,97,118826,678,1648,3571,160,30612,1981,13183,2360,363,12725,8391,9605,-1214,-129381,40594,162553,-603,-619,155285,8490,118759,193443,79821,38938,78744,-4060
2013:Q2,167,95,116200,-1701,1521,258,-131,33421,-1373,639,-4892,440,38607,-83261,-82679,-582,-66679,44125,188647,-3702,-617,185700,7266,116128,221798,76603,39525,93279,12391
2013:Q3,168,97,113208,964,1296,5948,245,21037,2958,-3314,-1231,41,22583,-11258,-9586,-1672,-107353,34460,167869,-2487,-618,163264,7710,113136,167775,73050,40086,42930,11709
2013:Q4,170,99,121943,3766,1605,8717,562,49723,6633,7908,-1606,27,36761,185954,187182,-1228,-121128,30174,-37431,1391,-618,-44631,6427,121871,181886,69912,51959,49753,10262
2014:Q1,156,107,78907,25,381,-1057,-38,28091,-487,4042,4374,-62,20224,-7385,-8743,1358,-90243,17330,131803,-4726,-716,128740,8505,78858,136096,75646,3212,56239,999
2014:Q2,158,110,75681,-440,326,-1759,-94,60805,-1113,14749,11314,-33,35888,8635,6100,2535,-71016,9968,69256,-3017,-717,65207,7783,75633,133263,76109,-476,59167,-1537
2014:Q3,160,112,82280,1566,43,-1722,-94,36437,-1120,4567,2557,-70,30503,23182,24584,-1402,-20551,11466,31953,-1291,-716,31180,2780,82232,147416,76026,6206,61874,3310
2014:Q4,162,113,82210,4614,401,2915,279,23007,3196,1252,1741,-13,16831,67732,66827,905,-89702,20840,52124,-2890,-716,45974,9756,82161,146485,75985,6176,57880,6444
2015:Q1,161,152,82343,662,-1312,-2980,-249,-21543,-2854,-27864,-13691,-6,22872,-47465,-47521,56,9108,8064,138058,-1905,3790,137372,-1199,82334,64056,72947,9387,-16341,-1937
2015:Q2,163,152,79027,4936,-824,3666,259,24957,3015,8894,5998,43,7007,-59812,-59760,-52,-610,3358,103097,-1444,3791,106954,-6204,79016,100376,71655,7361,1750,19610
2015:Q3,164,154,74493,-2118,-1067,-4033,-277,-23427,-3181,-20725,-8197,44,8632,-19967,-19688,-279,55487,4242,65653,-2366,3790,68137,-3908,74483,297769,70202,4281,192736,30550
2015:Q4,167,157,89168,152,-921,548,-55,15456,-597,6051,4192,44,5766,215033,216941,-1908,-70608,1547,-71984,-1047,3791,-74019,-709,89158,278628,68678,20480,162005,27465
2016:Q1,181,210,84186,-2477,-350,-1653,-160,8480,-1747,-2548,-10,42,12743,-8363,-8834,471,-17909,-12218,118836,4859,2206,106730,5041,84215,207766,70954,13261,119887,3664
2016:Q2,183,214,80013,2812,-6,5639,357,735,4216,14989,11364,-2,-29832,6273,5446,827,-62410,13105,113508,1521,2205,88417,21365,80043,119189,70581,9462,48133,-8987
2016:Q3,185,219,82641,-2822,-44,2962,149,16697,1823,26444,419,68,-12057,31425,22359,9066,-70203,-9852,114329,1259,2207,91720,19143,82674,35327,70687,11987,-52086,4739
2016:Q4,189,223,86743,1644,210,8594,591,29179,6931,29990,-830,140,-7052,78574,82154,-3580,-62091,-23188,53230,26010,2206,6811,18203,86777,142722,70437,16340,77345,-21400
2017:Q1,206,248,122079,-4391,826,-2640,-98,49083,-1177,32486,3796,12,13966,-43298,-40258,-3040,-47797,14531,155863,-3493,4792,119622,34942,122122,209173,68312,53810,89479,-2428
2017:Q2,208,253,121076,-3349,886,-1227,9,41414,41,32050,4780,-14,4557,-69580,-68561,-1019,-10011,11468,151466,-121,4791,114216,32580,121120,194068,66936,54184,75003,-2055
2017:Q3,212,257,115418,1876,843,2233,236,48537,2660,16193,8996,316,20372,122826,125838,-3012,-20161,3857,-44829,3697,4791,-79857,26540,115463,154879,65992,49471,52405,-12989
2017:Q4,214,263,123773,285,709,-789,11,59390,72,36473,16460,342,6043,54997,51148,3849,-30551,12471,27250,7654,4792,-9227,24031,123823,346224,64864,58959,226066,-3665
2018:Q1,193,64,74614,-889,-1343,1251,-10,64175,-12,22393,9372,413,32009,12488,12661,-173,-16430,7372,8000,-3080,-8638,13608,6110,74485,94371,66970,7515,8701,11185
2018:Q2,196,66,84914,-1612,-1411,-327,-118,2719,-1280,14057,7677,336,-18071,13297,12025,1272,-45654,6843,111177,1277,-8639,111272,7267,84784,146321,66905,17879,57912,3625
2018:Q3,199,67,84038,-1666,-1288,-1030,-180,21166,-1982,4700,1654,-691,17485,44252,41847,2405,-66247,-25923,114954,7849,-8639,123272,-7528,83905,202771,66753,17152,129002,-10136
2018:Q4,202,68,45270,-2695,-1367,-2685,-344,49508,-3878,36454,6637,637,9658,91727,92652,-925,-55564,2016,-35327,-10847,-8639,-2408,-13433,45135,181430,66751,-21616,95354,40941
2019:Q1,159,79,113848,3114,-3757,7907,3538,3946,1850,15288,4216,-999,-16409,-38129,-38299,170,-21097,-14759,173085,5064,-1144,142093,27072,113767,157242,66174,47593,62164,-18689
2019:Q2,163,80,102235,6920,-2055,198,2969,-33943,-3203,31902,4272,0,-66914,-71609,-70744,-865,-139729,-35818,375302,-1467,-1143,178509,199403,102153,186552,66171,35982,76718,7681
2019:Q3,166,83,98693,7171,-3802,5755,11639,-41480,-5828,-36836,33201,-3,-32014,139795,139802,-7,22134,85166,-127685,-4866,-1145,-33205,-88469,98610,238951,65567,33043,119352,20989
2019:Q4,168,83,95491,-5672,-1486,9807,-1526,-18563,119,9652,-6069,2,-22267,78717,80005,-1288,-80358,-2075,116647,-925,-1144,4057,114659,95406,166924,64853,30553,86237,-14719
2020:Q1,144,96,86887,-1420,343,15533,477,22976,5405,-31465,5452,-8,43592,7138,6401,737,-32602,-4757,79199,1709,-685,90523,-12348,86839,379498,64783,22056,240167,52492
2020:Q2,145,92,112463,-2539,-919,4486,-1787,16278,-4709,-37872,16430,2,42427,851,1548,-697,-74366,-3591,174050,5293,-685,90141,79301,112410,175530,64045,48365,96523,-33403
2020:Q3,147,93,91365,342,249,7046,-612,56318,1366,31265,16787,-7,6907,45972,45396,576,33404,-3942,-47412,7060,-685,44941,-98728,91311,205877,64029,27282,108700,5866
2020:Q4,149,96,89849,6040,563,-2241,5704,69837,-343,43704,1623,2,24851,91836,92184,-348,-91489,28900,-19301,6128,-686,-4951,-19792,89796,69120,64043,25753,-37122,16446
2021:Q1,289,1048,75272,-2436,89,3270,10520,92187,6873,28847,10601,2,45864,-6032,-6681,649,-124664,-54339,156677,616,-1626,126277,31410,76032,-48121,70917,5115,-95718,-28435
2021:Q2,295,1081,75938,2009,202,-1030,5419,104558,2741,61840,3457,1,36519,15712,15751,-39,-105552,-47300,101920,3034,-1628,108590,-8076,76724,169923,71976,4748,134070,-40871
2021:Q3,304,1096,73111,7493,-271,9735,-8839,42791,1767,15435,13959,-11,11641,-9659,-9634,-25,-80595,-22798,135254,729,-1627,125796,10356,73903,250694,75498,-1595,153478,23313
2021:Q4,313,1121,78582,-2617,603,-1830,12929,99141,1509,43284,11691,1,42656,161945,161690,255,-85752,-121359,15522,3290,-1627,-57653,71512,79390,357519,76792,2598,282445,-4316
2022:Q1,561,1179,116605,-679,-2031,361,-7134,53656,3487,-1734,8552,1,43350,31719,31607,112,-65615,2060,104268,653,-708,87689,16634,117223,92151,86376,30847,-51497,26425
2022:Q2,578,1211,100024,-492,1939,-275,928,39020,1129,13946,-1657,-2,25604,28884,28267,617,-98838,-8537,137395,-252,-663,74771,63539,100658,54042,90950,9708,-91460,44844
2022:Q3,594,1249,97279,-1993,-1507,4805,13569,50246,-8736,17060,-3870,-3,45795,48175,47259,916,-29629,-15948,29561,1629,-345,37930,-9653,97934,36598,96071,1863,-109358,48022
2022:Q4,603,1265,95068,525,6635,5770,14558,34139,-2771,16475,-67,0,20502,137384,138457,-1073,9937,-59034,-54846,6646,-153,-71847,10508,95729,115588,101479,-5750,9498,10361
