1951:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1991:Q1,107250,46536,3882,312,12944,-1584,8276,1380,-1296,-8648,11224,4,-15028,49248,107250,6154,24600,-292,1132,936,4,624,552,20504,0,204,12192,1760,38880
1991:Q2,77885,-20284,32421,176,9252,-17792,-292,-148,-368,28672,8984,4,9688,27572,77885,33297,40788,232,1700,-2204,4,992,52,-14656,0,472,8932,-8836,17112
1991:Q3,141070,-6016,49590,80,13156,8916,2720,4532,-12,-17908,14984,24,30912,40092,141070,51166,35452,232,1364,188,8,-1076,-620,3904,0,708,11040,21456,17248
1991:Q4,159094,856,33122,348,10312,14968,-1820,24,-1144,2380,15068,-168,31224,53924,159094,32906,58392,560,1820,-4884,8,-928,2156,-4388,0,392,9836,26468,36756
1992:Q1,133405,26620,21761,372,20464,4260,736,1196,-604,2336,24396,-24,-18472,50364,133405,21653,28092,-280,1256,1108,8,788,524,18036,0,600,23280,22640,15700
1992:Q2,163796,6648,48732,348,39768,16768,288,1472,-1304,1304,12520,0,900,36352,163796,47892,37020,-364,1224,796,8,928,756,-5960,0,988,40112,27828,12568
1992:Q3,154948,-3304,53928,580,27696,1648,208,-432,1284,2512,29076,-8,17780,23980,154948,55860,36156,372,1524,2860,12,-14476,-124,-704,0,224,29352,25760,18132
1992:Q4,125360,-5868,3688,308,27348,6904,264,1848,-64,1932,20444,36,27272,41248,125360,3396,34396,-8,1704,1760,20,144,-84,1404,0,2156,30816,15960,33696
1993:Q1,147624,17712,51804,532,35440,-36540,288,-3768,1232,-6628,46960,8,-5948,46532,147624,55796,51576,416,892,1956,20,2580,284,-10204,0,776,40008,-11592,15116
1993:Q2,172718,-544,49286,404,35344,-12584,-892,1808,1596,9156,38436,0,-10576,61284,172718,48246,27252,228,1120,1412,100,984,-1068,30860,0,2396,37380,8776,15032
1993:Q3,205098,-37048,44242,172,25892,23460,-248,820,2316,3584,33976,8,41888,66036,205098,47150,66356,260,988,5284,16,2876,-84,-7336,0,164,30748,37000,21676
1993:Q4,206766,25752,35662,280,40784,2836,-476,-2428,1436,15968,19376,-104,-8172,75852,206766,35306,14596,224,1572,1408,20,496,-368,59116,0,504,46988,8276,38628
1994:Q1,155840,29996,27592,176,7068,-1948,2028,1800,1084,-628,43124,4,-9196,54740,155840,27400,52808,304,888,572,28,-4672,64,6116,0,-108,9152,36300,26988
1994:Q2,203737,12444,87421,312,22160,12400,1164,112,2808,1620,1308,0,2872,59116,203737,84933,55884,240,1448,5728,36,372,992,-2884,0,420,24852,12084,19632
1994:Q3,182907,50892,44891,340,27772,-17784,1604,944,1752,364,23956,24,-13232,61384,182907,45419,56852,240,1584,4520,56,1148,-460,-660,0,196,30832,-864,44044
1994:Q4,217069,62712,27261,300,6372,17476,1604,2948,1660,3860,13668,372,-10300,89136,217069,24473,88300,-108,1800,4312,60,7208,1708,3652,0,-15836,8936,14852,77712
1995:Q1,276817,49448,31897,412,46356,30708,1312,1088,1480,-3476,47744,12,-4012,73848,276817,33101,66548,-108,1248,1556,-8,2164,80,4860,0,-600,57280,58200,52496
1995:Q2,196417,46224,38641,116,36796,8816,4532,564,1816,-1476,15748,28,-13996,58608,196417,38045,53336,-120,1108,3924,76,-72,992,1060,0,236,40560,19248,38024
1995:Q3,228863,56512,9439,400,39976,5976,1320,1292,2636,3312,38980,24,-15128,84124,228863,13059,75328,-100,1612,5880,60,3804,-436,476,0,536,44380,25600,58664
1995:Q4,251833,71816,2917,204,12564,4384,-4472,2924,2000,4228,-3972,-116,-7704,167060,251833,1529,149048,80,2104,4148,100,8272,784,4584,0,144,9968,-5004,76076
1996:Q1,241637,13628,-28539,284,19240,7112,2552,268,504,2260,61808,28,57532,104960,241637,-26383,95344,-112,1752,3288,-32,2620,1056,5740,0,-3908,28272,55264,78736
1996:Q2,228032,101732,26052,404,47376,-6356,2464,276,2200,3632,42308,124,-52780,60600,228032,25496,49780,56,1508,3272,32,2496,756,4508,0,796,43076,45232,51024
1996:Q3,214675,35992,-2349,1588,18112,28824,1912,1628,1240,-5872,37164,356,18800,77280,214675,-593,62148,-44,1732,7316,44,2652,896,2872,0,2492,22276,54512,58372
1996:Q4,314381,85788,-12555,268,17796,26528,14440,-1276,1856,4920,95128,-108,-11784,93380,314381,-12755,66784,484,2344,5984,20,7208,692,14616,0,-2628,24856,105952,100824
1997:Q1,311533,60936,-44763,640,44900,63104,-924,2200,2584,6408,69836,-312,-8280,115204,311533,-40735,99032,12,1708,4868,28,6764,2844,1644,0,1528,49316,116236,68288
1997:Q2,195526,113620,-16218,1152,47576,-9596,2008,12320,1900,-3072,30276,72,-80736,96224,195526,-11306,76624,-20,1644,6840,44,6268,492,6416,0,968,61664,-13404,59296
1997:Q3,262254,114108,-25630,708,42720,40712,10868,3684,1668,-12812,60428,192,-59312,84920,262254,-22310,72700,52,1660,4932,820,6620,348,1844,0,-1680,48448,79812,69008
1997:Q4,230343,17004,-1557,824,4216,-15800,2228,1808,896,16620,37164,-208,61916,105232,230343,-3405,68276,-80,1344,4828,-720,2120,3092,23888,0,4204,10752,14776,101268
1998:Q1,346785,72304,-51015,152,53952,34432,1576,656,5356,-2984,97040,772,-8592,143136,346785,-47655,151760,104,1540,9964,8,-2180,2296,-16948,0,2100,57656,126392,61748
1998:Q2,179522,104476,-46902,1280,49252,-32912,552,2212,2312,6908,27200,-104,-55580,120828,179522,-48070,95168,1108,1776,3128,124,6172,2932,13236,0,776,61340,-15692,57524
1998:Q3,262443,37200,-15569,476,47564,56320,420,556,3264,-4108,21572,-48,19924,94872,262443,-16241,84052,-44,1652,328,164,5280,-2472,8104,0,1548,42144,69684,68244
1998:Q4,627516,266220,-46428,168,39020,2952,8,4604,5280,11636,99948,-608,130788,113928,627516,-47468,96160,-1012,1352,13896,60,14444,-1024,-12076,0,7576,134808,8580,412220
1999:Q1,356757,-20388,-44355,680,34788,-7196,356,780,5780,-17136,164452,-1372,79568,160800,356757,-44627,137976,-68,1576,7472,364,5828,708,6184,0,7220,42168,149564,42392
1999:Q2,604945,366508,-77071,640,-17016,47612,14540,35628,3432,15284,39920,11372,26120,137976,604945,-75863,117332,20,1824,5032,208,1800,1504,6524,0,7804,2848,18368,517544
1999:Q3,350113,67044,-77711,192,15156,55100,20024,-376,6948,8196,14716,3012,34788,203024,350113,-76735,179080,-24,1316,8572,136,8940,2340,2988,0,6816,19924,63968,132792
1999:Q4,378456,107152,-93944,408,23300,-26108,3204,4396,8088,19072,119340,-3660,63664,153544,378456,-87960,140784,20,1088,9528,192,5792,1272,28212,0,-24848,53972,41724,208680
2000:Q1,477661,120096,-38411,1248,62728,89352,3940,6904,4108,-10900,4088,488,55904,178116,477661,-36443,147872,60,1320,12600,124,4328,3076,2484,0,11608,73556,76284,180792
2000:Q2,582984,298448,-22712,484,29772,488,5972,11380,548,1488,45132,-640,900,211724,582984,-20128,183188,-112,1588,6700,100,9728,1732,-1520,0,11352,41796,26256,322304
2000:Q3,404340,112344,18484,272,54480,19092,2040,36344,1456,-3612,33600,444,916,128480,404340,17452,95204,36,1264,18356,80,3816,1932,1832,0,7688,106496,6544,143640
2000:Q4,658198,238196,-50238,256,42916,98068,9588,57776,2804,57860,32220,-1208,2480,167480,658198,-50810,163992,156,1580,15480,148,3136,-2024,-2308,0,-9620,73736,77704,387028
2001:Q1,490711,83496,13151,128,55796,9724,10860,6160,3108,18364,162148,272,3696,123808,490711,21091,115168,-192,2052,3508,228,2504,2180,1108,0,488,155008,68732,118836
2001:Q2,330582,171444,-17542,456,43492,-18460,-8288,8612,3560,4760,22580,-1808,560,121216,330582,-11830,115780,1912,1880,5452,128,-480,-340,1428,0,-528,75448,-52944,194676
2001:Q3,134433,31236,-31067,492,96812,-68164,3152,3428,2968,-25864,-31192,-2192,400,154424,134433,-29543,100340,56,1340,6840,360,-416,792,-1176,0,49748,97952,-107964,16104
2001:Q4,262244,74644,-34488,428,48020,6528,-4240,-9856,3468,23016,30636,-2624,-176,126888,262244,-30680,121028,28,1212,1832,180,-7336,3100,-2152,0,12892,21484,37964,102692
2002:Q1,247427,70760,-60453,1100,25504,-22784,684,2888,2872,-1540,67660,648,448,159640,247427,-64281,123016,-8,1708,2812,384,17896,532,2544,0,14728,27392,45164,75540
2002:Q2,287137,98848,-83495,2728,69276,91280,14052,12036,1144,248,-23784,-2488,-340,107632,287137,-84355,85604,56,1376,4048,420,5032,7376,-732,0,8324,74188,62044,123756
2002:Q3,190366,97156,-80314,-264,72828,-23348,3372,8284,2420,8416,-33008,660,176,133988,190366,-81582,115460,96,1352,7032,156,-492,1676,512,0,10352,61640,-42524,116688
2002:Q4,359669,108508,-61687,464,35996,36060,19528,-184,1532,-7632,112808,2008,-1684,113952,359669,-59351,115452,68,1128,6844,204,10392,1292,472,0,-19904,94688,90308,118076
2003:Q1,455141,113612,29585,500,46432,16400,-4456,4728,4852,60096,53116,-708,576,130408,455141,26985,104816,164,1408,10612,292,5528,548,-1088,0,13480,68016,33056,191324
2003:Q2,268810,-936,36170,608,62912,-5076,4528,1104,2264,304,22092,196,-100,144744,268810,39022,123180,80,1576,5360,344,8092,1956,1372,0,5656,101692,-21120,1600
2003:Q3,268100,58928,36444,356,11752,-9736,1440,2004,3344,3992,10944,2340,16,146276,268100,36440,122212,240,1136,6984,284,7476,1684,1816,0,8144,34656,-25244,72272
2003:Q4,561924,175476,30604,404,31372,46604,16080,-3420,2352,504,61612,-768,408,200696,561924,31460,176124,1888,1092,11684,60,-4968,1780,4504,0,11288,52412,85920,188680
2004:Q1,666411,56936,12399,524,78040,97132,1856,4520,7264,13412,104340,10116,632,279240,666411,6447,205580,372,1224,11944,532,22464,-488,2092,0,43308,168192,128536,76208
2004:Q2,550776,98956,67292,992,109532,-83092,-2276,47144,4536,12752,14812,10044,-40,270124,550776,66964,221612,24,1908,16328,228,11244,3572,3428,0,17308,157856,-120324,170628
2004:Q3,794122,78884,33586,5104,322740,101468,-4408,20548,108,8504,32788,864,-4,193940,794122,37074,163292,-32,3276,11616,84,11780,3352,1548,0,4236,378528,35672,143696
2004:Q4,989980,175036,46660,5648,124324,67600,-5432,9888,-1888,25300,110944,-944,516,432328,989980,48832,420708,-188,1000,2604,144,-7996,2820,-41792,0,58788,180752,122044,202264
2005:Q1,432963,103924,-55125,2584,54664,25348,10456,1752,1400,14244,48344,876,696,223800,432963,-54933,203236,176,1296,-2136,-16,4204,1224,344,0,19456,72548,37196,150368
2005:Q2,411653,50704,-72387,1508,86672,77072,-5228,4752,3068,6684,84788,1224,188,172608,411653,-72955,125768,-808,1320,8500,152,28676,2204,8736,0,2636,113292,121460,72672
2005:Q3,-80885,87812,-119669,1480,21060,19012,-10416,34440,3240,3440,-22716,-352,16,-98232,-80885,-119857,-121512,288,1048,8940,332,7564,5524,7536,0,-3232,38580,15956,77948
2005:Q4,157800,166664,-85172,916,65248,3024,9340,-2652,-72,-8896,136348,-3908,1440,-124480,157800,-84220,-91004,4,888,2264,-12,3244,-3752,1156,0,-36424,134548,66188,164920
2006:Q1,636107,162336,-29717,892,36120,122304,13228,6844,2296,5056,36400,-2236,1104,281480,636107,-27657,233028,24,5156,6152,160,8336,-1684,7756,0,25740,63380,117668,198048
2006:Q2,556472,158428,-49452,4844,186048,12092,-2084,32040,140,3164,47764,508,596,162384,556472,-48548,144860,80,528,10008,-76,1292,-380,2396,0,8660,211360,36872,189420
2006:Q3,547615,135584,-44509,396,118900,2048,4844,26308,396,860,32248,-3260,24,273776,547615,-44465,251064,384,1232,-4056,244,11708,3256,3708,0,7028,173628,-14740,158624
2006:Q4,658400,155228,-59732,1024,164132,-54564,46424,-2804,-2108,1888,104220,-2344,712,306324,658400,-66812,273768,200,840,-4608,300,-3852,3088,13324,0,22180,229628,-16840,207184
2007:Q1,803369,214364,-78011,2084,33836,156432,-15660,5004,-20,-16860,27420,200,0,474580,803369,-66327,354800,1096,1120,40032,-748,19708,6908,15636,0,38092,17264,150272,225516
2007:Q2,689153,164624,-69627,1024,46112,57768,24572,16228,428,-1832,48956,-2936,0,403836,689153,-67235,226776,1224,4612,34012,572,20380,5280,49308,0,63124,88084,43172,219844
2007:Q3,801131,215000,-72933,4688,194332,-16124,27756,-108,27364,-10852,120536,748,0,310724,801131,-69625,239692,292,312,56892,1840,12124,7384,13528,0,10712,218304,28132,281544
2007:Q4,729093,123284,-98427,4704,177972,4448,8860,-828,8600,-4688,-416,-912,0,506496,729093,-93991,440340,224,280,36032,636,21528,6096,3968,0,10696,45364,196960,60960
2008:Q1,262325,161864,-411911,4396,51284,36132,14844,13116,-9972,14608,22320,16020,0,349624,262325,-408839,286124,2356,352,-7984,-620,9136,7728,32848,0,14108,66244,-31884,292756
2008:Q2,142373,101172,-361195,1300,-45300,9856,28936,-5036,7224,-3412,42812,8732,0,357284,142373,-360507,319624,416,4208,-1376,1172,10800,3832,20452,0,6680,-32328,-17332,186732
2008:Q3,102625,157404,-360519,1752,67768,-167928,19004,-11284,-2784,15896,17996,1384,0,363936,102625,-356787,287648,764,420,12744,808,14652,8188,23576,0,14104,-46864,-153704,297076
2008:Q4,747944,276996,-356740,3056,-86256,381784,16792,12324,-11284,15920,145540,7468,0,342344,747944,-365228,233504,1084,244,48980,-328,1308,3584,20052,0,25688,-8872,351624,436304
2009:Q1,646747,58376,-90377,5928,200016,-20840,-35452,12956,6844,12772,288576,7004,0,200944,646747,-77421,190632,-2364,452,14484,-1340,1712,-2696,7012,0,0,506384,-29196,39088
2009:Q2,172598,78652,-45278,6752,101260,-184068,6948,38280,7224,7248,-60984,-828,0,217392,172598,-57454,203180,408,5120,-10592,352,8180,7600,10744,0,0,67524,-179508,117044
2009:Q3,543290,129800,-54026,2688,257852,-89152,12988,41260,-2784,3632,-66980,892,0,307120,543290,-58006,238208,772,228,17196,-8,19684,4124,14804,0,0,232308,-98152,172132
2009:Q4,562902,229972,-50122,2888,112440,38108,14300,-7260,-11284,17660,-117244,-648,9568,324524,562902,-36778,295436,1100,5252,-22952,-548,27308,-5296,11264,0,0,-19328,12668,294776
2010:Q1,750510,109428,191214,2460,-53876,-39252,-172,13708,-3072,-4408,93668,-26996,13368,454440,750510,201454,434487,64,7040,-7415,-28,11540,2808,488,0,0,30316,-55612,125368
2010:Q2,669674,109848,155034,1460,103824,-143420,7876,16572,-1872,-6520,74888,12516,10184,329284,669674,158906,292910,312,10352,1746,0,-3784,3772,13100,0,0,218436,-155124,129048
2010:Q3,895140,261344,162712,264,80056,119336,4132,22476,384,26396,-134224,-1872,4992,349144,895140,168848,302377,1216,3728,10507,180,11060,1140,4396,0,0,-24080,106656,309112
2010:Q4,561331,200188,169651,-648,-43948,-15504,-892,55864,-6424,25108,-43408,-9688,3096,227936,561331,188667,299785,-76,2324,6635,-952,-98032,-1720,15052,0,0,-96240,-21952,267840
2011:Q1,811288,120776,171328,-924,111116,97480,3816,-11676,-1640,8616,-45940,-3128,-344,361808,811288,164560,349969,-140,152,-2021,52,-7244,-100,6384,0,0,70336,69472,159868
2011:Q2,900367,188808,147095,772,90124,-53044,-7708,19380,-17692,14760,29144,-8,2112,486624,900367,149363,449299,516,6324,-13591,-696,1140,3068,11812,0,0,123328,-62100,231904
2011:Q3,816333,180692,146325,-1924,107456,-107736,-5212,1080,-2864,3096,153372,3148,2016,336884,816333,142217,311919,652,1876,-26171,88,17348,5512,11960,0,0,289420,-133144,194656
2011:Q4,567541,165976,174785,3576,-4488,-10548,-3400,-3808,-1572,12252,-180644,2636,224,412552,567541,179061,416692,132,548,-5404,3268,-5800,460,14704,0,0,-205080,-9164,178124
2012:Q1,720814,174856,20342,1272,136228,38880,-1980,-6320,-2588,-6048,43916,4288,-2864,320832,720814,56906,296066,324,-912,-2034,-132,-19268,6532,24936,0,0,144524,65700,148172
2012:Q2,690086,192412,-2390,500,93876,-100620,59236,31356,-3208,96,90896,-400,-400,328732,690086,-2646,302802,-340,6812,-4046,480,5516,4556,5104,0,0,205596,-103008,269260
2012:Q3,1065630,123728,3614,108,143040,-43484,-12800,-254704,-1496,364,808740,-3168,-13632,315320,1065630,-970,301707,404,-5816,-6403,-124,-2332,2196,9184,16,0,667988,-42304,142084
2012:Q4,557194,257600,-13374,-36,19648,36504,-26952,5888,-28,-420,-42332,2408,-10376,328664,557194,-20178,309824,216,-5084,-1272,0,16088,7784,-5844,28,0,-62848,32320,286160
2013:Q1,681427,86316,144707,816,65912,76124,2548,11628,-3556,3760,-6100,-1824,-12152,313248,681427,141847,238816,-176,-5928,6520,192,20100,-636,17036,24,0,59420,67656,136556
2013:Q2,680447,217512,158623,-284,-77904,5084,11252,6612,1104,4980,27452,-3040,-1920,330976,680447,159983,321064,1056,6464,-26800,88,18860,3576,60,8,0,-56048,-3372,255508
2013:Q3,714168,205640,170736,-208,51704,-84908,7580,9556,-604,-7860,-24996,-1496,0,389024,714168,158692,303537,1020,240,27971,104,21608,4956,12976,24,0,45248,-93612,231404
2013:Q4,860840,193660,155840,264,93684,28196,19492,-25244,4952,12108,63908,284,0,313696,860840,172648,335988,460,308,3120,-2596,-10740,9508,-27288,128,0,136448,19248,223608
2014:Q1,136620,-332132,68972,2176,95248,2104,-4604,-3196,-4692,21400,76668,6552,0,208124,136620,77224,213245,1100,0,-14809,52,5544,-4128,3384,92,0,172280,1484,-318848
2014:Q2,742425,251244,58593,444,136192,-6984,-5048,8900,6120,180,-61020,-2900,0,356704,742425,61737,315187,320,5480,10873,876,24008,-1548,400,384,0,74424,-12204,262488
2014:Q3,735124,235976,70072,112,40504,20480,3532,5300,1368,3040,-13956,92,0,368604,735124,73716,327325,712,1904,6815,668,9256,3288,8920,284,0,35952,28112,238172
2014:Q4,892189,365848,67357,1528,59576,-78800,-5080,-2136,2044,-3760,33184,-2032,0,454460,892189,63845,443355,860,848,3845,668,-7700,2232,1496,344,0,78444,-98532,402484
2015:Q1,1165346,759436,157002,1000,-28616,-36920,10912,29152,-4340,8500,-37796,180,0,306836,1165346,155498,241468,368,8344,-7712,260,6040,11428,16384,316,0,-50848,-27904,811704
2015:Q2,1002391,278300,152851,1244,148656,56728,12436,4092,4224,-2208,58156,488,0,287424,1002391,151471,256983,504,4,7673,840,-5200,4304,14744,712,0,200932,51556,317868
2015:Q3,966897,257648,141945,592,78772,-1448,26744,700,-2428,-20028,138372,5420,0,340608,966897,158417,300784,596,40,-14704,496,6468,-672,16656,2200,0,240960,-3072,258728
2015:Q4,660750,207224,137698,680,19000,-4732,44564,628,7620,29168,-41052,16612,0,243340,660750,139354,280293,596,0,-17133,88,-3408,-5200,-12040,1012,0,-27892,-11904,316984
2016:Q1,819469,278092,-213459,2508,149524,90416,94768,24516,-5856,-6356,63880,-5784,0,347220,819469,-208991,325094,348,5956,3590,584,7484,-34944,14908,-1048,0,208708,86892,410888
2016:Q2,804944,476392,-246988,140,131124,-42444,10400,-2388,10488,10532,78584,-6212,0,385316,804944,-250776,299815,1536,844,-17391,-984,5304,2252,94512,-356,0,207248,-48832,511772
2016:Q3,671375,699244,-227673,252,78164,-30512,8156,-7356,2600,5704,-297376,176756,0,263416,671375,-158089,217652,1140,80,-1748,512,11296,-1588,14720,-312,0,272336,-35996,351372
2016:Q4,105527,199292,-227965,1068,-46996,-17384,3344,-14476,3752,-828,-70340,-37868,0,313928,105527,-235717,251271,-52,108,23693,320,14012,-9128,11480,-184,0,-148712,-24504,222940
2017:Q1,1024491,387352,104943,608,106228,56060,-2616,-908,-3808,3308,-60800,11484,0,422640,1024491,110043,355549,780,3340,12843,56,5900,5772,24808,-876,0,82416,41428,382432
2017:Q2,791415,268836,122279,992,118096,-65252,-2300,9204,8016,420,-50604,-11436,0,393164,791415,116379,325522,816,136,30262,472,24016,6536,880,-140,0,44336,-84000,326200
2017:Q3,704383,276912,92567,1380,74416,-29864,-4708,3268,9356,3240,-72356,7256,0,342916,704383,97551,310615,8276,2548,1717,504,-424,-4264,28328,-288,0,-1452,-30556,291828
2017:Q4,762021,260676,118569,804,11352,88,-2412,13768,3236,-1672,-29716,-29844,0,417172,762021,107449,383050,340,0,16182,1548,-21864,6840,17096,-184,0,-74096,-7148,332808
2018:Q1,12197,184104,-4691,1112,54632,184308,12344,9008,-1784,6280,106340,67192,0,-606648,12197,23129,-595775,-956,0,1015,-1684,-4360,6180,8212,-24,0,133984,178420,264056
2018:Q2,-122251,87428,-52815,1636,66836,69332,16036,8984,6316,11968,-51868,6796,0,-292900,-122251,-42607,-268374,1148,5112,9962,824,14584,-41388,-11580,-40,0,10432,48120,151556
2018:Q3,382509,338868,-45543,800,-157952,-35908,7540,10084,-4708,9468,49384,972,0,209504,382509,-84679,177216,508,200,4424,228,29152,-2616,14484,24,0,-142100,-44996,430664
2018:Q4,547582,333236,-44310,236,291488,7048,5016,-33224,4512,13100,29424,123032,0,-181976,547582,-24946,-177874,-8,0,-13658,172,-7232,-7596,7904,8,0,349360,-8056,429508
2019:Q1,605098,297936,34146,748,123164,73036,3104,14516,-10616,-1176,-21940,-98316,0,190496,605098,34942,98393,-128,0,-3889,-632,14012,8192,30752,16,0,57796,61692,303952
2019:Q2,636922,256308,51670,-508,178568,-62540,-6888,13600,3928,6780,101332,-52456,0,147128,636922,51214,108653,492,5396,555,188,3332,-5392,18636,-212,0,247172,-64556,271444
2019:Q3,422710,136816,71874,372,-21124,-13348,2408,16416,-5408,6228,121924,-26548,0,133100,422710,64706,29671,716,72,21241,-96,10628,-1804,38516,4,0,61836,-14472,211692
2019:Q4,595464,231900,64644,-3160,65456,10656,-18004,-1440,-2572,35748,-7228,-2900,0,222364,595464,76780,193027,-36,0,5781,392,3232,-6732,-18132,44,0,17128,3164,320816
2020:Q1,699366,157712,-48694,1072,25028,13972,-6560,-20524,25924,-1596,188644,164288,0,200100,699366,-43714,81953,-504,5192,32499,1368,26312,8916,36644,-968,0,363844,11360,176464
2020:Q2,974361,138644,38909,6236,130364,-42348,-30916,3712,-35436,1848,-76048,-117468,450000,506864,974361,49437,488478,712,456040,-30102,-1452,30476,-1116,-25832,-596,0,-75772,-43684,127772
2020:Q3,611034,144640,87666,1468,115892,-30344,7212,-7192,-8956,7668,-1108,-49056,0,343144,611034,82286,289699,716,860,-2167,156,27836,-8756,8140,-348,0,102224,-41736,152124
2020:Q4,478527,212828,2447,-64,156464,-17796,11972,15532,-8704,3120,35940,-96764,0,163552,478527,11775,144349,-20,1296,-20941,-288,5184,2440,-1444,-4,0,129036,-36264,243408
2021:Q1,452774,230104,-140166,372,83940,167184,-2324,-3684,-2252,8156,35832,-7820,-248888,332320,452774,-124610,244242,124,-244212,-7746,-208,27452,3868,64664,0,0,88008,169172,232020
2021:Q2,814146,398000,-60558,-4600,213592,-97760,16084,14008,-1336,12520,33960,-67424,-40000,397660,814146,-51634,317651,2212,-46000,30873,580,10168,40,1112,4,0,204268,-69804,414676
2021:Q3,789142,416348,-74014,1080,103172,49264,6336,-5872,-3452,5904,52236,10692,-53676,281124,789142,-64786,218369,832,-53528,-11097,596,23104,1920,13232,-8,0,128520,35964,496024
2021:Q4,647826,498944,-240146,3152,92988,-60360,10100,-1748,3428,8688,-59068,-82576,-22404,496828,647826,-214010,392607,1900,-22404,22781,684,6332,-476,18480,4,0,8612,-69024,502340
2022:Q1,636013,265464,-86843,1788,-261172,94540,11996,6964,5848,4288,-12620,40968,-4,564796,636013,-132895,446712,120,1196,27004,112,14452,6136,32776,-4,0,-159136,94660,304880
2022:Q2,486287,292712,-161001,2380,-254832,-99328,14980,-10712,24580,1092,197936,137512,-13268,354236,486287,-164865,294736,252,-6988,26296,3144,2084,-6672,16788,-12,0,64508,-106572,363588
2022:Q3,837691,293716,-45853,572,-204468,56312,23156,10016,23288,4352,163264,88076,0,425260,837691,-31577,324432,3540,1340,51188,2136,18728,1868,40792,-16,0,3660,44140,377460
2022:Q4,698757,206808,-85659,-192,161056,-6384,11556,19236,26112,-5684,-43392,-14056,-10160,439516,698757,-37207,365484,-320,-9500,35536,2472,11372,2028,42620,-4,0,19052,-28716,295940
2023:Q1,934076,446364,-59240,1612,246876,43788,7580,10356,46240,-6932,-75424,-31252,0,304108,934076,-27740,196528,7340,1064,34476,-384,8760,22852,28944,-4,0,163708,30856,467676
2023:Q2,592747,262840,36035,852,36408,10900,16716,6120,-21020,-2996,-15344,-78220,-8000,348456,592747,45283,236806,2656,-1672,-3570,-520,27812,5772,27928,-4,0,-31236,-11796,295288
2023:Q3,981949,263220,37717,1260,-10860,95288,13268,2548,-8508,2524,118316,1168,2944,463064,981949,37585,410199,1100,2944,-35035,1196,10680,18740,23612,-16,0,138260,93216,279468
2023:Q4,550230,203904,-58386,480,167892,-77108,14044,4208,-424,-5032,-74508,-76408,-26944,478512,550230,-97990,456147,1564,-26944,5549,-772,9380,-12968,-13080,0,0,18736,-87440,298048
2024:Q1,705797,211481,-63364,1168,95820,39304,15428,3304,-6508,1056,-6250,-64812,0,479170,705797,-47308,498115,-728,-2772,-26787,-236,2164,-4768,-12308,-4,0,37792,43420,219217
