1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2001:Q2,2804731,620044,2184687,2729648,113745,16063,42246,178926,535110,181126,353984,77342,102192,1037,6665,58227,4768,53459,58985,3,58982,111017,67620,43397,16545,15000,1545,183128,96833,58129,38704,110969,0,110969,6704,0,12281,0,1549,942,10841,988301,159963,828338,75083,1144450
2001:Q3,2883903,734856,2149047,2788446,120799,16864,42412,182410,534136,175104,359032,71853,108594,1415,6507,58797,5570,53227,57968,3,57965,110361,66279,44082,16944,15000,1944,166813,118650,74592,44058,100326,0,100326,6956,0,12581,0,48095,856,10045,995064,177737,817327,95457,1147318
2001:Q4,2940792,811214,2129578,2888063,118195,16852,42829,190171,551675,182074,369601,67841,103830,1167,7577,61234,6308,54926,60771,4564,56207,103378,63867,39511,16808,15000,1808,155099,142343,95642,46701,105593,0,105593,7672,0,13613,54,12174,1214,12765,1095208,218237,876971,52729,1177668
2002:Q1,2994298,834378,2159920,2936298,102448,20664,42831,194773,575356,192364,382992,82696,94055,1999,7792,63953,6419,57534,69315,6488,62827,108018,62330,45688,16746,15000,1746,163285,142746,100300,42446,105656,0,105656,5715,0,18049,714,-4673,1290,12915,1109955,222569,887386,58000,1163347
2002:Q2,3012323,822439,2189884,2966137,63841,25139,42833,199312,590683,196633,394050,87955,105714,1114,7829,67176,6976,60200,77795,8467,69328,105255,59711,45544,16875,15000,1875,153232,128379,91644,36735,106098,0,106098,5681,0,20635,725,-3849,1750,13806,1148159,247185,900974,46186,1174796
2002:Q3,3096826,868220,2228606,3069497,50049,28351,42835,202850,604191,202210,401981,84912,114976,1057,6895,72155,9598,62557,87514,11021,76493,103439,56935,46504,17255,15000,2255,151652,124965,90377,34588,119239,0,119239,5949,2209,25025,778,-3337,1423,13772,1211343,262250,949093,27329,1190508
2002:Q4,3181716,888741,2292975,3178311,3874,31354,42837,210159,629406,226682,402724,95557,116699,1490,7838,77966,11740,66226,95034,11370,83664,98904,51169,47735,17430,15000,2430,144525,146058,112489,33569,121054,0,121054,5073,2057,25729,813,2574,1301,15081,1285498,268918,1016580,3405,1218337
2003:Q1,3293980,955018,2338962,3288411,92331,34525,43351,210049,641464,232706,408758,98536,44507,1621,7882,79434,12901,66533,95019,12680,82339,106624,57454,49170,17663,15000,2663,148527,153646,113049,40597,129128,0,129128,5125,1614,25256,1087,11909,1168,15067,1322878,283025,1039853,5569,1147512
2003:Q2,3356764,927754,2429010,3357136,78466,36575,43866,212145,652118,238965,413153,87902,44497,1972,9059,83421,16783,66638,92715,12048,80667,111418,63601,47817,17695,15000,2695,161290,149295,109187,40108,135224,0,135224,5304,1367,25477,2062,-27585,2369,15221,1415263,287617,1127646,-372,1201770
2003:Q3,3438700,918196,2520504,3424786,72762,35355,44380,218934,656116,241533,414583,92410,39872,2337,9795,86829,19609,67220,91036,13108,77928,108321,60711,47610,18421,16138,2283,145602,138729,105395,33334,131249,0,131249,5463,1860,23967,2451,-3729,3010,15280,1484336,284745,1199591,13914,1236906
2003:Q4,3553832,928768,2625064,3478628,81160,33690,44895,231661,666665,244833,421832,105691,33412,2480,9311,90827,22545,68282,84151,8891,75260,113112,65515,47597,18438,16222,2216,141252,134678,101022,33656,132725,0,132725,5509,2147,13462,2088,449,2745,14556,1513524,290919,1222605,75204,1269337
2004:Q1,3702839,984940,2717899,3637084,87651,34925,46220,241646,674084,246539,427545,112564,36540,2796,9364,94991,24264,70727,86076,8563,77513,110091,62426,47665,18410,16252,2158,143710,128580,93627,34953,116206,0,116206,6864,3108,13049,3310,-7884,2163,14534,1658086,315465,1342621,65755,1242134
2004:Q2,3736774,946759,2790015,3643921,42684,34008,47545,237796,687391,254295,433096,110060,33488,3700,10294,97249,25183,72066,86110,6715,79395,111054,62732,48322,18215,16248,1967,134943,105120,84438,20682,142725,0,142725,7198,3740,13724,4263,-89329,2425,13752,1785766,321065,1464701,92853,1257849
2004:Q3,3822244,961449,2860795,3739134,-6263,31880,48870,260745,700341,258804,441537,90719,34385,3217,8971,104838,31290,73548,86957,5723,81234,108814,59407,49407,17635,15562,2073,143825,102957,82378,20579,148533,0,148533,7547,4191,13024,5298,-27190,1564,13319,1834957,335429,1499528,83110,1270837
2004:Q4,3919926,1001189,2918737,3765485,64140,34014,50195,244588,717819,262970,454849,82612,27725,3836,9323,110862,36366,74496,86542,3728,82814,108228,58574,49654,17041,14608,2433,153823,104984,84993,19991,150732,0,150732,7661,5005,12860,7554,-62545,1986,12947,1813553,323668,1489885,154441,1306696
2005:Q1,4062682,1055765,3006917,3898579,18541,49230,51689,247925,717326,263005,454321,95664,32173,4034,8712,112239,37743,74496,90057,4629,85428,109570,59471,50099,16993,14597,2396,166952,105476,77689,27787,154161,0,154161,7718,7286,13033,11974,-45074,1588,13232,1908080,314895,1593185,164103,1317237
2005:Q2,3992064,920023,3072041,3841419,-30945,52929,53184,265267,724722,265015,459707,85262,27352,3497,8782,110515,37086,73429,93522,4461,89061,110449,60297,50152,17125,14606,2519,171517,90842,65192,25650,155408,0,155408,8134,7946,12569,16444,-77454,2381,13123,1918848,283765,1635083,150645,1341178
2005:Q3,4044797,910323,3134474,3883055,-62475,48484,54679,294029,736360,269758,466602,84144,27529,3335,8291,112052,38467,73585,97764,4879,92885,111797,60714,51083,17422,14929,2493,157240,87188,59100,28088,164423,0,164423,7831,8952,12814,22331,-89334,2410,13214,1962575,259377,1703198,161742,1375343
2005:Q4,4143058,960701,3182357,3904489,-118249,52117,56174,299045,744215,271270,472945,76496,27843,3935,8075,110702,38993,71709,100671,4741,95930,111423,60001,51422,17506,14942,2564,162596,90359,71173,19186,171557,0,171557,7784,9691,13069,28748,-69937,1121,15157,1984391,264728,1719663,238569,1417882
2006:Q1,4297584,1039036,3258548,4028811,-4259,50010,56213,288201,758542,275370,483172,74201,24043,4034,8339,109233,35867,73366,99470,4845,94625,125213,103989,21224,17464,14966,2498,151826,86503,66125,20378,169426,0,169426,7196,9857,13435,34416,-66554,2675,15150,1994177,283078,1711099,268773,1405590
2006:Q2,4211505,913803,3297702,3916247,-64939,44880,56252,302721,766364,275370,490994,78373,26992,3726,8059,106484,31629,74855,97229,4721,92508,125483,104206,21277,17404,14947,2457,148982,81491,59913,21578,162940,0,162940,7526,11517,13758,39718,-116715,2689,15102,1980211,253270,1726941,295258,1421386
2006:Q3,4257879,908474,3349405,4012650,-96921,44794,56291,320347,768924,277019,491905,70296,29877,3298,8134,108582,32624,75958,95195,5085,90110,130414,108294,22120,17383,14799,2584,153858,73141,52821,20320,168127,0,168127,7728,12045,13971,47036,-93890,2323,15155,2056542,244681,1811861,245229,1433564
2006:Q4,4297561,940772,3356789,4051465,-199683,45463,56329,339339,778915,277019,501896,74411,26795,3687,7664,112564,35067,77497,91557,5215,86342,131590,109263,22327,17508,14843,2665,157228,84451,64677,19774,173246,0,173246,7809,12883,14247,52455,-83443,2566,17706,2126178,253331,1872847,246096,1482853
2007:Q1,4423714,1029109,3394605,4192288,-189651,39167,57082,362192,780901,277019,503882,77624,31250,3147,7210,104479,31445,73034,87854,4409,83445,132726,109763,22963,17587,14856,2731,146314,93210,66650,26560,180427,0,180427,7637,13832,14526,60362,-76461,766,18111,2221996,279615,1942381,231426,1493930
2007:Q2,4294495,865668,3428827,4036600,-255251,33119,57834,352756,790522,277019,513503,75919,23261,3161,7473,92294,23978,68316,84091,3831,80260,131281,108127,23154,17575,14889,2686,162417,91642,63003,28639,179473,0,179473,6995,15794,14837,69872,-131117,848,18159,2193645,228764,1964881,257895,1502332
2007:Q3,4403060,954607,3448453,4201496,-290267,38968,58587,375462,779632,267019,512613,78066,30131,2211,8760,82978,19563,63415,80115,2975,77140,135527,111185,24342,18755,15906,2849,160898,130326,100051,30275,176449,0,176449,7002,17664,15050,78632,-50421,721,17878,2248372,262209,1986163,201564,1515927
2007:Q4,4493689,999547,3494142,4356078,-316439,38319,59339,379955,740611,227841,512770,80056,30403,1834,10630,74536,16647,57889,75683,2606,73077,140096,114498,25598,18824,15865,2959,148802,181813,139679,42134,185444,0,185444,6355,20789,15547,80024,-23010,7177,22848,2376442,302698,2073744,137611,1557487
2008:Q1,4691656,1153879,3537777,4635398,-209229,27239,57456,378867,591234,92985,498249,70102,37557,1405,9841,75784,17321,58463,87166,6291,80875,143945,114007,29938,19267,15730,3537,146695,302500,250825,51675,190110,0,190110,6295,22318,15716,79286,-4738,6424,23625,2556533,355671,2200862,56258,1544339
2008:Q2,4656134,1055697,3600437,4508761,-186389,28797,55572,377123,478841,21740,457101,54409,35024,1207,10649,73764,14756,59008,99184,10415,88769,138548,106085,32463,19046,15699,3347,142011,289666,244055,45611,172832,0,172832,5887,23387,24046,74828,-32117,11960,22986,2587500,376743,2210757,147373,1537950
2008:Q3,5192997,1484332,3708665,5092605,-86053,25505,53689,369825,476627,18423,458204,74468,30819,1192,10339,70855,11585,59270,109168,12662,96506,139402,103080,36322,19557,16169,3388,140704,470378,414568,55810,192794,0,192794,5479,27033,24580,72196,-13148,13796,29521,2833879,504793,2329086,100392,1546831
2008:Q4,5757055,1861187,3895868,5861700,51771,30455,51806,354892,475921,18423,457498,56362,35508,1190,9285,71100,11194,59906,120032,21685,98347,148919,106448,42471,19351,15745,3606,143751,590959,489744,101215,200790,0,200790,4310,27785,25092,69366,64620,3127,52334,3252974,758010,2494964,-104645,1596416
2009:Q1,6227207,2027691,4199516,6256162,239917,41105,50390,342504,492323,18423,473900,74644,41281,847,8897,76609,13016,63593,132570,24344,108226,149354,104505,44849,19038,15578,3460,144548,532664,444322,88342,231114,0,231114,4261,32941,29184,65841,83280,565,44446,3417839,858614,2559225,-28955,1570412
2009:Q2,6571808,2000458,4571350,6458730,185691,41890,48975,372698,656466,18423,638043,87285,33226,768,13061,80633,13017,67616,134572,21805,112767,147669,101158,46511,16973,13627,3346,148094,500464,411284,89180,251445,0,251445,4502,36921,38460,61151,85504,7080,43219,3461983,856841,2605142,113078,1568812
2009:Q3,6968783,1986173,4982610,6882733,367730,40835,47560,388578,769160,18423,750737,124989,55258,689,13713,85931,14177,71754,135998,18469,117529,154098,103478,50620,18608,15044,3564,147530,435474,344576,90898,282798,0,282798,4748,39843,41827,57192,38616,4196,41505,3585857,862615,2723242,86050,1565523
2009:Q4,7232689,1787913,5444776,7063002,451415,42964,46145,397131,776588,18423,758165,124473,57468,496,14770,92611,16294,76317,137207,15020,122187,155555,102450,53105,19643,15091,4552,148707,414572,324892,89680,286678,0,286678,5151,43267,44730,53463,43261,5846,30264,3670597,750437,2920160,169687,1626461
2010:Q1,7714997,1838020,5876977,7548718,558899,42376,46624,409395,776705,18423,758282,188737,58044,904,16319,91372,14147,77225,143392,14028,129364,166612,106593,60019,19850,15213,4637,155670,379203,309693,69510,336521,0,336521,5767,47878,98119,51401,58615,5821,28792,3861702,725805,3135897,166279,1605151
2010:Q2,8059428,1777032,6282396,8052569,802627,45011,47104,400847,776989,18423,758566,187866,54654,1284,18057,92198,13779,78419,150112,13012,137100,183910,114737,69173,18271,13287,4984,155945,356585,279299,77286,394772,0,394772,5821,52999,108089,46346,50268,5039,28040,4069735,726862,3342873,6859,1609184
2010:Q3,8457152,1783675,6673477,8526439,828153,46889,47583,421134,811669,18423,793246,226228,67534,1118,11870,95107,15568,79539,157399,12036,145363,198338,120998,77340,18754,13215,5539,151059,314578,236518,78060,414248,0,414248,6028,52991,107868,43746,50423,17264,27278,4409180,747492,3661688,-69287,1618125
2010:Q4,8822662,1768931,7053731,8714000,679475,48024,48062,437873,1021493,18423,1003070,217511,60943,1062,20120,96734,15998,80736,165319,11375,153944,202198,120772,81426,19660,13345,6315,153738,380546,281326,99220,417386,46498,370888,5931,52070,91551,40057,50578,19700,25145,4458824,710280,3748544,108662,1681739
2011:Q1,9090815,1694692,7396123,8935297,533758,41312,48273,435168,1340446,18423,1322023,216057,66145,1063,21659,98999,17300,81699,173175,10750,162425,209176,127499,81677,19563,13387,6176,157095,369324,255659,113665,399064,66544,332520,6012,54049,96369,35243,31904,16133,24430,4540880,664932,3875948,155518,1659374
2011:Q2,9295140,1529417,7765723,9221670,413092,48750,48484,426858,1619538,18423,1601115,183289,63637,1587,21853,98391,16355,82036,180211,9874,170337,221475,137442,84033,18128,11557,6571,166981,363175,252414,110761,400045,40583,359462,6079,57891,93663,33184,30458,8991,25348,4690562,641382,4049180,73470,1461063
2011:Q3,9588341,1475557,8112784,9790719,568476,40857,48695,420165,1664660,18423,1646237,191729,58148,935,22504,98025,14835,83190,190922,12043,178879,242590,152892,89698,18116,10934,7182,152056,402652,269786,132866,400788,40375,360413,5998,60915,99527,31021,48323,20434,28784,4974399,635127,4339272,-202378,1663621
2011:Q4,9906085,1519462,8386623,10121603,585778,42968,48906,444052,1663446,18423,1645023,173851,60481,1031,17528,105439,18092,87347,204384,17552,186832,251646,160857,90789,19057,11009,8048,142217,496874,287303,209571,469317,38328,430989,5988,62397,113279,29879,130705,26848,21178,5004354,647673,4356681,-215518,1735897
2012:Q1,10306692,1672607,8634085,10620928,537414,38931,49910,444196,1892042,18422,1873620,189269,71572,606,20357,102628,15126,87502,205372,13973,191399,258532,164120,94412,19488,11139,8349,181555,544720,342856,201864,525623,55593,470030,6146,62156,117165,27618,129563,31423,19582,5145060,634173,4510887,-314236,1717980
2012:Q2,10490548,1594427,8896121,10990305,697245,38547,50914,445298,1964773,18422,1946351,215381,60925,1075,20067,99840,14724,85116,203903,14733,189170,276545,174471,102074,18762,9657,9105,191115,489640,283110,206530,537758,54457,483301,6154,67485,89445,26288,152726,7296,18252,5310871,630097,4680774,-499757,1738589
2012:Q3,10723156,1613026,9110130,11214655,636580,39439,51918,464704,1967526,0,1967526,231081,77911,709,20931,97342,15799,81543,205488,12813,192675,288307,180858,107449,18776,9284,9492,182197,513720,289623,224097,609054,55936,553118,6331,63442,85032,24307,127128,10776,19240,5472716,679051,4793665,-491499,1755559
2012:Q4,11027944,1626480,9401464,11439732,738757,39437,52922,459727,1974315,0,1974315,246209,76601,206,19312,94817,14712,80105,208410,12041,196369,297816,185835,111981,18759,9305,9454,185479,510255,311922,198333,559231,55298,503933,6231,64042,82016,23491,184532,7953,17732,5571482,661654,4909828,-411788,1795005
2013:Q1,11373129,1788158,9584971,11719139,728379,32639,53481,482580,2098312,0,2098312,232851,79539,172,19218,95353,16368,78985,199170,9709,189461,295615,184120,111495,18226,9360,8866,196704,531816,320744,211072,581226,56768,524458,6702,63292,83397,21561,147442,9094,21059,5721311,720235,5001076,-346010,1797897
2013:Q2,11368166,1568076,9800090,11407804,639770,37330,54041,484185,2143888,0,2143888,194774,68763,62,20100,94414,16382,78032,191809,8885,182924,287120,178488,108632,16070,7905,8165,192468,498739,253244,245495,536196,52509,483687,6621,62675,84463,21656,134148,18072,25423,5595017,675367,4919650,-39638,1698080
2013:Q3,11563589,1527909,10035680,11554171,610055,37376,54600,491627,2262042,0,2262042,187210,70812,261,19555,96145,19111,77034,185253,9308,175945,285496,177139,108357,15557,7880,7677,187458,526649,298291,228358,495211,53186,442025,6516,62798,91779,20900,150170,16541,27340,5652820,645031,5007789,9418,1554727
2013:Q4,11834187,1590563,10243624,11668817,507972,38822,55159,513654,2341336,0,2341336,216907,68553,785,19112,100831,24491,76340,178422,8415,170007,281413,174266,107147,25774,17266,8508,181275,547316,342465,204851,472816,43138,429678,6404,55716,68434,22297,123718,15908,33577,5792616,685527,5107089,165370,1846453
2014:Q1,12098504,1650233,10448271,12034426,422393,38909,55668,524194,2494381,0,2494381,263820,67722,931,20401,99766,22904,76862,185171,8153,177018,287664,177523,110141,25082,17262,7820,184304,525350,331793,193557,579551,51077,528474,6532,57484,74835,22379,100047,15650,33881,5948311,689327,5258984,64078,1832044
2014:Q2,12047511,1386402,10661109,12096217,317395,40664,56178,521641,2614159,0,2614159,298977,66959,449,21296,103453,25898,77555,192604,8250,184354,293805,180705,113100,24006,15914,8092,198331,427503,213281,214222,592685,37211,555474,6671,61570,74363,22579,89257,20667,32312,6018693,627612,5391081,-48706,1839455
2014:Q3,12255772,1409628,10846144,12280784,260494,41380,56688,509229,2662378,0,2662378,359535,61707,886,26236,106597,27847,78750,200011,8911,191100,296560,181800,114760,24053,15990,8063,198738,446312,263512,182800,660802,37581,623221,6537,62050,75065,25471,64616,21681,44607,6069151,614066,5455085,-25012,1861636
2014:Q4,12480854,1456692,11024162,12614030,277324,41679,57197,529982,2736293,0,2736293,422563,57799,988,21589,108314,27951,80363,207502,10109,197393,304867,186300,118567,24600,15952,8648,199249,484687,262263,222424,682894,32784,650110,6391,67498,74538,27628,54200,13125,55157,6157966,671641,5486325,-133176,1935826
2015:Q1,12606703,1476540,11130163,12858549,397092,34613,58363,551543,2773131,0,2773131,426808,56965,1126,22917,106520,26689,79831,207410,9171,198239,304967,186236,118731,24832,15943,8889,176744,508750,251615,257135,709433,32472,676961,6369,70784,80222,28234,69101,9612,60382,6172631,702290,5470341,-251846,1828155
2015:Q2,12670654,1393162,11277492,12684186,385749,32123,59529,553038,2682775,0,2682775,426408,58466,1484,23269,105629,25476,80153,207511,8079,199432,294125,179489,114636,23399,14618,8781,185671,444548,214772,229776,725560,33584,691976,6215,70774,79327,29197,59714,8409,58125,6163141,701278,5461863,-13532,1682747
2015:Q3,12812842,1355231,11457611,12953607,594628,31503,60694,549831,2720453,0,2720453,425556,55855,1847,22870,104944,24918,80026,210583,8983,201600,294529,179608,114921,23072,14314,8758,170999,435774,191762,244012,789089,43394,745695,6103,85189,86443,28900,72445,12270,64145,6105885,667144,5438741,-140765,1563878
2015:Q4,13168996,1511030,11657966,13146041,600547,37425,61860,578695,2675909,0,2675909,435026,70949,2036,29220,104148,23837,80311,211556,7524,204032,286719,174717,112002,26041,17018,9023,174546,530292,244362,285930,826586,44403,782183,5834,80254,96384,28866,77314,9425,50188,6146221,724731,5421490,22955,1972076
2016:Q1,13407102,1614378,11792724,13669583,724076,45979,62137,582047,2757311,0,2757311,442010,80296,2102,28496,107587,23849,83738,217140,9356,207784,300117,181383,118734,26320,17006,9314,170358,606063,299018,307045,844046,43864,800182,5839,92311,98091,27860,102212,9195,53556,6284434,726608,5557826,-262481,1970214
2016:Q2,13391647,1504987,11886660,13841050,778641,35391,62415,585809,2806334,0,2806334,455543,90299,2451,23383,110845,25132,85713,228626,10795,217831,310075,185931,124144,24772,15035,9737,184977,555988,226243,329745,913024,49116,863908,4205,92180,97967,25566,110477,8232,54797,6279053,688156,5590897,-449403,1993504
2016:Q3,13621965,1644759,11977206,13969985,762547,39201,62692,601653,2780236,0,2780236,495322,99043,2276,23250,117808,31547,86261,233297,12811,220486,312739,186084,126655,24996,15041,9955,203821,709170,342006,367164,943016,56391,886625,4229,92529,111354,21784,117027,6944,49176,6155875,698788,5457087,-348020,2021969
2016:Q4,13880222,1815667,12064555,13731788,690554,41185,62970,607550,2640706,0,2640706,528382,94049,3052,28610,114900,32303,82597,225422,13838,211584,304124,179540,124584,24556,15033,9523,218760,850977,450659,400318,904100,58628,845472,3620,92939,109842,20462,103427,9033,49771,6002797,668867,5333930,148434,2103610
2017:Q1,13923005,1754818,12168187,13776060,666218,38683,64482,618370,2643568,0,2643568,525187,88429,3813,28221,119869,36657,83212,228881,14479,214402,316008,188345,127663,24640,15064,9576,239543,786773,417465,369308,924723,57251,867472,3661,102330,105835,15903,117800,11727,26062,6075334,669184,5406150,146945,1950754
2017:Q2,13965794,1715829,12249965,13880145,711720,42263,65994,618612,2657025,0,2657025,478352,91364,4159,28159,127018,41491,85527,232135,14316,217819,329745,198255,131490,23254,13529,9725,262833,662297,351494,310803,979828,58364,921464,3677,107952,102384,12065,142329,18435,26639,6151906,673004,5478902,85649,1832515
2017:Q3,14156063,1799570,12356493,14052382,633623,42195,67507,623651,2651193,0,2651193,480546,84293,3770,28027,136316,48620,87696,234433,14514,219919,340841,206588,134253,23493,13449,10044,266534,695020,415269,279751,1040876,66372,974504,3697,116995,96869,11474,128816,13819,26455,6301939,682136,5619803,103681,2074675
2017:Q4,14434589,1952521,12482068,14200945,649562,71295,69019,642514,2633008,0,2633008,484410,97401,4953,29256,149607,58782,90825,234799,13447,221352,350889,214283,136606,23955,13482,10473,289412,756197,504476,251721,1090830,86131,1004699,3735,119572,100332,12290,120651,20632,35347,6211279,703141,5508138,233644,1996277
2018:Q1,14894690,2284417,12610273,14470410,805897,67136,69311,631159,2555722,0,2555722,479962,97045,6121,29610,140209,49954,90255,233244,11487,221757,351012,213921,137091,23595,13444,10151,300086,951188,701981,249207,1093359,95591,997768,3650,128720,110351,13631,97496,25024,33448,6223434,717150,5506284,424280,2151265
2018:Q2,14933718,2157412,12776306,14468580,888448,60598,69604,647660,2495040,0,2495040,487754,107764,6577,30050,134635,43632,91003,232076,10144,221932,355964,216510,139454,22439,12319,10120,307321,788105,532478,255627,1111114,94980,1016134,3634,145298,120827,14669,144787,30930,38271,6225015,750747,5474268,465138,2156967
2018:Q3,15227623,2239473,12988150,14617389,1063981,52529,69896,658914,2395142,100,2395042,496399,113414,9471,30202,135415,43114,92301,232361,10019,222342,358044,217354,140690,22146,12075,10071,301734,826306,566962,259344,1127290,98967,1028323,3608,150500,124828,18638,126117,32541,42017,6225896,715577,5510319,610234,2190176
2018:Q4,15566216,2339374,13226842,15178878,1200123,54404,70188,647023,2337994,0,2337994,569784,125581,10243,31070,156818,46186,110632,209382,8997,200385,371912,225359,146553,22326,11921,10405,367854,945064,641047,304017,1146356,93214,1053142,3471,176141,120042,20423,250357,32993,39199,6270130,746676,5523454,387338,2275870
2019:Q1,15888708,2479407,13409301,15690706,1350855,62347,70658,690699,2330158,0,2330158,563840,128036,11299,33835,157367,49263,108104,209461,9576,199885,390904,237652,153252,22897,11999,10898,357618,1010338,686625,323713,1175247,60597,1114650,3593,190324,128778,24301,235078,32485,36589,6473999,765441,5708558,198002,2017557
2019:Q2,15884286,2250354,13633932,15987023,1502094,56379,71128,703540,2315006,5,2315001,592153,129624,14426,34243,156967,44368,112599,212370,10305,202065,413608,252214,161394,22066,10499,11567,386491,829281,515174,314107,1204069,55243,1148826,3650,211366,144310,26530,255805,37746,38311,6625860,707819,5918041,-102737,1930002
2019:Q3,16303690,2376370,13927320,16786438,1552101,56134,71597,713018,2366457,5958,2360499,674495,132339,14042,34938,152370,36966,115404,220306,10211,210095,434030,265402,168628,22562,10369,12193,343279,1048004,686757,361247,1268218,56057,1212161,3503,222946,159283,29094,215613,53560,38259,6960290,763188,6197102,-482748,2267991
2019:Q4,16628907,2416417,14212490,16923822,1400835,63629,72067,715392,2540730,168479,2372251,704089,121077,16604,37545,153395,37367,116028,221364,9637,211727,440034,269786,170248,23262,10424,12838,333436,1122598,675812,446786,1287015,45302,1241713,3171,227645,175753,33034,214060,55810,43455,6917822,716057,6201765,-294915,2389780
2020:Q1,17115829,2657089,14458740,18436261,1227069,91502,72356,777742,3757408,325925,3431483,724397,116448,14679,38741,163303,46912,116391,239314,15578,223736,476895,288811,188084,23379,10142,13237,330431,1358143,844841,513302,1140897,39757,1101140,2672,258336,194456,32025,232702,53359,50109,7059898,729509,6330389,-1320432,2402595
2020:Q2,19867035,5078833,14788202,21156520,1088217,111208,72645,945604,4807860,325926,4481934,926651,117089,17602,42165,167722,62905,104817,241193,14750,226443,473282,283051,190231,22708,8699,14009,290066,2564674,2142901,421773,1127893,44609,1083284,2848,265135,257003,30568,268351,54426,62266,7199344,1040649,6158695,-1289485,2503628
2020:Q3,20340181,5028127,15312054,21561037,1087695,94063,72933,953081,5055969,325972,4729997,1019718,108981,15115,43372,171573,69414,102159,248682,19630,229052,469582,277269,192313,23167,8412,14755,317957,2493606,2120562,373044,1228371,44290,1184081,2937,269829,279059,29531,213382,53941,55265,7253228,1017297,6235931,-1220856,2560247
2020:Q4,20946158,4963056,15983102,21952909,1148406,72901,73222,996115,5254556,325974,4928582,1044445,99845,13798,45509,157487,51856,105631,246579,16046,230533,461231,268771,192460,23939,8491,15448,354404,2465928,2075254,390674,1315725,54988,1260737,2965,270617,259236,30315,215152,61639,47329,7291566,1027314,6264252,-1006751,2654695
2021:Q1,21347365,4667846,16679519,21576715,700406,60954,70527,977940,5273242,326023,4947219,1111331,86238,15334,50808,164659,54727,109932,233001,12800,220201,453311,262998,190313,22858,8548,14310,345802,2583204,2098804,484400,1365256,48477,1316779,2956,274577,224867,28571,95505,84232,55216,7295920,966499,6329421,-229350,2595617
2021:Q2,21699043,4273670,17425373,22169404,514035,55627,70698,1190917,5596511,326006,5270505,1195809,83821,15521,51459,186735,61825,124910,240222,11725,228497,476849,275543,201306,21715,7387,14328,395522,2288119,1784049,504070,1487334,42939,1444395,3079,293253,210861,27427,113029,86512,45469,7518880,926747,6592133,-470361,2602490
2021:Q3,21846135,3712952,18133183,22242981,640591,73636,69856,1267153,5831294,326008,5505286,1297600,85544,18351,55019,186295,56010,130285,243425,11249,232176,491405,282884,208521,21305,7188,14117,390732,1694672,1130657,564015,1540207,41619,1498588,3085,305776,205097,28736,93490,83824,44992,7570896,928382,6642514,-396846,2403775
2021:Q4,22557536,3767964,18789572,22935572,435654,79668,71280,1330976,6052055,325929,5726126,1472289,86906,19602,62556,187875,54314,133561,237092,9663,227429,507815,291299,216516,22166,7221,14945,414170,1814671,1197085,617586,1593978,57409,1536569,3081,332052,202365,31856,98990,92611,45494,7740370,987410,6752960,-378036,2727161
2022:Q1,23246108,3927254,19318854,22588726,671454,74676,67476,1301731,5851446,325439,5526007,1471292,89394,19589,74030,164906,37208,127698,214871,11159,203712,481849,275325,206524,21013,7165,13848,382641,1759444,1155496,603948,1528334,53420,1474914,2893,336294,210412,34483,83399,99788,42911,7604400,1008398,6596002,657382,2770366
2022:Q2,23253368,3522601,19730767,21883479,668293,80177,69425,1447296,5563801,324467,5239334,1488523,95983,23045,79520,172679,44668,128011,198407,11996,186411,474172,265613,208559,18400,5839,12561,369397,1458999,902540,556459,1427826,45799,1382027,3509,362617,180578,35695,89536,120585,38073,7416943,895437,6521506,1369889,2797292
2022:Q3,23616710,3643675,19973035,21363079,1052536,79168,70852,1420213,5186546,307407,4879139,1407747,92545,26775,79118,182900,50250,132650,188830,15742,173088,478063,263546,214517,17226,5546,11680,339640,1256135,766964,489171,1345823,22163,1323660,2372,381459,168255,36312,126978,130572,41506,7251508,919610,6331898,2253631,2852032
2022:Q4,23844978,3696169,20148809,21648629,1463172,88981,71917,1463369,5056405,286373,4770032,1388880,89538,23497,78355,212928,68038,144890,183110,17594,165516,508886,275819,233067,17964,5578,12386,327169,1064015,602022,461993,1349853,12703,1337150,2353,400630,155618,36411,170650,133582,42835,7318511,949988,6368523,2196349,2986599
2023:Q1,24282042,4067536,20214506,22488337,1924096,89920,71957,1548680,4960204,277890,4682314,1300967,92314,22952,76692,223298,72829,150469,184415,17637,166778,563293,305813,257480,18474,5597,12877,365371,1040799,665210,375589,1369594,15822,1353772,2353,451603,149819,36357,265859,122940,48233,7558147,962621,6595526,1793705,2673619
2023:Q2,24772373,4465683,20306690,22639304,2109994,103416,72767,1548310,4702866,266055,4436811,1235187,98823,22835,77490,227222,75515,151707,182125,19030,163095,592236,322593,269643,19250,6254,12996,361463,1243962,888460,355502,1345641,12619,1333022,2304,460636,151464,34452,257941,121945,59129,7607846,949629,6658217,2133069,2975645
2023:Q3,25630167,5259329,20370838,22893941,2236629,108248,73488,1504131,4367410,236022,4131388,1240943,89991,22472,74991,255303,101024,154279,172429,19384,153045,576096,311586,264510,18500,6129,12371,377469,1767115,1422356,344759,1318740,12038,1306702,2183,469061,150868,33192,248129,126764,55744,7604045,1060894,6543151,2736226,3018918
