1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1976:Q3,388895,161505,227390,388895,14297,18534,1352,32536,94445,38245,56200,106430,783,410,1310,6585,0,6585,5419,0,5419,16371,12278,4093,124,124,0,3900,974,0,974,1368,0,1368,752,0,4205,0,5143,144,0,73813,40119,33694,0,143196
1976:Q4,402836,163992,238844,402799,6214,21547,1515,35781,93268,38571,54697,115909,1162,494,1343,7300,0,7300,5368,0,5368,18075,13556,4519,142,142,0,4057,1049,0,1049,1086,0,1086,746,0,4392,0,5604,164,0,77583,40743,36840,37,147565
1977:Q1,417402,164264,253138,417365,9660,22381,1686,36802,95672,39170,56502,119487,977,550,1378,8486,0,8486,5542,0,5542,17873,13405,4468,152,152,0,4712,1042,0,1042,1368,0,1368,718,0,3202,0,1624,184,0,83869,43554,40315,37,149688
1977:Q2,413050,155064,257986,413013,1110,17508,1878,40594,98163,40827,57336,117172,876,621,1419,7633,0,7633,5337,0,5337,19957,14968,4989,6,6,0,6568,798,0,798,1485,0,1485,666,0,1401,0,1990,208,0,87623,44110,43513,37,154556
1977:Q3,429469,156091,273378,429432,4084,17055,2123,44335,102405,44048,58357,114782,1054,660,1443,8770,0,8770,5719,0,5719,20080,15060,5020,38,38,0,6757,755,0,755,1740,0,1740,616,0,830,0,148,240,0,95798,43181,52617,37,164243
1977:Q4,445890,161081,284809,446198,3645,16556,2412,47453,100918,41561,59357,115232,1189,702,1424,9760,0,9760,5315,0,5315,21308,15981,5327,55,55,0,6760,883,0,883,1763,0,1763,590,0,961,0,350,268,0,108654,48905,59749,-308,168291
1978:Q1,461467,165652,295815,461775,4633,14993,2732,52265,99890,38358,61532,114065,1132,700,1254,9754,0,9754,5075,0,5075,21477,16108,5369,66,66,0,7624,1120,0,1120,1833,0,1833,588,0,842,0,-947,240,0,122439,61039,61400,-308,172274
1978:Q2,462538,159757,302781,462846,1049,13970,3001,54489,107859,44080,63779,112396,1283,700,1023,9222,0,9222,4924,0,4924,22185,16639,5546,84,84,0,9095,1065,0,1065,1818,0,1818,608,0,1320,0,-884,216,0,117423,57103,60320,-308,175286
1978:Q3,474270,160936,313334,474578,5711,12692,3143,58951,113027,47551,65476,109268,1294,665,895,9895,0,9895,5113,0,5113,21089,15817,5272,117,117,0,9543,960,0,960,1748,0,1748,632,0,1097,0,-902,192,0,119448,56691,62757,-308,185132
1978:Q4,478139,161747,316392,476924,-3453,15070,3184,59360,109478,42158,67320,106418,1450,629,727,10450,0,10450,4822,0,4822,23179,17384,5795,140,140,0,9454,886,0,886,1584,0,1584,643,0,1442,0,-1605,165,0,132901,68201,64700,1215,196986
1979:Q1,487732,165459,322273,486517,2465,14519,3192,65120,109260,41241,68019,107182,1290,600,772,10896,0,10896,5357,0,5357,23727,17795,5932,156,156,0,10677,1687,0,1687,1722,0,1722,644,0,862,0,-444,200,0,126633,60708,65925,1215,196374
1979:Q2,487581,159890,327691,486366,9935,17689,3159,64868,106432,38370,68062,105035,1526,563,863,10741,0,10741,5204,0,5204,24928,18696,6232,186,186,0,13327,1988,0,1988,1502,0,1502,639,0,1827,0,1998,240,0,113716,47544,66172,1215,193997
1979:Q3,498750,161378,337372,497535,15999,13855,3024,65551,114596,44232,70364,103082,1658,618,887,10694,0,10694,5150,0,5150,25769,19327,6442,226,226,0,13287,1224,0,1224,1379,0,1379,632,0,931,0,-1551,280,0,120244,52428,67816,1215,202868
1979:Q4,516104,172644,343460,516321,44751,13472,2805,60850,116291,45244,71047,104386,1953,672,625,10665,0,10665,4888,0,4888,25995,19496,6499,5,5,0,14706,1621,0,1621,1536,0,1536,628,0,1239,0,-7023,298,0,115958,48572,67386,-217,204213
1980:Q1,540619,190780,349839,540723,57144,14300,2635,58119,115734,43851,71883,104944,2010,693,599,11158,0,11158,4917,0,4917,27203,20402,6801,27,27,0,16159,7004,0,7004,1679,0,1679,629,0,1810,0,-246,304,0,113901,44446,69455,-104,195205
1980:Q2,553831,184684,369147,554159,58556,9914,2509,58847,124058,49781,74277,106834,2125,722,801,10161,0,10161,5135,0,5135,29387,22040,7347,56,56,0,17582,5272,0,5272,2592,0,2592,634,0,1817,0,-137,304,0,116990,48192,68798,-328,189801
1980:Q3,582379,199832,382547,582525,62780,13704,2493,64357,119418,43907,75511,115212,2447,750,933,11082,0,11082,5338,0,5338,30569,22927,7642,78,78,0,19999,7450,0,7450,1939,0,1939,638,0,2055,0,465,312,0,120506,50730,69776,-146,198691
1980:Q4,609679,216104,393575,608953,76561,13697,2564,69472,119299,43688,75611,121131,2530,770,939,12248,0,12248,5838,0,5838,32215,24161,8054,104,104,0,20927,3474,0,3474,1853,0,1853,634,0,1682,0,-4746,312,0,127449,57594,69855,726,197510
1981:Q1,646299,235215,411084,645559,70388,12593,2728,74161,117666,42078,75588,125092,2343,786,973,13203,0,13203,7206,0,7206,33352,25014,8338,138,138,0,22432,14518,0,14518,2651,0,2651,621,0,3,0,8332,296,0,136077,62258,73819,740,192335
1981:Q2,646256,218786,427470,645482,66681,17272,2900,80335,120017,43593,76424,125071,2371,803,957,12959,2,12957,6952,0,6952,34543,25907,8636,211,211,0,24531,9023,0,9023,2363,0,2363,598,0,1734,0,1130,291,0,134740,59727,75013,774,191426
1981:Q3,668124,223388,444736,667255,80979,19985,3091,83719,124330,46930,77400,122067,2431,811,865,13614,8,13606,7192,0,7192,34755,26066,8689,0,0,0,25215,11419,0,11419,2443,0,2443,576,0,1828,0,1962,296,0,129677,52368,77309,869,198927
1981:Q4,705719,245015,460704,705143,80947,18652,3298,85335,127738,49359,78379,122975,2942,800,1014,13491,15,13476,8167,0,8167,46684,35013,11671,0,0,0,27564,21519,0,21519,2775,0,2775,565,0,1901,0,2958,309,0,135509,55314,80195,576,197394
1982:Q1,738577,256212,482365,738020,85359,16030,3080,93525,123992,45543,78449,126758,3108,819,1127,13665,30,13635,11071,0,11071,56035,42026,14009,0,0,0,29545,25560,0,25560,3512,0,3512,567,0,1871,0,6685,232,0,135479,50172,85307,557,194669
1982:Q2,749688,256007,493681,749128,92193,12805,2945,102120,127005,47921,79084,124386,2841,841,1203,13495,74,13421,10952,0,10952,62040,46530,15510,0,0,0,32417,22402,0,22402,3895,0,3895,578,0,2102,0,-722,152,0,135478,48831,86647,560,194689
1982:Q3,809587,277900,531687,809399,112976,15150,3014,99211,130591,50309,80282,126665,2798,869,1086,14125,162,13963,12705,0,12705,67904,50928,16976,0,0,0,35849,38221,0,38221,4594,0,4594,592,0,6133,0,-4991,184,0,141723,51589,90134,188,204371
1982:Q4,869350,311820,557530,871721,104412,21011,3244,100592,135607,54425,81182,145776,3757,900,1276,14712,611,14101,16529,0,16529,75171,56378,18793,0,0,0,36898,42646,0,42646,5087,0,5087,599,0,3402,0,9199,216,0,150687,55628,95059,-2371,208006
1983:Q1,925470,331884,593586,927773,113922,24404,3987,105040,136651,55469,81182,167493,4645,946,1543,16069,846,15223,19715,0,19715,79729,59797,19932,0,0,0,39812,44873,0,44873,4611,0,4611,602,0,3407,0,3492,220,0,156612,58771,97841,-2303,204775
1983:Q2,966482,334299,632183,968705,130689,26870,4711,107143,140511,58213,82298,185520,5424,1008,2913,16781,1116,15665,22088,0,22088,83051,62288,20763,0,0,0,43672,28279,0,28279,5170,0,5170,603,0,3198,0,-871,222,0,161723,61338,100385,-2223,212980
1983:Q3,1010312,340733,669579,1012464,147933,24105,5386,107744,146171,62898,83273,195919,5034,1067,3213,18173,1532,16641,24513,0,24513,89104,66828,22276,0,0,0,46278,22074,0,22074,4395,0,4395,600,0,3864,0,4483,288,0,162120,64062,98058,-2152,228656
1983:Q4,1044748,343815,700933,1044060,148029,30144,6023,112493,150558,54425,96133,204575,5390,1100,2684,19424,2058,17366,28636,0,28636,93332,69999,23333,0,0,0,48910,22839,0,22839,4059,0,4059,592,0,1824,0,-473,359,0,163562,68668,94894,688,232480
1984:Q1,1092278,350230,742048,1091496,164045,38101,6139,115460,150814,66366,84448,216144,5183,1115,3294,20686,2266,18420,30886,0,30886,95023,71267,23756,0,0,0,54561,19374,17051,2323,4720,0,4720,575,0,2412,0,-2602,328,0,165238,70200,95038,782,231882
1984:Q2,1121406,343282,778124,1120430,190569,37282,6155,119641,152859,66928,85931,211237,5068,1108,3813,22002,2569,19433,31752,0,31752,92123,69092,23031,0,0,0,59177,14889,10454,4435,5267,0,5267,545,0,3048,0,-7718,310,0,171303,72862,98441,976,237327
1984:Q3,1172606,356798,815808,1171892,207324,33740,5920,120545,155018,68487,86531,213244,4996,1098,4105,24137,2642,21495,35035,0,35035,98763,74072,24691,0,0,0,64331,13618,9898,3720,6194,0,6194,519,0,6411,0,491,368,0,176035,73801,102234,714,252902
1984:Q4,1232741,374369,858372,1235133,196209,36467,5481,121603,159223,71035,88188,214892,4812,1100,3711,25955,2687,23268,41204,0,41204,108403,81302,27101,0,0,0,67914,25395,20329,5066,6688,0,6688,512,0,2707,0,12140,428,0,200289,76369,123920,-2392,260331
1985:Q1,1277088,379477,897611,1279425,222003,30156,5468,128528,160983,71469,89514,227388,4807,1117,4925,26749,2830,23919,42665,0,42665,112153,84115,28038,0,0,0,73822,26109,19962,6147,12127,0,12127,518,0,5333,0,-1600,472,0,195702,71956,123746,-2337,267135
1985:Q2,1310253,381872,928381,1313216,199673,42730,5488,136664,169110,78301,90809,224242,3992,1138,5642,27024,2949,24075,45019,0,45019,119439,89579,29860,0,0,0,77190,24733,19668,5065,17226,0,17226,531,0,6720,0,-3507,522,0,209640,73455,136185,-2963,283823
1985:Q3,1348328,384220,964108,1351115,215733,35913,5588,134169,169702,79231,90471,227294,4424,1167,5950,30004,3181,26823,46615,0,46615,122973,92230,30743,0,0,0,79910,22677,18924,3753,23706,0,23706,559,0,10557,0,-3436,648,0,216962,73756,143206,-2787,306477
1985:Q4,1425915,399893,1026022,1436251,204148,41102,5754,171160,177798,85425,92373,217143,4773,1209,6153,32338,3543,28795,51700,0,51700,128551,96413,32138,14194,14194,0,85383,24570,20530,4040,39719,0,39719,612,0,6786,0,-4011,777,0,226392,69133,157259,-10336,332810
1986:Q1,1461722,393172,1068550,1474601,178454,33539,9425,174755,176620,84247,92373,220556,4148,1308,6336,35771,3551,32220,53627,0,53627,131499,98624,32875,14169,14169,0,95028,29238,24462,4776,48660,0,48660,689,0,10035,0,14590,704,0,235450,73044,162406,-12879,332173
1986:Q2,1488154,396650,1091504,1500145,157228,40715,10008,194475,183849,91476,92373,222193,5497,1457,7198,38585,3529,35056,52798,0,52798,126849,95137,31712,0,0,0,98507,22336,15509,6827,57395,0,57395,789,0,13315,0,12498,643,0,253810,82701,171109,-11991,362505
1986:Q3,1553259,410730,1142529,1564667,177245,38961,10530,190209,184437,92064,92373,224664,6298,1603,7757,42240,3519,38721,55032,0,55032,125171,93878,31293,15000,15000,0,104604,23927,17357,6570,66178,0,66178,906,0,13844,0,11164,670,0,264227,90634,173593,-11408,365946
1986:Q4,1608685,426679,1182006,1624828,189326,40325,10771,205227,197625,103775,93850,226504,6876,1694,7959,46127,3561,42566,59033,0,59033,112795,89215,23580,15000,15000,0,115329,27997,20571,7426,70773,0,70773,1038,0,16288,0,4120,633,0,269388,90398,178990,-16143,395218
1987:Q1,1624673,406194,1218479,1637357,163877,37705,10720,226292,196409,102812,93597,226860,8194,1724,9208,48663,3580,45083,61253,0,61253,112961,85738,27223,15000,15000,0,122815,18443,11529,6914,84051,0,84051,1285,0,18578,0,-6126,690,0,278755,93153,185602,-12684,403222
1987:Q2,1646764,391049,1255715,1657754,180025,32734,10365,223205,210248,107702,102546,228933,7169,1692,10014,50679,3597,47082,57641,0,57641,107248,79665,27583,15000,15000,0,129503,20175,10460,9715,85954,0,85954,1061,0,15114,0,-17144,730,0,287408,93695,193713,-10990,419255
1987:Q3,1663907,378263,1285644,1671206,191885,31671,9971,223789,211941,105785,106156,235949,7495,1664,10970,52561,3630,48931,57246,0,57246,110202,81092,29110,15000,15000,0,135414,15198,7793,7405,82623,0,82623,1034,0,17056,0,-26607,730,0,285414,89747,195667,-7299,438145
1987:Q4,1711632,389497,1322135,1713051,205927,31790,9799,218286,218906,107691,111215,232998,6493,1705,11186,54693,3693,51000,57988,0,57988,112999,83486,29513,14845,14845,0,138866,14278,4989,9289,79334,0,79334,1604,0,20990,0,-16685,748,0,296301,101743,194558,-1419,464917
1988:Q1,1743989,392647,1351342,1746271,202399,31319,9796,224149,217496,107256,110240,227593,7502,1522,12458,56939,3796,53143,58049,0,58049,103552,77707,25845,14846,14845,1,143570,14821,5430,9391,78617,0,78617,2277,0,24459,0,-15703,668,0,329942,108227,221715,-2282,469887
1988:Q2,1755942,382292,1373650,1757086,229600,26880,9897,216499,222450,105473,116977,220843,7390,1646,13487,59163,3949,55214,59358,0,59358,104488,77864,26624,15002,15000,2,142940,13096,3971,9125,80019,0,80019,3547,0,20108,0,-31253,658,0,341268,107592,233676,-1144,482463
1988:Q3,1786803,398451,1388352,1787414,252705,26761,10079,208255,223573,106596,116977,218895,7328,1785,13874,61526,4098,57428,59641,0,59641,114250,87157,27093,15004,15000,4,148740,10820,4668,6152,78147,0,78147,4418,0,21301,0,-31306,676,0,340942,108750,232192,-611,499446
1988:Q4,1824433,413970,1410463,1819538,273490,27933,10318,212746,233662,112782,120880,210863,6610,1898,14440,64187,4187,60000,59752,0,59752,112722,85146,27576,14850,14845,5,150659,11541,5166,6375,75604,0,75604,4800,0,26261,0,-47396,759,0,353839,115057,238782,4895,522588
1989:Q1,1856155,417020,1439135,1850366,285928,37140,10655,201494,228643,108011,120632,216016,6196,1994,13994,66858,4217,62641,58161,0,58161,104456,80170,24286,14852,14845,7,151057,12716,5700,7016,74304,0,74304,5500,0,27272,0,-35659,755,0,368034,108864,259170,5789,524314
1989:Q2,1861784,397069,1464715,1860423,304351,39716,11129,202594,231767,109031,122736,196240,5790,2083,13327,69746,4183,65563,56103,0,56103,109626,84119,25507,15009,15000,9,151664,11063,5040,6023,74163,0,74163,5989,0,7264,0,-8745,747,0,360797,99736,261061,1361,535420
1989:Q3,1892480,406597,1485883,1890051,305982,44739,11605,201227,221051,98487,122564,183911,5816,2167,12822,72603,4149,68454,53755,0,53755,115216,87436,27780,15011,15000,11,153198,12643,5539,7104,75471,0,75471,6282,0,14714,0,-4995,716,0,386117,99857,286260,2429,553668
1989:Q4,1942516,430648,1511868,1948411,273367,51432,11946,205817,226775,104581,122194,182538,6432,2248,12115,75176,4176,71000,53911,0,53911,122396,93036,29360,15014,15000,14,152396,14760,7427,7333,76364,0,76364,6629,0,12990,0,21506,857,0,423742,91100,332642,-5895,583796
1990:Q1,1955020,453077,1501943,1958092,253565,44125,12183,237602,217899,95504,122395,195410,8933,2323,11243,77401,4276,73125,60328,0,60328,111101,84536,26565,15018,15000,18,162764,31274,22504,8770,78153,0,78153,6651,0,18507,0,-2986,924,0,415674,87762,327912,-3072,617430
1990:Q2,1985110,453505,1531605,1989159,258220,45692,12347,240719,231383,108838,122545,191527,9240,2391,10289,79209,4459,74750,60131,0,60131,116508,87813,28695,15023,15000,23,168301,27900,17984,9916,78958,0,78958,6561,0,23942,0,-11205,757,0,421266,89675,331591,-4049,630374
1990:Q3,2043898,482454,1561444,2046713,296175,36616,12452,246011,234373,111828,122545,191790,10468,2457,9337,81120,4620,76500,61121,0,61121,119700,90950,28750,15033,15000,33,170147,33917,19494,14423,77820,0,77820,6556,0,40079,0,-33339,735,0,434145,91084,343061,-2815,648668
1990:Q4,2117196,527415,1589781,2112558,308169,37649,12512,249735,235090,112520,122570,183306,11424,2526,8546,83649,4649,79000,60350,0,60350,122254,93594,28660,15044,15000,44,168235,45414,25785,19629,81297,0,81297,6830,0,34326,0,7277,562,0,438363,96796,341567,4638,681214
1991:Q1,2165271,533262,1632009,2160471,297501,34502,12497,256239,240965,114245,126720,195264,14770,2579,9191,88802,4559,84243,64289,0,64289,114699,84516,30183,15069,15000,69,177144,66040,34156,31884,88809,0,88809,7408,0,37728,0,-6815,533,0,443257,102122,341135,4800,683795
1991:Q2,2204987,521544,1683443,2199249,304718,34726,12373,255815,247484,119314,128170,206018,12523,2596,9575,96038,4322,91716,66432,0,66432,114156,83514,30642,15093,15000,93,178753,55498,24889,30609,92517,0,92517,8307,0,38214,0,-5679,919,0,453173,100878,352295,5738,698132
1991:Q3,2308289,564589,1743700,2305673,311588,42221,12254,272115,258554,128569,129985,222957,14412,2651,10127,103184,4097,99087,73786,0,73786,116866,86047,30819,15120,15000,120,163948,64789,36874,27915,100784,0,100784,9252,0,43002,0,8904,1561,0,457598,107021,350577,2616,711975
1991:Q4,2390681,590389,1800292,2395433,313705,43426,12249,275798,266486,132635,133851,232731,20843,2817,14075,108064,4041,104023,79444,0,79444,116946,84682,32264,15152,15000,152,165494,79597,48445,31152,114872,0,114872,9967,0,40754,0,5669,1055,0,476289,110734,365555,-4752,738116
1992:Q1,2473821,615818,1858003,2475050,345052,42011,12356,302227,265796,129492,136304,258440,18662,3094,16400,112270,4153,108117,82083,0,82083,106319,73851,32468,15187,15000,187,171904,84839,49972,34867,93841,0,93841,10490,0,53606,0,-15437,4019,0,491891,119882,372009,-1229,734835
1992:Q2,2532517,618218,1914299,2535364,353279,57611,12560,273703,276883,136849,140034,265738,23598,3482,18431,114895,4432,110463,84190,0,84190,105472,73470,32002,15222,15000,222,177959,79679,47544,32135,98970,0,98970,10855,0,51144,0,-5661,3981,0,513373,128672,384701,-2847,749304
1992:Q3,2606080,634287,1971793,2611510,374432,52292,13040,271740,279712,133752,145960,282488,25342,3907,19850,113244,4725,108519,88196,0,88196,107974,73865,34109,15276,15000,276,197677,79892,45711,34181,97310,0,97310,11195,0,54792,0,-427,5616,0,517962,134882,383080,-5430,764545
1992:Q4,2683010,657661,2025349,2675260,396129,60589,12976,264645,295011,141794,153217,288325,29591,4295,19938,113628,4883,108745,90814,0,90814,108371,73658,34713,15311,15000,311,203534,79620,47999,31621,103193,0,103193,11642,0,58702,0,-7657,6264,0,520339,127644,392695,7750,789327
1993:Q1,2737390,659877,2077513,2731993,406528,42943,13288,282428,298461,142104,156357,299375,31813,4690,21213,116805,4918,111887,98306,0,98306,98822,63520,35302,15358,15000,358,204950,77674,45230,32444,115482,0,115482,12160,0,56305,0,-4995,5605,0,534782,137093,397689,5397,786032
1993:Q2,2786667,659280,2127387,2779626,399755,47830,13386,288608,313143,151796,161347,295746,31673,5137,22529,121038,4847,116191,103999,0,103999,97622,63924,33698,15421,15000,421,211378,76388,46319,30069,119104,0,119104,12678,0,59358,0,-1318,5993,0,540158,144208,395950,7041,806351
1993:Q3,2829297,658381,2170916,2826384,397676,53078,13453,271637,319357,151982,167375,301069,31927,5532,22018,125475,4761,120714,111282,0,111282,110389,73601,36788,15504,15000,504,221833,74468,43294,31174,124577,0,124577,13196,0,65354,0,-19674,5719,0,562514,165341,397173,2913,820556
1993:Q4,2911911,714631,2197280,2907362,439998,48839,13600,271252,332015,160368,171647,303227,36113,5773,22550,129266,4755,124511,112626,0,112626,104033,68061,35972,15550,15000,550,217450,80430,53850,26580,137595,0,137595,13714,0,51593,0,-28313,5500,0,594551,176739,417812,4549,845831
1994:Q1,2964629,721146,2243483,2954146,476700,57537,11124,273693,337260,162947,174313,323323,39220,5400,23652,131274,4650,126624,109294,0,109294,103736,65286,38450,15593,15000,593,224335,68914,42804,26110,115969,0,115969,13476,0,57066,0,-44830,6050,0,605360,173610,431750,10483,836752
1994:Q2,2971742,698446,2273296,2958160,503244,53152,15507,269710,347644,168576,179068,310057,39562,5200,24209,133312,4575,128737,111989,0,111989,112112,69228,42884,15594,15000,594,220641,59522,36183,23339,111973,0,111973,13238,0,55481,0,-53124,4953,0,604184,171652,432532,13582,845612
1994:Q3,3011491,697295,2314196,2996552,529362,60794,16126,262184,353010,169785,183225,294341,37341,5000,22495,135349,4500,130849,115605,0,115605,118097,75547,42550,15608,15000,608,217370,59945,37463,22482,108965,0,108965,13000,0,46405,0,-45723,4958,0,626320,164793,461527,14939,856515
1994:Q4,3074079,733753,2340326,3031275,587988,50820,18330,239010,364519,177378,187141,275149,32656,5145,22063,137375,4413,132962,109699,0,109699,120741,78177,42564,15596,15000,596,215554,67603,45536,22067,109734,0,109734,12762,0,51942,0,-42684,4702,0,632571,162938,469633,42804,876997
1995:Q1,3147620,756447,2391173,3107550,594794,41270,20338,229311,363707,177187,186520,269193,53242,5353,21178,137717,4717,133000,113943,0,113943,121464,78716,42748,15633,15000,633,224973,67745,44140,23605,112879,0,112879,12648,0,56621,0,-29236,4064,0,670713,170283,500430,40070,860754
1995:Q2,3172695,748302,2424393,3137793,593337,47962,21244,194472,372641,181965,190676,248290,59959,5854,20210,138222,5022,133200,114639,0,114639,121526,78870,42656,15694,15000,694,217221,58671,41422,17249,108707,0,108707,12788,0,56338,0,-129,5762,0,724385,182338,542047,34902,870878
1995:Q3,3199633,742462,2457171,3164850,583494,43647,22701,192952,367669,177093,190576,242995,58937,5932,19884,138676,5326,133350,114793,0,114793,120109,79208,40901,15733,15000,733,211282,64196,39775,24421,120459,0,120459,12374,0,53727,0,-8106,3119,0,780277,193334,586943,34783,878451
1995:Q4,3247828,760680,2487148,3240478,573872,57098,23626,187608,378197,183116,195081,226018,62276,5389,18308,139066,5630,133436,111024,0,111024,120195,79732,40463,15809,15000,809,208194,71287,43081,28206,133489,0,133489,12311,0,57996,0,18274,3494,0,816947,197355,619592,7350,867022
1996:Q1,3326813,811919,2514894,3313887,566296,57356,25057,189523,377056,183202,193854,227164,67778,5052,19305,139488,5934,133554,108654,0,108654,121265,79217,42048,15837,15000,837,213528,87222,48059,39163,130537,0,130537,11818,0,54195,0,5215,2872,0,888669,228705,659964,12926,873603
1996:Q2,3302754,773612,2529142,3288116,562463,63106,27092,187769,383914,187370,196544,219597,72038,5260,19060,133899,5071,128828,103360,0,103360,121061,79334,41727,15830,15000,830,221067,82167,45538,36629,125202,0,125202,11693,0,34513,0,-14080,2842,0,910263,218608,691655,14638,885443
1996:Q3,3344692,761232,2583460,3329887,584140,52144,27775,170209,383910,183650,200260,212864,71857,4657,18243,130504,5520,124984,104487,0,104487,116806,76323,40483,15863,15000,863,213439,85824,48574,37250,119699,0,119699,11696,0,34454,0,-3985,3396,0,971905,212478,759427,14805,896679
1996:Q4,3387118,777414,2609704,3350506,600342,47095,28550,157802,390907,190647,200260,190332,80714,4130,17416,126166,5316,120850,95068,0,95068,114885,74652,40233,15896,15000,896,212791,92046,43063,48983,114145,0,114145,11861,0,18760,0,-12836,4106,0,1040330,236874,803456,36612,929350
1997:Q1,3433093,785558,2647535,3379045,606137,54405,30114,145402,395076,189149,205927,197146,93987,4740,18234,94300,5715,88585,95539,0,95539,115830,75372,40458,15881,15000,881,211138,84179,38080,46099,114055,0,114055,11200,0,19057,0,-22758,3649,0,1091734,229849,861885,54048,921900
1997:Q2,3361985,704135,2657850,3321412,560022,40178,30723,137364,410914,195531,215383,188756,85764,4840,18310,94749,5482,89267,96641,0,96641,115729,76116,39613,15907,15000,907,214907,76327,29727,46600,117530,0,117530,11045,0,13465,0,-28009,2961,0,1113289,200971,912318,40573,933253
1997:Q3,3369532,701909,2667623,3340979,544904,36848,31574,125217,411822,193693,218129,178518,90508,5336,16144,95735,5625,90110,100136,0,100136,116364,77121,39243,15940,15000,940,223531,76443,26559,49884,122307,0,122307,11016,0,21687,0,-42821,2744,0,1157026,205812,951214,28553,952116
1997:Q4,3388018,715394,2672624,3359635,513561,26846,32235,117064,430736,197123,233613,181380,95073,4217,16042,96414,5284,91130,88837,0,88837,116875,77871,39004,15999,15000,999,218997,87775,41729,46046,128943,0,128943,10851,0,25879,0,-5344,4042,0,1153213,193240,959973,28383,991948
1998:Q1,3399328,720077,2679251,3370263,520642,21850,34170,100589,433182,195258,237924,186816,99679,4565,15361,92355,5428,86927,86245,0,86245,113845,72248,41597,16040,15000,1040,212146,84742,38756,45986,133268,0,133268,10580,0,11960,0,31929,2285,0,1158014,191572,966442,29065,995917
1998:Q2,3302345,641114,2661231,3279944,507362,19024,35854,105362,439773,197264,242509,166579,103805,4340,14808,87195,5567,81628,82953,0,82953,111506,67462,44044,16077,15000,1077,213210,82899,29591,53308,131729,0,131729,10431,0,15089,0,-29276,1701,0,1159523,169220,990303,22401,1022521
1998:Q3,3265085,637648,2627437,3267495,516925,20292,37039,109507,446047,195864,250183,139881,86352,3744,13644,82459,6322,76137,79403,0,79403,107362,62277,45085,16188,15000,1188,207823,84136,29668,54468,126400,0,126400,10564,0,19024,0,38103,984,0,1121618,160599,961019,-2410,1045835
1998:Q4,3292049,690986,2601063,3278090,473147,23615,37974,120421,452141,194772,257369,135008,84795,3555,13146,76766,6401,70365,75705,0,75705,103244,57247,45997,16240,15000,1240,212576,110121,48116,62005,121349,0,121349,10140,0,25158,0,15817,928,0,1166244,183494,982750,13959,1074536
1999:Q1,3298489,725517,2572972,3265246,424805,22992,37275,126163,465686,196759,268927,145188,85984,2987,12157,73680,6443,67237,73697,0,73697,105128,61258,43870,16225,15000,1225,211463,101036,45957,55079,118031,0,118031,9911,0,29837,0,48120,1164,0,1153717,192992,960725,33243,1065578
1999:Q2,3187031,647844,2539187,3140561,380311,21103,36826,131435,484866,198127,286739,140786,83161,3005,12536,70529,4903,65626,70452,0,70452,112405,69067,43338,16205,15000,1205,213790,85686,29822,55864,115941,0,115941,9664,0,27339,0,-12250,1174,0,1135597,179477,956120,46470,1079063
1999:Q3,3172959,653165,2519794,3120812,354705,21191,36878,136789,489037,197183,291854,134406,92495,2641,10821,67873,5188,62685,66907,0,66907,119550,76044,43506,16182,15000,1182,204790,89080,33234,55846,108441,0,108441,9540,0,28188,0,-21843,896,0,1152245,189180,963065,52147,1089529
1999:Q4,3221095,737068,2484027,3081993,426649,19420,37179,144801,477963,176517,301446,132981,94503,2808,9683,66509,4780,61729,63483,1,63482,120121,75893,44228,16125,15000,1125,198824,106366,60055,46311,100884,0,100884,8145,0,30943,6,-42626,8861,0,1058365,185675,872690,139102,1115621
2000:Q1,3201973,753288,2448685,3067532,365073,21881,37675,150648,501708,197038,304670,135207,89739,2498,9427,65276,5792,59484,63043,2,63041,117782,73413,44369,16091,15000,1091,196900,101397,58680,42717,98517,0,98517,8187,0,25151,10,-6509,935,7526,1059370,194957,864413,134441,1096663
2000:Q2,3014524,629928,2384596,2881504,258504,23978,37921,155366,504950,192792,312158,125514,84355,2366,8901,63116,5896,57220,62351,2,62349,116398,71437,44961,16082,15000,1082,194886,80320,39709,40611,100243,0,100243,8145,0,20659,84,-24138,1086,7526,1032891,181040,851851,133020,1104480
2000:Q3,2970228,616174,2354054,2844132,200420,23141,38917,161263,511413,184356,327057,117379,91203,2226,8631,61578,6004,55574,61865,2,61863,114613,67182,47431,16107,15000,1107,185471,79918,46628,33290,107279,0,107279,8221,0,29023,98,7847,1114,7526,1008879,174616,834263,126096,1109633
2000:Q4,2944782,646855,2297927,2877436,257410,18105,40162,165908,511703,178741,332962,96605,94029,1806,8289,59856,6413,53443,61019,2,61017,110794,64220,46574,16209,15000,1209,179057,93821,55795,38026,113057,0,113057,7603,0,13262,128,-3252,848,9591,1021426,177846,843580,67346,1117917
2001:Q1,2964368,712032,2252336,2901814,210589,16108,41329,171169,523862,184244,339618,80160,97915,1158,8082,58252,4888,53364,60074,2,60072,116812,68685,48127,16493,15000,1493,177342,99846,69073,30773,111893,0,111893,6736,0,11891,0,61131,845,10344,1019783,175274,844509,62554,1130895
