1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1991:Q2,176875,343,6657,60743,13223,10355,8538,416,28211,4233,257,3976,45576,28491,0,0,0,30832,195466,17191,54962,0,123313
1991:Q3,188988,328,6282,65184,13988,11156,9199,448,30393,4398,276,4122,48672,30896,0,0,0,33228,208197,18311,62446,0,127440
1991:Q4,198193,296,5918,66308,11415,11962,9863,480,32588,4410,288,4122,54938,36153,0,0,0,30170,234791,20650,81659,0,132482
1992:Q1,206528,305,6220,69692,12373,12491,10299,501,34028,4380,296,4084,55420,38465,0,0,0,32046,239165,21034,85636,0,132495
1992:Q2,215186,309,5930,72749,12839,13055,10764,524,35567,4307,307,4000,56773,41820,0,0,0,33298,245571,21598,91047,0,132926
1992:Q3,224345,305,5811,75460,12712,13674,11274,549,37251,4217,320,3897,58383,46097,0,0,0,34072,252507,22208,97220,0,133079
1992:Q4,233170,299,5468,77533,12003,14280,11774,573,38903,4105,339,3766,63638,51636,0,0,0,30491,271755,23900,115585,0,132270
1993:Q1,251518,371,4990,81703,13145,14940,12318,599,40701,4158,344,3814,68260,59005,0,0,0,33031,287999,25329,126487,0,136183
1993:Q2,269927,446,4939,85600,14326,15532,12806,623,42313,4209,349,3860,70874,66658,0,0,0,37201,303209,26667,139458,0,137084
1993:Q3,288269,524,5173,88394,14056,16199,13357,650,44132,4223,359,3864,76661,78522,0,0,0,34772,327884,28837,160017,0,139030
1993:Q4,304791,604,5249,90507,14033,16665,13741,668,45400,4158,369,3789,80542,88832,0,0,0,34899,348143,30619,175556,0,141968
1994:Q1,316106,619,6615,92135,14953,16819,13867,675,45821,4428,477,3951,80428,92830,0,0,0,39051,354195,31151,179174,0,143870
1994:Q2,321492,633,7282,91853,15099,16726,13791,671,45566,4713,595,4118,81868,99561,0,0,0,35582,364181,32029,185262,0,146890
1994:Q3,333544,647,7478,93334,16225,16803,13855,674,45777,4993,713,4280,87719,106324,0,0,0,33049,378004,33245,195556,0,149203
1994:Q4,340611,661,7915,93578,16424,16813,13862,675,45804,5298,837,4461,88652,107627,0,0,0,36880,381377,33542,189265,0,158570
1995:Q1,370056,651,7547,100062,16969,18107,14929,727,49330,5631,1101,4530,95288,117779,0,0,0,43098,403421,35481,205921,0,162019
1995:Q2,399233,640,8394,105353,16366,19391,15989,778,52829,5961,1373,4588,99716,142308,0,0,0,36861,442866,38949,239062,0,164855
1995:Q3,426444,629,8620,109910,16435,20369,16795,817,55494,6350,1667,4683,105292,158403,0,0,0,37240,472519,41558,262930,0,168031
1995:Q4,452611,617,8922,111867,12995,21546,17765,865,58696,6667,2028,4639,105968,171886,0,0,0,46684,497467,43751,282849,0,170867
1996:Q1,478159,685,9590,114915,16268,21496,17725,863,58563,6687,2125,4562,113582,189439,0,0,0,43261,525258,46196,304845,0,174217
1996:Q2,500073,760,10175,115084,17719,21217,17494,852,57802,6666,2202,4464,119339,206838,0,0,0,41211,550850,48447,325303,0,177100
1996:Q3,528221,829,10798,116818,17823,21572,17787,866,58770,6597,2319,4278,123859,222944,0,0,0,46376,573675,50454,341093,0,182128
1996:Q4,562472,835,11463,117274,16430,21893,18106,882,59963,6518,2336,4182,132958,242690,0,0,0,50734,604556,53170,360074,0,191312
1997:Q1,598980,663,12748,121404,17841,22499,18589,906,61569,6754,2401,4353,135435,254295,0,0,0,67681,613515,53958,372441,0,187116
1997:Q2,652637,759,12557,125291,17672,23395,19311,942,63971,7012,2462,4550,156095,298315,0,0,0,52608,672372,59134,418910,0,194328
1997:Q3,702038,680,12012,128609,18485,23956,19755,965,65448,7188,2502,4686,170671,335566,0,0,0,47312,717451,63099,455807,0,198545
1997:Q4,735447,1477,12272,129143,17666,24267,19991,978,66241,7397,2506,4891,173084,341405,0,0,0,70669,743572,63332,457127,0,223113
1998:Q1,822505,1652,12665,135471,19757,23889,21369,1038,69418,8272,2802,5470,195853,394925,0,0,0,73667,829612,72541,526350,0,230721
1998:Q2,856827,1721,14496,140211,20580,23351,22733,1097,72450,8615,2918,5697,199164,418040,0,0,0,74580,863752,77869,563339,0,222544
1998:Q3,801367,1609,18447,142933,19242,22751,24167,1159,75614,8056,2729,5327,178385,378222,0,0,0,73715,808717,74179,525227,0,209311
1998:Q4,926207,1051,17938,150359,23310,21934,25504,1216,78395,7433,2174,5259,211699,451223,0,0,0,86504,933116,85731,617106,0,230279
1999:Q1,959577,1054,20310,150741,23200,20782,26526,1250,78983,7703,2253,5450,226107,474204,0,0,0,79458,966088,91044,632136,0,242908
1999:Q2,1020624,1121,21019,151449,24682,19429,27281,1272,78785,7484,2397,5087,248039,517263,0,0,0,74249,1027145,99353,680239,0,247553
1999:Q3,998856,1097,25695,149770,24159,18039,27940,1289,78343,7325,2346,4979,239455,497704,0,0,0,77810,1005719,97906,652037,0,255776
1999:Q4,1144123,1161,26680,152160,23826,17194,29474,1346,80320,6442,1314,5128,286032,614791,0,81,6,56770,1150688,117032,783145,6,250505
2000:Q1,1216002,1162,24669,156963,25377,17426,30718,1248,82194,6593,1315,5278,296212,678544,0,154,27,51678,1221529,127262,856471,27,237769
2000:Q2,1194080,1174,23896,158238,24368,17659,31983,1147,83081,6798,1315,5483,283008,664047,0,217,46,56656,1202378,126136,841811,46,234385
2000:Q3,1219231,1173,24034,158852,22967,17817,33171,1037,83860,6699,1015,5684,282382,678302,0,287,66,67436,1223173,129030,860339,66,233738
2000:Q4,1151762,1096,26341,161723,23412,18065,34544,921,84781,7176,1181,5995,256158,629127,0,335,82,69724,1152896,122043,806615,82,224156
2001:Q1,1053391,253,33117,161801,21274,17152,35986,925,86464,7357,1178,6179,224145,551563,0,352,80,74723,1051075,112146,730146,80,208703
2001:Q2,1101260,1013,30568,163306,20250,16229,37535,929,88363,7456,1178,6278,237582,590061,0,416,87,70771,1103594,132932,762464,87,208111
2001:Q3,996230,5068,38543,166073,20270,15287,39171,936,90409,7665,1179,6486,203930,499084,0,418,83,75366,992379,114303,679368,83,198625
2001:Q4,1073317,10857,37276,168652,20369,14270,40770,941,92302,7766,1056,6710,225163,565306,0,502,90,57705,1079410,137542,735338,90,206440
2002:Q1,1086608,10829,37391,174118,20202,15618,43727,884,93687,7970,1172,6798,228954,590765,0,590,117,35874,1092930,147951,754922,117,189940
2002:Q2,1012450,10838,39150,178284,18197,17024,46837,830,95396,8078,1173,6905,207865,528300,0,622,137,39176,1018874,142308,690389,137,186040
2002:Q3,919065,10851,42522,189627,23279,18441,49978,775,97154,8188,1174,7014,173758,449303,0,641,153,44022,925448,119548,622688,153,183059
2002:Q4,960662,10770,40570,193971,21542,19843,53067,721,98798,8041,864,7177,189452,484597,0,750,183,32328,966578,135502,652331,183,178562
2003:Q1,953462,10846,40134,193269,20233,19331,52239,808,100658,8033,809,7224,183337,474593,0,693,161,42396,959378,133733,624354,161,201130
2003:Q2,1058150,11849,35706,192810,19209,18819,51402,896,102484,8027,758,7269,208537,549616,0,716,152,50737,1063803,154063,682454,152,227134
2003:Q3,1088676,12860,34000,192476,18198,18322,50601,983,104372,8007,708,7299,216102,585597,0,692,134,38808,1094086,166852,705399,134,221701
2003:Q4,1183417,14809,28744,192131,17251,17822,49780,1070,106208,7951,621,7330,238215,661664,0,701,122,39080,1187971,190152,757890,122,239807
2004:Q1,1233936,15179,28238,193404,16191,19091,48189,1071,108862,8212,622,7590,246021,693642,0,747,153,48340,1239111,196376,780833,153,261749
2004:Q2,1249081,16192,29737,194488,15180,20337,46529,1068,111374,8465,622,7843,249302,704595,0,781,182,45339,1254354,198461,791209,182,264502
2004:Q3,1255175,17206,30428,194572,13158,21586,44866,1066,113896,8719,622,8097,247110,709075,0,809,211,47045,1259720,198657,803367,211,257485
2004:Q4,1348940,18558,26580,196263,12856,22822,43176,1064,116345,8983,628,8355,269126,782942,0,894,250,45344,1353134,214086,867213,250,271585
2005:Q1,1345161,19233,28191,198191,14199,21799,44276,1062,116855,9294,629,8665,267013,773792,20,719,310,48398,1349673,204079,863096,310,282188
2005:Q2,1378401,17199,26844,198763,14173,21311,44853,1055,117371,9592,628,8964,277293,808218,40,575,377,39500,1383473,197541,917402,377,268153
2005:Q3,1434968,17187,28610,199373,14145,20881,45435,1049,117863,9889,628,9261,284492,848254,60,434,447,46222,1440548,201427,956603,447,282071
2005:Q4,1470249,17090,26293,200632,14119,21679,45410,1062,118362,10162,578,9584,290519,871633,81,282,514,53043,1476642,200320,984973,514,290835
2006:Q1,1552541,17812,26780,202189,14682,21809,46040,1100,118558,10212,584,9628,304622,922701,64,1230,514,66417,1558437,216085,1052046,940,289366
2006:Q2,1545272,18530,32476,212181,15237,22794,53502,1265,119383,10603,579,10024,298201,911692,42,2146,505,58896,1551214,218968,1059986,1349,270911
2006:Q3,1612065,19240,33663,217112,15791,23013,55156,1291,121861,10806,579,10227,308267,954369,23,3148,503,64934,1617617,231839,1118481,1789,265508
2006:Q4,1726707,19836,32576,221916,16339,23139,57241,1290,123907,11014,587,10427,322345,1035847,4,4254,505,78410,1733522,255065,1208936,2269,267252
2007:Q1,1773855,20174,35242,227586,18366,22390,58419,1358,127053,11037,588,10449,330454,1054069,4,4495,446,90348,1780149,260078,1234336,2658,283077
2007:Q2,1867980,20536,36903,231474,20377,21454,59144,1416,129083,10968,566,10402,344594,1119649,5,4874,390,98587,1874180,273931,1302930,3102,294217
2007:Q3,1922423,22793,39795,236715,22413,20514,60277,1484,132027,10973,566,10407,349970,1161445,5,5180,333,95214,1929230,282293,1344791,3524,298622
2007:Q4,1914512,18578,40801,239923,24456,19700,60797,1522,133448,11092,559,10533,335227,1146510,5,5256,267,116853,1922880,279540,1335507,3833,304000
2008:Q1,1778043,18424,47331,239218,23529,21143,65739,2193,126614,11074,569,10505,313018,1047646,5,5340,261,95726,1788204,261799,1248192,3896,274317
2008:Q2,1762560,19721,46306,238750,22634,22577,70762,2861,119916,11115,581,10534,298636,1043648,6,5716,264,98398,1773826,256196,1221434,4117,292079
2008:Q3,1608365,20221,51829,237967,21748,23544,75914,3536,113225,11108,593,10515,281632,913555,6,5637,253,86157,1621311,236282,1122936,4088,258005
2008:Q4,1378055,21258,59838,231819,20875,19016,81140,4210,106578,15472,606,14866,234074,730031,6,5215,232,80110,1389362,203290,962635,3827,219610
2009:Q1,1301121,20551,59232,232609,18225,19949,81878,4242,108315,14377,599,13778,213760,679390,6,4782,425,75989,1310359,192463,910784,3687,203425
2009:Q2,1437437,19877,53739,235143,18151,19939,82660,4276,110117,13281,594,12687,238701,793919,6,5065,648,77058,1444517,206113,1016870,4010,217524
2009:Q3,1605466,19197,48588,236826,17176,19935,83433,4310,111972,12172,587,11585,267950,922032,7,5423,886,92385,1610616,224747,1135712,4383,245774
2009:Q4,1639046,16453,43969,239329,16819,19954,84278,4347,113931,11070,582,10488,278634,967897,7,5396,1099,75192,1642269,227265,1180900,4503,229601
2010:Q1,1708234,17191,40547,249438,17574,21785,86761,4284,119034,11068,576,10492,298264,1010168,7,5373,1098,75080,1710413,230271,1230232,4490,245420
2010:Q2,1626641,17954,40489,259955,18355,23773,89285,4219,124323,11061,569,10492,281166,936618,6,4853,1044,73495,1628346,210762,1166521,4139,246924
2010:Q3,1753165,18727,38377,270648,19147,25909,91762,4150,129680,11042,562,10480,315665,1031255,7,5038,1061,61345,1753947,223092,1266545,4242,260068
2010:Q4,1861703,19536,36500,281920,19977,28241,94325,4082,135295,11025,556,10469,351672,1110897,7,5155,1071,43920,1861310,230816,1358298,4299,267897
2011:Q1,1935327,19294,35962,283497,20419,30572,94537,4160,133809,10814,544,10270,371637,1160547,830,4397,931,47418,1934247,241106,1399063,4254,289824
2011:Q2,1942395,19059,36367,285103,20877,32916,94743,4235,132332,10612,534,10078,374640,1160505,1654,3450,772,50233,1941104,242702,1403683,4091,290628
2011:Q3,1771131,18545,38822,286968,21366,35302,95019,4313,130968,10424,524,9900,325703,1016930,2315,2158,585,68681,1769716,218094,1253759,3618,294245
2011:Q4,1859639,18608,36477,287919,21359,37641,95137,4384,129398,10223,513,9710,363632,1080330,3255,1315,433,57447,1857544,233709,1343554,3576,276705
2012:Q1,2002356,18606,34722,296854,20853,38713,93056,4565,139667,10221,513,9708,396181,1182774,2913,1090,326,58669,1999343,246190,1476877,3096,273180
2012:Q2,1950974,18617,34056,306720,20361,39846,91110,4757,150646,10228,514,9714,383095,1143415,2245,735,218,51645,1947554,237608,1443589,2347,264010
2012:Q3,2041786,18613,32516,317630,19853,40979,89156,4956,162686,10226,514,9712,400009,1199965,1749,439,110,60529,2037392,245255,1508623,1747,281767
2012:Q4,2080341,19948,32015,330040,19350,42154,87292,5168,176076,8934,372,8562,401197,1210276,1172,117,2,76640,2076248,244765,1524030,1076,306377
2013:Q1,2186644,18785,28357,330409,19812,41687,86922,5372,176616,9393,372,9021,431297,1286308,1199,109,4,80783,2183395,256698,1608594,1103,317000
2013:Q2,2189312,17615,29795,330488,20261,41187,86459,5575,177006,9864,372,9492,434401,1277615,1164,94,6,88270,2186806,254645,1607177,1083,323901
