1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2007:Q2,-1929,65881,-137,1373,0,58385,68599,48,-10262,0,-4522,0,10793,-11,67810,67810,7332,7283,49,16,0,16,0,60462,47802,12660,0,0,0,0,0
2007:Q3,-6410,-63866,-535,38016,0,-109953,-191859,-281,82187,0,1607,0,7033,-34,-57456,-57456,13130,-11005,24135,-312,0,-312,0,-70274,-19254,-51020,0,0,0,0,0
2007:Q4,-8207,-42919,1498,18385,2295,-128001,-115484,4970,-17487,0,13606,0,49240,58,-34712,-34712,50801,20326,30475,9857,0,9857,0,-95370,-173486,78116,0,0,0,0,0
2008:Q1,-7633,-5448,266,14580,0,-12390,-26051,777,12884,0,-46,0,-7971,113,2185,2185,-8831,-1684,-7147,773,0,773,0,10243,98721,-88478,0,0,0,0,0
2008:Q2,-5271,6641,-297,-11929,0,21675,-5571,-639,27885,0,1596,0,-4333,-71,11912,11912,-26846,-30193,3347,28189,28828,-639,0,10569,-18297,28866,0,0,0,0,0
2008:Q3,-4673,-84377,-47,10493,0,-84150,-129649,6535,38964,0,27678,0,-38426,75,-79705,-79705,-43446,-58460,15014,67757,61243,6514,0,-104016,-206299,102284,0,0,0,0,0
2008:Q4,-11395,257552,2911,15746,3945,152148,132484,22813,-3149,0,-4983,0,87906,-121,268947,228947,97742,110424,-12682,387002,354856,32146,0,-255797,-244272,-11525,40000,40000,0,0,0
2009:Q1,-1676,-94469,910,-3112,100,-90843,-80460,-7888,-2495,0,5743,0,-7299,32,-92793,-92793,-28217,-28217,0,-88514,-81265,-7249,0,23938,-75713,99651,0,0,0,0,0
2009:Q2,-3685,-135055,740,2457,5300,-105262,-103231,-1227,-804,0,6601,0,-44877,-14,-131370,-132520,-54556,-54556,0,-134941,-139910,4969,0,56977,45473,11504,1150,1150,0,0,0
2009:Q3,-656,-112321,429,-10249,-1939,-67366,-61860,-1714,-3792,0,-8675,0,-24538,17,-111666,-113722,-48418,-48418,0,-86193,-82568,-3625,0,20890,36003,-15114,2056,2056,0,0,0
2009:Q4,361,-14455,1215,7484,-5439,-28048,830,-11241,-17637,0,-17972,25106,3167,32,-14816,-44453,6129,6129,0,-59774,-45884,-13890,0,9192,-34186,43378,29637,27245,0,2392,0
2010:Q1,-622,-13584,691,-18537,1,13681,8563,-1472,6590,0,4146,310,-13903,27,-12962,-18813,-38813,-38813,0,-3599,-5095,1496,0,23599,5462,18137,5851,2509,0,3342,0
2010:Q2,-1738,-18086,2778,-7602,1,25665,31334,-752,-4917,0,-454,317,-38781,-10,-16348,-19211,-29948,-29948,0,261,-5231,5492,0,10476,-89034,99510,2863,317,0,2546,0
2010:Q3,-1195,34553,-322,11436,1,-6963,-41,-762,-6160,0,3417,324,26664,-4,35748,34176,11836,11836,0,-9166,-8675,-491,0,31506,9010,22496,1572,324,0,1248,0
2010:Q4,-2180,19945,-916,13269,-282,17606,25069,-2133,-5330,0,-4613,328,-5488,41,22125,21023,9503,9503,0,-6012,-2945,-3067,0,17532,-35842,53374,1102,328,0,774,0
2011:Q1,-2753,-31461,-123,-15538,1,-4475,22012,-715,-25772,0,-2323,-26385,17368,14,-28708,-13534,-34,-34,0,-24444,-23442,-1002,0,10944,-22955,33899,-15174,-15088,0,-86,0
2011:Q2,-3413,-5856,1332,-3789,1,10093,13881,918,-4706,0,2040,0,-15525,-8,-2443,-2971,-20371,-20371,0,-4460,-7403,2943,0,21860,16382,5478,528,0,0,528,0
2011:Q3,-4470,-42394,-9389,-5981,13096,-7774,-296,3436,-10914,0,934,0,-33286,6,-37924,-36122,-21313,-21313,0,-4314,-11477,7163,0,-10495,-7525,-2970,-1802,-2306,0,504,0
2011:Q4,-3465,-61800,522,1830,1468,-56240,-32351,-7606,-16283,0,-7127,0,-2291,38,-58335,-57419,-30997,-30997,0,-14646,-9555,-5091,0,-11776,-73123,61347,-916,-972,0,56,0
2012:Q1,-3654,20407,180,-6768,-2457,22890,35850,-1596,-11364,0,-9852,0,16425,-11,24061,33413,13253,13253,0,-13992,-9571,-4421,0,34152,-4876,39028,-9352,-8636,0,-716,0
2012:Q2,-4806,-33943,32,-11327,2814,10175,18565,-1330,-7060,0,-9897,0,-25752,12,-29137,-29037,-16455,-16455,0,-10983,-11906,923,0,-1599,40469,-42068,-100,0,0,-100,0
2012:Q3,-2714,-37672,-679,1659,-1146,-30142,-19946,988,-11184,0,3211,0,-10576,1,-34958,-31550,-38587,-38587,0,-2991,0,-2991,0,10028,-41590,51618,-3408,0,0,-3408,0
2012:Q4,-6150,-18903,322,19260,1136,-50700,-35747,-1508,-13445,0,2875,0,8080,124,-12753,-10159,-10852,-10852,0,-4185,0,-4185,0,4878,-77214,82092,-2594,0,0,-2594,0
2013:Q1,1630,23089,0,-11303,296,27041,21280,3327,2434,0,-9859,0,16914,0,21460,24498,22768,22768,0,3190,0,3190,0,-1461,53873,-55334,-3038,0,0,-3038,0
2013:Q2,-2850,-15011,493,-2782,0,-4845,-16076,4364,6867,0,-6967,0,-843,-67,-12161,-11681,473,473,0,4253,0,4253,0,-16407,55038,-71445,-480,0,0,-480,0
2013:Q3,-700,-35728,-567,8745,0,-22037,-22863,1917,-1091,0,1524,0,-23403,10,-35029,-35029,-23399,-23399,0,1883,0,1883,0,-13513,-9232,-4281,0,0,0,0,0
2013:Q4,-4218,5772,798,-1871,718,-8613,-11979,6237,-2871,0,10038,0,4812,-110,9990,9990,16159,16159,0,8215,0,8215,-0,-14384,-26750,12366,0,0,0,0,0
2014:Q1,-11302,19755,0,-3653,1514,31593,19189,304,12100,0,-10070,0,371,0,31057,31057,17183,17183,0,1818,0,1818,0,12056,109574,-97518,0,0,0,0,0
2014:Q2,-9420,8510,4058,-3541,-4622,17900,24268,-1569,-4799,0,-2234,0,-3051,0,17930,17930,-5952,-5952,0,-2133,0,-2133,0,26015,-43008,69023,0,0,0,0,0
2014:Q3,-9473,40623,75,6144,300,23360,12185,12295,-1120,0,3716,0,7028,0,50096,50096,15179,15179,0,12671,0,12671,0,22246,-28064,50310,0,0,0,0,0
2014:Q4,-10896,-63335,1589,17446,-2910,-56169,-65246,10550,-1473,0,1333,0,-24633,9,-52439,-52439,-22818,-22818,0,11458,0,11458,0,-41079,-21076,-20003,0,0,0,0,0
2015:Q1,-13320,-7039,-1,-13515,-1888,18148,9446,5225,3477,0,-2807,0,-6976,0,6281,6281,1532,1532,0,3830,0,3830,0,919,30698,-29779,0,0,0,0,0
2015:Q2,-10635,20286,9614,-12960,-9387,29333,36821,-2257,-5231,0,-9203,0,12889,0,30921,30921,22945,22945,0,-1430,0,-1430,0,9406,-58597,68003,0,0,0,0,0
2015:Q3,-14517,37766,-1374,-7559,3645,29072,18610,6020,4442,0,14751,0,-768,-1,52283,52283,21739,21739,0,10068,0,10068,0,20476,39932,-19456,0,0,0,0,0
2015:Q4,-12787,5254,4046,17186,-680,-19248,-1225,-13957,-4066,0,6588,0,-2976,338,18041,18041,-18557,-18557,0,-15067,0,-15067,0,51665,-26776,78441,0,0,0,0,0
2016:Q1,-16513,132279,12609,29905,-6030,71985,60734,3368,7883,0,2086,0,21723,1,148792,148792,36880,36880,0,5261,0,5261,0,106651,82007,24644,0,0,0,0,0
2016:Q2,-13396,48078,2953,16545,-150,32302,37723,1241,-6662,0,8551,0,-12208,85,61474,61474,-8726,-8726,0,3780,0,3780,0,66420,-60193,126613,0,0,0,0,0
2016:Q3,-13107,41881,-807,25169,-415,29629,37916,-5621,-2666,0,-2660,0,-8999,-36,54988,54988,-19553,-19553,0,-6700,0,-6700,0,81241,-27745,108986,0,0,0,0,0
2016:Q4,-10541,27951,5270,33849,-360,-11316,-9302,595,-2609,0,6764,0,-6126,-130,38492,38492,-6549,-6549,0,5748,0,5748,0,39293,-20636,59929,0,0,0,0,0
2017:Q1,-8843,45835,31189,-13764,150,13562,32416,-23709,4855,0,4287,0,10357,54,54678,54678,18224,18224,0,7083,0,7083,0,29371,43212,-13842,0,0,0,0,0
2017:Q2,-8503,-31863,7536,-8008,-25,-23870,-25198,577,751,0,13498,0,-21000,6,-23361,-23361,-18668,-18668,0,7385,0,7385,0,-12078,12769,-24847,0,0,0,0,0
2017:Q3,-8757,-246,-620,-2524,125,15886,17312,-184,-1242,0,-5462,0,-7639,-12,8511,8511,-11187,-11187,0,-1627,0,-1627,0,21325,-5971,27296,0,0,0,0,0
2017:Q4,-10055,-10540,-6978,-1526,1500,-8936,-17100,8892,-728,0,7072,0,-1787,115,-485,-485,17612,17612,0,3976,0,3976,0,-22073,-8370,-13703,0,0,0,0,0
2018:Q1,-5088,88792,4581,-9629,-1630,53436,55402,-1899,-67,0,-2722,0,44605,151,93880,93880,14733,14733,0,661,0,661,0,78486,-3494,81980,0,0,0,0,0
2018:Q2,-3007,-3038,-6994,-3403,-125,-9165,-13349,4823,-639,0,4745,0,12030,-126,-32,-32,1947,1947,0,-3795,0,-3795,0,1817,2589,-773,0,0,0,0,0
2018:Q3,-550,6362,-546,21446,25,-509,-5063,3746,808,0,-2780,0,-11249,-25,6912,6912,-9372,-9372,0,1826,0,1826,0,14458,12175,2283,0,0,0,0,0
2018:Q4,256,-1559,4767,27118,1915,-15186,-2232,-2818,-10136,0,-18153,0,-2014,-6,-1815,-1815,2037,2037,0,2359,0,2359,0,-6211,-44551,38340,0,0,0,0,0
2019:Q1,-16626,8399,-10482,-6876,254,-1364,-2314,-2610,3560,0,11418,0,15423,26,25025,25025,17863,17863,0,-10871,0,-10871,0,18033,35604,-17571,0,0,0,0,0
2019:Q2,-14193,-35779,-76,2915,597,-29023,-32344,1722,1599,0,5951,0,-16139,-4,-21586,-21586,-3286,-3286,0,692,0,692,0,-18992,15982,-34974,0,0,0,0,0
2019:Q3,-6657,-61598,11508,16095,411,-85704,-85242,-52,-410,0,-267,0,-3618,-23,-54941,-54941,-15433,-15433,0,11773,0,11773,0,-51281,-4100,-47181,0,0,0,0,0
2019:Q4,-12387,16552,-4282,13826,-786,-1718,-5007,5196,-1907,0,8604,0,791,117,28939,28939,-4886,-4886,0,814,0,814,0,33011,-19067,52078,0,0,0,0,0
2020:Q1,-17379,214944,100455,84017,324,36566,35819,6654,-5907,0,-9315,0,2840,57,232323,232323,-2607,-2607,0,106260,0,106260,0,128670,-59065,187735,0,0,0,0,0
2020:Q2,-20781,141302,-23864,59205,1690,-13673,-34600,12157,7570,1200,120923,7974,-10921,-32,162083,49583,-10219,-10219,0,-14113,15140,-29253,0,73915,57561,16354,112500,0,0,0,112500
2020:Q3,-18853,1339,5981,-13976,405,10354,17437,-7001,-533,451,8376,644,-10434,-11,20192,20192,-13632,-13632,0,10155,4818,5337,0,23669,-31234,54903,0,0,0,0,0
2020:Q4,-15748,42674,11539,5141,-210,23946,22975,-7936,4275,4632,11150,158,-9066,16,58422,58422,-1090,-1090,0,21947,20699,1248,0,37565,31390,6175,0,0,0,0,0
2021:Q1,-14475,161126,34679,48374,-2234,70931,65108,7887,-1839,-225,-32679,-269,42293,31,175601,237823,56765,56765,0,44776,-1754,46530,0,136282,-15801,152083,-62222,0,0,0,-62222
2021:Q2,-14415,-12113,12502,30832,853,-10917,-10941,-9747,11058,-1287,-20469,-7445,-17451,-18,2302,12302,-25617,-25617,0,4442,-2048,6490,0,33477,72272,-38795,-10000,0,0,0,-10000
2021:Q3,-15270,-15392,11092,16108,-127,-26176,-20493,-477,-4808,-398,-24173,-1062,8991,-45,-122,13297,8832,8832,0,-4347,-15100,10753,0,8812,43042,-34230,-13419,0,0,0,-13419
2021:Q4,-17654,44289,13649,76974,-298,-24431,-20377,502,-4314,-242,-4457,0,-17256,108,61942,67543,-21606,-21606,0,12533,-741,13274,0,76616,-43147,119763,-5601,0,0,0,-5601
2022:Q1,-8516,52728,19662,-75895,234,70983,66538,-2583,8252,-1224,14052,0,23665,27,61244,61245,37750,37750,0,11539,-2233,13772,0,11956,82519,-70563,-1,0,0,0,-1
2022:Q2,-17293,-72720,-19204,-59589,733,64210,69590,-4838,-542,0,-32193,0,-26643,-34,-55427,-52110,-22443,-22443,0,-24211,-1131,-23080,0,-5456,-5416,-40,-3317,0,0,0,-3317
2022:Q3,-19741,-81668,-16449,-41180,-219,-34236,-30718,3433,-6951,0,-622,0,11035,3,-61927,-61927,-10368,-10368,0,-13728,-1005,-12723,0,-37831,-69509,31678,0,0,0,0,0
2022:Q4,-25588,-11425,-6040,-14898,-471,14652,15421,1329,-2098,0,2438,0,-7179,73,14162,16702,-8123,-8123,0,-8952,-1374,-7578,0,33777,-20984,54761,-2540,0,0,0,-2540
2023:Q1,-25588,29640,-3833,47589,1071,-28696,-36803,5398,2709,0,5823,0,7714,-28,55228,55228,20858,20858,0,1585,-892,2477,0,32785,27093,5692,0,0,0,0,0
2023:Q2,-25588,-53147,-25034,-1908,-677,-30772,-41309,10896,-359,0,8214,0,-2949,-21,-27560,-25560,-15038,-15038,0,-14459,-1063,-13396,0,3937,-3589,7526,-2000,0,0,0,-2000
2023:Q3,-25588,-36762,-23898,6593,765,-46881,-42453,-3385,-1043,0,3257,0,23304,98,-11174,-11910,26562,26562,0,-27652,-1277,-26375,0,-10820,-10433,-387,736,0,0,0,736
2023:Q4,-25587,7727,7339,-33169,306,63711,60966,6571,-919,-2907,-8502,0,-21860,-98,33314,40050,-21609,-21609,0,9936,-4605,14541,0,51723,-9186,60909,-6736,0,0,0,-6736
2024:Q1,-25587,13396,-2765,17285,-280,-5931,-7635,-4255,5959,0,-5783,0,10855,15,38983,38983,22097,22097,0,-7018,-1364,-5654,0,23904,59583,-35679,0,0,0,0,0
