1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2019:Q2,-1348,0,-1348,0,0,617,617,-457,-457,-695,-695,3451,198,2824,825,14380,1368,4607,5104,2915,2618,504,-1467,-2198,731,-1143,-1143,304,304,18487,95068,64955,18487,95068,64955
2019:Q3,956,0,956,0,0,1827,1827,1056,1056,874,874,3089,198,2463,824,6965,1369,596,2269,2349,2617,503,-4866,-2211,-2655,-1145,-1145,1186,1186,18197,-115987,64585,18197,-115987,64585
2019:Q4,2756,1,2755,0,0,-369,-369,2052,2052,-121,-121,6536,197,5910,823,16879,1368,6151,6089,2887,2617,503,-925,-2221,1296,-1144,-1144,16610,16610,17910,-78439,64586,17910,-78439,64586
2020:Q1,353946,0,353946,0,0,4649,4649,6352,6352,2521,2521,2181,1452,1432,2201,7149,-818,2120,2771,1012,959,-531,1709,3773,-2064,-685,-685,-1757,-1757,-1641,27591,64573,-1641,27591,64573
2020:Q2,-130790,0,-130790,0,0,740,740,4420,4420,-953,-953,5570,1453,4822,2201,18784,-817,7478,7557,2500,961,-529,5293,3782,1511,-685,-685,-2944,-2944,-1626,27192,64575,-1626,27192,64575
2020:Q3,-202989,0,-202989,0,0,-867,-867,8070,8070,-410,-410,7356,1451,6607,2200,29290,-819,13147,11654,3243,958,-531,7060,3781,3279,-685,-685,67,67,-1609,-19680,66230,-1609,-19680,66230
2020:Q4,-6012,0,-6012,0,0,414,414,4311,4311,-1090,-1090,3743,1452,2995,2200,2,-818,-1446,27,175,959,-531,6128,3785,2343,-686,-686,12870,12870,-1594,-69587,66230,-1594,-69587,66230
2021:Q1,-15373,0,-15373,0,0,2301,2301,11111,11111,2126,2126,3649,558,3178,1029,31624,4056,12554,10457,4326,6849,1494,616,-1610,2226,-1626,-1626,-1452,-1452,36190,24199,65888,36190,24199,65888
2021:Q2,-1942,0,-1942,0,0,-2065,-2065,15430,15430,-830,-830,1263,559,792,1030,26400,4057,9262,8538,4315,6849,1493,3034,-1648,4682,-1628,-1628,3560,3560,36999,5714,65877,36999,5714,65877
2021:Q3,-241,-1,-240,0,0,-26,-26,10717,10717,-22,-22,6494,558,6023,1029,49185,4055,20653,17641,6605,6848,1493,729,-1697,2426,-1627,-1627,2847,2847,37806,29765,58225,37806,29765,58225
2021:Q4,3012,0,3012,0,0,-1247,-1247,3229,3229,196,196,5582,557,5111,1028,4006,4056,-1618,-522,1861,6848,1493,3290,-1743,5033,-1627,-1627,16492,16492,38617,-154490,58220,38617,-154490,58220
2022:Q1,-2974,0,-2974,0,0,-196,-196,14508,14508,1759,1759,1899,-358,2755,-1214,18756,3203,11016,3533,338,6686,386,653,-3627,4280,-708,-708,1731,1731,14874,14512,58303,14874,14512,58303
2022:Q2,-19,0,-19,0,0,-809,-809,2100,2100,-803,-803,-2478,-358,-1623,-1213,39361,3204,19587,12157,3749,6687,385,-252,-2392,2140,-663,-663,6528,6528,20080,-3605,58297,20080,-3605,58297
2022:Q3,-47,0,-47,0,0,-1308,-1308,-757,-757,13,13,1659,-360,2515,-1216,47141,3202,23971,15074,4230,6683,385,1629,-683,2312,-345,-345,4229,4229,11336,-31695,58289,11336,-31695,58289
2022:Q4,112,0,112,0,0,-1625,-1625,2469,2469,-2442,-2442,1480,-358,2336,-1214,14765,3203,7410,2311,1176,6686,385,6646,3475,3171,-153,-153,25982,25982,12412,-142548,58289,12412,-142548,58289
2023:Q1,175,-1,176,0,0,4764,4764,2065,2065,1021,1021,6127,-80,6106,-59,33859,1374,17291,11680,1935,3782,545,5330,2337,2993,-1163,-1163,-779,-779,11339,64905,58282,11339,64905,58282
2023:Q2,-369,0,-369,0,0,-1815,-1815,2524,2524,16,16,1893,-80,1873,-60,28323,1373,12628,9976,2766,3781,545,2778,1255,1523,-802,-802,3587,3587,10890,-20854,58282,10890,-20854,58282
2023:Q3,10,0,10,0,0,-58,-58,3984,3984,689,689,1374,-82,1353,-61,30468,1373,13989,10794,2733,3781,544,1230,-531,1761,-398,-398,-88,-88,20258,-24261,58281,20258,-24261,58281
2023:Q4,1129,1,1128,0,0,-106,-106,1180,1180,685,685,4481,-80,4461,-60,12079,1373,4929,3408,789,3781,545,5711,3665,2046,-1047,-1047,27092,27092,25403,-197334,58273,25403,-197334,58273
2024:Q1,-1171,-1,-1170,0,0,-315,-315,14194,14194,1592,1592,9320,417,8306,1431,36505,4176,19668,10115,1177,8268,1453,4971,2039,2932,-516,-516,-1724,-1724,24938,26464,58268,24938,26464,58268
