date,FA736000105.Q,FA735013005.Q,FA734090005.Q,FA733091003.Q,FA733030005.Q,FA732051003.Q,FA734022605.Q,FA733061103.Q,FA733061703.Q,FA733063003.Q,FA733069005.Q,FA733092305.Q,FA733092103.Q,FA733094635.Q,FA733040005.Q,FA733090005.Q,FA733094735.Q,FA733093005.Q,FA734194005.Q,FA734190005.Q,FA732151003.Q,FA734122005.Q,FA733169103.Q,FA733163005.Q,FA733192305.Q,FA733178013.Q,FA733190005.Q,FA733194735.Q,FA733193005.Q,FA733181105.Q,FA733164105.Q,FA733192103.Q,FA737005005.Q
1984:Q3,4682,14370,58316,-13152,7036,0,2904,232,640,2032,1720,0,0,58860,0,948,-2156,3104,50968,19176,0,4928,-11516,16444,0,0,14248,6404,7844,31792,31792,0,-17036
1984:Q4,4674,14733,55940,568,-7972,0,2980,240,656,2084,1588,0,0,44416,0,14360,14188,172,47396,16732,0,30044,4460,25584,0,0,-13312,-2460,-10852,30664,30664,0,-18603
1985:Q1,5194,15120,19800,6132,-5728,0,2220,176,488,1556,12,0,0,2508,0,14656,14888,-232,11072,15268,0,12892,5992,6900,0,0,2376,1976,400,-4196,-4196,0,-18654
1985:Q2,5780,15308,24780,-4572,4944,0,2512,200,552,1760,460,0,0,12032,0,9404,10120,-716,16176,13492,0,13196,-168,13364,0,0,296,-1820,2116,2684,2684,0,-18132
1985:Q3,5995,15133,39236,-14324,14352,0,6288,504,1384,4400,-1660,0,0,33352,0,1228,2496,-1268,30632,22508,0,21796,-156,21952,0,0,712,-3096,3808,8124,8124,0,-17742
1985:Q4,6286,15451,45968,10276,-10000,0,6440,516,1416,4508,-1492,0,0,18432,0,22312,20544,1768,37320,20944,0,27592,3292,24300,0,0,-6648,-1564,-5084,16376,16376,0,-17813
1986:Q1,5013,15475,35904,-19240,14364,0,-3640,-292,-800,-2548,-508,0,0,30828,0,14100,-11800,25900,30032,41056,0,-18480,-32076,13596,0,0,59536,1668,57868,-11024,-11024,0,-16334
1986:Q2,5242,14922,21008,5136,-2052,0,-3052,-244,-672,-2136,988,0,0,7680,0,12308,1136,11172,21920,21744,0,32488,12312,20176,0,0,-10744,412,-11156,176,0,176,-8768
1986:Q3,4462,14734,35512,6308,-4768,0,1356,108,300,948,2220,0,0,16168,0,14228,14248,-20,21608,21608,0,20956,-1024,21980,0,0,652,68,584,0,0,0,-24176
1986:Q4,5229,14947,36620,7496,-6288,0,-1864,-148,-412,-1304,4092,0,0,20328,0,12856,16736,-3880,23876,23884,0,20248,22396,-2148,0,0,3636,2664,972,-8,0,-8,-22462
1987:Q1,7700,14769,51092,12268,-2888,0,2856,228,628,2000,2420,0,0,19644,0,16792,12276,4516,35024,35028,0,33716,15588,18128,0,0,1312,-508,1820,-4,0,-4,-23137
1987:Q2,8035,15096,21892,-14164,10020,0,1992,160,440,1392,420,0,0,-44808,0,68432,6396,62036,9572,9572,0,11140,-3260,14400,0,0,-1568,-2212,644,0,0,0,-19381
1987:Q3,7970,15629,47064,15972,-5180,0,8,0,0,8,-1900,0,0,22608,0,15556,10196,5360,26364,26360,0,23332,12220,11112,0,0,3028,2988,40,4,0,4,-28359
1987:Q4,8417,15840,-9256,-24416,588,0,892,72,196,624,2024,0,0,7408,0,4248,7340,-3092,-7440,-7576,0,-12028,-17708,5680,0,0,4452,3252,1200,136,0,136,-5607
1988:Q1,9257,15686,5136,5772,-3604,0,-4008,-320,-880,-2808,6912,0,0,-2364,0,2428,2412,16,6536,6536,0,8408,2976,5432,0,0,-1872,-2208,336,0,0,0,-5029
1988:Q2,9821,16154,40064,9780,-3956,0,-472,-40,-104,-328,-1372,0,0,30680,0,5404,6532,-1128,13012,13008,0,528,-2756,3284,0,0,12480,9496,2984,4,0,4,-33385
1988:Q3,9571,16304,33188,8072,-1916,0,876,72,192,612,-180,0,0,24356,0,1980,2812,-832,11856,11756,0,3660,9384,-5724,180,0,7916,7928,-12,100,0,100,-28065
1988:Q4,11325,16629,7940,-11708,-996,0,4184,332,920,2932,-6268,0,0,15208,0,7520,7332,188,-9988,-9908,0,-14452,-12064,-2388,0,0,4544,3672,872,-80,0,-80,-23232
1989:Q1,9835,16753,44608,18292,3328,0,-220,-16,-48,-156,5760,0,0,22916,0,-5468,-7496,2028,29388,29388,0,31556,26056,5500,0,0,-2168,-2840,672,0,0,0,-22138
1989:Q2,9935,17051,18700,-15584,3520,0,-400,-32,-88,-280,-2776,0,0,18020,0,15920,14820,1100,-1852,-1848,0,-1768,-3996,2228,0,0,-80,-1504,1424,-4,0,-4,-27668
1989:Q3,9568,17693,6464,-11968,8224,0,-1548,-124,-340,-1084,8268,0,0,-2412,0,5900,7116,-1216,11048,11048,0,14492,8044,6448,0,0,-3444,-2348,-1096,0,0,0,-3541
1989:Q4,10950,17667,10616,-6788,1264,0,7056,564,1552,4940,-5180,0,0,-4012,0,18276,12520,5756,-1360,-1220,0,-640,2560,-3200,0,0,-580,-2184,1604,-140,0,-140,-18693
1990:Q1,8463,16562,7168,972,-3512,0,3356,268,740,2348,2016,0,0,18940,0,-14604,-14944,340,1864,-5964,0,-8428,-2064,-6364,0,0,2464,1544,920,7828,7744,84,-13403
1990:Q2,8486,16467,-21724,-6120,5284,0,-8376,-668,-1844,-5864,-1132,0,0,14972,0,-26352,-26640,288,-34980,-42728,0,-42908,-34076,-8832,0,0,180,-436,616,7748,7744,4,-21237
1990:Q3,8558,16588,-12836,-4668,-288,1336,-2152,-88,-196,-1868,-5488,0,0,5932,0,-7508,33172,-40680,-27168,-34924,624,-51504,-28852,-22652,0,0,15956,3616,12340,7756,7744,12,-22362
1990:Q4,9123,16389,-46036,10152,-17976,444,-2128,-692,-2272,836,3784,0,0,-9988,0,-30324,-28940,-1384,-43324,-47924,176,-41976,-32904,-9072,0,0,-6124,-2368,-3756,4600,4244,356,-4554
1991:Q1,10218,15299,-4412,-80,-4356,952,-1000,-116,568,-1452,-3616,0,0,12192,0,-8504,-6476,-2028,-4420,-20592,-612,-16460,-21592,5132,348,0,-3868,-332,-3536,16172,16168,4,-5089
1991:Q2,11221,15139,8772,6044,-5180,4108,-308,1544,1768,-3620,-4284,0,0,8932,0,-540,-3000,2460,4752,-11304,-12,-12912,-11272,-1640,56,0,1564,1084,480,16056,16052,4,-7938
1991:Q3,12139,14813,-976,-2912,-136,648,2088,2568,-988,508,-1072,0,0,11040,0,-10632,-8816,-1816,-1908,-12552,-28,-8276,-5620,-2656,-28,0,-4220,-4136,-84,10644,10620,24,-3606
1991:Q4,12976,14678,13784,10916,-13160,-1792,708,-2024,2624,108,484,0,0,9836,0,6792,5304,1488,14728,-1216,16,1064,-2072,3136,0,0,-2296,-2544,248,15944,16112,-168,-758
1992:Q1,12710,15484,39060,17276,75732,-2948,7732,11856,-2600,-1524,-908,0,0,23280,0,-81104,-80548,-556,27140,9248,-12,11580,876,10704,-20,0,-2300,-1292,-1008,17892,17916,-24,-14694
1992:Q2,13126,15894,25464,-15136,244,3600,-116,-152,-696,732,-1496,0,0,40112,0,-1744,-7256,5512,-3120,-16892,28,-16912,-3588,-13324,0,0,-8,1632,-1640,13772,13772,0,-31352
1992:Q3,13257,16196,48136,-7408,912,-564,11556,6540,2932,2084,5880,0,0,29352,0,8408,9196,-788,37540,20696,388,7180,852,6328,-20,0,13148,1528,11620,16844,16852,-8,-13535
1992:Q4,13524,16671,26984,-13892,1272,-576,2020,2592,-496,-76,-2088,0,0,30816,0,9432,9468,-36,13992,-1116,-152,-4344,-10116,5772,-32,0,3412,2720,692,15108,15072,36,-16139
1993:Q1,12504,14645,56912,23312,4144,-1868,-2720,-2636,140,-224,-1568,0,0,40008,0,-4396,-7204,2808,29872,20804,-44,20704,5796,14908,0,0,144,-2432,2576,9068,9060,8,-29181
1993:Q2,12998,14895,37956,-23548,196,588,6060,1552,908,3600,1880,0,0,37380,0,15400,11768,3632,9988,3456,640,7104,4052,3052,-28,0,-4260,-5852,1592,6532,6532,0,-29865
1993:Q3,13242,15068,36408,6788,3256,-2512,2856,-1096,180,3772,-1848,0,0,30748,0,-2880,-608,-2272,7204,4184,-516,5672,2328,3344,-40,0,-932,-3368,2436,3020,3012,8,-31030
1993:Q4,13630,15628,57924,-6596,-3604,1800,2244,-876,2692,428,-5924,0,0,46988,0,23016,22476,540,11752,8768,-408,16728,9880,6848,-212,0,-7340,-1240,-6100,2984,3088,-104,-48170
1994:Q1,12509,14477,15048,3036,2652,-1420,3988,2200,1068,720,-772,0,0,9152,0,-1588,-2504,916,5772,6860,408,2004,6460,-4456,-12,0,4460,5068,-608,-1088,-1092,4,-11244
1994:Q2,12736,14814,35012,23172,212,1184,-2540,-4388,1412,436,1896,0,0,24852,0,-13764,-11140,-2624,7108,9396,-412,12924,4380,8544,-4,0,-3112,-2604,-508,-2288,-2288,0,-29982
1994:Q3,13531,15037,37524,-12780,2028,-364,3264,20,1968,1276,-620,0,0,30832,0,15164,13880,1284,3488,10908,300,14468,9136,5332,0,0,-3860,-2968,-892,-7420,-7444,24,-35542
1994:Q4,13549,15550,41080,7936,384,1500,-1500,-1024,2520,-2996,-784,0,0,8936,0,24608,22520,2088,24660,33772,-132,34964,4016,30948,16,0,-1076,-5660,4584,-9112,-9484,372,-18421
1995:Q1,13965,15705,68704,4784,1992,-1220,-4084,-2552,-3032,1500,2588,0,0,57280,0,7364,7016,348,16588,19232,288,20540,1984,18556,4,0,-1600,-1432,-168,-2644,-2656,12,-53856
1995:Q2,13835,15981,61544,-1644,-4620,752,6028,6792,-840,76,-1108,0,0,40560,0,21576,20712,864,11944,19852,7612,18148,-412,18560,-4,0,-5904,-5208,-696,-7908,-7936,28,-51746
1995:Q3,14059,16167,61072,14324,3644,-1768,-8380,-10572,1028,1164,-1228,0,0,44380,0,10100,11576,-1476,16276,26292,-7864,22232,9888,12344,-12,0,11936,9060,2876,-10016,-10040,24,-46904
1995:Q4,13415,16409,31820,-6560,-1192,1336,3260,1500,2164,-404,1404,0,0,9968,0,23604,17832,5772,-11076,-2916,744,-2376,-14804,12428,0,0,-1284,-3532,2248,-8160,-8044,-116,-45890
1996:Q1,9282,16597,30900,2528,2288,-1084,-3572,-2488,284,-1368,-1504,0,0,28272,0,3972,4412,-440,7208,21004,-488,23664,7520,16144,0,0,-2172,-1976,-196,-13796,-13824,28,-31007
1996:Q2,8234,17004,56236,-10008,3724,136,5080,-120,312,4888,356,0,0,43076,0,13872,11820,2052,3428,17336,4,16048,10116,5932,120,0,1164,-88,1252,-13908,-14032,124,-61578
1996:Q3,8339,17541,20412,4048,3500,-932,4460,2216,-432,2676,608,0,0,22276,0,-13548,-12456,-1092,-20884,2836,-312,-3612,-11396,7784,0,0,6760,4096,2664,-23720,-24076,356,-50498
1996:Q4,9143,18186,86156,19116,13400,2440,8812,2840,776,5196,1372,0,0,24856,0,16160,9928,6232,37660,55812,2772,-2120,-15728,13608,0,0,55160,45604,9556,-18152,-18044,-108,-57539
1997:Q1,11047,17116,28696,-22840,-15708,-1572,3840,-1828,-1544,7212,-1612,0,0,49316,0,17272,16984,288,-25624,28100,-736,372,5828,-5456,20,0,28444,32344,-3900,-53724,-53412,-312,-60389
1997:Q2,11586,17463,94572,14544,-3912,192,5448,-2752,2736,5464,-36,0,0,61664,0,16672,13024,3648,18736,52976,-380,32376,6960,25416,0,0,20980,19372,1608,-34240,-34312,72,-81713
1997:Q3,12263,18305,70188,7360,-4128,348,-3924,-868,-3504,448,-1064,0,0,48448,0,23148,25028,-1880,15120,37252,444,25196,2420,22776,4,0,11608,8864,2744,-22132,-22324,192,-61110
1997:Q4,13019,18522,66968,-832,-12420,3360,16772,5192,4612,6968,2608,0,0,10752,0,46728,39448,7280,27000,40784,2972,18924,12268,6656,60,0,18828,14460,4368,-13784,-13576,-208,-45471
1998:Q1,21234,18757,131380,-2240,16024,-4228,14648,-7028,12600,9076,712,0,0,57656,0,48808,43712,5096,61280,72376,244,50168,16868,33300,-24,0,21988,21484,504,-11096,-11868,772,-67623
1998:Q2,21346,19429,120452,-4132,9508,15788,-16852,-2336,-11444,-3072,-1020,0,0,61340,0,55820,49604,6216,50348,67020,14632,48076,24700,23376,-12,0,4324,4896,-572,-16672,-16568,-104,-68187
1998:Q3,20718,19767,61636,-8296,-6320,-16348,6212,-2868,2540,6540,48,0,0,42144,0,44196,38636,5560,27272,39024,-1160,33488,7856,25632,24,0,6672,3852,2820,-11752,-11704,-48,-33413
1998:Q4,21017,20365,158772,11748,5680,22212,-14864,-224,852,-15492,7180,0,0,134808,0,-7992,-17348,9356,7552,28188,5540,8384,-18176,26560,60,0,14204,5252,8952,-20636,-20028,-608,-150568
1999:Q1,35934,19254,61280,-12964,21328,-6896,-3860,944,-2140,-2664,-2104,0,0,42168,0,23608,29964,-6356,21660,39456,-7076,41720,4040,37680,48,0,4764,11028,-6264,-17796,-16424,-1372,-22940
1999:Q2,35014,19918,57824,-8920,7944,1296,-2148,40,-8000,5812,2464,0,0,2848,0,54340,30916,23424,61644,49556,628,27944,9728,18216,48,0,20936,12864,8072,12088,716,11372,18916
1999:Q3,45328,20526,21368,3440,38180,3352,-1620,-1112,-684,176,-10796,0,0,19924,0,-31112,-29224,-1888,3412,28692,2228,18736,-13176,31912,-8,0,7736,6892,844,-25280,-28292,3012,6846
1999:Q4,45104,20770,107928,56832,-18244,6424,38268,31860,5496,912,4164,0,0,53972,0,-33488,-40552,7064,88148,103000,9072,46452,35728,10724,64,0,47412,13916,33496,-14852,-11192,-3660,4554
2000:Q1,56975,18086,13888,-37536,1584,-8484,-39364,-31704,-2360,-5300,-2864,0,0,73556,0,26996,15452,11544,-55640,-27880,-7652,32632,-14900,47532,-16,0,-52844,-15028,-37816,-27760,-28248,488,-30639
2000:Q2,57302,18751,75304,-5092,28712,-2076,-5128,604,908,-6640,8544,0,0,41796,0,8548,4244,4304,29580,48336,-216,37340,6704,30636,12,0,11200,4704,6496,-18756,-18116,-640,-7173
2000:Q3,57314,19006,161276,18044,12224,-376,2388,112,448,1828,-8992,0,0,106496,0,31492,26748,4744,60316,66600,-812,-112628,6756,-119384,4,0,180036,175928,4108,-6284,-6728,444,-62652
2000:Q4,58512,19234,139600,18168,13660,7320,-2852,-1064,-1120,-668,-472,0,0,73736,0,30040,27612,2428,32068,46344,2656,29880,6320,23560,-8,0,13816,13560,256,-14276,-13068,-1208,-68254
2001:Q1,58818,18096,229964,20736,-45320,-3724,3000,-12,1848,1164,4304,0,0,155008,0,95960,74228,21732,88048,99328,-816,93828,30544,63284,-16,0,6332,10704,-4372,-11280,-11552,272,-101194
2001:Q2,59789,17777,100072,22800,-14424,-80,-2604,388,-792,-2200,-292,0,0,75448,0,19224,24248,-5024,12496,27640,396,-50296,-2808,-47488,-40,0,77580,72328,5252,-15144,-13336,-1808,-45564
2001:Q3,67423,17540,135996,-18800,26236,780,-1336,-344,-288,-704,-84,0,0,97952,0,31248,18632,12616,33216,57920,1512,7676,-1000,8676,-4,0,48736,46584,2152,-24704,-22512,-2192,-52897
2001:Q4,70655,16891,-36180,10636,-3840,3596,16372,1432,4876,10064,-2764,0,0,21484,0,-81664,-78228,-3436,-37832,-21384,-4956,-26900,-47184,20284,32,0,10440,3512,6928,-16448,-13824,-2624,52112
2002:Q1,65115,20824,63360,2356,9052,-8736,11364,304,15988,-4928,552,0,0,27392,0,21380,8080,13300,32924,36852,140,-25916,23416,-49332,-12,0,62640,63164,-524,-3928,-4576,648,13855
2002:Q2,69316,20714,65312,-7052,15784,5280,2124,1840,5268,-4984,12,0,0,74188,0,-25024,-34904,9880,-32608,-7356,5384,-4520,-52072,47552,-24,0,-8196,-15480,7284,-25252,-22764,-2488,-49318
2002:Q3,75303,20804,71340,-16824,13312,-4820,-1748,-1308,-2328,1888,152,0,0,61640,0,19628,9860,9768,448,24976,-3796,17300,12584,4716,-48,0,11520,7012,4508,-24528,-25188,660,-16393
2002:Q4,69325,20211,145552,26980,-7824,5656,-3072,-488,-740,-1844,2980,0,0,94688,0,26144,15168,10976,68656,74860,5260,59468,6880,52588,8,0,10124,-13168,23292,-6204,-8212,2008,-27782
2003:Q1,73208,18582,156952,-38240,51492,4588,21852,-532,3292,19092,-1048,0,0,68016,0,50292,36340,13952,66036,74084,24576,59664,-15024,74688,-8,0,-10148,-2436,-7712,-8048,-7340,-708,-36290
2003:Q2,72731,18947,205288,18372,-15532,4452,23456,4804,-2436,21088,16212,0,0,101692,0,56636,55344,1292,93944,94232,14864,75488,-19896,95384,336,0,3544,12348,-8804,-288,-484,196,-57560
2003:Q3,69251,19570,27388,-5636,-6356,-4376,-27564,2564,5052,-35180,732,0,0,34656,0,35932,16160,19772,-4320,2524,-30752,18836,5268,13568,124,0,14316,-15180,29496,-6844,-9184,2340,17973
2003:Q4,68626,19877,130912,7896,39616,-2480,-3024,-1060,-2252,288,4040,0,0,52412,0,32452,28040,4412,54348,76624,-2860,65412,5520,59892,-20,0,14092,20148,-6056,-22276,-21508,-768,-27815
2004:Q1,52868,17010,287492,19244,52240,14264,88,-2328,3556,-1140,968,0,0,168192,0,32496,22060,10436,147160,142624,10736,109436,59244,50192,-4,0,22456,17196,5260,4536,-5580,10116,-104474
2004:Q2,57843,17393,107596,-14768,840,-31020,728,1048,1496,-1816,-2844,0,0,157856,0,-3196,-10392,7196,-16308,-15944,-30088,-41396,-21516,-19880,-24,0,55564,53608,1956,-364,-10408,10044,-83454
2004:Q3,61025,18046,455260,-20680,83864,3984,1328,-3444,5796,-1024,1644,0,0,378528,0,6592,14908,-8316,170868,107560,3264,87608,1484,86124,-120,0,16808,16080,728,63308,62444,864,-241413
2004:Q4,66916,18454,198516,12024,-15728,-2944,7756,1688,-3248,9316,-9716,0,0,180752,0,26372,20112,6260,12896,13728,-4536,-12384,4124,-16508,8,0,30640,42644,-12004,-832,112,-944,-137158
2005:Q1,90078,16472,56020,55580,-45636,29824,-4760,-1592,180,-3348,-4856,0,0,72548,0,-46680,-52640,5960,74728,103220,28136,35112,26792,8320,-76,0,40048,38664,1384,-28492,-29368,876,92314
2005:Q2,87272,16944,232372,17108,10944,1980,34512,3172,-3108,34448,-2668,0,0,113292,0,57204,49788,7416,113068,109392,8772,48228,-7580,55808,2288,0,50104,43452,6652,3676,2452,1224,-48976
2005:Q3,102890,17281,74304,-17564,8960,4388,-46776,116,-5136,-41756,1120,0,0,38580,0,85596,71140,14456,10952,45736,1808,40116,21568,18548,-228,0,4040,-4908,8948,-34784,-34432,-352,22257
2005:Q4,82199,17445,176504,15996,-24372,-10428,-10896,-5156,-1400,-4340,17400,0,0,134548,0,54256,41932,12324,37608,60424,-13884,41464,-24656,66120,2384,0,30460,26176,4284,-22816,-18908,-3908,-74142
2006:Q1,74111,16127,124012,22140,1148,8372,8436,6216,2984,-764,-1764,0,0,63380,0,22300,14084,8216,58928,86552,5860,65988,6276,59712,-236,0,14940,9980,4960,-27624,-25388,-2236,-7100
2006:Q2,86816,16431,310760,17380,24680,1216,8164,56,5492,2616,-13020,0,0,211360,-2876,63856,55380,8476,124368,152164,108,167372,62744,104628,108,0,-15424,-19040,3616,-27796,-28304,508,-116007
2006:Q3,80485,16774,231012,16128,760,10944,6068,-1464,-2284,9816,356,0,0,173628,1292,21836,31512,-9676,65916,85728,9608,45748,2960,42788,-48,0,30420,29772,648,-19812,-16552,-3260,-101385
2006:Q4,68420,17109,364344,-7528,35124,-15928,4584,972,-5540,9152,3860,0,0,229628,156,114448,99628,14820,170992,182448,-11116,121616,26368,95248,128,0,71820,50164,21656,-11456,-9112,-2344,-142041
2007:Q1,58889,22058,21952,8668,8660,2008,-10064,-7200,5664,-8528,-6636,0,0,17264,-124,2176,-32504,34680,-10728,37212,1424,74896,17156,57740,276,0,-39384,-27576,-11808,-47940,-48140,200,4151
2007:Q2,74451,22384,229372,35840,2700,-7628,-6024,328,-3888,-2464,876,0,0,88084,1872,113652,113544,108,154192,197076,-7220,165436,17304,148132,1720,0,37140,28836,8304,-42884,-39948,-2936,-23113
2007:Q3,79230,22746,344656,73212,-21560,-5352,19940,-508,4600,15848,1756,0,0,218304,16704,41652,66436,-24784,174836,206112,-4636,128452,47184,81268,76,0,82220,73612,8608,-31276,-32024,748,-113336
2007:Q4,57856,23181,174540,44792,-64236,92,86112,25824,-12028,72316,6816,0,0,45364,2708,52892,61504,-8612,257120,250048,360,111232,58284,52948,-756,0,139212,139672,-460,7072,7984,-912,117255
2008:Q1,139334,28866,247748,53164,-18536,-7340,5748,-3012,12504,-3744,-1580,0,0,66244,-1148,151196,113228,37968,339896,119112,-8056,108148,-3800,111948,-116,0,19136,36232,-17096,220784,204764,16020,202616
2008:Q2,124374,29129,531792,118524,128224,1780,92752,22144,61652,8956,4656,0,0,-32328,-13772,231956,211492,20464,702644,470368,1088,197164,58240,138924,-260,0,272376,240776,31600,232276,223544,8732,266097
2008:Q3,153275,29163,-272624,-132104,-1188,-2104,-33544,7344,-47080,6192,-2744,0,0,-46864,2228,-56304,-16616,-39688,-87888,-184704,-4324,-144740,-57884,-86856,8,0,-35648,-15116,-20532,96816,95432,1384,308848
2008:Q4,45797,28094,582548,220176,-36872,-19028,-17816,-42676,37064,-12204,7528,0,0,-8872,8048,429384,413844,15540,1036896,267460,-16796,-139528,-152584,13056,48,0,423736,406544,17192,769436,761968,7468,472051
2009:Q1,177149,29474,236088,-75472,251828,1160,-82564,-10368,-39348,-32848,-5668,6304,5824,500560,6740,-372624,-368276,-4348,82748,-141832,-68,202632,-91116,293748,4112,0,-348508,-326860,-21648,224580,217576,7004,-5665
2009:Q2,147559,29045,-8344,56944,-37648,23600,18752,26060,2880,-10188,-3084,4012,6376,61148,-1376,-137068,-139484,2416,31544,27120,468,4564,-17072,21636,6720,0,15368,5080,10288,4424,5252,-828,158402
2009:Q3,142298,29075,72564,81408,-62712,20668,2884,-11536,-140,14560,1136,3536,12016,220292,3096,-209760,-200752,-9008,199560,114984,-768,27536,14936,12600,-8728,0,96944,113176,-16232,84576,83684,892,240219
2009:Q4,175391,29675,-178896,-45196,-156904,34644,5976,6600,7896,-8520,-6360,2584,9348,-28676,-208,5896,-55256,61152,-241984,-209288,-272,-111808,20688,-132496,384,0,-97592,-148588,50996,-32696,-32048,-648,82628
2010:Q1,204557,26663,-76124,5784,86304,16796,3124,-100,-7088,10312,9576,-4716,11528,18788,2732,-226040,-206792,-19248,-112968,-87112,1796,-40040,52748,-92788,-160,0,-48708,-31236,-17472,-25856,1140,-26996,141050
2010:Q2,200535,26781,167520,-42128,53428,29380,-70124,-3128,-1828,-65168,5632,-3436,15556,202880,9248,-32916,-26044,-6872,-49964,-90440,1048,-192884,-41008,-151876,524,0,100872,105664,-4792,40476,27960,12516,-43730
2010:Q3,205482,27355,315016,34396,-172,37316,180352,48900,32060,99392,312,-1020,17684,-41764,1372,86540,98052,-11512,409992,365032,4240,298340,2660,295680,5028,0,57424,32616,24808,44960,46832,-1872,273103
2010:Q4,212266,27880,-346504,31504,8472,-77448,-41752,9744,-36196,-15300,3344,-372,-604,-95636,1660,-175672,-187612,11940,-241352,-236388,-6116,-95364,1524,-96888,-860,0,-134048,-118964,-15084,-4964,4724,-9688,289538
2011:Q1,173603,30137,209692,-32452,41604,35804,-1328,-14268,4612,8328,32052,12,12020,58316,176,63488,24900,38588,115404,104244,1292,25564,35536,-9972,-1660,0,79048,58508,20540,11160,14288,-3128,49178
2011:Q2,170731,31117,175044,-56248,87000,12156,9080,-28568,37192,456,-10744,-980,12888,110440,-500,11952,-7616,19568,19392,41776,780,183292,13228,170064,-276,0,-142020,-152276,10256,-22384,-22376,-8,-16038
2011:Q3,188441,32538,207324,31840,-9636,-36276,18404,45772,47144,-74512,2428,-3660,9920,279500,5872,-91068,-55064,-36004,-90752,-114328,-500,-87228,-20948,-66280,2952,0,-29552,-32264,2712,23576,20428,3148,-142173
2011:Q4,167577,33530,-266252,-93904,55316,-8964,-30016,25656,-40688,-14984,-9420,-816,-9932,-195148,4240,22392,33696,-11304,-259404,-260888,112,-79760,16620,-96380,32,0,-181272,-194916,13644,1484,-1152,2636,140895
2012:Q1,149267,35007,60392,-82480,92756,-202032,-7176,12240,-13688,-5728,79168,3568,12572,131952,24536,7528,89212,-81684,-103612,-119904,-312,144884,-16176,161060,-944,0,-263532,-183968,-79564,16292,12004,4288,-49744
2012:Q2,144745,35917,-151680,-69956,128248,124,-149056,-99112,-66520,16576,-92,-1944,4940,200656,4264,-268864,-135896,-132968,-377320,-362168,-344,-319728,-656,-319072,-436,0,-41660,-10284,-31376,-15152,-14752,-400,-116812
2012:Q3,157819,35870,767548,-18708,-5592,640,24516,14016,2952,7548,219424,92,8284,659704,5804,-126616,387364,-513980,1108408,1075104,476,857516,119780,737736,-2012,0,219124,581872,-362748,33304,36472,-3168,462809
2012:Q4,135577,36511,157156,-132656,47684,2472,-1608,-6316,8940,-4232,-13788,68,1672,-64520,-5304,323136,330780,-7644,87860,117728,-20,-59776,9512,-69288,156,0,177368,190968,-13600,-29868,-32276,2408,29770
2013:Q1,148275,32245,320308,83464,-10976,-1928,13648,4864,11392,-2608,2616,-7264,28484,30936,4952,176376,178572,-2196,193880,202744,-72,-23772,5228,-29000,52,0,226536,251328,-24792,-8864,-7040,-1824,-10398
2013:Q2,106252,31810,-133028,-114172,-1800,-11968,49980,37032,-980,13928,18988,-432,6460,-62508,1148,-18724,-13128,-5596,-173648,-149264,-4,-140900,-28704,-112196,864,0,-9224,-14392,5168,-24384,-21344,-3040,33822
2013:Q3,119190,32435,44252,42488,67596,10792,9876,-5560,16352,-916,-40880,-4848,15776,29472,4516,-90536,-164440,73904,-27432,1584,0,-34588,-4768,-29820,-428,0,36600,17104,19496,-29016,-27520,-1496,15071
2013:Q4,122622,33163,141232,-110296,141572,-8288,13640,-332,10964,3008,-53668,-3008,10024,126424,9612,15220,13748,1472,97008,109008,0,161228,-51292,212520,-412,0,-51808,-51424,-384,-12000,-12284,284,45235
2014:Q1,126564,30009,157096,-1400,37600,-692,-21072,-1644,-9516,-9912,-10652,11528,1128,171152,4732,-35228,-16068,-19160,-2520,-6392,-20,4904,-27508,32412,1404,0,-12680,8520,-21200,3872,-2680,6552,-63061
2014:Q2,144428,30739,214124,-12272,5676,7316,24036,19504,7316,-2784,-35652,3208,7288,67136,5252,142136,147368,-5232,52740,25060,0,4616,6532,-1916,-1616,0,22060,672,21388,27680,30580,-2900,-47695
2014:Q3,80605,31487,-64588,80976,-32728,-6628,21960,4280,-268,17948,-1120,5212,10912,25040,4804,-173016,-94436,-78580,-149400,-148160,0,-38832,-37700,-1132,-280,0,-109048,-93164,-15884,-1240,-1332,92,-35694
2014:Q4,142136,31622,54988,-50324,153276,-19956,-35556,-35616,-940,1000,3916,2040,12084,66360,5332,-82184,-55536,-26648,-56908,-26984,0,-11512,-19680,8168,12,0,-15484,-33200,17716,-29924,-27892,-2032,-1382
2015:Q1,129543,29304,-126392,-9700,-89764,12144,-26144,-14632,9840,-21352,-9944,-1144,26600,-77448,4200,44808,68080,-23272,-27600,-76756,68,-31812,-27992,-3820,64,0,-45076,-16024,-29052,49156,48976,180,199031
2015:Q2,134617,29442,179572,-28980,-75192,9184,11432,-3856,-2300,17588,-28912,-3796,12328,188604,4000,90904,143300,-52396,-50188,-52688,88,22576,-54764,77340,-252,0,-75100,-84528,9428,2500,2012,488,-124585
2015:Q3,125269,29701,-87088,-10160,-42752,-14868,16352,15024,1488,-160,-69704,-8380,26908,214052,4000,-202536,-172896,-29640,-338152,-293172,100,-113620,-161060,47440,32212,0,-211864,-173492,-38372,-44980,-50400,5420,-155496
2015:Q4,132526,29938,-69904,-5064,31104,-7416,-18732,1860,-11320,-9272,-6836,1016,7432,-35324,4000,-40084,-10080,-30004,-60152,-50368,24,-62444,-2156,-60288,11812,0,240,804,-564,-9784,-26396,16612,112340
