date,FA736000105.Q,FA735013005.Q,FA734090005.Q,FA733091003.Q,FA733030005.Q,FA732051003.Q,FA734022605.Q,FA733061103.Q,FA733061703.Q,FA733063003.Q,FA733069005.Q,FA733092305.Q,FA733092103.Q,FA733094635.Q,FA733040005.Q,FA733090005.Q,FA733094735.Q,FA733093005.Q,FA734194005.Q,FA734190005.Q,FA732151003.Q,FA734122005.Q,FA733169103.Q,FA733163005.Q,FA733192305.Q,FA733178013.Q,FA733190005.Q,FA733194735.Q,FA733193005.Q,FA733181105.Q,FA733164105.Q,FA733192103.Q,FA737005005.Q
1956:Q1,290,713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-423
1956:Q2,299,734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-435
1956:Q3,308,759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-451
1956:Q4,315,765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-450
1957:Q1,317,646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-329
1957:Q2,325,650,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-325
1957:Q3,334,661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-327
1957:Q4,344,652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-308
1958:Q1,333,620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-287
1958:Q2,342,600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-258
1958:Q3,348,591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-243
1958:Q4,353,608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-255
1959:Q1,350,583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-233
1959:Q2,352,602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-250
1959:Q3,352,624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-272
1959:Q4,352,622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-270
1960:Q1,358,739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-381
1960:Q2,356,749,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-393
1960:Q3,358,743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-385
1960:Q4,360,752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-392
1961:Q1,367,797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-430
1961:Q2,371,797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-426
1961:Q3,375,801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-426
1961:Q4,379,813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-434
1962:Q1,388,811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-423
1962:Q2,393,840,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-447
1962:Q3,398,858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-460
1962:Q4,405,849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-444
1963:Q1,417,849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-432
1963:Q2,423,889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-466
1963:Q3,430,911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-481
1963:Q4,435,938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-503
1964:Q1,445,944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-499
1964:Q2,454,978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-524
1964:Q3,465,1010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-545
1964:Q4,480,1032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-552
1965:Q1,486,1062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-576
1965:Q2,502,1122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-620
1965:Q3,518,1160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-642
1965:Q4,532,1229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-697
1966:Q1,547,1204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-657
1966:Q2,562,1230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-668
1966:Q3,577,1258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-681
1966:Q4,593,1260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-667
1967:Q1,608,1246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-638
1967:Q2,627,1238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-611
1967:Q3,647,1244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-597
1967:Q4,670,1276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-606
1968:Q1,597,1371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-774
1968:Q2,542,1371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-829
1968:Q3,561,1393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-832
1968:Q4,613,1458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-845
1969:Q1,542,1556,6960,0,0,0,0,0,0,0,1400,0,0,3600,0,1960,400,1560,7000,2380,0,800,800,0,0,0,1580,0,1580,4620,4620,0,-974
1969:Q2,542,1602,10220,0,0,0,0,0,0,0,5248,0,0,3600,0,1372,400,972,10240,4920,0,4180,4180,0,0,0,740,0,740,5320,5320,0,-1040
1969:Q3,457,1685,11880,0,0,0,0,0,0,0,8784,0,0,3600,0,-504,400,-904,11920,6936,0,5400,5400,0,0,0,1536,0,1536,4984,4984,0,-1188
1969:Q4,457,1714,5720,0,0,0,0,0,0,0,352,0,0,3600,0,1768,400,1368,5760,4596,0,6796,6796,0,0,0,-2200,0,-2200,1164,1164,0,-1217
1970:Q1,536,1787,17808,0,0,0,0,0,0,0,11564,0,0,3600,0,2644,400,2244,17820,11660,0,12484,8732,3752,0,0,-824,0,-824,6160,6160,0,-1239
1970:Q2,694,1821,12904,0,0,0,0,0,0,0,4984,0,0,3600,0,4320,400,3920,12920,4472,0,4664,4504,160,0,0,-192,0,-192,8448,8448,0,-1111
1970:Q3,623,1835,-9116,0,0,0,0,0,0,0,-11420,0,0,7200,0,-4896,800,-5696,-9100,-11412,0,-11636,-11940,304,0,0,224,0,224,2312,2312,0,-1196
1970:Q4,613,1805,2500,0,0,0,0,0,0,0,-9096,0,0,7200,0,4396,800,3596,2520,-3464,0,-8892,-9076,184,0,0,5428,0,5428,5984,5984,0,-1172
1971:Q1,456,2145,-560,0,0,0,0,0,0,0,-384,0,0,3600,0,-3776,676,-4452,-540,-184,0,1448,-2628,4076,0,0,-1632,0,-1632,-356,-356,0,-1669
1971:Q2,460,2201,5276,0,0,0,0,0,0,0,800,0,0,3600,0,876,660,216,5300,1800,0,160,164,-4,0,0,1640,0,1640,3500,3500,0,-1717
1971:Q3,302,2240,8792,0,0,0,0,0,0,0,-392,0,0,7200,0,1984,1356,628,8820,8280,0,764,668,96,0,0,7516,0,7516,540,540,0,-1910
1971:Q4,480,2301,3412,0,0,0,0,0,0,0,-480,0,0,3600,0,292,1568,-1276,3440,1172,0,676,292,384,0,0,496,0,496,2268,2268,0,-1793
1972:Q1,356,2510,4008,0,0,0,0,0,0,0,-272,0,0,3600,0,680,2280,-1600,4040,-1268,0,2528,796,1732,0,0,-3796,0,-3796,5308,5308,0,-2122
1972:Q2,359,2565,4688,0,0,0,0,0,0,0,-1904,0,0,3600,0,2992,3088,-96,4720,2132,0,1344,-804,2148,0,0,788,0,788,2588,2588,0,-2174
1972:Q3,393,2617,12464,0,0,0,0,0,0,0,-128,0,0,7200,0,5392,3588,1804,12500,3724,0,3708,1588,2120,0,0,16,0,16,8776,8776,0,-2188
1972:Q4,650,2732,13560,0,0,0,0,0,0,0,1336,0,0,7200,0,5024,2984,2040,13600,1984,0,2732,1076,1656,0,0,-748,0,-748,11616,11616,0,-2042
1973:Q1,550,2771,19916,0,0,0,0,0,0,0,2252,0,0,740,0,16924,5000,11924,19960,6784,0,4508,3276,1232,0,0,2276,0,2276,13176,13176,0,-2177
1973:Q2,681,2921,14408,0,0,0,0,0,0,0,1436,0,0,3920,0,9052,1536,7516,14460,4916,0,4160,3308,852,0,0,756,0,756,9544,9544,0,-2188
1973:Q3,783,3039,28488,6000,-6000,0,0,0,0,0,4468,0,0,1112,0,22908,10128,12780,28540,9704,0,4528,3792,736,0,0,5176,0,5176,18836,18836,0,-2204
1973:Q4,954,3103,-1300,0,0,0,0,0,0,0,-1348,0,0,3840,0,-3792,1260,-5052,-1240,-420,0,-516,-1400,884,0,0,96,0,96,-820,-820,0,-2089
1974:Q1,1217,3427,15612,2000,-2000,0,0,0,0,0,2416,0,0,6440,0,6756,4280,2476,15680,5332,0,6464,4656,1808,0,0,-1132,0,-1132,10348,10348,0,-2142
1974:Q2,1158,3541,9848,0,0,0,0,0,0,0,1872,0,0,7224,0,752,888,-136,9920,3372,0,5544,3628,1916,0,0,-2172,0,-2172,6548,6548,0,-2311
1974:Q3,1248,3628,-7420,2000,-2000,0,0,0,0,0,-572,0,0,6360,0,-13208,4004,-17212,-7340,-2496,0,8584,6748,1836,0,0,-11080,0,-11080,-4844,-4844,0,-2300
1974:Q4,1539,3733,7012,0,0,0,0,0,0,0,-52,0,0,3924,0,3140,1548,1592,7100,2412,0,340,-1228,1568,0,0,2072,0,2072,4688,4688,0,-2106
1975:Q1,1377,3625,7204,2000,-2000,0,0,0,0,0,-896,0,0,6800,0,1300,5556,-4256,7300,2484,0,3428,2488,940,0,0,-944,0,-944,4816,4816,0,-2152
1975:Q2,1600,3602,14732,0,0,0,0,0,0,0,-40,0,0,7860,0,6912,3148,3764,14840,5044,0,-300,-652,352,0,0,5344,0,5344,9796,9796,0,-1894
1975:Q3,1688,3656,15044,0,0,0,0,0,0,0,-684,0,0,8020,0,7708,3696,4012,15160,5156,0,1028,28,1000,0,0,4128,0,4128,10004,10004,0,-1852
1975:Q4,1697,3718,18132,800,0,0,6000,480,1320,4200,-4384,0,0,8240,0,7476,10676,-3200,18260,13584,0,14892,-576,15468,0,0,-1308,2800,-4108,4676,4676,0,-1893
1976:Q1,2040,3643,9456,0,800,0,400,32,88,280,7780,0,0,4480,0,-4004,3520,-7524,9600,5600,0,1492,-908,2400,0,0,4108,0,4108,4000,4000,0,-1459
1976:Q2,1792,3739,9444,400,400,0,400,32,88,280,400,0,0,4208,0,3636,3792,-156,9600,5600,0,724,-1676,2400,0,0,4876,0,4876,4000,4000,0,-1791
1976:Q3,1688,3868,9028,0,800,0,400,32,88,280,400,0,0,4752,0,2676,3248,-572,9200,5200,0,3544,-456,4000,0,0,1656,400,1256,4000,4000,0,-2008
1976:Q4,1554,3993,12972,400,1440,0,1020,80,224,716,324,0,0,6620,0,3168,4424,-1256,13160,6264,0,3344,-140,3484,0,0,2920,0,2920,6896,6896,0,-2251
1977:Q1,1460,3894,11020,0,960,0,980,80,216,684,-324,0,0,4788,0,4616,168,4448,11240,6136,0,2940,424,2516,0,0,3196,0,3196,5104,5104,0,-2214
1977:Q2,1588,4061,9352,400,1200,0,1200,96,264,840,400,0,0,4480,0,1672,3520,-1848,9600,5600,0,5060,2260,2800,0,0,540,400,140,4000,4000,0,-2225
1977:Q3,1670,4196,9328,0,1600,0,1600,128,352,1120,0,0,0,4480,0,1648,3520,-1872,9600,4400,0,4340,1540,2800,0,0,60,0,60,5200,5200,0,-2254
1977:Q4,1644,4369,14080,400,1480,0,1396,112,308,976,40,0,0,10964,0,-200,1200,-1400,14380,8256,0,3540,880,2660,0,0,4716,0,4716,6124,6124,0,-2425
1978:Q1,2099,4583,8712,400,1720,0,-1396,-112,-308,-976,760,0,0,3332,0,3896,2504,1392,5220,4944,0,4984,4044,940,0,0,-40,0,-40,276,276,0,-5976
1978:Q2,2595,5062,7460,-7848,10248,0,-1200,-96,-264,-840,800,0,0,7548,0,-2088,-1548,-540,4000,3600,0,11412,7524,3888,0,0,-7812,-2688,-5124,400,400,0,-5927
1978:Q3,2728,5383,7440,152,3048,0,-1200,-96,-264,-840,800,0,0,3944,0,696,2056,-1360,4000,3600,0,5504,3912,1592,0,0,-1904,8,-1912,400,400,0,-6095
1978:Q4,2901,5696,15064,676,2264,0,-1340,-108,-296,-936,912,0,0,7536,0,5016,4848,168,11648,11308,0,13680,11320,2360,0,0,-2372,16,-2388,340,340,0,-6211
1979:Q1,3061,6355,9952,2700,-2040,0,1740,140,384,1216,-512,0,0,3288,0,4776,4332,444,6352,5492,0,5620,2400,3220,0,0,-128,4,-132,860,860,0,-6894
1979:Q2,3204,6545,9604,3176,-2376,0,2000,160,440,1400,-400,0,0,2908,0,4296,5088,-792,6000,800,0,13216,10084,3132,0,0,-12416,68,-12484,5200,5200,0,-6945
1979:Q3,3380,6939,12000,-1468,2268,0,2000,160,440,1400,-400,0,0,8044,0,1556,1956,-400,8400,8000,0,7108,5836,1272,0,0,892,1928,-1036,400,400,0,-7159
1979:Q4,3074,7169,11752,-4408,5596,0,888,72,196,620,2520,0,0,10492,0,-3336,-848,-2488,8152,8540,0,640,-132,772,0,0,7900,1244,6656,-388,-388,0,-7695
1980:Q1,3372,8472,7224,4312,-2700,0,312,24,68,220,-520,0,0,4164,0,1656,6192,-4536,3048,1060,0,11520,8480,3040,0,0,-10460,544,-11004,1988,1988,0,-9276
1980:Q2,2963,8345,14564,-872,2872,0,0,0,0,0,-400,0,0,9028,0,3936,2972,964,10400,8400,0,3968,488,3480,0,0,4432,520,3912,2000,2000,0,-9546
1980:Q3,2596,8597,13892,2948,-948,0,400,32,88,280,-400,0,0,6972,0,4920,5028,-108,10000,8000,0,4432,1752,2680,0,0,3568,1320,2248,2000,2000,0,-9893
1980:Q4,2554,9015,18956,5256,-3780,0,16,0,4,12,-788,0,0,3800,0,14452,12136,2316,15072,11836,0,14188,11524,2664,0,0,-2352,796,-3148,3236,3236,0,-10345
1981:Q1,3067,9820,25456,1380,1144,0,-816,-64,-180,-572,388,0,0,6068,0,17292,-14004,31296,21248,17364,0,872,-704,1576,0,0,16492,964,15528,3884,3884,0,-10961
1981:Q2,3760,10339,24020,9964,-2684,0,-228,-20,-52,-156,1868,0,0,13268,0,1832,10972,-9140,19488,21624,0,19832,12360,7472,0,0,1792,908,884,-2136,-2136,0,-11111
1981:Q3,4082,10822,35632,15020,-7900,0,228,20,52,156,1932,0,0,9744,0,16608,14016,2592,31620,34376,0,21840,15008,6832,0,0,12536,788,11748,-2756,-2756,0,-10752
1981:Q4,3860,11544,39224,2348,4856,0,640,52,140,448,1768,0,0,20412,0,9200,9028,172,33900,1544,0,8672,1400,7272,0,0,-7128,1484,-8612,32356,32356,0,-13008
1982:Q1,3488,12418,12436,9712,-916,0,-3840,-308,-844,-2688,-2368,0,0,-3216,0,13064,11776,1288,6980,11256,0,6372,6700,-328,0,0,4884,-28,4912,-4276,-4276,0,-14386
1982:Q2,3030,12171,11032,15696,-6560,0,-3984,-320,-876,-2788,-2288,0,0,-7980,0,16148,17984,-1836,5940,8976,0,17712,13528,4184,0,0,-8736,-3972,-4764,-3036,-3036,0,-14233
1982:Q3,2454,11770,36668,-15292,9756,0,1584,128,348,1108,288,0,0,42384,0,-2052,-2388,336,31404,12224,0,-10724,-17324,6600,0,0,22948,5188,17760,19180,19180,0,-14580
1982:Q4,2055,11529,36668,-280,-5228,0,1600,128,352,1120,212,0,0,28120,0,12244,10100,2144,30304,4788,0,15964,2800,13164,0,0,-11176,-60,-11116,25516,25516,0,-15838
1983:Q1,2495,11497,2912,7680,2228,0,200,16,44,140,-1812,0,0,-11252,0,5868,13040,-7172,-3928,3212,0,8500,1724,6776,0,0,-5288,-1080,-4208,-7140,-7140,0,-15842
1983:Q2,3184,11402,11704,1652,3528,0,92,8,20,64,-1440,0,0,-732,0,8604,3604,5000,5004,8180,0,10992,2524,8468,0,0,-2812,192,-3004,-3176,-3176,0,-14918
1983:Q3,3828,11843,56004,2160,3860,0,3308,264,728,2316,840,0,0,32476,0,13360,8644,4716,49320,27820,0,16648,6184,10464,0,0,11172,1276,9896,21500,21500,0,-14699
1983:Q4,4404,12455,57232,3832,1764,0,3568,284,784,2500,1104,0,0,33588,0,13376,14128,-752,49576,20296,0,15636,3396,12240,0,0,4660,2388,2272,29280,29280,0,-15707
1984:Q1,4817,13137,2440,8556,-6152,0,-1568,-124,-344,-1100,-1704,0,0,-16396,0,19704,12680,7024,-4840,15704,0,-10564,13508,-24072,0,0,26268,-156,26424,-20544,-20544,0,-15600
1984:Q2,5150,13857,1692,9492,-8176,0,-904,-72,-200,-632,-1320,0,0,-10920,0,13520,18216,-4696,-4720,12824,0,39900,18080,21820,0,0,-27076,-668,-26408,-17544,-17544,0,-15119
