1947:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1947:Q4,5167,5167,0,0,5167,566,0,0,-41,25,3523,0,11,68,952,8,2,0,0,0,53,0,0,ND,ND,ND,ND,ND,ND
1948:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1948:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1948:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1948:Q4,5155,5155,0,0,5155,517,0,0,85,50,2949,0,26,77,1446,9,5,0,0,0,-9,0,0,ND,ND,ND,ND,ND,ND
1949:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1949:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1949:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2010:Q2,-60041,-70153,-9838,19950,-60041,10672,-920,1500,2928,-7852,-82004,-56,-5752,3186,-356,628,292,3792,229010,-159532,-47247,-8332,50100,-41628,-21156,-52,-3624,-4856,-11940
2010:Q3,-174287,-208231,-4614,38558,-174287,10684,-940,1500,2852,22616,-56951,-48,-1436,-45,568,-896,420,-131894,171854,-157384,-34740,-448,47600,-53600,-37476,132,-6040,-3456,-6760
2010:Q4,-20731,-48871,-4902,33042,-20731,-3448,-896,1500,4036,18280,28867,-156,-1316,-1131,2676,-132,-952,-19095,176232,-180868,-45007,680,39900,-76944,-52244,-28,-8328,-5256,-11088
2011:Q1,-63588,22928,-4707,-81809,-63588,-3448,-328,-2092,664,-2216,-196572,-52,-5384,4812,-724,-916,-448,78701,190387,-140732,-31033,45792,41300,-69600,-54004,-20,-6612,-3984,-4980
2011:Q2,-93894,-79926,-4085,-9883,-93894,-3448,-292,-2088,3076,-7564,-55454,80,-2220,3092,152,-240,204,-50236,157507,-122768,-11114,-2580,40800,-58348,-45948,-60,-6464,-2404,-3472
2011:Q3,-151223,-143663,-2659,-4901,-151223,-3448,-208,-2092,2472,-4436,18535,800,-1144,1984,384,-380,3200,-179248,140784,-110008,-18675,256,36800,-44392,-34468,16,-4516,-2444,-2980
2011:Q4,-38307,-33979,-2002,-2326,-38307,-3448,-296,-2088,1924,20476,75747,172,-684,8216,24,268,-1140,-115357,103074,-112672,-12750,228,36400,-42304,-29072,-64,-6512,-2248,-4408
2012:Q1,-72660,-91836,-1032,20208,-72660,-3448,-1140,-868,3324,-3580,2922,448,-1764,11154,3696,308,-2212,-52283,98493,-112768,-21138,6196,36700,-66976,-52860,60,-9444,-1788,-2944
2012:Q2,-70251,-94463,-49,24261,-70251,-3448,-1128,-872,1552,-3116,18272,-460,-1012,9080,3628,-152,-864,-125102,145327,-114680,-9552,12276,36600,-56072,-44980,-152,-6084,-1772,-3084
2012:Q3,-117853,-143013,72,25088,-117853,-3448,-1108,-868,928,15604,-2830,1044,-660,5036,3412,-196,-328,-102118,81189,-101400,-12750,640,37800,-52644,-43620,32,-4432,-2792,-1832
2012:Q4,-79244,-98328,-953,20037,-79244,-3448,-1024,-868,-1392,-9172,-27855,908,11532,8126,-2444,-200,144,-52537,89706,-97852,-1140,8272,32400,-66844,-56952,-104,-6128,-1776,-1884
2013:Q1,-15073,-25325,-1218,11470,-15073,-3448,856,360,4016,17320,-48750,-176,-264,8953,-528,-220,-1496,8287,93535,-75964,-18432,880,27900,-81604,-70752,160,-6712,-2004,-2296
2013:Q2,-30131,-49163,603,18429,-30131,-3448,1068,360,-2900,-3152,-133665,-792,-3444,15740,708,-232,-588,125959,95750,-123440,-8443,10388,26000,-58996,-46188,-68,-6028,-3964,-2748
2013:Q3,41736,22540,788,18408,41736,-3460,936,356,-2144,1968,-132381,-788,-36,25173,1708,-224,-2156,153199,110513,-91812,-20249,1132,22179,-51508,-48588,372,8,40,-3340
2013:Q4,23480,4996,844,17640,23480,-10604,940,360,5040,15092,-74639,-320,-524,24630,28,-176,-1516,68776,89618,-78668,-21996,7440,17067,-41272,-31368,-48,-2096,-1892,-5868
2014:Q1,9086,-21518,1659,28945,9086,-10604,1164,-136,1100,4172,22385,988,-2196,27873,2952,-124,1356,-32795,69166,-62256,-20302,6344,14798,-42396,-35976,16,-2160,-1696,-2580
2014:Q2,-4409,-36369,1973,29987,-4409,-10604,1148,-136,-816,-7532,27383,1028,-208,24990,2952,248,3052,-14743,34932,-70392,-5011,9300,13581,-19244,-16696,-8,1188,-1776,-1952
2014:Q3,-1687,-30943,1502,27754,-1687,-10604,1176,-136,1024,-16088,946,1976,-2704,27208,3672,280,-2616,15262,41890,-75788,-12354,25168,12148,-14564,-17084,-36,6348,-1884,-1908
2014:Q4,113559,86759,991,25809,113559,-10604,1188,-136,3864,13056,10670,2408,-632,27336,4800,-376,708,45140,57317,-49812,-1657,10288,12454,-20788,-19348,360,1296,-1448,-1648
2015:Q1,73610,35290,1991,36329,73610,-10604,14296,2540,3336,14220,86429,-460,-4036,30346,576,472,816,13129,1624,-54008,-21106,-3960,17981,-44688,-38520,-32,-1672,-1676,-2788
2015:Q2,198154,160882,2028,35244,198154,-10604,13976,2544,2204,-3852,34196,208,-792,36125,4728,-128,664,88264,91890,-72608,-13990,25328,12215,-27832,-26092,-12,3432,-1508,-3652
2015:Q3,148329,113105,1717,33507,148329,-10604,14136,2540,1876,-7912,6211,-984,-760,31375,4792,-128,336,67724,150663,-89336,-16892,-4708,9977,-33904,-32088,-4,3016,-1852,-2976
2015:Q4,207023,170015,2058,34950,207023,-10604,14116,2540,-428,18832,75124,-4200,-904,32786,7576,-132,-2012,22799,132123,-66464,-6412,-7716,10229,-28880,-28432,36,3388,-1396,-2476
2016:Q1,150897,110657,2052,38188,150897,-10604,-13632,-716,2092,3276,101559,-412,-632,4534,2436,20,584,21666,100511,-52896,-18657,11768,9567,-41456,-35476,-352,-1616,-1752,-2260
2016:Q2,244915,207183,1613,36119,244915,-10604,-13580,-716,696,3464,102713,-1168,-880,50260,3636,16,1092,57977,113170,-54976,-14704,8520,8138,-19932,-24876,-36,11732,-3068,-3684
2016:Q3,277502,235430,2490,39582,277502,-10616,-13592,-716,-256,13376,97417,-28,-572,43789,3452,16,12956,64391,104824,-68724,-11954,43740,7958,-39912,-36412,36,-384,-972,-2180
2016:Q4,265386,231962,840,32584,265386,-3488,-13656,-716,3508,5112,24284,192,-704,40389,5328,16,-5248,172162,144747,-78744,-20745,-7052,6189,-50536,-44680,16,736,-1412,-5196
2017:Q1,379018,329494,1080,48444,379018,-3488,1468,3032,-3760,9300,-5115,-100,-876,43565,2584,280,-5968,202302,169270,-25272,-14960,6756,7078,-38752,-43448,-48,2008,4224,-1488
2017:Q2,319213,272837,433,45943,319213,-3488,1544,3032,1988,704,65069,-52,-672,40798,3560,276,-3056,113514,144403,-42300,-14027,7920,7998,-21472,-27304,-32,10092,-716,-3512
2017:Q3,319654,268826,1352,49476,319654,-3488,1492,3028,-1332,4496,73266,-72,-452,42055,1624,280,-5924,98892,138646,-25628,-6482,-748,6484,-28320,-30400,-36,4520,-1216,-1188
2017:Q4,362315,314047,880,47388,362315,-3488,1488,3032,-284,15868,69716,-208,3236,41918,2264,276,3956,140192,111820,-22428,-10251,5208,5826,-25364,-27836,-88,6840,-1224,-3056
2018:Q1,302970,274522,1214,27234,302970,-3488,1152,376,-20,-9128,60233,16,-1448,51738,5916,-180,776,119444,116011,-23908,-1280,-13240,3814,-57244,-54288,-72,-3120,-1092,1328
2018:Q2,353550,325998,963,26589,353550,-3488,1168,376,-92,13880,-9152,1144,-1080,44897,6660,-180,2860,140661,122370,37532,-4802,796,5262,-31632,-40440,-28,10548,-68,-1644
2018:Q3,363189,331589,1743,29857,363189,-3488,1168,376,360,9592,65318,744,-1196,36510,6996,-176,4488,109979,127695,14244,-19733,10312,5860,-32688,-32624,-24,3908,-4,-3944
2018:Q4,267331,245219,-105,22217,267331,-3488,1164,376,428,-9548,11313,264,-1068,33879,6436,-180,-308,83393,126048,-8148,-6441,33212,4876,-17996,-26836,-36,10004,1124,-2252
2019:Q1,257264,241152,1015,15097,257264,-3488,1296,620,244,-880,32506,-216,-1220,30918,6524,-40,472,98282,85145,5576,-979,2504,4366,-36156,-41840,-28,1512,2772,1428
2019:Q2,347079,338215,-415,9279,347079,-3488,1296,616,-1080,-6632,80077,-4,-656,41041,4696,-40,-1024,119808,78794,14436,-4397,23636,4023,-18548,-28284,4,11488,-256,-1500
2019:Q3,325602,312266,499,12837,325602,-3508,1300,616,856,824,37384,88,-984,38419,7020,-40,216,183934,51991,-10228,166,17548,3613,-36388,-36468,-104,-1424,1656,-48
2019:Q4,268771,260159,-447,9059,268771,-3488,1016,616,132,3060,67929,-484,-832,56166,8224,-36,-1632,138840,88246,-57532,-1401,-30052,3688,-31544,-34744,448,2340,1652,-1240
2020:Q1,392446,291450,1276,99720,392446,-3488,4860,948,972,-6948,40023,-336,-656,70721,696,72,648,236346,106015,46924,-15579,-88772,2888,-23308,-18780,-192,-1296,-1612,-1428
2020:Q2,338698,257446,-873,82125,338698,-3488,4824,948,192,3672,-81198,424,1492,53933,-312,72,-1420,488984,-54802,-39444,-14866,-20312,1992,-77372,-61752,64,-10752,-1368,-3564
2020:Q3,630799,554175,-1466,78090,630799,-3488,4864,948,1856,6952,-15168,-608,1368,44086,-1036,72,416,671423,-42055,-42972,-14028,18168,2261,-61148,-52732,-292,-3796,-1348,-2980
2020:Q4,555761,474489,-916,82188,555761,-3488,4812,948,1696,3600,-165093,-340,-928,13856,2768,72,-912,844339,-72378,-82752,11549,-1988,1595,-73680,-60580,-520,-12140,-1812,1372
2021:Q1,651348,586208,633,64507,651348,-3488,5544,-632,900,3600,-153726,-700,-1384,28405,8048,72,528,847485,-28739,-53064,-12793,11292,1234,-79920,-64904,-4,-13192,-996,-824
2021:Q2,957052,879944,3035,74073,957052,-3488,5540,-632,3464,3600,-48841,16,-1796,56155,10288,68,-460,852228,67250,-9132,-1171,23964,1076,-39824,-39476,-68,2036,-1536,-780
2021:Q3,963462,881902,3930,77630,963462,-3488,5552,-632,3624,3600,160972,808,-1416,67704,12456,72,-444,614802,32593,35156,-19758,51860,971,-33984,-35604,-36,7804,-1916,-4232
2021:Q4,999322,933894,689,64739,999322,-3488,6388,-632,832,3600,144663,-224,-1432,77752,13308,72,-36,641237,70604,42144,-14182,18716,1272,-22948,-24364,-24,4212,1008,-3780
2022:Q1,1079178,1006470,3715,68993,1079178,-3488,-10740,1684,4800,3600,91349,-368,-1204,65616,17688,40,-68,773131,140519,27844,-24945,-6280,837,-37596,-17352,-24,-15284,-1724,-3212
2022:Q2,1096473,1022661,3769,70043,1096473,-3488,-10864,1676,8512,3600,384911,4,-756,109764,17588,56,572,384115,188164,21868,-10808,1560,953,61652,27208,40,37548,-456,-2688
2022:Q3,868452,807488,4355,56609,868452,-3488,-10816,1072,16328,3588,318430,-316,-384,114156,13760,52,1024,206803,205938,15404,-7326,-5772,898,56496,23316,-108,36276,-1144,-1844
2022:Q4,480736,442480,1746,36510,480736,-3488,-10756,1124,6388,3659,197398,-472,120,67816,15504,52,-1852,33316,178395,-13628,3640,3520,902,48376,17616,-4,31620,-664,-192
2023:Q1,378645,355025,518,23102,378645,-3488,-852,428,3044,3710,116882,-124,-344,59057,19524,52,196,36460,142907,14852,-18951,5292,858,11052,-7012,-4,19260,772,-1964
2023:Q2,394269,373637,-2603,23235,394269,-3488,-1240,696,1160,3826,31179,-300,-32,51851,21344,68,-1292,101316,186805,7720,-1301,-4044,843,35416,4536,-12,28508,3128,-744
2023:Q3,485102,466126,-2370,21346,485102,-3488,-1272,208,2972,4018,88033,-408,620,64934,23064,44,-328,81982,212671,13116,-6493,5428,1555,45088,10564,-4,34460,1852,-1784
2023:Q4,286384,271640,-1930,16674,286384,-3488,-2592,72,3916,4211,58018,-216,1000,26102,18400,52,-940,-1830,153921,10632,9129,9996,1033,46276,17488,8,24572,3296,912
2024:Q1,309162,279750,-1554,30966,309162,-3488,-1244,316,3596,4455,3709,-300,-1716,46565,18684,64,-588,45484,154941,46664,-20505,12524,1025,28056,904,-8,18820,10568,-2228
