1947:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1947:Q4,5167,5167,0,0,5167,566,0,0,-41,25,3523,0,11,68,952,8,2,0,0,0,53,0,0,ND,ND,ND,ND,ND,ND
1948:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1948:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1948:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1948:Q4,5155,5155,0,0,5155,517,0,0,85,50,2949,0,26,77,1446,9,5,0,0,0,-9,0,0,ND,ND,ND,ND,ND,ND
1949:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1949:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1949:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1974:Q4,29908,36472,-1313,-5251,29908,4508,-4,-68,4264,1492,13308,0,4,204,-824,-24,256,5844,3544,0,-2404,-192,0,ND,ND,ND,ND,ND,336
1975:Q1,31204,32000,-159,-637,31204,11328,-2104,-156,-416,1276,13308,0,-144,364,-1104,-272,-332,12,11128,0,-720,-964,0,ND,ND,ND,ND,ND,336
1975:Q2,34540,32088,490,1962,34540,-2960,-16,-92,4752,564,25580,0,60,104,-1540,-140,-100,2332,6124,0,824,-952,0,ND,ND,ND,ND,ND,308
1975:Q3,41672,40868,161,643,41672,-1048,-32,60,5652,464,27748,0,32,1000,-1640,-120,-60,4680,4540,0,1500,-1104,0,ND,ND,ND,ND,ND,1516
1975:Q4,47804,53948,-1229,-4915,47804,3620,88,200,6212,772,29184,0,28,452,-1460,-112,-988,2948,7412,0,224,-776,0,ND,ND,ND,ND,ND,1472
1976:Q1,63528,58348,1036,4144,63528,14888,-2224,204,1724,232,38972,0,200,584,-1720,-84,-80,520,9444,0,1020,-152,0,ND,ND,ND,ND,ND,384
1976:Q2,49804,46428,675,2701,49804,-4736,-744,272,-4916,1204,48496,0,196,-76,-1220,-60,-44,-832,11708,0,732,-176,0,ND,ND,ND,ND,ND,256
1976:Q3,62012,59580,486,1946,62012,-4692,-516,424,572,728,52832,0,64,1064,-1628,-60,-124,2736,11544,0,-740,-192,0,ND,ND,ND,ND,ND,240
1976:Q4,67324,66180,229,915,67324,2476,-316,560,-340,1100,48796,0,56,456,-1440,-104,156,-440,14976,0,1600,-212,0,ND,ND,ND,ND,ND,0
1977:Q1,81356,77264,818,3274,81356,16556,1524,208,-236,8,50676,0,144,588,-1516,-40,-220,-3096,17984,0,-1112,-112,0,ND,ND,ND,ND,ND,1308
1977:Q2,91500,80400,2220,8880,91500,-6616,1296,288,2896,-904,80564,0,144,-532,-1100,16,208,3244,10596,0,1520,-120,0,ND,ND,ND,ND,ND,1284
1977:Q3,98536,92380,1231,4925,98536,-7216,1064,480,3388,648,78312,0,-204,916,-1584,-104,-28,740,17712,0,4532,-120,0,ND,ND,ND,ND,ND,1056
1977:Q4,99416,93652,1153,4611,99416,1100,1128,648,3788,1060,73236,0,-132,228,-1192,148,316,1064,16632,0,1520,-128,0,ND,ND,ND,ND,ND,1400
1978:Q1,100080,98756,265,1059,100080,21836,768,732,128,1736,57552,0,212,776,-1292,260,52,6592,9448,0,1328,-48,0,ND,ND,ND,ND,ND,1904
1978:Q2,101152,95368,1157,4627,101152,-3668,432,780,3388,1484,76276,0,264,-224,-800,164,8,7992,10572,0,4532,-48,0,ND,ND,ND,ND,ND,2404
1978:Q3,119024,111408,1523,6093,119024,-1260,188,908,3964,2576,82520,0,56,-764,-236,296,224,10872,12156,0,7592,-68,0,ND,ND,ND,ND,ND,2648
1978:Q4,124636,119816,964,3856,124636,7124,296,1016,2468,2148,76904,0,60,-940,1112,248,-728,10640,17288,0,7032,-32,0,ND,ND,ND,ND,ND,2924
1979:Q1,121652,123032,-276,-1104,121652,24820,1340,900,2956,3328,53852,0,60,1008,236,252,96,13700,18400,0,772,-68,0,ND,ND,ND,ND,ND,2092
1979:Q2,113608,104888,1744,6976,113608,-3136,1172,824,2668,3788,74272,0,60,-848,-104,-56,168,7896,18108,0,8868,-72,0,ND,ND,ND,ND,ND,1892
1979:Q3,123548,117648,1180,4720,123548,-712,1292,640,2244,5024,69216,0,60,-20,1524,476,396,5748,26024,0,11704,-68,0,ND,ND,ND,ND,ND,2932
1979:Q4,104908,120380,-3094,-12378,104908,4572,1076,496,1408,6564,48828,0,60,2220,5176,632,496,9400,24532,0,-484,-68,0,ND,ND,ND,ND,ND,3036
1980:Q1,98268,95028,-152,3392,98268,4928,6244,-468,3816,6724,34992,0,80,5784,3996,156,548,12796,20368,0,-1680,-16,0,ND,ND,ND,ND,ND,2664
1980:Q2,56484,62628,-1229,-4915,56484,-984,7440,-128,2512,7800,14500,0,80,580,2644,276,508,5792,15304,0,180,-20,0,ND,ND,ND,ND,ND,2608
1980:Q3,105264,97956,662,6646,105264,6912,7888,712,1796,9012,46440,0,80,-1164,744,240,372,3044,22132,0,7076,-20,0,ND,ND,ND,ND,ND,956
1980:Q4,110188,105268,984,3936,110188,9956,8012,1388,2712,8100,53320,0,80,972,-188,264,324,8888,16984,0,-604,-20,0,ND,ND,ND,ND,ND,2512
1981:Q1,76964,72352,122,4490,76964,18824,-608,2168,2712,8036,28996,0,80,-244,-576,276,412,1168,12552,0,3164,4,0,ND,ND,ND,ND,ND,3700
1981:Q2,86844,85868,195,781,86844,21928,-6112,2428,2240,6772,39680,0,80,-1916,-1000,60,220,2296,14408,0,5760,0,0,ND,ND,ND,ND,ND,3432
1981:Q3,58632,58876,-849,605,58632,9076,-8032,3076,2720,4496,23912,0,80,-1280,-692,24,244,9564,13512,0,1928,4,0,ND,ND,ND,ND,ND,52
1981:Q4,47772,50852,-616,-2464,47772,20116,-8976,3596,1884,3984,6424,0,80,-396,-700,-32,356,7176,16652,0,-2392,0,0,ND,ND,ND,ND,ND,604
1982:Q1,61048,54152,-221,7117,61048,37084,-16292,2500,1296,2388,-5416,0,-128,-1344,-428,0,116,5232,34896,0,1156,-12,0,ND,ND,ND,ND,ND,956
1982:Q2,44940,36508,86,8346,44940,5012,5044,2296,1588,2256,-20376,0,-252,-980,-2508,1116,208,10156,36932,0,4460,-12,0,ND,ND,ND,ND,ND,2524
1982:Q3,40520,33344,635,6541,40520,4832,-3108,1800,1844,3400,-39340,0,-280,-600,1628,1564,-8,15420,52804,0,576,-12,0,ND,ND,ND,ND,ND,488
1982:Q4,71440,65704,347,5389,71440,32508,-7196,1392,1084,3920,-48984,0,-220,-1076,-492,788,-40,10496,72724,0,6552,-16,0,ND,ND,ND,ND,ND,-216
1983:Q1,95456,87980,695,6781,95456,5828,1300,1044,-668,4656,1756,0,-60,1720,-1316,-2144,176,7648,70504,0,5060,-48,0,ND,ND,ND,ND,ND,400
1983:Q2,102072,95416,531,6125,102072,-8752,-956,1248,1648,4876,23328,0,40,2520,-2248,972,-184,9556,65460,0,4616,-52,0,ND,ND,ND,ND,ND,928
1983:Q3,128536,115052,1897,11587,128536,-23784,7508,1756,1508,4492,61508,0,60,1368,-1304,-504,-20,4820,72180,0,-1000,-52,0,ND,ND,ND,ND,ND,804
1983:Q4,138272,122388,2377,13507,138272,4764,644,2160,504,6596,57180,0,100,1172,-860,-264,0,15452,52216,0,-1340,-52,0,ND,ND,ND,ND,ND,1792
1984:Q1,154060,145764,859,7437,154060,34252,-3916,3648,252,5544,47772,0,100,4444,-1676,2512,-32,15536,43968,0,1632,24,0,ND,ND,ND,ND,ND,-1508
1984:Q2,139376,120136,3848,15392,139376,-4772,-4096,3492,40,5308,93176,0,160,3432,-1984,-480,-88,6236,29324,0,9604,24,0,ND,ND,ND,ND,ND,2120
1984:Q3,114792,111436,-129,3485,114792,-5944,-8100,3104,-1144,4488,69632,0,100,2016,-980,1016,-96,5880,45996,0,-1196,20,0,ND,ND,ND,ND,ND,3968
1984:Q4,135468,132980,498,1990,135468,-776,-1856,2804,3340,6440,40780,0,140,2720,-156,712,-12,15312,54768,8000,3248,4,0,ND,ND,ND,ND,ND,3192
1985:Q1,202928,193140,1158,8630,202928,84496,7000,1652,816,5908,29644,0,144,868,-316,1212,-28,20632,56572,2164,-7860,24,0,ND,ND,ND,ND,ND,1356
1985:Q2,142852,126472,2476,13904,142852,-8396,-472,1220,200,5440,39884,0,72,3308,712,-940,-136,13220,66668,7264,14764,44,0,ND,ND,ND,ND,ND,3776
1985:Q3,176252,215280,-8606,-30422,176252,-28292,3300,152,1552,6232,64736,0,48,4140,864,-716,-140,7692,88808,2368,25468,40,0,ND,ND,ND,ND,ND,832
1985:Q4,198368,191928,488,5952,198368,-6796,5056,-700,992,5960,62992,0,56,5892,-3192,3360,-100,27308,98172,9820,-10644,192,0,ND,ND,ND,ND,ND,4432
1986:Q1,174568,158220,-1322,17670,174568,52600,5308,-2000,-648,7212,-3148,0,40,10020,984,-312,-376,-488,98644,5824,860,48,0,ND,ND,ND,ND,ND,3244
1986:Q2,201048,162020,1607,37421,201048,-21512,-2380,3600,-72,4564,34516,0,40,4992,-320,-204,-564,-10420,137504,8660,42596,48,0,ND,ND,ND,ND,ND,1876
1986:Q3,257324,237100,896,19328,257324,-14336,1908,2800,-980,2604,42228,0,40,7668,2580,-820,-648,-3844,183236,9580,25288,20,0,ND,ND,ND,ND,ND,2772
1986:Q4,182464,240152,-1156,-56532,182464,-15428,9696,-3528,2200,1304,37504,0,100,10276,-1280,-604,-684,-8032,216664,-53660,-11932,-132,0,ND,ND,ND,ND,ND,4864
1987:Q1,259476,228192,3902,27382,259476,74632,13588,-2848,-700,736,10260,0,92,11372,-528,-6660,320,-8092,168056,7532,-8332,48,0,ND,ND,ND,ND,ND,4924
1987:Q2,261868,252584,-1022,10306,261868,-5216,3844,-4536,-600,-1324,96244,0,140,9980,-84,-1836,-372,-10600,154244,11776,10204,4,0,ND,ND,ND,ND,ND,3868
1987:Q3,217596,199660,1254,16682,217596,244,13052,-3124,-12580,1136,88340,0,152,9792,-56,-984,776,4944,123768,23272,-31112,-24,0,ND,ND,ND,ND,ND,4744
1987:Q4,224120,207648,395,16077,224120,1376,-14792,1444,648,4108,127416,0,184,11044,3860,-816,408,1336,87420,2152,-1760,92,0,ND,ND,ND,ND,ND,2820
1988:Q1,191140,193252,-839,-1273,191140,40508,-11476,-8744,272,3756,124184,0,200,7316,-12188,872,424,12916,28456,5764,-1180,60,0,ND,ND,ND,ND,ND,3808
1988:Q2,246940,232808,2298,11834,246940,-9684,-16732,46240,72,740,84820,0,200,8948,752,1152,100,10720,66800,6032,46772,8,0,ND,ND,ND,ND,ND,3408
1988:Q3,227620,213732,2288,11600,227620,-6932,19128,-14728,-340,0,139252,0,200,7420,644,1520,-692,-2360,97268,8132,-20996,104,0,ND,ND,ND,ND,ND,352
1988:Q4,229256,222732,819,5705,229256,-1472,2988,352,1176,5448,99528,0,200,9068,3048,2172,-120,3540,90316,8332,4520,160,0,ND,ND,ND,ND,ND,1728
1989:Q1,156209,155821,-286,674,156209,3124,-4804,7584,1,4648,50138,0,200,14019,404,3448,-1840,-2688,94904,4648,-17529,-48,0,ND,ND,ND,ND,ND,2604
1989:Q2,208477,205153,242,3082,208477,10516,12512,-8960,787,6040,54249,0,200,6846,992,1228,656,6078,89839,3368,24143,-16,0,ND,ND,ND,ND,ND,5636
1989:Q3,255133,246909,1090,7134,255133,10068,13256,-10296,349,4740,39856,0,200,3451,1112,3572,592,9872,126423,-12736,64701,-28,0,ND,ND,ND,ND,ND,2252
1989:Q4,285626,291622,-1779,-4217,285626,12272,14780,-10440,-39,3368,21389,0,200,2828,1748,2232,772,7046,169625,38560,21253,32,0,ND,ND,ND,ND,ND,-63264
1990:Q1,231576,208400,4063,19113,231576,12896,6944,-8368,15437,2488,66309,0,224,5778,1436,-1312,112,9775,138081,-20640,2431,-16,0,ND,ND,ND,ND,ND,4096
1990:Q2,244460,218444,4673,21343,244460,10612,8376,-904,23322,2968,10799,0,296,4066,1580,764,220,-8386,154803,18792,17160,-8,0,ND,ND,ND,ND,ND,3084
1990:Q3,186784,191792,-1445,-3563,186784,11492,3408,76,17344,3964,-24780,0,216,7393,1808,384,-156,5429,138105,17588,4518,-4,0,ND,ND,0,ND,ND,3196
1990:Q4,169873,181629,-2726,-9030,169873,10056,3848,-1012,10379,4932,-65860,0,-12,5895,1100,252,140,14546,158149,31076,-3633,16,0,ND,ND,0,ND,ND,1760
1991:Q1,177040,197604,-4614,-15950,177040,3552,3596,-1752,6013,3584,-17912,0,124,707,-3968,-1328,624,13193,128904,17604,24318,-220,0,7700,8800,0,1408,168,-2676
1991:Q2,213737,221669,-2190,-5742,213737,7124,5712,-1988,7428,968,-33956,0,-180,6632,-916,-1772,-288,10897,141798,52260,19926,92,0,15852,12308,0,1680,276,1588
1991:Q3,74801,81181,-1518,-4862,74801,2176,2628,1732,11694,2168,-92650,0,-188,7770,-1860,-1220,1056,1609,154321,47796,-62158,-72,0,6228,4888,0,760,328,252
1991:Q4,191493,197417,-1759,-4165,191493,-6996,204,-596,-28549,1284,-13373,0,72,1559,-4984,-1556,-504,19255,132043,34752,58890,-8,0,-544,-816,0,1060,392,-1180
1992:Q1,193878,196786,-1140,-1768,193878,-6900,740,-1304,5210,-764,9143,0,620,-6663,4796,-864,-1544,30106,94849,40292,26244,-84,0,-11060,-12384,0,-256,412,1168
1992:Q2,108649,114773,-1494,-4630,108649,-6808,552,-948,-1646,-1480,-71287,0,1072,13495,-1532,-1028,1272,16606,159564,39556,-39454,716,0,-1892,-1808,0,-680,464,132
1992:Q3,179339,184651,-1646,-3666,179339,-6720,-860,1624,-9288,936,-22719,0,1208,-1367,-120,-572,-616,24959,101007,61448,29283,1136,0,4940,1452,0,744,632,2112
1992:Q4,187688,195880,-2147,-6045,187688,-9108,-1612,2900,3669,-1124,-7925,0,1024,6231,-1224,-772,-320,49716,115921,40836,-11757,1232,0,-11536,-8500,0,-3204,588,-420
1993:Q1,83379,98263,-3221,-11663,83379,-8908,-5128,-2512,-4924,-468,3779,0,1356,2320,-5280,96,-148,22095,115601,14624,-50104,980,0,-6140,-5788,0,-348,448,-452
1993:Q2,200727,198151,-46,2622,200727,-9008,-5380,-780,-10023,-14024,58078,0,1408,1535,-64,-284,260,72379,13441,31696,60056,1436,0,-520,2164,0,-1176,600,-2108
1993:Q3,179046,170134,1184,7728,179046,-9108,-5292,-540,-5783,-3500,16456,0,1208,884,-1452,436,-44,35701,114365,40640,-6132,1208,0,-4256,-3288,0,-608,716,-1076
1993:Q4,163390,159086,344,3960,163390,-9108,-4840,-1168,-3007,-5404,53099,0,648,3037,-4040,-304,168,30007,100990,15576,-12996,732,0,-16008,-13648,0,-2896,548,-12
1994:Q1,174598,169634,179,4785,174598,-8912,1496,-1532,-6691,-2964,-32783,0,500,6683,-268,496,264,23657,192026,46868,-46725,2484,0,-6704,-6284,0,-1000,860,-280
1994:Q2,170883,161315,1138,8430,170883,-9008,1884,2708,-676,-212,65205,0,76,2083,152,896,584,5802,128489,5640,-36416,3676,0,21568,18220,0,1680,516,1152
1994:Q3,163424,146176,2540,14708,163424,-9108,2004,384,2117,3908,81256,0,312,4727,88,876,412,-6424,86143,4588,-11651,3792,0,20040,12896,0,4040,524,2580
1994:Q4,201053,189941,1274,9838,201053,-9108,1840,1364,-5052,4188,141286,0,1644,7478,452,-132,452,-11139,54556,3316,8793,1116,0,10772,7140,0,1652,504,1476
1995:Q1,159867,151291,-899,9475,159867,-8908,1168,-1168,-2179,4968,91353,0,272,8789,572,664,516,-1187,57123,11988,-6925,2820,0,11300,4792,0,3964,608,1936
1995:Q2,177905,163825,-167,14247,177905,-9008,1168,-528,-7278,4148,74591,0,2012,-2075,720,664,488,4545,62241,12188,32177,1852,0,29848,26100,0,828,624,2296
1995:Q3,185669,164461,1327,19881,185669,-9108,1148,-848,-2497,1892,65118,0,44,3904,1352,664,516,13489,99498,1688,6316,2492,0,17436,10852,0,3552,516,2516
1995:Q4,148115,136683,-720,12152,148115,-7964,1172,-536,-5991,3260,9230,0,1472,5225,-944,668,536,4872,156392,17164,-36541,100,0,4096,3884,0,-308,716,-196
1996:Q1,270914,254174,651,16089,270914,-8924,-15228,-596,-7316,1324,68384,0,520,9911,-1620,664,536,-17474,142923,29260,67481,1068,0,1264,-2996,0,1244,884,2132
1996:Q2,235818,210954,2387,22477,235818,-8924,-6584,-840,-1956,1564,52591,0,940,8426,-1528,664,556,-613,152716,28528,10393,-116,0,40956,31624,0,1504,928,6900
1996:Q3,194982,164022,3646,27314,194982,-8924,-7568,-284,-2776,3440,71107,0,1236,5562,-3008,664,568,-3987,122638,22580,-6262,-4,0,23580,14168,0,-636,868,9180
1996:Q4,191287,191275,-2231,2243,191287,-8924,-7892,-320,1060,3296,54089,0,-216,12345,-1596,296,584,-4242,123259,6024,10204,3320,0,34552,19392,0,8312,604,6244
1997:Q1,252205,238793,-2580,15992,252205,-8924,4904,-1048,-5272,2556,84776,0,-616,8805,-124,800,604,-12799,125319,36876,13504,2844,0,24936,14728,0,3892,1104,5212
1997:Q2,195188,182624,1621,10943,195188,-8924,5344,-408,132,2928,107524,0,-244,7668,620,848,620,-8366,76358,17984,-12761,5864,0,48192,39064,0,3012,928,5188
1997:Q3,318810,288478,1187,29145,318810,-8924,5596,-568,-2572,3960,73953,0,400,12868,-300,924,640,-3205,92138,58776,80752,4372,0,39120,26404,0,3936,1644,7136
1997:Q4,172841,154417,1012,17412,172841,-8924,5716,-444,504,3188,32447,0,736,10311,772,532,664,5614,143249,40152,-71983,10308,0,25468,13076,0,3264,1520,7608
1998:Q1,373982,320766,770,52446,373982,-8924,-2512,2720,-876,3360,156360,0,1140,10341,-1300,180,1412,9400,99437,60720,36120,6404,0,4164,-2964,0,1048,1764,4316
1998:Q2,317445,269053,1146,47246,317445,-8924,-2492,2720,-532,3976,-17300,0,1536,10662,-672,212,2572,-2624,233983,74932,8909,10488,0,14780,10836,0,884,2320,740
1998:Q3,301353,241569,2387,57397,301353,-8916,-2708,2720,-376,-18536,-3267,0,920,7784,-1216,596,1048,-2931,222154,80116,25053,-1088,0,16656,2576,0,1644,2320,10116
1998:Q4,440639,381707,1181,57751,440639,7092,-2948,2720,676,14936,117567,0,636,12685,1196,-568,1164,18682,172887,56492,50090,-12668,0,16204,3080,0,-620,2004,11740
1999:Q1,462378,419442,1398,41538,462378,7092,-6624,-852,-1020,2360,6994,0,-2076,11335,1580,712,492,-16278,384372,48556,31490,-5756,0,4708,-668,0,2180,1832,1364
1999:Q2,388207,340119,1952,46136,388207,7092,-6820,-852,-848,920,50555,0,2364,13987,1772,712,1504,-12490,265354,45212,20981,-1236,0,10264,4808,0,964,1840,2652
1999:Q3,466258,410302,2882,53074,466258,7092,-7072,-852,1280,744,191802,0,1068,15756,816,712,-144,-6679,221627,12864,26780,464,0,50392,31752,0,8164,1180,9296
1999:Q4,384713,338465,2312,43936,384713,7092,-7660,-852,-960,5548,139205,0,1040,13991,-3504,712,2344,-6182,186974,20868,32893,-6796,0,32280,29792,0,3420,1188,-2120
2000:Q1,395260,359388,1982,33890,395260,7092,1108,-236,-216,816,205188,0,1440,15824,-1984,1056,-1820,10393,126202,2376,41604,-13584,0,59764,50420,0,9276,-1360,1428
2000:Q2,431470,384186,2177,45107,431470,7092,1284,-236,-144,-1572,202936,0,2204,15368,-248,1048,736,25514,145075,5692,28272,-1552,0,83980,63608,0,7732,5008,7632
2000:Q3,450073,404473,2608,42992,450073,7092,1328,-236,-1988,292,115653,0,1548,9171,-440,1212,-3740,13110,221707,52920,33265,-820,0,75348,57012,0,9276,1484,7576
2000:Q4,423055,385879,1139,36037,423055,7092,1292,-232,-364,-2132,523,0,-1036,10937,-896,1148,456,15488,270520,63376,54835,2048,0,75292,63164,0,2904,3216,6008
2001:Q1,503244,454160,3475,45609,503244,7092,1532,1208,-428,-1288,170381,0,-8128,13706,-488,-3564,-200,14234,148025,71924,88322,916,0,14048,4156,0,2744,4024,3124
2001:Q2,619699,574759,2646,42294,619699,7092,1564,1212,-612,2384,68101,0,1772,13766,880,-3408,-1696,20165,413198,67820,28558,-1096,0,68528,54884,0,3180,2900,7564
2001:Q3,618321,572889,1558,43874,618321,7068,1700,1212,-1012,-4524,-28276,0,532,23596,624,-2856,648,13975,482624,87016,33491,2504,0,49360,30588,0,12396,2176,4200
2001:Q4,470928,430754,720,39455,470928,6088,1340,1208,-320,1692,131634,0,2100,11812,380,-2380,188,38271,247725,89496,-59171,864,0,-7956,25432,0,-1460,-1336,-30592
2002:Q1,695509,655605,-168,40072,695509,6088,1872,-224,-656,-3172,-63413,0,92,26047,-96,-2236,-44,25614,512401,123028,68904,1304,0,52848,44020,0,-2848,8676,3000
2002:Q2,619139,574439,764,43936,619139,6088,1888,-228,-1572,-3352,90258,0,1728,13250,688,-1996,2524,27821,347222,104032,22917,7872,0,102076,84136,0,9852,952,7136
2002:Q3,807280,749144,1949,56187,807280,6088,2148,-228,-548,-4756,375592,0,2124,9342,12,-1528,968,47929,162314,86392,108462,12968,0,81056,56880,0,5764,4032,14380
2002:Q4,903356,845487,218,57651,903356,6088,1652,-224,-884,0,429840,0,1976,16585,-4952,-1576,584,80924,238778,12800,103313,18452,0,11176,-4060,0,-704,-3300,19240
2003:Q1,700980,714352,1456,-14828,700980,6088,1176,44,-1064,-136,180000,0,3640,20408,-304,-1488,-2352,95686,273336,99536,32182,-5772,0,63704,65592,0,-2244,532,-176
2003:Q2,850716,915640,1710,-66634,850716,6088,1192,40,-984,5264,267921,0,2164,10740,-1996,-1304,3696,120126,264341,59648,86741,27040,0,79064,54176,0,4216,-316,20988
2003:Q3,899505,959173,1802,-61470,899505,6088,1044,44,-988,6412,247747,0,1708,27105,1292,-944,3032,139422,277103,125128,39987,25324,0,92228,77248,0,3764,1212,10004
2003:Q4,814059,907279,2761,-95981,814059,6088,1276,40,-392,13768,111800,0,2580,25539,7916,-752,-10428,21478,418268,210004,-20509,27384,0,135612,122288,0,9152,2952,1220
2004:Q1,860486,736518,4118,119850,860486,6088,13716,1640,-540,10164,410492,0,2236,21566,140,-784,-4348,-10955,8342,296320,85069,21340,0,102204,75684,0,7152,8252,11116
2004:Q2,1084782,1001294,3998,79490,1084782,6088,13668,1640,-584,-7040,370185,0,4380,31737,-204,-36,4484,-13406,77625,369408,186593,40244,0,221948,169252,0,14740,7176,30780
2004:Q3,1012888,925676,5582,81630,1012888,6072,13932,1636,-436,25892,370860,0,3516,24699,-92,4,-4288,-15663,54778,477616,59122,-4760,0,222280,188904,0,17392,2660,13324
2004:Q4,1109392,1054208,5083,50101,1109392,8000,13924,1640,-332,-21992,407919,0,3424,24938,-1272,-100,-776,-2044,34595,417312,76416,147740,0,183788,138816,0,9484,11852,23636
2005:Q1,945112,884784,6014,54314,945112,10000,980,1924,-480,1860,265601,0,19112,28029,-296,-72,-3384,-56911,88470,540200,22054,28024,0,118196,89852,0,6856,14884,6604
2005:Q2,1227370,1143846,8198,75326,1227370,8000,988,1924,-224,18628,350883,0,-292,24994,320,-44,-340,-50101,168734,593316,67012,43572,0,196400,156576,0,15008,16080,8736
2005:Q3,1229454,1150246,7596,71612,1229454,4000,984,1924,-600,31960,339788,0,756,27108,32,-40,-2988,-56653,150137,664772,30161,38112,0,123060,72304,0,15892,21788,13076
2005:Q4,1223564,1145848,8716,69000,1223564,-2000,1000,1928,-408,3492,201153,0,-16580,29652,-2712,-40,2512,-55312,268703,650708,151972,-10504,0,130428,64848,0,10272,26660,28648
2006:Q1,1252032,1151504,10310,90218,1252032,-8000,-4992,-556,-56,-15140,247564,0,-2164,28980,1624,-32,1128,-16966,337002,589520,63528,30592,0,128620,57120,0,8168,44168,19164
2006:Q2,1344127,1249711,8960,85456,1344127,-16000,-4972,-556,864,14632,347982,0,9424,30561,2868,-40,1652,14467,277891,584544,72507,8304,0,209868,148756,0,15628,38080,7404
2006:Q3,1024590,943834,7976,72780,1024590,-20000,-5128,-556,-92,18048,163073,0,-4332,28177,2232,-36,3144,10079,276149,517784,50101,-14052,0,147696,81008,0,16388,35184,15116
2006:Q4,710703,656763,5677,48263,710703,-16000,-5096,-556,-104,19400,54534,0,760,17938,5216,-104,-1452,7304,320010,406440,22409,-119996,0,119692,75208,0,3880,41040,-436
2007:Q1,812807,748279,6550,57978,812807,-14000,-10812,2676,-192,23804,20158,0,-2140,18621,-1804,-136,2036,-51675,499533,372504,-71270,25504,4317,57256,27776,0,336,29484,-340
2007:Q2,904844,859976,418,44450,904844,-12000,-10840,2680,324,-13088,207287,0,3036,28447,-672,-56,2412,15476,484020,290052,-48545,-43688,6000,89916,105180,0,7820,-8984,-14100
2007:Q3,799972,769712,3332,26928,799972,-12452,-10984,2680,244,23568,255242,0,1420,30303,-976,20,2584,42013,651637,-109352,-39504,-36472,8900,103504,116580,0,12992,-26744,676
2007:Q4,497689,483897,1183,12609,497689,-10000,-10972,2680,644,3144,95453,0,14828,33657,-220,-260,11240,-44718,866235,-324448,-100833,-38740,13100,48664,95212,0,7816,-29968,-24396
2008:Q1,358810,358758,-2974,3026,358810,-8000,-5284,-1072,456,-2548,134885,0,2152,36486,-1140,160,-2184,-63143,586525,-188300,-72453,-57728,20900,11268,38872,0,1524,-22696,-6432
2008:Q2,49869,99837,-10689,-39279,49869,25600,-4584,-1068,2412,-2604,-181651,0,44,39471,-992,116,-12220,28658,611896,-289764,-143478,-21968,32800,30404,72880,0,3236,-21056,-24656
2008:Q3,-22203,41245,-12660,-50788,-22203,35088,-4552,-1068,-3876,-8608,-225786,-76,1288,30680,-1312,332,-2324,-2739,501906,-225692,-95207,-20256,39300,-15588,7116,12,7424,-16692,-13448
2008:Q4,-272032,-183548,-14517,-73967,-272032,10672,-4640,-1072,612,-16236,-283747,-5732,2032,22275,292,-160,-3340,72368,310254,-234200,-56934,-84476,45300,14892,47580,-1608,6040,-19584,-17536
2009:Q1,151886,183570,-10796,-20888,151886,10672,-2396,-432,1740,-13416,139553,-3132,464,8481,704,1632,-668,-62745,353219,-145952,-32694,-103144,48300,-39432,-13288,324,-6696,-14640,-5132
2009:Q2,108115,151063,-12966,-29982,108115,10672,-2456,-436,772,34028,-105896,-3876,-316,5728,784,288,-1084,-24706,505035,-273788,-40478,3844,59900,-50628,-22880,-2408,-3692,-11328,-10320
2009:Q3,-85268,-16128,-13829,-55311,-85268,10672,-2460,-436,1056,19256,-368473,-15992,48,5138,1060,432,36,913,518840,-206516,-47811,-1032,66400,-55904,-33448,28,-4520,-8752,-9212
2009:Q4,26852,52436,-11970,-13614,26852,10672,-2456,-432,1712,12092,-151228,-1192,-1324,2065,96,512,-1032,-6266,405138,-188092,-52693,-720,65500,-41372,-18184,-172,-1548,-6076,-15392
2010:Q1,-288912,-298104,-7764,16956,-288912,10672,-912,1500,1252,14240,-103633,856,-1476,1534,-3388,-4,448,-158407,150759,-150252,-60766,8664,49500,-41688,-16068,108,-7468,-8460,-9800
