1951:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2015:Q4,2292,4939,13042,7057,-5645,-491,27692,-4449,425,5370,458,25888,18736,-74,18810,53,10668,-1254,-46,-656,4232,1289,3713,-52306,0,-31,959,-53234,16220,17964,-1037,913,-559,12749,35770,3986,919,-34777,3,4603,-199,-1047,-38137,-1744,-1901,211,-54,531,-915,51898,2606,-15297,-1882
2016:Q1,4188,5046,76190,-668,-663,144,48897,2415,6927,3989,3382,32184,11167,5587,5580,-360,-8743,-8835,99,-13981,10950,-783,6185,32781,0,1184,-1326,32923,92496,88310,65,3102,2120,23631,7434,4904,1105,45949,-5,-847,5870,4859,36072,4186,-1943,5252,877,15448,2041,32494,9674,4344,3060
2016:Q2,4946,5123,73201,11695,-6513,-113,43912,607,5620,2888,2611,32186,6480,-2595,9075,-44,-6241,483,80,-11467,10948,-782,6185,18578,0,820,-1324,19082,70585,72661,44,4695,520,30539,-2521,4903,-325,34806,-1,1747,5745,1521,25794,-2076,-1479,-1359,762,-2793,2364,31413,9672,4347,3062
2016:Q3,3966,5209,30600,-5669,-2082,-76,40491,1720,6727,2522,2473,27049,8722,546,8176,-7,-6879,-578,181,-10770,10950,-785,6184,-9082,0,-965,-1328,-6789,32051,34992,58,2355,687,19333,9326,4905,-1277,-395,12,367,2348,1259,-4381,-2941,-1102,-2207,368,208,1226,24596,9668,4340,3060
2016:Q4,3849,5301,-10480,-12968,-4496,-315,16258,-2433,1957,2500,843,13391,6990,-6578,13568,-18,-5192,-2282,0,-8135,10948,-782,6184,-16672,0,-1362,-1326,-13984,-27652,-22327,67,307,322,11174,-23272,4903,1578,-17406,14,5406,2736,26010,-51572,-5325,-1706,-2843,-776,-18624,-7228,14339,9671,4342,3058
2017:Q1,6805,5219,36897,1115,1695,4,31483,-867,1589,2166,1836,26759,9354,-2012,11366,109,-1143,1158,285,-21816,8552,1955,2772,1374,0,1374,976,-976,33996,38516,50,3008,-184,12266,7546,9378,-448,6900,-17,2558,6971,-3493,881,-4520,-4293,-603,376,-1314,3274,20532,4505,9044,846
2017:Q2,6293,5316,31192,8357,855,-130,12754,-2418,533,1125,1118,12396,14213,137,14076,-211,140,1703,-69,-16182,8551,1955,2774,-3518,0,422,976,-4916,38607,39642,613,40,176,7186,1483,9380,-1357,22121,8,3782,2259,-121,16193,-1035,-3336,1670,631,8392,-218,8815,4507,9037,845
2017:Q3,5119,5410,41899,419,1812,-68,28609,-1585,1466,2333,2046,24349,11164,3254,7910,79,-1910,-1071,5,-17503,8551,1953,2773,7086,0,57,976,6053,18892,21837,-581,850,-18,13068,-9801,9380,583,8356,1,7398,2968,3697,-5708,-2945,-3762,431,386,-23298,690,10666,4502,9041,843
2017:Q4,2646,5541,535,8153,-548,-253,13294,-3844,-4263,1563,1484,18354,9154,-383,9537,-191,-2551,1540,170,-20679,8550,1954,2774,-20832,0,-72,974,-21734,27708,29014,-337,2808,230,12907,330,9380,1408,2288,1,-1783,5865,7654,-9449,-1306,-4748,2302,1140,24278,-2510,23276,4503,9034,844
2018:Q1,84,5555,35743,-5395,-1749,-74,32265,-2607,571,5509,1789,27003,13526,-1278,14804,683,-10878,1199,346,-25558,-9038,25034,-188,15570,0,2434,1127,12009,37839,40594,-618,4134,-1160,11628,13587,3802,-211,9432,3,2697,10123,-3080,-311,-2755,-5007,2920,-668,-3374,3897,25715,17193,20295,75
2018:Q2,720,5677,38586,7066,2618,-13,21466,-2031,-1969,-2904,-822,29192,15601,-304,15905,-296,-10660,-10353,6,-18446,-9037,25036,-184,15782,0,-149,1127,14804,15708,13489,92,989,-1407,10906,7343,3804,-761,-7477,-13,1429,1830,1277,-12000,2219,-27,2377,-131,-27835,-6653,13018,17195,20294,75
2018:Q3,1010,5761,24237,-11176,-4049,222,26460,799,1185,2266,-652,22862,15456,-1427,16883,-71,-13433,-727,73,-21782,-9039,25032,-186,17457,0,847,1125,15485,18239,17390,2702,-185,-639,7700,-6693,3803,-273,10975,20,807,7268,7849,-4969,849,-1672,2337,184,-10749,765,4881,17189,20289,73
2018:Q4,10850,5849,33779,8998,9902,28,10519,-1209,-29503,-3359,-3024,47614,17100,1802,15298,-35,-9287,-1967,68,-21896,-9039,25035,-188,4541,0,-1233,1126,4648,16186,30577,555,1509,-950,12081,33033,3799,-1600,-17850,-8,-1846,7184,-10847,-12333,-14391,-6085,2079,-10385,-12592,-4416,28345,17192,20290,73
2019:Q1,12529,6146,21369,-1359,-2906,1182,38309,199,-5795,2800,315,40790,14122,-57,14179,-776,-7185,1956,92,-19313,1683,1923,1627,-7986,0,1460,824,-10270,19318,21575,-510,1144,368,6834,-6831,3359,688,16523,19,3379,5745,5064,2316,-2257,-5886,3206,423,4332,2613,10031,4882,3833,230
2019:Q2,14246,6276,58093,6985,4674,1365,40319,434,-4637,-93,-946,45561,8078,-908,8986,53,327,-1351,3,-22512,1683,1922,1623,14924,0,-695,825,14794,51437,51525,-383,40,457,8785,14970,3357,-815,25114,5,-457,3451,-1467,23582,-88,-3488,2989,411,1314,-60,21736,4888,3830,234
2019:Q3,15036,6361,93839,9599,5464,1038,46404,-1674,1757,317,-233,46237,17273,2158,15115,-520,2839,-752,301,-23081,1683,1922,1626,30043,0,874,824,28345,86050,87098,-2463,4044,624,16679,27884,3359,-208,37179,12,1056,3089,-4866,37888,-1048,-5152,3874,230,886,248,44963,4880,3830,229
2019:Q4,11030,6416,-15202,-11030,-3386,683,1510,-3471,2105,-4477,-65,7418,12680,-1901,14581,221,1447,-1851,168,-22585,1681,1922,1627,1711,0,-121,823,1009,-18720,-15381,-3334,2668,-107,2657,-8913,3359,926,-12637,-11,2052,6536,-925,-20289,-3339,-2979,-391,31,1096,-698,580,4881,3826,230
2020:Q1,8649,7669,248034,49968,30251,3285,55055,9744,-1976,-5208,-2114,54609,9757,4538,5219,-382,-5598,1425,804,-39959,1401,22904,5616,113507,0,2521,2201,108785,236420,247204,8051,19301,-83,45395,34578,22031,2587,115344,-158,6352,2181,1709,105260,-10784,-5653,632,-5763,-10635,1627,103987,28109,21917,-5382
2020:Q2,3755,7351,5265,4911,-3834,-1120,19234,-3634,1377,-10600,-1011,33102,1363,-2719,4082,281,-4544,-1246,967,-12967,1402,22901,5613,-27696,0,-953,2201,-28944,11323,9396,-4137,586,96,-2106,-16628,22030,1249,8306,0,4420,5570,5293,-6977,1927,999,928,0,2461,674,-7174,28106,21916,-5380
2020:Q3,2221,7601,42291,-16918,-11961,2191,77703,5689,7052,1158,-353,64157,1894,149,1745,-307,-759,-2478,289,-24907,1398,22902,5615,-12371,0,-410,2200,-14161,48065,51922,4243,-4700,-61,19788,18867,22029,-3500,-4744,0,8070,7356,7060,-27230,-3857,-2059,-1798,0,394,-258,50857,28104,21911,-5383
2020:Q4,-507,7860,77204,-4566,-6624,-2476,20907,-6611,-262,-7680,-531,35991,11588,-818,12406,-32,10045,125,485,-23346,1402,22902,5613,41181,0,-1090,2200,40071,106448,110503,-7108,309,3,21204,41555,22030,770,31740,0,4311,3743,6128,17558,-4055,-7938,3883,0,20877,1346,70168,28105,21913,-5384
2021:Q1,-258,8190,23379,-9496,-3003,-544,34060,-1401,-2079,-14804,-85,52429,3969,925,3044,64,-18273,187,780,-29648,5550,22129,2524,15080,0,2126,1029,11925,-5781,996,-1792,8585,-78,1859,-30654,16701,1253,5122,0,11111,3649,616,-10254,-6777,-5856,-921,0,-37608,4156,-19075,10040,34962,-781
2021:Q2,-1398,8440,20476,15269,6048,632,7363,2261,3092,-10613,-345,12968,11104,735,10369,-149,-27761,-128,138,-49858,5548,22130,2524,27616,0,-830,1030,27416,4294,5998,942,-3680,-319,15500,-33314,16703,-2427,12593,0,15430,1263,3034,-7134,-1704,-5206,3502,0,-26020,3098,-11901,10045,34963,-779
2021:Q3,-1043,8549,82320,-5969,-2132,1201,77265,3991,3383,-7678,1096,76473,17994,1932,16062,-147,-15118,419,61,-31930,5550,22128,2525,10473,0,-22,1029,9466,72244,81138,2137,-1431,-138,22649,28693,16700,-64,12592,0,10717,6494,729,-5348,-8894,-7426,-1468,0,-19669,2965,53252,10038,34959,-781
2021:Q4,-990,8749,77407,-8272,-3163,334,58031,2264,-7025,-9983,464,72311,18552,477,18075,-427,-17206,-454,335,-27480,5547,22128,2525,26957,0,196,1028,25733,55339,61884,250,3427,-311,7982,3858,16703,739,29236,0,3229,5582,3290,17135,-6545,-6108,-437,0,-31806,-3842,15162,10040,34956,-782
2022:Q1,1699,9200,85836,-8346,916,-1915,61217,-5289,-4213,-3475,1486,72708,21792,-1115,22907,-211,-926,977,557,-31659,-1408,26120,-986,19708,0,1759,-1214,19163,59117,66222,2880,11425,-1180,19199,15222,4081,-918,15513,0,14508,1899,653,-1547,-7105,-8846,1741,0,-34220,2313,57240,18751,30159,2123
2022:Q2,5510,9447,89985,3680,5742,-1866,39675,-5754,-3381,-6757,2887,52680,20255,54,20201,166,3648,-1118,-550,-23018,-1408,26120,-988,19647,0,-803,-1213,21663,52535,62761,1489,7379,-1717,20769,24377,4076,-1022,7410,0,2100,-2478,-252,8040,-10226,-7548,-2678,0,-41387,-6524,49729,18753,30158,2124
2022:Q3,4605,9690,123417,1244,1921,-358,61152,-1102,4678,1926,1517,54133,16180,3204,12976,-280,-2776,1079,-612,-18292,-1409,26120,-984,40432,0,13,-1216,41635,100261,105932,7710,3112,-892,20291,47968,4083,64,23596,0,-757,1659,1629,21065,-5671,-8175,2504,0,-28242,-6188,69608,18747,30152,2121
2022:Q4,4207,9800,40204,-430,1745,-1239,29844,-3942,-2315,-7947,-865,44913,13118,-668,13786,118,-3199,923,-416,-15307,-1409,26120,-980,-8684,0,-2442,-1214,-5028,3195,4288,3719,169,-960,11328,23873,4086,732,-38659,0,2469,1480,6646,-49254,-1093,-5902,4809,0,-42602,-2375,42577,18751,30156,2123
2023:Q1,4280,10027,82450,2474,2310,158,48532,1118,-2010,-2672,-1359,53455,12591,1137,11454,94,-21203,5992,-279,-32112,11400,22671,2038,27784,0,1021,-59,26822,106355,109574,-529,3293,-323,24737,54696,23328,480,3892,0,2065,6127,5330,-9630,-3219,-5808,2589,0,18157,1774,87422,8840,45582,-2018
2023:Q2,4406,10124,104250,12701,10150,547,22320,2453,2007,1101,-3022,19781,13242,-261,13503,-112,-15813,843,600,-24762,11400,22671,2039,48424,0,16,-60,48468,96782,102046,2204,-3484,-201,10921,54007,23330,-815,16084,0,2524,1893,2778,8889,-5264,-6794,1530,0,-13187,-2137,63541,8837,45581,-2016
2023:Q3,4477,10200,64945,-12265,-3230,276,20143,1048,-2091,-610,-1315,23111,13830,1256,12574,35,-13047,4325,360,-28142,11398,22669,2037,46556,0,689,-61,45928,47525,52561,-23,2745,-258,-1667,1115,23326,892,26431,0,3984,1374,1230,19843,-5036,-5673,637,0,-23143,-1013,2949,8838,45576,-2019
2023:Q4,4642,10369,54390,22034,17790,0,-3410,545,1125,316,-4109,-1287,5007,-2713,7720,94,-14994,-3341,99,-25196,11399,22669,2039,20200,0,685,-60,19575,40281,44941,-1988,-157,-288,-9021,4457,23329,569,28040,0,1180,4481,5711,16668,-4660,-5712,1052,0,-19837,226,2424,8835,45578,-2019
2024:Q1,4714,10527,73862,3488,-6720,82,78809,639,5055,6310,-1429,68234,15681,3677,12004,107,-11210,-1689,497,-33223,3921,8708,4336,11076,0,1592,1431,8053,87483,97830,546,5165,-1174,23932,15672,12420,575,40694,0,14194,9320,4971,12209,-10347,-11173,826,0,7807,2072,63713,11383,13955,39
