1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1993:Q2,40301,379,7921,101,8836,-3146,-223,452,399,2289,9609,0,-2746,16430,40301,7661,7810,57,280,465,25,246,-267,7715,0,599,9345,2194,4171
1993:Q3,52064,-6955,10374,43,6473,5865,-62,205,579,896,8494,2,8625,17526,52064,11101,17458,65,247,1469,4,719,-21,-1834,0,41,7687,9250,5879
1993:Q4,50031,6062,11001,70,10196,709,-119,-607,359,3992,4844,-26,-2292,15842,50031,10912,914,56,393,-34,5,124,-92,14779,0,126,11747,2069,9032
1994:Q1,44186,8438,10015,44,1767,-487,507,450,271,-157,10781,1,-3648,16203,44186,9967,15524,76,222,339,7,-1168,16,1529,0,-27,2288,9075,6337
1994:Q2,47542,2290,17011,78,5540,3100,291,28,702,405,327,0,1798,15971,47542,16389,15013,60,362,1582,9,93,248,-721,0,105,6213,3021,5167
1994:Q3,48224,18291,10863,85,6943,-4446,401,236,438,91,5989,6,-7962,17289,48224,10995,16107,60,396,1179,14,287,-115,-165,0,49,7708,-216,11925
1994:Q4,49937,9993,8902,75,1593,4369,401,737,415,965,3417,93,2347,16630,49937,8205,16816,-27,450,683,15,1802,427,913,0,-3959,2234,3713,18665
1995:Q1,74541,16447,11437,103,11589,7677,328,272,370,-869,11936,3,-5573,20821,74541,11738,18655,-27,312,730,-2,541,20,1215,0,-150,14320,14550,12639
1995:Q2,45554,13188,4845,29,9199,2204,1133,141,454,-369,3937,7,-4820,15606,45554,4696,14151,-30,277,1118,19,-18,248,265,0,59,10140,4812,9817
1995:Q3,59397,15708,2195,100,9994,1494,330,323,659,828,9745,6,-4267,22282,59397,3100,20149,-25,403,1404,15,951,-109,119,0,134,11095,6400,15761
1995:Q4,58991,10657,2247,51,3141,1096,-1118,731,500,1057,-993,-29,4450,37201,58991,1900,33111,20,526,624,25,2068,196,1146,0,36,2492,-1251,18098
1996:Q1,66867,15872,-3264,71,4810,1778,638,67,126,565,15452,7,1533,29213,66867,-2725,26365,-28,438,1266,-8,655,264,1435,0,-977,7068,13816,19299
1996:Q2,54249,21806,1508,101,11844,-1589,616,69,550,908,10577,31,-9054,16882,54249,1369,14025,14,377,970,8,624,189,1127,0,199,10769,11308,13270
1996:Q3,56414,9837,-854,397,4528,7206,478,407,310,-1468,9291,89,5200,20993,56414,-415,17376,-11,433,1663,11,663,224,718,0,623,5569,13628,15932
1996:Q4,72152,11771,-1739,67,4449,6632,3610,-319,464,1230,23782,-27,5263,16969,72152,-1789,10750,121,586,1066,5,1802,173,3654,0,-657,6214,26488,23739
1997:Q1,83887,19559,-8353,160,11225,15776,-231,550,646,1602,17459,-78,-6353,31926,83887,-7346,27287,3,427,1813,7,1691,711,411,0,382,12329,29059,17114
1997:Q2,48815,13150,-7260,288,11894,-2399,502,3080,475,-768,7569,18,-4292,26559,48815,-6032,21384,-5,411,1985,11,1567,123,1604,0,242,15416,-3351,15461
1997:Q3,69179,22075,-6174,177,10680,10178,2717,921,417,-3203,15107,48,-7147,23384,69179,-5344,20768,13,415,794,205,1655,87,461,0,-420,12112,19953,18481
1997:Q4,48033,21635,-255,206,1054,-3950,557,452,224,4155,9291,-52,-3811,18528,48033,-717,9720,-20,336,776,-180,530,773,5972,0,1051,2688,3694,23411
1998:Q1,93445,20665,-9720,38,13488,8608,394,164,1339,-746,24260,193,-4436,39198,93445,-8880,41246,26,385,2599,2,-545,574,-4237,0,525,14414,31598,15738
1998:Q2,43990,9327,-15468,320,12313,-8228,138,553,578,1727,6800,-26,3552,32404,43990,-15760,25876,277,444,895,31,1543,733,3309,0,194,15335,-3923,15036
1998:Q3,70151,3093,-3466,119,11891,14080,105,139,816,-1027,5393,-12,12822,26198,70151,-3634,23532,-11,413,43,41,1320,-618,2026,0,387,10536,17421,18695
1998:Q4,146482,86964,-11324,42,9755,738,2,1151,1320,2909,24987,-152,9697,20393,146482,-11584,16133,-253,338,3292,15,3611,-256,-3019,0,1894,33702,2145,100464
1999:Q1,94825,-3603,-8091,170,8697,-1799,89,195,1445,-4284,41113,-343,17298,43938,94825,-8159,38112,-17,394,1988,91,1457,177,1546,0,1805,10542,37391,9498
1999:Q2,152810,76854,-22992,160,-4254,11903,3635,8907,858,3821,9980,2843,24532,36563,152810,-22690,31299,5,456,1361,52,450,376,1631,0,1951,712,4592,132615
1999:Q3,91941,10923,-18904,48,3789,13775,5006,-94,1737,2049,3679,753,15721,53459,91941,-18660,47498,-6,329,2118,34,2235,585,747,0,1704,4981,15992,34384
1999:Q4,82992,45904,-23282,102,5825,-6527,801,1099,2022,4768,29835,-915,-6516,29875,82992,-21786,26883,5,272,2184,48,1448,318,7053,0,-6212,13493,10431,48854
2000:Q1,124633,29396,-7333,312,15682,22338,985,1726,1027,-2725,1022,122,13976,48106,124633,-6841,40355,15,330,3340,31,1082,769,621,0,2902,18389,19071,44570
2000:Q2,148896,77897,-9191,121,7443,122,1493,2845,137,372,11283,-160,225,56310,148896,-8545,49390,-28,397,1461,25,2432,433,-380,0,2838,10449,6564,83861
2000:Q3,107425,30232,5721,68,13620,4773,510,9086,364,-903,8400,111,229,35215,107425,5463,26882,9,316,4603,20,954,483,458,0,1922,26624,1636,38056
2000:Q4,149841,54748,-12417,64,10729,24517,2397,14444,701,14465,8055,-302,620,31821,149841,-12560,30940,39,395,3879,37,784,-506,-577,0,-2405,18434,19426,91956
2001:Q1,127548,20420,4085,32,13949,2431,2715,1540,777,4591,40537,68,924,35480,127548,6070,32840,-48,513,1357,57,626,545,277,0,122,38752,17183,29255
2001:Q2,86399,44559,-5956,114,10873,-4615,-2072,2153,890,1190,5645,-452,140,33931,86399,-4528,32435,478,470,1500,32,-120,-85,357,0,-132,18862,-13236,50367
2001:Q3,40823,10601,-6388,123,24203,-17041,788,857,742,-6466,-7798,-548,100,41650,40823,-6007,28661,14,335,1178,90,-104,198,-294,0,12437,24488,-26991,6818
2001:Q4,49721,14624,-9228,107,12005,1632,-1060,-2464,867,5754,7659,-656,-44,20525,49721,-8276,19145,7,303,373,45,-1834,775,-538,0,3223,5371,9491,21636
2002:Q1,34129,18291,-47034,275,6376,-5696,171,722,718,-385,16915,162,112,43502,34129,-47991,33549,-2,427,1500,96,4474,133,636,0,3682,6848,11291,19486
2002:Q2,89561,26425,-8302,682,17319,22820,3513,3009,286,62,-5946,-622,-85,30400,89561,-8517,24890,14,344,1015,105,1258,1844,-183,0,2081,18547,15511,32652
2002:Q3,67229,25752,-5494,-66,18207,-5837,843,2071,605,2104,-8252,165,44,37087,67229,-5811,33049,24,338,1164,39,-123,419,128,0,2588,15410,-10631,30635
2002:Q4,80230,23351,-10658,116,8999,9015,4882,-46,383,-1908,28202,502,-421,17813,80230,-10074,18394,17,282,1505,51,2598,323,118,0,-4976,23672,22577,25743
2003:Q1,87339,28963,-24623,125,11608,4100,-1114,1182,1213,15024,13279,-177,144,37616,87339,-25273,30589,41,352,3282,73,1382,137,-272,0,3370,17004,8264,48391
2003:Q2,88331,2069,24854,152,15728,-1269,1132,276,566,76,5523,49,-25,39200,88331,25567,33623,20,394,1526,86,2023,489,343,0,1414,25423,-5280,2703
2003:Q3,87233,16712,24861,89,2938,-2434,360,501,836,998,2736,585,4,39047,87233,24860,33629,60,284,1148,71,1869,421,454,0,2036,8664,-6311,20048
2003:Q4,125589,39028,8107,101,7843,11651,4020,-855,588,126,15403,-192,102,39667,125589,8321,33741,472,273,2704,15,-1242,445,1126,0,2822,13103,21480,42329
2004:Q1,139710,14659,-29943,131,19510,24283,464,1130,1816,3353,26085,2529,158,75536,139710,-31431,55874,93,306,4233,133,5616,-122,523,0,10827,42048,32134,19477
2004:Q2,157201,26416,32234,248,27383,-20773,-569,11786,1134,3188,3703,2511,-10,69950,157201,32152,57889,6,477,4015,57,2811,893,857,0,4327,39464,-30081,44334
2004:Q3,224397,21304,26683,1276,80685,25367,-1102,5137,27,2126,8197,216,-1,54483,224397,27555,47610,-8,819,2115,21,2945,838,387,0,1059,94632,8918,37507
2004:Q4,229014,40073,11011,1412,31081,16900,-1358,2472,-472,6325,27736,-236,129,93941,229014,11554,91428,-47,250,259,36,-1999,705,-10448,0,14697,45188,30511,46880
2005:Q1,68054,26224,-58720,646,13666,6337,2614,438,350,3561,12086,219,174,60459,68054,-58672,53371,44,324,1413,-4,1051,306,86,0,4864,18137,9299,37835
2005:Q2,127632,16176,787,377,21668,19268,-1307,1188,767,1671,21197,306,47,45487,127632,645,34508,-202,330,1394,38,7169,551,2184,0,659,28323,30365,21668
2005:Q3,11701,23411,-8504,370,5265,4753,-2604,8610,810,860,-5679,-88,4,-15507,11701,-8551,-20487,72,262,1395,83,1891,1381,1884,0,-808,9645,3989,20945
2005:Q4,22996,36464,-16651,229,16312,756,2335,-663,-18,-2224,34087,-977,360,-47014,22996,-16413,-38268,1,222,189,-3,811,-938,289,0,-9106,33637,16547,36028
2006:Q1,123597,40069,-50517,223,9030,30576,3307,1711,574,1264,9100,-559,276,78543,123597,-50002,64939,6,1289,3029,40,2084,-421,1939,0,6435,15845,29417,48997
2006:Q2,165733,42091,9506,1211,46512,3023,-521,8010,35,791,11941,127,149,42858,165733,9732,39657,20,132,1322,-19,323,-95,599,0,2165,52840,9218,49839
2006:Q3,168328,37276,9331,99,29725,512,1211,6577,99,215,8062,-815,6,76030,168328,9342,70854,96,308,-1516,61,2927,814,927,0,1757,43407,-3685,43036
2006:Q4,141991,33458,-14172,256,41033,-13641,11606,-701,-527,472,26055,-586,178,58560,141991,-15942,50230,50,210,-961,75,-963,772,3331,0,5545,57407,-4210,46447
2007:Q1,162553,53053,-65046,521,8459,39108,-3915,1251,-5,-4215,6855,50,0,126438,162553,-62125,96093,274,280,10408,-187,4927,1727,3909,0,9523,4316,37568,55841
2007:Q2,199112,45528,-543,256,11528,14442,6143,4057,107,-458,12239,-734,0,106547,199112,55,63124,306,1153,7661,143,5095,1320,12327,0,15781,22021,10793,59333
2007:Q3,234025,56189,120,1172,48583,-4031,6939,-27,6841,-2713,30134,187,0,90632,234025,947,72607,73,78,14490,460,3031,1846,3382,0,2678,54576,7033,72825
2007:Q4,159997,24549,-14279,1176,44493,1112,2215,-207,2150,-1172,-104,-228,0,100292,159997,-13170,83579,56,70,9182,159,5382,1524,992,0,2674,11341,49240,8968
2008:Q1,49000,41612,-138120,1099,12821,9033,3711,3279,-2493,3652,5580,4005,0,104821,49000,-137352,87512,589,88,-562,-155,2284,1932,8212,0,3527,16561,-7971,74335
2008:Q2,56516,28167,-78136,325,-11325,2464,7234,-1259,1806,-853,10703,2183,0,95207,56516,-77964,85029,104,1052,419,293,2700,958,5113,0,1670,-8082,-4333,49557
2008:Q3,54131,43098,-77660,438,16942,-41982,4751,-2821,-696,3974,4499,346,0,103242,54131,-76727,84601,191,105,2755,202,3663,2047,5894,0,3526,-11716,-38426,78016
2008:Q4,154169,61482,-78676,764,-21564,95446,4198,3081,-2821,3980,36385,1867,0,50026,154169,-80798,24582,271,61,10479,-82,327,896,5013,0,6422,-2218,87906,101309
2009:Q1,141951,17910,-56128,1482,50004,-5210,-8863,3239,1711,3193,72144,1751,0,60718,141951,-52889,56159,-591,113,5602,-335,428,-674,1753,0,0,126596,-7299,13088
2009:Q2,62217,21866,-2397,1688,25315,-46017,1737,9570,1806,1812,-15246,-207,0,62290,62217,-5441,56682,102,1280,-593,88,2045,1900,2686,0,0,16881,-44877,31464
2009:Q3,162149,36362,233,672,64463,-22288,3247,10315,-696,908,-16745,223,0,85455,162149,-762,68751,193,57,3775,-2,4921,1031,3701,0,0,58077,-24538,46945
2009:Q4,115068,48062,-1659,722,28110,9527,3575,-1815,-2821,4415,-29311,-162,2392,54033,115068,1677,50273,275,1313,-9250,-137,6827,-1324,2816,0,0,-4832,3167,64263
2010:Q1,167804,30937,15504,615,-13469,-9813,-43,3427,-768,-1102,23417,-6749,3342,122507,167804,18064,115570,16,1760,95,-7,2885,702,122,0,0,7579,-13903,34922
2010:Q2,192094,29955,50091,365,25956,-35855,1969,4143,-468,-1630,18722,3129,2546,93172,192094,51059,81492,78,2588,3023,0,-946,943,3275,0,0,54609,-38781,34755
2010:Q3,251802,71331,49841,66,20014,29834,1033,5619,96,6599,-33556,-468,1248,100146,251802,51375,89451,304,932,1630,45,2765,285,1099,0,0,-6020,26664,83273
2010:Q4,107462,37979,54216,-162,-10987,-3876,-223,13966,-1606,6277,-10852,-2422,774,24378,107462,58970,45879,-19,581,-1880,-238,-24508,-430,3763,0,0,-24060,-5488,54892
2011:Q1,186821,33314,13137,-231,27779,24370,954,-2919,-410,2154,-11485,-782,-86,101026,186821,11445,96160,-35,38,1401,13,-1811,-25,1596,0,0,17584,17368,43087
2011:Q2,252139,50476,48292,193,22531,-13261,-1927,4845,-4423,3690,7286,-2,528,133912,252139,48859,122118,129,1581,-935,-174,285,767,2953,0,0,30832,-15525,61250
2011:Q3,230550,49841,44783,-481,26864,-26934,-1303,270,-716,774,38343,787,504,97819,230550,43756,92411,163,469,-7376,22,4337,1378,2990,0,0,72355,-33286,53332
2011:Q4,104372,30433,53672,894,-1122,-2637,-850,-952,-393,3063,-45161,659,56,66711,104372,54741,71282,33,137,-4887,817,-1450,115,3676,0,0,-51270,-2291,33470
2012:Q1,158014,43979,-26813,318,34057,9720,-495,-1580,-647,-1512,10979,1072,-716,89652,158014,-17672,81739,81,-228,1213,-33,-4817,1633,6234,0,0,36131,16425,37308
2012:Q2,196943,51280,10670,125,23469,-25155,14809,7839,-802,24,22724,-100,-100,92160,196943,10606,83269,-85,1703,1397,120,1379,1139,1276,0,0,51399,-25752,70492
2012:Q3,291264,33420,7721,27,35760,-10871,-3200,-63676,-374,91,202185,-792,-3408,94381,291264,6575,91521,101,-1454,-2144,-31,-583,549,2296,4,0,166997,-10576,38009
2012:Q4,112212,58470,10472,-9,4912,9126,-6738,1472,-7,-105,-10583,602,-2594,47194,112212,8771,46071,54,-1271,-3905,0,4022,1946,-1461,7,0,-15712,8080,65610
2013:Q1,147210,23145,-966,204,16478,19031,637,2907,-889,940,-1525,-456,-3038,90742,147210,-1681,70561,-44,-1482,3203,48,5025,-159,4259,6,0,14855,16914,35705
2013:Q2,200122,57346,54792,-71,-19476,1271,2813,1653,276,1245,6863,-760,-480,94650,200122,55132,90104,264,1616,-4632,22,4715,894,15,2,0,-14012,-843,66845
2013:Q3,201230,52708,52975,-52,12926,-21227,1895,2389,-151,-1965,-6249,-374,0,108355,201230,49964,87101,255,60,6875,26,5402,1239,3244,6,0,11312,-23403,59149
2013:Q4,185658,42583,50675,66,23421,7049,4873,-6311,1238,3027,15977,71,0,42989,185658,54877,52085,115,77,-2743,-649,-2685,2377,-6822,32,0,34112,4812,50070
2014:Q1,7205,-81516,-25868,544,23812,526,-1151,-799,-1173,5350,19167,1638,0,66674,7205,-23805,66703,275,0,-2451,13,1386,-1032,846,23,0,43070,371,-78195
2014:Q2,214478,66009,29179,111,34048,-1746,-1262,2225,1530,45,-15255,-725,0,100318,214478,29965,88253,80,1370,4404,219,6002,-387,100,96,0,18606,-3051,68820
2014:Q3,210213,59913,28704,28,10126,5120,883,1325,342,760,-3489,23,0,106478,210213,29615,95822,178,476,2040,167,2314,822,2230,71,0,8988,7028,60462
2014:Q4,194693,85827,34232,382,14894,-19700,-1270,-534,511,-940,8296,-508,0,73502,194693,33354,73999,215,212,-2312,167,-1925,558,374,86,0,19611,-24633,94986
2015:Q1,261975,190869,-6404,250,-7154,-9230,2728,7288,-1085,2125,-9449,45,0,91992,261975,-6780,74824,92,2086,-1102,65,1510,2857,4096,79,0,-12712,-6976,203936
2015:Q2,285540,72928,56522,311,37164,14182,3109,1023,1056,-552,14539,122,0,85136,285540,56177,76331,126,1,3113,210,-1300,1076,3686,178,0,50233,12889,82820
2015:Q3,267851,65145,49165,148,19693,-362,6686,175,-607,-5007,34593,1355,0,96867,267851,53283,85806,149,10,-2571,124,1617,-168,4164,550,0,60240,-768,65415
2015:Q4,133480,46710,48091,170,4750,-1183,11141,157,1905,7292,-10263,4153,0,20557,133480,48505,32921,149,0,-7409,22,-852,-1300,-3010,253,0,-6973,-2976,74150
2016:Q1,170617,70113,-100163,627,37381,22604,23692,6129,-1464,-1589,15970,-1446,0,98762,170617,-99046,92773,87,1489,1355,146,1871,-8736,3727,-262,0,52177,21723,103312
2016:Q2,236876,122256,-41514,35,32781,-10611,2600,-597,2622,2633,19646,-1553,0,108577,236876,-42461,86592,384,211,-3738,-246,1326,563,23628,-89,0,51812,-12208,131101
2016:Q3,202559,177146,-42160,63,19541,-7628,2039,-1839,650,1426,-74344,44189,0,83476,202559,-24764,69964,285,20,1634,128,2824,-397,3680,-78,0,68084,-8999,90178
2016:Q4,-9724,43740,-45186,267,-11749,-4346,836,-3619,938,-207,-17585,-9467,0,36654,-9724,-47124,24128,-13,27,2785,80,3503,-2282,2870,-46,0,-37178,-6126,49652
2017:Q1,217893,97288,-25601,152,26557,14015,-654,-227,-952,827,-15200,2871,0,118817,217893,-24326,101837,195,835,3418,14,1475,1443,6202,-219,0,20604,10357,96058
2017:Q2,233406,70652,51158,248,29524,-16313,-575,2301,2004,105,-12651,-2859,0,109811,233406,49683,92891,204,34,7575,118,6004,1634,220,-35,0,11084,-21000,84993
2017:Q3,212598,72768,39499,345,18604,-7466,-1177,817,2339,810,-18089,1814,0,102334,212598,40745,91314,2069,637,3374,126,-106,-1066,7082,-72,0,-363,-7639,76497
2017:Q4,156680,57736,44533,201,2838,22,-603,3442,809,-418,-7429,-7461,0,63010,156680,41753,57641,85,0,884,387,-5466,1710,4274,-46,0,-18524,-1787,75769
2018:Q1,-32834,46603,-54343,278,13658,46077,3086,2252,-446,1570,26585,16798,0,-134952,-32834,-47388,-132265,-239,0,285,-421,-1090,1545,2053,-6,0,33496,44605,66591
2018:Q2,3628,25669,7407,409,16709,17333,4009,2246,1579,2992,-12967,1699,0,-63457,3628,9959,-56860,287,1278,2025,206,3646,-10347,-2895,-10,0,2608,12030,41701
2018:Q3,121888,87267,4874,200,-39488,-8977,1885,2521,-1177,2367,12346,243,0,59827,121888,-4910,48221,127,50,4640,57,7288,-654,3621,6,0,-35525,-11249,110216
2018:Q4,112327,76371,5222,59,72872,1762,1254,-8306,1128,3275,7356,30758,0,-79424,112327,10063,-75299,-2,0,-6514,43,-1808,-1899,1976,2,0,87340,-2014,100439
2019:Q1,116999,75513,-42025,187,30791,18259,776,3629,-2654,-294,-5485,-24579,0,62881,116999,-41826,40090,-32,0,-1207,-158,3503,2048,7688,4,0,14449,15423,77017
2019:Q2,189734,66879,34275,-127,44642,-15635,-1722,3400,982,1695,25333,-13114,0,43126,189734,34161,34117,123,1349,-471,47,833,-1348,4659,-53,0,61793,-16139,70663
2019:Q3,129494,36321,33785,93,-5281,-3337,602,4104,-1352,1557,30481,-6637,0,39159,129494,31993,9356,179,18,9256,-24,2657,-451,9629,1,0,15459,-3618,55040
2019:Q4,128823,52028,29549,-790,16364,2664,-4501,-360,-643,8937,-1807,-725,0,28107,128823,32583,23874,-9,0,-1656,98,808,-1683,-4533,11,0,4282,791,74257
2020:Q1,133775,40179,-62164,268,6257,3493,-1640,-5131,6481,-399,47161,41072,0,58198,133775,-60919,29102,-126,1298,7684,342,6578,2229,9161,-242,0,90961,2840,44867
2020:Q2,266773,36107,26042,1559,32591,-10587,-7729,928,-8859,462,-19012,-29367,112500,132138,266773,28674,128516,178,114010,-8500,-363,7619,-279,-6458,-149,0,-18943,-10921,33389
2020:Q3,177061,37549,38756,367,28973,-7586,1803,-1798,-2239,1917,-277,-12264,0,91860,177061,37411,74023,179,215,3934,39,6959,-2189,2035,-87,0,25556,-10434,39420
2020:Q4,113213,49622,17448,-16,39116,-4449,2993,3883,-2176,780,8985,-24191,0,21219,113213,19780,19479,-5,324,-8296,-72,1296,610,-361,-1,0,32259,-9066,57267
2021:Q1,69703,56639,-92524,93,20985,41796,-581,-921,-563,2039,8958,-1955,-62222,97959,69703,-88635,76626,31,-61053,-2623,-52,6863,967,16166,0,0,22002,42293,57118
2021:Q2,231630,103239,4648,-1150,53398,-24440,4021,3502,-334,3130,8490,-16856,-10000,103982,231630,6879,85172,553,-11500,6526,145,2542,10,278,1,0,51067,-17451,107408
2021:Q3,233890,104845,3234,270,25793,12316,1584,-1468,-863,1476,13059,2673,-13419,84390,233890,5541,63774,208,-13382,2153,149,5776,480,3308,-2,0,32130,8991,124764
2021:Q4,140749,121127,-44079,788,23247,-15090,2525,-437,857,2172,-14767,-20644,-5601,90652,140749,-37545,67645,475,-5601,2647,171,1583,-119,4620,1,0,2153,-17256,121976
2022:Q1,109372,65283,-82866,447,-65293,23635,2999,1741,1462,1072,-3155,10242,-1,153806,109372,-94379,125191,30,299,5845,28,3613,1534,8194,-1,0,-39784,23665,75137
2022:Q2,149902,77053,-17972,595,-63708,-24832,3745,-2678,6145,273,49484,34378,-3317,90736,149902,-18938,77369,63,-1747,5066,786,521,-1668,4197,-3,0,16127,-26643,94772
2022:Q3,246440,74201,12119,143,-51117,14078,5789,2504,5822,1088,40816,22019,0,118978,246440,15688,88340,885,335,18228,534,4682,467,10198,-4,0,915,11035,95137
2022:Q4,158974,48138,-6119,-48,40264,-1596,2889,4809,6528,-1421,-10848,-3514,-2540,82432,158974,5994,66941,-80,-2375,5867,618,2843,507,10655,-1,0,4763,-7179,70421
2023:Q1,188059,110939,-73800,403,61719,10947,1895,2589,11560,-1733,-18856,-7813,0,90210,188059,-65925,64458,1835,266,7476,-96,2190,5713,7236,-1,0,40927,7714,116267
2023:Q2,174280,69338,28644,213,9102,2725,4179,1530,-5255,-749,-3836,-19555,-2000,89944,174280,30956,63790,664,-418,-2651,-130,6953,1443,6982,-1,0,-7809,-2949,77450
2023:Q3,276198,66790,30200,315,-2715,23822,3317,637,-2127,631,29579,292,736,124721,276198,30167,105605,275,736,-2859,299,2670,4685,5903,-4,0,34565,23304,70852
2023:Q4,126215,47016,3989,120,41973,-19277,3511,1052,-106,-1258,-18627,-19102,-6736,93660,126215,-5912,91067,391,-6736,-1611,-193,2345,-3242,-3270,0,0,4684,-21860,70552
2024:Q1,127489,52231,-77356,292,23955,9826,3857,826,-1627,264,-1562,-16203,0,132986,127489,-73342,139091,-182,-693,-8065,-59,541,-1192,-3077,-1,0,9448,10855,54165
