date,LM263192305.Q,LM263192313.Q,LM263092313.Q,LM103092305.Q,LM763092305.Q,LM513092305.Q,LM543092375.Q,LM613092305.Q,LM663092305.Q,LM733092305.Q,LM103192305.Q,LM115114305.Q,LM753192305.Q,LM513192305.Q,LM543192375.Q,LM613192305.Q,LM663192305.Q,LM733192305.Q,LM503192305.Q,LM263092305.Q,LM263092323.Q,LM263192323.Q,LM263192005.Q,LM263092001.Q
1945:Q4,281,ND,ND,272,1,2,4,1,1,0,309,11,36,65,57,4,35,0,0,517,ND,ND,7227,2507
1946:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1946:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1946:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1946:Q4,281,ND,ND,271,1,3,4,1,1,0,305,11,37,66,57,4,36,0,0,516,ND,ND,7227,2503
1947:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1947:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1947:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1947:Q4,325,ND,ND,314,1,3,4,1,2,0,324,12,37,66,57,4,37,0,0,537,ND,ND,8366,2603
1948:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1948:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1948:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1948:Q4,374,ND,ND,362,1,3,4,2,2,0,359,13,38,66,58,5,36,0,0,575,ND,ND,9625,2787
1949:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1949:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1949:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1976:Q3,6192,ND,ND,5812,119,144,34,39,44,0,5063,119,194,218,189,14,139,0,0,5936,ND,ND,159203,28766
1976:Q4,8645,ND,ND,8244,128,154,35,39,45,0,8872,120,206,236,201,15,157,0,0,9807,ND,ND,222283,47528
1977:Q1,8725,ND,ND,8303,136,165,36,40,45,0,9034,119,213,249,212,15,168,0,0,10010,ND,ND,224340,48508
1977:Q2,8880,ND,ND,8437,144,176,37,40,46,0,9202,119,220,255,217,15,181,0,0,10209,ND,ND,228345,49473
1977:Q3,8985,ND,ND,8520,153,188,37,41,46,0,9385,118,227,261,221,15,193,0,0,10420,ND,ND,231022,50496
1977:Q4,11791,ND,ND,11302,162,201,38,41,47,0,10368,129,241,258,220,16,202,0,0,11434,ND,ND,248299,55413
1978:Q1,11966,ND,ND,11458,171,208,40,43,46,0,10622,135,248,264,225,16,204,0,0,11714,ND,ND,253173,56768
1978:Q2,12120,ND,ND,11594,181,215,41,44,45,0,11049,144,258,279,238,17,206,0,0,12191,ND,ND,257120,59081
1978:Q3,11895,ND,ND,11349,191,223,42,46,44,0,11542,154,267,294,250,18,207,0,0,12732,ND,ND,259267,61701
1978:Q4,13590,ND,ND,13023,202,230,44,48,43,0,12979,175,284,309,263,20,203,0,0,14233,ND,ND,287511,68976
1979:Q1,14052,ND,ND,13463,214,238,45,50,42,0,13211,197,314,348,276,21,187,0,0,14554,ND,ND,293661,70529
1979:Q2,14596,ND,ND,13984,226,246,47,52,41,0,13756,219,345,387,310,24,204,0,0,15245,ND,ND,301333,73882
1979:Q3,15361,ND,ND,14725,239,255,48,54,40,0,14309,241,376,427,343,26,221,0,0,15943,ND,ND,308514,77264
1979:Q4,17356,ND,ND,16695,252,263,50,57,39,0,16399,316,411,462,394,31,265,0,0,18278,ND,ND,340578,88579
1980:Q1,18343,ND,ND,17655,267,272,52,59,38,0,16881,374,497,501,427,9,274,0,0,18963,ND,ND,347187,91900
1980:Q2,19348,ND,ND,18631,282,282,54,62,37,0,17867,429,539,522,480,31,283,0,0,20151,ND,ND,350873,97656
1980:Q3,20481,ND,ND,19736,298,291,55,64,37,0,18554,495,596,539,507,84,349,0,0,21124,ND,ND,355406,102369
1980:Q4,23084,ND,ND,22308,315,301,57,67,36,0,22988,758,953,680,577,89,183,0,0,26228,ND,ND,396064,127105
1981:Q1,24094,ND,ND,23286,332,312,59,70,35,0,23596,824,1000,697,584,7,169,0,0,26877,ND,ND,399401,130251
1981:Q2,25033,ND,ND,24193,351,322,61,72,34,0,24441,891,1115,716,612,13,181,0,0,27969,ND,ND,405735,135545
1981:Q3,26877,ND,ND,26000,371,333,64,75,34,0,25323,965,1196,748,635,45,193,0,0,29105,ND,ND,408141,141050
1981:Q4,29809,ND,ND,28894,392,345,66,79,33,0,29910,1017,1352,723,739,8,221,0,0,33970,ND,ND,421753,164623
1982:Q1,31076,57310,46498,30120,402,352,64,82,56,0,31800,877,1299,740,742,-36,181,0,0,35603,35055,8634,243539,116759
1982:Q2,30087,57598,52470,29497,245,215,38,55,37,0,32933,971,1444,747,833,40,232,0,0,37200,36557,8539,248434,120035
1982:Q3,27888,56840,56552,27633,107,92,16,27,13,0,33494,1077,1542,728,818,-42,299,0,0,37916,38091,9357,250887,122948
1982:Q4,31843,59907,60638,31897,-24,-20,-3,-5,-2,0,27257,954,1326,673,667,61,298,0,0,31236,39941,8705,259212,130428
1983:Q1,28360,55845,61221,28776,-181,-145,-25,-49,-16,0,26800,1079,1351,651,658,33,324,0,0,30896,40350,9454,262012,131637
1983:Q2,27108,56324,64383,27745,-276,-227,-38,-71,-25,0,28549,1189,1420,683,688,79,352,0,0,32960,42212,9252,266291,135215
1983:Q3,26939,56481,65637,27674,-318,-264,-44,-79,-30,0,30398,1323,1584,792,721,143,385,0,0,35346,44546,9200,272353,139319
1983:Q4,26063,54758,66214,26988,-418,-327,-57,-97,-26,0,29770,1143,1545,827,712,5,393,0,0,34395,45163,10768,311862,153318
1984:Q1,24024,54913,70661,25313,-584,-444,-77,-159,-25,0,30089,1232,1573,828,668,280,440,0,0,35110,46092,10982,316732,158119
1984:Q2,21845,56338,76697,23535,-799,-581,-98,-170,-42,0,34059,1383,1763,886,709,322,504,0,0,39626,51611,11985,322263,167041
1984:Q3,20463,57520,80299,22369,-885,-658,-111,-213,-39,0,34848,1405,1945,849,686,533,516,0,0,40782,52067,11285,326660,171534
1984:Q4,22788,56925,75338,24401,-750,-540,-105,-181,-37,0,35874,1329,1927,756,913,360,654,0,0,41813,53821,12008,311775,172377
1985:Q1,21852,56571,75495,23485,-790,-518,-103,-184,-38,0,37203,1421,1991,743,882,337,594,0,0,43171,56225,13054,314950,177246
1985:Q2,18543,54697,76365,20429,-914,-601,-123,-205,-43,0,38896,1422,2062,735,921,417,598,0,0,45051,58302,13251,319650,181919
1985:Q3,19398,57035,76161,21043,-765,-545,-107,-189,-39,0,39870,1435,2261,808,1032,337,602,0,0,46345,59775,13430,322966,186837
1985:Q4,19234,56032,73578,20675,-698,-472,-74,-156,-41,0,40132,1512,2159,864,1380,262,690,0,0,46999,62763,15764,423131,219996
1986:Q1,23047,59000,71247,24088,-486,-332,-49,-145,-29,0,41811,1596,2280,864,1326,246,730,0,0,48853,65442,16589,432137,223347
1986:Q2,22588,60539,70803,23470,-407,-282,-31,-139,-23,0,43400,1654,2364,878,1375,233,750,0,0,50654,67634,16980,438596,229184
1986:Q3,22789,58977,67470,23498,-325,-240,-27,-97,-20,0,44548,1678,2510,884,1700,358,762,0,0,52440,69875,17435,442873,238054
1986:Q4,24235,58748,67187,24955,-307,-243,-30,-115,-25,0,49532,1659,2533,1224,1917,742,690,0,0,58297,76174,17877,562748,272966
1987:Q1,25506,61246,68536,26134,-267,-218,-26,-95,-22,0,55308,1795,2789,1289,2162,663,1005,0,0,65011,85524,20513,569920,285739
1987:Q2,25725,63470,68743,26169,-181,-159,-18,-71,-15,0,57155,1845,2679,1418,2267,1034,1150,0,0,67548,89456,21908,577378,294823
1987:Q3,26033,63227,67006,26352,-130,-114,-13,-51,-11,0,68018,2057,3182,1625,2527,840,1351,0,0,79600,102888,23288,585586,315821
1987:Q4,26958,64037,65641,27104,-62,-51,-7,-17,-9,0,66301,698,3242,2377,1630,782,650,0,0,75680,101545,25864,618808,316200
1988:Q1,29011,66269,64357,28833,74,64,7,23,10,0,63262,700,3301,2265,1584,904,754,0,0,72770,98088,25317,623594,324372
1988:Q2,28436,66521,63307,28138,121,109,12,40,16,0,66278,734,3336,2282,1504,913,374,0,0,75421,101150,25728,627349,338513
1988:Q3,28302,66998,63648,27990,124,115,13,44,16,0,70320,783,3382,2372,1640,836,781,45,0,80159,107552,27392,635980,352574
1988:Q4,31724,67970,58404,30781,373,348,39,133,50,0,76451,1404,3666,2547,1577,582,970,45,0,87242,119323,32081,714620,391530
1989:Q1,36492,75065,61394,35128,536,497,52,208,71,0,88918,1706,4359,2927,1995,1448,979,45,0,102377,132785,30408,729282,409782
1989:Q2,36659,79791,64211,35023,605,568,57,332,74,0,92560,1854,4423,3048,2004,2370,1097,45,0,107401,135685,28284,737901,425525
1989:Q3,37381,83954,66205,35450,683,651,59,455,83,0,92871,1811,4411,3121,2037,1303,1043,45,0,106642,139740,33098,747681,437344
1989:Q4,45715,92084,63931,42055,1136,1127,121,1161,115,0,96187,2085,4450,3392,2045,2234,1428,45,0,111866,145440,33574,850022,534734
1990:Q1,46628,92156,62393,42874,1215,1199,129,1087,124,0,98824,2119,4569,3439,2119,2047,1429,45,0,114591,151015,36424,861093,550372
1990:Q2,45353,91664,62418,41723,1186,1162,125,1035,122,0,101537,2186,4743,3491,2081,2233,1461,45,0,117777,157316,39539,866908,565016
1990:Q3,50635,101713,67153,46304,1354,1363,160,1309,145,0,102448,2174,4712,3505,2056,1680,1454,45,0,118074,164104,46030,886171,574172
1990:Q4,40775,101455,73829,37491,1111,1109,121,831,112,0,104730,898,4308,4035,2308,1073,808,45,0,118205,165945,47740,744911,539601
1991:Q1,45429,103861,73946,41684,1208,1185,134,1097,121,0,99439,814,4166,4298,2240,434,1037,132,0,112560,163752,51192,762773,543447
1991:Q2,39884,105129,80452,36958,968,975,110,770,103,0,105700,859,4354,4573,2384,2465,1179,146,0,121660,166591,44931,765370,557422
1991:Q3,38777,110106,85755,35902,948,938,102,781,106,0,101449,827,4209,4491,2546,1146,1188,139,0,115995,168754,52759,775605,556625
1991:Q4,38434,101569,77488,35554,944,884,137,787,128,0,98120,841,5306,5275,1843,1202,1152,139,0,113878,171435,57557,841890,669137
1992:Q1,45898,109105,76607,41861,1267,1182,187,1224,177,0,96259,828,5308,5193,1862,1292,1163,134,0,112039,171722,59683,862593,670919
1992:Q2,46431,113002,79019,42279,1326,1230,200,1203,193,0,98492,853,5473,5302,1971,1382,1206,134,0,114813,176822,62009,873441,677298
1992:Q3,45022,115851,82325,41093,1318,1057,194,1169,191,0,97055,841,5396,5189,1904,1476,1188,129,0,113178,179020,65842,879160,680846
1992:Q4,46974,112748,76330,42164,1635,1313,220,1345,297,0,100117,933,4523,5471,2064,896,1055,122,0,115181,183585,68404,809186,696178
1993:Q1,39990,120308,80318,34864,1781,1452,241,1321,331,0,103766,959,4656,5654,1936,585,1784,122,0,119462,189055,69593,814607,703991
1993:Q2,48213,133370,85157,41650,2107,1730,268,2031,427,0,109112,992,5090,5925,2142,1112,2602,115,0,127090,194237,67147,838980,715790
1993:Q3,45105,140332,95227,39106,1980,1624,245,1757,393,0,113751,1034,5256,6141,2271,1357,3444,105,0,133359,201042,67683,853151,727938
1993:Q4,59000,138906,79906,49516,2756,2350,397,3630,351,0,118993,1263,5825,6472,3186,2465,5675,52,0,143931,207337,63406,1061299,768398
1994:Q1,74091,155101,81010,62335,3415,2820,491,4598,432,0,118179,1257,5828,6484,3237,2390,5643,49,0,143067,207187,64120,1092371,773871
1994:Q2,74605,156961,82356,62901,3451,2804,505,4508,436,0,118848,1252,5854,6535,3237,2477,5675,48,0,143926,206879,62953,1108494,779897
1994:Q3,76971,163295,86324,65033,3557,2867,504,4564,446,0,121185,1245,6017,6626,3290,2498,5715,48,0,146624,209077,62453,1127753,794520
1994:Q4,60534,140439,79904,52768,2740,2478,366,1985,197,0,114500,1048,5688,6047,2372,1306,2976,48,0,133985,173582,39597,1114582,757853
1995:Q1,61709,144367,82657,53837,2753,2509,367,2054,189,0,111778,1004,5755,5853,2325,1071,2950,49,0,130785,171059,40274,1136266,767292
1995:Q2,62412,148102,85689,54493,2781,2501,381,2064,192,0,113813,1000,5808,6103,2360,997,3038,48,0,133167,171825,38658,1152298,779491
1995:Q3,63557,150470,86912,55553,2813,2551,374,2067,199,0,115195,992,6252,6119,2406,1158,3098,45,0,135265,174054,38789,1175322,797350
1995:Q4,58149,147166,89016,51139,2484,2480,369,1491,186,0,113366,561,6500,7337,2750,1486,3401,45,0,135446,176246,40800,1363792,1005726
1996:Q1,56105,143779,87673,49386,2389,2369,358,1468,135,0,120966,609,6745,7749,2877,1640,3649,45,0,144280,186684,42404,1390523,1033859
1996:Q2,56428,144699,88270,49650,2389,2379,363,1505,142,0,124082,606,6518,7917,2914,1803,3794,75,0,147709,191854,44145,1407351,1050558
1996:Q3,60670,147191,86520,53351,2572,2549,394,1626,178,0,124923,602,6534,7892,2942,1542,3864,75,0,148374,196590,48216,1432153,1067155
1996:Q4,67810,161120,93309,59367,2933,2305,449,1904,852,0,125607,807,6073,7730,3539,1788,4089,75,0,149708,197357,47649,1608340,1229118
1997:Q1,68981,162478,93496,60380,2968,2372,479,1916,866,0,135119,864,6569,8162,3834,2132,4502,80,0,161262,207409,46147,1641009,1257786
1997:Q2,70220,166267,96046,61398,3027,2444,484,1989,878,0,141475,894,7220,8541,4446,2094,4838,80,0,169588,217032,47444,1668395,1281573
1997:Q3,70622,169115,98492,61780,3029,2495,474,1992,852,0,141919,915,7364,8841,4527,1585,4969,81,0,170201,223962,53761,1691765,1300667
1997:Q4,73801,178106,104305,64484,3055,2955,597,2423,287,0,147048,839,8436,10052,5481,1204,6311,95,0,179466,232547,53081,1879285,1637408
1998:Q1,80246,184678,104432,70432,3307,3122,661,2395,329,0,151037,849,8532,10233,5573,1127,6348,89,0,183788,235756,51968,1924542,1657468
1998:Q2,95172,200099,104927,83423,3870,3718,808,2960,393,0,156045,866,8723,10478,5768,1372,6460,86,0,189798,241056,51258,1971427,1678514
1998:Q3,92346,204047,111701,80990,3664,3623,743,2931,395,0,161395,873,9415,10713,5907,1268,6564,92,0,196227,248090,51863,1994385,1703638
1998:Q4,99794,221355,121561,86871,2600,3918,930,4833,642,0,171885,764,10453,10726,6182,1817,6644,107,0,208578,276512,67934,2279601,2179035
1999:Q1,128486,255232,126746,111859,3311,5030,1181,6191,914,0,187480,850,11191,11614,6710,1475,7300,119,0,226739,296823,70084,2351837,2206694
1999:Q2,144481,274414,129933,125774,3693,5594,1329,6954,1137,0,196211,846,12502,11838,7607,1882,7037,131,0,238054,309834,71780,2403939,2350624
1999:Q3,157838,296672,138834,137487,3970,6124,1455,7473,1329,0,210486,908,13176,13098,8022,2232,7449,129,0,255500,327686,72186,2470426,2402454
1999:Q4,160842,301962,141120,142387,4065,5391,1057,2309,5633,0,224574,865,15045,12501,7802,2413,8987,145,0,272332,342977,70645,2839639,2798193
2000:Q1,151195,300157,148962,133741,3863,5039,1023,2166,5363,0,230796,843,15233,12692,8041,2133,9105,141,0,278984,358126,79142,2877767,2849414
2000:Q2,150253,299127,148874,132903,3827,5038,1020,2089,5376,0,240679,875,15339,12930,8400,2187,9246,144,0,289800,372182,82382,2932737,2944090
2000:Q3,157627,302848,145221,139202,4206,5274,1078,2190,5677,0,276953,983,17334,14738,10659,2370,10430,145,0,333612,416270,82658,2975009,3025957
2000:Q4,148411,296428,148017,131195,4255,4582,998,1546,5835,0,280845,744,14709,13945,9824,2127,11890,143,0,334227,426767,92539,2694014,2783235
2001:Q1,153031,309520,156489,135394,4360,4698,1048,1589,5942,0,305180,779,15639,15395,10789,2961,12841,139,0,363723,439765,76041,2733601,2841986
2001:Q2,149752,311533,161781,132651,4266,4532,1014,1556,5733,0,314628,783,16289,15233,11206,3165,13185,129,0,374618,453519,78900,2763783,2903248
2001:Q3,155667,316759,161092,137425,4392,4631,1048,1575,6596,0,323789,818,16674,15721,11612,2260,13718,128,0,384720,464774,80053,2811013,2920168
2001:Q4,156023,310334,154311,137668,4567,4450,772,1068,7498,0,333019,831,16851,16647,9728,3227,13758,136,0,394197,479415,85218,2314934,2560294
2002:Q1,164635,317121,152486,144935,4771,4938,806,1153,8032,0,338358,843,17098,16775,10012,3175,13662,133,0,400056,491602,91546,2366620,2585639
2002:Q2,174162,331952,157790,153196,4999,5252,981,1189,8545,0,318183,799,16134,16155,9459,2955,12775,127,0,376587,481484,104897,2406202,2594822
2002:Q3,174023,335844,161821,153130,4970,5153,993,1178,8599,0,305659,767,15434,15443,9136,3138,12051,115,0,361743,467932,106189,2442811,2610613
2002:Q4,182478,349729,167251,158343,4826,7475,1155,1169,9510,0,308096,916,16871,14573,11422,3340,7932,115,0,363265,456567,93302,2022588,2021817
2003:Q1,172548,345708,173160,149567,4670,7055,1075,1058,9123,0,297488,871,16774,13558,10914,6273,7732,113,0,353723,450201,96478,2049923,2060665
2003:Q2,182816,356652,173836,158464,4955,7517,1144,1131,9605,0,293618,867,16555,13597,10491,6200,7740,197,0,349265,449804,100539,2098998,2058909
2003:Q3,186584,361618,175034,161730,5016,7698,1162,1175,9803,0,278477,814,15660,12813,9861,6002,7349,228,0,331204,439286,108082,2141530,2060895
2003:Q4,180692,371406,190714,154364,4890,7202,1225,1327,11684,0,266249,628,16350,13099,8946,5889,6952,223,0,318336,435806,117471,2729127,2454877
2004:Q1,187756,387689,199933,159798,5118,7671,1224,1377,12568,0,273548,638,16641,13398,9091,6501,6826,222,0,326865,452206,125342,2811420,2482883
2004:Q2,195217,399381,204165,166055,5385,7973,1303,1457,13044,0,265254,590,16128,12705,10481,6666,6335,216,0,318375,450421,132046,2888353,2518727
2004:Q3,198443,411081,212639,168939,5429,8160,1358,1480,13077,0,263561,573,17369,12320,10805,6848,6308,186,0,317970,457736,139766,2945242,2555829
2004:Q4,192251,433621,241371,162684,6843,6585,1213,1070,13856,0,262887,526,21350,10692,11592,3794,7639,186,0,318666,461363,142696,3362796,2717383
2005:Q1,193561,437953,244393,163942,6785,6569,1220,1063,13982,0,264266,552,21829,10949,11571,4232,7485,167,0,321051,461101,140050,3424241,2757603
2005:Q2,190065,436132,246067,160764,6573,6778,1216,1156,13578,0,241978,502,20309,9811,10763,4053,6723,739,0,294878,449327,154449,3465902,2753098
2005:Q3,200211,446180,245969,168904,6982,7291,1372,1339,14323,0,258843,513,21434,10041,11448,4393,7006,682,0,314360,472421,158061,3460279,2793525
2005:Q4,188694,440594,251900,158934,6997,6890,1273,1176,13424,0,276048,552,21677,10006,10965,6455,7260,1311,0,334274,491548,157274,3637996,2817970
2006:Q1,190479,473007,282526,160028,6845,6840,1212,1563,13991,0,282956,596,22535,11506,10947,7066,7205,1307,0,344118,509622,165504,3932765,2939189
2006:Q2,181989,473403,291413,152763,6276,6397,1133,1767,13653,0,297905,534,22873,12556,12504,7777,7832,1334,0,363315,540734,177419,3941402,2934080
2006:Q3,182892,476134,293241,153617,5886,6386,1153,2036,13814,0,310960,562,23687,13956,12890,8363,8489,1322,0,380229,558923,178694,4129141,3099206
2006:Q4,176042,463041,286999,147594,5376,5913,1120,2354,13685,0,322943,630,23857,17603,12570,9006,9593,1320,0,397522,570072,172550,4470343,3293053
2007:Q1,171705,478429,306724,143216,5790,5698,1121,3838,12042,0,320571,614,21772,14426,11929,8909,9875,1378,0,389474,607319,217844,4691563,3335052
2007:Q2,158406,476235,317829,130747,5740,5238,1042,5280,10359,0,332060,626,20757,14181,12308,10020,9938,1808,0,401698,623785,222086,5043587,3561054
2007:Q3,155942,483406,327463,128428,6014,5066,1056,6413,8965,0,348388,598,21214,14179,12230,10737,9991,1827,0,419164,657125,237960,5247499,3673824
2007:Q4,184023,510102,326079,151391,7429,5986,1265,8792,9160,0,384157,663,17349,14118,12653,12639,10452,1763,0,453794,710647,256853,5274991,3551307
2008:Q1,192186,535860,343673,157766,8117,5900,1319,9684,9400,0,407313,650,17402,13105,12779,13803,10540,1758,0,477350,730336,252986,4854794,3321043
2008:Q2,203574,553589,350014,167109,8846,5938,1344,10618,9719,0,441073,705,17035,13285,12115,14383,10887,1737,0,511220,773563,262343,4753111,3299467
2008:Q3,183649,546385,362736,150371,8411,5119,1211,9907,8630,0,433640,735,14268,11548,11041,14638,12776,1734,0,500380,766630,266250,3929490,3083150
2008:Q4,174271,504203,329933,141565,8936,4551,1107,9802,8310,0,422721,682,13402,9565,11274,14596,11951,1747,0,485938,760799,274861,3102418,2486446
2009:Q1,199626,540276,340650,161709,10981,5232,1246,10572,0,9886,405316,644,14767,7999,11298,14998,10277,2747,0,468046,750241,282196,2875095,2217085
2009:Q2,213491,577598,364107,172496,12214,5701,1449,10683,0,10948,403465,694,15893,9210,12636,15626,10447,4436,0,472407,752713,280306,3469043,2496874
2009:Q3,223172,597830,374657,179444,13597,6190,1580,10529,0,11832,413767,873,18001,10889,13657,16236,10329,2254,0,486006,761643,275637,4144081,2847411
2009:Q4,224943,572022,347079,180383,14009,6626,1548,10009,0,12368,405516,900,20260,12160,13053,16926,10393,2350,0,481558,757650,276091,4322122,2995459
2010:Q1,197092,556497,359404,158135,12186,5785,1550,8719,0,10717,416207,915,21493,12504,13906,17572,12580,2355,0,497532,764238,266706,4432371,3142932
2010:Q2,181500,546804,365304,145280,11365,5172,1617,8183,0,9883,414624,922,21743,12899,14233,17515,12544,2485,0,496965,761223,264258,3911383,2827059
2010:Q3,176507,555062,378555,141027,11108,5035,1715,7994,0,9628,417616,915,21883,12974,14740,19186,12740,3745,0,503799,775382,271584,4513161,3139757
2010:Q4,188737,586867,398130,151286,12046,4263,1990,8860,0,10292,406300,939,21264,12529,14940,20314,14720,3534,0,494540,773214,278674,4809587,3422293
2011:Q1,186623,600841,414218,150610,11753,3942,1976,8701,0,9641,397704,926,23703,12634,14813,18606,15224,3044,0,486654,774587,287933,5108938,3580935
2011:Q2,195084,618807,423723,158460,12083,3917,2105,9030,0,9489,399112,957,25428,12343,16124,17590,16053,2975,0,490582,783032,292450,5139499,3600127
2011:Q3,183218,616889,433671,149680,10887,3690,2045,8491,0,8425,413221,1008,28849,12599,16316,16566,17102,3712,0,509373,786759,277386,4244882,3196405
2011:Q4,194275,619084,424809,159780,11185,3703,2224,9104,0,8279,429192,1075,31324,13103,18377,16158,17448,3687,0,530364,806054,275690,4514327,3498726
2012:Q1,227630,635852,408221,187446,12972,4100,2741,10690,0,9681,414607,1016,29972,11135,17205,15037,16479,3287,0,508738,807542,298804,4968970,3826404
2012:Q2,234870,650511,415641,193689,13270,4306,2934,10801,0,9870,420032,1071,31477,12875,17326,14951,16294,3177,0,517203,831257,314054,4684122,3760851
2012:Q3,237210,650064,412854,196143,13094,4321,3034,10730,0,9888,427718,1061,33204,11781,17713,15078,16665,2677,0,525897,842073,316177,5050597,3957343
2012:Q4,238978,659438,420459,197789,12919,4592,3223,10556,0,9899,407218,1002,32592,9198,16668,14037,16568,2679,0,499962,826131,326170,5222873,3915805
2013:Q1,205618,673031,467413,170774,11007,4065,2688,9099,0,7985,409669,1016,32872,9034,16300,13420,17119,2695,0,502125,828933,326808,5448605,4255704
2013:Q2,223264,700568,477304,186667,11514,4539,2886,9751,0,7907,411960,1006,32654,8129,15632,12675,17514,2912,0,502482,854720,352238,5390706,4351622
2013:Q3,206777,702960,496183,173327,10733,4329,2645,9021,0,6722,416167,1075,32649,7122,15064,11450,18074,2798,0,504399,856520,352121,5913304,4548655
2013:Q4,199944,698148,498204,168794,10142,4040,2582,8430,0,5956,418959,1077,32693,6712,13402,11167,18496,2696,0,505202,873515,368313,6254171,4948418
2014:Q1,263606,783248,519642,221842,12991,5419,3458,10982,0,8914,412449,1030,32392,7570,13160,12485,19388,2994,0,501468,866903,365435,6396867,4891262
2014:Q2,264093,780766,516673,221702,12669,5661,3494,10672,0,9895,425788,1096,31753,8342,13173,12674,20254,2594,0,515674,884717,369043,6704645,5136801
2014:Q3,272358,797810,525452,228170,12651,5881,3690,10768,0,11198,465869,1180,32470,10097,13976,13818,22144,2524,0,562078,931963,369885,6453667,5217792
2014:Q4,260538,797865,537327,218088,11564,5501,3622,10056,0,11707,465888,1460,31272,10591,13061,13321,23019,2524,0,561136,945814,384678,6320124,5456888
2015:Q1,261751,816103,554352,219992,11385,5449,3547,10181,0,11197,496996,1617,30558,12084,13769,12987,23424,2524,0,593959,1009875,415916,6480614,5671334
2015:Q2,259780,825967,566187,219449,11193,5211,3343,10170,0,10414,512275,1742,30936,13809,13525,12320,24465,2475,0,611547,1036793,425246,6499371,5709698
2015:Q3,223397,800144,576747,189632,9370,4419,2686,8799,0,8491,505805,1777,30444,15859,12774,10550,24059,10534,0,611802,1034014,422212,5900540,5384847
2015:Q4,246935,821178,574244,211134,9877,4774,2753,9607,0,8790,507867,1860,30585,18945,12237,11246,24749,13505,0,620994,1044587,423593,6059272,5731383
2016:Q1,229759,808808,579048,196681,9135,4490,2256,8786,0,8411,494452,1911,29766,20605,13331,9788,24524,13487,0,607864,1038583,430719,6081459,5816549
2016:Q2,218753,809735,590982,186884,8314,4288,2213,8956,0,8098,521616,2185,30901,19543,13968,9747,25352,13644,0,636956,1073328,436372,6039156,6046002
2016:Q3,210121,828667,618547,179330,7931,4203,2158,8479,0,8020,458170,2537,32585,18690,14713,9641,9781,124475,0,670592,1107279,436687,6388113,6321710
2016:Q4,209615,797379,587764,178517,7927,4333,2139,8377,0,8322,467240,2676,33528,17325,14964,8947,11586,123130,0,679396,1099399,420003,6395424,6502750
2017:Q1,224706,827917,603211,191491,8536,4676,2358,8944,0,8701,476535,2596,33598,17160,15030,9249,10330,129082,0,693580,1088146,394566,6858897,6895504
2017:Q2,197376,815464,618088,168245,7568,4282,2146,7646,0,7489,472849,2494,33266,16753,15252,9244,11275,131869,0,693002,1081547,388545,7144901,7093412
2017:Q3,205854,844406,638552,175683,7889,4451,2224,7997,0,7610,470025,2304,32116,16228,15229,9360,11077,134174,0,690513,1083532,393018,7611747,7380277
2017:Q4,181213,820133,638921,154811,6917,3782,2031,7022,0,6650,471938,2367,31422,15923,15592,9288,13002,130940,0,690472,1080474,390002,7865018,7806330
2018:Q1,232587,877354,644767,198216,9035,4870,2706,9387,0,8373,462033,3346,30237,15183,14618,9126,11607,119800,0,665950,1081871,415920,7522855,7708176
2018:Q2,236344,884078,647734,201287,9300,5121,2409,9698,0,8529,418852,4266,28840,14329,13240,8913,10400,121282,0,620122,1035148,415026,7401714,7858042
2018:Q3,232630,910696,678066,197960,9287,5244,2339,9759,0,8041,418119,7080,28539,13974,12637,9060,9884,119709,0,619002,1033975,414973,7452070,8426012
