1951:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1978:Q4,-37904,-33028,-42276,0,0,916,8332,-12484,-19596,8,5196,1908,6832,2484,4348,380,396,-37904,-17672,25056,21688,3368,716,228,4540,1532,2716,260,0,-136,344,120,0,-296,0,12168,8596,3572,-62940
1979:Q1,-10164,25988,16788,0,0,-488,9688,-37252,-44848,-836,-8548,16980,-68,-988,920,812,356,-10164,31652,5404,2388,3016,-22018,-628,-4892,-1908,-3952,92,0,296,-132,116,0,596,0,-9920,-10024,104,-9762
1979:Q2,72356,-8880,-18836,0,0,76,9880,71332,45072,-1560,6988,20832,7920,3448,4472,1308,676,72356,36208,-3500,-6472,2972,20704,-1444,3636,1312,1372,-72,0,80,220,116,0,608,0,12576,10512,2064,4176
1979:Q3,59304,14860,4068,0,0,-392,11184,47880,-1904,716,4240,44828,-5172,-1016,-4156,1320,416,59304,41852,7500,4676,2824,4674,760,672,512,-1480,-188,0,20,56,112,0,1640,0,5288,2832,2456,-1442
1979:Q4,25856,816,-1488,0,0,1248,1056,23788,3280,556,10828,9124,348,1580,-1232,844,60,25856,-30252,26364,23640,2724,-6498,508,7804,1084,5012,-348,0,328,544,108,0,1076,0,15840,13656,2184,12090
1980:Q1,-20488,12608,-552,0,0,-852,14012,-16764,-19528,-1008,-2316,6088,-17796,648,-18444,432,1032,-20488,6272,6560,3528,3032,-17232,-1072,-1684,1012,-4128,-544,0,200,-96,104,0,1768,0,-736,-2520,1784,-12596
1980:Q2,36932,13212,-676,0,0,968,12920,27960,2472,-892,11652,14728,-5152,536,-5688,84,828,36932,-6164,11088,8140,2948,4502,-912,2056,-316,2680,-792,0,192,-64,100,0,256,0,17640,13156,4484,8722
1980:Q3,39316,-340,-10076,0,0,-1076,10812,33648,4652,72,-12792,41716,4460,-104,4564,-32,1580,39316,58804,8420,5688,2732,-3936,44,-3232,-164,-2148,-1096,0,-300,-400,100,0,776,0,-13296,-13972,676,-7488
1980:Q4,12940,10532,7024,0,0,-8,3516,2320,2172,-296,2784,-2340,-3868,628,-4496,68,3888,12940,-6260,-16400,-19008,2608,6520,-340,5684,-152,5788,-1140,0,56,668,96,0,368,0,7552,3404,4148,16184
1981:Q1,42500,15056,6224,0,0,-60,8892,29968,-1456,-2816,-6808,41048,-3196,-2200,-996,128,544,42500,55812,-6856,-8808,1952,20374,-2860,-4288,116,-3512,-924,0,724,-596,92,0,-188,0,-7104,-9068,1964,-12578
1981:Q2,23036,4996,-4592,0,0,-240,9828,18848,10520,-1824,8144,2008,-1852,16,-1868,128,916,23036,24564,-12636,-14756,2120,-32012,-1848,-880,108,876,-764,0,-272,0,92,0,-920,0,9688,7920,1768,36160
1981:Q3,-10796,-7396,-11600,0,0,132,4072,348,-10756,-700,-888,12692,-4124,2412,-6536,124,252,-10796,25680,-12064,-14524,2460,-7972,-712,3816,64,2292,-676,0,108,264,88,0,1676,0,1180,1656,-476,-20724
1981:Q4,57364,30876,14952,0,0,732,15192,41120,-2764,-384,-12536,56804,-15404,-3844,-11560,112,660,57364,78708,-43104,-45856,2752,21112,-392,1156,-148,2416,-580,0,-476,1040,84,0,-1180,0,-12668,-15648,2980,12552
1982:Q1,11512,5356,1296,0,0,-528,4588,10812,11460,-2032,-7996,9380,-5956,-5476,-480,164,1136,11512,27584,424,-856,1280,13184,-2044,-9368,460,-9468,-2008,0,112,-756,76,0,2216,0,-15772,-14000,-1772,-2496
1982:Q2,-21388,1964,-52,0,0,716,1300,-26192,-19436,-2616,1912,-6052,908,1756,-848,276,1656,-21388,-10940,4324,2040,2284,-28862,-2640,2500,-160,3192,-424,0,432,-120,72,0,-492,0,11724,4384,7340,2506
1982:Q3,86700,21004,8376,0,0,-876,13504,67552,14760,2164,-3460,54088,-3348,-3084,-264,148,1344,86700,53572,10060,5328,4732,20318,2208,4116,-372,236,-996,0,304,-256,72,0,5128,0,-6204,-7420,1216,2630
1982:Q4,74168,12280,-6752,0,0,-308,19340,57240,17460,-2200,560,41420,1656,2144,-488,-224,3216,74168,10788,41560,34868,6692,21076,-2316,6136,-760,7152,-1240,0,580,532,84,0,-212,0,5480,2396,3084,-8556
1983:Q1,95600,17772,4444,0,0,608,12720,77524,14036,2372,3420,57696,-1896,-2096,200,-624,2824,95600,83880,-2052,-10020,7968,9260,2264,-12092,-1488,-8536,-584,0,884,-244,84,0,-2208,0,3548,1932,1616,10792
1983:Q2,56796,23596,17368,0,0,-832,7060,27900,-9852,-1472,1992,37232,3300,2076,1224,-1060,3060,56796,11296,38132,29940,8192,4946,-1536,1488,-792,1892,532,0,96,-572,88,0,244,0,8132,3236,4896,-5662
1983:Q3,48956,41736,17320,0,0,432,23984,8680,-7880,504,-2752,18808,-2080,-1104,-976,-1128,1748,48956,112,32668,23968,8700,7480,440,-3692,-1840,-1736,1356,0,-260,1068,88,0,-2368,0,520,-3424,3944,11428
1983:Q4,-43504,-31136,-44484,0,0,-104,13452,-15004,-17676,-2200,2816,2056,2004,1872,132,-844,1476,-43504,-54348,51408,42328,9080,-54740,-2212,5568,-2244,4732,576,0,956,568,100,0,880,0,10548,4584,5964,272
1984:Q1,162276,24372,12676,0,0,192,11504,137944,45752,21156,-1076,72112,-372,560,-932,-640,972,162276,18984,70196,66472,3724,51458,21120,-3984,-384,-5116,1388,0,892,-4,-1100,0,340,0,-412,-324,-88,4914
1984:Q2,-34588,11772,-1192,0,0,-388,13352,-48724,-51216,-3928,820,5600,760,640,120,-560,2164,-34588,20804,-13204,-17384,4180,-54492,-3984,6704,3244,2380,1612,0,668,-404,8,0,-804,0,6776,1072,5704,2808
1984:Q3,35512,16464,5292,0,0,-104,11276,20508,44188,1980,232,-25892,-3036,-2072,-964,-412,1988,35512,-20616,8148,2616,5532,48582,1948,-1396,-996,-2616,-52,0,852,1156,408,0,-148,0,-384,-1944,1560,-770
1984:Q4,24444,-11500,-9956,0,0,144,-1688,36780,-22624,3464,11952,43988,-1488,-2500,1012,-204,856,24444,28760,7540,796,6744,-24492,3436,9704,256,7480,-676,0,-16,1576,-580,0,1664,0,12004,9596,2408,-12508
1985:Q1,91040,27304,6188,0,0,-112,21228,60020,46496,4692,-7608,16440,1104,1720,-616,52,2560,91040,57180,-24132,-33380,9248,40624,4664,-2636,2424,-6160,956,0,1360,-1608,260,0,132,0,-5036,-6000,964,20376
1985:Q2,35744,3416,-12292,0,0,180,15528,26812,-21540,468,3968,43916,1012,1076,-64,316,4188,35744,25228,36908,26476,10432,-34880,436,4840,76,412,980,0,2188,812,1116,0,-744,0,10300,5224,5076,-7088
1985:Q3,95884,4752,-4552,0,0,1140,8164,83656,-32840,2068,2312,112116,4612,2572,2040,428,2436,95884,44500,51028,37836,13192,-32038,2036,12160,2444,3328,160,0,-1560,3444,2548,0,1796,0,9780,6024,3756,8418
1985:Q4,112504,30908,26944,0,0,-736,4700,76100,48888,-1412,1456,27168,1716,0,1716,380,3400,112504,-80984,85188,61132,24056,78260,-1444,40596,14280,20368,-2160,0,-580,484,-96,0,8300,0,4188,720,3468,-13300
1986:Q1,89384,6060,-12052,2044,0,-808,16876,85916,-2664,7164,-836,82252,-2036,-1996,-40,408,-964,89384,133896,-20212,-25792,5580,-33534,7132,-8160,1412,-5964,-1840,0,-204,-92,1504,0,-2976,0,-3604,-3640,36,13866
1986:Q2,92552,-8368,-19640,-244,0,128,11388,96236,-17924,7860,2000,104300,4900,3744,1156,508,-724,92552,133496,-12764,-15064,2300,-32860,7832,4024,2176,3608,-1560,0,-400,1376,48,0,-1224,0,7348,5872,1476,-14524
1986:Q3,78256,27948,13144,852,0,48,13904,49856,7476,-5220,-84,47684,-1540,-1228,-312,468,1524,78256,89224,-29472,-30408,936,27854,-5248,12064,1996,1020,-1300,0,1196,848,4420,0,3884,0,792,-1264,2056,-16958
1986:Q4,241420,27688,11004,1016,0,168,15500,209324,19844,3036,9648,176796,2372,-48,2420,292,1744,241420,112076,65900,64400,1500,40176,3012,24860,3344,9292,-816,0,2332,3980,-2288,0,9016,0,15884,9768,6116,-20488
1987:Q1,-83104,6416,-3232,-1360,0,168,10840,-88368,-23860,392,-6080,-58820,-3116,-1596,-1520,108,1856,-83104,-57552,31296,30320,976,-49356,368,-12180,204,-6216,-460,0,2508,-2368,852,0,-6700,0,-7828,-7508,-320,12148
1987:Q2,93280,29840,17036,-476,0,-480,13760,60372,12036,1792,1512,45032,376,1372,-996,-84,2776,93280,46768,12700,11924,776,36790,1772,-1740,2476,-1196,-320,0,2368,-2796,-420,0,-1852,0,7960,2404,5556,-10970
1987:Q3,26704,-1336,-16512,-156,0,644,14688,25848,8384,-2404,-8908,28776,1472,1684,-212,-104,824,26704,22980,12440,11672,768,-12326,-2424,5352,1940,2040,-220,0,1644,-1092,2416,0,-1376,0,-3996,-6580,2584,4678
1987:Q4,-20984,32004,-6316,2432,0,-776,36664,-53160,-19904,4412,7696,-45364,-1156,-856,-300,44,1284,-20984,-30304,-14368,-15304,936,-7406,4396,17180,1300,2416,-64,0,528,5976,2612,0,4412,0,13708,6064,7644,-4190
1988:Q1,114608,3920,368,-2364,0,1344,4572,108084,40492,3744,-4944,68792,2112,1272,840,176,316,114608,50112,27684,21392,6292,26310,3744,-4052,-5284,-8812,800,0,32,-936,1316,0,8832,0,-1944,-2328,384,12754
1988:Q2,80664,23000,8688,-340,0,-824,15476,53940,-9356,6632,4692,51972,3216,520,2696,264,244,80664,27440,30420,24764,5656,-4940,6632,8664,-1400,-316,2400,0,972,-852,2680,0,5180,0,11812,4388,7424,636
1988:Q3,21624,42220,16088,28,0,-204,26308,-21536,1488,-248,-4000,-18776,-1056,-1792,736,320,1676,21624,4684,460,-2844,3304,19530,-248,-6632,-2940,-3616,4400,0,-1436,644,-568,0,-3116,0,-2668,-5996,3328,6498
1988:Q4,-47832,1376,-11976,760,0,-72,12664,-50172,-3284,60,1912,-48860,-212,-40,-172,352,824,-47832,-43064,6760,3704,3056,-4918,60,-3764,-5112,-476,4044,0,-1304,1020,1192,0,-3128,0,7108,1800,5308,-10014
1989:Q1,-9682,6216,-7400,-1208,0,164,14661,-16751,-26304,-6683,2188,14049,-872,-1440,568,468,1256,-9682,19718,22255,19931,2324,-45029,-6683,-3120,3824,-916,2300,0,-2900,-1820,-1296,0,-2312,0,3932,912,3020,-756
1989:Q2,71739,36586,18484,-360,0,-508,18970,32845,25016,1524,-6024,12329,348,1500,-1152,676,1284,71739,3216,4305,4909,-604,20519,1524,13444,4144,3108,-200,0,-368,1196,1888,0,3676,0,2532,-5032,7564,26200
1989:Q3,-8066,14608,9746,212,0,312,4337,-27502,-12728,-749,2388,-16413,2876,-200,3076,556,1396,-8066,-9915,3557,4185,-628,-25105,-749,792,4644,2668,-1500,0,-1180,-924,1012,0,-3928,0,1132,2500,-1368,22222
1989:Q4,-25895,-16515,-30347,4052,0,964,8816,-7408,429,2372,1700,-11909,-3444,-368,-3076,104,1368,-25895,-48815,8703,5055,3648,-7099,2372,33664,18852,15512,-2224,0,-508,-3540,1536,0,4036,0,8076,2296,5780,-22796
1990:Q1,74960,31228,10472,-3924,0,-1220,25901,38632,-2749,1106,-7372,47646,2416,2324,92,-368,3052,74960,38560,23113,19389,3724,-24931,1106,-3140,-5316,1112,-1900,0,2476,-916,-144,0,1548,0,5520,-6268,11788,34732
1990:Q2,50098,8457,-23648,-232,0,320,32017,41017,6421,1922,200,32473,-1592,-1004,-588,-864,3080,50098,60508,-6118,-8102,1984,-15918,1922,-11380,-4084,-4768,-1600,0,2112,716,1920,0,-5676,0,15728,-484,16212,5357
1990:Q3,50596,52399,23740,208,0,220,28230,-3271,14875,257,6032,-24436,2468,752,1716,-940,-60,50596,914,-26667,-30523,3856,32732,257,-3464,-7888,-7276,600,0,1592,-488,1384,0,8612,0,26564,7004,19560,20259
1990:Q4,-5302,4559,832,-292,0,-188,4208,-7333,2801,-1182,-444,-8508,-1872,-860,-1012,-620,-36,-5302,-56394,39524,40204,-680,27479,-1182,-18888,-10484,-8164,-420,0,1032,-12,1684,0,-2524,0,17292,-1492,18784,-13135
1991:Q1,72336,79916,27147,-152,0,-616,53537,-9876,15265,1332,-5416,-21057,-1836,252,-2088,-384,4516,72336,98754,-74276,-77440,3164,57972,1332,-9176,-4744,-2588,-340,0,-2432,-616,1864,0,-320,0,10392,-5780,16172,-12662
1991:Q2,21630,-18863,-34192,68,0,-8,15269,37285,-15100,9161,-5788,49012,-952,-108,-844,-288,4448,21630,34510,27354,22290,5064,-67514,9161,-332,-1480,392,-340,0,1096,-400,-1304,0,1704,0,248,-5904,6152,18202
1991:Q3,113840,9795,9611,288,0,632,-737,102162,15748,4802,3964,77647,2056,-188,2244,-124,-48,113840,23584,32995,35999,-3004,-13994,4802,-9280,-1508,1124,-340,0,-6408,-408,4352,0,-6092,0,18560,4408,14152,57172
1991:Q4,143310,51756,32682,5652,0,2372,11050,89941,6067,5924,-1576,79527,1540,876,664,84,-12,143310,32532,43754,40462,3292,133138,5924,8492,-812,72,-364,0,3076,-2192,4232,0,4480,0,16448,1672,14776,-96978
1992:Q1,65642,-15550,-29139,-5804,0,-2404,21797,80232,-49249,2749,-3092,129824,-3636,1360,-4996,384,4212,65642,131056,5683,-3421,9104,-94165,2749,-956,-144,-112,-192,0,612,256,-516,0,-860,0,-2404,-4136,1732,23679
1992:Q2,57706,-531,-22429,-40,0,-604,22543,53052,16059,2115,7376,27502,288,-196,484,720,4176,57706,38709,15247,10575,4672,8548,2115,-64,444,-468,-32,0,1900,-1040,-2216,0,1348,0,8688,6576,2112,-15537
1992:Q3,228473,100690,72816,204,0,1284,26386,121219,21792,9607,4216,85604,1160,664,496,780,4624,228473,85222,5752,-1768,7520,79514,9607,11132,540,-900,-20,0,7896,-328,2592,0,1352,0,28412,6164,22248,8834
1992:Q4,96771,-19738,-62580,124,0,-1268,43986,111197,-12050,1073,-1556,123730,-316,248,-564,568,5060,96771,176656,-28474,-28682,208,-61313,1073,1188,128,-1068,60,0,424,1076,1704,0,-1136,0,15676,-2576,18252,-8036
1993:Q1,-9499,26142,13387,-140,0,360,12534,-35696,-30452,5792,-960,-10077,80,-932,1012,436,-460,-9499,-39459,36139,30595,5544,-20452,5792,2864,-204,396,136,0,-2716,-740,3116,0,2876,0,8196,-1532,9728,-2580
1993:Q2,167108,67893,36948,-116,0,-132,31193,98359,17576,3418,-2272,79636,776,2000,-1224,388,-308,167108,39582,40484,38084,2400,65686,3418,1644,-480,396,100,0,1172,-640,1952,0,-856,0,21440,-404,21844,-5146
1993:Q3,173023,28288,-14619,68,0,856,41983,138111,23622,5869,15320,93300,2632,-40,2672,284,3708,173023,137794,-14724,-16656,1932,12425,5869,-1896,-520,400,68,0,-2676,1808,-1516,0,540,0,38828,16136,22692,-5274
1993:Q4,138624,26285,-6973,340,0,-448,33365,111755,37578,-6859,-13192,94228,-3380,-1592,-1788,128,3836,138624,76947,28416,25364,3052,25336,-6859,15816,-344,396,240,0,4636,3280,2512,0,5096,0,-3024,-15232,12208,1992
1994:Q1,20733,3042,-30187,-300,0,256,33273,14656,1798,11783,4668,-3593,1832,-896,2728,40,1164,20733,-47995,59737,44565,15172,-12160,11783,5720,-176,424,516,0,-4572,-1612,612,0,10528,0,22860,4028,18832,-19211
1994:Q2,-102699,11636,-23374,-132,0,620,34522,-116931,-45921,-2845,976,-69142,-800,492,-1292,272,3124,-102699,-78481,25903,16051,9852,-66890,-2845,252,-176,432,712,0,1272,-564,1504,0,-2928,0,25036,2088,22948,-5675
1994:Q3,15670,54205,15157,152,0,-1072,39968,-40251,-36870,-3781,2552,-2152,384,-132,516,-144,1476,15670,11327,10181,-6431,16612,-19322,-3781,4992,-176,420,716,0,5372,280,1268,0,-2888,0,17368,1348,16020,-5095
1994:Q4,19180,34202,7644,2228,0,-364,24693,-17934,5464,2466,-1884,-23980,268,2052,-1784,264,2380,19180,2038,-16489,-24197,7708,11449,2466,-4228,-176,428,1788,0,-1600,-1248,2328,0,-5748,0,24344,-196,24540,-401
1995:Q1,-24131,37864,-2859,-1928,0,496,42155,-60359,-17121,1902,-412,-44729,-2532,-1820,-712,-1524,2420,-24131,10333,-36979,-57323,20344,-12096,1902,5192,-160,-464,848,0,-6392,-244,3732,0,7872,0,19572,-1736,21308,-12055
1995:Q2,32451,42636,19360,-636,0,-792,24704,-13869,33061,2005,-772,-48164,-808,-1236,428,1452,3040,32451,-24702,6227,-3133,9360,70766,2005,-1636,-164,-460,856,0,-1808,1308,1512,0,-2880,0,1744,-2800,4544,-21953
1995:Q3,-63858,-8565,-16483,348,0,148,7422,-56577,-25003,623,5040,-37237,820,620,200,-896,1360,-63858,-58073,21823,6959,14864,-39892,623,6660,-160,-456,860,0,1832,-2020,532,0,6072,0,9940,5808,4132,-4940
1995:Q4,-59845,-4275,-5005,2400,0,740,-2410,-60914,-9929,-1231,124,-49878,2084,2112,-28,1700,1560,-59845,-112629,73321,63753,9568,-18784,-1231,-8520,-164,-460,896,0,-3752,1656,-2540,0,-4156,0,8352,2976,5376,-354
1996:Q1,-74365,27408,6624,-2336,0,-776,23896,-101069,-637,-3024,-1828,-95581,-380,-1772,1392,-764,440,-74365,34717,-88958,-106290,17332,21130,-3024,-1968,-160,-928,892,0,2260,-1792,1060,0,-3300,0,-17620,-4376,-13244,-18642
1996:Q2,-27557,10251,-24682,-44,0,-76,35053,-45860,1781,-1545,12740,-58835,652,3028,-2376,996,6404,-27557,-87600,48106,21294,26812,-21866,-1545,9780,-4220,-484,884,0,4444,-1412,956,0,9612,0,30680,15692,14988,-5111
1996:Q3,114407,38455,22567,184,0,316,15389,78871,37468,-2104,-4252,47759,-2956,-3156,200,284,-248,114407,-9317,41137,25553,15584,33439,-2104,10184,1332,-500,896,0,5212,-424,2816,960,-108,0,19076,-7092,26168,21991
1996:Q4,-56445,16950,2459,2064,0,-356,12782,-74619,112,-2479,7184,-79435,40,-708,748,1436,-252,-56445,-175516,81315,64331,16984,11150,-2479,6780,-604,-1776,-8,0,1120,700,5744,200,1404,0,34812,6120,28692,-12507
1997:Q1,-3691,38454,-2096,-2152,0,2980,39722,-48709,-13332,4092,-72,-39397,12,-344,356,-340,6892,-3691,-27844,35157,17265,17892,24945,4092,-10188,1180,-3540,2160,0,-8452,1560,92,376,-3564,0,13468,2564,10904,-43321
1997:Q2,43753,51943,12355,-144,0,-2924,42655,-16798,-19959,3844,7764,-8446,3424,2640,784,696,4488,43753,4492,-20471,-45263,24792,-32884,3844,42784,-684,2264,1120,0,13868,8320,4672,-48,13272,0,24780,7480,17300,21208
1997:Q3,-50422,11006,-9347,308,0,-8,20053,-63560,19157,5542,-3380,-84879,-2408,-1464,-944,-1152,5692,-50422,-89408,19505,-1143,20648,-6250,5542,-11692,424,-1536,3304,0,-9260,-4240,-4376,500,3492,0,18996,-4852,23848,12885
1997:Q4,45652,17942,-10200,2044,0,1084,25014,23550,10514,-4546,13308,4274,2248,696,1552,2488,-576,45652,-31447,13121,-12951,26072,12023,-4546,20856,268,18164,-1104,0,-4764,-372,-1984,-276,10924,0,52736,15088,37648,-17091
1998:Q1,-17991,33917,8608,-2176,0,-1148,28633,-66356,-9345,302,-1088,-56225,-2056,200,-2256,504,16000,-17991,-81258,69588,68548,1040,44350,302,-252,-2104,-18916,-1308,0,5408,-1200,4224,664,12980,0,-2272,-2036,-236,-48449
1998:Q2,129529,88262,36977,-228,0,136,51377,45691,42233,5277,-4288,2469,2156,-64,2220,868,-7448,129529,57392,-12862,-15922,3060,85198,5277,248,-460,5136,-1364,0,3776,1764,2024,140,-10768,0,3116,-4216,7332,-8840
1998:Q3,-109151,-15095,-51065,224,0,584,35162,-88104,-47815,-972,-8888,-30429,-2076,-260,-1816,324,-4200,-109151,-6857,-23991,-33123,9132,-124607,-972,7732,828,-1752,-1384,0,556,1052,-5852,-512,14796,0,17464,-8564,26028,22080
1998:Q4,42010,49000,7488,4988,0,-720,37244,-32546,-43561,-1578,3136,9457,1044,-1044,2088,3116,21396,42010,103015,-70523,-81735,11212,-71674,-1578,26048,852,4044,600,0,8896,9804,3964,112,-2224,0,23636,1372,22264,33087
1999:Q1,-13479,42583,4661,-5612,0,12,43522,-54074,27554,838,-7792,-74674,1192,1088,104,-2632,-548,-13479,1686,-16854,-11878,-4976,89514,838,-29284,-3180,-11432,-1076,0,-9492,-6652,6388,-164,-3676,0,-796,-6692,5896,-58583
1999:Q2,60435,58208,-7724,-8,0,980,64959,3583,44256,1681,3696,-46050,-4068,-1580,-2488,2080,632,60435,-71632,52936,52812,124,32262,1681,28988,1768,5204,1712,0,7400,-2248,2456,-32,12728,0,12728,3096,9632,3470
1999:Q3,38030,45079,1148,-136,0,-676,44742,-6356,38048,7284,-380,-51308,1132,-228,1360,-1192,-632,38030,-32474,14111,3947,10164,21281,7284,-3980,-2064,-480,1320,0,-320,1792,-944,344,-3628,0,14312,-1284,15596,17496
1999:Q4,362994,287119,91275,4244,0,-684,192284,60311,35758,2849,2352,19352,3960,2940,1020,1744,9860,362994,18499,88531,73415,15116,121620,2849,55672,4436,6156,3536,0,-580,35728,-1868,356,7908,0,71112,4608,66504,4711
2000:Q1,-301435,-209772,-91044,-4248,0,212,-114692,-110475,-49935,1452,2116,-64108,-3552,-1880,-1672,-1376,23740,-301435,-85513,7958,-20538,28496,-98628,1452,-50380,-4396,-5712,1384,0,7500,-44208,1508,-456,-6376,376,-33860,448,-34308,-42463
2000:Q2,-7214,18213,-3079,60,0,-80,21312,-26272,38379,974,2352,-67977,4284,2316,1968,20,-3460,-7214,-118941,54933,36493,18440,-46028,974,16456,-1596,6644,2380,0,6712,2164,1148,-404,-592,0,4564,4588,-24,80828
2000:Q3,-95532,22650,8681,-100,0,136,13933,-114650,-34111,1668,10428,-92635,-5128,-3988,-1140,-264,1860,-95532,-132381,79668,81272,-1604,-12984,1668,-23492,1504,-8084,4532,0,-888,-372,4248,320,-24752,0,5120,6576,-1456,-13132
2000:Q4,-49803,28337,-6206,4792,0,308,29442,-83576,-87041,-658,-5444,9567,2804,2212,592,1224,1408,-49803,-63288,30765,42397,-11632,-102608,-658,57164,2560,5428,4940,0,-10484,11636,3376,192,38192,1324,19436,-2924,22360,9385
2001:Q1,-46130,17820,4968,-4532,0,-584,17968,-77658,-19893,-4973,-8176,-44616,-2020,-704,-1316,-64,15792,-46130,109513,-205076,-225948,20872,79842,-4973,74484,27676,52928,-4800,0,-6488,280,2136,252,2500,0,-5772,-9464,3692,-94148
2001:Q2,6976,34100,-1902,88,0,128,35786,-23904,-30622,15624,14712,-23617,-652,-10348,9696,1404,-3972,6976,-71035,9553,-6283,15836,-17335,15624,75436,4976,26276,564,0,19912,3028,-3944,176,24448,0,11584,4492,7092,-16851
2001:Q3,164756,93531,7922,-300,0,2028,83882,64040,-17159,7710,-1808,75297,1724,-440,2164,0,5460,164756,54656,-36857,-27645,-9212,14444,7710,113404,7624,22604,552,0,312,12472,3508,-312,66644,0,37752,-220,37972,-26354
2001:Q4,316630,44261,-5104,2520,0,-2192,49037,262305,65987,3606,-14568,207280,2368,1924,444,11048,-3352,316630,218141,23008,47324,-24316,87427,3606,-22500,-2024,28080,448,0,-7684,-6760,-4452,372,-26428,-4052,31584,-14836,46420,-24637
2002:Q1,-243123,59469,-3420,-2476,0,772,64593,-291860,-80174,5409,-4740,-212355,-4004,-1928,-2076,-1204,-5524,-243123,-222795,51596,48812,2784,-102157,5409,-5000,15608,-7556,24,0,2712,2180,-2008,304,-16264,0,8652,-5896,14548,21172
2002:Q2,39069,58132,4816,40,0,-656,53932,-52870,27177,16699,2848,-99595,-2552,-2964,412,8172,28188,39069,-13563,-31545,-34257,2712,24782,16699,9052,1100,-2152,272,0,-7724,5396,2164,-548,10544,0,28076,-772,28848,5568
2002:Q3,205162,18511,-4294,0,0,244,22561,193411,61328,10808,-1500,122774,348,20,328,-4384,-2724,205162,117742,-42060,-44752,2692,98649,10808,76280,33636,36920,328,0,3204,18480,4440,192,-20920,0,3188,-1236,4424,-59445
2002:Q4,-32092,31976,-6233,3872,580,-72,33830,-63560,-73907,-6352,2232,14467,3604,3420,184,-7092,2980,-32092,22834,-18984,-21672,2688,-89754,-6352,3332,1408,-34816,256,0,9716,6300,4072,776,15028,592,33204,5580,27624,23627
2003:Q1,39960,56852,9006,-3884,0,484,51245,-38028,-22128,-1684,9432,-23648,-1972,-2464,492,1764,21344,39960,-116330,69291,63167,6124,-31499,-1684,90052,17148,35348,248,0,7596,25404,4100,372,-164,0,22616,7452,15164,7514
2003:Q2,138333,24403,-2997,-56,0,2600,24856,99202,-8500,16958,2656,88088,6592,1212,5380,4688,3448,138333,55817,50257,44177,6080,-7929,16958,18276,24620,2768,184,4,-7172,-7424,7716,-32,-2388,0,316,6468,-6152,4638
2003:Q3,39557,29468,-1138,80,0,-3284,33810,21221,1086,15668,-1012,5479,-2052,-1172,-880,-2688,-6392,39557,-26807,56581,50493,6088,37460,15668,22152,-3728,9960,148,0,-784,4144,8924,2376,1112,0,976,-5468,6444,-66473
2003:Q4,119542,38170,157,1964,-504,320,36233,71556,25897,210,6236,39213,1820,1024,796,2292,5704,119542,-41378,19667,13603,6064,38971,210,49080,-2512,2356,124,144,16976,33964,-13268,-1796,13220,-128,34488,7580,26908,18503
2004:Q1,66509,8523,-379,-1932,0,-316,11150,42510,12834,4230,11048,14398,-2056,964,-3020,2640,14892,66509,-74445,135594,93438,42156,-63437,4230,24040,-13808,-5972,36,140,19900,996,-2000,1548,23200,0,-72,11696,-11768,40599
2004:Q2,90407,55951,-1379,20,0,784,56526,36516,11093,-6926,6604,25746,-1832,-1692,-140,1512,-1740,90407,-62574,103269,61465,41804,13399,-6926,7580,-40,19064,112,144,-11588,-3632,-4092,5748,1864,0,39848,5696,34152,-4188
2004:Q3,82404,41918,-999,12,0,-604,43509,36293,-44699,6012,764,74216,744,-560,1304,536,2912,82404,94186,32045,30193,1852,-61973,6012,-18052,13060,752,128,144,4232,-32680,1712,-4008,-1392,0,14292,-400,14692,15894
2004:Q4,102140,44572,3309,4156,28,-188,37267,41640,7832,-20568,20308,34068,-132,-768,636,1640,14420,102140,38638,-38964,-60824,21860,-12026,-20568,79776,-34124,2524,148,272,-12752,76744,1216,6332,39204,212,35480,19352,16128,19805
2005:Q1,-23497,11797,-3708,-4208,64,232,19417,-59010,30778,45211,-5888,-129110,10292,12516,-2224,28,13396,-23497,-57354,25135,28571,-3436,55068,45211,-67032,-7540,-23160,172,276,-2440,-23240,-3208,1112,-8196,-808,24,6860,-6836,-24548
2005:Q2,37286,22101,-3967,84,-36,-144,26163,26393,-40937,12180,27188,27962,-11908,-12252,344,3272,-2572,37286,-75054,140500,143904,-3404,-37842,12180,-10032,-3172,23616,184,272,2252,-27532,1780,124,-7520,-36,14008,14792,-784,-6474
2005:Q3,-259,44211,-56,-16,24,-8,44267,-53918,-4130,-18586,6108,-37309,2060,876,1184,-4800,12188,-259,-47686,97500,100788,-3288,-15591,-18586,-44984,-912,6784,308,272,-7856,-23676,-19844,3804,-4896,1032,16100,6976,9124,12989
