date,FA893163005.Q,FA103163005.Q,FA793163005.Q,FA763163005.Q,FA673163005.Q,FA613163005.Q,FA643163075.Q,FA663163003.Q,FA733163005.Q,FA503163003.Q,FA263163005.Q,FA893063005.Q,FA153063005.Q,FA123063003.Q,FA313063763.Q,FA213063003.Q,FA763063005.Q,FA763063605.Q,FA763063095.Q,FA753063005.Q,FA743063005.Q,FA473063005.Q,FA473063605.Q,FA473063095.Q,FA513063005.Q,FA513063605.Q,FA513063095.Q,FA543063005.Q,FA543063675.Q,FA543063095.Q,FA573063005.Q,FA343063005.Q,FA223063045.Q,FA633063005.Q,FA653063005.Q,FA553063003.Q,FA563063003.Q,FA403063005.Q,FA403063605.Q,FA403063095.Q,FA613063003.Q,FA643063073.Q,FA663063005.Q,FA733063003.Q,FA503063005.Q,FA263063005.Q,FA263063603.Q,FA263063095.Q
1961:Q2,9432,7812,928,0,0,928,0,0,0,0,692,9432,3368,0,0,0,-564,0,-564,20,-4,0,0,0,36,0,36,2692,0,2692,1584,0,1728,0,40,-52,0,0,0,0,0,0,564,0,0,20,0,20
1961:Q3,2776,2828,-320,0,0,-320,0,0,0,0,268,2776,-1820,0,0,0,-428,0,-428,56,-4,0,0,0,16,0,16,2392,0,2392,1036,0,1800,0,132,-76,0,0,0,0,0,0,-292,0,0,-36,0,-36
1961:Q4,6424,5496,480,0,0,480,0,0,0,0,448,6424,-744,0,0,0,-568,0,-568,-80,-16,0,0,0,8,0,8,3152,0,3152,1572,0,1784,0,928,-64,0,0,0,0,0,0,464,0,0,-12,0,-12
1962:Q1,4788,3304,680,0,0,680,0,0,0,0,804,4788,532,0,0,0,152,0,152,220,0,0,0,0,272,0,272,1460,0,1460,936,0,1812,0,-540,172,0,0,0,0,0,0,-696,0,0,468,0,468
1962:Q2,6800,6176,-636,0,0,-636,0,0,0,0,1260,6800,-76,0,0,0,-784,0,-784,292,0,0,0,0,440,0,440,2820,0,2820,1572,0,1868,0,564,-120,0,0,0,0,0,0,308,0,0,-84,0,-84
1962:Q3,1888,2308,-796,0,0,-796,0,0,0,0,376,1888,-3044,0,0,0,-124,0,-124,40,0,0,0,0,432,0,432,2140,0,2140,552,0,1856,0,-220,-84,0,0,0,0,0,0,540,0,0,-200,0,-200
1962:Q4,7952,4340,2076,0,0,2076,0,0,0,0,1536,7952,72,0,0,0,352,0,352,-80,0,0,0,0,248,0,248,3448,0,3448,1816,0,1736,0,316,40,0,0,0,0,0,0,88,0,0,-84,0,-84
1963:Q1,7368,3744,1648,0,0,1648,0,0,0,0,1976,7368,1780,0,0,0,84,0,84,-32,8,0,0,0,56,0,56,2988,0,2988,1372,0,1788,0,-20,416,0,0,0,0,0,0,-904,0,0,-168,0,-168
1963:Q2,6420,4464,-72,0,0,-72,0,0,0,0,2028,6420,-1068,0,0,0,-656,0,-656,-128,16,0,0,0,-132,0,-132,3752,0,3752,1612,0,1964,0,-12,332,0,0,0,0,0,0,508,0,0,232,0,232
1963:Q3,3104,2120,700,140,0,560,0,0,0,0,284,3104,-2048,0,0,0,-836,0,-836,-264,12,0,0,0,-132,0,-132,1952,0,1952,1680,0,2228,0,384,356,0,0,0,0,0,0,-208,0,0,-20,0,-20
1963:Q4,8368,4756,3928,792,0,3136,0,0,0,0,-316,8368,1064,0,0,0,-1144,0,-1144,-116,4,0,0,0,44,0,44,2608,0,2608,1172,0,2472,0,332,248,0,0,0,0,0,0,1500,0,0,184,0,184
1964:Q1,6628,2708,4364,748,0,3616,0,0,0,0,-444,6628,-728,0,0,0,1916,0,1916,-24,-8,0,0,0,200,0,200,2484,0,2484,952,0,2468,0,-28,468,0,0,0,0,0,0,-1196,0,0,124,0,124
1964:Q2,7952,5084,2260,452,0,1808,0,0,0,0,608,7952,-1808,0,0,0,172,0,172,8,-20,0,0,0,308,0,308,2880,0,2880,2364,0,2192,0,584,136,0,0,0,0,0,0,1000,0,0,136,0,136
1964:Q3,4948,2784,2340,576,0,1764,0,0,0,0,-176,4948,476,0,0,0,-208,0,-208,96,-20,0,0,0,392,0,392,1380,0,1380,1224,0,2028,0,296,88,0,0,0,0,0,0,-1136,0,0,332,0,332
1964:Q4,10880,5400,3600,384,0,3216,0,0,0,0,1880,10880,2648,0,0,0,-604,0,-604,-20,-24,0,0,0,460,0,460,2532,0,2532,2044,0,1956,0,592,52,0,0,0,0,0,0,1004,0,0,240,0,240
1965:Q1,6056,3736,1960,480,0,1480,0,0,0,0,360,6056,-708,0,0,0,232,0,232,-4,0,0,0,0,552,0,552,2020,0,2020,1680,0,1988,0,740,316,0,0,0,0,0,0,-832,0,0,72,0,72
1965:Q2,6940,6396,264,2388,0,-2124,0,0,0,0,280,6940,-1776,0,0,0,60,0,60,4,8,0,0,0,676,0,676,2636,0,2636,1832,0,2116,0,288,-52,0,0,0,0,0,0,1552,0,0,-404,0,-404
1965:Q3,6556,6772,-784,108,0,-892,0,0,0,0,568,6556,1184,0,0,0,-612,0,-612,56,12,0,0,0,708,0,708,2876,0,2876,1448,0,2424,0,264,-84,0,0,0,0,0,0,-1660,0,0,-60,0,-60
1965:Q4,6516,2504,3380,292,0,3088,0,0,0,0,632,6516,-3856,0,0,0,-780,0,-780,32,8,0,0,0,644,0,644,3768,0,3768,1028,0,2676,0,328,-68,0,0,0,0,0,0,2168,0,0,568,0,568
1966:Q1,14852,11852,1564,172,0,1392,0,0,0,0,1436,14852,2912,0,0,0,-52,0,-52,-36,16,0,0,0,584,0,584,4728,0,4728,4148,0,2876,0,824,232,0,0,0,0,0,0,-2204,0,0,824,0,824
1966:Q2,12076,10268,1268,244,0,1024,0,0,0,0,540,12076,-8,0,0,0,44,0,44,-44,20,0,0,0,532,0,532,2280,0,2280,1688,0,3064,0,256,-96,0,0,0,0,0,0,2016,0,0,2324,0,2324
1966:Q3,11856,9732,1696,0,0,1696,0,0,0,0,428,11856,6192,0,0,0,580,0,580,92,20,0,0,0,544,0,544,1444,0,1444,1824,0,3028,0,-468,-76,0,0,0,0,0,0,-1956,0,0,632,0,632
1966:Q4,11412,9004,1872,0,0,1872,0,0,0,0,536,11412,-616,0,0,0,636,0,636,84,12,0,0,0,624,0,624,960,0,960,2452,0,2788,0,832,-36,0,0,0,0,0,0,2600,0,0,1076,0,1076
1967:Q1,14928,12572,1200,812,0,388,0,0,0,0,1156,14928,3876,0,0,0,3360,0,3360,64,32,0,0,0,692,0,692,3480,0,3480,1664,0,3224,0,-120,292,0,0,0,0,0,0,-2288,0,0,652,0,652
1967:Q2,13956,14476,-1468,92,0,-1560,0,0,0,0,948,13956,360,0,0,0,3980,0,3980,176,32,0,0,0,624,0,624,2748,0,2748,636,0,3092,0,-900,20,0,0,0,0,0,0,2144,0,0,1044,0,1044
1967:Q3,20424,18036,832,140,0,692,0,0,0,0,1556,20424,4468,0,0,0,3180,0,3180,264,36,0,0,0,700,0,700,3976,0,3976,1672,0,4296,0,64,60,0,0,0,0,0,0,744,0,0,964,0,964
1967:Q4,18060,13548,3308,32,0,3276,0,0,0,0,1204,18060,7256,0,0,0,716,0,716,160,40,0,0,0,856,0,856,4980,0,4980,524,0,4336,0,-444,140,0,0,0,0,0,0,884,0,0,-1388,0,-1388
1968:Q1,12220,10408,600,0,0,600,0,0,0,0,1212,12220,692,0,0,0,1928,0,1928,-20,20,0,0,0,1048,0,1048,4664,0,4664,1532,0,1932,0,-760,248,0,0,0,0,0,0,-1248,0,0,2184,0,2184
1968:Q2,14348,14112,-4,704,0,-708,0,0,0,0,240,14348,4892,0,0,0,1376,0,1376,-104,12,0,0,0,1268,0,1268,3656,0,3656,76,0,2700,0,-836,388,0,0,0,0,0,0,-1424,0,0,2344,0,2344
1968:Q3,13892,13204,-248,332,0,-580,0,0,0,0,936,13892,996,0,0,0,1416,0,1416,-112,8,0,0,0,1280,0,1280,2684,0,2684,908,0,2936,0,-352,372,0,0,0,0,0,0,1096,0,0,2660,0,2660
1968:Q4,17836,13848,2040,-4,0,2044,0,0,0,0,1948,17836,5160,0,0,0,2116,0,2116,-76,4,0,0,0,1088,0,1088,3796,0,3796,64,0,3008,0,-460,200,0,0,0,0,0,0,860,0,0,2076,0,2076
1969:Q1,12456,13748,-2560,-496,0,-2064,0,0,0,0,1268,12456,1168,0,0,0,1412,0,1412,-8,4,0,0,0,920,0,920,4204,0,4204,-656,0,3344,0,988,436,0,0,0,0,0,0,-1900,0,0,2544,0,2544
1969:Q2,12132,13188,-1876,-352,0,-1540,16,0,0,0,820,12132,1548,0,0,0,44,0,44,-24,0,0,0,0,480,0,480,2040,0,2040,304,0,3892,0,408,-12,0,0,0,0,0,0,2600,0,0,852,0,852
1969:Q3,15924,11096,3168,24,0,3088,56,0,0,0,1660,15924,7328,0,0,0,-404,0,-404,-24,0,0,0,0,1040,0,1040,1248,0,1248,2156,0,4608,0,1280,-120,0,0,0,0,0,0,-2096,0,0,908,0,908
1969:Q4,15628,10168,5096,88,0,5000,8,0,0,0,364,15628,4252,0,0,0,760,0,760,68,8,0,0,0,796,0,796,-584,0,-584,648,0,4132,0,1008,-256,0,0,0,0,0,0,2840,0,0,1956,0,1956
1970:Q1,11804,12932,-2256,92,0,-6272,172,0,3752,0,1128,11804,-2336,0,0,0,5516,0,5516,-240,-8,0,0,0,1936,0,1936,2044,0,2044,1540,0,4236,0,1776,-792,0,0,0,0,0,0,-3428,0,0,1560,0,1560
1970:Q2,23824,23220,836,132,0,460,84,0,160,0,-232,23824,4988,0,0,0,6028,0,6028,140,-16,0,0,0,1896,0,1896,1656,0,1656,532,0,4472,0,520,-732,0,0,0,0,0,0,2468,0,0,1872,0,1872
1970:Q3,25708,21440,2684,68,0,2312,0,0,304,0,1584,25708,14956,0,0,0,-144,0,-144,-20,-16,0,0,0,2684,0,2684,692,0,692,1992,0,5188,0,164,-684,0,0,0,0,0,0,-440,0,0,1336,0,1336
1970:Q4,31348,23028,7304,100,0,6852,168,0,184,0,1016,31348,13368,0,0,0,2548,0,2548,1288,-20,0,0,0,2704,0,2704,1444,0,1444,3256,0,4088,0,-80,-288,0,0,0,0,0,0,1836,0,0,1204,0,1204
1971:Q1,29332,22228,5976,1660,0,144,96,0,4076,0,1128,29332,8968,0,0,0,11948,0,11948,-1116,0,0,0,0,980,0,980,4592,0,4592,-2760,0,4876,0,-484,340,0,0,0,0,0,0,64,0,0,1924,0,1924
1971:Q2,24552,22428,1052,352,0,480,224,0,-4,0,1072,24552,11084,0,0,0,4908,0,4908,-104,0,0,0,0,348,0,348,3972,0,3972,-1592,0,4896,0,876,480,0,0,0,0,0,0,-1112,0,0,796,0,796
1971:Q3,19604,14068,4288,548,0,3716,-72,0,96,0,1248,19604,9864,0,0,0,5280,0,5280,52,4,0,0,0,-28,0,-28,4880,0,4880,-1856,0,2552,0,-496,564,0,0,0,0,0,0,-2716,0,0,1504,0,1504
1971:Q4,24448,17820,6316,860,0,4972,100,0,384,0,312,24448,620,0,0,0,2256,0,2256,-12,0,0,0,0,-160,0,-160,8360,0,8360,2892,0,3440,0,836,364,0,0,0,0,0,0,4264,0,0,1588,0,1588
1972:Q1,19976,11528,6516,1984,0,2684,116,0,1732,0,1932,19976,1464,0,0,0,10180,0,10180,-56,4,0,0,0,-396,0,-396,5164,0,5164,-492,0,4488,0,1068,532,0,0,0,0,0,0,-3440,0,0,1460,0,1460
