date,FA893163005.Q,FA103163005.Q,FA793163005.Q,FA763163005.Q,FA673163005.Q,FA613163005.Q,FA643163075.Q,FA663163003.Q,FA733163005.Q,FA503163003.Q,FA263163005.Q,FA893063005.Q,FA153063005.Q,FA123063003.Q,FA313063763.Q,FA213063003.Q,FA763063005.Q,FA763063605.Q,FA763063095.Q,FA753063005.Q,FA743063005.Q,FA473063005.Q,FA473063605.Q,FA473063095.Q,FA513063005.Q,FA513063605.Q,FA513063095.Q,FA543063005.Q,FA543063675.Q,FA543063095.Q,FA573063005.Q,FA343063005.Q,FA223063045.Q,FA633063005.Q,FA653063005.Q,FA553063003.Q,FA563063003.Q,FA403063005.Q,FA403063605.Q,FA403063095.Q,FA613063003.Q,FA643063073.Q,FA663063005.Q,FA733063003.Q,FA503063005.Q,FA263063005.Q,FA263063603.Q,FA263063095.Q
1972:Q2,23984,15652,6644,548,0,3840,108,0,2148,0,1688,23984,1820,0,0,0,5860,0,5860,-124,4,0,0,0,-760,0,-760,7948,0,7948,3540,0,2404,0,112,120,0,0,0,0,0,0,-104,0,0,3164,0,3164
1972:Q3,17388,12308,5592,548,0,2884,40,0,2120,0,-512,17388,2476,0,0,0,572,0,572,-92,4,0,0,0,-900,0,-900,5372,0,5372,4932,0,5424,0,640,104,0,0,0,0,0,0,-2096,0,0,952,0,952
1972:Q4,21188,10440,9736,1468,0,6560,52,0,1656,0,1012,21188,-1092,0,0,0,-588,0,-588,72,4,0,0,0,-832,0,-832,9412,0,9412,-20,0,4608,0,184,204,0,0,0,0,0,0,6516,0,0,2720,0,2720
1973:Q1,13176,6284,6360,-272,0,5276,124,0,1232,0,532,13176,1028,0,0,0,1072,0,1072,-324,20,0,0,0,-452,0,-452,4704,0,4704,3820,0,5460,0,700,668,0,0,0,0,0,0,-5296,0,0,1776,0,1776
1973:Q2,14936,12748,1588,-400,0,984,152,0,852,0,600,14936,-740,0,0,0,-1696,0,-1696,100,20,0,0,0,-500,0,-500,7692,0,7692,1936,0,5612,0,-444,472,0,0,0,0,0,0,1040,0,0,1444,0,1444
1973:Q3,16412,10792,4736,-76,0,4032,44,0,736,0,884,16412,7860,0,0,0,-6948,0,-6948,-100,0,0,0,0,-160,0,-160,6644,0,6644,3740,0,5728,0,-264,420,0,0,0,0,0,0,-1720,0,0,1212,0,1212
1973:Q4,17512,8552,7144,780,0,5340,140,0,884,0,1816,17512,3796,0,0,0,-3248,0,-3248,152,0,0,0,0,556,0,556,4280,0,4280,-980,0,4040,0,604,184,0,0,0,0,0,0,7392,0,0,736,0,736
1974:Q1,18756,15228,820,260,0,-1360,112,0,1808,0,2708,18756,7456,0,0,0,1104,0,1104,-4,4,0,0,0,1336,0,1336,5896,0,5896,-156,0,5184,0,816,332,0,0,0,0,0,0,-3648,0,0,436,0,436
1974:Q2,29840,21568,6380,440,0,4020,4,0,1916,0,1892,29840,11384,0,0,0,-2064,0,-2064,-40,0,0,0,0,2140,0,2140,5604,0,5604,812,0,6800,0,744,-316,0,0,0,0,0,0,2804,0,0,1972,0,1972
1974:Q3,27016,16660,8696,-40,0,6928,-28,0,1836,0,1660,27016,9756,0,0,0,-112,0,-112,48,0,0,0,0,2404,0,2404,3064,0,3064,3392,0,8644,0,-36,-356,0,0,0,0,0,0,-1732,0,0,1944,0,1944
1974:Q4,43464,25724,14512,-40,0,12936,48,0,1568,0,3228,43464,26480,0,0,0,4444,0,4444,48,0,0,0,0,2160,0,2160,1276,0,1276,5056,0,3756,0,756,-204,0,0,0,0,0,0,180,0,0,-488,0,-488
1975:Q1,50908,36936,5540,180,0,4628,-208,0,940,0,8432,50908,14228,0,0,0,10312,0,10312,0,-12,0,0,0,2020,0,2020,8844,0,8844,8416,0,7568,0,972,276,0,0,0,0,0,0,-2636,0,0,920,0,920
1975:Q2,39776,32296,2596,108,0,2348,-212,0,352,0,4884,39776,-6428,0,0,0,21044,0,21044,136,12,0,0,0,2468,0,2468,6420,0,6420,6120,0,6672,0,800,-4,0,0,0,0,0,0,2716,0,0,-180,0,-180
1975:Q3,26688,13920,7704,472,0,6440,-208,0,1000,0,5064,26688,18100,0,0,0,-9976,0,-9976,-68,12,0,0,0,2828,0,2828,6988,0,6988,5940,0,4624,0,544,40,0,0,0,0,0,0,-2148,0,0,-196,0,-196
1975:Q4,54608,22508,21808,196,0,6356,-212,0,15468,0,10292,54608,15968,0,0,0,-5264,0,-5264,64,12,0,0,0,1404,0,1404,13988,0,13988,7132,0,6924,0,644,44,0,0,0,0,0,0,6880,4200,0,2612,0,2612
1976:Q1,36640,25492,1728,684,0,-1252,-104,0,2400,0,9420,36640,-11760,0,0,0,25084,0,25084,-284,76,0,0,0,5628,0,5628,15596,0,15596,2132,0,5156,0,-432,468,0,0,0,0,0,0,-6228,280,0,924,0,924
1976:Q2,34672,19904,9380,1064,0,5896,20,0,2400,0,5388,34672,9888,0,0,0,-5644,0,-5644,36,108,0,0,0,4028,0,4028,13584,0,13584,1912,0,7124,0,596,232,0,0,0,0,0,0,848,280,0,1680,0,1680
1976:Q3,40232,22704,7212,696,0,2540,-24,0,4000,0,10316,40232,16132,0,0,0,-340,0,-340,-48,44,0,0,0,4472,0,4472,17304,0,17304,-6028,0,5440,0,332,164,0,0,0,0,0,0,1236,280,0,1244,0,1244
1976:Q4,42632,22644,10992,644,0,6912,-48,0,3484,0,8996,42632,20320,0,0,0,312,0,312,0,48,0,0,0,1528,0,1528,20888,0,20888,-4684,0,1184,0,900,-96,0,0,0,0,0,0,540,716,0,976,0,976
1977:Q1,29840,21504,6116,196,0,3428,-24,0,2516,0,2220,29840,4836,0,0,0,9060,0,9060,-40,200,0,0,0,-1768,0,-1768,16880,0,16880,-508,0,-972,0,520,-388,0,0,0,0,0,0,-800,684,0,2136,0,2136
1977:Q2,39144,14676,17800,2748,0,12284,-32,0,2800,0,6668,39144,-852,0,0,0,-6772,0,-6772,-4,244,0,0,0,13304,0,13304,19628,0,19628,4508,0,1048,0,728,-720,0,0,0,0,0,0,1452,840,0,5740,0,5740
1977:Q3,38508,24436,6552,1028,0,2716,8,0,2800,0,7520,38508,2524,0,0,0,-240,0,-240,168,-4,0,0,0,3328,0,3328,13816,0,13816,1292,0,11672,0,2196,-712,0,0,0,0,0,0,-408,1120,0,3756,0,3756
1977:Q4,53884,30616,19472,2864,0,13972,-24,0,2660,0,3796,53884,8376,0,0,0,-7828,0,-7828,504,-12,0,0,0,-136,0,-136,24504,0,24504,11940,0,10572,0,820,-360,0,0,0,0,0,0,-8,976,0,4536,0,4536
1978:Q1,30432,17440,7640,220,0,6568,-88,0,940,0,5352,30432,-7060,0,0,0,9196,0,9196,180,80,0,0,0,2740,0,2740,17628,0,17628,3212,0,4800,0,-620,272,0,0,0,0,0,0,112,-976,0,868,0,868
1978:Q2,41692,25608,11376,2096,0,5412,-20,0,3888,0,4708,41692,-3332,0,0,0,-2664,0,-2664,64,84,0,0,0,676,0,676,20704,0,20704,16436,0,9144,0,-520,284,0,0,0,0,0,0,-1196,-840,0,2852,0,2852
1978:Q3,25308,20704,2676,672,0,404,8,0,1592,0,1928,25308,-14344,0,0,0,2380,0,2380,212,280,0,0,0,1824,0,1824,14644,0,14644,9176,0,10004,0,-476,352,0,0,0,0,0,0,68,-840,0,2028,0,2028
1978:Q4,34684,20092,10672,384,0,7992,-64,0,2360,0,3920,34684,4260,0,0,0,-1820,0,-1820,112,284,0,0,0,1860,0,1860,15968,0,15968,4916,0,11064,0,-1100,160,0,0,0,0,0,0,-1632,-936,0,1548,0,1548
1979:Q1,27672,17392,6764,748,0,2816,-20,0,3220,0,3516,27672,-3588,0,0,0,4216,0,4216,480,16,0,0,0,1180,0,1180,17104,0,17104,4188,0,600,0,976,344,0,0,0,0,0,0,352,1216,0,588,0,588
1979:Q2,27676,21240,4288,1076,0,60,20,0,3132,0,2148,27676,-1844,0,0,0,-13732,0,-13732,76,24,0,0,0,2104,0,2104,12144,0,12144,12988,0,7496,0,2344,-84,0,0,0,0,0,0,1972,1400,0,2788,0,2788
1979:Q3,21444,15120,-568,2660,0,-4404,-96,0,1272,0,6892,21444,-23728,0,0,0,7288,0,7288,1812,204,0,0,0,2876,0,2876,9888,0,9888,12920,0,5720,0,96,-108,0,0,0,0,0,0,-568,1400,0,3644,0,3644
1979:Q4,31760,15376,14136,2084,0,11212,68,0,772,0,2248,31760,17352,0,0,0,-6384,0,-6384,-1844,192,0,0,0,1824,0,1824,6856,0,6856,12720,0,-2056,0,-200,-48,0,0,0,0,0,0,-1244,620,0,3972,0,3972
1980:Q1,33200,23832,8948,-100,0,5996,12,0,3040,0,420,33200,-30752,0,0,0,8212,0,8212,-16,392,0,0,0,-1604,0,-1604,18748,0,18748,15456,0,12708,0,3240,12,0,0,0,0,0,0,-2052,220,0,8636,0,8636
1980:Q2,64312,44916,15760,2288,0,9928,64,0,3480,0,3636,64312,2824,0,0,0,8964,0,8964,-436,620,0,0,0,3288,0,3288,4324,0,4324,13704,0,17304,584,-1584,76,0,0,0,0,0,0,6184,0,0,8460,0,8460
1980:Q3,37752,29144,8268,120,0,5528,-60,0,2680,0,340,37752,2104,0,0,0,-5052,0,-5052,84,560,0,0,0,-268,0,-268,7176,0,7176,15828,0,4748,116,5480,48,0,0,0,0,0,0,-3192,280,0,9840,0,9840
1980:Q4,17824,12828,4584,-228,0,2136,12,0,2664,0,412,17824,-22492,0,0,0,13696,0,13696,544,220,0,0,0,-1368,0,-1368,4320,0,4320,11144,0,2184,-360,48,-60,0,0,0,0,0,0,760,12,0,9176,0,9176
1981:Q1,23792,24332,-1800,-1320,0,-2104,48,0,1576,0,1260,23792,-8412,0,0,0,-3492,0,-3492,548,-144,0,0,0,2208,0,2208,8200,0,8200,7824,0,2836,-136,1764,740,0,0,0,0,0,0,788,-572,0,11640,0,11640
1981:Q2,44216,30408,8452,-952,0,1964,-32,0,7472,0,5356,44216,3336,0,0,0,-8572,0,-8572,836,-484,0,0,0,1972,0,1972,10992,0,10992,4468,0,15444,1140,4584,-380,0,0,0,0,0,0,2344,-156,0,8692,0,8692
1981:Q3,28044,18044,6076,-1492,0,696,40,0,6832,0,3924,28044,-5120,0,0,0,-1192,0,-1192,-792,-568,0,0,0,1308,0,1308,5804,0,5804,5600,0,7864,248,3692,-360,0,0,0,0,0,0,-2160,156,0,13564,0,13564
1981:Q4,59612,26432,21772,1328,0,13184,-12,0,7272,0,11408,59612,20388,0,0,0,1476,0,1476,2536,-388,0,0,0,5272,0,5272,3900,0,3900,4524,0,8112,804,-872,-172,0,0,0,0,0,0,4524,448,0,9060,0,9060
1982:Q1,46440,31624,11516,-1312,0,13160,-4,0,-328,0,3300,46440,-5142,0,0,0,6102,0,6102,768,-272,0,0,0,752,0,752,15156,0,15156,12888,0,4892,980,-2268,1148,0,0,0,0,0,0,332,-2688,0,13792,0,13792
1982:Q2,30960,20384,9148,-488,0,5456,-4,0,4184,0,1428,30960,-23497,0,0,0,-4663,0,-4663,980,-208,0,0,0,36,0,36,16196,0,16196,9560,0,9656,-824,-72,224,0,0,0,0,0,0,2584,-2788,0,23776,0,23776
1982:Q3,58356,31904,13440,2656,0,4188,-4,0,6600,0,13012,58356,14048,0,0,0,7736,0,7736,812,-172,0,0,0,-820,0,-820,11684,0,11684,14424,0,-3484,-684,-2444,256,0,0,0,0,0,0,4392,1108,0,11500,0,11500
1982:Q4,73352,38688,25940,3276,0,9504,-4,0,13164,0,8724,73352,9904,0,0,0,25580,0,25580,444,-148,0,0,0,-1836,0,-1836,21228,0,21228,10716,0,-3860,-688,-3808,124,0,0,0,0,0,0,2684,1120,0,11892,0,11892
1983:Q1,39240,24800,12092,756,0,3720,0,184,6776,656,2348,39240,-13964,0,0,500,23688,0,23688,700,-148,0,0,0,-3284,0,-3284,19536,0,19536,15988,0,-768,-220,1460,-1164,0,0,0,0,0,0,-7520,140,0,4296,0,4296
1983:Q2,57924,44500,9216,-360,0,184,4,112,8468,808,4208,57924,-16466,0,0,500,30010,0,30010,636,-132,0,0,0,-5196,0,-5196,21656,0,21656,5728,0,-2300,240,3812,68,0,0,0,0,0,0,12380,64,0,6924,0,6924
1983:Q3,46328,18492,25624,176,7156,7024,4,192,10464,608,2212,46328,32925,0,0,1000,-5693,0,-5693,1712,-96,0,0,0,-5148,0,-5148,16120,0,16120,17296,0,-19192,24,1768,180,0,0,0,0,0,0,-1604,2316,0,4720,0,4720
1983:Q4,40796,16180,21060,-1088,4824,5044,0,1020,12240,-980,3556,40796,2197,0,0,2000,11983,0,11983,2196,-24,0,0,0,-3160,0,-3160,8976,0,8976,11868,0,-16028,-436,4848,60,0,0,0,0,0,0,4860,2500,0,8956,0,8956
1984:Q1,27228,34520,-6040,-424,7020,8800,436,-996,-24072,3196,-1252,27228,-47736,0,0,3124,28852,100,28752,2212,4,0,0,0,1812,0,1812,24496,0,24496,5240,0,-2016,440,1888,-24,0,0,0,0,0,0,-736,-1100,0,10772,0,10772
1984:Q2,74920,35428,36324,8428,7000,-1764,440,836,21820,-436,3168,74920,21540,0,0,4376,-6360,248,-6608,3076,40,0,0,0,5064,0,5064,26460,0,26460,-18556,0,27796,88,3376,148,0,0,0,0,32,0,-1244,-632,0,9716,0,9716
1984:Q3,98504,56840,40024,-1128,7000,15984,444,712,16444,568,1640,98504,-8303,0,0,4624,15407,52,15355,3900,96,0,0,0,5124,0,5124,21508,0,21508,32676,0,7140,152,-3584,-1168,0,0,0,0,1588,0,5216,2032,0,12096,0,12096
1984:Q4,152356,72296,52364,15100,-5804,15240,484,2224,25584,-464,27696,152356,-7625,0,0,3876,26033,-252,26285,3292,180,0,0,0,4592,0,4592,21520,0,21520,42452,0,5672,1004,2424,-544,0,0,0,0,-2268,0,19688,2084,0,29976,0,29976
1985:Q1,111108,74708,34024,7360,17476,2080,188,-2756,6900,2776,2376,111108,83546,0,0,3376,-4126,48,-4174,4200,212,0,0,0,5424,0,5424,32584,0,32584,-24736,0,-29312,268,4596,260,0,0,0,0,1016,0,-6620,1556,0,38864,0,38864
1985:Q2,163628,89268,66076,5620,14340,28980,192,664,13364,2916,8284,163628,37840,0,0,3124,16992,-76,17068,5892,396,0,0,0,9976,0,9976,37684,0,37684,-15892,0,18004,-292,5468,-340,0,0,0,0,4356,0,20360,1760,0,18300,0,18300
1985:Q3,128264,77052,48824,9484,13364,604,200,296,21952,2924,2388,128264,17149,0,0,2876,1895,568,1327,6160,452,0,0,0,8408,0,8408,35408,0,35408,-18260,0,17888,688,4060,832,0,0,0,0,9924,0,8252,4400,0,28132,0,28132
1985:Q4,179672,94448,40396,13836,-28060,27324,156,2880,24300,-40,44828,179672,54878,0,0,2624,8306,-576,8882,4776,388,0,0,0,8932,0,8932,44472,0,44472,-45888,0,12472,8,10100,640,0,0,0,0,-380,0,14736,4508,0,59100,0,59100
1986:Q1,250156,144228,120556,7156,63924,33996,104,-1408,13596,3188,-14628,250156,67382,0,0,2312,12754,2408,10346,752,212,0,0,0,12672,0,12672,47424,0,47424,37092,0,-3616,-828,13104,580,0,0,0,0,5872,0,17820,-2548,0,39172,0,39172
1986:Q2,244156,158788,88284,7568,29312,23736,452,2824,20176,4216,-2916,244156,60416,0,0,1936,25148,2428,22720,7788,144,0,0,0,15720,0,15720,42808,0,42808,20416,0,7232,1480,26712,1780,0,0,0,0,184,0,-5904,-2136,0,40432,0,40432
1986:Q3,197732,115264,79224,9916,24652,20240,516,-1496,21980,3416,3244,197732,-32779,0,0,1812,41743,4048,37695,10952,100,0,0,0,15632,0,15632,37796,0,37796,39252,0,16384,1580,13096,1712,0,0,0,0,17228,0,-3372,948,0,35648,0,35648
1986:Q4,195968,105256,66640,3900,31608,27148,2932,8300,-2148,-5100,24072,195968,30121,0,0,1940,22255,4452,17803,7848,80,0,0,0,12412,0,12412,33964,0,33964,9984,0,26644,936,19196,1688,0,0,0,0,-2952,0,-7244,-1304,0,40400,0,40400
1987:Q1,232428,101696,129188,13208,72200,23828,304,-1780,18128,3300,1544,232428,72240,0,0,2064,12484,-336,12820,3720,96,0,0,0,9400,0,9400,58536,0,58536,-2172,0,6088,-276,28488,452,0,0,0,0,3568,0,4548,2000,0,31192,0,31192
1987:Q2,158636,78480,81748,-1128,41752,22724,2020,1552,14400,428,-1592,158636,54977,0,0,2188,28251,-272,28523,10096,116,0,0,0,6596,0,6596,73972,0,73972,-12952,0,-12040,116,-1556,1412,0,0,0,0,-1744,0,-11036,1392,0,18848,0,18848
1987:Q3,196320,88916,101680,3368,45692,36428,1780,2728,11112,572,5724,196320,58732,0,0,2064,31480,944,30536,-1944,36,0,0,0,6096,0,6096,70056,0,70056,180,0,-16144,-264,6936,3028,0,0,0,0,10088,0,4444,8,0,21524,0,21524
1987:Q4,69768,67480,-25560,4748,3564,-44508,1616,-3096,5680,6436,27848,69768,-92534,0,0,1684,44722,96,44626,4808,-156,0,0,0,7908,0,7908,89584,0,89584,-608,0,23888,2008,-14152,3684,0,0,0,0,10900,0,-15500,624,0,2908,0,2908
1988:Q1,164164,103524,45552,-524,45528,-8332,408,1000,5432,2040,15088,164164,6749,0,0,1252,42699,-7804,50503,800,-688,0,0,0,9088,0,9088,81540,0,81540,-11812,0,8604,4968,-2840,7404,0,0,0,0,5484,0,10600,-2808,0,3124,0,3124
1988:Q2,197576,125948,72148,5228,31672,27432,452,7316,3284,-3236,-520,197576,-22315,0,0,752,54939,14128,40811,1024,-1164,0,0,0,9632,0,9632,64228,0,64228,-1516,0,39096,-3008,7492,12888,0,0,0,0,11212,0,6648,-328,0,17996,0,17996
1988:Q3,134792,100064,29500,840,25700,5624,40,736,-5724,2284,5228,134792,-16496,0,0,752,20224,8708,11516,-2480,-1156,0,0,0,10400,0,10400,65112,0,65112,23752,0,52,-672,-2440,11696,0,0,0,0,-2388,0,7496,612,0,20328,0,20328
1988:Q4,131324,88588,95020,892,94540,-1308,604,8024,-2388,-5344,-52284,131324,-48196,0,0,1244,-4912,4696,-9608,-1480,-468,0,0,0,11392,0,11392,77336,0,77336,11856,8,26984,-700,8932,9792,0,0,0,0,4984,0,14268,2932,0,17352,0,17352
1989:Q1,107355,60596,41547,-2372,38447,-9944,616,8528,5500,772,5212,107355,-28438,0,0,1752,-3046,11268,-14314,-4396,-28,0,0,0,12780,0,12780,48496,0,48496,224,12,30108,1520,4692,3448,0,0,0,0,4296,0,11700,-156,0,24392,0,24392
1989:Q2,138273,86436,45057,2996,2109,31764,220,4864,2228,876,6780,138273,18819,0,0,2252,-15906,3128,-19034,1232,-32,0,0,0,14568,0,14568,76400,0,76400,13836,12,16412,2868,-1508,-4676,0,0,0,0,8484,0,-1424,-280,0,7216,0,7216
1989:Q3,103147,63980,32835,-524,1151,23088,172,-2948,6448,5448,6332,103147,21892,0,0,2252,-13817,3104,-16921,8764,76,0,0,0,14540,0,14540,41356,0,41356,14872,12,544,2016,1576,2992,0,0,0,0,4556,0,-1408,-1084,0,4008,0,4008
1989:Q4,132801,87392,44305,-2584,30393,17684,-208,14620,-3200,-12400,1104,132801,12967,0,0,1744,-14550,512,-15062,7552,124,0,0,0,12688,0,12688,48180,0,48180,19736,20,10476,-652,1144,-1272,0,0,0,0,6916,0,6056,4940,0,16732,0,16732
1990:Q1,93008,26748,32028,-4984,33572,7912,-208,-5976,-6364,8076,34232,93008,-9285,0,0,1252,3261,7808,-4547,5572,3208,0,0,0,11176,0,11176,54144,0,54144,11096,36,10476,1608,11052,6656,0,0,0,0,-652,0,-23580,2348,0,4640,0,4640
1990:Q2,154849,67312,67909,-10216,55145,24856,396,-5856,-8832,12416,19628,154849,28022,0,0,752,-16749,-12176,-4573,3992,-3244,500,500,0,10004,0,10004,66888,0,66888,30464,40,-6484,4912,7480,-4360,0,0,0,0,8640,0,14876,-5864,0,14980,0,14980
1990:Q3,40456,27096,11400,-6720,32480,2772,-716,13948,-22652,-7712,1960,40456,-5015,0,0,752,-23773,-804,-22969,4372,-44,500,500,0,9296,0,9296,60944,0,60944,20032,36,-19052,-10424,496,-2560,0,0,0,0,6224,0,168,-1868,0,372,0,372
1990:Q4,192747,67380,95743,16508,53635,31512,576,3908,-9072,-1324,29624,192747,144399,0,0,1244,-11327,10868,-22195,11756,12,500,500,0,9048,0,9048,47216,0,47216,17256,184,-26784,-3132,1668,-3412,0,0,0,0,7572,0,-7344,836,0,3056,0,3056
1991:Q1,164393,78160,73717,-3992,46433,16144,400,4528,5132,5072,12516,164393,60277,0,0,1688,-17433,-5340,-12093,-808,224,400,400,0,10716,0,10716,43196,0,43196,29260,100,-23396,1704,33532,-2432,0,0,0,0,8380,0,1156,-1452,0,19280,0,19280
1991:Q2,183488,95568,76916,-932,49024,11920,-256,6932,-1640,11868,11004,183488,45955,0,0,2064,-21363,4288,-25651,-2944,600,536,536,0,8888,0,8888,63448,0,63448,11368,52,-8976,3496,35060,-464,0,0,0,0,9160,0,17864,-3620,0,22364,0,22364
1991:Q3,141134,80164,45326,-8824,49554,2604,-392,232,-2656,4808,15644,141134,-60055,0,0,2188,33725,-1340,35065,7016,280,532,532,0,7064,0,7064,23176,0,23176,27524,48,30268,-1632,21128,-2344,0,0,0,0,21184,0,15356,508,0,15168,0,15168
1991:Q4,164709,60760,33045,1144,-9235,28660,140,3152,3136,6048,70904,164709,18639,0,0,2060,9762,5452,4310,11728,-716,312,312,0,5236,0,5236,-14412,0,-14412,16172,60,12404,3980,50568,-1316,0,0,0,0,20632,0,13552,108,0,15940,0,15940
1992:Q1,161850,80036,111820,-5760,80140,8208,948,2744,10704,14836,-30005,161850,-10159,84,0,1812,-7398,-4820,-2578,-6576,116,392,392,0,2672,0,2672,51628,0,51628,26412,84,22168,-8,47444,5212,0,0,0,0,-2516,520,15288,-1524,0,16200,0,16200
1992:Q2,163602,74096,69559,7672,45379,12384,-972,13672,-13324,4748,19947,163602,599,112,0,3436,-14642,-14660,18,140,464,544,544,0,-632,0,-632,69308,0,69308,19240,68,15876,5180,35612,2284,0,0,0,0,-10808,680,11556,732,0,23852,0,23852
1992:Q3,148431,61660,71121,8140,42017,1724,-28,-1592,6328,14532,15650,148431,-65488,168,0,3412,17075,-2112,19187,4476,72,464,464,0,-972,0,-972,56932,0,56932,37976,100,-19400,1844,30264,2904,0,0,0,0,12628,1008,42376,2084,0,20508,0,20508
1992:Q4,180481,55380,81617,10800,43045,13112,288,-4048,5772,12648,43484,180481,46326,208,0,2940,20279,-6456,26735,-2992,316,52,52,0,1644,0,1644,62288,0,62288,26904,84,30040,2968,-3292,6560,0,0,0,0,8316,1288,-29324,-76,0,5952,0,5952
1993:Q1,431547,231748,120301,956,74233,6880,84,-9484,14908,32724,79498,431547,120580,20,0,4896,19151,8456,10695,4312,352,160,160,0,4032,0,4032,83300,0,83300,32196,84,15260,4648,58948,5840,0,4000,4000,0,15180,128,35972,-224,4000,18712,0,18712
1993:Q2,328506,182272,81632,7316,46388,3212,-976,13724,3052,8916,64602,328506,89642,44,0,6020,756,-10372,11128,-2504,72,-672,-672,0,6160,0,6160,54720,0,54720,13420,124,18736,5632,71628,5840,0,8000,8000,0,9508,264,4596,3600,4000,28920,0,28920
1993:Q3,435857,174812,135583,-436,75763,30088,-396,14660,3344,12560,125462,435857,89358,-44,0,6040,16972,1472,15500,4984,192,344,344,0,6324,0,6324,74712,0,74712,49244,152,41596,6900,22508,5840,0,16000,16000,0,16424,-272,43000,3772,4000,27812,0,27812
1993:Q4,363738,140228,167564,508,120820,9824,104,29260,6848,200,55946,363738,148938,48,0,5664,328,12068,-11740,1728,312,2928,2928,0,4524,0,4524,52736,0,52736,11796,112,12948,4792,26232,5840,0,16212,16212,0,13352,268,5180,428,4000,45372,0,45372
1994:Q1,309805,143904,164565,-860,103613,25632,-224,-9904,-4456,50764,1336,309805,88468,168,0,5488,26757,12784,13973,-3648,224,-188,-188,0,7028,0,7028,74736,0,74736,-16480,132,-22552,9152,80336,-4368,0,8188,8188,0,3260,1044,15812,720,4000,31528,0,31528
1994:Q2,173551,86668,89891,-464,30815,34156,-632,264,8544,17208,-3008,173551,70864,160,0,5572,-7272,-3112,-4160,6680,500,-1532,-1532,0,7028,0,7028,37568,0,37568,1968,36,-15460,-92,21392,-4368,0,8400,8400,0,8004,992,-38196,436,28000,42872,0,42872
1994:Q3,177220,56056,95944,3652,31064,37452,128,-7620,5332,25936,25220,177220,27896,148,0,5584,-16644,-8412,-8232,6588,-800,2952,2952,0,7024,0,7024,65248,0,65248,-1808,44,32424,2920,-8368,-4368,0,8400,8400,0,6720,884,-3844,1276,2000,42944,0,42944
1994:Q4,246335,70768,165507,8020,91867,29728,-576,19344,30948,-13824,10060,246335,170014,148,0,5608,-16967,-3260,-13707,2096,-388,64,64,0,7028,0,7028,62712,0,62712,-11064,-4,6088,2480,-29592,-4368,0,10756,10756,0,12372,904,-8548,-2996,6000,33992,0,33992
1995:Q1,228084,48452,164196,284,41880,80308,16,-29540,18556,52692,15436,228084,73162,-28,0,6728,-21318,-8416,-12902,4384,-8,428,428,0,13468,0,13468,84960,0,84960,21084,36,18260,-192,-34032,5424,0,12996,12996,0,19852,-152,-26676,1500,0,48208,0,48208
1995:Q2,294056,100144,133556,5620,44800,42532,36,-104,18560,22112,60356,294056,-66185,-44,0,9180,8353,14244,-5891,2688,28,4792,4792,0,12800,0,12800,120336,0,120336,14392,60,15644,6500,54180,5424,0,12320,12320,0,8032,-296,34700,76,8000,43076,0,43076
1995:Q3,304352,38576,199016,6140,128292,33692,20,2096,12344,16432,66760,304352,108578,12,0,6380,7878,284,7594,5584,-1148,-932,-932,0,13204,0,13204,38520,0,38520,5860,76,6680,8412,34564,5424,0,-8692,-8692,0,2832,80,1704,1164,16000,52172,0,52172
1995:Q4,383788,72688,226112,-1428,146884,54032,116,7728,12428,6352,84988,383788,48230,336,0,7072,-17122,-6624,-10498,-2628,804,3816,3816,0,13156,0,13156,131736,0,131736,15672,112,-172,10968,15344,5424,0,23100,23092,8,21160,2072,36968,-404,15000,53144,0,53144
1996:Q1,308513,90008,162389,6780,70021,29940,120,-31760,16144,71144,56116,308513,45817,456,0,15232,5045,3472,1573,-6228,-100,696,696,0,9576,0,9576,33788,0,33788,19928,128,33348,12508,58956,1864,0,-2076,-2124,48,6180,2796,-5504,-1368,14124,63348,0,63348
1996:Q2,286596,105624,159156,10576,69732,46000,164,13156,5932,13596,21816,286596,53308,404,0,12744,-9964,-6544,-3420,476,-252,1320,1320,0,35660,0,35660,22520,0,22520,14420,8,19584,1816,52744,1864,0,-9700,-9652,-48,5604,2488,-1324,4888,14876,63112,0,63112
1996:Q3,225507,65104,75327,1384,25623,21720,196,5676,7784,12944,85076,225507,-91196,360,0,9556,-17201,-12480,-4721,6432,-300,4144,4144,0,23224,0,23224,96008,0,96008,-13328,72,10536,-1216,64688,1864,0,-1688,-1704,16,16464,2204,11696,2676,17252,83260,0,83260
1996:Q4,410511,97428,209655,10548,111415,49420,612,4852,13608,19200,103428,410511,6893,-348,0,6008,-36929,-13148,-23781,6724,176,2160,2160,0,4712,0,4712,149008,0,149008,-10408,20,25252,-3220,49836,1864,0,46040,46036,4,33576,-2148,47596,5196,4940,73564,0,73564
1997:Q1,132885,114644,-3051,4396,-22631,-23428,1236,-2856,-5456,45688,21292,132885,-161183,392,0,-9596,840,-10336,11176,-352,0,2564,1312,1252,12136,0,12136,58156,0,58156,35108,16,41520,10468,47128,-36,0,-188,-328,140,532,2404,25800,7212,-7956,67920,0,67920
1997:Q2,340383,148132,141151,7108,-17381,92352,1632,34936,25416,-2912,51100,340383,-20072,576,0,10104,5603,-8140,13743,-2208,156,340,-108,448,19564,0,19564,125688,0,125688,28384,24,31468,5204,24380,-36,0,4792,4764,28,27328,3544,-7684,5464,4064,73700,0,73700
